peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,width50,width20,max_down_step,asymmetry,peak_group,manual_flag
6.0,9.003133,0.32216883,0.5691077,0.039213553,10.0,14.0,-0.18151557,0.44581223,nominal_6_9,nominal
7.0,8.034717,0.21238904,0.5211525,0.024805563,8.0,11.0,-0.17389935,0.37389028,nominal_6_9,nominal
3.0,2.1378555,-1.218219,-0.93346983,0.5234391,8.0,8.0,-0.44245076,-1.727738,early_0_3,early_low_area
4.0,4.456491,0.44008195,0.78960913,0.31228173,5.0,13.0,-2.0538075,0.33868784,prepeak_4_5,large_negative_step
6.0,8.048025,0.36407837,0.5994272,0.00332437,8.0,13.0,-0.20603275,0.5135646,nominal_6_9,nominal
6.0,9.210515,0.36829403,0.63221645,0.005893818,11.0,13.0,-0.1605044,0.5374513,nominal_6_9,nominal
6.0,7.835129,0.3535056,0.57905245,0.008100631,8.0,13.0,-0.22664768,0.49215007,nominal_6_9,nominal
6.0,8.016676,0.3402838,0.56195056,0.026269877,7.0,14.0,-0.23386228,0.45989063,nominal_6_9,nominal
6.0,7.5105653,0.3349254,0.55311114,0.01611162,7.0,13.0,-0.22272724,0.45976183,nominal_6_9,nominal
4.0,7.697961,0.27313522,0.44566652,0.21488819,6.0,15.0,-0.24204654,0.16613811,prepeak_4_5,nominal
5.0,7.8308563,0.30780694,0.5067685,0.08194381,7.0,14.0,-0.2395283,0.3545513,prepeak_4_5,nominal
6.0,8.836385,0.33494622,0.5641844,0.039374255,11.0,14.0,-0.16846949,0.446399,nominal_6_9,nominal
6.0,7.997607,0.32176992,0.53235966,0.054145344,7.0,14.0,-0.23676091,0.40533027,nominal_6_9,nominal
5.0,6.355177,0.039664533,0.25132328,0.21172751,7.0,9.0,-0.15377894,-0.05258816,prepeak_4_5,nominal
6.0,8.475726,0.33575907,0.5548089,0.046434008,9.0,14.0,-0.21730322,0.43315098,nominal_6_9,nominal
7.0,5.8307247,0.41368604,0.68245804,0.01664389,6.0,12.0,-1.5727702,0.5793342,nominal_6_9,large_negative_step
7.0,6.5954566,0.12580407,0.4887289,-0.0053794053,6.0,9.0,-0.19110191,0.34840897,nominal_6_9,nominal
5.0,8.005457,0.31465298,0.5209339,0.067340456,8.0,14.0,-0.20472443,0.38001078,prepeak_4_5,nominal
6.0,8.03284,0.35464397,0.58151096,0.0090809455,8.0,13.0,-0.21590275,0.4929979,nominal_6_9,nominal
6.0,8.341102,0.34739453,0.5832633,0.022566969,10.0,13.0,-0.23891789,0.48039308,nominal_6_9,nominal
6.0,8.242017,0.35276473,0.56920135,0.034788184,9.0,14.0,-0.25369132,0.45976233,nominal_6_9,nominal
17.0,0.68569195,1.3124287,1.1345496,-0.010262257,1.0,1.0,-0.019546522,1.2041049,late_10_17,late_peak
6.0,6.5317764,0.36098114,0.59872997,0.16983582,6.0,13.0,-1.710933,0.3420196,nominal_6_9,large_negative_step
17.0,1.7383376,0.970979,0.9873252,-0.0014860139,2.0,2.0,-0.003950767,0.983479,late_10_17,late_peak
7.0,8.18462,0.32329193,0.67140377,-0.0005250009,8.0,12.0,-0.18402725,0.56042933,nominal_6_9,nominal
5.0,7.8918486,0.31021824,0.50949645,0.08004729,7.0,14.0,-0.23471642,0.35899946,prepeak_4_5,nominal
6.0,8.440723,0.33081943,0.5457533,0.049983833,8.0,14.0,-0.21439862,0.4208448,nominal_6_9,nominal
6.0,8.53802,0.26169828,0.58302665,0.01455266,8.0,13.0,-0.2149421,0.46167648,nominal_6_9,nominal
5.0,8.201584,0.31095168,0.50999224,0.122041315,7.0,14.0,-0.23753417,0.3181516,prepeak_4_5,nominal
6.0,7.6535144,0.30986592,0.5190585,0.058783744,6.0,14.0,-0.27263314,0.3882042,nominal_6_9,nominal
7.0,7.704824,0.2303178,0.58844066,-0.002830929,7.0,10.0,-0.24199972,0.47280654,nominal_6_9,nominal
7.0,7.242998,0.22209413,0.5414266,0.011119117,7.0,10.0,-0.14506868,0.4091499,nominal_6_9,nominal
6.0,7.585873,0.3319563,0.549194,0.027626717,7.0,14.0,-0.23601419,0.4460134,nominal_6_9,nominal
6.0,7.933499,0.34973457,0.5749406,0.0140926875,9.0,13.0,-0.21666074,0.48321745,nominal_6_9,nominal
6.0,9.278709,0.30796838,0.5541439,0.055074077,10.0,14.0,-0.15757942,0.41482282,nominal_6_9,nominal
8.0,7.838552,0.27021176,0.60196394,0.0031623184,8.0,11.0,-0.15296805,0.4730579,nominal_6_9,nominal
5.0,8.163734,0.31834668,0.52023524,0.0886917,8.0,14.0,-0.22415513,0.36011028,prepeak_4_5,nominal
7.0,6.939636,0.20375066,0.5155098,0.013711151,7.0,10.0,-0.14610189,0.3839417,nominal_6_9,nominal
6.0,8.910508,0.3421119,0.6004226,0.020450363,10.0,13.0,-0.20307755,0.4933536,nominal_6_9,nominal
5.0,8.423385,0.32595643,0.53798026,0.05665353,8.0,14.0,-0.20307606,0.40727648,prepeak_4_5,nominal
6.0,9.205273,0.30716172,0.58051944,0.028873447,9.0,14.0,-0.23931232,0.46002042,nominal_6_9,nominal
5.0,7.97594,0.31097943,0.5127408,0.07511103,8.0,14.0,-0.22016686,0.36570206,prepeak_4_5,nominal
5.0,8.168363,0.31245357,0.5121549,0.0887209,8.0,14.0,-0.22031224,0.35202864,prepeak_4_5,nominal
6.0,7.2773304,0.31233996,0.51825994,0.039193094,6.0,14.0,-0.25283575,0.4072694,nominal_6_9,nominal
7.0,7.1333055,0.35690966,0.58157474,0.00046277593,7.0,13.0,-0.276334,0.508961,nominal_6_9,nominal
5.0,8.047785,0.31904304,0.5257509,0.06300695,7.0,14.0,-0.23461562,0.39036587,prepeak_4_5,nominal
6.0,8.7640505,0.27986726,0.591859,0.014365584,9.0,13.0,-0.24682295,0.4753498,nominal_6_9,nominal
6.0,8.746802,0.3767178,0.62161946,0.0035458151,11.0,13.0,-0.16681272,0.5337153,nominal_6_9,nominal
7.0,7.485434,0.16033626,0.44803864,0.05930885,7.0,10.0,-0.16359821,0.278736,nominal_6_9,nominal
7.0,5.599482,0.40985817,0.6749268,0.014972253,4.0,12.0,-1.4869443,0.5780985,nominal_6_9,large_negative_step
6.0,6.5484242,0.090244755,0.40853727,0.03445076,7.0,10.0,-0.19787312,0.24196728,nominal_6_9,nominal
6.0,7.51313,0.29789862,0.49925408,0.06714689,6.0,14.0,-0.25064045,0.3602574,nominal_6_9,nominal
5.0,8.748959,0.32365355,0.545109,0.056500707,10.0,14.0,-0.1842987,0.412219,prepeak_4_5,nominal
6.0,7.7697315,0.32341725,0.53617996,0.044885807,7.0,14.0,-0.26164055,0.41854322,nominal_6_9,nominal
6.0,8.695884,0.21693301,0.5230486,0.04535956,8.0,13.0,-0.24345267,0.37034425,nominal_6_9,nominal
7.0,7.187057,0.19014132,0.4964837,0.022149194,7.0,10.0,-0.15824279,0.35800195,nominal_6_9,nominal
5.0,8.170593,0.32277408,0.530183,0.06462179,7.0,14.0,-0.22278577,0.39239505,prepeak_4_5,nominal
6.0,8.612042,0.35276335,0.5840504,0.025853118,11.0,14.0,-0.23654366,0.47841248,nominal_6_9,nominal
6.0,8.216432,0.33095065,0.5462082,0.045082573,7.0,14.0,-0.21818674,0.42582372,nominal_6_9,nominal
6.0,8.112592,0.34313035,0.56693375,0.022950454,8.0,13.0,-0.23132193,0.46766812,nominal_6_9,nominal
6.0,8.913189,0.35077193,0.620106,0.0064971205,10.0,13.0,-0.2098566,0.5237744,nominal_6_9,nominal
6.0,8.096954,0.32403788,0.5366587,0.0494173,7.0,14.0,-0.23007125,0.4131395,nominal_6_9,nominal
6.0,7.369137,0.30764914,0.51484096,0.04591724,6.0,14.0,-0.24123502,0.39553732,nominal_6_9,nominal
6.0,7.9552717,0.2104873,0.51567626,0.02528112,8.0,12.0,-0.18356884,0.36801115,nominal_6_9,nominal
5.0,9.279492,0.27014154,0.52768934,0.09818757,10.0,14.0,-0.16174185,0.34105876,prepeak_4_5,nominal
6.0,7.3738537,0.3067759,0.5104021,0.049195834,6.0,14.0,-0.25377476,0.38943413,nominal_6_9,nominal
5.0,7.318166,0.2965095,0.491738,0.095451586,5.0,14.0,-0.25427926,0.32668582,prepeak_4_5,nominal
6.0,9.357697,0.34063807,0.5769892,0.042519826,11.0,14.0,-0.1674923,0.45337498,nominal_6_9,nominal
6.0,-0.19343358,-2.4165697,2.4228985,-1.5598382,2.0,4.0,-3.405231,1.4735318,nominal_6_9,large_negative_step
6.0,7.8085938,0.33928627,0.55732864,0.024478907,7.0,13.0,-0.2364583,0.45786226,nominal_6_9,nominal
5.0,9.04885,0.31981525,0.5543998,0.060416076,11.0,14.0,-0.18348455,0.41294616,prepeak_4_5,nominal
5.0,9.117127,0.3162245,0.5480714,0.07047959,11.0,14.0,-0.15666568,0.3975408,prepeak_4_5,nominal
6.0,7.5286627,0.29427525,0.49431968,0.07163835,6.0,14.0,-0.24936634,0.3511719,nominal_6_9,nominal
4.0,8.080754,0.109962046,0.37313274,0.2057871,8.0,11.0,-0.2774339,0.06093528,prepeak_4_5,nominal
5.0,8.393053,0.32831794,0.54167855,0.053599853,8.0,14.0,-0.20756578,0.41405424,prepeak_4_5,nominal
7.0,8.182569,0.38199914,0.61943656,0.0012029024,10.0,13.0,-0.1965391,0.5396958,nominal_6_9,nominal
7.0,9.05475,0.38635027,0.6475586,0.0012592459,10.0,13.0,-0.14791986,0.5587989,nominal_6_9,nominal
6.0,7.4478455,0.32691726,0.54904634,0.010829144,7.0,13.0,-0.2219317,0.45689088,nominal_6_9,nominal
5.0,7.7685046,0.30310893,0.4993098,0.08671188,7.0,14.0,-0.2417531,0.34224108,prepeak_4_5,nominal
5.0,8.324908,0.3224171,0.5335877,0.06777213,8.0,14.0,-0.20638007,0.39205763,prepeak_4_5,nominal
6.0,8.809493,0.33971652,0.60878116,0.009611184,10.0,13.0,-0.19521064,0.5101937,nominal_6_9,nominal
5.0,7.9768424,0.31119493,0.5084377,0.101346,7.0,14.0,-0.23108363,0.3363296,prepeak_4_5,nominal
5.0,7.745038,0.3088147,0.5152689,0.06662246,7.0,14.0,-0.22857809,0.37671834,prepeak_4_5,nominal
6.0,8.308611,0.35063383,0.5808552,0.019004716,9.0,13.0,-0.21768081,0.48493809,nominal_6_9,nominal
9.0,7.542656,0.281561,0.6466496,0.0005830225,8.0,11.0,-0.15772504,0.5134873,nominal_6_9,nominal
5.0,3.3717287,-0.07991254,0.033615746,0.24203335,3.0,5.0,-0.31772944,-0.26701286,prepeak_4_5,nominal
6.0,-4.187997,-1.5806285,-1.3150898,-0.27365333,2.0,7.0,-0.6955893,-1.140884,nominal_6_9,nominal
5.0,7.9868064,0.30967113,0.50933325,0.07587475,8.0,14.0,-0.2235682,0.36226913,prepeak_4_5,nominal
6.0,7.9796867,0.35515043,0.58016026,0.010836829,9.0,13.0,-0.21686578,0.49149367,nominal_6_9,nominal
6.0,7.446537,0.3438057,0.56285965,0.011864147,7.0,13.0,-0.22257328,0.474498,nominal_6_9,nominal
6.0,8.73493,0.2884772,0.5893374,0.01688078,9.0,13.0,-0.2565992,0.4737441,nominal_6_9,nominal
7.0,6.9671707,0.18825728,0.49723256,0.017950637,7.0,10.0,-0.13861388,0.35938665,nominal_6_9,nominal
6.0,7.933873,0.34383264,0.56465274,0.018292887,7.0,13.0,-0.21404862,0.46912137,nominal_6_9,nominal
6.0,7.1149983,0.30498716,0.51626575,0.027673917,6.0,13.0,-0.22884375,0.4115906,nominal_6_9,nominal
8.0,7.108171,0.24450855,0.6047561,0.0005119137,7.0,10.0,-0.14819711,0.47044858,nominal_6_9,nominal
6.0,7.677187,0.31895724,0.5349915,0.038863175,7.0,14.0,-0.2464326,0.42039946,nominal_6_9,nominal
6.0,7.8660746,0.34783798,0.567966,0.018009616,8.0,13.0,-0.23393232,0.47457263,nominal_6_9,nominal
6.0,8.546019,0.36447808,0.60344857,0.009808345,12.0,13.0,-0.18323553,0.51168174,nominal_6_9,nominal
5.0,9.261969,0.29602426,0.534684,0.09372545,11.0,14.0,-0.17241722,0.35854682,prepeak_4_5,nominal
7.0,8.841303,0.32475653,0.6428109,0.001371256,8.0,13.0,-0.23675245,0.5399205,nominal_6_9,nominal
6.0,7.7394147,0.35216805,0.5793206,0.007919728,8.0,13.0,-0.21817684,0.49235335,nominal_6_9,nominal
6.0,7.6526685,0.32503083,0.5393301,0.038903125,7.0,14.0,-0.26310056,0.4269222,nominal_6_9,nominal
5.0,8.244677,0.32502958,0.5321347,0.06946828,8.0,14.0,-0.21829927,0.39053205,prepeak_4_5,nominal
6.0,8.064556,0.34171212,0.5630823,0.030406807,9.0,14.0,-0.26031303,0.457258,nominal_6_9,nominal
6.0,9.080512,0.3253817,0.5867286,0.026247272,10.0,14.0,-0.1618743,0.47252128,nominal_6_9,nominal
6.0,8.728471,0.35372695,0.6101186,0.00860496,10.0,13.0,-0.16948485,0.5158246,nominal_6_9,nominal
5.0,8.140236,0.31916422,0.531148,0.07846215,8.0,14.0,-0.21806496,0.3783288,prepeak_4_5,nominal
7.0,7.1802244,0.20208938,0.5119056,0.017705716,8.0,10.0,-0.1524598,0.3771114,nominal_6_9,nominal
3.0,5.0769897,-0.029988661,0.23404193,0.27491498,7.0,11.0,-0.24492735,-0.14101477,early_0_3,early_peak
5.0,8.157104,0.3178698,0.5217465,0.06803638,8.0,14.0,-0.2206775,0.38147476,prepeak_4_5,nominal
6.0,8.872866,0.23093608,0.54267997,0.037577905,8.0,13.0,-0.25914884,0.39802027,nominal_6_9,nominal
6.0,7.3529134,0.32555628,0.5417309,0.016692344,6.0,13.0,-0.2363658,0.44872388,nominal_6_9,nominal
5.0,7.563678,0.30195388,0.5004502,0.08358845,6.0,14.0,-0.25482404,0.34551892,prepeak_4_5,nominal
6.0,7.3445835,0.32121995,0.5341048,0.024424056,6.0,13.0,-0.23956066,0.43460175,nominal_6_9,nominal
5.0,7.9247003,0.30422014,0.51120055,0.06360258,7.0,14.0,-0.21902823,0.37252942,prepeak_4_5,nominal
5.0,9.378117,0.32699406,0.56620795,0.05212178,11.0,14.0,-0.13767481,0.43158168,prepeak_4_5,nominal
6.0,7.375573,0.31500077,0.52868885,0.023729464,6.0,13.0,-0.22773343,0.42821282,nominal_6_9,nominal
5.0,8.095202,0.31867903,0.52503586,0.06220303,7.0,14.0,-0.21647179,0.3901482,prepeak_4_5,nominal
6.0,7.3383036,0.2992607,0.498739,0.059128705,5.0,14.0,-0.23456007,0.36866453,nominal_6_9,nominal
6.0,7.156351,0.31786957,0.5307042,0.022017376,6.0,13.0,-0.2439239,0.43428674,nominal_6_9,nominal
6.0,7.8796797,0.35637066,0.58238226,0.010129696,8.0,13.0,-0.21777624,0.493931,nominal_6_9,nominal
6.0,8.443902,0.2326435,0.54399025,0.02963265,8.0,13.0,-0.17761838,0.4009583,nominal_6_9,nominal
7.0,8.041937,0.3138977,0.65551394,-0.00031498267,8.0,11.0,-0.17928511,0.54918975,nominal_6_9,nominal
6.0,8.084719,0.33557168,0.553157,0.03770394,7.0,14.0,-0.24664879,0.43981296,nominal_6_9,nominal
5.0,7.7950926,0.29823107,0.49309322,0.09679723,7.0,14.0,-0.22001362,0.32588744,prepeak_4_5,nominal
0.0,-27.019772,-0.6692579,-0.8525089,-0.0018596431,1.0,2.0,-0.8533773,-0.8062312,early_0_3,large_negative_step
6.0,7.817883,0.33862585,0.5568581,0.0283744,7.0,14.0,-0.26180142,0.4542427,nominal_6_9,nominal
6.0,8.586873,0.35191098,0.6078012,0.0084982,10.0,13.0,-0.16216213,0.51326436,nominal_6_9,nominal
5.0,7.64143,0.303276,0.49768692,0.09554414,6.0,14.0,-0.23248315,0.33245686,prepeak_4_5,nominal
6.0,7.565619,0.31309554,0.52311873,0.051322382,7.0,14.0,-0.2721811,0.3989433,nominal_6_9,nominal
6.0,7.578242,0.34537008,0.5669989,0.011566199,7.0,13.0,-0.23098737,0.47807527,nominal_6_9,nominal
7.0,8.505585,0.33096334,0.6530553,0.0015052523,8.0,13.0,-0.22800326,0.55249166,nominal_6_9,nominal
6.0,7.34647,0.33071324,0.54797983,0.0129815405,7.0,13.0,-0.24407667,0.45882696,nominal_6_9,nominal
6.0,7.659858,0.33473513,0.55541855,0.015862657,7.0,13.0,-0.21079916,0.4614027,nominal_6_9,nominal
6.0,7.8986053,0.35200027,0.5869558,0.0035318888,8.0,13.0,-0.20775217,0.50049245,nominal_6_9,nominal
6.0,8.151217,0.34070638,0.5639225,0.031439528,9.0,14.0,-0.24849147,0.45589548,nominal_6_9,nominal
6.0,9.131847,0.28634745,0.57518977,0.028610857,9.0,14.0,-0.21497816,0.44967884,nominal_6_9,nominal
6.0,8.960353,0.24924763,0.5618576,0.029990166,8.0,14.0,-0.24002135,0.42732632,nominal_6_9,nominal
6.0,9.493093,0.33217412,0.58021957,0.038081147,10.0,14.0,-0.17653942,0.45660377,nominal_6_9,nominal
7.0,6.008573,0.40197086,0.674533,0.02409352,6.0,12.0,-1.6303366,0.55753714,nominal_6_9,large_negative_step
6.0,8.515135,0.22590874,0.5406886,0.035964776,8.0,13.0,-0.21652573,0.39394715,nominal_6_9,nominal
6.0,8.500418,0.3440488,0.5681372,0.036401097,9.0,14.0,-0.19546586,0.4538408,nominal_6_9,nominal
5.0,9.083281,0.28151384,0.49962255,0.13973379,11.0,15.0,-0.14887667,0.2829741,prepeak_4_5,nominal
6.0,8.993794,0.36094216,0.62533915,0.0052278256,10.0,13.0,-0.17418745,0.5314488,nominal_6_9,nominal
6.0,8.433365,0.35897753,0.59002733,0.0119543085,10.0,13.0,-0.17490274,0.49585566,nominal_6_9,nominal
6.0,8.702622,0.36060786,0.59458065,0.014682886,12.0,13.0,-0.1918354,0.5009343,nominal_6_9,nominal
5.0,8.848398,0.33154863,0.54387844,0.06217599,11.0,14.0,-0.1861934,0.40744138,prepeak_4_5,nominal
6.0,7.6969986,0.1944912,0.47703293,0.039530396,7.0,11.0,-0.15671408,0.32638234,nominal_6_9,nominal
7.0,7.776927,0.37371528,0.60527307,0.0012085944,8.0,13.0,-0.23825103,0.52980304,nominal_6_9,nominal
6.0,7.723307,0.33990365,0.5597435,0.026156873,7.0,14.0,-0.27341807,0.45983168,nominal_6_9,nominal
7.0,8.94318,0.3898297,0.659535,0.0005530022,9.0,13.0,-0.19518626,0.57284886,nominal_6_9,nominal
6.0,7.566768,0.3410638,0.5605261,0.015699657,7.0,13.0,-0.2266314,0.46822602,nominal_6_9,nominal
7.0,7.088348,0.22230424,0.5482653,0.007637272,7.0,10.0,-0.14932582,0.41811934,nominal_6_9,nominal
1.0,-15.179387,-0.7298651,-1.0244209,-0.03766019,3.0,5.0,-1.2135266,-0.8873166,early_0_3,large_negative_step
7.0,7.2819543,0.2098748,0.5121427,0.019158991,8.0,10.0,-0.14243937,0.37725016,nominal_6_9,nominal
5.0,5.819132,0.38464245,0.6406079,0.08443326,5.0,13.0,-1.7288592,0.465688,prepeak_4_5,large_negative_step
6.0,9.052551,0.26672488,0.5625599,0.035112437,8.0,14.0,-0.24693877,0.42836612,nominal_6_9,nominal
0.0,-15.59464,-0.67987454,-0.8161299,0.02410892,1.0,1.0,-0.88784385,-0.7954134,early_0_3,large_negative_step
6.0,8.714453,0.34605876,0.6016962,0.01438016,10.0,13.0,-0.1740058,0.5021703,nominal_6_9,nominal
6.0,8.778037,0.329464,0.54521966,0.056199457,10.0,14.0,-0.19260639,0.41427636,nominal_6_9,nominal
6.0,8.644922,0.36366296,0.6087248,0.00852825,11.0,13.0,-0.17509943,0.5174014,nominal_6_9,nominal
5.0,8.641127,0.30328703,0.49366674,0.15752558,7.0,15.0,-0.2042687,0.26737708,prepeak_4_5,nominal
6.0,8.516985,0.33631045,0.55837756,0.04365715,10.0,14.0,-0.21654779,0.4381651,nominal_6_9,nominal
0.0,-27.24859,-0.64391196,-0.80375135,-0.013153172,1.0,2.0,-0.9514855,-0.7318988,early_0_3,large_negative_step
5.0,7.4555144,0.2981952,0.49112338,0.100552484,6.0,14.0,-0.25274605,0.3216648,prepeak_4_5,nominal
6.0,9.108871,0.29511583,0.5641385,0.037774824,9.0,14.0,-0.2327509,0.43551722,nominal_6_9,nominal
5.0,9.372647,0.38522193,0.5894452,0.041585043,13.0,14.0,-0.20382762,0.47757223,prepeak_4_5,nominal
15.0,3.5244045,0.99366665,0.99746674,0.00076000683,4.0,4.0,-0.08333337,0.9958622,late_10_17,late_peak
16.0,2.9479902,1.0118269,1.0048382,0.00014661317,3.0,4.0,-0.06973058,1.0073797,late_10_17,late_peak
5.0,7.960991,0.3093284,0.5085334,0.08512219,7.0,14.0,-0.22500002,0.3521246,prepeak_4_5,nominal
6.0,7.7570615,0.32654288,0.54044896,0.041305725,7.0,14.0,-0.27444464,0.42613834,nominal_6_9,nominal
6.0,8.348864,0.35809326,0.5894455,0.013974415,10.0,13.0,-0.18697876,0.49616045,nominal_6_9,nominal
6.0,8.524137,0.3294683,0.54839694,0.047922008,9.0,14.0,-0.200275,0.42484635,nominal_6_9,nominal
6.0,7.313943,0.30520603,0.50944835,0.04485421,6.0,14.0,-0.24266225,0.39303496,nominal_6_9,nominal
6.0,7.1453094,0.3154963,0.5284846,0.020321036,6.0,13.0,-0.22742182,0.43162307,nominal_6_9,nominal
5.0,8.966247,0.16739234,0.431377,0.15107946,8.0,13.0,-0.26596177,0.17608549,prepeak_4_5,nominal
6.0,7.8330593,0.34385234,0.5663386,0.016870162,7.0,13.0,-0.21416825,0.47143242,nominal_6_9,nominal
5.0,7.4107995,0.29077324,0.48309863,0.1043547,6.0,14.0,-0.25678986,0.30925557,prepeak_4_5,nominal
6.0,9.184456,0.3225269,0.5685286,0.040253643,10.0,14.0,-0.14688927,0.44471616,nominal_6_9,nominal
6.0,8.175444,0.3541262,0.5884124,0.011320755,10.0,13.0,-0.19086945,0.4973127,nominal_6_9,nominal
6.0,7.19666,0.32302773,0.54439986,0.012448262,6.0,13.0,-0.22170824,0.45168066,nominal_6_9,nominal
6.0,8.878742,0.33877113,0.56004834,0.046212323,11.0,14.0,-0.18804097,0.43762633,nominal_6_9,nominal
6.0,7.7728925,0.33449915,0.55274606,0.023645371,7.0,13.0,-0.2386837,0.45341212,nominal_6_9,nominal
5.0,9.325127,0.21667892,0.49985027,0.10846194,9.0,14.0,-0.24568528,0.2936229,prepeak_4_5,nominal
7.0,5.531978,0.5331038,0.88562024,0.16432443,9.0,12.0,-1.8102615,0.5978214,nominal_6_9,large_negative_step
6.0,7.906891,0.33437,0.5528775,0.0236649,7.0,13.0,-0.2094006,0.45198178,nominal_6_9,nominal
6.0,8.3901005,0.35240477,0.59016097,0.014038597,11.0,13.0,-0.19765097,0.49731025,nominal_6_9,nominal
6.0,7.6122417,0.32583758,0.5435033,0.026799064,7.0,14.0,-0.22496408,0.43947005,nominal_6_9,nominal
6.0,8.670252,0.2529424,0.56739587,0.025899367,8.0,14.0,-0.24763906,0.4366585,nominal_6_9,nominal
8.0,6.938611,0.2565774,0.62126505,0.0008537058,7.0,9.0,-0.1427033,0.48513773,nominal_6_9,nominal
6.0,7.0855603,0.114847094,0.36164555,0.11686451,7.0,10.0,-0.14667496,0.1452254,nominal_6_9,nominal
6.0,7.8117304,0.18641889,0.45970052,0.05886257,7.0,11.0,-0.13609853,0.29472765,nominal_6_9,nominal
7.0,8.02707,0.40270197,0.63941306,0.00018066488,10.0,12.0,-0.24347407,0.565461,nominal_6_9,nominal
5.0,8.426064,0.32552978,0.5339217,0.07365371,9.0,14.0,-0.20325434,0.38703775,prepeak_4_5,nominal
6.0,7.1859465,0.31833276,0.5367598,0.016452704,6.0,13.0,-0.23856574,0.44230738,nominal_6_9,nominal
5.0,8.820808,0.32389364,0.54387707,0.066795476,11.0,14.0,-0.18698263,0.40060723,prepeak_4_5,nominal
5.0,8.409062,0.32219824,0.5299073,0.08299978,9.0,14.0,-0.21071559,0.37417036,prepeak_4_5,nominal
6.0,7.949896,0.34182945,0.56427795,0.02451339,8.0,13.0,-0.24885815,0.4648665,nominal_6_9,nominal
8.0,7.124378,0.2696694,0.62802607,0.00069832406,7.0,10.0,-0.15505803,0.490689,nominal_6_9,nominal
6.0,8.144786,0.36335924,0.593082,0.008041366,9.0,13.0,-0.20911992,0.50532234,nominal_6_9,nominal
5.0,7.8403087,0.30500656,0.49841985,0.09881602,7.0,14.0,-0.2216953,0.32977483,prepeak_4_5,nominal
5.0,7.311138,0.2942841,0.48870897,0.099227145,5.0,14.0,-0.25164104,0.3207375,prepeak_4_5,nominal
6.0,8.444718,0.34296134,0.56960255,0.03316922,11.0,14.0,-0.22436094,0.45824218,nominal_6_9,nominal
6.0,7.5319777,0.32253873,0.539795,0.025129128,7.0,13.0,-0.21939284,0.43691498,nominal_6_9,nominal
6.0,8.456701,0.3392079,0.5741976,0.028688164,9.0,14.0,-0.19037539,0.4603578,nominal_6_9,nominal
10.0,7.4476776,0.62832564,0.98279023,-0.00078982377,8.0,9.0,-0.21114552,0.89087963,late_10_17,nominal
10.0,7.4615593,0.66494924,0.9938106,-0.00028621513,8.0,9.0,-0.21542978,0.93037814,late_10_17,nominal
6.0,7.9675465,0.33973575,0.5629864,0.020995462,7.0,13.0,-0.21424806,0.46395332,nominal_6_9,nominal
5.0,8.001617,0.3173177,0.5250183,0.062782705,7.0,14.0,-0.1926617,0.38868073,prepeak_4_5,nominal
6.0,-1.606867,-3.4471154,-3.125,0.07478631,4.0,6.0,-0.34592277,-3.4652777,nominal_6_9,nominal
5.0,8.886955,0.26476765,0.5203077,0.096523724,10.0,14.0,-0.1614933,0.33622822,prepeak_4_5,nominal
6.0,9.002295,0.32734492,0.568856,0.03777792,10.0,14.0,-0.15465492,0.44866323,nominal_6_9,nominal
6.0,8.477074,0.34931877,0.58382684,0.020930097,10.0,13.0,-0.24050528,0.48365656,nominal_6_9,nominal
6.0,8.078466,0.3317961,0.5485903,0.04346357,7.0,14.0,-0.22925764,0.43019304,nominal_6_9,nominal
7.0,7.8711967,0.23694226,0.5587843,0.012655496,7.0,11.0,-0.15752894,0.42253655,nominal_6_9,nominal
0.0,-25.00687,-0.5541166,-0.74434894,-0.029471781,1.0,2.0,-0.9597645,-0.6413743,early_0_3,large_negative_step
5.0,7.3391995,0.2905848,0.48241392,0.10400527,6.0,14.0,-0.24209923,0.30900797,prepeak_4_5,nominal
4.0,8.119801,0.20902017,0.4368694,0.21409102,10.0,13.0,-0.25002658,0.13853878,prepeak_4_5,nominal
5.0,8.515862,0.32622284,0.53688043,0.05931324,8.0,14.0,-0.19903445,0.40335277,prepeak_4_5,nominal
2.0,-41.06066,-0.485486,-0.6956236,-0.11231184,1.0,2.0,-1.5131629,-0.514449,early_0_3,large_negative_step
1.0,-31.202927,-0.6139645,-0.7887924,-0.03236913,1.0,1.0,-1.1459377,-0.6940173,early_0_3,large_negative_step
6.0,8.875961,0.34642518,0.6161179,0.007579271,10.0,13.0,-0.20582816,0.51847833,nominal_6_9,nominal
6.0,8.775145,0.34971932,0.61258423,0.012095732,10.0,13.0,-0.19517723,0.5149025,nominal_6_9,nominal
7.0,7.8260207,0.40387473,0.65206456,-2.9354196e-05,10.0,12.0,-0.20706028,0.5661546,nominal_6_9,nominal
6.0,8.568631,0.3526148,0.589697,0.016155815,11.0,13.0,-0.19450957,0.4941295,nominal_6_9,nominal
6.0,8.456461,0.34617049,0.58776283,0.02053257,11.0,13.0,-0.24277258,0.48542953,nominal_6_9,nominal
3.0,-5.3320565,-0.8356087,-1.0114172,-0.026107788,3.0,3.0,-0.48361003,-0.9433133,early_0_3,early_low_area
7.0,8.218605,0.40208346,0.6449516,0.001194743,11.0,13.0,-0.23410857,0.56951517,nominal_6_9,nominal
7.0,8.174764,0.31378704,0.6569292,-0.0002319854,8.0,11.0,-0.17505467,0.54971623,nominal_6_9,nominal
