blind_id,run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,dup_amplitude_adc,dup_cfd20_sample,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,amplitude_log,dup_amplitude_log,baseline_mad_log,baseline_slope_scaled,baseline_slope_abs_scaled,charge_bias_log,charge_bias_abs,dropout_depth,secondary_fraction,timing_tail_gt5,dropout_harm,cfd20_centered,n_selected_event,downstream_any,three_stave_event,current_group,current_nA,taxon,label_baseline_excursion,label_pileup_or_long_tail,q_template_rmse,template_bin,_row,subtype_true,ledger_subtype_visible_to_reviewer
P09I0059,56,321574,10282,15751,sample_i_analysis,B2,0,0,5999.0,5129.0,,4,6.1175194,0.19832104,0.1808295,3,1603.0,7380.0,14470.0,1,0.49674946,3,0.02767128,0.0,1.8944116,18.0,8.699514,8.542861,7.3802557,7.38,7.38,0.1566534,0.1566534,-0.0,0.09851587,True,False,-2.1872153,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.41955253,4,459076,tail_recovery_dropout,False
P09I0060,52,195176,15840,812,sample_i_analysis,B2,0,0,6667.5,5276.5,,4,6.2611175,0.21563679,0.17016904,3,1516.5,7720.0,14972.0,1,0.47476566,3,0.08421447,0.0,1.954654,18.0,8.80515,8.571208,7.3248196,7.72,7.72,0.23394203,0.23394203,-0.0,0.102376945,True,False,-2.126973,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40933123,4,360428,tail_recovery_dropout,False
P09I0061,48,93442,3693,28533,sample_i_analysis,B2,0,0,4687.5,5217.5,,3,3.0988803,0.08415979,0.32055798,2,2513.0,7484.0,14302.0,1,0.48714668,2,-0.27018666,-0.43221334,1.710249,18.0,8.4528675,8.559965,7.8296304,7.484,7.484,-0.107097626,0.107097626,0.27018666,0.04099816,True,True,-2.371378,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5564871,4,293689,early_sample_offset,False
P09I0062,57,364549,1307,6898,sample_i_analysis,B2,0,0,7296.5,4969.5,,4,6.631398,0.241669,0.15365459,3,1104.0,7817.0,15172.0,1,0.48660317,3,0.13342014,0.0,2.0671778,18.0,8.8952875,8.511275,7.007601,7.817,7.817,0.38401222,0.38401222,-0.0,0.1175969,True,False,-2.0144491,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.35453457,5,490071,tail_recovery_dropout,False
P09I0063,53,238256,6993,33885,sample_i_analysis,B2,0,0,2739.5,6168.5,0.0,3,-10.3883915,0.0,0.8079154,2,2541.5,8131.0,15257.0,1,0.0,3,-1.448622,-9.861471,1.6168978,1.6168978,7.9158955,8.727373,7.8409033,8.131,8.131,-0.81147766,0.81147766,1.448622,0.0,False,True,-2.464729,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.324626,3,394494,pretrigger_slope,False
P09I0064,50,134281,8555,5296,sample_i_analysis,B2,0,0,6836.5,4539.5,,4,6.7610617,0.23371445,0.14430134,3,1074.5,7030.0,14663.0,1,0.4987201,3,0.10465882,0.0,2.0651097,18.0,8.830177,8.420793,6.9805408,7.03,7.03,0.40938473,0.40938473,-0.0,0.1165581,True,False,-2.0165172,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.37770763,4,313907,tail_recovery_dropout,False
P09I0065,49,102307,12010,5683,sample_i_analysis,B2,0,0,6516.0,5419.0,,4,6.111111,0.20514137,0.18262754,3,1543.5,7921.0,14890.0,1,0.47053406,3,0.05402087,0.0,1.9341106,18.0,8.782169,8.597851,7.3424554,7.921,7.921,0.18431854,0.18431854,-0.0,0.096526,True,False,-2.1475163,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4236411,4,297984,tail_recovery_dropout,False
P09I0066,49,128649,3309,32018,sample_i_analysis,B2,0,0,2009.5,5549.0,0.0,2,-19.894005,0.0,1.0,2,1671.0,7014.0,14818.0,1,0.0,2,-2.385917,-18.066683,1.5189707,1.5189707,7.6061387,8.621553,7.421776,7.014,7.014,-1.0154147,1.0154147,2.385917,0.0,False,True,-2.5626562,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8019775,2,309748,early_sample_offset,False
P09I0067,47,57364,2920,3431,sample_i_analysis,B2,0,0,4837.0,5366.0,,3,3.360761,0.082617514,0.3025856,3,2404.5,7473.0,14190.0,1,0.5129212,2,-0.25470334,-0.4345669,1.7225955,18.0,8.484257,8.588024,7.785513,7.473,7.473,-0.103767395,0.103767395,0.25470334,0.042376276,True,True,-2.3590314,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.5496266,4,277381,early_sample_offset,False
P09I0068,49,113549,5675,16920,sample_i_analysis,B2,0,0,8302.5,4263.5,,4,7.280819,0.2620493,0.11689089,6,659.0,7231.0,15718.0,1,0.58109003,2,0.27792832,0.0,2.1703026,18.0,9.024432,8.35808,6.49224,7.231,7.231,0.6663523,0.6663523,-0.0,0.15227424,True,False,-1.9113243,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3023053,5,303161,rising_edge_distortion,False
P09I0069,45,37928,2191,33619,sample_i_analysis,B2,0,0,5911.5,6663.5,,3,4.094054,0.059130225,0.28490773,4,2932.0,9108.0,15860.0,1,0.5823395,2,-0.007696862,-0.007696862,1.721612,18.0,8.684824,8.80455,7.983781,9.108,9.108,-0.11972618,0.11972618,0.007696862,0.034433868,True,False,-2.360015,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.51967853,4,267708,pretrigger_slope,False
P09I0070,57,374675,10776,17022,sample_i_analysis,B2,0,0,7045.5,3860.5,,4,7.615499,0.2638603,0.11890395,7,598.0,6522.0,14374.0,1,0.5565964,2,0.17862466,0.0,2.1524863,18.0,8.860287,8.258811,6.395262,6.522,6.522,0.6014757,0.6014757,-0.0,0.14686368,True,False,-1.9291406,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3090163,5,494657,rising_edge_distortion,False
P09I0071,45,31377,12491,27070,sample_i_analysis,B2,0,0,8263.0,5344.0,,5,4.9974585,0.25066572,0.15935317,3,1251.5,8331.0,16288.0,1,0.8523539,2,0.21699141,0.0,2.0750859,18.0,9.019664,8.583917,7.132897,8.331,8.331,0.43574715,0.43574715,-0.0,0.2136559,True,False,-2.006541,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.39412734,5,264382,tail_recovery_dropout,False
P09I0072,57,373441,9634,15788,sample_i_analysis,B2,0,0,10824.0,5586.0,2.7144845,1,9.936437,0.3113744,0.13022144,15,4302.0,-8604.0,15126.0,1,0.93865484,5,-0.39745012,-0.79490024,0.0,2.7144845,9.289614,8.628198,8.367067,-8.604,8.604,0.66141605,0.66141605,0.39745012,0.29227307,False,True,-4.081627,2,1,0,high_20nA,20.0,baseline_excursion,True,False,0.33655196,5,494127,pretrigger_slope,False
P09I0073,49,109733,2039,13105,sample_i_analysis,B2,0,0,5417.5,6284.5,,3,1.7190586,0.01669436,0.43210173,3,3139.5,8922.0,15672.0,1,0.3943701,2,-0.29284725,-0.6214121,1.6952604,18.0,8.597574,8.746,8.052137,8.922,8.922,-0.14842606,0.14842606,0.29284725,0.0065837563,True,True,-2.3863664,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6297346,4,301475,pretrigger_slope,False
P09I0074,48,90644,1090,25736,sample_i_analysis,B2,0,0,7354.5,4539.0,,4,6.7961116,0.24234541,0.13867854,3,957.5,7231.0,15069.0,1,0.4981304,3,0.13087225,0.0,2.0997744,18.0,8.903204,8.420682,6.86537,7.231,7.231,0.482522,0.482522,-0.0,0.12071962,True,False,-1.9818525,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.33510515,5,292422,tail_recovery_dropout,False
P09I0075,49,98346,8273,1724,sample_i_analysis,B2,0,0,3814.0,5672.0,0.0,3,-2.7223387,0.0,0.69084793,3,3185.5,8244.0,15042.0,1,0.07656004,3,-0.7524908,-3.3083377,1.6491592,1.6491592,8.2466955,8.643474,8.066678,8.244,8.244,-0.3967781,0.3967781,0.7524908,0.0,False,True,-2.4324677,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.8630753,3,295946,pretrigger_slope,False
P09I0076,45,14008,12632,9710,sample_i_analysis,B2,0,0,1876.5,5572.0,0.0,2,-16.223822,0.0,0.89420384,2,1832.0,7013.0,14030.0,1,0.23101519,2,-2.2081,-14.670131,1.5902839,1.5902839,7.5376964,8.625689,7.513709,7.013,7.013,-1.0879922,1.0879922,2.2081,0.0,False,True,-2.491343,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.6303709,2,255499,early_sample_offset,False
P09I0077,47,54018,16202,85,sample_i_analysis,B2,0,0,5638.0,6263.0,,3,2.0374246,0.035477262,0.4064513,2,3029.5,9006.0,15734.0,1,0.40918764,2,-0.2731465,-0.5225257,1.7095132,18.0,8.637462,8.742575,8.016483,9.006,9.006,-0.10511303,0.10511303,0.2731465,0.014516857,True,True,-2.3721137,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.6102126,4,275845,pretrigger_slope,False
P09I0078,56,314012,3246,8191,sample_i_analysis,B2,0,0,6689.0,3572.5,,6,2.9494693,0.14284432,0.11972484,3,2001.5,5120.0,16136.0,1,0.7727612,2,0.08357004,0.0,1.9257798,18.0,8.808369,8.181301,7.602152,5.12,5.12,0.62706757,0.62706757,-0.0,0.11038455,True,False,-2.155847,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.63427824,4,453253,peak_phase_late,False
P09I0079,51,176631,14923,2839,sample_i_analysis,B2,0,0,6906.5,5192.0,,4,6.3915153,0.22662254,0.16577712,3,1348.5,7843.0,15029.0,1,0.47397378,3,0.10084703,0.0,2.0139525,18.0,8.8403635,8.555067,7.2074895,7.843,7.843,0.28529644,0.28529644,-0.0,0.10741314,True,False,-2.0676744,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40568987,4,347202,tail_recovery_dropout,False
P09I0080,45,31699,12790,27392,sample_i_analysis,B2,0,0,3121.0,3955.5,0.0,4,-13.402434,0.0,0.33702263,2,1385.5,6677.0,15758.0,1,0.6581224,3,-4.0490227,-13.897469,1.6626489,1.6626489,8.046229,8.283115,7.234538,6.677,6.677,-0.23688602,0.23688602,4.0490227,0.0,False,True,-2.418978,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8574407,3,264545,tail_recovery_dropout,False
P09I0081,45,45494,8733,41185,sample_i_analysis,B2,0,0,4402.5,3422.0,0.0,6,-3.9441226,0.0,0.2458122,2,1599.5,6460.0,16311.0,1,0.5661556,2,-0.41396934,-2.7278817,1.7499218,1.7499218,8.390155,8.138272,7.3780713,6.46,6.46,0.25188255,0.25188255,0.41396934,0.0,False,True,-2.331705,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.087345,4,271520,peak_phase_late,False
P09I0082,49,118183,9996,21552,sample_i_analysis,B2,0,0,4793.0,4074.5,,5,-0.19382434,0.0,0.22440241,2,2201.5,6462.0,15705.0,1,0.94909245,2,-2.2766535,-3.0054245,1.734606,18.0,8.475121,8.312749,7.6973486,6.462,6.462,0.16237164,0.16237164,2.2766535,0.0,True,True,-2.3470209,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.9292056,4,305197,tail_recovery_dropout,False
P09I0083,44,4084,3395,4084,sample_i_analysis,B2,0,0,6865.5,5349.0,,4,6.380453,0.220802,0.16860427,3,1451.0,7954.0,15094.0,1,0.4913699,3,0.10640157,0.0,1.9863975,18.0,8.83441,8.584852,7.2806973,7.954,7.954,0.2495575,0.2495575,-0.0,0.10849545,True,False,-2.0952294,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40693027,4,250679,tail_recovery_dropout,False
P09I0084,49,113355,5459,16726,sample_i_analysis,B2,0,0,4293.0,4855.5,,6,4.4947596,0.034180153,0.24186566,6,2830.0,7078.0,14389.0,1,0.86815745,3,0.029350106,0.0,1.6859246,18.0,8.364974,8.488073,7.9483852,7.078,7.078,-0.12309933,0.12309933,-0.0,0.029673755,True,False,-2.3957024,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4900207,4,303086,rising_edge_distortion,False
P09I0085,57,388565,7223,30912,sample_i_analysis,B2,0,0,3385.0,3868.5,0.0,4,-10.673559,0.0,0.30677754,2,1586.5,6887.0,15765.0,1,0.8803545,3,-3.6573117,-11.694534,1.6924046,1.6924046,8.127404,8.26088,7.369916,6.887,6.887,-0.13347626,0.13347626,3.6573117,0.0,False,True,-2.3892221,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.6855466,3,500815,tail_recovery_dropout,False
P09I0086,45,22898,4538,18596,sample_i_analysis,B2,0,0,7256.5,6755.0,,4,4.9016747,0.15947984,0.22616644,3,2287.0,9222.0,16369.0,1,0.38634327,2,0.11251981,0.0,1.8275332,18.0,8.889791,8.818186,7.7354336,9.222,9.222,0.07160473,0.07160473,-0.0,0.061613962,True,False,-2.2540936,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4275906,5,260085,tail_recovery_dropout,False
P09I0087,44,1935,1422,1935,sample_i_analysis,B2,0,0,9514.5,6263.0,1.9340264,2,5.9279,0.28711703,0.23174652,4,6628.5,13257.0,16143.0,1,0.6113301,2,0.22707446,0.0,1.5284891,0.40553725,9.160677,8.742575,8.799285,13.257,13.257,0.41810226,0.41810226,-0.0,0.17552328,False,False,-2.5531378,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.43170255,5,249677,pretrigger_slope,False
P09I0088,56,322545,11189,16722,sample_i_analysis,B2,0,0,4911.5,4454.5,,3,5.9521527,0.15669869,0.1947025,5,1509.5,6502.0,13261.0,1,0.655706,2,-0.06301537,-0.06301537,1.8438222,18.0,8.499538,8.401895,7.320196,6.502,6.502,0.09764385,0.09764385,0.06301537,0.10274827,True,False,-2.2378047,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.42452303,4,459867,early_sample_offset,False
P09I0089,45,48047,11166,43736,sample_i_analysis,B2,0,0,4554.0,6398.5,0.0,3,-3.3970137,0.0,0.7580882,3,3878.0,9613.0,16351.0,1,0.028107159,2,-0.6791831,-3.8296003,1.6422236,1.6422236,8.423981,8.763975,8.263332,9.613,9.613,-0.33999443,0.33999443,0.6791831,0.0,False,True,-2.4394033,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.90978265,4,272831,pretrigger_slope,False
P09I0090,53,205276,8864,906,sample_i_analysis,B2,0,0,4745.5,4253.5,,5,0.76936054,0.0,0.22113855,3,2154.0,6943.0,16297.0,1,0.4991044,2,-0.2991255,-1.8956907,1.72603,18.0,8.465163,8.355733,7.675546,6.943,6.943,0.10943031,0.10943031,0.2991255,0.0,True,True,-2.355597,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.64431995,4,367727,nominal_baseline_excursion,False
P09I0091,48,91080,1499,26171,sample_i_analysis,B2,0,0,3165.5,3995.5,0.0,3,2.4744906,0.030545605,0.2954046,3,2063.5,5550.0,12271.0,1,0.48380983,5,-0.49549833,-1.4703838,1.6816642,1.6816642,8.060382,8.293174,7.632643,5.55,5.55,-0.2327919,0.2327919,0.49549833,0.014778264,False,True,-2.3999627,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.58410853,3,292619,early_sample_offset,False
P09I0092,47,64095,9225,10159,sample_i_analysis,B2,0,0,5615.5,4772.5,,4,6.539222,0.20175707,0.17378095,5,1388.5,6960.0,13857.0,1,0.5222153,3,0.03623898,0.0,1.9189109,18.0,8.633464,8.470835,7.236699,6.96,6.96,0.16262913,0.16262913,-0.0,0.105360635,True,False,-2.162716,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.4058961,4,280709,rising_edge_distortion,False
P09I0093,57,357709,11280,58,sample_i_analysis,B4,1,2,2504.0,4938.5,0.0,3,-7.194489,0.0,0.7776803,3,2216.0,6959.0,14110.0,1,0.0,3,-1.2208467,-6.921326,1.6298755,1.6298755,7.826044,8.505019,7.7039104,6.959,6.959,-0.6789751,0.6789751,1.2208467,0.0,False,True,-2.4517512,2,1,0,high_20nA,20.0,baseline_excursion,True,False,1.1500951,3,487207,early_sample_offset,False
P09I0094,48,78831,6493,13923,sample_i_analysis,B2,0,0,6630.5,4395.0,,4,7.2226834,0.24555802,0.1384288,7,959.5,6919.0,14364.0,1,0.542116,3,0.13279541,0.0,2.07572,18.0,8.799586,8.388451,6.867454,6.919,6.919,0.41113567,0.41113567,-0.0,0.13312092,True,False,-2.0059068,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.364518,4,286885,rising_edge_distortion,False
P09I0095,50,159279,15469,30293,sample_i_analysis,B2,0,0,6636.5,5454.5,,4,6.136518,0.20708016,0.18173507,3,1515.5,8026.0,14959.0,1,0.4649288,3,0.060348075,0.0,1.9488671,18.0,8.80049,8.60438,7.3241606,8.026,8.026,0.19611073,0.19611073,-0.0,0.09627753,True,False,-2.1327598,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.42332387,4,333584,tail_recovery_dropout,False
P09I0096,45,35268,16105,30961,sample_i_analysis,B2,0,0,7933.0,4822.5,,4,6.722425,0.25052506,0.14076985,3,951.5,7808.0,15652.0,1,0.48039833,2,0.18278079,0.0,2.1103473,18.0,8.978912,8.481256,6.8590903,7.808,7.808,0.49765682,0.49765682,-0.0,0.12035182,True,False,-1.9712796,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.33670962,5,266235,tail_recovery_dropout,False
P09I0097,48,89524,53,24616,sample_i_analysis,B2,0,0,6474.0,3863.0,,4,4.3795185,0.11519208,0.18562089,3,1475.5,6869.0,15956.0,1,0.41087428,2,-0.009422305,-0.009422305,2.0874937,18.0,8.775703,8.259459,7.2974296,6.869,6.869,0.5162449,0.5162449,0.009422305,0.047329463,True,False,-1.9941332,3,1,1,high_20nA,20.0,baseline_excursion,True,False,0.4679911,4,291896,nominal_baseline_excursion,False
P09I0098,47,57376,2931,3443,sample_i_analysis,B2,0,0,3915.5,4789.0,0.0,3,0.97458804,0.02020025,0.42907155,3,2733.5,7170.0,13915.0,1,0.36074576,2,-0.48895416,-1.2767208,1.6769718,1.6769718,8.272954,8.474286,7.913704,7.17,7.17,-0.20133209,0.20133209,0.48895416,0.007287155,False,True,-2.404655,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.6624389,3,277387,early_sample_offset,False
P09I0099,49,108941,1307,12314,sample_i_analysis,B2,0,0,5501.0,6017.5,,3,4.692238,0.12300258,0.25599226,4,2614.0,8284.0,15052.0,1,0.58698416,3,0.04780949,0.0,1.7249898,18.0,8.612867,8.702593,7.8690195,8.284,8.284,-0.089725494,0.089725494,-0.0,0.07220057,True,False,-2.356637,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.48339346,4,301097,pretrigger_slope,False
P09I0100,56,329851,1633,24026,sample_i_analysis,B2,0,0,3949.0,5034.5,,3,1.3806027,0.03503973,0.4133776,3,2743.5,7038.0,13758.0,1,0.35148138,2,-0.45353255,-1.1180046,1.6646789,18.0,8.281471,8.524268,7.917354,7.038,7.038,-0.2427969,0.2427969,0.45353255,0.0123158125,True,True,-2.4169478,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6426514,3,465598,early_sample_offset,False
P09I0101,48,90786,1223,25877,sample_i_analysis,B2,0,0,5691.5,4856.5,,7,2.0416408,0.31154934,0.17849526,5,1428.0,7119.0,13916.0,1,0.98840374,4,0.31740314,0.0,1.9177247,18.0,8.646905,8.488279,7.26473,7.119,7.119,0.1586256,0.1586256,-0.0,0.30793652,True,False,-2.1639023,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.91533226,4,292481,rising_edge_distortion,False
P09I0102,56,347939,2171,42112,sample_i_analysis,B2,0,0,5304.5,4297.5,,7,-1.1803187,0.019575499,0.21812007,3,2248.0,6008.0,15654.0,1,0.6844189,3,-0.05024036,-0.10623056,1.7588192,18.0,8.576499,8.366021,7.7182407,6.008,6.008,0.21047783,0.21047783,0.05024036,0.013397842,True,False,-2.3228078,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.046957,4,479415,peak_phase_late,False
P09I0103,47,60332,5698,6397,sample_i_analysis,B2,0,0,7285.0,6706.5,0.0,2,5.274262,0.23614591,0.18031213,4,4321.0,-6791.0,15433.0,1,0.92958134,2,-1.1184626,-1.1184626,1.0168691,1.0168691,8.89371,8.810982,8.371473,-6.791,6.791,0.082728386,0.082728386,1.1184626,0.21951683,False,True,-3.0647578,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.4510339,5,278844,early_sample_offset,False
P09I0104,54,265056,7343,21068,sample_i_analysis,B2,0,0,5043.0,3517.0,,6,3.069205,0.0043134433,0.18206327,3,2026.0,5756.0,15513.0,1,0.45528457,2,-0.07574856,-0.25223082,1.7652814,18.0,8.525954,8.1656475,7.614312,5.756,5.756,0.36030674,0.36030674,0.07574856,0.001963844,True,False,-2.3163455,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.45160094,4,416373,peak_phase_late,False
P09I0105,45,28680,9937,24377,sample_i_analysis,B2,0,0,1859.0,3994.0,0.0,2,-14.620226,0.0,0.87628865,2,1572.5,6545.0,15298.0,1,0.21839699,7,-1.7966648,-13.030124,1.5271224,1.5271224,7.5283318,8.292799,7.3610578,6.545,6.545,-0.76446724,0.76446724,1.7966648,0.0,False,True,-2.5545044,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.5018505,2,263119,early_sample_offset,False
P09I0106,45,38710,2913,34401,sample_i_analysis,B2,0,0,3115.5,3281.5,0.0,6,-5.481624,0.0,0.2925388,3,1460.5,6869.0,15927.0,1,0.5573744,4,-0.8526721,-6.481785,1.6188291,1.6188291,8.044466,8.09636,7.2872186,6.869,6.869,-0.051894188,0.051894188,0.8526721,0.0,False,True,-2.4627976,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.025508,3,268106,peak_phase_late,False
P09I0107,51,186957,8141,13165,sample_i_analysis,B2,0,0,5802.5,4668.5,,4,6.6510987,0.20915303,0.16367866,5,1341.5,6858.0,13954.0,1,0.53520036,3,0.046100818,0.0,1.9496319,18.0,8.666217,8.448808,7.2022886,6.858,6.858,0.21740913,0.21740913,-0.0,0.111938775,True,False,-2.131995,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3943629,4,354577,rising_edge_distortion,False
P09I0108,49,107567,535,10941,sample_i_analysis,B2,0,0,4145.5,5335.5,0.0,3,0.26245326,0.0,0.4935455,3,3049.5,7814.0,14562.0,1,0.3236039,2,-0.51875526,-1.4804003,1.6705616,1.6705616,8.33002,8.582325,8.023061,7.814,7.814,-0.25230503,0.25230503,0.51875526,0.0,False,True,-2.4110653,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7145623,4,300412,pretrigger_slope,False
P09I0109,51,187051,8228,13259,sample_i_analysis,B2,0,0,3785.0,5095.5,0.0,3,-0.25019807,0.0,0.5220864,3,3095.0,7484.0,14212.0,1,0.2686922,2,-0.5725231,-1.7907529,1.651947,1.651947,8.239065,8.536309,8.037867,7.484,7.484,-0.29724407,0.29724407,0.5725231,0.0,False,True,-2.4296799,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7346182,3,354644,early_sample_offset,False
P09I0110,53,205086,8685,716,sample_i_analysis,B2,0,0,4193.0,5656.5,0.0,3,-0.9279752,0.0,0.5806263,3,3407.5,8248.0,14995.0,1,0.22561412,2,-0.5912235,-2.1585975,1.6519203,1.6519203,8.341411,8.640738,8.1340275,8.248,8.248,-0.2993269,0.2993269,0.5912235,0.0,False,True,-2.4297066,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7792347,4,367577,pretrigger_slope,False
P09I0111,47,64187,9311,10251,sample_i_analysis,B2,0,0,3212.0,4992.5,0.0,3,-1.6715442,0.0,0.581183,3,2736.5,6889.0,13662.0,1,0.19022416,3,-0.7795766,-2.75467,1.642061,1.642061,8.074961,8.515892,7.9148,6.889,6.889,-0.44093132,0.44093132,0.7795766,0.0,False,True,-2.439566,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.8062315,3,280749,early_sample_offset,False
P09I0112,45,26392,7776,22089,sample_i_analysis,B2,0,0,4761.5,5756.0,,3,1.009346,0.008830443,0.46934757,3,3067.0,8269.0,15044.0,1,0.33256328,2,-0.39703876,-1.0082958,1.6812869,18.0,8.468528,8.658172,8.028781,8.269,8.269,-0.18964386,0.18964386,0.39703876,0.002936681,True,True,-2.40034,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6695402,4,261887,pretrigger_slope,False
P09I0113,56,341387,12423,35561,sample_i_analysis,B2,0,0,2267.5,5298.5,0.0,3,-9.188534,0.0,0.8231725,2,2170.5,6936.0,13762.0,1,0.0,3,-1.5181918,-8.540904,1.6093562,1.6093562,7.726874,8.575368,7.6831737,6.936,6.936,-0.84849405,0.84849405,1.5181918,0.0,False,True,-2.4722707,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.2028774,2,474388,early_sample_offset,False
P09I0114,54,257937,708,13952,sample_i_analysis,B2,0,0,2073.0,6171.0,0.0,3,-19.438013,0.0,0.9064679,2,1885.0,8053.0,15252.0,1,0.0,3,-2.3087313,-17.740955,1.6221567,1.6221567,7.637234,8.727778,7.5422134,8.053,8.053,-1.0905442,1.0905442,2.3087313,0.0,False,True,-2.4594703,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8021129,2,410540,early_sample_offset,False
P09I0115,57,387982,6687,30329,sample_i_analysis,B2,0,0,2598.0,4123.5,0.0,5,-2.4176285,0.0,0.35222077,5,2157.0,6999.0,14289.0,1,0.8718245,2,-0.5819861,-4.5211697,1.6267935,1.6267935,7.862882,8.3247,7.676937,6.999,6.999,-0.46181822,0.46181822,0.5819861,0.0,False,True,-2.4548335,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.9638701,3,500517,rising_edge_distortion,False
P09I0116,45,24419,5951,20116,sample_i_analysis,B2,0,0,5780.0,4783.5,,4,6.6245675,0.20627604,0.16938531,5,1361.5,7050.0,13937.0,1,0.53408307,3,0.037370242,0.0,1.9412214,18.0,8.662332,8.473137,7.2170763,7.05,7.05,0.18919468,0.18919468,-0.0,0.11016854,True,False,-2.1404057,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4007116,4,260912,rising_edge_distortion,False
P09I0117,47,54609,348,676,sample_i_analysis,B2,0,0,2880.5,4450.0,0.0,3,-0.5696927,0.003877082,0.4670687,3,2439.5,6068.0,12834.0,1,0.32164556,3,-0.75941676,-2.3957646,1.6441331,1.6441331,7.9660664,8.400884,7.799958,6.068,6.068,-0.4348173,0.4348173,0.75941676,0.0012470462,False,True,-2.4374938,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.7504107,3,276110,early_sample_offset,False
P09I0118,55,296473,3334,15069,sample_i_analysis,B2,0,0,5458.0,6437.0,,3,0.04488823,0.0,0.5472418,3,3577.0,9608.0,16381.0,1,0.26804692,2,-0.38970318,-1.4774642,1.681691,18.0,8.6050205,8.769973,8.182559,9.608,9.608,-0.16495228,0.16495228,0.38970318,0.0,True,True,-2.3999357,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.71686554,4,440356,pretrigger_slope,False
P09I0119,57,382972,2063,25319,sample_i_analysis,B2,0,0,2731.5,3231.0,0.0,6,-7.6525717,0.0,0.3240254,3,1479.5,6915.0,15891.0,1,0.708585,4,-1.1490024,-8.15724,1.5305171,1.5305171,7.9129725,8.080856,7.300135,6.915,6.915,-0.16788387,0.16788387,1.1490024,0.0,False,True,-2.5511098,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.1610864,3,498178,rising_edge_distortion,False
