charge_bin,topology_bin,anomaly_taxon,lowering_bin,run_family,stave,high_current,n
q7,single,tail,lowered,B,B2,1,2
q7,single,tail,not_lowered,A,B2,1,5
q7,single,tail,not_lowered,B,B2,1,7
q7,three_plus,nominal,not_lowered,A,B2,1,1
q7,three_plus,nominal,not_lowered,B,B2,1,1
q7,three_plus,saturation,lowered,A,B2,1,31
q7,three_plus,saturation,lowered,B,B2,0,2
q7,three_plus,saturation,lowered,B,B2,1,56
q7,three_plus,saturation,not_lowered,A,B2,1,109
q7,three_plus,saturation,not_lowered,B,B2,0,2
q7,three_plus,saturation,not_lowered,B,B2,1,154
q7,three_plus,tail,not_lowered,A,B2,1,1
