method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,n_train_pulses,feature_policy,feature_set_sha256,max_iter,hidden,channels
,,,,,,,,,,,,100.0,2.0,,,,,,,61,ridge,2.414690892934976,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,61,ridge,2.353458599098128,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,61,ridge,1.8243041426600188,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,61,ridge,1.990803148855663,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,61,ridge,2.0145610184970058,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,61,ridge,1.943222770004229,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,61,ridge,1.824587972131515,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,61,ridge,1.9910361935893304,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,61,ridge,2.014627451952282,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,61,ridge,1.9434172058910424,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,61,ridge,1.8269451189854278,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,61,ridge,1.9931408356613598,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,61,ridge,2.016730211605101,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,61,ridge,1.9456053887506295,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,61,ridge,1.825285550527744,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,61,ridge,1.9902461362170236,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,61,ridge,2.019100497537405,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,61,ridge,1.9448773947607243,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,61,ridge,1.8232262145006248,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,61,ridge,1.9805247903911234,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,61,ridge,2.0201658229533717,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,61,ridge,1.9413056092817067,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,,19.0,,,,,,61,ridge,,waveform_only,8661.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,
,,,,,,,,,,,,,,19.0,,,,,,61,hgb,,waveform_only,8661.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,80.0,,
,,,,,,,,,,,,,,19.0,,,,,,61,mlp,,waveform_only,8661.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,32.0,
,,,,,,,,,,,,,,19.0,,,,,,61,cnn1d,,waveform_only,8661.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,8.0
,,,,,,,,,,,,,,19.0,,,,,,61,feature_gated,,waveform_only,8661.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,24.0,
,,,,,,,,,,,,100.0,,21.0,,,,,,61,ridge,,waveform_stave_onehot,8661.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,
,,,,,,,,,,,,,,21.0,,,,,,61,hgb,,waveform_stave_onehot,8661.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,80.0,,
,,,,,,,,,,,,,,21.0,,,,,,61,mlp,,waveform_stave_onehot,8661.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,32.0,
,,,,,,,,,,,,,,21.0,,,,,,61,cnn1d,,waveform_stave_onehot,8661.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,8.0
,,,,,,,,,,,,,,21.0,,,,,,61,feature_gated,,waveform_stave_onehot,8661.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,24.0,
,,,,,,,,,,,,0.01,,29.0,,,,,,61,ridge,,waveform_amp_shape,8661.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,
,,,,,,,,,,,,,,29.0,,,,,,61,hgb,,waveform_amp_shape,8661.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,80.0,,
,,,,,,,,,,,,,,29.0,,,,,,61,mlp,,waveform_amp_shape,8661.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,32.0,
,,,,,,,,,,,,,,29.0,,,,,,61,cnn1d,,waveform_amp_shape,8661.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,8.0
,,,,,,,,,,,,,,29.0,,,,,,61,feature_gated,,waveform_amp_shape,8661.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,24.0,
,,,,,,,,,,,,100.0,,32.0,,,,,,61,ridge,,waveform_amp_shape_stave,8661.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,
,,,,,,,,,,,,,,32.0,,,,,,61,hgb,,waveform_amp_shape_stave,8661.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,80.0,,
,,,,,,,,,,,,,,32.0,,,,,,61,mlp,,waveform_amp_shape_stave,8661.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,32.0,
,,,,,,,,,,,,,,32.0,,,,,,61,cnn1d,,waveform_amp_shape_stave,8661.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,8.0
,,,,,,,,,,,,,,32.0,,,,,,61,feature_gated,,waveform_amp_shape_stave,8661.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,24.0,
,,,,,,,,,,,,10.0,,6.0,,,,,,61,ridge,,stave_offset_guardrail,8661.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,,,
,,,,,,,,,,,,,,6.0,,,,,,61,hgb,,stave_offset_guardrail,8661.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,80.0,,
le500,2.0,train,9039.0,-1.3490973123262258,4.13739769471975,7.146792108106569,0.2079876092488107,221.85676788032296,1.138100089927566,traditional_scan,,,,,,,,,,62,,,,,,,,,
le500,2.0,heldout,2421.0,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd10,2.0,train,9039.0,-2.721596778621766,3.21094184023658,7.2232401092506615,0.04535899988936829,246.1078216074418,17.29671394959677,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd10,2.0,heldout,2421.0,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd20,2.0,train,9039.0,-2.7843149997452485,3.1319676380430206,6.49757966383908,0.05730722425047018,305.2684310726605,13.644868695099893,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd20,2.0,heldout,2421.0,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd30,2.0,train,9039.0,-2.6674612901991424,3.2227790597701786,6.481884215563005,0.08762031198141387,260.4337335730429,12.751026295826158,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd30,2.0,heldout,2421.0,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd40,2.0,train,9039.0,-2.4308725884946867,3.384797906728197,6.55784878407913,0.11306560460227902,205.80233258937204,8.699934967759187,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd40,2.0,heldout,2421.0,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd50,2.0,train,9039.0,-2.11159357706142,3.5659697823593675,7.150068599901101,0.14216174355570307,201.75463941814164,5.659205151621052,traditional_scan,,,,,,,,,,62,,,,,,,,,
cfd50,2.0,heldout,2421.0,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,traditional_scan,,,,,,,,,,62,,,,,,,,,
template_phase,2.0,train,9039.0,-3.5526224943040106,2.776311247151998,3.3085451516778104,0.07268503153003651,1.3590462823793215,113.35715620083671,traditional_scan,,,,,,,,,,62,,,,,,,,,
template_phase,2.0,heldout,2421.0,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_1_9,2.0,train,9039.0,-3.2009274524330493,3.4374501688806998,3.8323077856328918,0.1606372386325921,166.39823514062266,12.612980981959204,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_1_9,2.0,heldout,2421.0,-3.312612921323314,3.3870816059720563,3.8101888121479193,0.1536555142503098,139.14346473985378,3.91797192444721,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_2_10,2.0,train,9039.0,-3.3329278473202706,3.480226837458318,3.8745909900552093,0.1667219825201903,133.98219609329894,11.927608089712113,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_2_10,2.0,heldout,2421.0,-3.4666018114128363,3.4441004047292827,3.8473653115793143,0.16067740603056588,130.402489779072,3.4858125167711074,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_3_11,2.0,train,9039.0,-3.5090894064560842,3.459891165039536,3.873777599607407,0.1611903971678283,93.49598760849683,13.683932538467264,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_3_11,2.0,heldout,2421.0,-3.6733531520679676,3.416976760062025,3.9203085487055196,0.16026435357290375,1.3456516402234602,3.768037595601343,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_4_12,2.0,train,9039.0,-3.5357130598047206,3.371959596655241,3.9936086214035984,0.16473061179333998,137.5284125681252,10.45567294609341,traditional_scan,,,,,,,,,,62,,,,,,,,,
of_4_12,2.0,heldout,2421.0,-3.715533963998105,3.4093765547960477,4.12429493366623,0.16398182569186287,203.36053974568486,3.3467895827028715,traditional_scan,,,,,,,,,,62,,,,,,,,,
,,,2799.0,,2.12911762406726,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3115925821404686,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3532868190065894,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.5979990084047726,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1309372285583206,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3088315932367691,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3538419472828909,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.597870256359327,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.140822810944883,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3034863575443496,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3661763392606514,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6034951692499613,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1401671769560244,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3262420453335486,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4167908197011845,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6277333473302527,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.134071913840817,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3361498030234429,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4170454565074428,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6290890577905675,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1030651453786486,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.2614382029445388,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3469846727077788,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,62,,,,,,,,,
,,,0.0,,1.5704960070103222,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1377140391341887,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.356342742785273,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3768578643388942,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.623638215419452,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1387674626121145,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3549110732852183,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3788665616600204,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6241816991857843,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1417725869741546,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3629284177956842,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3805338115877064,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6284116054525148,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.133433949061296,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3613596886289896,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4007932709086452,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6318623028663104,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.1202144931131905,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.3644734323231127,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4204603178045132,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6350494144136054,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.0907996040065964,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.325418763640259,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.3979025952045339,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,62,,,,,,,,,
,,,0.0,,1.6047069876171296,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.2416839891859146,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.509797108240996,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4685559998348967,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.7400123657539357,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.2538860677675916,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.50155031046404,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.472396191543514,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.742610856591715,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.255919247574264,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.495975562913599,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4740009333577828,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.7419652479485486,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.2388842707371444,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.4745765669571171,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.4566640615692974,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.7233749664211864,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.226188357359466,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.452612364873545,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.458510350423195,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.7124370242187352,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,62,,,,,,,,,
,,,2799.0,,2.2025669003484802,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,62,,,,,,,,,
,,,2841.0,,1.4361913693487487,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,62,,,,,,,,,
,,,3399.0,,1.475062676025951,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,62,,,,,,,,,
,,,0.0,,1.7046069819077267,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-4.174236915219068,-1.9677541526869502,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.4201121917170285,1.1408518279968245,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.673847439037725,-0.8808049615467196,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.7541247235035522,0.8269023246908388,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-4.7642647982352635,-0.6623773765181313,,,62,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.48849006337731715,-0.05114038335434439,,,62,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,62,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,62,ridge,2.8646961814179295,waveform_only,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,62,ridge,2.289655548920207,waveform_only,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,62,ridge,2.361440613248046,waveform_only,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,62,ridge,2.5052641145287278,waveform_only,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,62,ridge,2.864692122371457,waveform_only,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,62,ridge,2.28954087725743,waveform_only,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,62,ridge,2.3614107651184146,waveform_only,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,62,ridge,2.5052145882491,waveform_only,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,62,ridge,2.8646727745949963,waveform_only,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,62,ridge,2.2884816606926033,waveform_only,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,62,ridge,2.36114845694217,waveform_only,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,62,ridge,2.5047676307432565,waveform_only,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,62,ridge,2.865080114616521,waveform_only,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,62,ridge,2.2817111839973734,waveform_only,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,62,ridge,2.3599137367444154,waveform_only,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,62,ridge,2.5022350117861034,waveform_only,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,62,ridge,2.869021275615108,waveform_only,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,62,ridge,2.2623816410046746,waveform_only,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,62,ridge,2.3572149121416515,waveform_only,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,62,ridge,2.496205942920478,waveform_only,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,62,ridge,2.2860374255546496,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,62,ridge,1.9053350844890982,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,62,ridge,2.0699668664869852,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,62,ridge,2.0871131255102444,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,62,ridge,2.2860257563027444,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,62,ridge,1.9052824708186287,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,62,ridge,2.0699329637036685,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,62,ridge,2.0870803969416807,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,62,ridge,2.2859262952076342,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,62,ridge,1.904796685283247,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,62,ridge,2.0696159704802928,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,62,ridge,2.086779650323725,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,62,ridge,2.2855274502285314,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,62,ridge,1.9017077461170293,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,62,ridge,2.0676401137699454,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,62,ridge,2.084958436705169,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,62,ridge,2.286083032903275,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,62,ridge,1.8902577671376217,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,62,ridge,2.0606235711434526,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,62,ridge,2.0789881237281165,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,62,ridge,2.763828112593979,waveform_amp_shape,,,,,,
