method,stratum,level,n,timing_bias_ns,timing_sigma68_ns,saturation_mae,pileup_auc,pileup_one_minus_auc,energy_bias,energy_sigma68,pid_shift_bias,pid_shift_sigma68
traditional_cfd_template_fit,pid_sideband,high_duplicate,755,-0.00593894959885688,1.1227264737194331,0.2217888717955943,0.09285845068078166,0.9071415493192183,0.025586972026570898,0.23094576395189081,0.6858787735024184,0.7906931134346975
1d_cnn,pid_sideband,low_duplicate,711,-2.369822434285396,7.480016446249569,0.22939484774764105,0.9312831689098139,0.06871683109018611,0.1998088676285601,0.3210023408829286,0.033825838021740065,0.08207857472088649
compact_waveform_transformer,pid_sideband,low_duplicate,711,-2.944958387087688,8.095685666835411,0.244305544682009,0.9357999633998236,0.06420003660017637,0.09925340130310545,0.32618969143705256,0.06503227987084892,0.10575408680344553
gradient_boosted_trees,pid_sideband,low_duplicate,711,-0.8733835218496893,2.9481078713859734,0.0012749042522640932,1.0,0.0,-0.0026082107438673147,0.252753753787151,2.652062666175627e-05,0.0012458226038815805
mlp,pid_sideband,low_duplicate,711,-1.2523314088094875,3.4890426222379665,0.014649544297161884,1.0,0.0,0.021699471286046657,0.2503748858817939,0.003062295080518771,0.01630583974701675
phase_gate_transformer_new,pid_sideband,low_duplicate,711,3.563390335301783,8.118467590643528,0.2596587912933989,0.9285048827962534,0.07149511720374657,0.16599113588780234,0.30848194691533803,-0.0005537322353185862,0.07111248775075174
ridge,pid_sideband,low_duplicate,711,-0.8634266676566256,3.322555589947907,0.05359346034393953,1.0,0.0,0.058739251902638956,0.2561538691123968,0.0007204898838898254,0.0018336929011257422
traditional_cfd_template_fit,pid_sideband,low_duplicate,711,0.2749802627304092,1.0915473457479579,0.36221369887297283,0.9012793425277412,0.09872065747225878,0.1346593451116651,0.2706371929608491,-0.0034030742780166443,0.0012897486813237252
1d_cnn,pileup_grade,pileup_proxy,2436,-1.3807558544296246,7.638634722622954,0.24144114768541916,,,0.12403186192936921,0.310028823304777,0.007776476501822181,0.10160877182760532
compact_waveform_transformer,pileup_grade,pileup_proxy,2436,-1.1209660125059075,6.050412982088765,0.25109422602323944,,,0.13653930158314243,0.32735750828509746,0.03777403321679036,0.16179638799127835
gradient_boosted_trees,pileup_grade,pileup_proxy,2436,-1.1825033671834602,2.8343757966533603,0.0011311623175718026,,,0.007126012782823543,0.22835308437991236,0.00038271537486508586,0.0021614739096969815
mlp,pileup_grade,pileup_proxy,2436,-2.227378171977157,3.6319283802004456,0.01305911842131848,,,0.04360368254703749,0.2557038542060611,0.0050561016019354255,0.017179223906522333
phase_gate_transformer_new,pileup_grade,pileup_proxy,2436,3.430783103969782,6.900072862273584,0.2739773580548399,,,0.08140488974092719,0.30051051985760735,-0.006484488960875152,0.08281032035912647
ridge,pileup_grade,pileup_proxy,2436,-1.4364108764205588,3.6054221007559155,0.057583193478822965,,,0.07747108294787969,0.28391644005684813,0.0006777803526316307,0.001637065143238504
traditional_cfd_template_fit,pileup_grade,pileup_proxy,2436,0.11336196721184977,1.1081584035119247,0.32240627512405723,,,0.0891209741108121,0.2859479422135951,0.0005606201159649581,0.13878866113922325
1d_cnn,pileup_grade,single_proxy,2220,-4.205760415845571,7.524528641496008,0.27406538273572945,,,0.009192526678078572,0.3846447194217515,-0.050346826195597535,0.09671376687240106
compact_waveform_transformer,pileup_grade,single_proxy,2220,-7.187505308730405,8.837272272894673,0.29685139059900995,,,-0.046780878034332396,0.46859470679907567,-0.03393046530027269,0.141657854239487
gradient_boosted_trees,pileup_grade,single_proxy,2220,-0.3642983452027462,3.101294228349599,0.0008861591248319317,,,-0.03118823316750957,0.14713121614939725,0.0002112923328327972,0.0014398475015661694
mlp,pileup_grade,single_proxy,2220,-0.9193928087049592,3.725130369552443,0.015015605261763439,,,-0.017544216180728545,0.17288016042156346,0.00021939282932567639,0.019836079982969844
phase_gate_transformer_new,pileup_grade,single_proxy,2220,-4.080897478091914,11.842636230780606,0.3031749077729569,,,-0.02917186221491619,0.444786107655666,-0.03302572075133673,0.14405758214312153
ridge,pileup_grade,single_proxy,2220,-0.253118030515493,3.490107813011633,0.08570968867730175,,,-0.022301407226974435,0.24470909267474705,0.00011203889092171711,0.0019009738358517537
traditional_cfd_template_fit,pileup_grade,single_proxy,2220,0.11253575870517096,0.9679061823891209,0.26850791567193977,,,0.022860150999772122,0.23445841823775285,-0.00032615326471086047,0.006698606147997593
1d_cnn,saturation_grade,linear,1850,-3.8170673611853934,7.531756441253918,0.19882630281580152,0.9380715894596869,0.06192841054031306,-0.07377332649650992,0.38516085542752315,-0.09561108251234675,0.07990296771892798
compact_waveform_transformer,saturation_grade,linear,1850,-3.119783304811973,8.779152903099371,0.24928440028100107,0.9106133267168846,0.08938667328311545,-0.11953206211858358,0.4548486822424499,-0.10988729173370348,0.14621659613153512
gradient_boosted_trees,saturation_grade,linear,1850,-1.0655417808415568,2.9961939627872294,0.0008519773612171842,1.0,0.0,-0.012628116568939918,0.16153496213763327,0.0002639155848227644,0.002105903022405251
mlp,saturation_grade,linear,1850,-1.6995895975605455,3.7073275184253065,0.013754782619009852,1.0,0.0,0.012076808225640404,0.20339558020092044,0.0011264039513948498,0.018487239833115
phase_gate_transformer_new,saturation_grade,linear,1850,-3.2594689003114174,11.990702121687985,0.27415202384426357,0.9628212434530109,0.0371787565469891,-0.1299231877584326,0.4109244584418865,-0.09120766039483748,0.14028598404832954
ridge,saturation_grade,linear,1850,-0.53727380650444,3.684521825928877,0.05917148101924271,0.9996691775573155,0.00033082244268445304,-0.0074938613009177535,0.2703534221536901,6.106395532406907e-05,0.0017118670124481896
traditional_cfd_template_fit,saturation_grade,linear,1850,0.11034789082733099,0.9998820641481411,0.055084410856894014,0.7967742227287941,0.20322577727120594,-0.035519612965953185,0.23233404584479117,0.0026086806974149985,0.34157730860325136
1d_cnn,saturation_grade,near_clip,1426,-3.8132225952214718,6.503336345076267,0.4503942690066383,0.9320005295908911,0.06799947040910892,0.08523494270175291,0.34012226606023255,0.0020291340216507057,0.09170546976268777
compact_waveform_transformer,saturation_grade,near_clip,1426,-2.1424823166274054,7.949756766102292,0.4213917056747805,0.9218894173481755,0.07811058265182447,0.0487827363355704,0.38567824667306017,0.011651260430541426,0.12102947358133306
gradient_boosted_trees,saturation_grade,near_clip,1426,-0.7494501911304021,2.833550026215534,0.0009512467316282565,1.0,0.0,-0.0289947207580859,0.21368713157397637,0.0004101910753754102,0.0015849698686541285
mlp,saturation_grade,near_clip,1426,-1.1404401652108414,3.6714320984861466,0.013411769268825475,1.0,0.0,-0.009949219378184312,0.24406429689558068,0.00254061374861613,0.018298666070348402
phase_gate_transformer_new,saturation_grade,near_clip,1426,0.40991449662586277,8.916898090146908,0.4189802772799212,0.9271751418183299,0.07282485818167006,0.07345410969858257,0.354070185309765,-0.03327518103942599,0.0879772950961843
ridge,saturation_grade,near_clip,1426,-0.8331039536279321,3.4940151952495633,0.12906197048739987,1.0,0.0,0.008078780513235906,0.2805544476514056,0.00047080563638745654,0.001780788306080282
traditional_cfd_template_fit,saturation_grade,near_clip,1426,-0.037312432581877886,1.180434632804568,0.7084625837636702,0.9056645856460501,0.09433541435394988,0.03473167627635476,0.3036686090077996,-0.0005747428928893245,0.013615961700055784
1d_cnn,saturation_grade,transition,1380,0.7076389119363684,8.580878474874702,0.13513398378427655,0.9877827299143958,0.012217270085604248,0.2130502844140123,0.24730215402429925,0.046191645772487445,0.056385944049314005
compact_waveform_transformer,saturation_grade,transition,1380,-4.035191433975411,6.9920467755089195,0.15115573109443792,0.9902664336762743,0.009733566323725684,0.22713350270749366,0.23901617621561472,0.09312576065037911,0.08470550409185998
gradient_boosted_trees,saturation_grade,transition,1380,-0.7722111035587225,3.182854899252245,0.0012972092066508081,1.0,0.0,-0.006529456817131407,0.19250211065996709,0.00023606098352432466,0.0014683668312165297
mlp,saturation_grade,transition,1380,-1.736132862214638,4.019322027527318,0.014909511110821219,1.0,0.0,0.013800344262476186,0.2268898536060929,0.005672633932289473,0.018896803256806843
phase_gate_transformer_new,saturation_grade,transition,1380,3.9967851952842475,6.778260598729608,0.17087682606123122,0.9636009777742873,0.036399022225712674,0.20455676814061619,0.25374576330024345,0.0287010162437753,0.056371774477568484
ridge,saturation_grade,transition,1380,-1.2976584201391383,3.7972640294494915,0.02683953505608069,1.0,0.0,0.08031273598297928,0.23277022707527817,0.0009651517963545581,0.0017299071453128192
traditional_cfd_template_fit,saturation_grade,transition,1380,0.48718758701761855,0.8326288216368476,0.195141633667871,0.9409531335898846,0.05904686641011536,0.19509264499114298,0.21843205530059046,-0.0012441991196562743,0.017359228840661715
