method,support_cell,n,n_runs,retained_fraction,a_topology,topology_pattern,b2_amp_bin,saturation_stratum,anomaly_stratum,baseline_bin,peak_phase_bin,q_template_bin,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,coverage68,coverage90,mean_width68_frac,mean_width90_frac,shuffled_res68_abs_frac,topology_only_res68_abs_frac,real_minus_shuffled_res68,real_minus_topology_res68,accepted_support_cell
strong_huber_transfer,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,18,0.020221948212083847,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.03525639161232223,0.35992873027724887,0.5301539428788361,0.17073170731707318,0.4146341463414634,0.7195121951219512,0.9390243902439024,0.8444716407280551,1.6876498802207132,0.5086938631305147,0.36958594758587804,-0.1487651328532658,-0.009657217308629173,False
ridge,A3_only|B2_only|1000_2000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,111,22,0.027373612823674474,A3_only,B2_only,1000_2000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.10299907616208612,0.36223432443574133,0.7057481398385004,0.17117117117117117,0.46846846846846846,0.7117117117117117,0.918918918918919,0.8806876788519084,1.802232625900943,0.3771715380243503,0.35357171893574046,-0.014937213588608944,0.008662605500000864,False
topology_median,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.024229605418876855,0.36262448386600277,0.46776444453333826,0.14942528735632185,0.45977011494252873,0.6666666666666666,0.8850574712643678,0.7887106523336607,1.709722783230208,0.5358891043043932,0.3550593939778727,-0.17326462043839042,0.007565089888130094,False
gradient_boosted_trees,A3_only|B2_only|1000_2000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,111,22,0.027373612823674474,A3_only,B2_only,1000_2000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.11732314061317833,0.3627692738215811,0.7579494995066984,0.13513513513513514,0.42342342342342343,0.7117117117117117,0.9009009009009009,0.8484769265831901,1.856720145498372,0.3771715380243503,0.35357171893574046,-0.014402264202769188,0.00919755488584062,False
ridge,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,-0.05750865730905755,0.36624458379499947,0.5211677099498431,0.24489795918367346,0.5102040816326531,0.7448979591836735,0.9285714285714286,0.9236910143528334,1.7424710307472084,0.4048722826747861,0.3534305704431489,-0.03862769887978662,0.012814013351850562,False
topology_median,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,0.0022210551246408267,0.36701236317590874,0.5504781599406866,0.1836734693877551,0.5408163265306123,0.7448979591836735,0.8877551020408163,0.9749703979381179,1.8127621757492518,0.4048722826747861,0.3534305704431489,-0.03785991949887735,0.013581792732759834,False
gradient_boosted_trees,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.05902678792691247,0.36989113173764815,0.4222853256248397,0.21839080459770116,0.47126436781609193,0.632183908045977,0.9080459770114943,0.7182738990339709,1.401954560510344,0.5358891043043932,0.3550593939778727,-0.16599797256674503,0.014831737759775476,False
strong_huber_transfer,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.06980907905239564,0.37222721525704366,0.5534035462952921,0.16981132075471697,0.39622641509433965,0.7358490566037735,0.8679245283018868,0.9264558143193468,2.0035558845771924,0.5655262295422723,0.4010736338013822,-0.1932990142852286,-0.02884641854433856,False
ridge,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,18,0.020221948212083847,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.06449730785533708,0.3739735084392683,0.5157362797602887,0.1951219512195122,0.4634146341463415,0.7073170731707317,0.9390243902439024,0.8253513421899074,1.5222422066138848,0.5086938631305147,0.36958594758587804,-0.13472035469124638,0.00438756085339026,False
strong_huber_transfer,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.06471818074754446,0.3753574894123321,0.44797780855461394,0.14942528735632185,0.4482758620689655,0.5747126436781609,0.896551724137931,0.6929392045711651,1.4851577086489236,0.5358891043043932,0.3550593939778727,-0.16053161489206108,0.02029809543445943,False
support_gated_residual_cnn,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,18,0.020221948212083847,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.018201225292917175,0.37563397555669903,0.5533825059985789,0.1951219512195122,0.4146341463414634,0.7682926829268293,0.9146341463414634,0.8858559190123062,1.7817081961725247,0.5086938631305147,0.36958594758587804,-0.13305988757381565,0.0060480279708209905,False
support_gated_residual_cnn,A1_A3_pair|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,60,15,0.014796547472256474,A1_A3_pair,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.08271199974603019,0.3773082141341875,0.3679929418859714,0.25,0.4666666666666667,0.6166666666666667,0.9833333333333333,0.6789019954709257,1.5935264953458776,0.49833759544351364,0.2897581559352643,-0.12102938130932611,0.0875500581989232,False
gradient_boosted_trees,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,-0.05267822560292353,0.37737554833756043,0.5271720999586179,0.16326530612244897,0.5306122448979592,0.7551020408163265,0.9183673469387755,0.9602609450792297,1.7338762454979642,0.4048722826747861,0.3534305704431489,-0.02749673433722566,0.023944977894411523,False
1d_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.11195906604686727,0.3774951800824977,0.5858619433466177,0.18867924528301888,0.41509433962264153,0.7169811320754716,0.8490566037735849,1.0269310725278813,2.4987996942674124,0.5655262295422723,0.4010736338013822,-0.18803104945977456,-0.023578453718884507,False
support_gated_residual_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.024065714399156838,0.37818211217174985,0.5235711862320744,0.20754716981132076,0.41509433962264153,0.7358490566037735,0.8490566037735849,0.9430003814024773,2.034326839046851,0.5655262295422723,0.4010736338013822,-0.18734411737052242,-0.022891521629632372,False
support_gated_residual_cnn,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,0.0011806408782968451,0.3789314852988878,0.545967864793928,0.20689655172413793,0.4367816091954023,0.632183908045977,0.8735632183908046,0.8197229589474979,1.9025156760715738,0.5358891043043932,0.3550593939778727,-0.15695761900550537,0.023872091321015143,False
ridge,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.052149232549572815,0.37965374633593707,0.500709552196484,0.1509433962264151,0.41509433962264153,0.7169811320754716,0.8679245283018868,0.9041057500645276,1.7941679331353195,0.5655262295422723,0.4010736338013822,-0.1858724832063352,-0.021419887465445153,False
strong_huber_transfer,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,-0.02102726199211722,0.3798197813291123,0.5297771977562176,0.19387755102040816,0.5408163265306123,0.7551020408163265,0.9183673469387755,0.9563455660769028,1.8611751188001324,0.4048722826747861,0.3534305704431489,-0.025052501345673772,0.02638921088596341,False
ridge,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,-0.059227404339957546,0.379863162771423,0.44577333956848947,0.22988505747126436,0.45977011494252873,0.5632183908045977,0.896551724137931,0.7248933364364957,1.3587640389404425,0.5358891043043932,0.3550593939778727,-0.15602594153297017,0.02480376879355034,False
support_gated_residual_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,0.05402540310070431,0.3811146434582496,0.5795519121491236,0.20408163265306123,0.5408163265306123,0.7346938775510204,0.9285714285714286,1.0777636812617717,2.2797136835664658,0.4048722826747861,0.3534305704431489,-0.023757639216536508,0.027684073015100674,False
strong_huber_transfer,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.028279084735350384,0.3813316758916488,0.5473226821693455,0.15384615384615385,0.43846153846153846,0.6923076923076923,0.8846153846153846,0.8727219872206848,1.7446097448366638,0.5158474830271959,0.376138456125989,-0.13451580713554706,0.0051932197656597845,False
ridge,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.0564800634649323,0.38305446725938114,0.5298704702512304,0.16153846153846155,0.35384615384615387,0.7076923076923077,0.9,0.8536015506635927,1.5757177579226043,0.5158474830271959,0.376138456125989,-0.13279301576781471,0.00691601113339213,False
ridge,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.05659305491030215,0.38335797712682007,0.4942060467953289,0.16566265060240964,0.4066265060240964,0.6837349397590361,0.9006024096385542,0.8339730299860925,1.566948008418686,0.49677684927995003,0.3822175590957921,-0.11341887215312996,0.0011404180310279899,False
gradient_boosted_trees,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.06622683087710368,0.38353500553951014,0.5843129845227625,0.0975609756097561,0.4146341463414634,0.7073170731707317,0.9024390243902439,0.9022518000271277,1.728158907558189,0.5596520458532361,0.3708916374997986,-0.176117040313726,0.012643368039711556,False
strong_huber_transfer,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.010087212915129939,0.38417004687503564,0.5188071257247433,0.14457831325301204,0.4307228915662651,0.6837349397590361,0.8975903614457831,0.8638877274719552,1.7908596911001124,0.49677684927995003,0.3822175590957921,-0.11260680240491439,0.0019524877792435613,False
topology_median,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.003453057546333565,0.3861415940666803,0.5248334094956743,0.16265060240963855,0.4246987951807229,0.6867469879518072,0.9006024096385542,0.8890997525558396,1.7866395043688355,0.49677684927995003,0.3822175590957921,-0.11063525521326972,0.003924034970888224,False
topology_median,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,0.01999455258929382,0.3864943279075622,0.6333414456222077,0.13414634146341464,0.36585365853658536,0.7317073170731707,0.8780487804878049,0.988571783930412,1.9932195566595903,0.5596520458532361,0.3708916374997986,-0.17315771794567392,0.01560269040776363,False
strong_huber_transfer,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.06296977876991836,0.38906558015085296,0.610593753765196,0.0975609756097561,0.4024390243902439,0.7073170731707317,0.9146341463414634,0.9129179891292635,1.9763005296605993,0.5596520458532361,0.3708916374997986,-0.17058646570238317,0.018173942651054376,False
gradient_boosted_trees,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.055563097781692605,0.3896821145866332,0.5082457635607104,0.15060240963855423,0.4186746987951807,0.6837349397590361,0.9006024096385542,0.8416793269375858,1.4757948724104193,0.49677684927995003,0.3822175590957921,-0.10709473469331682,0.007464555490841129,False
1d_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|large|early_le5|extreme,98,20,0.024167694204685574,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,large,early_le5,extreme,0.08108627432594548,0.3900762807406474,0.6072069923468888,0.23469387755102042,0.5714285714285714,0.7142857142857143,0.9183673469387755,1.1458714502184608,2.473643209786,0.4048722826747861,0.3534305704431489,-0.014796001934138714,0.03664571029749847,False
1d_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,0.058305922580958916,0.39167397800323095,0.5908313688892655,0.1536144578313253,0.46987951807228917,0.6807228915662651,0.8945783132530121,0.9552497939081238,2.1403816339925203,0.49677684927995003,0.3822175590957921,-0.10510287127671908,0.009456418907438868,False
ridge,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,-0.07122675766792463,0.3917619639862024,0.48639776825333814,0.17164179104477612,0.3283582089552239,0.7238805970149254,0.9104477611940298,0.8905410134497607,1.6799806320376713,0.5560207330636405,0.3877758005277371,-0.16425876907743814,0.003986163458465308,False
ridge,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,-0.041348079174712754,0.39186162307541406,0.58282798209479,0.13414634146341464,0.4024390243902439,0.6951219512195121,0.8902439024390244,0.9029310048540828,1.79797222737609,0.5596520458532361,0.3708916374997986,-0.16779042277782208,0.02096998557561547,False
1d_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.03338445864073349,0.3920289541201481,0.6344271219154513,0.1388888888888889,0.4444444444444444,0.6388888888888888,0.8472222222222222,0.9295037187848324,2.14027252459576,0.4167999664238379,0.4178008390263377,-0.024771012303689777,-0.02577188490618959,False
mlp,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.05965591876947457,0.3927630885881196,0.5171821324593433,0.14759036144578314,0.4126506024096386,0.6807228915662651,0.8945783132530121,0.8658731334845278,1.6340612476897654,0.49677684927995003,0.3822175590957921,-0.10401376069183044,0.01054552949232751,False
strong_huber_transfer,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,-0.02890025803419649,0.3929187005751232,0.4922230535106447,0.17164179104477612,0.34328358208955223,0.7313432835820896,0.917910447761194,0.9194438545377471,1.7866126179046613,0.5560207330636405,0.3877758005277371,-0.16310203248851735,0.005142900047386101,False
gradient_boosted_trees,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.0703205867500298,0.3944475099360942,0.5064638697867134,0.16981132075471697,0.4528301886792453,0.6981132075471698,0.8679245283018868,0.8980704047760677,1.7134712866204838,0.5655262295422723,0.4010736338013822,-0.1710787196061781,-0.006626123865288047,False
strong_huber_transfer,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.0007052805452598598,0.3955328943157161,0.614759731728442,0.14,0.44,0.69,0.88,0.9277472440028491,2.1085425403296183,0.4507782854003407,0.43222976543129443,-0.05524539108462462,-0.036696871115578344,False
topology_median,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,0.0007187231165514252,0.3962594300880053,0.49975140311781996,0.1865671641791045,0.3880597014925373,0.7238805970149254,0.9104477611940298,0.9404322672306119,1.7508462391303123,0.5560207330636405,0.3877758005277371,-0.15976130297563523,0.008483629560268213,False
gradient_boosted_trees,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.1514667093026566,0.3977393631272733,0.5789175286958829,0.09722222222222222,0.3888888888888889,0.6388888888888888,0.8888888888888888,0.82904439058426,1.5467784420112727,0.4167999664238379,0.4178008390263377,-0.01906060329656456,-0.020061475899064374,False
support_gated_residual_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,332,25,0.08187422934648582,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.005133441625052197,0.39918148836122463,0.5396555797743564,0.15963855421686746,0.4457831325301205,0.6867469879518072,0.9006024096385542,0.9205272315842021,1.894237043321677,0.49677684927995003,0.3822175590957921,-0.0975953609187254,0.016963929265432554,False
gradient_boosted_trees,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|large|early_le5|extreme,130,21,0.032059186189889025,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,large,early_le5,extreme,-0.08627010549761843,0.4017106242506164,0.5704151694230288,0.14615384615384616,0.38461538461538464,0.6615384615384615,0.8846153846153846,0.8585274336332305,1.5548713307499735,0.5158474830271959,0.376138456125989,-0.11413685877657948,0.02557216812462737,False
1d_cnn,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,0.05905785112335852,0.40179814338257097,0.5821777243276003,0.16417910447761194,0.4626865671641791,0.7238805970149254,0.9104477611940298,1.089833008290905,2.3575215326592227,0.5560207330636405,0.3877758005277371,-0.15422258968106956,0.014022342854833891,False
gradient_boosted_trees,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.04243287643649163,0.4026894376303162,0.7864732410813847,0.1383399209486166,0.38735177865612647,0.6798418972332015,0.9011857707509882,0.9276345992676862,1.6961019945547609,0.647255477551377,0.41358104320828226,-0.2445660399210608,-0.010891605577966035,False
mlp,A3_only|B2_only|1000_2000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,111,22,0.027373612823674474,A3_only,B2_only,1000_2000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.053282951489876614,0.40272478425554215,0.7584115833047618,0.16216216216216217,0.42342342342342343,0.7117117117117117,0.9099099099099099,0.9936951017324605,1.9092268780744375,0.3771715380243503,0.35357171893574046,0.025553246231191873,0.04915306531980168,False
mlp,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.021560455290959936,0.4037809387552349,0.765113401807621,0.11857707509881422,0.3675889328063241,0.6798418972332015,0.8932806324110671,0.928425499984794,1.736014834171628,0.647255477551377,0.41358104320828226,-0.24347453879614211,-0.009800104453047354,False
1d_cnn,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,0.07514753640309615,0.40459027378510815,0.6986920535376586,0.15,0.47,0.68,0.87,1.1384227500293793,2.6557821858111117,0.4507782854003407,0.43222976543129443,-0.04618801161523256,-0.027639491646186287,False
mlp,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|large|rising_6_8|extreme,53,19,0.013070283600493218,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,large,rising_6_8,extreme,0.05960318164661791,0.4054819773495622,0.5385772998802766,0.11320754716981132,0.3584905660377358,0.6792452830188679,0.8679245283018868,0.9511016854954603,1.8118956003412359,0.5655262295422723,0.4010736338013822,-0.16004425219271007,0.004408343548179983,False
mlp,A3_only|B2_only|1000_2000|all_B_amp_lt7000|dropout_like|large|early_le5|low,87,17,0.021454993834771886,A3_only,B2_only,1000_2000,all_B_amp_lt7000,dropout_like,large,early_le5,low,0.021150839661440546,0.40720154435292427,0.5727158580880273,0.1724137931034483,0.4827586206896552,0.632183908045977,0.8735632183908046,0.9232723021371401,1.7497203356735795,0.5358891043043932,0.3550593939778727,-0.1286875599514689,0.0521421503750516,False
ridge,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.15010621343615363,0.40825393426665246,0.5481138904868844,0.1388888888888889,0.4305555555555556,0.6388888888888888,0.875,0.7898570207551805,1.4327957618666636,0.4167999664238379,0.4178008390263377,-0.008546032157185413,-0.009546904759685226,False
topology_median,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,0.030664052326898263,0.41027193003412454,0.6145032145085172,0.14,0.39,0.71,0.91,0.9904268762156535,2.214647559744298,0.4507782854003407,0.43222976543129443,-0.04050635536621616,-0.02195783539716989,False
mlp,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,-0.07370391499004786,0.41049530944816615,0.4909482856800599,0.12686567164179105,0.3805970149253731,0.7089552238805971,0.9104477611940298,0.9148913633463818,1.6921960599501764,0.5560207330636405,0.3877758005277371,-0.14552542361547438,0.022719508920429066,False
gradient_boosted_trees,A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|quiet|rising_6_8|extreme,134,21,0.033045622688039455,A3_only,B2_only,7000_inf,any_B_amp_ge7000,late_tail_high,quiet,rising_6_8,extreme,-0.07829607924055762,0.41141976022262244,0.4883904254211915,0.14925373134328357,0.3880597014925373,0.7164179104477612,0.9253731343283582,0.9300547948644015,1.6828366025323045,0.5560207330636405,0.3877758005277371,-0.14460097284101808,0.023643959694885364,False
strong_huber_transfer,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,-0.10519788071577943,0.41171740306513827,0.5809383786023972,0.08333333333333333,0.4583333333333333,0.6388888888888888,0.875,0.8246908978503279,1.6032812237414422,0.4167999664238379,0.4178008390263377,-0.00508256335869961,-0.006083435961199424,False
1d_cnn,A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|mild|rising_6_8|extreme,82,20,0.020221948212083847,A3_only,B2_only,3000_5000,all_B_amp_lt7000,broad_saturation_like,mild,rising_6_8,extreme,0.017684517940351713,0.4119210044719563,0.668565360555319,0.15853658536585366,0.45121951219512196,0.6829268292682927,0.9146341463414634,1.0350097416078605,2.5146141177812393,0.5596520458532361,0.3708916374997986,-0.14773104138127985,0.0410293669721577,False
ridge,A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|quiet|rising_6_8|extreme,253,27,0.0623921085080148,A3_only,B2_only,5000_7000,all_B_amp_lt7000,broad_saturation_like,quiet,rising_6_8,extreme,-0.02710584587662876,0.41208821597762174,0.788815756570685,0.12648221343873517,0.37549407114624506,0.6837944664031621,0.8972332015810277,0.9434988901967268,1.6671429843591092,0.647255477551377,0.41358104320828226,-0.23516726157375528,-0.0014928272306605206,False
mlp,A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|quiet|rising_6_8|extreme,100,18,0.02466091245376079,A3_only,B2_only,2000_3000,all_B_amp_lt7000,late_tail_high,quiet,rising_6_8,extreme,-0.05848655016267612,0.4134948546792117,0.6315779302448773,0.13,0.41,0.68,0.89,0.9202599523214896,1.9572443450998933,0.4507782854003407,0.43222976543129443,-0.037283430721128996,-0.018734910752082723,False
topology_median,A3_only|B2_only|7000_inf|any_B_amp_ge7000|broad_saturation_like|large|early_le5|extreme,72,18,0.01775585696670777,A3_only,B2_only,7000_inf,any_B_amp_ge7000,broad_saturation_like,large,early_le5,extreme,0.021823753428212318,0.41567954071240015,0.689883250902577,0.19444444444444445,0.4583333333333333,0.6666666666666666,0.8194444444444444,0.9958154891381893,1.8703370215348667,0.4167999664238379,0.4178008390263377,-0.0011204257114377225,-0.0021212983139375363,False
