cell,negative_rows,positive_rows,matched_pairs
31|0|1|0|1|1|5|4|0|4|3,0,26,0
31|0|1|0|1|1|5|4|0|4|5,0,1,0
31|0|1|0|1|1|5|4|1|3|3,0,29,0
31|0|1|0|1|1|5|4|1|3|5,0,1,0
31|0|1|0|1|1|5|4|1|4|2,1,14,1
31|0|1|0|1|1|5|4|1|4|3,0,33,0
31|0|1|0|1|1|5|4|2|3|3,0,44,0
31|0|1|0|1|1|5|4|2|4|2,0,19,0
31|0|1|0|1|1|5|4|2|4|3,0,47,0
31|0|1|0|1|1|5|4|3|3|3,0,33,0
31|0|1|0|1|1|5|4|3|3|4,0,1,0
31|0|1|0|1|1|5|4|3|4|2,0,13,0
31|0|1|0|1|1|5|4|3|4|3,0,36,0
31|0|1|0|1|1|5|4|4|3|3,0,26,0
31|0|1|0|1|1|5|4|4|3|5,0,1,0
31|0|1|0|1|1|5|4|4|4|2,0,8,0
31|0|1|0|1|1|5|4|4|4|3,0,25,0
31|0|1|0|1|1|5|4|5|3|2,0,1,0
31|0|1|0|1|1|5|4|5|3|3,0,43,0
31|0|1|0|1|1|5|4|5|3|5,0,1,0
31|0|1|0|1|1|5|4|5|4|2,2,12,2
31|0|1|0|1|1|5|4|5|4|3,0,49,0
31|0|1|0|1|1|5|5|0|2|5,0,2,0
31|0|1|0|1|1|5|5|0|3|2,0,36,0
31|0|1|0|1|1|5|5|0|3|3,0,32,0
31|0|1|0|1|1|5|5|0|3|4,0,2,0
31|0|1|0|1|1|5|5|0|3|5,0,3,0
31|0|1|0|1|1|5|5|0|4|2,0,330,0
31|0|1|0|1|1|5|5|0|4|3,0,25,0
31|0|1|0|1|1|5|5|1|2|2,0,1,0
31|0|1|0|1|1|5|5|1|2|5,0,1,0
31|0|1|0|1|1|5|5|1|3|2,0,61,0
31|0|1|0|1|1|5|5|1|3|3,0,42,0
31|0|1|0|1|1|5|5|1|3|4,0,4,0
31|0|1|0|1|1|5|5|1|3|5,0,2,0
31|0|1|0|1|1|5|5|1|4|2,0,407,0
31|0|1|0|1|1|5|5|1|4|3,0,53,0
31|0|1|0|1|1|5|5|1|4|5,0,4,0
31|0|1|0|1|1|5|5|2|2|5,0,1,0
31|0|1|0|1|1|5|5|2|3|2,0,72,0
31|0|1|0|1|1|5|5|2|3|3,0,43,0
31|0|1|0|1|1|5|5|2|3|4,0,4,0
31|0|1|0|1|1|5|5|2|3|5,0,1,0
31|0|1|0|1|1|5|5|2|4|1,1,0,0
31|0|1|0|1|1|5|5|2|4|2,1,535,1
31|0|1|0|1|1|5|5|2|4|3,0,42,0
31|0|1|0|1|1|5|5|2|4|5,0,3,0
31|0|1|0|1|1|5|5|3|3|2,0,64,0
31|0|1|0|1|1|5|5|3|3|3,0,36,0
31|0|1|0|1|1|5|5|3|3|4,0,1,0
31|0|1|0|1|1|5|5|3|3|5,0,1,0
31|0|1|0|1|1|5|5|3|4|1,1,0,0
31|0|1|0|1|1|5|5|3|4|2,1,388,1
31|0|1|0|1|1|5|5|3|4|3,0,42,0
31|0|1|0|1|1|5|5|3|4|4,0,2,0
31|0|1|0|1|1|5|5|4|1|4,0,1,0
31|0|1|0|1|1|5|5|4|3|2,0,39,0
31|0|1|0|1|1|5|5|4|3|3,0,24,0
31|0|1|0|1|1|5|5|4|3|5,0,2,0
31|0|1|0|1|1|5|5|4|4|1,1,0,0
31|0|1|0|1|1|5|5|4|4|2,0,314,0
31|0|1|0|1|1|5|5|4|4|3,0,19,0
31|0|1|0|1|1|5|5|4|4|5,0,2,0
31|0|1|0|1|1|5|5|5|3|2,0,52,0
31|0|1|0|1|1|5|5|5|3|3,0,42,0
31|0|1|0|1|1|5|5|5|3|4,0,1,0
31|0|1|0|1|1|5|5|5|3|5,0,3,0
31|0|1|0|1|1|5|5|5|4|1,1,0,0
31|0|1|0|1|1|5|5|5|4|2,0,464,0
31|0|1|0|1|1|5|5|5|4|3,0,45,0
31|0|1|0|1|1|5|5|5|4|4,0,1,0
31|0|1|0|1|1|5|5|5|4|5,0,3,0
31|1|2|1|0|0|0|0|0|0|0,3,0,0
31|1|2|1|0|0|0|0|0|0|5,3,0,0
31|1|2|1|0|0|0|0|1|0|0,2,0,0
31|1|2|1|0|0|0|0|1|0|5,1,0,0
31|1|2|1|0|0|0|0|2|0|5,3,0,0
31|1|2|1|0|0|0|0|3|0|0,1,0,0
31|1|2|1|0|0|0|0|5|0|5,1,0,0
31|1|2|1|0|0|0|1|0|0|0,1,0,0
31|1|2|1|0|0|0|1|1|0|0,2,0,0
31|1|2|1|0|0|0|1|1|0|5,2,0,0
31|1|2|1|0|0|0|1|1|1|0,1,0,0
31|1|2|1|0|0|0|1|2|0|5,3,0,0
31|1|2|1|0|0|0|1|3|0|0,1,0,0
31|1|2|1|0|0|0|1|3|0|5,2,0,0
31|1|2|1|0|0|0|1|4|0|0,2,0,0
31|1|2|1|0|0|0|1|4|0|5,4,0,0
31|1|2|1|0|0|0|2|0|0|0,1,0,0
31|1|2|1|0|0|0|2|2|0|0,1,0,0
31|1|2|1|0|0|0|2|3|0|0,1,0,0
31|1|2|1|0|0|1|1|1|0|0,1,0,0
31|1|2|1|0|0|1|1|1|0|5,1,0,0
31|1|2|1|0|0|1|1|1|1|1,1,0,0
31|1|2|1|0|0|1|1|1|1|5,1,0,0
31|1|2|1|0|0|1|1|2|0|0,1,0,0
31|1|2|1|0|0|1|1|2|1|0,1,0,0
31|1|2|1|0|0|1|1|3|0|0,1,0,0
31|1|2|1|0|0|1|1|3|0|4,1,0,0
31|1|2|1|0|0|1|1|3|3|1,1,0,0
31|1|2|1|0|0|1|1|4|0|0,1,0,0
31|1|2|1|0|0|1|1|4|0|5,2,0,0
31|1|2|1|0|0|1|1|4|1|0,1,0,0
31|1|2|1|0|0|1|1|4|1|1,1,0,0
31|1|2|1|0|0|1|1|5|0|0,1,0,0
31|1|2|1|0|0|1|1|5|1|0,1,0,0
31|1|2|1|0|0|1|1|5|3|1,1,0,0
31|1|2|1|0|0|1|2|0|1|0,2,0,0
31|1|2|1|0|0|1|2|0|1|1,1,0,0
31|1|2|1|0|0|1|2|1|1|1,1,0,0
31|1|2|1|0|0|1|2|2|0|0,1,0,0
31|1|2|1|0|0|1|2|2|1|0,1,0,0
31|1|2|1|0|0|1|2|3|2|4,1,0,0
31|1|2|1|0|0|1|2|4|0|0,1,0,0
31|1|2|1|0|0|1|2|4|1|0,3,0,0
31|1|2|1|0|0|1|2|5|0|0,1,0,0
31|1|2|1|0|0|1|2|5|1|0,1,0,0
31|1|2|1|0|0|1|3|2|1|0,1,0,0
31|1|2|1|0|0|1|3|4|0|0,1,0,0
31|1|2|1|0|0|1|3|4|1|0,1,0,0
31|1|2|1|0|0|1|4|0|2|0,1,0,0
31|1|2|1|0|0|1|4|5|1|0,1,0,0
31|1|2|1|0|0|1|5|0|1|0,1,0,0
31|1|2|1|0|0|2|1|3|3|1,1,0,0
31|1|2|1|0|0|2|2|2|4|2,1,0,0
31|1|2|1|0|0|2|2|5|1|5,1,0,0
31|1|2|1|0|0|2|3|0|4|2,1,0,0
31|1|2|1|0|0|2|3|3|3|3,1,0,0
31|1|2|1|0|0|2|3|3|4|1,1,0,0
31|1|2|1|0|0|2|3|4|4|1,1,0,0
31|1|2|1|0|0|2|3|5|3|0,1,0,0
31|1|2|1|0|0|2|5|0|2|5,0,1,0
31|1|2|1|0|0|2|5|1|4|3,0,1,0
31|1|2|1|0|0|2|5|2|3|1,1,0,0
31|1|2|1|0|0|2|5|3|2|0,1,0,0
31|1|2|1|0|0|2|5|3|2|5,0,1,0
31|1|2|1|0|0|2|5|5|2|5,0,1,0
31|1|2|1|0|0|2|5|5|3|2,0,1,0
31|1|2|1|0|0|3|3|3|4|1,1,0,0
31|1|2|1|0|0|3|4|1|4|2,1,0,0
31|1|2|1|0|0|3|5|0|4|5,0,3,0
31|1|2|1|0|0|3|5|1|3|5,0,2,0
31|1|2|1|0|0|3|5|2|3|5,0,3,0
31|1|2|1|0|0|3|5|3|4|2,1,0,0
31|1|2|1|0|0|3|5|4|3|5,0,2,0
31|1|2|1|0|0|4|5|0|4|4,0,1,0
31|1|2|1|0|0|4|5|2|3|5,0,1,0
31|1|2|1|0|0|4|5|2|4|4,0,1,0
31|1|2|1|0|0|5|5|2|4|2,0,1,0
31|1|2|1|0|0|5|5|3|3|4,0,1,0
31|1|2|1|1|0|2|5|1|3|4,0,1,0
31|1|2|1|1|1|2|3|0|3|2,1,0,0
31|1|2|1|1|1|2|3|4|4|1,1,0,0
31|1|2|1|1|1|2|3|5|4|2,1,0,0
31|1|2|1|1|1|3|4|2|4|4,1,0,0
31|1|2|1|1|1|3|5|0|2|5,0,1,0
31|1|2|1|1|1|3|5|1|2|5,0,1,0
31|1|2|1|1|1|3|5|2|2|5,0,1,0
31|1|2|1|1|1|3|5|3|1|5,0,1,0
31|1|2|1|1|1|3|5|3|2|5,0,2,0
31|1|2|1|1|1|3|5|3|4|1,1,0,0
31|1|2|1|1|1|3|5|4|1|5,0,1,0
31|1|2|1|1|1|3|5|4|2|5,0,2,0
31|1|2|1|1|1|3|5|4|3|4,0,1,0
31|1|2|1|1|1|3|5|4|4|1,1,0,0
31|1|2|1|1|1|3|5|5|4|1,1,0,0
31|1|2|1|1|1|3|5|5|4|3,0,1,0
31|1|2|1|1|1|4|5|0|3|5,0,1,0
31|1|2|1|1|1|4|5|1|3|4,0,1,0
31|1|2|1|1|1|4|5|1|3|5,0,2,0
31|1|2|1|1|1|4|5|1|4|1,1,0,0
31|1|2|1|1|1|4|5|1|4|2,1,0,0
31|1|2|1|1|1|4|5|2|3|5,0,1,0
31|1|2|1|1|1|4|5|3|3|4,0,1,0
31|1|2|1|1|1|4|5|3|3|5,0,1,0
31|1|2|1|1|1|4|5|4|3|5,0,2,0
31|1|2|1|1|1|4|5|4|4|2,0,1,0
31|1|2|1|1|1|4|5|4|4|3,0,1,0
31|1|2|1|1|1|4|5|5|2|5,0,1,0
31|1|2|1|1|1|4|5|5|3|4,0,1,0
31|1|2|1|1|1|4|5|5|4|1,1,0,0
31|1|2|1|1|1|5|5|0|2|5,0,1,0
31|1|2|1|1|1|5|5|0|3|3,0,1,0
31|1|2|1|1|1|5|5|0|3|5,0,1,0
31|1|2|1|1|1|5|5|0|4|2,0,2,0
31|1|2|1|1|1|5|5|0|4|3,0,2,0
31|1|2|1|1|1|5|5|0|4|4,0,2,0
31|1|2|1|1|1|5|5|0|4|5,0,2,0
31|1|2|1|1|1|5|5|1|3|3,0,1,0
31|1|2|1|1|1|5|5|1|4|2,0,1,0
31|1|2|1|1|1|5|5|1|4|4,0,2,0
31|1|2|1|1|1|5|5|1|4|5,0,1,0
31|1|2|1|1|1|5|5|2|3|4,0,2,0
31|1|2|1|1|1|5|5|2|3|5,0,1,0
31|1|2|1|1|1|5|5|2|4|4,0,1,0
31|1|2|1|1|1|5|5|2|4|5,0,2,0
31|1|2|1|1|1|5|5|3|2|3,0,1,0
31|1|2|1|1|1|5|5|3|3|3,0,1,0
31|1|2|1|1|1|5|5|3|3|5,0,1,0
31|1|2|1|1|1|5|5|3|4|2,0,6,0
31|1|2|1|1|1|5|5|3|4|4,0,1,0
31|1|2|1|1|1|5|5|4|3|2,0,1,0
31|1|2|1|1|1|5|5|4|3|5,0,1,0
31|1|2|1|1|1|5|5|4|4|1,0,1,0
31|1|2|1|1|1|5|5|4|4|2,0,6,0
31|1|2|1|1|1|5|5|4|4|5,0,1,0
31|1|2|1|1|1|5|5|5|3|3,0,1,0
31|1|2|1|1|1|5|5|5|3|4,0,1,0
31|1|2|1|1|1|5|5|5|3|5,0,1,0
31|1|2|1|1|1|5|5|5|4|2,0,3,0
31|1|2|1|1|1|5|5|5|4|5,0,1,0
31|2|2|2|0|0|0|1|0|1|0,1,0,0
31|2|2|2|0|0|0|1|3|0|0,1,0,0
31|2|2|2|0|0|0|1|3|1|1,1,0,0
31|2|2|2|0|0|0|1|5|1|1,1,0,0
31|2|2|2|0|0|0|2|1|1|0,1,0,0
31|2|2|2|0|0|1|1|1|1|5,1,0,0
31|2|2|2|0|0|2|1|5|2|5,1,0,0
31|2|2|2|0|0|2|2|1|1|1,1,0,0
31|2|2|2|0|0|2|2|1|3|1,1,0,0
31|2|2|2|0|0|2|2|3|3|1,1,0,0
31|2|2|2|0|0|2|2|4|3|2,1,0,0
31|2|2|2|0|0|2|2|4|4|1,1,0,0
31|2|2|2|0|0|2|2|5|0|0,1,0,0
31|2|3|3|0|0|0|0|4|0|5,1,0,0
31|2|3|3|0|0|0|1|1|0|5,2,0,0
31|2|3|3|0|0|0|1|2|0|0,1,0,0
31|2|3|3|0|0|0|1|3|0|5,1,0,0
31|2|3|3|0|0|0|1|4|0|0,1,0,0
31|2|3|3|0|0|0|1|4|0|5,1,0,0
31|2|3|3|0|0|0|1|5|0|5,1,0,0
31|2|3|3|0|0|1|1|1|2|0,1,0,0
31|2|3|3|0|0|1|2|0|1|2,1,0,0
31|2|3|3|0|0|1|2|1|0|0,2,0,0
31|2|3|3|0|0|1|2|3|0|0,1,0,0
31|2|3|3|0|0|1|2|4|4|0,1,0,0
31|2|3|3|0|0|1|3|3|1|0,1,0,0
31|2|3|3|0|0|1|3|4|0|0,1,0,0
31|2|3|3|0|0|1|4|4|1|0,1,0,0
31|2|3|3|0|0|1|5|2|0|0,1,0,0
31|2|3|3|0|0|2|4|4|4|1,1,0,0
31|2|3|3|0|0|2|5|4|2|5,0,1,0
31|2|3|3|0|0|3|5|2|2|5,0,1,0
31|2|3|3|0|0|3|5|2|4|3,0,1,0
31|2|3|3|0|0|3|5|3|3|5,0,2,0
31|2|3|3|0|0|3|5|4|2|5,0,1,0
31|2|3|3|1|1|2|5|2|1|1,1,0,0
31|2|3|3|1|1|3|5|0|3|5,0,2,0
31|2|3|3|1|1|3|5|1|3|5,0,1,0
31|2|3|3|1|1|3|5|4|1|5,0,1,0
31|2|3|3|1|1|3|5|4|2|5,0,1,0
31|2|3|3|1|1|3|5|4|4|2,1,0,0
31|2|3|3|1|1|4|5|1|3|3,0,1,0
31|2|3|3|1|1|4|5|2|3|5,0,2,0
31|2|3|3|1|1|4|5|3|3|5,0,3,0
31|2|3|3|1|1|4|5|4|3|4,0,1,0
31|2|3|3|1|1|4|5|5|3|4,0,1,0
31|2|3|3|1|1|5|5|0|3|3,0,1,0
31|2|3|3|1|1|5|5|0|4|4,0,1,0
31|2|3|3|1|1|5|5|1|3|5,0,1,0
31|2|3|3|1|1|5|5|1|4|1,0,1,0
31|2|3|3|1|1|5|5|2|3|2,0,1,0
31|2|3|3|1|1|5|5|2|4|2,0,1,0
31|2|3|3|1|1|5|5|2|4|4,0,1,0
31|2|3|3|1|1|5|5|2|4|5,0,1,0
31|2|3|3|1|1|5|5|3|3|4,0,1,0
31|2|3|3|1|1|5|5|3|3|5,0,1,0
31|2|3|3|1|1|5|5|4|3|3,0,1,0
31|2|3|3|1|1|5|5|4|3|5,0,1,0
31|2|3|3|1|1|5|5|4|4|2,0,1,0
31|2|3|3|1|1|5|5|5|4|2,0,1,0
31|2|3|3|1|1|5|5|5|4|4,0,1,0
31|3|2|4|0|0|0|0|4|0|0,1,0,0
31|3|2|4|0|0|1|1|1|1|0,1,0,0
31|3|2|4|0|0|1|1|2|0|0,1,0,0
31|3|2|4|0|0|1|1|2|1|1,1,0,0
31|3|2|4|0|0|1|1|4|0|1,1,0,0
31|3|2|4|0|0|2|2|1|3|0,1,0,0
31|3|2|4|0|0|2|3|1|2|5,1,0,0
31|3|2|4|0|0|2|3|2|4|1,1,0,0
31|3|2|4|0|0|3|3|2|3|3,1,0,0
31|3|2|4|0|0|3|3|2|4|4,1,0,0
31|3|2|4|1|1|3|5|2|4|3,1,0,0
31|3|3|6|0|0|1|2|2|1|1,1,0,0
31|3|3|6|0|0|1|2|2|1|5,1,0,0
31|3|4|7|0|0|0|2|4|0|5,1,0,0
31|3|4|7|0|0|0|2|5|0|3,1,0,0
31|3|4|7|0|0|1|2|1|3|4,1,0,0
31|3|4|7|0|0|1|3|4|0|0,1,0,0
31|3|4|7|0|0|1|5|0|2|4,0,1,0
31|3|4|7|0|0|1|5|1|1|0,1,0,0
31|3|4|7|0|0|2|5|1|3|5,0,1,0
31|3|4|7|0|0|2|5|5|4|4,0,1,0
31|3|4|7|0|0|3|5|0|3|5,0,1,0
31|3|4|7|0|0|3|5|1|3|5,0,1,0
31|3|4|7|0|0|3|5|5|3|5,0,1,0
31|3|4|7|0|0|3|5|5|4|4,0,1,0
31|3|4|7|1|1|3|5|5|2|5,0,1,0
31|3|4|7|1|1|4|5|0|4|3,0,1,0
31|3|4|7|1|1|4|5|3|2|5,0,1,0
31|3|4|7|1|1|4|5|3|3|4,0,1,0
31|3|4|7|1|1|4|5|3|4|4,0,1,0
31|3|4|7|1|1|4|5|4|3|3,0,1,0
31|3|4|7|1|1|4|5|4|4|3,0,1,0
31|3|4|7|1|1|4|5|5|3|5,0,1,0
31|3|4|7|1|1|5|5|0|4|2,0,1,0
31|3|4|7|1|1|5|5|1|4|2,0,1,0
31|3|4|7|1|1|5|5|5|4|2,0,1,0
32|0|1|0|0|0|0|0|0|0|0,177,0,0
32|0|1|0|0|0|0|0|0|0|1,7,0,0
32|0|1|0|0|0|0|0|0|0|5,5,0,0
32|0|1|0|0|0|0|0|0|1|0,41,0,0
32|0|1|0|0|0|0|0|0|1|1,71,0,0
32|0|1|0|0|0|0|0|0|1|2,8,0,0
32|0|1|0|0|0|0|0|0|2|1,1,0,0
32|0|1|0|0|0|0|0|1|0|0,112,0,0
32|0|1|0|0|0|0|0|1|0|1,5,0,0
32|0|1|0|0|0|0|0|1|0|5,3,0,0
32|0|1|0|0|0|0|0|1|1|0,18,0,0
32|0|1|0|0|0|0|0|1|1|1,35,0,0
32|0|1|0|0|0|0|0|1|1|2,6,0,0
32|0|1|0|0|0|0|0|1|1|3,1,0,0
32|0|1|0|0|0|0|0|2|0|0,138,0,0
32|0|1|0|0|0|0|0|2|0|1,4,0,0
32|0|1|0|0|0|0|0|2|0|5,3,0,0
32|0|1|0|0|0|0|0|2|1|0,36,0,0
32|0|1|0|0|0|0|0|2|1|1,58,0,0
32|0|1|0|0|0|0|0|2|1|2,8,0,0
32|0|1|0|0|0|0|0|2|1|4,1,0,0
32|0|1|0|0|0|0|0|2|2|2,1,0,0
32|0|1|0|0|0|0|0|3|0|0,136,0,0
32|0|1|0|0|0|0|0|3|0|1,5,0,0
32|0|1|0|0|0|0|0|3|0|5,3,0,0
32|0|1|0|0|0|0|0|3|1|0,44,0,0
32|0|1|0|0|0|0|0|3|1|1,51,0,0
32|0|1|0|0|0|0|0|3|1|2,5,0,0
32|0|1|0|0|0|0|0|4|0|0,116,0,0
32|0|1|0|0|0|0|0|4|0|1,3,0,0
32|0|1|0|0|0|0|0|4|0|5,2,0,0
32|0|1|0|0|0|0|0|4|1|0,34,0,0
32|0|1|0|0|0|0|0|4|1|1,42,0,0
32|0|1|0|0|0|0|0|4|1|2,4,0,0
32|0|1|0|0|0|0|0|4|1|3,1,0,0
32|0|1|0|0|0|0|0|5|0|0,208,0,0
32|0|1|0|0|0|0|0|5|0|1,17,0,0
32|0|1|0|0|0|0|0|5|0|5,5,0,0
32|0|1|0|0|0|0|0|5|1|0,65,0,0
32|0|1|0|0|0|0|0|5|1|1,85,0,0
32|0|1|0|0|0|0|0|5|1|2,9,0,0
32|0|1|0|0|0|0|0|5|1|3,1,0,0
32|0|1|0|0|0|1|0|0|0|0,4,0,0
32|0|1|0|0|0|1|0|0|0|1,1,0,0
32|0|1|0|0|0|1|0|0|1|0,1,0,0
32|0|1|0|0|0|1|0|0|1|1,9,0,0
32|0|1|0|0|0|1|0|0|1|2,2,0,0
32|0|1|0|0|0|1|0|1|0|0,5,0,0
32|0|1|0|0|0|1|0|1|0|5,1,0,0
32|0|1|0|0|0|1|0|1|1|0,1,0,0
32|0|1|0|0|0|1|0|1|1|1,5,0,0
32|0|1|0|0|0|1|0|2|0|0,9,0,0
32|0|1|0|0|0|1|0|2|1|0,4,0,0
32|0|1|0|0|0|1|0|2|1|1,7,0,0
32|0|1|0|0|0|1|0|2|1|2,1,0,0
32|0|1|0|0|0|1|0|3|0|0,2,0,0
32|0|1|0|0|0|1|0|3|1|0,7,0,0
32|0|1|0|0|0|1|0|3|1|1,10,0,0
32|0|1|0|0|0|1|0|4|0|0,3,0,0
32|0|1|0|0|0|1|0|4|0|1,2,0,0
32|0|1|0|0|0|1|0|4|1|0,2,0,0
32|0|1|0|0|0|1|0|4|1|1,7,0,0
32|0|1|0|0|0|1|0|5|0|0,7,0,0
32|0|1|0|0|0|1|0|5|0|1,1,0,0
32|0|1|0|0|0|1|0|5|1|0,5,0,0
32|0|1|0|0|0|1|0|5|1|1,15,0,0
32|0|1|0|0|0|1|0|5|1|2,2,0,0
32|0|1|0|0|0|1|0|5|1|5,1,0,0
32|0|1|0|0|0|1|1|0|0|0,46,0,0
32|0|1|0|0|0|1|1|0|0|1,9,0,0
32|0|1|0|0|0|1|1|0|0|5,3,0,0
32|0|1|0|0|0|1|1|0|1|0,88,0,0
32|0|1|0|0|0|1|1|0|1|1,237,0,0
32|0|1|0|0|0|1|1|0|1|2,27,0,0
32|0|1|0|0|0|1|1|0|1|3,1,0,0
32|0|1|0|0|0|1|1|0|2|0,3,0,0
32|0|1|0|0|0|1|1|0|2|1,57,0,0
32|0|1|0|0|0|1|1|0|2|2,13,0,0
32|0|1|0|0|0|1|1|0|2|3,3,0,0
32|0|1|0|0|0|1|1|0|2|4,3,0,0
32|0|1|0|0|0|1|1|0|3|0,1,0,0
32|0|1|0|0|0|1|1|0|3|1,3,0,0
32|0|1|0|0|0|1|1|0|3|2,2,0,0
32|0|1|0|0|0|1|1|0|3|3,2,0,0
32|0|1|0|0|0|1|1|0|4|1,1,0,0
32|0|1|0|0|0|1|1|1|0|0,40,0,0
32|0|1|0|0|0|1|1|1|0|1,5,0,0
32|0|1|0|0|0|1|1|1|0|5,2,0,0
32|0|1|0|0|0|1|1|1|1|0,80,0,0
32|0|1|0|0|0|1|1|1|1|1,155,0,0
32|0|1|0|0|0|1|1|1|1|2,22,0,0
32|0|1|0|0|0|1|1|1|1|3,8,0,0
32|0|1|0|0|0|1|1|1|1|4,1,0,0
32|0|1|0|0|0|1|1|1|1|5,2,0,0
32|0|1|0|0|0|1|1|1|2|0,10,0,0
32|0|1|0|0|0|1|1|1|2|1,50,0,0
32|0|1|0|0|0|1|1|1|2|2,12,0,0
32|0|1|0|0|0|1|1|1|2|3,2,0,0
32|0|1|0|0|0|1|1|1|2|4,1,0,0
32|0|1|0|0|0|1|1|1|3|1,2,0,0
32|0|1|0|0|0|1|1|1|3|2,1,0,0
32|0|1|0|0|0|1|1|1|3|3,1,0,0
32|0|1|0|0|0|1|1|2|0|0,41,0,0
32|0|1|0|0|0|1|1|2|0|1,6,0,0
32|0|1|0|0|0|1|1|2|0|2,2,0,0
32|0|1|0|0|0|1|1|2|0|5,4,0,0
32|0|1|0|0|0|1|1|2|1|0,74,0,0
32|0|1|0|0|0|1|1|2|1|1,230,0,0
32|0|1|0|0|0|1|1|2|1|2,34,0,0
32|0|1|0|0|0|1|1|2|1|3,5,0,0
32|0|1|0|0|0|1|1|2|1|4,1,0,0
32|0|1|0|0|0|1|1|2|2|0,5,0,0
32|0|1|0|0|0|1|1|2|2|1,42,0,0
32|0|1|0|0|0|1|1|2|2|2,10,0,0
32|0|1|0|0|0|1|1|2|2|3,1,0,0
32|0|1|0|0|0|1|1|2|2|4,5,0,0
32|0|1|0|0|0|1|1|2|3|0,1,0,0
32|0|1|0|0|0|1|1|2|3|1,2,0,0
32|0|1|0|0|0|1|1|2|3|2,4,0,0
32|0|1|0|0|0|1|1|3|0|0,36,0,0
32|0|1|0|0|0|1|1|3|0|1,4,0,0
32|0|1|0|0|0|1|1|3|0|5,5,0,0
32|0|1|0|0|0|1|1|3|1|0,83,0,0
32|0|1|0|0|0|1|1|3|1|1,233,0,0
32|0|1|0|0|0|1|1|3|1|2,45,0,0
32|0|1|0|0|0|1|1|3|1|3,7,0,0
32|0|1|0|0|0|1|1|3|1|4,1,0,0
32|0|1|0|0|0|1|1|3|1|5,1,0,0
32|0|1|0|0|0|1|1|3|2|0,8,0,0
32|0|1|0|0|0|1|1|3|2|1,51,0,0
32|0|1|0|0|0|1|1|3|2|2,13,0,0
32|0|1|0|0|0|1|1|3|2|3,3,0,0
32|0|1|0|0|0|1|1|3|2|4,3,0,0
32|0|1|0|0|0|1|1|3|2|5,1,0,0
32|0|1|0|0|0|1|1|3|3|1,5,0,0
32|0|1|0|0|0|1|1|3|3|2,5,0,0
32|0|1|0|0|0|1|1|3|3|3,1,0,0
32|0|1|0|0|0|1|1|3|3|4,1,0,0
32|0|1|0|0|0|1|1|3|4|1,1,0,0
32|0|1|0|0|0|1|1|4|0|0,46,0,0
32|0|1|0|0|0|1|1|4|0|1,7,0,0
32|0|1|0|0|0|1|1|4|0|5,2,0,0
32|0|1|0|0|0|1|1|4|1|0,84,0,0
32|0|1|0|0|0|1|1|4|1|1,178,0,0
32|0|1|0|0|0|1|1|4|1|2,33,0,0
32|0|1|0|0|0|1|1|4|1|3,6,0,0
32|0|1|0|0|0|1|1|4|2|0,6,0,0
32|0|1|0|0|0|1|1|4|2|1,40,0,0
32|0|1|0|0|0|1|1|4|2|2,9,0,0
32|0|1|0|0|0|1|1|4|2|3,5,0,0
32|0|1|0|0|0|1|1|4|2|4,1,0,0
32|0|1|0|0|0|1|1|4|2|5,1,0,0
32|0|1|0|0|0|1|1|4|3|0,1,0,0
32|0|1|0|0|0|1|1|4|3|1,2,0,0
32|0|1|0|0|0|1|1|4|3|2,10,0,0
32|0|1|0|0|0|1|1|5|0|0,50,0,0
32|0|1|0|0|0|1|1|5|0|1,14,0,0
32|0|1|0|0|0|1|1|5|0|5,5,0,0
32|0|1|0|0|0|1|1|5|1|0,134,0,0
32|0|1|0|0|0|1|1|5|1|1,294,0,0
32|0|1|0|0|0|1|1|5|1|2,42,0,0
32|0|1|0|0|0|1|1|5|1|3,4,0,0
32|0|1|0|0|0|1|1|5|1|4,1,0,0
32|0|1|0|0|0|1|1|5|1|5,1,0,0
32|0|1|0|0|0|1|1|5|2|0,9,0,0
32|0|1|0|0|0|1|1|5|2|1,74,0,0
32|0|1|0|0|0|1|1|5|2|2,26,0,0
32|0|1|0|0|0|1|1|5|2|3,7,0,0
32|0|1|0|0|0|1|1|5|2|4,5,0,0
32|0|1|0|0|0|1|1|5|3|0,2,0,0
32|0|1|0|0|0|1|1|5|3|1,6,0,0
32|0|1|0|0|0|1|1|5|3|2,5,0,0
32|0|1|0|0|0|1|1|5|3|3,1,0,0
32|0|1|0|0|0|1|1|5|4|5,1,0,0
32|0|1|0|0|0|2|1|0|0|5,2,0,0
32|0|1|0|0|0|2|1|0|1|0,1,0,0
32|0|1|0|0|0|2|1|0|1|5,1,0,0
32|0|1|0|0|0|2|1|0|2|0,2,0,0
32|0|1|0|0|0|2|1|0|2|1,25,0,0
32|0|1|0|0|0|2|1|0|2|4,6,0,0
32|0|1|0|0|0|2|1|0|2|5,10,0,0
32|0|1|0|0|0|2|1|0|3|0,4,0,0
32|0|1|0|0|0|2|1|0|3|1,33,0,0
32|0|1|0|0|0|2|1|0|3|2,26,0,0
32|0|1|0|0|0|2|1|0|3|3,1,0,0
32|0|1|0|0|0|2|1|0|3|4,7,0,0
32|0|1|0|0|0|2|1|0|4|1,3,0,0
32|0|1|0|0|0|2|1|1|0|0,3,0,0
32|0|1|0|0|0|2|1|1|0|5,1,0,0
32|0|1|0|0|0|2|1|1|1|0,1,0,0
32|0|1|0|0|0|2|1|1|1|5,1,0,0
