feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector
B6_run_z2,-0.03757010351399407,s02d_binned_timewalk_drift2,s02b_template,2,8661,2799,61,median_first4
B8_run_z2,0.042302218483637626,s02d_binned_timewalk_drift2,s02b_template,2,8661,2799,61,median_first4
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_intercept,56.676829071283116,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_log_amp,-177.39566813898352,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_log_amp2,92.38976417782293,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_inv_amp,0.38257880570776326,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_peak_sample,0.5951769267894199,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_area_over_amp,-1.0431686492854484,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B4_template_sse,-0.5313710750968524,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_intercept,-30.990621771620685,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_log_amp,19.395963769818753,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_log_amp2,-13.415230758543554,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_inv_amp,-0.8369900469539434,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_peak_sample,0.17255735485045023,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_area_over_amp,0.15665128166009606,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B6_template_sse,0.04633796058519331,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_intercept,-25.686203596303276,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_log_amp,17.651634989050596,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_log_amp2,-18.365790760285087,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_inv_amp,-1.5235243052981164,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_peak_sample,0.6984172227932339,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_area_over_amp,1.146260992794192,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
B8_template_sse,0.2244904831470627,s02d_global_timewalk_drift0,template_phase,0,8661,2799,61,median_first4
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_intercept,56.690640600105986,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_log_amp,-177.3387699696334,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_log_amp2,92.3809512065022,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_inv_amp,0.3832054462027382,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_peak_sample,0.5936984252781986,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_area_over_amp,-1.0454852395627119,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_template_sse,-0.5318079007143501,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_intercept,-30.962148232732837,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_log_amp,19.459612929326006,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_log_amp2,-13.449158473014455,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_inv_amp,-0.8363200982043326,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_peak_sample,0.1730804378365019,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_area_over_amp,0.1506442126429537,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_template_sse,0.04506563352878267,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_intercept,-25.728488669155436,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_log_amp,17.832038871174245,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_log_amp2,-18.449661252938856,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_inv_amp,-1.521552467547903,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_peak_sample,0.6984180508851672,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_area_over_amp,1.1454243730202929,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_template_sse,0.22438595454923052,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B4_run_z1,0.01216306776033983,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B6_run_z1,-0.015597610577071881,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
B8_run_z1,-0.004666500010746985,s02d_global_timewalk_drift1,template_phase,1,8661,2799,61,median_first4
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_intercept,57.340173954113425,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_log_amp,-179.35758999160367,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_log_amp2,93.22698647431717,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_inv_amp,0.3768980997990703,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_peak_sample,0.6161493408689982,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_area_over_amp,-1.0271315106933403,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_template_sse,-0.529312017105165,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_intercept,-31.165898613162955,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_log_amp,18.984226780937632,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_log_amp2,-13.287638671272976,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_inv_amp,-0.8417728103273094,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_peak_sample,0.18303837734656184,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_area_over_amp,0.1526432419891736,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_template_sse,0.045265266014421095,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_intercept,-26.174271583728615,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_log_amp,17.67227263624619,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_log_amp2,-18.37666787770146,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_inv_amp,-1.523585625383917,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_peak_sample,0.6983422111057237,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_area_over_amp,1.1455667172020816,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_template_sse,0.22440948559161508,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_run_z1,0.005255460990619094,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_run_z1,-0.019012059907920757,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_run_z1,-0.004626530863731365,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B4_run_z2,-0.0669589715162113,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B6_run_z2,-0.03590812741164723,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
B8_run_z2,0.00043151100091757345,s02d_global_timewalk_drift2,template_phase,2,8661,2799,61,median_first4
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_intercept,-63.056931413749396,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_log_amp,121.49023727656807,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_log_amp2,-65.15720728373107,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_inv_amp,-3.6109503450957345,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_peak_sample,0.6356644317473249,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_area_over_amp,2.8274537256096295,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B4_template_sse,0.5484287525613085,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_intercept,22.806559481223072,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_log_amp,-22.030152120856535,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_log_amp2,-1.2272759224901932,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_inv_amp,-1.6099803650898,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_peak_sample,-0.6500172243719289,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_area_over_amp,-0.31989059915914875,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B6_template_sse,0.34748364506129603,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_intercept,40.25037080260975,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_log_amp,-53.42046159394676,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_log_amp2,12.761429054179457,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_inv_amp,-2.183862129495276,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_peak_sample,-0.5547224943122624,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_area_over_amp,-0.5505217624092063,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
B8_template_sse,0.42024363240501,s02d_binned_timewalk_drift0,s02b_template,0,9039,2421,62,median_first4
intercept,0.0,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_intercept,-62.81594719927815,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_log_amp,121.55000045660002,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_log_amp2,-65.10465436529996,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_inv_amp,-3.6242349711855235,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_peak_sample,0.6219927924743923,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_area_over_amp,2.7949208714867027,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_template_sse,0.5410480933737951,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_intercept,22.93396949568292,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_log_amp,-21.81008501041875,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_log_amp2,-1.310550884271567,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_inv_amp,-1.602211102975419,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_peak_sample,-0.6485175488119047,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_area_over_amp,-0.3242081608653676,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_template_sse,0.3467392832968847,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_intercept,39.881976566799395,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_log_amp,-52.26735719160093,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_log_amp2,12.232667083835375,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_inv_amp,-2.1700328479382476,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_peak_sample,-0.5536023001751713,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_area_over_amp,-0.5561670476535178,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_template_sse,0.4196486758343992,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B4_run_z1,0.07493514813576997,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B6_run_z1,-0.02257636817149091,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
B8_run_z1,-0.035710425153157845,s02d_binned_timewalk_drift1,s02b_template,1,9039,2421,62,median_first4
intercept,0.0,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_intercept,-61.925277022124355,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_log_amp,119.66935404921958,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_log_amp2,-64.26481992311012,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_inv_amp,-3.6321947919191784,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_peak_sample,0.638707619775942,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_area_over_amp,2.773457714853546,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_template_sse,0.5304707718443086,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_intercept,22.691660043566152,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_log_amp,-21.78146386736329,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_log_amp2,-1.301346522252369,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_inv_amp,-1.6035141819240717,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_peak_sample,-0.6521820614387762,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_area_over_amp,-0.3231431147958026,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_template_sse,0.34736851665404744,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_intercept,39.23361585716508,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_log_amp,-51.596844943201745,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_log_amp2,11.986392017543437,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_inv_amp,-2.160961286399391,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_peak_sample,-0.5711202494505879,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_area_over_amp,-0.5640941845686196,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_template_sse,0.41790777709362653,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_run_z1,0.08186854831656566,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_run_z1,-0.02425511365897802,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_run_z1,-0.04452866019993502,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B4_run_z2,-0.057911808959658764,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B6_run_z2,0.013373011891200385,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
B8_run_z2,0.06795739327490828,s02d_binned_timewalk_drift2,s02b_template,2,9039,2421,62,median_first4
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_intercept,59.932037151394695,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_log_amp,-151.5143528538275,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_log_amp2,80.0495987585857,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_inv_amp,0.6804514810407244,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_peak_sample,0.5203625567382945,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_area_over_amp,-0.42378868171982115,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B4_template_sse,-0.29593156737636334,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_intercept,-11.590698988978982,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_log_amp,14.644938643342018,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_log_amp2,-10.582683571282818,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_inv_amp,-0.6324117070795552,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_peak_sample,0.2042941435770669,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_area_over_amp,0.004979141140600895,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B6_template_sse,0.016199512748650894,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_intercept,-48.34133697626828,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_log_amp,88.8161350502457,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_log_amp2,-50.54853043904675,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_inv_amp,-0.422738350037,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_peak_sample,0.7021734454023599,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_area_over_amp,1.2592966765111469,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
B8_template_sse,0.27551430799022336,s02d_global_timewalk_drift0,template_phase,0,9039,2421,62,median_first4
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_intercept,60.16681710864446,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_log_amp,-151.44831107072255,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_log_amp2,80.0799848062383,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_inv_amp,0.6707600640982209,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_peak_sample,0.5100448074224625,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_area_over_amp,-0.44834636550745843,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_template_sse,-0.3015047550659065,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_intercept,-11.54452044061279,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_log_amp,14.969733866379375,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_log_amp2,-10.699887215003578,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_inv_amp,-0.6192451140849692,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_peak_sample,0.20706243364069352,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_area_over_amp,-0.002991847139885844,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_template_sse,0.014823991490726919,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_intercept,-48.62229548626543,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_log_amp,89.80801489265892,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_log_amp2,-51.00332666014229,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_inv_amp,-0.4108359504313275,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_peak_sample,0.7031227256580582,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_area_over_amp,1.254481569914111,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_template_sse,0.27500560206890096,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B4_run_z1,0.056556774159446155,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B6_run_z1,-0.04164848064215451,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
B8_run_z1,-0.03035827644877778,s02d_global_timewalk_drift1,template_phase,1,9039,2421,62,median_first4
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_intercept,63.06409784218766,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_log_amp,-158.67997408498107,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_log_amp2,83.3088064114697,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_inv_amp,0.6380820008797777,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_peak_sample,0.5727485550360121,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_area_over_amp,-0.5288403903253188,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_template_sse,-0.34116616787979537,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_intercept,-12.870299784451726,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_log_amp,14.862553058853635,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_log_amp2,-10.574981247644397,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_inv_amp,-0.626758089687898,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_peak_sample,0.19429681414198963,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_area_over_amp,0.0007042838711316637,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_template_sse,0.017010778837826722,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_intercept,-50.19379680014556,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_log_amp,90.165017312066,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_log_amp2,-51.10556270563885,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_inv_amp,-0.40569194109595924,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_peak_sample,0.6853245609716367,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_area_over_amp,1.2468387049550187,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_template_sse,0.27331082957329594,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_run_z1,0.08256951245351897,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_run_z1,-0.047498218307989795,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_run_z1,-0.03935829984676824,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B4_run_z2,-0.21727346264660743,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B6_run_z2,0.0466018276177936,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
B8_run_z2,0.06937525272203157,s02d_global_timewalk_drift2,template_phase,2,9039,2421,62,median_first4
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_intercept,-58.1190425036529,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_log_amp,79.37693426138213,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_log_amp2,-44.28258501699868,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_inv_amp,-3.8798374546105854,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_peak_sample,0.4933801843833796,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_area_over_amp,2.977526573223839,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B4_template_sse,0.6712107302082415,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_intercept,27.68113580144042,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_log_amp,-59.933122305406194,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_log_amp2,16.144940656884913,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_inv_amp,-2.0920810909023118,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_peak_sample,-0.670121664049245,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_area_over_amp,-0.7233035158341881,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B6_template_sse,0.2727127436070503,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_intercept,30.43790541041488,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_log_amp,-61.69965232690707,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_log_amp2,15.450161301566201,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_inv_amp,-2.7038681054992746,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_peak_sample,-0.5126098991265557,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_area_over_amp,-1.2563332798087152,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
B8_template_sse,0.1360656432259741,s02d_binned_timewalk_drift0,s02b_template,0,10350,1110,63,median_first4
intercept,0.0,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_intercept,-57.03256819513861,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_log_amp,77.68061944108003,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_log_amp2,-43.416168951199154,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_inv_amp,-3.8967319816093706,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_peak_sample,0.48641820950375303,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_area_over_amp,2.9478976695941594,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B4_template_sse,0.6610617618083551,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_intercept,27.670360727494245,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_log_amp,-59.61237171802362,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_log_amp2,16.022280784621493,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_inv_amp,-2.087248925208912,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_peak_sample,-0.6702902930215396,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
B6_area_over_amp,-0.7315331322450827,s02d_binned_timewalk_drift1,s02b_template,1,10350,1110,63,median_first4
