feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector
B8_log_amp,53.652323081438425,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_log_amp2,-34.56632994208492,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_inv_amp,-0.9712424052939431,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_peak_sample,0.6598576588307978,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_area_over_amp,0.9783320061071082,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_template_sse,0.22892096674200765,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B4_run_z1,-0.025605295138734222,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B6_run_z1,-0.015724998238234564,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
B8_run_z1,0.02132664365645615,s02d_global_timewalk_drift1,template_phase,1,9171,2289,59,median_first4
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_intercept,71.92321348989458,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_log_amp,-213.59164122986155,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_log_amp2,109.9639191220972,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_inv_amp,0.31638473093185376,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_peak_sample,0.5381198554620553,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_area_over_amp,-0.19619116891378466,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_template_sse,-0.2345938383565478,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_intercept,-23.088762233738176,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_log_amp,-3.500938566831226,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_log_amp2,-1.2085089475093551,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_inv_amp,-0.6609261688215297,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_peak_sample,0.18776761693193386,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_area_over_amp,-0.06187953824741243,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_template_sse,-0.024334564039641668,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_intercept,-48.834449178823554,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_log_amp,53.933850417513156,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_log_amp2,-34.71661349535459,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_inv_amp,-0.9753804021154945,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_peak_sample,0.6501372364228656,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_area_over_amp,0.9716635412568096,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_template_sse,0.22615368195838942,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_run_z1,-0.03471943208053446,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_run_z1,-0.013459416709329824,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_run_z1,0.022957743381764237,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B4_run_z2,-0.1397396403203924,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B6_run_z2,0.03307702184727093,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
B8_run_z2,0.027384628870624633,s02d_global_timewalk_drift2,template_phase,2,9171,2289,59,median_first4
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_intercept,-11.456895487881736,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_log_amp,-56.53654346029179,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_log_amp2,19.18740868980966,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_inv_amp,-4.314581877171137,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_peak_sample,0.679932452742362,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_area_over_amp,2.8846263936613554,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B4_template_sse,0.6658318978637692,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_intercept,2.953313904286561,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_log_amp,-67.87667092454883,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_log_amp2,22.08075110319838,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_inv_amp,-2.067829095080187,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_peak_sample,-0.4353764713506102,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_area_over_amp,-0.7998958689574226,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B6_template_sse,0.07459833347475138,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_intercept,8.503581061622974,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_log_amp,-70.60312815675542,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_log_amp2,19.44531346938976,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_inv_amp,-2.7887452586250197,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_peak_sample,-0.4177760431954424,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_area_over_amp,-1.0216329987364643,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
B8_template_sse,0.11660843804411669,s02d_binned_timewalk_drift0,s02b_template,0,9036,2424,60,median_first4
intercept,0.0,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_intercept,-10.978143935656625,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_log_amp,-57.15863363519261,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_log_amp2,19.466538221963027,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_inv_amp,-4.327735570897468,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_peak_sample,0.6766471294280438,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_area_over_amp,2.880999398109676,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_template_sse,0.6644739488139172,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_intercept,3.0777503489559326,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_log_amp,-67.88965525378433,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_log_amp2,22.07845810565181,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_inv_amp,-2.069250111855655,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_peak_sample,-0.4354090719570526,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_area_over_amp,-0.7984080524702927,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_template_sse,0.0748108909655749,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_intercept,7.900393045462833,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_log_amp,-69.37108894366604,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_log_amp2,18.90704766026671,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_inv_amp,-2.7697088340123077,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_peak_sample,-0.41840080192168905,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_area_over_amp,-1.027816749531403,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_template_sse,0.11622782202389263,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B4_run_z1,0.047098512770547905,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B6_run_z1,0.005091923944417284,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
B8_run_z1,-0.03813553642735201,s02d_binned_timewalk_drift1,s02b_template,1,9036,2424,60,median_first4
intercept,0.0,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_intercept,-10.353283899952837,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_log_amp,-58.625424416531146,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_log_amp2,20.169159099520773,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_inv_amp,-4.321565347592272,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_peak_sample,0.6965587772238091,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_area_over_amp,2.8515606785392764,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_template_sse,0.651304516040239,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_intercept,2.8608916713223276,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_log_amp,-67.85806757061552,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_log_amp2,22.078102192400607,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_inv_amp,-2.0717182861497023,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_peak_sample,-0.4401963621994424,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_area_over_amp,-0.7957002056035546,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_template_sse,0.07563473681236041,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_intercept,7.492391660708279,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_log_amp,-68.99727746960684,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_log_amp2,18.753168091951704,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_inv_amp,-2.7680564170794724,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_peak_sample,-0.4297619654448834,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_area_over_amp,-1.0329068643886998,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_template_sse,0.11464472666215295,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_run_z1,0.026389599097429245,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_run_z1,0.010160586973684502,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_run_z1,-0.02541711936746692,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B4_run_z2,-0.06935301539658809,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B6_run_z2,0.01723894670300662,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
B8_run_z2,0.042963188199862994,s02d_binned_timewalk_drift2,s02b_template,2,9036,2424,60,median_first4
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_intercept,70.96557383789877,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_log_amp,-234.60420224201403,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_log_amp2,120.28887501640433,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_inv_amp,0.1171135618668351,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_peak_sample,0.4538410045123929,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_area_over_amp,-0.46172370502258886,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B4_template_sse,-0.31915798408299745,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_intercept,-28.168440435022415,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_log_amp,-16.037102928238518,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_log_amp2,4.7095098652124765,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_inv_amp,-0.8283818199120514,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_peak_sample,0.22235984416732912,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_area_over_amp,-0.43438538007246397,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B6_template_sse,-0.13216888486508158,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_intercept,-42.797137655667164,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_log_amp,21.930722931867376,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_log_amp2,-20.846127740697323,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_inv_amp,-1.4732411326888246,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_peak_sample,0.7275417103977092,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_area_over_amp,1.2739879042982012,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
B8_template_sse,0.29661445272551706,s02d_global_timewalk_drift0,template_phase,0,9036,2424,60,median_first4
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_intercept,71.08700738273029,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_log_amp,-234.80052072246207,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_log_amp2,120.37690303725796,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_inv_amp,0.11300651229997721,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_peak_sample,0.4528518735728731,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_area_over_amp,-0.46281370607838135,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_template_sse,-0.31956539931822847,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_intercept,-28.193127489625503,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_log_amp,-15.996898990059087,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_log_amp2,4.6978037402372745,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_inv_amp,-0.8268367721160934,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_peak_sample,0.22238436552204688,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_area_over_amp,-0.4355376118872696,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_template_sse,-0.13233328378952736,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_intercept,-42.89388415045156,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_log_amp,22.1063586316724,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_log_amp2,-20.92280118187839,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_inv_amp,-1.4705180647049327,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_peak_sample,0.727451754086194,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_area_over_amp,1.2730938269131944,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_template_sse,0.2965599538388044,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B4_run_z1,0.014174398725837777,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B6_run_z1,-0.0039431257214504935,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
B8_run_z1,-0.005539165945815133,s02d_global_timewalk_drift1,template_phase,1,9036,2424,60,median_first4
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_intercept,72.91011866370464,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_log_amp,-239.4214904110921,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_log_amp2,122.58859757463765,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_inv_amp,0.13142136408268376,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_peak_sample,0.5149018341665373,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_area_over_amp,-0.5545473527761152,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B4_template_sse,-0.3605993947331446,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B6_intercept,-28.99169854173116,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B6_log_amp,-15.951160961687572,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B6_log_amp2,4.720141603278002,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B6_inv_amp,-0.8352803807992714,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
B6_peak_sample,0.20750807381927075,s02d_global_timewalk_drift2,template_phase,2,9036,2424,60,median_first4
