run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,template_bin,q_template_rmse,label_saturation,label_dropout,label_baseline_excursion,label_pileup_or_long_tail,label_timing_tail,label_novel_early_pretrigger,label_novel_delayed_peak,label_novel_undershoot_recovery,label_novel_broad_template_mismatch,label_known_any,label_novel_any,label_curated_any,label_physics_tail_only,taxon,broad_width_source,q_template_only_source,p09a_strict_q_template_only_source,label_gallery_qtemplate_or_broad,broad_source,charge_area_proxy,charge_log_amp,pileup_score,baseline_score,timing_score,charge_score,baseline_lowering_score,prop_baseline_excursion,prop_baseline_lowering,prop_pileup_like,prop_charge_outlier,prop_timing_tail,prop_veto_like,label_broad_downstream_risk,label_broad_charge_outlier,label_broad_veto_like,source_index,score,method,normalized_waveform,p09b_reviewer_a_label,p09b_reviewer_b_label,p09b_consensus_label,p09b_reviewers_agree,p09b_consensus_curated_any,p09c_external_alpha_label,p09c_external_beta_label,p09c_fixed_morphology_label,p09c_external_reviewers_agree,reviewer_disagreement,curated_broad_by_review,p06_injected_transfer_prior,p06_phase_distance,p06_dropout_shape_energy,target_dropout,amp_bin,phase_bin
49,103595,13218,6971,sample_i_analysis,B2,0,0,8874.0,6,6.2679734,0.3315859,0.014492754,6,4.0,904.0,15620.0,1,0.8024566,2,0.33975658,0.0,3.1404824,18.0,5,0.4129823,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,6.26797342300415,9.090993614343615,0.518535805229631,19.255623294735056,0.0,2.134334058262054,-19.255623294735056,False,False,False,False,False,False,False,False,False,298540,0.00016026758,gradient_boosted_trees,"[-0.00034, -0.00056, 0.00034, 0.10153, 0.80246, -0.7602, 1.0, 0.7211, 0.51138, 0.56198, 0.50575, 0.4938, 0.41526, 0.36072, 0.33976, 0.38596, 0.41875, 0.4103]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,0.5,0.0,0,4,2
49,102991,12651,6367,sample_i_analysis,B6,2,4,2394.5,7,7.2603884,0.22264367,0.0006896552,7,6.0,12.0,9326.0,1,0.8784715,2,0.10586762,0.0,4.36492,18.0,2,0.13739716,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,7.260388374328613,7.781347256323177,1.0731987842423252,0.4046944556859571,0.0,0.9383681599445346,0.1523043650431021,False,False,False,False,False,False,False,False,False,298284,1.5515637,traditional_robust_broad_veto,"[-0.00188, -0.00439, 0.00188, 0.00313, 0.06619, 0.43287, 0.85258, 1.0, 0.97202, 0.87847, 0.77031, 0.67133, 0.5427, 0.40614, 0.26749, 0.17394, 0.12174, 0.10587]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,1.5,0.0,0,0,3
49,100214,10056,3592,sample_i_analysis,B2,0,0,5068.5,8,10.538029,0.36864406,0.066934474,15,552.0,3674.0,12377.0,1,0.78218406,2,0.6150735,0.0,2.1845136,18.0,4,0.27552155,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,10.538028717041016,8.530997472392635,1.1605223025073357,147.71347632537436,0.0,3.011538148502628,-79.52463631893404,False,False,False,False,False,False,False,False,False,296906,35.16759,traditional_robust_broad_veto,"[-0.11137, -0.10644, 0.10644, 0.6135, 0.69912, 0.61132, 0.55628, 0.81928, 1.0, 0.96705, 0.78218, 0.63559, 0.62119, 0.63401, 0.63086, 0.61507, 0.71313, 0.75081]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,2.5,0.0,0,3,3
57,368230,4778,10579,sample_i_analysis,B2,0,0,1061.5,5,4.5021195,0.0,0.16212003,6,317.0,1169.0,8165.0,1,0.77390486,2,-0.26895902,-0.9439472,1.9203961,1.9203961,1,0.44138187,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,4.502119541168213,6.968379900798572,0.3102002328126482,84.31134493457441,-5.8869835694162775,4.262376386996504,-25.02143139993821,False,False,False,False,False,False,False,False,False,491725,24.871136,traditional_robust_broad_veto,"[-0.3594, -0.23787, 0.23787, 0.74187, 0.96985, 1.0, 0.91145, 0.7739, 0.6081, 0.44324, 0.26519, 0.09185, -0.03533, -0.11446, -0.15026, -0.16816, -0.20678, -0.26896]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,baseline_excursion,unassigned_common,novel_broad_template_mismatch,False,True,True,0.0,0.5,0.1253088371565767,0,0,2
57,361711,15058,4060,sample_i_analysis,B2,0,0,1810.5,6,0.87931496,0.0,0.2323171,6,1121.0,3199.0,10097.0,1,0.96796465,2,-0.7779619,-3.79757,1.7365121,1.7365121,2,0.7028879,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,0.8793149590492249,7.501910510335132,1.7262096499140194,301.22757318224745,-5.954306262042627,8.628242429925757,-69.18969726243783,False,False,False,False,False,False,False,False,False,488918,74.44589,traditional_robust_broad_veto,"[-0.81552, -0.42281, 0.42281, 0.95139, 0.96796, 0.87904, 1.0, 0.8691, 0.55758, 0.26263, 0.00469, -0.23723, -0.38525, -0.48357, -0.56918, -0.63104, -0.71334, -0.77796]",novel_broad_template_mismatch,dropout,novel_broad_template_mismatch,False,True,dropout,dropout,dropout,True,True,True,0.0,0.5,0.5771988954027328,0,0,2
57,376955,12902,19302,sample_i_analysis,B2,0,0,1171.0,12,6.6541414,0.631525,0.003078107,7,2.5,24.0,7912.0,2,0.83176774,2,0.37745517,0.0,8.374572,18.0,1,0.48221576,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,6.654141426086426,7.066466970136958,8.527168845817545,0.1087888321736443,0.0,1.6689604138087877,-0.1087888321736443,False,False,False,False,False,False,False,False,False,495613,-0.7925056,ridge_scalar,"[-0.00085, -0.00342, 0.00085, 0.01964, 0.03245, 0.03672, 0.02477, 0.0205, 0.06917, 0.41845, 0.83177, 0.99915, 1.0, 0.90863, 0.76687, 0.63279, 0.51921, 0.37746]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,6.5,0.0,0,0,4
62,541642,2535,3575,sample_ii_analysis,B2,0,0,4521.5,13,4.956541,0.9849556,0.00074891513,6,8.0,-20.0,11303.0,1,0.81377864,4,0.7892292,0.0,11.2463045,18.0,4,0.5365974,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,4.956541061401367,8.41682021726945,18.43126727285141,0.9442870632672332,0.0,3.7147499723247512,0.8485528909544262,False,False,False,False,False,False,False,False,False,576944,0.07848164,hybrid_gated_cnn_tabular,"[0.00232, 0.00144, -0.00144, -0.0021, -0.00498, -0.00697, -0.01028, -0.01161, -0.0094, -0.00807, -0.00896, 0.07177, 0.59239, 1.0, 0.94338, 0.78923, 0.80604, 0.81378]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_delayed_peak,novel_delayed_peak,False,True,False,0.0,7.5,0.0,0,3,4
62,538935,18,868,sample_ii_analysis,B2,0,0,5213.5,6,8.852978,0.37735844,0.00021662368,10,4.0,17.0,11949.0,2,0.8150954,2,0.3593555,0.0,4.4349656,18.0,4,0.12363892,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.852977752685547,8.559198485561268,1.404723142014679,0.0435155328694577,0.0,0.980871956294774,0.0435155328694577,False,False,False,False,False,False,False,False,False,575552,0.1537052,mlp_scalar_nn,"[-0.00144, -0.0001, 0.0001, 0.00182, 0.02963, 0.42131, 1.0, 0.99578, 0.8151, 0.74854, 0.75046, 0.75046, 0.70116, 0.63556, 0.60372, 0.57725, 0.46428, 0.35936]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,0.5,0.0,0,3,2
62,539056,134,989,sample_ii_analysis,B2,0,0,4685.0,16,11.436712,0.42687616,0.010728814,14,6.5,575.0,11682.0,1,0.92998934,10,0.9509072,0.0,3.1552823,18.0,4,0.2548638,False,False,False,False,False,False,True,False,True,False,True,True,False,novel_delayed_peak,True,False,False,True,broad_width,11.436712265014648,8.452334619067742,2.792345894879504,12.097318137709255,0.0,4.094547705463711,-12.097318137709255,False,False,False,False,False,False,False,False,False,575612,0.16340949,mlp_scalar_nn,"[-0.00085, 0.00085, -0.00192, 0.12188, 0.62497, 0.87022, 0.92999, 0.87684, 0.83885, 0.80555, 0.76862, 0.71846, 0.66062, 0.62604, 0.71014, 0.93554, 1.0, 0.95091]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,0.0,9.0,0.0,0,3,4
62,550033,9862,11966,sample_ii_analysis,B2,0,0,2081.5,7,3.0050447,0.12894982,0.08534697,5,551.0,2580.0,11452.0,1,0.53687245,2,-0.7501802,-1.9754984,1.8901594,1.8901594,2,0.41966823,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,3.00504469871521,7.641324374040998,-1.4193704890079937,147.44368002158373,-5.898053685380571,6.066511296908285,-55.721639839340654,False,False,False,False,False,False,False,False,False,581050,-0.51006997,ridge_scalar,"[-0.96637, -0.25631, 0.25631, 0.27312, 0.19241, 0.53687, 0.96541, 1.0, 0.75931, 0.50949, 0.45616, 0.45424, 0.46769, 0.33221, -0.14437, -0.45952, -0.62143, -0.75018]",unassigned_common,novel_broad_template_mismatch,unassigned_common,False,False,dropout,dropout,dropout,True,True,False,0.0,1.5,0.367297929500887,0,0,3
62,553439,13043,15372,sample_ii_analysis,B2,0,0,1250.5,9,7.9200325,0.30220833,0.0018150649,8,6.5,-18.0,8012.0,1,0.8672531,2,0.14194322,0.0,4.9333334,18.0,1,0.17675023,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,7.920032501220703,7.132098110871829,0.9913409391645358,0.8050373580849685,0.0,0.1434266087964958,0.8050373580849685,False,False,False,False,False,False,False,False,False,582828,-0.8465807,ridge_scalar,"[0.01, 0.0044, -0.006, -0.0044, 0.0052, 0.21391, 0.62735, 0.86725, 0.97201, 1.0, 0.97121, 0.86246, 0.73451, 0.58737, 0.43782, 0.29948, 0.19552, 0.14194]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,3.5,0.0,0,0,3
62,568743,10962,30676,sample_ii_analysis,B2,0,0,1845.0,7,2.1967478,0.17425449,0.02207365,7,104.0,989.0,11082.0,1,0.604336,4,-0.76368564,-2.0650406,5.4363637,7.654032,2,0.3851593,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,2.1967477798461914,7.520776415062797,-0.9271043660029888,26.84473222716849,-3.787813593462441,7.0405953223376985,-21.10503344168701,False,False,False,False,False,False,False,False,False,590655,-0.6978743,ridge_scalar,"[-0.52629, -0.00976, 0.10298, 0.00976, -0.15827, -0.15122, 0.65366, 1.0, 0.78049, 0.53008, 0.53604, 0.60434, 0.59404, 0.29593, -0.17398, -0.46179, -0.66558, -0.76369]",novel_broad_template_mismatch,dropout,novel_broad_template_mismatch,False,True,dropout,dropout,dropout,True,True,True,0.0,1.5,0.343164064276194,0,0,3
62,545558,6183,7491,sample_ii_analysis,B2,0,0,1963.5,6,3.3302774,0.04508122,0.13469613,8,922.5,3102.0,10992.0,1,0.8156353,2,-0.73975044,-2.1647568,1.7378558,1.7378558,2,0.47793114,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,3.330277442932129,7.582993038998515,0.61469777736965,247.67300687980577,-5.953814303442583,5.674571140645474,-67.07919391826913,False,False,False,False,False,False,False,False,False,578870,58.64942,traditional_robust_broad_veto,"[-1.06061, -0.42042, 0.42042, 0.51923, 0.42246, 0.72091, 1.0, 0.97504, 0.81564, 0.64757, 0.5727, 0.56761, 0.31449, -0.0578, -0.28088, -0.46575, -0.62058, -0.73975]",novel_broad_template_mismatch,dropout,novel_broad_template_mismatch,False,True,dropout,dropout,dropout,True,True,True,0.0,0.5,0.3731914250549628,0,0,2
62,572824,14743,34757,sample_ii_analysis,B2,0,0,3254.5,12,6.5371027,0.8071658,0.00023479137,7,2.5,3.0,9987.0,1,0.9674297,2,0.6472576,0.0,9.47701,18.0,3,0.5670974,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,6.537102699279785,8.088101152676916,13.449107811707556,0.348124262955662,0.0,1.8100045666164768,0.348124262955662,False,False,False,False,False,False,False,False,False,592754,0.081006214,hybrid_gated_cnn_tabular,"[-0.00046, 0.00108, -0.00261, 0.00046, 0.00015, -0.00138, -0.00138, -0.00046, 0.00323, 0.04317, 0.37195, 0.84176, 1.0, 0.96528, 0.96743, 0.94316, 0.75849, 0.64726]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,6.5,0.0,0,1,4
62,541787,2672,3720,sample_ii_analysis,B6,2,4,3314.0,7,8.42094,0.32713595,0.00028658428,8,4.0,-8.0,10247.0,1,0.97917926,4,0.23114061,0.0,5.0669317,18.0,3,0.08890882,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.420940399169922,8.106212902619962,1.808040094949092,0.5874596937376797,0.0,0.4602208507119175,0.5874596937376797,False,False,False,False,False,False,False,False,False,577014,-0.031212457,cnn1d_waveform_nn,"[0.00151, 0.00091, -0.00151, -0.00091, 0.0006, 0.16445, 0.69553, 1.0, 0.9825, 0.8796, 0.96349, 0.97918, 0.83253, 0.61165, 0.45926, 0.3455, 0.2755, 0.23114]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,True,True,0.0,1.5,0.0,0,1,3
64,636077,8291,23394,sample_ii_calib,B4,1,2,1347.0,4,3.2531552,0.0,0.18422753,6,517.5,1720.0,9010.0,1,0.8522643,2,-0.39346695,-1.7208612,1.8640541,1.8640541,1,0.39324054,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,3.25315523147583,7.206377291472252,0.8819708416709686,138.40550384459735,-5.90761122068467,5.767511633713893,-37.009960705473816,False,False,False,False,False,False,False,False,False,623538,35.242813,traditional_robust_broad_veto,"[-0.49369, -0.27468, 0.27468, 0.78322, 1.0, 0.97476, 0.85226, 0.72606, 0.56719, 0.38976, 0.17446, -0.04529, -0.18634, -0.23237, -0.25316, -0.27914, -0.33111, -0.39347]",novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,True,dropout,baseline_excursion,dropout,False,True,True,0.0,1.5,0.18051501520517851,0,0,1
64,643402,15105,30718,sample_ii_calib,B4,1,2,1837.0,12,6.168209,0.7178256,0.0017450483,7,10.0,-35.0,8874.0,1,0.82090366,2,0.44365814,0.0,9.009573,18.0,2,0.46068588,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,6.168209075927734,7.516433302915632,10.945549373640164,1.4838796708485096,0.0,2.2545607404700063,1.1749193874753594,False,False,False,False,False,False,False,False,False,625825,8.063663,traditional_robust_broad_veto,"[0.00925, 0.00163, -0.00163, -0.0098, -0.0098, -0.01524, -0.01633, -0.01252, -0.00544, 0.19597, 0.61677, 0.93685, 1.0, 0.93087, 0.8209, 0.71203, 0.57104, 0.44366]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,6.5,0.0,0,0,4
64,616973,6861,4291,sample_ii_calib,B4,1,2,2440.0,5,6.9639344,0.067390814,0.10048908,7,296.0,1773.0,9750.0,1,0.8959016,2,0.013934426,0.0,2.1651144,18.0,2,0.3624008,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,6.963934421539307,7.80016307039296,1.200382388872467,78.645622554971,0.0,1.295626802092425,-38.16312232651445,False,False,False,False,False,False,False,False,False,615128,21.37356,traditional_robust_broad_veto,"[-0.12254, -0.12008, 0.12008, 0.6041, 0.95205, 1.0, 0.99262, 0.8959, 0.72213, 0.60451, 0.4873, 0.34221, 0.21025, 0.10984, 0.0627, 0.04549, 0.04344, 0.01393]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,0.5,0.0,0,0,2
64,625656,14941,12974,sample_ii_calib,B6,2,4,3899.0,13,5.1467037,0.9832058,0.001739044,6,17.5,49.0,10828.0,1,0.87560916,4,0.8330341,0.0,11.266217,18.0,3,0.5549294,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,5.146703720092773,8.268731832117737,18.38223268364724,3.507351949278295,0.0,3.485583679913706,-0.6527329930418663,False,False,False,False,False,False,False,False,False,618953,10.596987,traditional_robust_broad_veto,"[-0.00641, -0.00282, 0.00282, 0.00616, 0.0059, 0.00128, -0.00051, -0.00154, 0.00205, 0.00026, -0.00385, 0.06822, 0.56322, 1.0, 0.9487, 0.83303, 0.85458, 0.87561]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_delayed_peak,novel_delayed_peak,False,True,False,0.0,7.5,0.0,0,2,4
64,644587,16205,31903,sample_ii_calib,B4,1,2,3016.5,7,8.05702,0.28694186,0.0010689909,8,9.0,-33.0,10041.0,1,0.99204373,3,0.1868059,0.0,4.8013315,18.0,3,0.05865683,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.05702018737793,8.012183952971686,1.9019091619271395,1.2140833670578717,0.0,0.0216581684076537,1.1314038546059015,False,False,False,False,False,False,False,False,False,626267,1.3345839e-05,gradient_boosted_trees,"[0.0068, 0.00182, -0.00182, -0.00414, 0.0005, 0.24946, 0.78684, 1.0, 0.96154, 0.9453, 0.99204, 0.80507, 0.66219, 0.54086, 0.4119, 0.28924, 0.22261, 0.18681]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,1.5,0.0,0,1,3
