charge_bin,baseline_bin,width_bin,baseline_lowering,topology_bin,downstream_bin,anomaly_taxon,stave,sum,count,low_count,effective_pairs,supported,score,fold
0,0,0,1,1,0,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,0,0,1,2,1,broad_pulse,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
0,0,0,1,2,1,long_tail,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
0,0,0,1,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,0,0,1,3,1,long_tail,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
0,0,1,0,1,0,broad_pulse,B2,1,2,1,1,False,0.8061224489795917,family_b_to_a
0,1,0,0,1,0,broad_pulse,B2,423,639,216,216,True,0.6655694535878868,family_b_to_a
0,1,0,0,1,0,long_tail,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
0,1,0,0,2,1,broad_pulse,B2,8,9,1,1,False,0.8707482993197279,family_b_to_a
0,1,0,0,2,1,long_tail,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
0,1,0,0,3,1,broad_pulse,B2,5,6,1,1,False,0.8492063492063492,family_b_to_a
0,1,0,0,3,1,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,1,1,0,1,0,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,1,0,broad_pulse,B2,444,590,146,146,True,0.7546274323682961,family_b_to_a
0,2,0,0,1,0,early_pretrigger,B2,156,177,21,21,True,0.8798185941043083,family_b_to_a
0,2,0,0,1,0,negative_dropout,B2,11,13,2,2,False,0.8514285714285714,family_b_to_a
0,2,0,0,1,0,nominal,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,1,1,broad_pulse,B4,10,10,0,0,False,0.922077922077922,family_b_to_a
0,2,0,0,1,1,broad_pulse,B6,18,23,5,5,False,0.8081632653061224,family_b_to_a
0,2,0,0,1,1,broad_pulse,B8,8,9,1,1,False,0.8707482993197279,family_b_to_a
0,2,0,0,1,1,early_pretrigger,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,1,1,early_pretrigger,B6,2,3,1,1,False,0.819047619047619,family_b_to_a
0,2,0,0,1,1,long_tail,B4,4,4,0,0,False,0.8928571428571428,family_b_to_a
0,2,0,0,1,1,long_tail,B8,2,2,0,0,False,0.8775510204081632,family_b_to_a
0,2,0,0,2,1,broad_pulse,B2,19,20,1,1,False,0.9151785714285714,family_b_to_a
0,2,0,0,2,1,broad_pulse,B4,53,56,3,3,False,0.930672268907563,family_b_to_a
0,2,0,0,2,1,broad_pulse,B6,5,5,0,0,False,0.8991596638655461,family_b_to_a
0,2,0,0,2,1,broad_pulse,B8,5,8,3,3,False,0.7642857142857142,family_b_to_a
0,2,0,0,2,1,early_pretrigger,B2,1,2,1,1,False,0.8061224489795917,family_b_to_a
0,2,0,0,2,1,early_pretrigger,B4,4,4,0,0,False,0.8928571428571428,family_b_to_a
0,2,0,0,2,1,long_tail,B4,21,24,3,3,False,0.8690476190476191,family_b_to_a
0,2,0,0,2,1,long_tail,B6,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,2,1,long_tail,B8,0,1,1,0,False,0.7912087912087912,family_b_to_a
0,2,0,0,3,1,broad_pulse,B2,13,15,2,2,False,0.8624338624338624,family_b_to_a
0,2,0,0,3,1,broad_pulse,B4,56,62,6,6,False,0.8957528957528956,family_b_to_a
0,2,0,0,3,1,broad_pulse,B6,50,55,5,5,False,0.8997867803837953,family_b_to_a
0,2,0,0,3,1,broad_pulse,B8,17,18,1,1,False,0.9095238095238095,family_b_to_a
0,2,0,0,3,1,early_pretrigger,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,3,1,early_pretrigger,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,3,1,late_activity,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,0,3,1,long_tail,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
0,2,0,0,3,1,long_tail,B4,16,16,0,0,False,0.9387755102040816,family_b_to_a
0,2,0,0,3,1,long_tail,B6,11,14,3,3,False,0.8186813186813187,family_b_to_a
0,2,0,0,3,1,long_tail,B8,3,4,1,1,False,0.8303571428571428,family_b_to_a
0,2,0,1,1,1,broad_pulse,B4,1,2,1,1,False,0.8061224489795917,family_b_to_a
0,2,0,1,2,1,broad_pulse,B4,9,10,1,1,False,0.8766233766233765,family_b_to_a
0,2,0,1,2,1,broad_pulse,B8,0,1,1,0,False,0.7912087912087912,family_b_to_a
0,2,0,1,2,1,long_tail,B4,2,2,0,0,False,0.8775510204081632,family_b_to_a
0,2,0,1,2,1,long_tail,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,0,1,3,1,broad_pulse,B4,3,4,1,1,False,0.8303571428571428,family_b_to_a
0,2,0,1,3,1,broad_pulse,B6,2,3,1,1,False,0.819047619047619,family_b_to_a
0,2,0,1,3,1,broad_pulse,B8,3,3,0,0,False,0.8857142857142857,family_b_to_a
0,2,0,1,3,1,long_tail,B4,3,3,0,0,False,0.8857142857142857,family_b_to_a
0,2,0,1,3,1,long_tail,B6,3,3,0,0,False,0.8857142857142857,family_b_to_a
0,2,0,1,3,1,long_tail,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,1,0,1,0,broad_pulse,B2,1,2,1,1,False,0.8061224489795917,family_b_to_a
0,2,1,0,2,1,broad_pulse,B2,1,2,1,1,False,0.8061224489795917,family_b_to_a
0,2,1,0,2,1,broad_pulse,B4,4,4,0,0,False,0.8928571428571428,family_b_to_a
0,2,1,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,1,1,2,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,2,0,1,0,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
0,2,2,0,2,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,0,0,0,1,0,broad_pulse,B2,283,352,69,69,True,0.8057299843014128,family_b_to_a
1,0,0,0,1,0,long_tail,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,0,0,0,2,1,broad_pulse,B2,5,5,0,0,False,0.8991596638655461,family_b_to_a
1,0,0,0,3,1,broad_pulse,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
1,0,0,1,1,0,broad_pulse,B2,121,155,34,34,True,0.7861420017108639,family_b_to_a
1,0,0,1,1,0,long_tail,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,0,0,1,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,0,1,0,1,0,broad_pulse,B2,170,226,56,56,True,0.7575030012004802,family_b_to_a
1,0,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,0,1,1,1,0,broad_pulse,B2,66,88,22,22,True,0.7628571428571428,family_b_to_a
1,0,1,1,2,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,1,0,0,1,0,broad_pulse,B2,384,469,85,85,True,0.8197208197208197,family_b_to_a
1,1,0,0,1,0,long_tail,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,1,0,0,2,1,broad_pulse,B2,8,8,0,0,False,0.9142857142857143,family_b_to_a
1,1,1,0,1,0,broad_pulse,B2,244,337,93,93,True,0.7286123618501842,family_b_to_a
1,1,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
1,1,1,0,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,1,2,0,1,0,broad_pulse,B2,5,6,1,1,False,0.8492063492063492,family_b_to_a
1,1,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,1,0,broad_pulse,B2,329,394,65,65,True,0.8356790992258972,family_b_to_a
1,2,0,0,1,0,early_pretrigger,B2,7,9,2,2,False,0.8231292517006802,family_b_to_a
1,2,0,0,1,0,long_tail,B2,5,6,1,1,False,0.8492063492063492,family_b_to_a
1,2,0,0,1,0,negative_dropout,B2,28,29,1,1,False,0.9337979094076655,family_b_to_a
1,2,0,0,1,0,nominal,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,1,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,1,1,broad_pulse,B6,15,17,2,2,False,0.8719211822660098,family_b_to_a
1,2,0,0,1,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,1,1,long_tail,B6,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
1,2,0,0,2,1,broad_pulse,B4,20,20,0,0,False,0.9464285714285714,family_b_to_a
1,2,0,0,2,1,broad_pulse,B6,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,2,0,0,2,1,broad_pulse,B8,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,2,0,0,2,1,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,0,2,1,long_tail,B4,11,11,0,0,False,0.9254658385093167,family_b_to_a
1,2,0,0,3,1,broad_pulse,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
1,2,0,0,3,1,broad_pulse,B6,10,12,2,2,False,0.8452380952380952,family_b_to_a
1,2,0,0,3,1,broad_pulse,B8,4,4,0,0,False,0.8928571428571428,family_b_to_a
1,2,0,0,3,1,long_tail,B6,3,3,0,0,False,0.8857142857142857,family_b_to_a
1,2,0,0,3,1,long_tail,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,1,1,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,1,2,1,broad_pulse,B4,3,3,0,0,False,0.8857142857142857,family_b_to_a
1,2,0,1,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,1,3,1,broad_pulse,B6,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,0,1,3,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,1,0,1,0,broad_pulse,B2,212,267,55,55,True,0.7967229902713774,family_b_to_a
1,2,1,0,1,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,1,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
1,2,1,0,2,1,broad_pulse,B4,8,8,0,0,False,0.9142857142857143,family_b_to_a
1,2,1,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,1,0,3,1,broad_pulse,B6,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,1,0,3,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,1,1,2,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,2,0,1,0,broad_pulse,B2,21,28,7,7,False,0.7821428571428571,family_b_to_a
1,2,2,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
1,2,2,0,2,1,broad_pulse,B4,5,5,0,0,False,0.8991596638655461,family_b_to_a
1,2,2,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
1,2,2,0,3,1,broad_pulse,B8,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,0,0,0,1,0,broad_pulse,B2,266,286,20,20,True,0.9271332694151486,family_b_to_a
2,0,0,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,0,0,0,3,1,broad_pulse,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
2,0,0,1,1,0,broad_pulse,B2,127,135,8,8,True,0.9339164237123421,family_b_to_a
2,0,0,1,1,0,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,0,0,1,2,1,broad_pulse,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
2,0,0,1,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,0,1,0,1,0,broad_pulse,B2,291,328,37,37,True,0.8861344537815126,family_b_to_a
2,0,1,0,2,1,broad_pulse,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
2,0,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,0,1,1,1,0,broad_pulse,B2,86,96,10,10,True,0.8915343915343915,family_b_to_a
2,0,2,0,1,0,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,1,0,0,1,0,broad_pulse,B2,382,411,29,29,True,0.9273893954745018,family_b_to_a
2,1,0,0,2,1,broad_pulse,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
2,1,0,0,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,1,1,0,1,0,broad_pulse,B2,435,494,59,59,True,0.8800112930547713,family_b_to_a
2,1,1,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,1,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,1,2,0,1,0,broad_pulse,B2,1,2,1,1,False,0.8061224489795917,family_b_to_a
2,2,0,0,1,0,broad_pulse,B2,290,310,20,20,True,0.932564330079858,family_b_to_a
2,2,0,0,1,0,early_pretrigger,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,0,0,1,0,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,0,0,1,0,negative_dropout,B2,5,5,0,0,False,0.8991596638655461,family_b_to_a
2,2,0,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
2,2,0,0,2,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,0,0,2,1,long_tail,B4,2,2,0,0,False,0.8775510204081632,family_b_to_a
2,2,0,0,3,1,broad_pulse,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
2,2,0,0,3,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,0,1,2,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,0,1,2,1,long_tail,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,1,0,1,0,broad_pulse,B2,346,382,36,36,True,0.9042784626540972,family_b_to_a
2,2,1,0,2,1,broad_pulse,B2,5,5,0,0,False,0.8991596638655461,family_b_to_a
2,2,1,0,3,1,broad_pulse,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
2,2,2,0,1,0,broad_pulse,B2,11,16,5,5,False,0.7602040816326531,family_b_to_a
2,2,2,0,2,1,broad_pulse,B2,2,3,1,1,False,0.819047619047619,family_b_to_a
2,2,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
2,2,2,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
3,0,0,0,1,0,broad_pulse,B2,264,292,28,28,True,0.9022556390977443,family_b_to_a
3,0,0,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
3,0,0,1,1,0,broad_pulse,B2,112,120,8,8,True,0.9264069264069263,family_b_to_a
3,0,0,1,3,1,broad_pulse,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
3,0,1,0,1,0,broad_pulse,B2,350,378,28,28,True,0.9238095238095237,family_b_to_a
3,0,1,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
3,0,1,0,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
3,0,1,1,1,0,broad_pulse,B2,109,114,5,5,False,0.9467120181405895,family_b_to_a
3,1,0,0,1,0,broad_pulse,B2,373,407,34,34,True,0.914763041254688,family_b_to_a
3,1,0,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
3,1,0,0,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
3,1,1,0,1,0,broad_pulse,B2,448,499,51,51,True,0.8968409281520827,family_b_to_a
3,1,1,0,2,1,broad_pulse,B2,4,5,1,1,False,0.8403361344537814,family_b_to_a
3,1,2,0,1,0,broad_pulse,B2,2,4,2,2,False,0.7678571428571428,family_b_to_a
3,2,0,0,1,0,broad_pulse,B2,253,271,18,18,True,0.9303382130237253,family_b_to_a
3,2,0,0,1,0,long_tail,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
3,2,0,0,2,1,broad_pulse,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
3,2,0,0,2,1,broad_pulse,B8,1,1,0,0,False,0.868131868131868,family_b_to_a
3,2,0,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
3,2,1,0,1,0,broad_pulse,B2,356,387,31,31,True,0.9180093089867526,family_b_to_a
3,2,1,0,2,1,broad_pulse,B2,3,4,1,1,False,0.8303571428571428,family_b_to_a
3,2,1,0,3,1,broad_pulse,B4,1,1,0,0,False,0.868131868131868,family_b_to_a
3,2,2,0,1,0,broad_pulse,B2,8,12,4,4,False,0.7619047619047619,family_b_to_a
3,2,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
4,0,0,0,1,0,broad_pulse,B2,293,314,21,21,True,0.9303242769500438,family_b_to_a
4,0,0,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
4,0,0,0,3,1,broad_pulse,B2,5,5,0,0,False,0.8991596638655461,family_b_to_a
4,0,0,1,1,0,broad_pulse,B2,109,124,15,15,True,0.8771008403361344,family_b_to_a
4,0,0,1,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,0,0,1,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,0,1,0,1,0,broad_pulse,B2,315,351,36,36,True,0.8961038961038961,family_b_to_a
4,0,1,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,0,1,0,3,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,0,1,1,1,0,broad_pulse,B2,115,125,10,10,True,0.9144942648592284,family_b_to_a
4,0,1,1,2,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
4,0,2,0,1,0,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
4,1,0,0,1,0,broad_pulse,B2,369,427,58,58,True,0.8639765701269118,family_b_to_a
4,1,0,0,2,1,broad_pulse,B2,8,8,0,0,False,0.9142857142857143,family_b_to_a
4,1,0,0,3,1,broad_pulse,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
4,1,1,0,1,0,broad_pulse,B2,400,453,53,53,True,0.8823348694316436,family_b_to_a
4,1,1,0,2,1,broad_pulse,B2,5,5,0,0,False,0.8991596638655461,family_b_to_a
4,1,1,0,3,1,broad_pulse,B2,4,5,1,1,False,0.8403361344537814,family_b_to_a
4,1,2,0,1,0,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
4,2,0,0,1,0,broad_pulse,B2,255,276,21,21,True,0.9211309523809523,family_b_to_a
4,2,0,0,2,1,broad_pulse,B2,3,4,1,1,False,0.8303571428571428,family_b_to_a
4,2,0,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
4,2,1,0,1,0,broad_pulse,B2,357,381,24,24,True,0.9345692475463467,family_b_to_a
4,2,1,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,2,1,0,2,1,broad_pulse,B4,0,1,1,0,False,0.7912087912087912,family_b_to_a
4,2,1,0,3,1,broad_pulse,B2,3,3,0,0,False,0.8857142857142857,family_b_to_a
4,2,2,0,1,0,broad_pulse,B2,9,11,2,2,False,0.8385093167701863,family_b_to_a
4,2,2,0,2,1,broad_pulse,B2,2,2,0,0,False,0.8775510204081632,family_b_to_a
4,2,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.868131868131868,family_b_to_a
