alpha_global,alpha_dev,fold,sigma68_ns,n_pair_residuals,heldout_run,model,alpha
1.0,1.0,1,1.1300125217216512,2640,61,traditional_hierarchical,
1.0,1.0,2,1.2001876131452696,3399,61,traditional_hierarchical,
1.0,1.0,-1,1.1390833060206254,0,61,traditional_hierarchical,
1.0,10.0,0,1.4434659239930223,2622,61,traditional_hierarchical,
1.0,10.0,1,1.4590463531209115,2640,61,traditional_hierarchical,
1.0,10.0,2,1.5337898262840084,3399,61,traditional_hierarchical,
1.0,10.0,-1,1.478767367799314,0,61,traditional_hierarchical,
1.0,100.0,0,1.5007974578884866,2622,61,traditional_hierarchical,
1.0,100.0,1,1.5234960561733324,2640,61,traditional_hierarchical,
1.0,100.0,2,1.5866348803519241,3399,61,traditional_hierarchical,
1.0,100.0,-1,1.5369761314712476,0,61,traditional_hierarchical,
1.0,1000.0,0,1.4880789294109744,2622,61,traditional_hierarchical,
1.0,1000.0,1,1.5513413780603962,2640,61,traditional_hierarchical,
1.0,1000.0,2,1.5972400756511584,3399,61,traditional_hierarchical,
1.0,1000.0,-1,1.545553461040843,0,61,traditional_hierarchical,
1.0,10000.0,0,1.48417497690295,2622,61,traditional_hierarchical,
1.0,10000.0,1,1.5638269066688815,2640,61,traditional_hierarchical,
1.0,10000.0,2,1.598101058843217,3399,61,traditional_hierarchical,
1.0,10000.0,-1,1.548700980805016,0,61,traditional_hierarchical,
10.0,1.0,0,1.7368016615119597,2622,61,traditional_hierarchical,
10.0,1.0,1,1.8503356080939668,2640,61,traditional_hierarchical,
10.0,1.0,2,1.8672545376229446,3399,61,traditional_hierarchical,
10.0,1.0,-1,1.8181306024096235,0,61,traditional_hierarchical,
10.0,10.0,0,1.062948542651467,2622,61,traditional_hierarchical,
10.0,10.0,1,1.119741161616255,2640,61,traditional_hierarchical,
10.0,10.0,2,1.1799072841273468,3399,61,traditional_hierarchical,
10.0,10.0,-1,1.1208656627983562,0,61,traditional_hierarchical,
10.0,100.0,0,1.4231783475389825,2622,61,traditional_hierarchical,
10.0,100.0,1,1.478559509993944,2640,61,traditional_hierarchical,
10.0,100.0,2,1.5161186396404187,3399,61,traditional_hierarchical,
10.0,100.0,-1,1.472618832391115,0,61,traditional_hierarchical,
10.0,1000.0,0,1.476581271667592,2622,61,traditional_hierarchical,
10.0,1000.0,1,1.550678382939811,2640,61,traditional_hierarchical,
10.0,1000.0,2,1.5827486820338654,3399,61,traditional_hierarchical,
10.0,1000.0,-1,1.5366694455470895,0,61,traditional_hierarchical,
10.0,10000.0,0,1.4791775759446146,2622,61,traditional_hierarchical,
10.0,10000.0,1,1.564613331921416,2640,61,traditional_hierarchical,
10.0,10000.0,2,1.5926300265590476,3399,61,traditional_hierarchical,
10.0,10000.0,-1,1.5454736448083597,0,61,traditional_hierarchical,
100.0,1.0,0,2.5627363203421396,2622,61,traditional_hierarchical,
100.0,1.0,1,2.6829732109990867,2640,61,traditional_hierarchical,
100.0,1.0,2,2.80558774954673,3399,61,traditional_hierarchical,
100.0,1.0,-1,2.6837657602959855,0,61,traditional_hierarchical,
100.0,10.0,0,1.7169814150993177,2622,61,traditional_hierarchical,
100.0,10.0,1,1.853163946058999,2640,61,traditional_hierarchical,
100.0,10.0,2,1.8716956909797458,3399,61,traditional_hierarchical,
100.0,10.0,-1,1.8139470173793544,0,61,traditional_hierarchical,
100.0,100.0,0,0.9952933308062626,2622,61,traditional_hierarchical,
100.0,100.0,1,1.1111630222979394,2640,61,traditional_hierarchical,
100.0,100.0,2,1.1331554879744505,3399,61,traditional_hierarchical,
100.0,100.0,-1,1.0798706136928842,0,61,traditional_hierarchical,
100.0,1000.0,0,1.3284417084915325,2622,61,traditional_hierarchical,
100.0,1000.0,1,1.4162051005398022,2640,61,traditional_hierarchical,
100.0,1000.0,2,1.4256650710422427,3399,61,traditional_hierarchical,
100.0,1000.0,-1,1.3901039600245257,0,61,traditional_hierarchical,
100.0,10000.0,0,1.4166455323613327,2622,61,traditional_hierarchical,
100.0,10000.0,1,1.5058521843559054,2640,61,traditional_hierarchical,
100.0,10000.0,2,1.5216637616565771,3399,61,traditional_hierarchical,
100.0,10000.0,-1,1.4813871594579384,0,61,traditional_hierarchical,
,,0,1.637660399217447,2622,61,ml_charge_ridge,0.1
,,1,1.726717999439284,2640,61,ml_charge_ridge,0.1
,,2,1.6920743968203777,3399,61,ml_charge_ridge,0.1
,,-1,1.685484265159036,0,61,ml_charge_ridge,0.1
,,0,1.6318982063203495,2622,61,ml_charge_ridge,1.0
,,1,1.7276585996181701,2640,61,ml_charge_ridge,1.0
,,2,1.6828143745580701,3399,61,ml_charge_ridge,1.0
,,-1,1.6807903934988635,0,61,ml_charge_ridge,1.0
,,0,1.6234794011820282,2622,61,ml_charge_ridge,10.0
,,1,1.7129241386476082,2640,61,ml_charge_ridge,10.0
,,2,1.6615829532866186,3399,61,ml_charge_ridge,10.0
,,-1,1.665995497705418,0,61,ml_charge_ridge,10.0
,,0,1.545158678664799,2622,61,ml_charge_ridge,100.0
,,1,1.658969302837908,2640,61,ml_charge_ridge,100.0
,,2,1.5774102819126292,3399,61,ml_charge_ridge,100.0
,,-1,1.5938460878051124,0,61,ml_charge_ridge,100.0
,,0,1.1771107655608763,2622,61,ml_charge_ridge,1000.0
,,1,1.2998814594569454,2640,61,ml_charge_ridge,1000.0
,,2,1.251619251238068,3399,61,ml_charge_ridge,1000.0
,,-1,1.2428704920852967,0,61,ml_charge_ridge,1000.0
0.01,1.0,0,2.091922075249259,2799,62,traditional_hierarchical,
0.01,1.0,1,1.3399458732477754,2841,62,traditional_hierarchical,
0.01,1.0,2,1.4854109617131919,3399,62,traditional_hierarchical,
0.01,1.0,-1,1.6390929700700754,0,62,traditional_hierarchical,
0.01,10.0,0,2.1019804647244396,2799,62,traditional_hierarchical,
0.01,10.0,1,1.3504566658905988,2841,62,traditional_hierarchical,
0.01,10.0,2,1.4823973202105758,3399,62,traditional_hierarchical,
0.01,10.0,-1,1.6449448169418714,0,62,traditional_hierarchical,
0.01,100.0,0,2.1091915526367457,2799,62,traditional_hierarchical,
0.01,100.0,1,1.3534411655634655,2841,62,traditional_hierarchical,
0.01,100.0,2,1.4681918948407122,3399,62,traditional_hierarchical,
0.01,100.0,-1,1.6436082043469746,0,62,traditional_hierarchical,
0.01,1000.0,0,2.1099047957277888,2799,62,traditional_hierarchical,
0.01,1000.0,1,1.3401627407551757,2841,62,traditional_hierarchical,
0.01,1000.0,2,1.4147441481049072,3399,62,traditional_hierarchical,
0.01,1000.0,-1,1.6216038948626241,0,62,traditional_hierarchical,
0.01,10000.0,0,2.1254601639187705,2799,62,traditional_hierarchical,
0.01,10000.0,1,1.3162804709024685,2841,62,traditional_hierarchical,
0.01,10000.0,2,1.3687725552454326,3399,62,traditional_hierarchical,
0.01,10000.0,-1,1.6035043966888907,0,62,traditional_hierarchical,
0.1,1.0,0,2.0286882517617335,2799,62,traditional_hierarchical,
0.1,1.0,1,1.2667945640229898,2841,62,traditional_hierarchical,
0.1,1.0,2,1.447382449969787,3399,62,traditional_hierarchical,
0.1,1.0,-1,1.5809550885848367,0,62,traditional_hierarchical,
0.1,10.0,0,2.095668555808717,2799,62,traditional_hierarchical,
0.1,10.0,1,1.3341141147226125,2841,62,traditional_hierarchical,
0.1,10.0,2,1.4848969494055495,3399,62,traditional_hierarchical,
0.1,10.0,-1,1.6382265399789597,0,62,traditional_hierarchical,
0.1,100.0,0,2.1030430752233435,2799,62,traditional_hierarchical,
0.1,100.0,1,1.3514545496591466,2841,62,traditional_hierarchical,
0.1,100.0,2,1.466643623838635,3399,62,traditional_hierarchical,
0.1,100.0,-1,1.640380416240375,0,62,traditional_hierarchical,
0.1,1000.0,0,2.1170145123425406,2799,62,traditional_hierarchical,
0.1,1000.0,1,1.3415512807696053,2841,62,traditional_hierarchical,
0.1,1000.0,2,1.418388454439439,3399,62,traditional_hierarchical,
0.1,1000.0,-1,1.6256514158505284,0,62,traditional_hierarchical,
0.1,10000.0,0,2.1333147173684797,2799,62,traditional_hierarchical,
0.1,10000.0,1,1.3154994979262469,2841,62,traditional_hierarchical,
0.1,10000.0,2,1.3763626602502357,3399,62,traditional_hierarchical,
0.1,10000.0,-1,1.6083922918483207,0,62,traditional_hierarchical,
1.0,1.0,0,1.541215063068532,2799,62,traditional_hierarchical,
1.0,1.0,1,0.9301200157832454,2841,62,traditional_hierarchical,
1.0,1.0,2,1.1200419815079936,3399,62,traditional_hierarchical,
1.0,1.0,-1,1.1971256867865903,0,62,traditional_hierarchical,
1.0,10.0,0,2.05015941071364,2799,62,traditional_hierarchical,
1.0,10.0,1,1.2836572010398528,2841,62,traditional_hierarchical,
1.0,10.0,2,1.4542855479727739,3399,62,traditional_hierarchical,
1.0,10.0,-1,1.5960340532420887,0,62,traditional_hierarchical,
1.0,100.0,0,2.111862481938173,2799,62,traditional_hierarchical,
1.0,100.0,1,1.3648768306375167,2841,62,traditional_hierarchical,
1.0,100.0,2,1.4914655835546724,3399,62,traditional_hierarchical,
1.0,100.0,-1,1.6560682987101207,0,62,traditional_hierarchical,
1.0,1000.0,0,2.1173051009087587,2799,62,traditional_hierarchical,
1.0,1000.0,1,1.3653722029289461,2841,62,traditional_hierarchical,
1.0,1000.0,2,1.45466635351884,3399,62,traditional_hierarchical,
1.0,1000.0,-1,1.6457812191188481,0,62,traditional_hierarchical,
1.0,10000.0,0,2.136267713602591,2799,62,traditional_hierarchical,
1.0,10000.0,1,1.3462000052258587,2841,62,traditional_hierarchical,
1.0,10000.0,2,1.4257853734656478,3399,62,traditional_hierarchical,
1.0,10000.0,-1,1.6360843640980327,0,62,traditional_hierarchical,
10.0,1.0,0,1.470338081407348,2799,62,traditional_hierarchical,
10.0,1.0,1,2.0450885455521295,2841,62,traditional_hierarchical,
10.0,1.0,2,2.0580457906573755,3399,62,traditional_hierarchical,
10.0,1.0,-1,1.8578241392056176,0,62,traditional_hierarchical,
10.0,10.0,0,1.5326200968678085,2799,62,traditional_hierarchical,
10.0,10.0,1,0.9335377909786188,2841,62,traditional_hierarchical,
10.0,10.0,2,1.1153422040994632,3399,62,traditional_hierarchical,
10.0,10.0,-1,1.1938333639819636,0,62,traditional_hierarchical,
10.0,100.0,0,2.0402139888134796,2799,62,traditional_hierarchical,
10.0,100.0,1,1.298957081272733,2841,62,traditional_hierarchical,
10.0,100.0,2,1.4288657135828153,3399,62,traditional_hierarchical,
10.0,100.0,-1,1.5893455945563426,0,62,traditional_hierarchical,
10.0,1000.0,0,2.110168515581384,2799,62,traditional_hierarchical,
10.0,1000.0,1,1.3671689791500568,2841,62,traditional_hierarchical,
10.0,1000.0,2,1.4440503707047458,3399,62,traditional_hierarchical,
10.0,1000.0,-1,1.6404626218120624,0,62,traditional_hierarchical,
10.0,10000.0,0,2.1281961790576034,2799,62,traditional_hierarchical,
10.0,10000.0,1,1.3462600883614129,2841,62,traditional_hierarchical,
10.0,10000.0,2,1.4260642137571065,3399,62,traditional_hierarchical,
10.0,10000.0,-1,1.6335068270587076,0,62,traditional_hierarchical,
100.0,1.0,0,2.4663671244831065,2799,62,traditional_hierarchical,
100.0,1.0,1,2.6837846152099765,2841,62,traditional_hierarchical,
100.0,1.0,2,2.894690779477757,3399,62,traditional_hierarchical,
100.0,1.0,-1,2.6816141730569467,0,62,traditional_hierarchical,
100.0,10.0,0,1.47748729649488,2799,62,traditional_hierarchical,
100.0,10.0,1,2.0439547908375366,2841,62,traditional_hierarchical,
100.0,10.0,2,2.0710173299384973,3399,62,traditional_hierarchical,
100.0,10.0,-1,1.8641531390903046,0,62,traditional_hierarchical,
100.0,100.0,0,1.461227928186347,2799,62,traditional_hierarchical,
100.0,100.0,1,0.9392051132451389,2841,62,traditional_hierarchical,
100.0,100.0,2,1.042282965670734,3399,62,traditional_hierarchical,
100.0,100.0,-1,1.1475720023674068,0,62,traditional_hierarchical,
100.0,1000.0,0,1.9888030311568934,2799,62,traditional_hierarchical,
100.0,1000.0,1,1.2180169843484114,2841,62,traditional_hierarchical,
100.0,1000.0,2,1.3101016155397494,3399,62,traditional_hierarchical,
100.0,1000.0,-1,1.5056405436816849,0,62,traditional_hierarchical,
100.0,10000.0,0,2.087546689891532,2799,62,traditional_hierarchical,
100.0,10000.0,1,1.2595341992343654,2841,62,traditional_hierarchical,
100.0,10000.0,2,1.3525840304706302,3399,62,traditional_hierarchical,
100.0,10000.0,-1,1.5665549731988424,0,62,traditional_hierarchical,
,,0,2.1403776174563935,2799,62,ml_charge_ridge,0.1
,,1,1.5072038774638257,2841,62,ml_charge_ridge,0.1
,,2,1.514722478040925,3399,62,ml_charge_ridge,0.1
,,-1,1.7207679909870481,0,62,ml_charge_ridge,0.1
,,0,2.148950921724412,2799,62,ml_charge_ridge,1.0
,,1,1.5083423896402108,2841,62,ml_charge_ridge,1.0
,,2,1.5120891850891418,3399,62,ml_charge_ridge,1.0
,,-1,1.7231274988179217,0,62,ml_charge_ridge,1.0
,,0,2.160116316522577,2799,62,ml_charge_ridge,10.0
,,1,1.491970647668178,2841,62,ml_charge_ridge,10.0
,,2,1.5019699220071248,3399,62,ml_charge_ridge,10.0
,,-1,1.71801896206596,0,62,ml_charge_ridge,10.0
,,0,2.1285771391805635,2799,62,ml_charge_ridge,100.0
,,1,1.3947957178251469,2841,62,ml_charge_ridge,100.0
,,2,1.4322945514193957,3399,62,ml_charge_ridge,100.0
,,-1,1.6518891361417019,0,62,ml_charge_ridge,100.0
,,0,1.7891072240374017,2799,62,ml_charge_ridge,1000.0
,,1,1.0532950803355183,2841,62,ml_charge_ridge,1000.0
,,2,1.158843936655063,3399,62,ml_charge_ridge,1000.0
,,-1,1.3337487470093279,0,62,ml_charge_ridge,1000.0
0.01,1.0,0,2.059261078408119,2799,63,traditional_hierarchical,
0.01,1.0,1,1.3223235966310989,2841,63,traditional_hierarchical,
0.01,1.0,2,1.4836063966092223,4710,63,traditional_hierarchical,
0.01,1.0,-1,1.6217303572161466,0,63,traditional_hierarchical,
0.01,10.0,0,2.0679010082799802,2799,63,traditional_hierarchical,
0.01,10.0,1,1.3330115376565799,2841,63,traditional_hierarchical,
0.01,10.0,2,1.4827696502287901,4710,63,traditional_hierarchical,
0.01,10.0,-1,1.62789406538845,0,63,traditional_hierarchical,
0.01,100.0,0,2.07247541928136,2799,63,traditional_hierarchical,
0.01,100.0,1,1.3338137601447406,2841,63,traditional_hierarchical,
0.01,100.0,2,1.4639969700487567,4710,63,traditional_hierarchical,
0.01,100.0,-1,1.6234287164916192,0,63,traditional_hierarchical,
0.01,1000.0,0,2.0737940371844474,2799,63,traditional_hierarchical,
0.01,1000.0,1,1.3307917431397347,2841,63,traditional_hierarchical,
0.01,1000.0,2,1.4180271568040124,4710,63,traditional_hierarchical,
0.01,1000.0,-1,1.6075376457093984,0,63,traditional_hierarchical,
0.01,10000.0,0,2.081292398843925,2799,63,traditional_hierarchical,
0.01,10000.0,1,1.3198531146710422,2841,63,traditional_hierarchical,
0.01,10000.0,2,1.3734000255547747,4710,63,traditional_hierarchical,
0.01,10000.0,-1,1.5915151796899139,0,63,traditional_hierarchical,
0.1,1.0,0,2.00394673584148,2799,63,traditional_hierarchical,
0.1,1.0,1,1.2455817977205526,2841,63,traditional_hierarchical,
0.1,1.0,2,1.4370305866530209,4710,63,traditional_hierarchical,
0.1,1.0,-1,1.5621863734050176,0,63,traditional_hierarchical,
0.1,10.0,0,2.0698377147033744,2799,63,traditional_hierarchical,
0.1,10.0,1,1.3277628930287988,2841,63,traditional_hierarchical,
0.1,10.0,2,1.4854477606253553,4710,63,traditional_hierarchical,
0.1,10.0,-1,1.6276827894525094,0,63,traditional_hierarchical,
0.1,100.0,0,2.0760708405091424,2799,63,traditional_hierarchical,
0.1,100.0,1,1.3370438902197384,2841,63,traditional_hierarchical,
0.1,100.0,2,1.4701617876930355,4710,63,traditional_hierarchical,
0.1,100.0,-1,1.6277588394739722,0,63,traditional_hierarchical,
0.1,1000.0,0,2.0824297399810754,2799,63,traditional_hierarchical,
0.1,1000.0,1,1.3333947093424419,2841,63,traditional_hierarchical,
0.1,1000.0,2,1.4260518924541614,4710,63,traditional_hierarchical,
0.1,1000.0,-1,1.6139587805925597,0,63,traditional_hierarchical,
0.1,10000.0,0,2.086137182704219,2799,63,traditional_hierarchical,
0.1,10000.0,1,1.3223293725735161,2841,63,traditional_hierarchical,
0.1,10000.0,2,1.38474856372842,4710,63,traditional_hierarchical,
0.1,10000.0,-1,1.597738373002052,0,63,traditional_hierarchical,
1.0,1.0,0,1.5432038351312267,2799,63,traditional_hierarchical,
1.0,1.0,1,0.9143054451593642,2841,63,traditional_hierarchical,
1.0,1.0,2,1.1445562416230346,4710,63,traditional_hierarchical,
1.0,1.0,-1,1.2006885073045417,0,63,traditional_hierarchical,
1.0,10.0,0,2.004594219316032,2799,63,traditional_hierarchical,
1.0,10.0,1,1.2622170178102252,2841,63,traditional_hierarchical,
1.0,10.0,2,1.450470363841034,4710,63,traditional_hierarchical,
1.0,10.0,-1,1.5724272003224302,0,63,traditional_hierarchical,
1.0,100.0,0,2.0689341954679508,2799,63,traditional_hierarchical,
1.0,100.0,1,1.3441861569515856,2841,63,traditional_hierarchical,
1.0,100.0,2,1.4879655871937574,4710,63,traditional_hierarchical,
1.0,100.0,-1,1.6336953132044314,0,63,traditional_hierarchical,
1.0,1000.0,0,2.0722026254228103,2799,63,traditional_hierarchical,
1.0,1000.0,1,1.3515967585701587,2841,63,traditional_hierarchical,
1.0,1000.0,2,1.45431912521789,4710,63,traditional_hierarchical,
1.0,1000.0,-1,1.6260395030702863,0,63,traditional_hierarchical,
1.0,10000.0,0,2.084042316660076,2799,63,traditional_hierarchical,
1.0,10000.0,1,1.3431546444265443,2841,63,traditional_hierarchical,
1.0,10000.0,2,1.4267421084116902,4710,63,traditional_hierarchical,
1.0,10000.0,-1,1.6179796898327703,0,63,traditional_hierarchical,
10.0,1.0,0,1.4809410045064646,2799,63,traditional_hierarchical,
10.0,1.0,1,2.031200075873175,2841,63,traditional_hierarchical,
10.0,1.0,2,1.8785358495637359,4710,63,traditional_hierarchical,
10.0,1.0,-1,1.7968923099811251,0,63,traditional_hierarchical,
10.0,10.0,0,1.532073237951237,2799,63,traditional_hierarchical,
10.0,10.0,1,0.920866482483182,2841,63,traditional_hierarchical,
10.0,10.0,2,1.1358532864884106,4710,63,traditional_hierarchical,
10.0,10.0,-1,1.196264335640943,0,63,traditional_hierarchical,
10.0,100.0,0,1.9897404106477505,2799,63,traditional_hierarchical,
10.0,100.0,1,1.2658996288582323,2841,63,traditional_hierarchical,
10.0,100.0,2,1.428483406269171,4710,63,traditional_hierarchical,
10.0,100.0,-1,1.5613744819250515,0,63,traditional_hierarchical,
10.0,1000.0,0,2.0638280797876267,2799,63,traditional_hierarchical,
10.0,1000.0,1,1.3324412416386144,2841,63,traditional_hierarchical,
10.0,1000.0,2,1.4463718879536893,4710,63,traditional_hierarchical,
10.0,1000.0,-1,1.614213736459977,0,63,traditional_hierarchical,
10.0,10000.0,0,2.083580187127172,2799,63,traditional_hierarchical,
10.0,10000.0,1,1.3315865354801155,2841,63,traditional_hierarchical,
10.0,10000.0,2,1.4294098745641752,4710,63,traditional_hierarchical,
10.0,10000.0,-1,1.6148588657238208,0,63,traditional_hierarchical,
100.0,1.0,0,2.4468817393556654,2799,63,traditional_hierarchical,
100.0,1.0,1,2.66974659284798,2841,63,traditional_hierarchical,
100.0,1.0,2,2.7384991022764877,4710,63,traditional_hierarchical,
100.0,1.0,-1,2.6183758114933777,0,63,traditional_hierarchical,
100.0,10.0,0,1.4888671040889723,2799,63,traditional_hierarchical,
100.0,10.0,1,2.0310702147887105,2841,63,traditional_hierarchical,
100.0,10.0,2,1.8727394422604968,4710,63,traditional_hierarchical,
100.0,10.0,-1,1.7975589203793934,0,63,traditional_hierarchical,
100.0,100.0,0,1.477400898714485,2799,63,traditional_hierarchical,
100.0,100.0,1,0.9205990830951369,2841,63,traditional_hierarchical,
100.0,100.0,2,1.0843266010018748,4710,63,traditional_hierarchical,
100.0,100.0,-1,1.1607755276038323,0,63,traditional_hierarchical,
100.0,1000.0,0,1.9487182071470466,2799,63,traditional_hierarchical,
100.0,1000.0,1,1.219917424641345,2841,63,traditional_hierarchical,
100.0,1000.0,2,1.3036190422042744,4710,63,traditional_hierarchical,
100.0,1000.0,-1,1.4907515579975552,0,63,traditional_hierarchical,
100.0,10000.0,0,2.0407296646497146,2799,63,traditional_hierarchical,
100.0,10000.0,1,1.2789199957077533,2841,63,traditional_hierarchical,
100.0,10000.0,2,1.3641472956907308,4710,63,traditional_hierarchical,
100.0,10000.0,-1,1.5612656520160664,0,63,traditional_hierarchical,
,,0,2.063162329608895,2799,63,ml_charge_ridge,0.1
,,1,1.488681757404847,2841,63,ml_charge_ridge,0.1
,,2,1.5375903435878597,4710,63,ml_charge_ridge,0.1
,,-1,1.6964781435338672,0,63,ml_charge_ridge,0.1
,,0,2.066168143515067,2799,63,ml_charge_ridge,1.0
,,1,1.4926552153961983,2841,63,ml_charge_ridge,1.0
,,2,1.537868806248738,4710,63,ml_charge_ridge,1.0
,,-1,1.698897388386668,0,63,ml_charge_ridge,1.0
,,0,2.0939539052751863,2799,63,ml_charge_ridge,10.0
,,1,1.4795238759675498,2841,63,ml_charge_ridge,10.0
,,2,1.5118739631469271,4710,63,ml_charge_ridge,10.0
,,-1,1.6951172481298877,0,63,ml_charge_ridge,10.0
,,0,2.0845929423456133,2799,63,ml_charge_ridge,100.0
,,1,1.3725993464703774,2841,63,ml_charge_ridge,100.0
,,2,1.4475648602216256,4710,63,ml_charge_ridge,100.0
,,-1,1.6349190496792054,0,63,ml_charge_ridge,100.0
,,0,1.7888671620400096,2799,63,ml_charge_ridge,1000.0
,,1,1.0649900717295455,2841,63,ml_charge_ridge,1000.0
,,2,1.1850248127942398,4710,63,ml_charge_ridge,1000.0
,,-1,1.3462940155212653,0,63,ml_charge_ridge,1000.0
0.01,1.0,0,2.078492913202124,3018,65,traditional_hierarchical,
0.01,1.0,1,1.489656278071994,3534,65,traditional_hierarchical,
0.01,1.0,2,1.514381078610744,4710,65,traditional_hierarchical,
0.01,1.0,-1,1.694176756628287,0,65,traditional_hierarchical,
0.01,10.0,0,2.0892773328441505,3018,65,traditional_hierarchical,
0.01,10.0,1,1.486167314174285,3534,65,traditional_hierarchical,
0.01,10.0,2,1.5071207631067893,4710,65,traditional_hierarchical,
0.01,10.0,-1,1.6941884700417418,0,65,traditional_hierarchical,
0.01,100.0,0,2.091095465012404,3018,65,traditional_hierarchical,
0.01,100.0,1,1.4683990113907248,3534,65,traditional_hierarchical,
0.01,100.0,2,1.4834262169065568,4710,65,traditional_hierarchical,
0.01,100.0,-1,1.680973564436562,0,65,traditional_hierarchical,
0.01,1000.0,0,2.0904245725223585,3018,65,traditional_hierarchical,
0.01,1000.0,1,1.4195545717169726,3534,65,traditional_hierarchical,
0.01,1000.0,2,1.4451710261050235,4710,65,traditional_hierarchical,
0.01,1000.0,-1,1.651716723448118,0,65,traditional_hierarchical,
0.01,10000.0,0,2.090391616821076,3018,65,traditional_hierarchical,
0.01,10000.0,1,1.3933035670459317,3534,65,traditional_hierarchical,
0.01,10000.0,2,1.402655409374116,4710,65,traditional_hierarchical,
0.01,10000.0,-1,1.6287835310803747,0,65,traditional_hierarchical,
0.1,1.0,0,2.002415119383241,3018,65,traditional_hierarchical,
0.1,1.0,1,1.4252034493369379,3534,65,traditional_hierarchical,
0.1,1.0,2,1.4718243238894817,4710,65,traditional_hierarchical,
0.1,1.0,-1,1.6331476308698871,0,65,traditional_hierarchical,
0.1,10.0,0,2.0838626032844694,3018,65,traditional_hierarchical,
0.1,10.0,1,1.4831924537593233,3534,65,traditional_hierarchical,
0.1,10.0,2,1.5008415206931613,4710,65,traditional_hierarchical,
0.1,10.0,-1,1.6892988592456515,0,65,traditional_hierarchical,
0.1,100.0,0,2.0930097666719014,3018,65,traditional_hierarchical,
0.1,100.0,1,1.4662089910184957,3534,65,traditional_hierarchical,
0.1,100.0,2,1.4835251056211747,4710,65,traditional_hierarchical,
0.1,100.0,-1,1.680914621103857,0,65,traditional_hierarchical,
0.1,1000.0,0,2.096395745233264,3018,65,traditional_hierarchical,
0.1,1000.0,1,1.4247541812857993,3534,65,traditional_hierarchical,
0.1,1000.0,2,1.4463447239901694,4710,65,traditional_hierarchical,
0.1,1000.0,-1,1.6558315501697443,0,65,traditional_hierarchical,
0.1,10000.0,0,2.0998368585712512,3018,65,traditional_hierarchical,
0.1,10000.0,1,1.3970290654228879,3534,65,traditional_hierarchical,
0.1,10000.0,2,1.4050985477755813,4710,65,traditional_hierarchical,
0.1,10000.0,-1,1.6339881572565735,0,65,traditional_hierarchical,
1.0,1.0,0,1.4237416334058424,3018,65,traditional_hierarchical,
1.0,1.0,1,1.0891596114460942,3534,65,traditional_hierarchical,
1.0,1.0,2,1.1446580708979144,4710,65,traditional_hierarchical,
1.0,1.0,-1,1.2191864385832836,0,65,traditional_hierarchical,
1.0,10.0,0,1.992472194720859,3018,65,traditional_hierarchical,
1.0,10.0,1,1.4186045908226077,3534,65,traditional_hierarchical,
1.0,10.0,2,1.4850651793742524,4710,65,traditional_hierarchical,
1.0,10.0,-1,1.6320473216392397,0,65,traditional_hierarchical,
1.0,100.0,0,2.0723005590877293,3018,65,traditional_hierarchical,
1.0,100.0,1,1.4569655949777933,3534,65,traditional_hierarchical,
1.0,100.0,2,1.5188436920384014,4710,65,traditional_hierarchical,
1.0,100.0,-1,1.6827032820346413,0,65,traditional_hierarchical,
1.0,1000.0,0,2.0790960703327843,3018,65,traditional_hierarchical,
1.0,1000.0,1,1.4249969168702545,3534,65,traditional_hierarchical,
1.0,1000.0,2,1.4914223305870347,4710,65,traditional_hierarchical,
1.0,1000.0,-1,1.6651717725966912,0,65,traditional_hierarchical,
1.0,10000.0,0,2.0838960771994453,3018,65,traditional_hierarchical,
1.0,10000.0,1,1.401331144776664,3534,65,traditional_hierarchical,
1.0,10000.0,2,1.4628012757690927,4710,65,traditional_hierarchical,
1.0,10000.0,-1,1.649342832581734,0,65,traditional_hierarchical,
10.0,1.0,0,1.555051047124899,3018,65,traditional_hierarchical,
10.0,1.0,1,1.8514987558529277,3534,65,traditional_hierarchical,
10.0,1.0,2,2.024560286234615,4710,65,traditional_hierarchical,
10.0,1.0,-1,1.8103700297374805,0,65,traditional_hierarchical,
10.0,10.0,0,1.4170079247000975,3018,65,traditional_hierarchical,
10.0,10.0,1,1.0698862950956967,3534,65,traditional_hierarchical,
10.0,10.0,2,1.1316225711942984,4710,65,traditional_hierarchical,
10.0,10.0,-1,1.2061722636633643,0,65,traditional_hierarchical,
10.0,100.0,0,1.99214241160669,3018,65,traditional_hierarchical,
10.0,100.0,1,1.3874495985704913,3534,65,traditional_hierarchical,
10.0,100.0,2,1.4688944855592578,4710,65,traditional_hierarchical,
10.0,100.0,-1,1.6161621652454798,0,65,traditional_hierarchical,
10.0,1000.0,0,2.078885697654898,3018,65,traditional_hierarchical,
10.0,1000.0,1,1.4080418001753663,3534,65,traditional_hierarchical,
10.0,1000.0,2,1.4921008148740986,4710,65,traditional_hierarchical,
10.0,1000.0,-1,1.6596761042347878,0,65,traditional_hierarchical,
10.0,10000.0,0,2.090845594657714,3018,65,traditional_hierarchical,
10.0,10000.0,1,1.3943940769512262,3534,65,traditional_hierarchical,
10.0,10000.0,2,1.4659313903364968,4710,65,traditional_hierarchical,
10.0,10000.0,-1,1.6503903539818123,0,65,traditional_hierarchical,
100.0,1.0,0,2.4899200043894374,3018,65,traditional_hierarchical,
100.0,1.0,1,2.7463068857973902,3534,65,traditional_hierarchical,
100.0,1.0,2,2.8907030529476483,4710,65,traditional_hierarchical,
