stave,amp_atom,shape_atom,topology_atom,atom_id,n_pulses,n_events,median_log_amp,median_rise_ns,heldout_run
B8,3,0,high_amp_stave,B8_A3_S0_high_amp_stave,439,439,8.343553835005117,9.08148171018123,60
B8,3,0,low_amp_stave,B8_A3_S0_low_amp_stave,3,3,8.104401307921613,9.397578549290571,60
B8,3,0,mid_amp_stave,B8_A3_S0_mid_amp_stave,12,12,8.155565801534738,9.230010872760026,60
B8,3,1,high_amp_stave,B8_A3_S1_high_amp_stave,87,87,8.118951928397392,10.481020786143432,60
B8,3,1,low_amp_stave,B8_A3_S1_low_amp_stave,2,2,8.106496145360648,10.485435680782224,60
B8,3,1,mid_amp_stave,B8_A3_S1_mid_amp_stave,5,5,8.06761944368201,10.77376414421169,60
B8,3,2,high_amp_stave,B8_A3_S2_high_amp_stave,2,2,8.129824689215862,28.38913050146955,60
B4,0,0,low_amp_stave,B4_A0_S0_low_amp_stave,96,96,7.326464748188603,6.834616597438645,61
B4,0,0,mid_amp_stave,B4_A0_S0_mid_amp_stave,16,16,7.409362839855728,7.716650546727706,61
B4,0,1,low_amp_stave,B4_A0_S1_low_amp_stave,31,31,7.430410654501705,11.001976597090454,61
B4,0,1,mid_amp_stave,B4_A0_S1_mid_amp_stave,4,4,7.529020677946697,10.288433748536086,61
B4,0,2,low_amp_stave,B4_A0_S2_low_amp_stave,113,113,7.495541943884256,12.357011665425674,61
B4,0,2,mid_amp_stave,B4_A0_S2_mid_amp_stave,34,34,7.5484110549320285,12.333588070669517,61
B4,1,0,high_amp_stave,B4_A1_S0_high_amp_stave,1,1,7.676241816087898,3.596996245306631,61
B4,1,0,low_amp_stave,B4_A1_S0_low_amp_stave,25,25,7.728635826051634,8.451268427518428,61
B4,1,0,mid_amp_stave,B4_A1_S0_mid_amp_stave,6,6,7.701878147063015,7.768577995054546,61
B4,1,1,high_amp_stave,B4_A1_S1_high_amp_stave,2,2,7.812097125575788,10.824122305586894,61
B4,1,1,low_amp_stave,B4_A1_S1_low_amp_stave,40,40,7.786447069449444,10.952562004857029,61
B4,1,1,mid_amp_stave,B4_A1_S1_mid_amp_stave,28,28,7.789865967844481,11.03522220793863,61
B4,1,2,high_amp_stave,B4_A1_S2_high_amp_stave,4,4,7.777817811000762,12.845328809560431,61
B4,1,2,low_amp_stave,B4_A1_S2_low_amp_stave,146,146,7.788936785469314,12.238303976831112,61
B4,1,2,mid_amp_stave,B4_A1_S2_mid_amp_stave,85,85,7.795440753845957,12.386602583847932,61
B4,2,0,low_amp_stave,B4_A2_S0_low_amp_stave,9,9,7.969184776522531,9.868593082232454,61
B4,2,0,mid_amp_stave,B4_A2_S0_mid_amp_stave,5,5,7.987354628468316,9.710337252107827,61
B4,2,1,high_amp_stave,B4_A2_S1_high_amp_stave,10,10,7.928406026180535,10.970982970306544,61
B4,2,1,low_amp_stave,B4_A2_S1_low_amp_stave,43,43,7.930745629515348,10.915286527128636,61
B4,2,1,mid_amp_stave,B4_A2_S1_mid_amp_stave,43,43,7.949620833764358,11.004688226971894,61
B4,2,2,high_amp_stave,B4_A2_S2_high_amp_stave,5,5,7.918264686095274,12.129387113672081,61
B4,2,2,low_amp_stave,B4_A2_S2_low_amp_stave,75,75,7.91553070097847,11.925405279923652,61
B4,2,2,mid_amp_stave,B4_A2_S2_mid_amp_stave,59,59,7.936302693201959,11.99167075386326,61
B4,3,0,high_amp_stave,B4_A3_S0_high_amp_stave,1,1,8.090555518075272,9.668623708783507,61
B4,3,0,low_amp_stave,B4_A3_S0_low_amp_stave,1,1,8.113426639943654,10.083475325400073,61
B4,3,0,mid_amp_stave,B4_A3_S0_mid_amp_stave,2,2,8.148476983826665,8.902795300103218,61
B4,3,1,high_amp_stave,B4_A3_S1_high_amp_stave,8,8,8.107718927854958,10.474733297897753,61
B4,3,1,low_amp_stave,B4_A3_S1_low_amp_stave,9,9,8.072935278588918,10.766804253007479,61
B4,3,1,mid_amp_stave,B4_A3_S1_mid_amp_stave,14,14,8.060460951670924,10.90752238963714,61
B4,3,2,high_amp_stave,B4_A3_S2_high_amp_stave,6,6,8.43079239551513,35.01529263201277,61
B4,3,2,low_amp_stave,B4_A3_S2_low_amp_stave,4,4,8.110144881924917,16.491737427251262,61
B4,3,2,mid_amp_stave,B4_A3_S2_mid_amp_stave,8,8,8.150623587866772,12.63360227138728,61
B6,0,0,high_amp_stave,B6_A0_S0_high_amp_stave,6,6,7.503977330733127,4.893007054923837,61
B6,0,0,low_amp_stave,B6_A0_S0_low_amp_stave,18,18,7.333756488698025,8.896211946995848,61
B6,0,0,mid_amp_stave,B6_A0_S0_mid_amp_stave,45,45,7.505492274737424,7.441643777629192,61
B6,0,1,low_amp_stave,B6_A0_S1_low_amp_stave,37,37,7.512071245835466,10.973714885184734,61
B6,0,1,mid_amp_stave,B6_A0_S1_mid_amp_stave,20,20,7.557080148091056,10.997543654702408,61
B6,0,2,high_amp_stave,B6_A0_S2_high_amp_stave,1,1,7.612336837167746,12.27271829595147,61
B6,0,2,low_amp_stave,B6_A0_S2_low_amp_stave,44,44,7.478165699718131,12.251931278824962,61
B6,0,2,mid_amp_stave,B6_A0_S2_mid_amp_stave,27,27,7.544861068658458,12.312919537184243,61
B6,1,0,high_amp_stave,B6_A1_S0_high_amp_stave,11,11,7.804659297056102,8.383526016709126,61
B6,1,0,low_amp_stave,B6_A1_S0_low_amp_stave,4,4,7.753296762199159,9.695669125237956,61
B6,1,0,mid_amp_stave,B6_A1_S0_mid_amp_stave,31,31,7.7488913372555315,8.16578441793093,61
B6,1,1,high_amp_stave,B6_A1_S1_high_amp_stave,2,2,7.805388684635447,10.996930906927844,61
B6,1,1,low_amp_stave,B6_A1_S1_low_amp_stave,44,44,7.773171466276134,10.86889405124074,61
B6,1,1,mid_amp_stave,B6_A1_S1_mid_amp_stave,63,63,7.811365957698918,10.9986973135711,61
B6,1,2,high_amp_stave,B6_A1_S2_high_amp_stave,5,5,7.744353241947044,12.862820530073137,61
B6,1,2,low_amp_stave,B6_A1_S2_low_amp_stave,71,71,7.758119860740125,12.013723825693269,61
B6,1,2,mid_amp_stave,B6_A1_S2_mid_amp_stave,76,76,7.787227649251816,12.107395176788806,61
B6,2,0,high_amp_stave,B6_A2_S0_high_amp_stave,7,7,7.99108471078573,9.326157317279367,61
B6,2,0,low_amp_stave,B6_A2_S0_low_amp_stave,3,3,7.926422077473158,9.78052269529038,61
B6,2,0,mid_amp_stave,B6_A2_S0_mid_amp_stave,26,26,7.992056363918907,9.316584676841984,61
B6,2,1,high_amp_stave,B6_A2_S1_high_amp_stave,24,24,7.978987920634884,10.930556856748282,61
B6,2,1,low_amp_stave,B6_A2_S1_low_amp_stave,28,28,7.962500384872439,10.96259921510607,61
B6,2,1,mid_amp_stave,B6_A2_S1_mid_amp_stave,124,124,7.966933483376206,10.805727968170665,61
B6,2,2,high_amp_stave,B6_A2_S2_high_amp_stave,8,8,7.942770760611694,11.864304359552651,61
B6,2,2,low_amp_stave,B6_A2_S2_low_amp_stave,14,14,7.92470529363079,11.721247655627938,61
B6,2,2,mid_amp_stave,B6_A2_S2_mid_amp_stave,62,62,7.935139573898983,11.91497831926985,61
B6,3,0,high_amp_stave,B6_A3_S0_high_amp_stave,30,30,8.15764583905495,9.063955707203604,61
B6,3,0,low_amp_stave,B6_A3_S0_low_amp_stave,1,1,8.058643712215618,10.035027603274322,61
B6,3,0,mid_amp_stave,B6_A3_S0_mid_amp_stave,29,29,8.114773441494034,9.517096999302161,61
B6,3,1,high_amp_stave,B6_A3_S1_high_amp_stave,25,25,8.08487062913819,10.583884405703202,61
B6,3,1,low_amp_stave,B6_A3_S1_low_amp_stave,5,5,8.059434288586939,10.47219227544193,61
B6,3,1,mid_amp_stave,B6_A3_S1_mid_amp_stave,36,36,8.075035958563685,10.69143294080579,61
B6,3,2,high_amp_stave,B6_A3_S2_high_amp_stave,4,4,8.312930919710634,14.309488628018514,61
B6,3,2,mid_amp_stave,B6_A3_S2_mid_amp_stave,2,2,8.302993419816836,13.238316526819595,61
B8,0,0,high_amp_stave,B8_A0_S0_high_amp_stave,12,12,7.565826804504557,4.504541071516117,61
B8,0,0,low_amp_stave,B8_A0_S0_low_amp_stave,8,8,7.378755570481882,8.05196697254972,61
B8,0,0,mid_amp_stave,B8_A0_S0_mid_amp_stave,8,8,7.3997085668289095,7.323927428795606,61
B8,0,1,high_amp_stave,B8_A0_S1_high_amp_stave,1,1,7.62095015484586,10.638666643675776,61
B8,0,1,low_amp_stave,B8_A0_S1_low_amp_stave,11,11,7.329421766428309,11.045099340520053,61
B8,0,2,high_amp_stave,B8_A0_S2_high_amp_stave,1,1,7.627544390488503,11.459128598883005,61
B8,0,2,low_amp_stave,B8_A0_S2_low_amp_stave,19,19,7.459338895220295,11.924727817609345,61
B8,0,2,mid_amp_stave,B8_A0_S2_mid_amp_stave,5,5,7.591861714889934,12.612689758314524,61
B8,1,0,high_amp_stave,B8_A1_S0_high_amp_stave,30,30,7.784574404686232,6.558600372826421,61
B8,1,0,mid_amp_stave,B8_A1_S0_mid_amp_stave,8,8,7.766831791549269,8.184658423390168,61
B8,1,1,high_amp_stave,B8_A1_S1_high_amp_stave,3,3,7.830226869931373,10.841005451696997,61
B8,1,1,low_amp_stave,B8_A1_S1_low_amp_stave,7,7,7.752979562422432,11.13177328533186,61
B8,1,1,mid_amp_stave,B8_A1_S1_mid_amp_stave,5,5,7.851855711495559,10.82214601149255,61
B8,1,2,high_amp_stave,B8_A1_S2_high_amp_stave,15,15,7.846198815497425,12.227748430180412,61
B8,1,2,low_amp_stave,B8_A1_S2_low_amp_stave,12,12,7.711434805533445,12.563585050217945,61
B8,1,2,mid_amp_stave,B8_A1_S2_mid_amp_stave,13,13,7.808729306744399,12.513464817551437,61
B8,2,0,high_amp_stave,B8_A2_S0_high_amp_stave,40,40,8.002525468663773,8.216275967219364,61
B8,2,0,mid_amp_stave,B8_A2_S0_mid_amp_stave,2,2,7.99235332409794,9.40629673189338,61
B8,2,1,high_amp_stave,B8_A2_S1_high_amp_stave,78,78,7.99125357196203,10.859883261865935,61
B8,2,1,low_amp_stave,B8_A2_S1_low_amp_stave,6,6,7.927553420751601,10.753850961571747,61
B8,2,1,mid_amp_stave,B8_A2_S1_mid_amp_stave,14,14,7.998087947932062,10.890138522140191,61
B8,2,2,high_amp_stave,B8_A2_S2_high_amp_stave,27,27,7.953845448391137,11.70310929648241,61
B8,2,2,low_amp_stave,B8_A2_S2_low_amp_stave,4,4,7.95344749923499,12.30675429281046,61
B8,2,2,mid_amp_stave,B8_A2_S2_mid_amp_stave,10,10,7.92894324254836,11.712516767190387,61
B8,3,0,high_amp_stave,B8_A3_S0_high_amp_stave,425,425,8.340336674053342,9.11119166173824,61
B8,3,0,low_amp_stave,B8_A3_S0_low_amp_stave,5,5,8.069968149059841,9.361211247296318,61
B8,3,0,mid_amp_stave,B8_A3_S0_mid_amp_stave,10,10,8.102888573558968,9.59607234102614,61
B8,3,1,high_amp_stave,B8_A3_S1_high_amp_stave,137,137,8.138126557162604,10.42672937593256,61
B8,3,1,mid_amp_stave,B8_A3_S1_mid_amp_stave,13,13,8.0861025356691,10.641747923220834,61
B8,3,2,high_amp_stave,B8_A3_S2_high_amp_stave,4,4,8.06518404281028,11.613689039241635,61
B4,0,0,low_amp_stave,B4_A0_S0_low_amp_stave,95,95,7.3175443585703555,7.141959862910422,62
B4,0,0,mid_amp_stave,B4_A0_S0_mid_amp_stave,17,17,7.463936604468925,8.133000657910195,62
B4,0,1,low_amp_stave,B4_A0_S1_low_amp_stave,37,37,7.510704191623933,10.679339990388215,62
B4,0,1,mid_amp_stave,B4_A0_S1_mid_amp_stave,15,15,7.60489448081162,10.764547232367185,62
B4,0,2,high_amp_stave,B4_A0_S2_high_amp_stave,2,2,7.598363587064959,12.669399052651205,62
B4,0,2,low_amp_stave,B4_A0_S2_low_amp_stave,91,91,7.532891248925538,12.370660492002493,62
B4,0,2,mid_amp_stave,B4_A0_S2_mid_amp_stave,30,30,7.525639648103961,12.10272056054228,62
B4,1,0,low_amp_stave,B4_A1_S0_low_amp_stave,13,13,7.775065828634573,8.07299179623092,62
B4,1,0,mid_amp_stave,B4_A1_S0_mid_amp_stave,14,14,7.814601470502811,9.014558497886766,62
B4,1,1,high_amp_stave,B4_A1_S1_high_amp_stave,2,2,7.8454942930120275,10.811728447204228,62
B4,1,1,low_amp_stave,B4_A1_S1_low_amp_stave,47,47,7.756409362140481,10.822326300186077,62
B4,1,1,mid_amp_stave,B4_A1_S1_mid_amp_stave,40,40,7.789971982348972,10.875582978299146,62
B4,1,2,high_amp_stave,B4_A1_S2_high_amp_stave,12,12,7.819229284324173,12.340461442174842,62
B4,1,2,low_amp_stave,B4_A1_S2_low_amp_stave,96,96,7.770327787511208,12.313763231134239,62
B4,1,2,mid_amp_stave,B4_A1_S2_mid_amp_stave,86,86,7.793689843024701,12.305632919025733,62
B4,2,0,high_amp_stave,B4_A2_S0_high_amp_stave,3,3,8.020270472819238,9.453027997929034,62
B4,2,0,low_amp_stave,B4_A2_S0_low_amp_stave,6,6,7.9453659943695545,9.7737565065838,62
B4,2,0,mid_amp_stave,B4_A2_S0_mid_amp_stave,12,12,8.002717779046785,9.8470665081583,62
B4,2,1,high_amp_stave,B4_A2_S1_high_amp_stave,15,15,7.93218266946087,10.908193976362696,62
B4,2,1,low_amp_stave,B4_A2_S1_low_amp_stave,30,30,7.9624156801210635,10.856392670096728,62
B4,2,1,mid_amp_stave,B4_A2_S1_mid_amp_stave,57,57,7.962067308753666,10.881826246893922,62
B4,2,2,high_amp_stave,B4_A2_S2_high_amp_stave,5,5,7.9208096792886,12.32009732863947,62
B4,2,2,low_amp_stave,B4_A2_S2_low_amp_stave,23,23,7.913703882786828,12.041601738210986,62
B4,2,2,mid_amp_stave,B4_A2_S2_mid_amp_stave,33,33,7.929486523314289,11.880733230382262,62
B4,3,0,high_amp_stave,B4_A3_S0_high_amp_stave,1,1,8.10907456584251,6.7039838628340895,62
B4,3,0,low_amp_stave,B4_A3_S0_low_amp_stave,3,3,8.090555518075272,9.574602067183456,62
B4,3,0,mid_amp_stave,B4_A3_S0_mid_amp_stave,6,6,8.119219758000764,9.698390950410413,62
B4,3,1,high_amp_stave,B4_A3_S1_high_amp_stave,2,2,8.513603738016709,10.57282328923808,62
B4,3,1,low_amp_stave,B4_A3_S1_low_amp_stave,2,2,8.063211342389737,10.678788766773451,62
B4,3,1,mid_amp_stave,B4_A3_S1_mid_amp_stave,6,6,8.098348991663842,10.403826390980154,62
B4,3,2,high_amp_stave,B4_A3_S2_high_amp_stave,3,3,8.435766192720509,19.640945390836954,62
B4,3,2,low_amp_stave,B4_A3_S2_low_amp_stave,1,1,8.116417072794205,13.919647485743909,62
B4,3,2,mid_amp_stave,B4_A3_S2_mid_amp_stave,2,2,8.424944105464796,15.72350633333668,62
B6,0,0,high_amp_stave,B6_A0_S0_high_amp_stave,5,5,7.5323559170069725,6.659726450421623,62
B6,0,0,low_amp_stave,B6_A0_S0_low_amp_stave,19,19,7.4124622217399505,8.941855683904528,62
B6,0,0,mid_amp_stave,B6_A0_S0_mid_amp_stave,50,50,7.523616356463583,7.263577990389113,62
B6,0,1,low_amp_stave,B6_A0_S1_low_amp_stave,45,45,7.54300848112318,11.054325955734406,62
B6,0,1,mid_amp_stave,B6_A0_S1_mid_amp_stave,29,29,7.572502985020384,10.992471026867321,62
B6,0,2,high_amp_stave,B6_A0_S2_high_amp_stave,1,1,7.563200592358071,12.53327683538594,62
B6,0,2,low_amp_stave,B6_A0_S2_low_amp_stave,73,73,7.542478539404365,12.16834435853491,62
B6,0,2,mid_amp_stave,B6_A0_S2_mid_amp_stave,32,32,7.565528647316324,12.284645388895328,62
B6,1,0,high_amp_stave,B6_A1_S0_high_amp_stave,4,4,7.823045330162135,8.011565178811942,62
B6,1,0,low_amp_stave,B6_A1_S0_low_amp_stave,7,7,7.692569648067906,9.623841794681653,62
B6,1,0,mid_amp_stave,B6_A1_S0_mid_amp_stave,25,25,7.7871745360803875,8.354409317803658,62
B6,1,1,high_amp_stave,B6_A1_S1_high_amp_stave,3,3,7.720239842130703,11.025001136290072,62
B6,1,1,low_amp_stave,B6_A1_S1_low_amp_stave,40,40,7.79028203834835,10.95242458934679,62
B6,1,1,mid_amp_stave,B6_A1_S1_mid_amp_stave,62,62,7.802004859078044,10.980461420217917,62
B6,1,2,high_amp_stave,B6_A1_S2_high_amp_stave,10,10,7.820236757222196,12.306521748352235,62
B6,1,2,low_amp_stave,B6_A1_S2_low_amp_stave,59,59,7.763446388727362,12.228030518311854,62
B6,1,2,mid_amp_stave,B6_A1_S2_mid_amp_stave,70,70,7.777686959785218,12.05831693846708,62
B6,2,0,high_amp_stave,B6_A2_S0_high_amp_stave,9,9,7.98139158158007,9.10858905009858,62
B6,2,0,low_amp_stave,B6_A2_S0_low_amp_stave,5,5,7.9617188159813645,9.930105722658368,62
B6,2,0,mid_amp_stave,B6_A2_S0_mid_amp_stave,19,19,7.978310969867722,9.81716757955261,62
B6,2,1,high_amp_stave,B6_A2_S1_high_amp_stave,19,19,7.98514393119862,10.798794481274534,62
B6,2,1,low_amp_stave,B6_A2_S1_low_amp_stave,27,27,7.9483852851118995,10.795696141823207,62
B6,2,1,mid_amp_stave,B6_A2_S1_mid_amp_stave,71,71,7.962067308753666,10.853699254127335,62
B6,2,2,high_amp_stave,B6_A2_S2_high_amp_stave,10,10,7.9191563490763865,11.51961591303517,62
B6,2,2,low_amp_stave,B6_A2_S2_low_amp_stave,13,13,7.9008218496583416,11.738942116958583,62
B6,2,2,mid_amp_stave,B6_A2_S2_mid_amp_stave,49,49,7.924253271273318,11.814006717590331,62
B6,3,0,high_amp_stave,B6_A3_S0_high_amp_stave,9,9,8.132118772955806,9.90196551922267,62
B6,3,0,low_amp_stave,B6_A3_S0_low_amp_stave,1,1,8.14757773620177,10.039441200091218,62
B6,3,0,mid_amp_stave,B6_A3_S0_mid_amp_stave,10,10,8.109525614554215,9.409132175834483,62
B6,3,1,high_amp_stave,B6_A3_S1_high_amp_stave,18,18,8.106514470783507,10.579699026410854,62
B6,3,1,low_amp_stave,B6_A3_S1_low_amp_stave,1,1,8.096665205631027,10.358912502853293,62
B6,3,1,mid_amp_stave,B6_A3_S1_mid_amp_stave,7,7,8.073870440751833,10.617228763127514,62
B6,3,2,high_amp_stave,B6_A3_S2_high_amp_stave,3,3,8.318742252692399,17.845043187862046,62
B6,3,2,mid_amp_stave,B6_A3_S2_mid_amp_stave,2,2,8.109299117977628,14.525160071417659,62
B8,-1,0,high_amp_stave,B8_A-1_S0_high_amp_stave,1,1,8.972019729062126,9.525482045012602,62
B8,0,0,high_amp_stave,B8_A0_S0_high_amp_stave,13,13,7.573274292424609,5.570377643206996,62
B8,0,0,low_amp_stave,B8_A0_S0_low_amp_stave,9,9,7.143222579985179,9.141804788213634,62
B8,0,0,mid_amp_stave,B8_A0_S0_mid_amp_stave,7,7,7.480992162869525,9.023937856689919,62
B8,0,1,high_amp_stave,B8_A0_S1_high_amp_stave,2,2,7.608692089862538,10.8331917725375,62
B8,0,1,low_amp_stave,B8_A0_S1_low_amp_stave,10,10,7.352832855836899,10.6299482582829,62
B8,0,1,mid_amp_stave,B8_A0_S1_mid_amp_stave,2,2,7.5630353125929295,10.602994953773637,62
B8,0,2,high_amp_stave,B8_A0_S2_high_amp_stave,2,2,7.5308318649019945,11.725511475054457,62
B8,0,2,low_amp_stave,B8_A0_S2_low_amp_stave,26,26,7.429220494602552,12.169247408456346,62
B8,0,2,mid_amp_stave,B8_A0_S2_mid_amp_stave,8,8,7.521696273064591,11.930171223468449,62
B8,1,0,high_amp_stave,B8_A1_S0_high_amp_stave,16,16,7.752225639253107,6.016073065297022,62
B8,1,0,low_amp_stave,B8_A1_S0_low_amp_stave,1,1,7.746516808347054,10.079925718239082,62
B8,1,0,mid_amp_stave,B8_A1_S0_mid_amp_stave,2,2,7.8028877054047605,9.705689370082753,62
B8,1,1,high_amp_stave,B8_A1_S1_high_amp_stave,7,7,7.823845990853625,10.714469592190781,62
B8,1,1,low_amp_stave,B8_A1_S1_low_amp_stave,3,3,7.815207062189088,10.826406258315153,62
B8,1,1,mid_amp_stave,B8_A1_S1_mid_amp_stave,8,8,7.771588814374725,11.260509589839401,62
B8,1,2,high_amp_stave,B8_A1_S2_high_amp_stave,12,12,7.830921481336439,11.85210856502814,62
B8,1,2,low_amp_stave,B8_A1_S2_low_amp_stave,11,11,7.738488122494646,12.06870202205316,62
B8,1,2,mid_amp_stave,B8_A1_S2_mid_amp_stave,10,10,7.739097677642373,12.497521919349126,62
B8,2,0,high_amp_stave,B8_A2_S0_high_amp_stave,41,41,7.99074618674729,8.263121063680906,62
B8,2,0,low_amp_stave,B8_A2_S0_low_amp_stave,2,2,7.995188735838596,9.839978998297873,62
B8,2,0,mid_amp_stave,B8_A2_S0_mid_amp_stave,2,2,7.97196938118179,9.742221492998329,62
B8,2,1,high_amp_stave,B8_A2_S1_high_amp_stave,88,88,8.006117116045825,10.849327003662262,62
B8,2,1,low_amp_stave,B8_A2_S1_low_amp_stave,6,6,7.926369125764106,10.794971892405002,62
B8,2,1,mid_amp_stave,B8_A2_S1_mid_amp_stave,14,14,7.987014131720747,10.695841968884068,62
B8,2,2,high_amp_stave,B8_A2_S2_high_amp_stave,29,29,7.940049686612598,11.698027582848155,62
B8,2,2,low_amp_stave,B8_A2_S2_low_amp_stave,2,2,7.913413978922543,12.374570017268898,62
B8,2,2,mid_amp_stave,B8_A2_S2_mid_amp_stave,5,5,7.914069513503881,12.073524302285179,62
B8,3,0,high_amp_stave,B8_A3_S0_high_amp_stave,350,350,8.334651522179904,8.955370441130842,62
B8,3,0,low_amp_stave,B8_A3_S0_low_amp_stave,1,1,8.375283945233544,7.825890843482178,62
B8,3,0,mid_amp_stave,B8_A3_S0_mid_amp_stave,3,3,8.343315881404946,8.63958868894602,62
B8,3,1,high_amp_stave,B8_A3_S1_high_amp_stave,108,108,8.145331772529328,10.412227601646595,62
B8,3,1,low_amp_stave,B8_A3_S1_low_amp_stave,2,2,8.196419336891541,10.176534817304358,62
B8,3,1,mid_amp_stave,B8_A3_S1_mid_amp_stave,2,2,8.119847807544243,10.4713730517099,62
B8,3,2,high_amp_stave,B8_A3_S2_high_amp_stave,2,2,8.535228126336488,41.04070843321317,62
B4,-1,2,low_amp_stave,B4_A-1_S2_low_amp_stave,1,1,6.910252159180724,12.601243394083077,63
B4,0,0,low_amp_stave,B4_A0_S0_low_amp_stave,40,40,7.265253033032866,7.979216677441656,63
B4,0,0,mid_amp_stave,B4_A0_S0_mid_amp_stave,12,12,7.39738748111931,8.230445234129508,63
B4,0,1,low_amp_stave,B4_A0_S1_low_amp_stave,28,28,7.530879677621121,10.971231870214524,63
B4,0,1,mid_amp_stave,B4_A0_S1_mid_amp_stave,10,10,7.5260769720666545,10.514851346528598,63
B4,0,2,high_amp_stave,B4_A0_S2_high_amp_stave,3,3,7.587310506022615,12.579014818643927,63
B4,0,2,low_amp_stave,B4_A0_S2_low_amp_stave,52,52,7.5493437553894704,12.273658883974992,63
B4,0,2,mid_amp_stave,B4_A0_S2_mid_amp_stave,37,37,7.550398327368314,12.510355969626787,63
B4,1,0,low_amp_stave,B4_A1_S0_low_amp_stave,3,3,7.717128728510215,9.20353982300885,63
B4,1,0,mid_amp_stave,B4_A1_S0_mid_amp_stave,6,6,7.718573630833911,8.32426332781143,63
B4,1,1,low_amp_stave,B4_A1_S1_low_amp_stave,12,12,7.782280853032532,11.030590710968154,63
B4,1,1,mid_amp_stave,B4_A1_S1_mid_amp_stave,24,24,7.797698999697566,10.825437362877041,63
B4,1,2,high_amp_stave,B4_A1_S2_high_amp_stave,8,8,7.796705297039207,12.208975864124486,63
B4,1,2,low_amp_stave,B4_A1_S2_low_amp_stave,34,34,7.766415798298539,12.066566897245995,63
B4,1,2,mid_amp_stave,B4_A1_S2_mid_amp_stave,37,37,7.774435510302958,12.284520549023313,63
B4,2,0,mid_amp_stave,B4_A2_S0_mid_amp_stave,1,1,7.964850887447313,10.129454865970501,63
B4,2,1,high_amp_stave,B4_A2_S1_high_amp_stave,4,4,7.961944492617304,10.626797741883369,63
B4,2,1,low_amp_stave,B4_A2_S1_low_amp_stave,12,12,7.950837956406755,11.086120285102183,63
B4,2,1,mid_amp_stave,B4_A2_S1_mid_amp_stave,26,26,7.952257118173899,11.038277437947222,63
B4,2,2,low_amp_stave,B4_A2_S2_low_amp_stave,6,6,7.8968145237252,11.994803435243831,63
B4,2,2,mid_amp_stave,B4_A2_S2_mid_amp_stave,3,3,7.9253382623381645,11.61144809382639,63
B4,3,0,high_amp_stave,B4_A3_S0_high_amp_stave,2,2,8.335540991983006,9.783361613183065,63
B4,3,0,mid_amp_stave,B4_A3_S0_mid_amp_stave,2,2,8.247938436036176,8.154021830367075,63
B4,3,1,high_amp_stave,B4_A3_S1_high_amp_stave,1,1,8.112227958349724,10.868041334390838,63
B4,3,1,low_amp_stave,B4_A3_S1_low_amp_stave,1,1,8.153205862754382,10.297766201256579,63
B4,3,2,high_amp_stave,B4_A3_S2_high_amp_stave,4,4,8.357522067299746,18.96480280597402,63
B4,3,2,low_amp_stave,B4_A3_S2_low_amp_stave,1,1,8.226172217698942,12.89892809338074,63
B6,0,0,high_amp_stave,B6_A0_S0_high_amp_stave,1,1,7.567087111047352,9.57881653211274,63
B6,0,0,low_amp_stave,B6_A0_S0_low_amp_stave,24,24,7.341483799860878,9.32458478674489,63
B6,0,0,mid_amp_stave,B6_A0_S0_mid_amp_stave,21,21,7.502738210754851,8.186172029787528,63
B6,0,1,low_amp_stave,B6_A0_S1_low_amp_stave,26,26,7.415139587218404,10.675009085077196,63
B6,0,1,mid_amp_stave,B6_A0_S1_mid_amp_stave,15,15,7.567087111047352,10.769621776417004,63
B6,0,2,high_amp_stave,B6_A0_S2_high_amp_stave,2,2,7.479629719935274,11.862721319860718,63
B6,0,2,low_amp_stave,B6_A0_S2_low_amp_stave,47,47,7.495264127519086,12.011789616243703,63
B6,0,2,mid_amp_stave,B6_A0_S2_mid_amp_stave,29,29,7.567087111047352,12.23814978137328,63
B6,1,0,high_amp_stave,B6_A1_S0_high_amp_stave,1,1,7.79667481406016,7.676242232240774,63
B6,1,0,low_amp_stave,B6_A1_S0_low_amp_stave,4,4,7.780311382683372,9.712531171451275,63
B6,1,0,mid_amp_stave,B6_A1_S0_mid_amp_stave,11,11,7.767898850233291,9.602518940830905,63
B6,1,1,high_amp_stave,B6_A1_S1_high_amp_stave,2,2,7.821622064825053,11.22834915640168,63
B6,1,1,low_amp_stave,B6_A1_S1_low_amp_stave,15,15,7.836172190654133,11.111972306365107,63
B6,1,1,mid_amp_stave,B6_A1_S1_mid_amp_stave,30,30,7.807102545309839,10.830335641871983,63
B6,1,2,high_amp_stave,B6_A1_S2_high_amp_stave,5,5,7.84129636426282,11.739444855243107,63
B6,1,2,low_amp_stave,B6_A1_S2_low_amp_stave,25,25,7.756623334538858,12.222788094901858,63
B6,1,2,mid_amp_stave,B6_A1_S2_mid_amp_stave,29,29,7.793792967685271,12.220765429958384,63
B6,2,0,high_amp_stave,B6_A2_S0_high_amp_stave,5,5,8.009196894660406,9.694224610167339,63
B6,2,0,low_amp_stave,B6_A2_S0_low_amp_stave,1,1,7.97522083865341,9.84037857688088,63
B6,2,0,mid_amp_stave,B6_A2_S0_mid_amp_stave,4,4,7.930018956290704,8.176049699507056,63
B6,2,1,high_amp_stave,B6_A2_S1_high_amp_stave,10,10,7.9653601275028425,10.841154193506586,63
B6,2,1,low_amp_stave,B6_A2_S1_low_amp_stave,4,4,7.899396126362447,10.980525020443924,63
