event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7
5182,1,2212,proton,0,1,26.880098,26.125379,0.7547195,0.97192274,2,3,0.56379318,13.645377,26.125379,0.7547195,0,0,12.480002,13.645377,0.7547195,0,0,0,0,0
5189,1,2212,proton,0,1,143.7187,24.300672,119.41803,0.16908496,7,8,4.0459342,37.217344,24.300672,29.497064,39.819617,50.101352,12.098048,12.202624,14.40748,15.089584,17.400113,22.419504,37.217344,12.884008
5190,1,2212,proton,0,1,117.08598,22.375802,94.710181,0.19110573,7,8,4.0563924,22.688943,22.375802,24.045939,29.694552,40.969691,11.569602,10.8062,10.987644,13.058295,13.989521,15.70503,18.280748,22.688943
5203,2,1000010020,deuteron,1,1,66.955786,66.955786,0,1,1,2,0.11445293,59.2925,66.955786,0,0,0,59.2925,7.663286,0,0,0,0,0,0
5214,1,2212,proton,0,1,120.17728,22.512937,97.66434,0.18733106,7,8,4.0615522,23.999845,22.512937,25.584264,30.46374,41.616336,11.018649,11.494288,11.900007,13.684257,14.25735,16.206389,17.616491,23.999845
5230,1,2212,proton,0,1,124.18826,23.652796,100.53547,0.19045919,7,8,4.0733612,25.388635,23.652796,26.09681,30.005316,44.43334,11.31298,12.339816,12.455054,13.641757,14.326799,15.678516,19.044704,25.388635
5234,1,2212,proton,0,1,128.79712,28.111329,100.68579,0.21826054,5,6,3.1664953,40.914458,28.111329,35.01577,65.670021,0,13.046354,15.064976,15.87135,19.14442,24.755562,40.914458,0,0
5243,1,2212,proton,0,1,131.65536,23.106706,108.54866,0.17550904,7,8,4.1934436,29.436419,23.106706,27.115496,31.639225,49.793935,11.252446,11.85426,12.814115,14.301381,14.693451,16.945774,20.357516,29.436419
5244,2,1000010020,deuteron,1,1,100.88181,76.032839,24.848968,0.75368236,2,3,0.95755238,46.901678,76.032839,24.848968,0,0,29.131161,46.901678,24.848968,0,0,0,0,0
5246,2,1000010020,deuteron,1,1,4.4985167,4.4985167,0,1,0,1,0,4.4985167,4.4985167,0,0,0,4.4985167,0,0,0,0,0,0,0
5246,1,2212,proton,0,1,59.200913,59.200913,0,1,1,2,0.53529879,31.690177,59.200913,0,0,0,27.510736,31.690177,0,0,0,0,0,0
5254,1,2212,proton,0,1,147.50359,24.538154,122.96544,0.16635631,7,8,4.2686858,29.743334,24.538154,28.339621,35.963569,58.66225,11.555977,12.982177,13.296261,15.04336,16.592955,19.370615,28.918915,29.743334
5258,2,1000010020,deuteron,1,1,39.322018,39.322018,0,1,0,1,0,39.322018,39.322018,0,0,0,39.322018,0,0,0,0,0,0,0
5258,1,2212,proton,0,1,79.522014,26.832797,52.689216,0.33742603,4,5,2.1899403,18.542361,26.832797,34.146855,18.542361,0,12.997298,13.835499,16.297043,17.849813,18.542361,0,0,0
5260,2,1000010020,deuteron,1,1,75.661365,75.661365,0,1,1,2,0.44095031,42.298463,75.661365,0,0,0,42.298463,33.362902,0,0,0,0,0,0
5264,1,2212,proton,0,1,118.15833,22.42648,95.731853,0.18980024,7,8,4.0663511,23.220925,22.42648,24.424478,29.688524,41.618851,11.078964,11.347516,11.63632,12.788158,13.88801,15.800514,18.397926,23.220925
5265,1,2212,proton,0,1,20.855731,20.855731,0,1,1,2,0.34570771,13.645744,20.855731,0,0,0,13.645744,7.209987,0,0,0,0,0,0
5277,2,1000010020,deuteron,1,1,126.25116,50.974468,75.276696,0.40375444,3,4,1.6716348,43.115804,50.974468,75.276696,0,0,22.642909,28.331559,43.115804,32.160892,0,0,0,0
5278,2,1000010020,deuteron,1,1,84.101415,48.32702,35.774395,0.57462791,2,3,1.1644216,35.774395,48.32702,35.774395,0,0,21.946307,26.380713,35.774395,0,0,0,0,0
5283,2,1000010020,deuteron,1,1,8.5933767,8.5933767,0,1,0,1,0,8.5933767,8.5933767,0,0,0,8.5933767,0,0,0,0,0,0,0
5283,1,2212,proton,0,1,59.204012,59.204012,0,1,1,2,0.52096403,30.843161,59.204012,0,0,0,28.360851,30.843161,0,0,0,0,0,0
5285,1,2212,proton,0,1,57.607884,57.607884,0,1,1,2,0.49464957,29.112169,57.607884,0,0,0,29.112169,28.495715,0,0,0,0,0,0
5290,2,1000010020,deuteron,1,1,86.280243,86.280243,0,1,1,2,0.58363726,50.356365,86.280243,0,0,0,35.923878,50.356365,0,0,0,0,0,0
5290,1,2212,proton,0,1,62.789601,62.789601,0,1,1,2,0.59062237,37.084943,62.789601,0,0,0,25.704658,37.084943,0,0,0,0,0,0
5291,2,1000010020,deuteron,1,1,65.953345,65.953345,0,1,0,1,0,65.953345,65.953345,0,0,0,65.953345,0,0,0,0,0,0,0
5293,1,2212,proton,0,1,120.88574,21.017925,99.867819,0.17386604,7,8,4.1470328,25.022572,21.017925,26.030623,29.87326,43.963937,9.4064273,11.611498,12.262389,13.768234,14.296326,15.576934,18.941364,25.022572
5297,2,1000010020,deuteron,1,1,127.4281,51.515992,75.912106,0.40427498,3,4,1.6746615,42.666484,51.515992,75.912106,0,0,23.1869,28.329093,42.666484,33.245622,0,0,0,0
5299,2,1000010020,deuteron,1,1,4.0621855,4.0621855,0,1,0,1,0,4.0621855,4.0621855,0,0,0,4.0621855,0,0,0,0,0,0,0
5302,2,1000010020,deuteron,1,1,123.35473,53.732668,69.622064,0.4355947,3,4,1.5363008,48.988292,53.732668,69.622064,0,0,24.100599,29.632069,48.988292,20.633773,0,0,0,0
5308,1,2212,proton,0,1,137.13196,25.020716,112.11125,0.18245722,6,7,3.735382,34.686263,25.020716,31.021246,46.403736,34.686263,11.847858,13.172858,14.572994,16.448253,19.559602,26.844134,34.686263,0
5309,1,2212,proton,0,1,133.6082,25.74126,107.86694,0.19266228,6,7,3.58275,29.83911,25.74126,31.911722,50.274842,25.680375,12.626926,13.114334,15.185451,16.72627,20.435732,29.83911,25.680375,0
5310,1,2212,proton,0,1,129.73142,27.418007,102.31341,0.21134439,5,6,3.21501,43.393322,27.418007,34.258605,68.054805,0,13.178043,14.239964,15.540523,18.718082,24.661483,43.393322,0,0
5315,1,2212,proton,0,1,72.046129,26.893929,45.152199,0.37328764,4,5,1.9768363,19.340871,26.893929,35.792477,9.359722,0,12.835242,14.058688,16.451607,19.340871,9.359722,0,0,0
5317,2,1000010020,deuteron,1,1,74.012129,74.012129,0,1,1,2,0.38934765,45.19568,74.012129,0,0,0,45.19568,28.816448,0,0,0,0,0,0
5319,2,1000010020,deuteron,1,1,82.739699,82.739699,0,1,1,2,0.55337929,45.786435,82.739699,0,0,0,36.953263,45.786435,0,0,0,0,0,0
5319,1,2212,proton,0,1,92.082858,37.524032,54.558826,0.4075029,3,4,1.6516717,32.612178,37.524032,54.558826,0,0,16.49768,21.026352,32.612178,21.946647,0,0,0,0
5323,1,2212,proton,0,1,91.393492,28.776186,62.617306,0.31486034,4,5,2.3205387,26.094009,28.776186,36.523298,26.094009,0,13.862547,14.913639,16.777431,19.745866,26.094009,0,0,0
5327,1,2212,proton,0,1,130.15601,27.150484,103.00553,0.20859954,5,6,3.2429505,45.881795,27.150484,34.328482,68.677044,0,13.088143,14.062342,15.548265,18.780218,22.795249,45.881795,0,0
5333,2,1000010020,deuteron,1,1,81.241791,81.241791,0,1,1,2,0.52377382,42.552323,81.241791,0,0,0,38.689468,42.552323,0,0,0,0,0,0
5333,1,2212,proton,0,1,59.626257,42.798885,16.827372,0.71778587,2,3,0.96421435,23.837748,42.798885,16.827372,0,0,18.961137,23.837748,16.827372,0,0,0,0,0
5341,1,2212,proton,0,1,128.03359,23.053343,104.98025,0.18005699,7,8,4.1436518,27.376291,23.053343,25.956421,31.958944,47.064885,11.754842,11.298501,12.609619,13.346801,15.591845,16.367099,19.688593,27.376291
5343,1,2212,proton,0,1,136.75238,25.571651,111.18073,0.18699237,6,7,3.6824756,32.095627,25.571651,31.395427,47.689673,32.095627,12.270612,13.301039,15.089436,16.305992,19.832718,27.856956,32.095627,0
5364,2,1000010020,deuteron,1,1,60.238445,60.238445,0,1,0,1,0,60.238445,60.238445,0,0,0,60.238445,0,0,0,0,0,0,0
5369,1,2212,proton,0,1,138.36662,24.613895,113.75273,0.17788896,6,7,3.7922607,37.37697,24.613895,30.542828,45.832932,37.37697,11.490121,13.123773,14.467077,16.075751,18.989343,26.843589,37.37697,0
5372,2,1000010020,deuteron,1,1,128.92611,49.496254,79.429859,0.38391178,3,4,1.7572672,40.375826,49.496254,79.429859,0,0,22.174174,27.322079,39.054032,40.375826,0,0,0,0
5374,1,2212,proton,0,1,102.91719,22.273835,80.643359,0.21642481,7,8,3.5662721,18.493242,22.273835,25.473324,30.750535,24.4195,10.831861,11.441973,12.791716,12.681609,14.235447,16.515088,18.493242,5.9262571
5378,2,1000010020,deuteron,1,1,129.64166,49.662471,79.979191,0.38307493,3,4,1.7557286,40.41844,49.662471,79.979191,0,0,22.423717,27.238754,39.560752,40.41844,0,0,0,0
5380,2,1000010020,deuteron,1,1,119.86619,54.524671,65.341518,0.45487949,2,3,1.3453845,65.341518,54.524671,65.341518,0,0,23.941596,30.583075,65.341518,0,0,0,0,0
5384,1,2212,proton,0,1,142.06138,24.293179,117.7682,0.17100481,6,7,3.9569937,49.995652,24.293179,29.066089,38.706456,49.995652,11.645476,12.647703,13.864475,15.201614,17.351723,21.354734,49.995652,0
5386,1,2212,proton,0,1,53.299474,25.162962,28.136512,0.47210526,3,4,1.5533583,14.696037,25.162962,28.136512,0,0,12.083283,13.079679,14.696037,13.440475,0,0,0,0
5390,2,1000010020,deuteron,1,1,121.39593,54.566323,66.829608,0.44949054,3,4,1.3879881,61.98983,54.566323,66.829608,0,0,24.56921,29.997113,61.98983,4.8397783,0,0,0,0
5392,2,1000010020,deuteron,1,1,3.7730331,3.7730331,0,1,0,1,0,3.7730331,3.7730331,0,0,0,3.7730331,0,0,0,0,0,0,0
5396,1,2212,proton,0,1,116.13659,22.01612,94.120467,0.18957092,7,8,4.0458939,22.885665,22.01612,24.678126,29.329651,40.11269,10.290737,11.725383,12.357455,12.320671,13.73606,15.593591,17.227025,22.885665
5398,2,1000010020,deuteron,1,1,66.273526,66.273526,0,1,1,2,0.12581121,57.935574,66.273526,0,0,0,57.935574,8.3379525,0,0,0,0,0,0
5398,1,2212,proton,0,1,58.301255,58.301255,0,1,1,2,0.49976942,29.16407,58.301255,0,0,0,29.16407,29.137185,0,0,0,0,0,0
5404,1,2212,proton,0,1,128.87223,23.055374,105.81685,0.17890103,7,8,4.1684007,27.952131,23.055374,26.172871,31.182713,48.46127,11.442228,11.613146,13.143489,13.029382,14.430503,16.752209,20.509139,27.952131
5407,2,1000010020,deuteron,1,1,82.800058,82.800058,0,1,1,2,0.55618799,46.052398,82.800058,0,0,0,36.74766,46.052398,0,0,0,0,0,0
5410,2,1000010020,deuteron,1,1,41.538521,41.538521,0,1,0,1,0,41.538521,41.538521,0,0,0,41.538521,0,0,0,0,0,0,0
5410,1,2212,proton,0,1,133.03525,25.675374,107.35987,0.19299678,6,7,3.5918707,29.621738,25.675374,31.628597,50.072857,25.658419,12.016442,13.658933,14.562992,17.065605,20.451118,29.621738,25.658419,0
5411,1,2212,proton,0,1,93.744285,24.332843,69.411442,0.25956615,6,7,2.9360179,21.207369,24.332843,28.454849,38.03893,2.9176621,11.893008,12.439835,13.438544,15.016306,16.831561,21.207369,2.9176621,0
5417,1,2212,proton,0,1,133.55255,25.883558,107.66899,0.19380805,6,7,3.5745029,31.325736,25.883558,31.406139,52.446639,23.816209,12.507448,13.37611,14.220112,17.186027,21.120903,31.325736,23.816209,0
5418,2,1000010020,deuteron,1,1,120.49916,54.942902,65.556255,0.45596088,2,3,1.3436302,65.556255,54.942902,65.556255,0,0,24.149107,30.793795,65.556255,0,0,0,0,0
5418,1,2212,proton,0,1,49.997336,49.997336,0,1,1,2,0.17885016,41.055304,49.997336,0,0,0,41.055304,8.9420317,0,0,0,0,0,0
5424,1,2212,proton,0,1,116.03325,21.819018,94.214236,0.18804108,7,8,4.0588107,22.938509,21.819018,24.613326,29.132586,40.468324,10.652122,11.166896,11.856131,12.757194,13.605107,15.527479,17.529815,22.938509
5426,1,2212,proton,0,1,2.0755098,2.0755098,0,1,0,1,0,2.0755098,2.0755098,0,0,0,2.0755098,0,0,0,0,0,0,0
5433,2,1000010020,deuteron,1,1,51.41759,51.41759,0,1,1,2,0.54449187,27.99646,51.41759,0,0,0,23.421131,27.99646,0,0,0,0,0,0
5436,2,1000010020,deuteron,1,1,78.96598,78.96598,0,1,1,2,0.50168682,39.616191,78.96598,0,0,0,39.349788,39.616191,0,0,0,0,0,0
5436,1,2212,proton,0,1,43.018618,43.018618,0,1,0,1,0,43.018618,43.018618,0,0,0,43.018618,0,0,0,0,0,0,0
5452,1,2212,proton,0,1,127.77784,27.403689,100.37415,0.21446355,5,6,3.1698729,40.622421,27.403689,35.573359,64.800794,0,12.881815,14.521874,16.028029,19.54533,24.178373,40.622421,0,0
5453,1,2212,proton,0,1,136.56716,26.17765,110.38951,0.19168335,6,7,3.6171149,29.459566,26.17765,32.546687,49.683528,28.159294,12.248936,13.928714,14.739109,17.807578,20.223962,29.459566,28.159294,0
5455,2,1000010020,deuteron,1,1,91.538552,91.538552,0,1,1,2,0.6438031,58.932803,91.538552,0,0,0,32.605749,58.932803,0,0,0,0,0,0
5455,1,2212,proton,0,1,59.264519,59.264519,0,1,1,2,0.5233949,31.018747,59.264519,0,0,0,28.245772,31.018747,0,0,0,0,0,0
5460,1,2212,proton,0,1,146.02863,25.191283,120.83734,0.17250921,7,8,4.1557356,32.453495,25.191283,28.136902,38.069717,54.630724,12.583461,12.607822,13.158206,14.978696,17.314126,20.755591,32.453495,22.177229
5467,2,1000010020,deuteron,1,1,86.554771,86.554771,0,1,1,2,0.59848879,51.802061,86.554771,0,0,0,34.75271,51.802061,0,0,0,0,0,0
5467,1,2212,proton,0,1,86.196923,41.924434,44.27249,0.4863797,2,3,1.3064173,44.27249,41.924434,44.27249,0,0,17.86026,24.064174,44.27249,0,0,0,0,0
5470,2,1000010020,deuteron,1,1,78.856486,78.856486,0,1,1,2,0.51736873,40.79788,78.856486,0,0,0,38.058606,40.79788,0,0,0,0,0,0
5471,2,1000010020,deuteron,1,1,74.472893,74.472893,0,1,1,2,0.41770875,43.364914,74.472893,0,0,0,43.364914,31.107979,0,0,0,0,0,0
5471,1,2212,proton,0,1,48.489764,48.489764,0,1,0,1,0,48.489764,48.489764,0,0,0,48.489764,0,0,0,0,0,0,0
5476,2,1000010020,deuteron,1,1,59.737863,59.737863,0,1,0,1,0,59.737863,59.737863,0,0,0,59.737863,0,0,0,0,0,0,0
5476,1,2212,proton,0,1,65.482316,65.482316,0,1,1,2,0.63351265,41.483875,65.482316,0,0,0,23.998441,41.483875,0,0,0,0,0,0
5494,2,1000010020,deuteron,1,1,126.44236,51.409651,75.032713,0.40658565,3,4,1.655954,44.110363,51.409651,75.032713,0,0,23.014691,28.39496,44.110363,30.92235,0,0,0,0
5498,2,1000010020,deuteron,1,1,84.216525,84.216525,0,1,1,2,0.57091398,48.080391,84.216525,0,0,0,36.136134,48.080391,0,0,0,0,0,0
5499,1,2212,proton,0,1,114.6214,21.367252,93.254144,0.18641591,7,8,4.071285,22.183235,21.367252,23.839647,29.662693,39.751804,10.170914,11.196338,11.125957,12.71369,13.940478,15.722215,17.568569,22.183235
5500,1,2212,proton,0,1,12.340012,12.340012,0,1,0,1,0,12.340012,12.340012,0,0,0,12.340012,0,0,0,0,0,0,0
5529,1,2212,proton,0,1,60.119564,60.119564,0,1,1,2,0.54894671,33.002436,60.119564,0,0,0,27.117127,33.002436,0,0,0,0,0,0
5530,2,1000010020,deuteron,1,1,50.517246,50.517246,0,1,0,1,0,50.517246,50.517246,0,0,0,50.517246,0,0,0,0,0,0,0
5531,2,1000010020,deuteron,1,1,76.362267,76.362267,0,1,1,2,0.42245479,44.102661,76.362267,0,0,0,44.102661,32.259605,0,0,0,0,0,0
5536,1,2212,proton,0,1,130.41093,26.746919,103.66401,0.20509722,6,7,3.3701805,41.306252,26.746919,31.675917,64.244589,7.7435043,12.714961,14.031958,14.296975,17.378942,22.938337,41.306252,7.7435043,0
5541,1,2212,proton,0,1,33.718406,24.742041,8.9763654,0.73378441,2,3,0.92315716,13.174658,24.742041,8.9763654,0,0,11.567384,13.174658,8.9763654,0,0,0,0,0
5544,1,2212,proton,0,1,72.285045,24.148998,48.136047,0.33408014,4,5,2.2276274,18.435159,24.148998,29.700888,18.435159,0,11.841325,12.307673,14.126826,15.574062,18.435159,0,0,0
5545,2,1000010020,deuteron,1,1,53.64856,53.64856,0,1,0,1,0,53.64856,53.64856,0,0,0,53.64856,0,0,0,0,0,0,0
5545,1,2212,proton,0,1,88.668849,39.83545,48.833399,0.44926094,3,4,1.4200258,43.346611,39.83545,48.833399,0,0,17.076983,22.758467,43.346611,5.4867877,0,0,0,0
5547,2,1000010020,deuteron,1,1,75.092127,75.092127,0,1,1,2,0.42901591,42.87641,75.092127,0,0,0,42.87641,32.215717,0,0,0,0,0,0
5547,1,2212,proton,0,1,54.524447,54.524447,0,1,1,2,0.38208522,33.691462,54.524447,0,0,0,33.691462,20.832986,0,0,0,0,0,0
5556,1,2212,proton,0,1,126.56577,28.165909,98.399858,0.22253971,5,6,3.1168841,37.402655,28.165909,35.397753,63.002105,0,13.261103,14.904805,16.018308,19.379445,25.59945,37.402655,0,0
5557,2,1000010020,deuteron,1,1,84.466453,84.466453,0,1,1,2,0.57595382,48.648776,84.466453,0,0,0,35.817677,48.648776,0,0,0,0,0,0
5557,1,2212,proton,0,1,89.54239,39.941449,49.600941,0.4460619,3,4,1.4389135,42.15757,39.941449,49.600941,0,0,17.742952,22.198497,42.15757,7.4433715,0,0,0,0
5563,1,2212,proton,0,1,139.51642,24.949753,114.56667,0.17883022,6,7,3.8235926,41.22674,24.949753,30.128457,43.211471,41.22674,12.248558,12.701195,14.171539,15.956918,18.878869,24.332602,41.22674,0
5564,2,1000010020,deuteron,1,1,122.46454,52.039372,70.425172,0.42493419,3,4,1.5548471,49.899075,52.039372,70.425172,0,0,23.002172,29.037199,49.899075,20.526097,0,0,0,0
5567,2,1000010020,deuteron,1,1,81.087622,81.087622,0,1,1,2,0.53871914,43.683454,81.087622,0,0,0,37.404168,43.683454,0,0,0,0,0,0
5567,1,2212,proton,0,1,33.817643,33.817643,0,1,0,1,0,33.817643,33.817643,0,0,0,33.817643,0,0,0,0,0,0,0
5569,2,1000010020,deuteron,1,1,119.73374,54.395464,65.338272,0.45430357,2,3,1.3472963,65.338272,54.395464,65.338272,0,0,23.755183,30.640281,65.338272,0,0,0,0,0
5574,2,1000010020,deuteron,1,1,82.100757,82.100757,0,1,1,2,0.55529899,45.590467,82.100757,0,0,0,36.51029,45.590467,0,0,0,0,0,0
5574,1,2212,proton,0,1,43.808934,43.808934,0,1,0,1,0,43.808934,43.808934,0,0,0,43.808934,0,0,0,0,0,0,0
5576,2,1000010020,deuteron,1,1,58.874982,58.874982,0,1,0,1,0,58.874982,58.874982,0,0,0,58.874982,0,0,0,0,0,0,0
5576,1,2212,proton,0,1,66.966815,66.966815,0,1,1,2,0.64585685,43.250976,66.966815,0,0,0,23.715839,43.250976,0,0,0,0,0,0
5577,2,1000010020,deuteron,1,1,84.659146,84.659146,0,1,1,2,0.58009553,49.110392,84.659146,0,0,0,35.548754,49.110392,0,0,0,0,0,0
5581,2,1000010020,deuteron,1,1,91.591934,91.591934,0,1,1,2,0.65384733,59.887142,91.591934,0,0,0,31.704792,59.887142,0,0,0,0,0,0
5581,1,2212,proton,0,1,58.513507,58.513507,0,1,1,2,0.52269987,30.585002,58.513507,0,0,0,27.928505,30.585002,0,0,0,0,0,0
5583,1,2212,proton,0,1,138.60747,25.247808,113.35966,0.18215331,6,7,3.7682817,37.6425,25.247808,30.97032,44.746837,37.6425,11.908913,13.338895,14.507547,16.462773,19.019516,25.727322,37.6425,0
5586,1,2212,proton,0,1,25.792976,21.875392,3.9175845,0.84811429,2,3,0.75568261,11.656134,21.875392,3.9175845,0,0,10.219257,11.656134,3.9175845,0,0,0,0,0
5592,2,1000010020,deuteron,1,1,78.768771,78.768771,0,1,1,2,0.49905914,39.458496,78.768771,0,0,0,39.458496,39.310275,0,0,0,0,0,0
5594,2,1000010020,deuteron,1,1,72.015789,72.015789,0,1,1,2,0.37430236,45.060109,72.015789,0,0,0,45.060109,26.95568,0,0,0,0,0,0
5594,1,2212,proton,0,1,53.381594,53.381594,0,1,1,2,0.37454444,33.387815,53.381594,0,0,0,33.387815,19.993779,0,0,0,0,0,0
5598,1,2212,proton,0,1,112.39044,21.567102,90.82334,0.19189445,7,8,4.0111839,20.658941,21.567102,24.054761,28.87589,37.892689,10.609261,10.957841,11.030236,13.024525,13.667684,15.208206,17.233748,20.658941
5601,1,2212,proton,0,1,120.24982,22.644274,97.605541,0.18831026,7,8,4.0673294,23.569021,22.644274,24.642393,31.127706,41.835442,10.759527,11.884747,12.600636,12.041757,14.335883,16.791823,18.266421,23.569021
5603,1,2212,proton,0,1,144.63603,24.415606,120.22042,0.16880722,7,8,4.1194096,33.314805,24.415606,28.783579,39.278074,52.15877,11.677599,12.738007,13.739658,15.043921,17.721002,21.557072,33.314805,18.843965
5606,1,2212,proton,0,1,123.88326,22.782271,101.10099,0.18390112,7,8,4.1259593,26.503444,22.782271,26.119821,29.155497,45.825673,11.826017,10.956254,12.397844,13.721977,13.015543,16.139954,19.322229,26.503444
5612,1,2212,proton,0,1,128.72418,26.436943,102.28723,0.20537668,5,6,3.242186,44.265332,26.436943,34.073731,68.213501,0,12.408658,14.028286,16.0211,18.052632,23.948169,44.265332,0,0
5620,2,1000010020,deuteron,1,1,83.388638,50.284985,33.103653,0.60301962,2,3,1.1241584,33.103653,50.284985,33.103653,0,0,22.750251,27.534734,33.103653,0,0,0,0,0
5630,1,2212,proton,0,1,126.064,27.712835,98.351168,0.21983147,5,6,3.1313791,37.590498,27.712835,35.231458,63.11971,0,13.020188,14.692647,15.70217,19.529288,25.529212,37.590498,0,0
5634,2,1000010020,deuteron,1,1,68.607184,68.607184,0,1,1,2,0.27218335,49.933451,68.607184,0,0,0,49.933451,18.673733,0,0,0,0,0,0
5634,1,2212,proton,0,1,57.473448,57.473448,0,1,1,2,0.49063176,29.275149,57.473448,0,0,0,29.275149,28.198299,0,0,0,0,0,0
5637,1,2212,proton,0,1,126.89018,22.364494,104.52569,0.17625078,7,8,4.1733843,27.644617,22.364494,26.182963,31.055766,47.286957,10.861816,11.502678,12.768554,13.414408,14.366719,16.689047,19.64234,27.644617
5638,2,1000010020,deuteron,1,1,77.418401,46.899951,30.51845,0.6057985,2,3,1.1180764,30.51845,46.899951,30.51845,0,0,21.377165,25.522787,30.51845,0,0,0,0,0
5642,1,2212,proton,0,1,40.8731,40.8731,0,1,0,1,0,40.8731,40.8731,0,0,0,40.8731,0,0,0,0,0,0,0
5643,2,1000010020,deuteron,1,1,94.404471,94.404471,0,1,1,2,0.66686385,62.954929,94.404471,0,0,0,31.449542,62.954929,0,0,0,0,0,0
5643,1,2212,proton,0,1,49.525818,49.525818,0,1,1,2,0.18220191,40.502119,49.525818,0,0,0,40.502119,9.0236986,0,0,0,0,0,0
5644,1,2212,proton,0,1,8.4598159,8.4598159,0,1,0,1,0,8.4598159,8.4598159,0,0,0,8.4598159,0,0,0,0,0,0,0
5645,2,1000010020,deuteron,1,1,65.124646,65.124646,0,1,0,1,0,65.124646,65.124646,0,0,0,65.124646,0,0,0,0,0,0,0
5660,2,1000010020,deuteron,1,1,48.678628,48.678628,0,1,0,1,0,48.678628,48.678628,0,0,0,48.678628,0,0,0,0,0,0,0
5660,1,2212,proton,0,1,82.763804,47.324891,35.438913,0.57180662,2,3,1.1876216,35.438913,47.324891,35.438913,0,0,19.910636,27.414255,35.438913,0,0,0,0,0
5661,1,2212,proton,0,1,5.7344518,5.7344518,0,1,0,1,0,5.7344518,5.7344518,0,0,0,5.7344518,0,0,0,0,0,0,0
5665,2,1000010020,deuteron,1,1,66.707011,66.707011,0,1,1,2,0.060383257,62.679024,66.707011,0,0,0,62.679024,4.0279866,0,0,0,0,0,0
5667,2,1000010020,deuteron,1,1,83.867077,83.867077,0,1,1,2,0.56619951,47.485498,83.867077,0,0,0,36.381579,47.485498,0,0,0,0,0,0
5669,1,2212,proton,0,1,131.41248,27.841101,103.57138,0.2118604,5,6,3.2582334,47.489011,27.841101,32.898764,70.672615,0,13.548857,14.292245,14.995474,17.90329,23.183604,47.489011,0,0
5673,1,2212,proton,0,1,113.94763,21.645564,92.302071,0.18996062,7,8,4.0314565,21.531771,21.645564,24.170923,28.915871,39.215277,10.657846,10.987718,12.166617,12.004305,13.361722,15.554148,17.683506,21.531771
5674,2,1000010020,deuteron,1,1,84.135553,84.135553,0,1,1,2,0.57376918,48.274387,84.135553,0,0,0,35.861166,48.274387,0,0,0,0,0,0
5681,1,2212,proton,0,1,139.59636,26.260528,113.33583,0.18811757,6,7,3.7566866,38.097776,26.260528,30.263139,44.974915,38.097776,12.801793,13.458736,14.511468,15.751671,18.778142,26.196773,38.097776,0
5685,1,2212,proton,0,1,126.6037,28.916047,97.687656,0.22839812,5,6,3.0602092,33.857694,28.916047,36.186288,61.501368,0,13.471159,15.444889,16.433105,19.753183,27.643674,33.857694,0,0
5689,2,1000010020,deuteron,1,1,134.99756,48.309016,86.68854,0.35785104,3,4,1.8611953,51.771756,48.309016,86.68854,0,0,22.201039,26.107977,34.916784,51.771756,0,0,0,0
5691,2,1000010020,deuteron,1,1,72.895884,72.895884,0,1,1,2,0.37432551,45.609095,72.895884,0,0,0,45.609095,27.286789,0,0,0,0,0,0
5693,1,2212,proton,0,1,119.93207,21.781831,98.15024,0.18161807,7,8,4.1101306,24.030025,21.781831,24.656874,30.73211,42.761255,11.504779,10.277052,11.826377,12.830497,13.742928,16.989182,18.73123,24.030025
5698,2,1000010020,deuteron,1,1,78.674876,78.674876,0,1,1,2,0.50744102,39.922859,78.674876,0,0,0,38.752017,39.922859,0,0,0,0,0,0
5702,1,2212,proton,0,1,126.11828,26.843876,99.274399,0.21284684,5,6,3.1736157,39.98017,26.843876,34.262893,65.011506,0,13.018817,13.82506,16.38899,17.873903,25.031335,39.98017,0,0
5709,2,1000010020,deuteron,1,1,66.447327,66.447327,0,1,1,2,0.15609794,56.075036,66.447327,0,0,0,56.075036,10.372291,0,0,0,0,0,0
5709,1,2212,proton,0,1,59.657046,59.657046,0,1,1,2,0.52254149,31.173282,59.657046,0,0,0,28.483764,31.173282,0,0,0,0,0,0
5717,1,2212,proton,0,1,145.2436,24.237709,121.00589,0.16687627,7,8,4.1321941,34.049192,24.237709,28.756354,39.378087,52.871449,11.669783,12.567927,13.950431,14.805923,17.6532,21.724887,34.049192,18.822257
5719,2,1000010020,deuteron,1,1,70.642118,70.642118,0,1,1,2,0.31094977,48.675968,70.642118,0,0,0,48.675968,21.96615,0,0,0,0,0,0
5720,1,2212,proton,0,1,61.396653,61.396653,0,1,1,2,0.55327453,33.969204,61.396653,0,0,0,27.427449,33.969204,0,0,0,0,0,0
5721,2,1000010020,deuteron,1,1,63.78626,63.78626,0,1,0,1,0,63.78626,63.78626,0,0,0,63.78626,0,0,0,0,0,0,0
5724,2,1000010020,deuteron,1,1,8.180213,8.180213,0,1,0,1,0,8.180213,8.180213,0,0,0,8.180213,0,0,0,0,0,0,0
5724,1,2212,proton,0,1,46.401606,46.401606,0,1,0,1,0,46.401606,46.401606,0,0,0,46.401606,0,0,0,0,0,0,0
