stave,dropout_case,amp_bin_label,peak_region,method,n,charge_res68_abs_frac,charge_gain_vs_no_recovery,time_delta_vs_no_recovery_samples,tail_bias_median_frac,net_harm_label_rate,catastrophic_rate,accepted_fraction,support_status
B2,trailing_sample,3000_5000,early,mlp_residual,24,0.01338639844379498,0.07791806782095181,0.0,0.0025622136155923347,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,mlp_residual,24,0.008349891377092026,0.07607747512459406,0.0,0.0029755352341294117,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,mlp_residual,24,0.008064415200561156,0.07500399360343984,0.0,0.0038099966195696555,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,early,mlp_residual,24,0.016027603336134958,0.07144737577252284,0.0,0.0035044659159264024,0.0,0.041666666666666664,1.0,accept
B4,peak_trailing,1000_2000,late,mlp_residual,24,0.06095606277413407,0.5926428789541587,0.0,-0.08279009416384092,0.041666666666666664,0.20833333333333334,1.0,accept
B2,trailing_sample,2000_3000,late,mlp_residual,24,0.04036712026269763,0.3708933092577668,0.0,-0.008581330422597996,0.041666666666666664,0.08333333333333333,1.0,accept
B6,leading_edge,2000_3000,late,mlp_residual,24,0.04652198181878828,0.280488504678746,-1.6969022923256099,0.01473792932708648,0.041666666666666664,0.041666666666666664,1.0,accept
B4,leading_edge,3000_5000,late,mlp_residual,24,0.04701380391808003,0.21383880180588183,-1.0539564255640579,-0.0017632430333636706,0.041666666666666664,0.08333333333333333,1.0,accept
B2,peak_trailing,5000_7000,central,mlp_residual,24,0.014947498515490097,0.2100462054020345,0.0,0.10876577690640726,0.041666666666666664,0.0,1.0,accept
B4,trailing_sample,3000_5000,late,mlp_residual,24,0.022176880231573385,0.19432076562988182,0.0,0.0041456526715080155,0.041666666666666664,0.0,1.0,accept
B6,leading_edge,3000_5000,late,mlp_residual,24,0.058516113192936814,0.16501101623046496,-0.6293598777600861,-0.014851893875240552,0.041666666666666664,0.125,1.0,accept
B2,leading_edge,2000_3000,early,mlp_residual,24,0.013069809513206746,0.16110926492162558,1.5959455978986625e-16,0.012147830302299878,0.041666666666666664,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,mlp_residual,24,0.02821790888485999,0.10428443691634397,0.0,0.0024397138130377236,0.041666666666666664,0.0,1.0,accept
B4,leading_edge,3000_5000,early,mlp_residual,24,0.011882021662015248,0.09254506839413215,-1.0435394599802534,0.00884479351762174,0.041666666666666664,0.0,1.0,accept
B6,trailing_sample,1000_2000,late,ridge_residual,24,0.20267181439931775,0.5073140364863133,0.0,-0.004275087414585266,0.0,0.625,1.0,accept
B4,trailing_sample,1000_2000,late,ridge_residual,24,0.2737157497684303,0.37988319195986237,0.0,-0.08279009416384092,0.0,0.7916666666666666,1.0,accept
B2,trailing_sample,1000_2000,late,ridge_residual,24,0.24045211105620762,0.32579632473548975,0.0,-0.025181705512450553,0.0,0.75,1.0,accept
B4,trailing_sample,2000_3000,late,ridge_residual,24,0.1509741049529455,0.32225855831405414,0.0,-0.005349788509320899,0.0,0.375,1.0,accept
B6,leading_edge,2000_3000,late,ridge_residual,24,0.06406749205429142,0.2629429944432428,-1.6969022923256099,0.01473792932708648,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,2000_3000,late,ridge_residual,24,0.07791163949861597,0.2525061611259549,-1.6521307185538525,0.013957341673890442,0.0,0.20833333333333334,1.0,accept
B2,leading_edge,3000_5000,late,ridge_residual,24,0.08327069498303596,0.22102166015974145,-1.353602755743892,0.0036006159569312857,0.0,0.16666666666666666,1.0,accept
B2,trailing_sample,2000_3000,late,ridge_residual,24,0.2042071173990514,0.20705331212141304,0.0,-0.008581330422597996,0.0,0.6666666666666666,1.0,accept
B4,leading_edge,2000_3000,central,ridge_residual,24,0.035471692505774165,0.1968997186424825,-1.478031681551383,0.01756824074466634,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,late,ridge_residual,24,0.040989528454103794,0.1949993143661653,0.0,0.005481408549763089,0.0,0.08333333333333333,1.0,accept
B6,leading_edge,1000_2000,central,ridge_residual,24,0.04855252150129774,0.18441619684419583,-1.7835833534034058,0.022512666177066737,0.0,0.08333333333333333,1.0,accept
B4,leading_edge,1000_2000,central,ridge_residual,24,0.05804937894341886,0.1833612395640927,2.8421709430404033e-16,0.02046707669472342,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,2000_3000,central,ridge_residual,24,0.040984439500423096,0.17935022417446583,-1.8399919173693482,0.02074103605585287,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,late,ridge_residual,24,0.04813415444453142,0.16836349141692378,0.0,0.0041456526715080155,0.0,0.16666666666666666,1.0,accept
B6,leading_edge,2000_3000,central,ridge_residual,24,0.06160214133188951,0.16514539872148348,-1.7571126260637673,0.026087539080680927,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,late,ridge_residual,24,0.08902392204508056,0.15776388216683412,0.0,-0.002328334718208258,0.0,0.08333333333333333,1.0,accept
B2,leading_edge,1000_2000,central,ridge_residual,24,0.09727559923780171,0.14456979972334677,-1.826317863115031,0.021870539367988023,0.0,0.375,1.0,accept
B2,trailing_sample,3000_5000,late,ridge_residual,24,0.11289427230041804,0.14049354009363496,0.0,0.0035067134586985182,0.0,0.25,1.0,accept
B2,leading_edge,3000_5000,central,ridge_residual,24,0.03270443441502829,0.12809430576214365,-1.6513717012216647,0.017801130377252616,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,late,ridge_residual,24,0.1876912436250951,0.12665428941865375,-0.7688822213234427,0.004302715033550092,0.0,0.625,1.0,accept
B2,leading_edge,5000_7000,central,ridge_residual,24,0.02334268075686597,0.12525597306920339,-1.2198485677293416,0.01566422616484725,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,ridge_residual,24,0.05526973293647488,0.11201903410885353,-1.5480990917390507,0.013234072702875188,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,ridge_residual,24,0.010765659461829537,0.1029536633367768,0.0,0.0013339221488200548,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,early,ridge_residual,24,0.02609712532682164,0.10075299398452912,0.0,-7.140751482073715e-05,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,ridge_residual,24,0.025071210355421217,0.10004191425230759,0.0,-0.0005375190221801052,0.0,0.0,1.0,accept
B8,leading_edge,3000_5000,central,ridge_residual,24,0.05695571067628575,0.09783000755436394,-1.3347961974982359,0.0022388231143756765,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,ridge_residual,24,0.06245035122352344,0.09215561050687027,-1.1974834371604857,0.011394106505953128,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,central,ridge_residual,24,0.02824238852918901,0.0902714909732198,0.0,7.219103084568634e-05,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,ridge_residual,24,0.03743594597382459,0.08693751897258216,0.0,-0.001295331376016784,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,central,ridge_residual,24,0.03348400208234911,0.08685337612654083,0.0,0.00010780600872678514,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,central,ridge_residual,24,0.06272662156472168,0.08450147679383836,-0.8525129953316091,-0.0026627002029134816,0.0,0.041666666666666664,1.0,accept
B4,trailing_sample,3000_5000,early,ridge_residual,24,0.02063108332766358,0.0771060450303852,0.0,0.0024064584688335278,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,late,ridge_residual,24,0.07692455507199715,0.07365826988985481,0.0,0.004835558527570505,0.0,0.16666666666666666,1.0,accept
B2,trailing_sample,3000_5000,early,ridge_residual,24,0.01826548301181549,0.0730389832529313,0.0,0.0025622136155923347,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,late,ridge_residual,24,0.08036708737862765,0.07007972625052265,0.0,0.0063558231065901916,0.0,0.20833333333333334,1.0,accept
B4,trailing_sample,1000_2000,early,ridge_residual,24,0.06254168646062713,0.06996065934057683,0.0,0.0024397138130377236,0.0,0.125,1.0,accept
B6,trailing_sample,1000_2000,early,ridge_residual,24,0.07064449005685425,0.06923510799119187,0.0,0.0,0.0,0.125,1.0,accept
B6,trailing_sample,3000_5000,early,ridge_residual,24,0.03706936214371084,0.06821347803408176,0.0,0.0025736324278272105,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,ridge_residual,24,0.0470119179357598,0.06759637524196381,0.0,0.0015255051827702815,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,ridge_residual,24,0.06146147577298022,0.060262222366216533,0.0,-0.0006677626247438562,0.0,0.08333333333333333,1.0,accept
B2,leading_edge,3000_5000,early,ridge_residual,24,0.052062944673632136,0.05704351612553822,-0.5775549701144098,-0.0040569957532733646,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,early,ridge_residual,24,0.06716616332913491,0.053851494742526054,0.0,0.00043069639612552946,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,5000_7000,early,ridge_residual,24,0.050223392391306056,0.050738947056425364,-0.49531605572970694,-0.007562552597077055,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,ridge_residual,24,0.05433126344832708,0.047156283589842606,0.0,0.00039372569356643794,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,ridge_residual,24,0.037890209180277086,0.045178199623723915,0.0,0.0038099966195696555,0.0,0.0,1.0,accept
B8,trailing_sample,3000_5000,central,ridge_residual,24,0.057592107966119716,0.03835212492185994,0.0,0.0014557599103881547,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,central,ridge_residual,24,0.053913265227870114,0.037189076181216654,0.0,0.005769926566129457,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,ridge_residual,24,0.0831004219915786,0.03692342820160707,0.0,-0.0008169076365598382,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,ge7000,early,ridge_residual,24,0.08944105198333964,0.036798249047082135,-0.6642894697717912,-0.006393137809886984,0.0,0.16666666666666666,1.0,accept
B2,trailing_sample,1000_2000,early,ridge_residual,24,0.100792166658102,0.02550172189163155,0.0,0.0,0.0,0.2916666666666667,1.0,accept
B2,trailing_sample,5000_7000,early,ridge_residual,24,0.06327311246294239,0.0211542540387437,0.0,0.0029755352341294117,0.0,0.0,1.0,accept
B4,peak_trailing,1000_2000,late,ridge_residual,24,0.27060545474376674,0.38299348698452595,0.0,-0.08279009416384092,0.041666666666666664,0.75,1.0,accept
B2,peak_sample,1000_2000,late,ridge_residual,24,0.20588876303385317,0.3603596727578442,0.0,-0.06220660538482217,0.041666666666666664,0.7916666666666666,1.0,accept
B4,leading_edge,2000_3000,late,ridge_residual,24,0.16312946617403037,0.2837666923863087,-1.574484947077785,0.015416688794244085,0.041666666666666664,0.25,1.0,accept
B2,peak_trailing,5000_7000,central,ridge_residual,24,0.02771322621908157,0.19728047769844304,0.0,0.10876577690640726,0.041666666666666664,0.0,1.0,accept
B2,leading_edge,5000_7000,late,ridge_residual,24,0.06610889762275832,0.14720493473322652,-0.4109628210275287,-0.005716859027607955,0.041666666666666664,0.08333333333333333,1.0,accept
B2,leading_edge,2000_3000,early,ridge_residual,24,0.04550470424559724,0.12867437018923508,3.0184188481996443e-16,0.012147830302299878,0.041666666666666664,0.125,1.0,accept
B4,leading_edge,1000_2000,late,ridge_residual,24,0.26052433590769836,0.11378279769190863,0.09867128632069688,-0.006365308691033966,0.041666666666666664,0.5416666666666666,1.0,accept
B2,leading_edge,ge7000,late,ridge_residual,24,0.11585171464477423,0.0853944180740934,-0.4681388272260213,-0.010457278483326532,0.041666666666666664,0.3333333333333333,1.0,accept
B4,leading_edge,3000_5000,early,ridge_residual,24,0.029579107765565226,0.07484798229058218,-1.0435394599802534,0.00884479351762174,0.041666666666666664,0.0,1.0,accept
B6,peak_trailing,2000_3000,late,rising_edge_huber,24,0.03915678874184104,0.44676474153071943,0.0,-0.15019755065739773,0.0,0.20833333333333334,1.0,accept
B4,peak_trailing,3000_5000,late,rising_edge_huber,24,0.03677857967128657,0.43144107743346466,0.0,-0.18122345276146568,0.0,0.125,1.0,accept
B6,peak_trailing,3000_5000,late,rising_edge_huber,24,0.0650247908558646,0.42884647916904167,0.0,-0.3349074779458953,0.0,0.16666666666666666,1.0,accept
B4,peak_trailing,2000_3000,late,rising_edge_huber,24,0.057099693018139865,0.4239642050107664,0.0,-0.2760742900488314,0.0,0.25,1.0,accept
B4,peak_sample,2000_3000,late,rising_edge_huber,24,0.06850403242243357,0.40472863084456606,0.0,-0.197776358767898,0.0,0.2916666666666667,1.0,accept
B2,peak_trailing,3000_5000,late,rising_edge_huber,24,0.03172560205563825,0.40239553791158944,0.0,-0.2086539088510469,0.0,0.16666666666666666,1.0,accept
B4,trailing_sample,2000_3000,late,rising_edge_huber,24,0.08364266985069498,0.3895899934163047,0.0,-0.2760742900488314,0.0,0.375,1.0,accept
B2,peak_trailing,1000_2000,late,rising_edge_huber,24,0.23722547036919622,0.3890136599666196,0.0,-0.3226241224674265,0.0,0.4166666666666667,1.0,accept
B4,leading_edge,2000_3000,late,rising_edge_huber,24,0.064587311202746,0.3823088473575931,0.0,0.15939646492955262,0.0,0.125,1.0,accept
B2,peak_trailing,5000_7000,late,rising_edge_huber,24,0.05786790780778145,0.36779416344279814,0.0,-0.02008302647792312,0.0,0.20833333333333334,1.0,accept
B2,peak_sample,1000_2000,late,rising_edge_huber,24,0.23828941017834035,0.327959025613357,0.0,-0.28232102625792566,0.0,0.4166666666666667,1.0,accept
B2,trailing_sample,1000_2000,late,rising_edge_huber,24,0.2506687020335328,0.31557973375816456,0.0,-0.3226241224674265,0.0,0.4166666666666667,1.0,accept
B2,peak_trailing,2000_3000,late,rising_edge_huber,24,0.12356214547630394,0.3128763965370971,0.0,-0.18678436173013507,0.0,0.375,1.0,accept
B2,peak_trailing,ge7000,late,rising_edge_huber,24,0.07910323541088057,0.3098048239238278,0.0,-0.07382668062865255,0.0,0.4166666666666667,1.0,accept
B4,peak_trailing,1000_2000,late,rising_edge_huber,24,0.3605092264093409,0.2930897153189518,0.0,-0.4771399503244135,0.0,0.5416666666666666,1.0,accept
B4,peak_sample,1000_2000,late,rising_edge_huber,24,0.37188682652835214,0.28171211519994055,0.0,-0.4771399503244135,0.0,0.5833333333333334,1.0,accept
B2,peak_sample,3000_5000,late,rising_edge_huber,24,0.01925898297542485,0.2813394238960213,0.0,-0.0845499993138637,0.0,0.16666666666666666,1.0,accept
B6,leading_edge,2000_3000,late,rising_edge_huber,24,0.04917334073850735,0.27783714575902685,0.0,0.1300242441670628,0.0,0.125,1.0,accept
B4,peak_trailing,1000_2000,early,rising_edge_huber,24,0.04673085986278406,0.27391558064852756,0.0,0.10979231960162594,0.0,0.0,1.0,accept
B2,peak_sample,2000_3000,late,rising_edge_huber,24,0.1391554266458579,0.27210500287460654,0.0,-0.13877158250960636,0.0,0.375,1.0,accept
B4,trailing_sample,1000_2000,late,rising_edge_huber,24,0.38209489819808873,0.27150404353020396,0.0,-0.4771399503244135,0.0,0.5833333333333334,1.0,accept
B6,peak_trailing,1000_2000,early,rising_edge_huber,24,0.031169909404355878,0.2703273463393474,0.0,0.0819097326912733,0.0,0.0,1.0,accept
B6,peak_trailing,1000_2000,central,rising_edge_huber,24,0.014617967148421774,0.2659203263614214,0.0,0.16558432090280978,0.0,0.0,1.0,accept
B2,peak_trailing,2000_3000,central,rising_edge_huber,24,0.01533786054902707,0.26312104053860924,0.0,0.15615467738974795,0.0,0.0,1.0,accept
B6,peak_trailing,2000_3000,early,rising_edge_huber,24,0.012439808018951117,0.25942370754565813,0.0,-0.10735384835268036,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,late,rising_edge_huber,24,0.15314584027264533,0.2581145892478191,0.0,-0.15971313236004486,0.0,0.375,1.0,accept
B2,peak_trailing,1000_2000,central,rising_edge_huber,24,0.020887335014385746,0.2566514806172522,0.0,0.1632344668513525,0.0,0.0,1.0,accept
B6,peak_trailing,2000_3000,central,rising_edge_huber,24,0.01695746385668732,0.25584551483760865,0.0,0.15474132455138936,0.0,0.0,1.0,accept
B4,peak_trailing,1000_2000,central,rising_edge_huber,24,0.020775026476874216,0.2555053760407444,0.0,0.14702066910116895,0.0,0.0,1.0,accept
B2,peak_trailing,2000_3000,early,rising_edge_huber,24,0.017010500469547968,0.2518443600058028,0.0,0.09125397310743094,0.0,0.0,1.0,accept
B2,peak_trailing,1000_2000,early,rising_edge_huber,24,0.033018030892579306,0.25174645226688847,0.0,0.02845625334718016,0.0,0.08333333333333333,1.0,accept
B4,peak_trailing,2000_3000,central,rising_edge_huber,24,0.01578227702403137,0.24867262665460546,0.0,0.11935949366221985,0.0,0.0,1.0,accept
B6,peak_sample,2000_3000,late,rising_edge_huber,24,0.017765043385420176,0.2453571448510345,0.0,-0.07445941183450616,0.0,0.20833333333333334,1.0,accept
B4,peak_trailing,2000_3000,early,rising_edge_huber,24,0.025641484536502977,0.24209061590649952,0.0,-0.10943297656886569,0.0,0.0,1.0,accept
B6,peak_trailing,1000_2000,late,rising_edge_huber,24,0.47140185770719945,0.2385839931784316,0.0,-0.3096375884733411,0.0,0.4166666666666667,1.0,accept
B2,leading_edge,3000_5000,late,rising_edge_huber,24,0.06784324712054758,0.23644910802222985,0.0,0.10488718664771612,0.0,0.125,1.0,accept
B6,peak_sample,3000_5000,late,rising_edge_huber,24,0.022022281884731917,0.23336679447273256,0.0,-0.04445882241412907,0.0,0.08333333333333333,1.0,accept
B6,peak_sample,1000_2000,late,rising_edge_huber,24,0.4808064942321193,0.22917935665351175,0.0,-0.3096375884733411,0.0,0.4166666666666667,1.0,accept
B6,trailing_sample,2000_3000,late,rising_edge_huber,24,0.019226300224369008,0.22756150398754568,0.0,-0.14151837043543486,0.0,0.20833333333333334,1.0,accept
B2,trailing_sample,3000_5000,late,rising_edge_huber,24,0.027373433950802075,0.22601437844325092,0.0,-0.14196216191023509,0.0,0.16666666666666666,1.0,accept
B4,peak_sample,3000_5000,late,rising_edge_huber,24,0.01591651157909927,0.22543134709457172,0.0,-0.03231543868024228,0.0,0.125,1.0,accept
B6,trailing_sample,1000_2000,late,rising_edge_huber,24,0.48924440755918186,0.22074144332644918,0.0,-0.3096375884733411,0.0,0.4583333333333333,1.0,accept
B2,leading_edge,1000_2000,central,rising_edge_huber,24,0.021260446042659305,0.22058495291848917,0.0,0.1323910627068414,0.0,0.0,1.0,accept
B4,leading_edge,1000_2000,central,rising_edge_huber,24,0.021670498117915125,0.21974012038959642,0.0,0.13377218396157142,0.0,0.0,1.0,accept
B6,peak_trailing,3000_5000,central,rising_edge_huber,24,0.029891220436119175,0.2178730288390545,0.0,-0.2093966584713086,0.0,0.0,1.0,accept
B8,peak_trailing,3000_5000,central,rising_edge_huber,24,0.011971340157137475,0.21752075684274627,0.0,0.09844514481834471,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,late,rising_edge_huber,24,0.11430193988663578,0.2161158607379351,0.0,0.1228198993470396,0.0,0.25,1.0,accept
B6,peak_trailing,3000_5000,early,rising_edge_huber,24,0.016898462328951116,0.21467941342848956,0.0,-0.25468061038614587,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,late,rising_edge_huber,24,0.04675938763715907,0.2140932180868028,0.0,0.11497245912302206,0.0,0.08333333333333333,1.0,accept
B6,trailing_sample,3000_5000,late,rising_edge_huber,24,0.02215623576314654,0.21383260705712256,0.0,-0.07363885181324176,0.0,0.08333333333333333,1.0,accept
B2,peak_trailing,3000_5000,central,rising_edge_huber,24,0.02776699755161007,0.2132842679058953,0.0,-0.24494440348534022,0.0,0.0,1.0,accept
B4,leading_edge,2000_3000,central,rising_edge_huber,24,0.025258883514384278,0.20711252763387242,0.0,0.12415915682298387,0.0,0.0,1.0,accept
B6,leading_edge,1000_2000,central,rising_edge_huber,24,0.02733689623096202,0.20563182211453154,0.0,0.13308749723964058,0.0,0.0,1.0,accept
B2,peak_trailing,ge7000,central,rising_edge_huber,24,0.05269796530212911,0.2052997503632244,0.0,0.19852436448099287,0.0,0.20833333333333334,1.0,accept
B2,peak_trailing,5000_7000,central,rising_edge_huber,24,0.02043124711619815,0.20456245680132645,0.0,0.17605020257836002,0.0,0.0,1.0,accept
B2,peak_sample,5000_7000,late,rising_edge_huber,24,0.02497217642277844,0.20121545344413108,0.0,-0.051437974986539514,0.0,0.08333333333333333,1.0,accept
B2,leading_edge,2000_3000,central,rising_edge_huber,24,0.02154659957038169,0.19878806410450725,0.0,0.12437442993569309,0.0,0.0,1.0,accept
B2,peak_trailing,3000_5000,early,rising_edge_huber,24,0.021413703920288386,0.1984387219717044,0.0,-0.24039718833700272,0.0,0.041666666666666664,1.0,accept
B4,peak_trailing,3000_5000,early,rising_edge_huber,24,0.017482184609620092,0.1973629035231393,0.0,-0.16194906419297017,0.0,0.0,1.0,accept
B4,peak_trailing,3000_5000,central,rising_edge_huber,24,0.025848977865857065,0.19728351177715284,0.0,0.1677566884869119,0.0,0.0,1.0,accept
B6,leading_edge,2000_3000,central,rising_edge_huber,24,0.033820512266895204,0.1929270277864778,0.0,0.1329297941140627,0.0,0.0,1.0,accept
B2,peak_trailing,ge7000,early,rising_edge_huber,24,0.05190209835113492,0.1926996892653361,0.0,0.08495918568290295,0.0,0.4166666666666667,1.0,accept
B2,peak_trailing,5000_7000,early,rising_edge_huber,24,0.031196924069973916,0.19219281562886448,0.0,0.07824974960992065,0.0,0.125,1.0,accept
B4,trailing_sample,3000_5000,late,rising_edge_huber,24,0.026976065657964912,0.1895215802034903,0.0,-0.0828386289100894,0.0,0.125,1.0,accept
B2,peak_sample,ge7000,late,rising_edge_huber,24,0.027543616461062716,0.1832368887788387,0.0,-0.044850399574688116,0.0,0.16666666666666666,1.0,accept
B2,leading_edge,1000_2000,early,rising_edge_huber,24,0.01785381442444656,0.16850270381023663,0.0,0.014566506403804629,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,2000_3000,early,rising_edge_huber,24,0.013459469803264682,0.16071960463156765,0.0,0.10005767015943062,0.0,0.0,1.0,accept
B6,leading_edge,1000_2000,early,rising_edge_huber,24,0.016396358208470838,0.160557374881522,0.0,0.07361095053773134,0.0,0.0,1.0,accept
B6,peak_sample,1000_2000,early,rising_edge_huber,24,0.01282368867925495,0.156329996232609,0.0,0.0,0.0,0.0,1.0,accept
B4,peak_sample,1000_2000,early,rising_edge_huber,24,0.02106359734995505,0.15216406967194138,0.0,0.07338947319946015,0.0,0.0,1.0,accept
B4,leading_edge,2000_3000,early,rising_edge_huber,24,0.01344377563643179,0.14791395499740506,0.0,0.09783161694783116,0.0,0.0,1.0,accept
B4,leading_edge,1000_2000,early,rising_edge_huber,24,0.029746770598837274,0.14503272409658458,0.0,0.06426388863867866,0.0,0.0,1.0,accept
B6,leading_edge,2000_3000,early,rising_edge_huber,24,0.013517919848670594,0.14487248958717575,0.0,0.08899245631372263,0.0,0.0,1.0,accept
B2,peak_sample,1000_2000,early,rising_edge_huber,24,0.015386988099481368,0.13885406878192763,0.0,0.0,0.0,0.08333333333333333,1.0,accept
B2,peak_sample,2000_3000,early,rising_edge_huber,24,0.006296490082333672,0.13656048838152532,0.0,0.028264545210285277,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,rising_edge_huber,24,0.03148594746979617,0.13580281957553225,0.0,0.10196412067016725,0.0,0.0,1.0,accept
B6,peak_sample,2000_3000,early,rising_edge_huber,24,0.005103433237089764,0.13553800370936386,0.0,-0.05396517028438963,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,central,rising_edge_huber,24,0.027759293034490137,0.1330394471426818,0.0,0.11071401661088043,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,rising_edge_huber,24,0.007220594392383567,0.13265900365566255,0.0,-0.06567989185994522,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,late,rising_edge_huber,24,0.09096431259097708,0.1325628168324247,0.0,0.10074171071959653,0.0,0.125,1.0,accept
B2,leading_edge,5000_7000,late,rising_edge_huber,24,0.0810818637596925,0.13223196859629233,0.0,0.0666098261734166,0.0,0.125,1.0,accept
B2,leading_edge,5000_7000,central,rising_edge_huber,24,0.017931171018582926,0.1306674828074864,0.0,0.10582536630153655,0.0,0.0,1.0,accept
B6,peak_sample,2000_3000,central,rising_edge_huber,24,0.010298850272169405,0.12989392038678602,0.0,0.06499290807985278,0.0,0.0,1.0,accept
B4,peak_sample,2000_3000,early,rising_edge_huber,24,0.008215583016846,0.12970356609366324,0.0,-0.06547707534777564,0.0,0.0,1.0,accept
B2,peak_sample,2000_3000,central,rising_edge_huber,24,0.012572716918771015,0.12967903692287677,0.0,-0.05311147122763665,0.0,0.0,1.0,accept
B6,peak_sample,1000_2000,central,rising_edge_huber,24,0.01569752339979894,0.12957099590879842,0.0,-0.05417678176796814,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,late,rising_edge_huber,24,0.02551620143279117,0.12493061219635913,0.0,-0.1005021392506332,0.0,0.16666666666666666,1.0,accept
B2,peak_sample,ge7000,central,rising_edge_huber,24,0.018789581889127,0.12489030965630293,0.0,0.21150098509528092,0.0,0.0,1.0,accept
B2,peak_sample,1000_2000,central,rising_edge_huber,24,0.01867161293050694,0.12439925341096754,0.0,-0.05847356688075875,0.0,0.0,1.0,accept
B4,peak_sample,1000_2000,central,rising_edge_huber,24,0.016848101949954473,0.12374268540789515,0.0,0.2048669315281492,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,rising_edge_huber,24,0.03112506439398885,0.12348089733640485,0.0,0.10210521916210441,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,rising_edge_huber,24,0.009069098654966025,0.12343324714623793,0.0,-0.08488483802054259,0.0,0.0,1.0,accept
B8,leading_edge,3000_5000,central,rising_edge_huber,24,0.03220939132712463,0.12257632690352505,0.0,0.0958588963626423,0.0,0.0,1.0,accept
B4,peak_sample,2000_3000,central,rising_edge_huber,24,0.01298042142710446,0.12226735996395213,0.0,-0.04947402417996444,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,late,rising_edge_huber,24,0.08090314364082456,0.12034298907804307,0.0,0.07227554634538799,0.0,0.08333333333333333,1.0,accept
B6,trailing_sample,1000_2000,central,rising_edge_huber,24,0.00405981348921824,0.11766388464997851,0.0,-0.07117272668428479,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,central,rising_edge_huber,24,0.0031411790213896223,0.11719619918750032,0.0,-0.06609285354357439,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,rising_edge_huber,24,0.007545550815667039,0.1168279141307397,0.0,-0.06806425930177992,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,central,rising_edge_huber,24,0.004723913428613469,0.11642093972057652,0.0,-0.07334422485750147,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,late,rising_edge_huber,24,0.03428112715705447,0.11630169780479749,0.0,-0.09213160442027293,0.0,0.125,1.0,accept
B4,trailing_sample,1000_2000,central,rising_edge_huber,24,0.004522843133369469,0.11550100705981621,0.0,-0.07181821730339766,0.0,0.0,1.0,accept
B2,peak_sample,5000_7000,central,rising_edge_huber,24,0.006250613151348916,0.11527397666161708,0.0,0.19151238153944328,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,rising_edge_huber,24,0.01061957398221009,0.11449355062551872,0.0,-0.06156641124099624,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,central,rising_edge_huber,24,0.004356199914950566,0.11415767958745825,0.0,-0.06563584773139741,0.0,0.0,1.0,accept
B6,peak_sample,3000_5000,central,rising_edge_huber,24,0.01313774729404795,0.11352449527204085,0.0,-0.19431718149330518,0.0,0.0,1.0,accept
