event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7,benchmark_sample
37144,1,2212,proton,0,2,32.775848,32.775848,0,1,0,1,0,32.775848,32.775848,0,0,0,32.775848,0,0,0,0,0,0,0,True
37151,1,2212,proton,0,2,144.91969,23.926432,120.99327,0.16510132,7,8,4.2215481,31.154215,23.926432,27.9175,37.575226,55.500542,11.161822,12.764609,12.882405,15.035093,17.074989,20.500238,31.154215,24.346327,True
37153,1,2212,proton,0,2,48.862446,48.862446,0,1,1,2,0.16070807,41.009857,48.862446,0,0,0,41.009857,7.8525891,0,0,0,0,0,0,True
37162,1,2212,proton,0,2,17.99873,17.99873,0,1,1,2,0.37521866,11.245272,17.99873,0,0,0,11.245272,6.753459,0,0,0,0,0,0,True
37171,1,2212,proton,0,2,61.153664,61.153664,0,1,1,2,0.55682647,34.051979,61.153664,0,0,0,27.101683,34.051979,0,0,0,0,0,0,True
37175,2,1000010020,deuteron,1,2,68.585251,68.585251,0,1,1,2,0.22750725,52.981609,68.585251,0,0,0,52.981609,15.603642,0,0,0,0,0,0,True
37175,1,2212,proton,0,2,58.075317,58.075317,0,1,1,2,0.49526134,29.31286,58.075317,0,0,0,29.31286,28.762459,0,0,0,0,0,0,True
37183,2,1000010020,deuteron,1,2,33.398712,33.398712,0,1,1,2,0.35292712,21.611401,33.398712,0,0,0,21.611401,11.787312,0,0,0,0,0,0,True
37187,2,1000010020,deuteron,1,2,45.010441,45.010441,0,1,1,2,0.2470441,33.890877,45.010441,0,0,0,33.890877,11.119564,0,0,0,0,0,0,True
37193,2,1000010020,deuteron,1,2,16.117273,16.117273,0,1,0,1,0,16.117273,16.117273,0,0,0,16.117273,0,0,0,0,0,0,0,True
37193,1,2212,proton,0,2,29.577824,29.577824,0,1,0,1,0,29.577824,29.577824,0,0,0,29.577824,0,0,0,0,0,0,0,True
37201,2,1000010020,deuteron,1,2,4.463161,4.463161,0,1,0,1,0,4.463161,4.463161,0,0,0,4.463161,0,0,0,0,0,0,0,True
37201,1,2212,proton,0,2,73.638496,42.578476,31.06002,0.57820946,2,3,1.1679231,31.06002,42.578476,31.06002,0,0,18.694416,23.88406,31.06002,0,0,0,0,0,True
37207,1,2212,proton,0,2,101.89622,25.955475,75.94075,0.25472459,5,6,2.9312675,25.928881,25.955475,30.053772,45.886982,0,12.430209,13.525265,14.478304,15.575467,19.958101,25.928881,0,0,True
37211,2,1000010020,deuteron,1,2,1.1271993,1.1271993,0,1,0,1,0,1.1271993,1.1271993,0,0,0,1.1271993,0,0,0,0,0,0,0,True
37235,2,1000010020,deuteron,1,2,84.782455,84.782455,0,1,1,2,0.58820349,49.869335,84.782455,0,0,0,34.91312,49.869335,0,0,0,0,0,0,True
37235,1,2212,proton,0,2,66.296753,66.296753,0,1,1,2,0.6389789,42.362225,66.296753,0,0,0,23.93453,42.362225,0,0,0,0,0,0,True
37240,1,2212,proton,0,2,34.746658,34.746658,0,1,0,1,0,34.746658,34.746658,0,0,0,34.746658,0,0,0,0,0,0,0,True
37245,2,1000010020,deuteron,1,2,83.847992,54.988529,28.859461,0.65581214,2,3,1.0561315,30.835579,54.988529,28.859461,0,0,24.15295,30.835579,28.859461,0,0,0,0,0,True
37245,1,2212,proton,0,2,57.818954,57.818954,0,1,1,2,0.49148682,29.401703,57.818954,0,0,0,29.401703,28.417253,0,0,0,0,0,0,True
37247,1,2212,proton,0,2,139.85216,24.376976,115.47517,0.17430532,6,7,3.9086215,46.059055,24.376976,28.782223,40.633896,46.059055,12.238466,12.138509,13.752449,15.029773,17.627388,23.006508,46.059055,0,True
37248,2,1000010020,deuteron,1,2,89.121727,89.121727,0,1,1,2,0.62579793,55.772194,89.121727,0,0,0,33.349533,55.772194,0,0,0,0,0,0,True
37248,1,2212,proton,0,2,16.152849,16.152849,0,1,0,1,0,16.152849,16.152849,0,0,0,16.152849,0,0,0,0,0,0,0,True
37256,1,2212,proton,0,2,128.62242,26.834133,101.78828,0.20862718,5,6,3.2219131,42.744221,26.834133,34.106125,67.682159,0,12.53129,14.302842,15.68379,18.422333,24.937943,42.744221,0,0,True
37264,1,2212,proton,0,2,137.2301,25.910496,111.31961,0.18881059,6,7,3.674258,32.145756,25.910496,31.534367,47.639488,32.145756,12.717911,13.192586,14.905957,16.62841,19.742918,27.89657,32.145756,0,True
37278,1,2212,proton,0,2,134.34035,26.253479,108.08686,0.19542512,6,7,3.5941727,29.75547,26.253479,31.522938,49.540874,27.02305,12.442753,13.810727,15.594389,15.928548,19.785404,29.75547,27.02305,0,True
37281,1,2212,proton,0,2,126.10371,27.747818,98.355896,0.22003965,5,6,3.0823805,34.30706,27.747818,36.883778,61.472122,0,13.299351,14.448468,16.595711,20.288067,27.16506,34.30706,0,0,True
37287,2,1000010020,deuteron,1,2,30.264137,30.264137,0,1,0,1,0,30.264137,30.264137,0,0,0,30.264137,0,0,0,0,0,0,0,True
37287,1,2212,proton,0,2,139.6125,26.265667,113.34684,0.18813263,6,7,3.7459044,37.838829,26.265667,30.903488,44.604523,37.838829,12.599648,13.666018,14.571513,16.331974,18.885496,25.719025,37.838829,0,True
37290,2,1000010020,deuteron,1,2,70.243904,70.243904,0,1,1,2,0.29229832,49.711731,70.243904,0,0,0,49.711731,20.532175,0,0,0,0,0,0,True
37291,2,1000010020,deuteron,1,2,80.918137,80.918137,0,1,1,2,0.5476405,44.314049,80.918137,0,0,0,36.604092,44.314049,0,0,0,0,0,0,True
37296,1,2212,proton,0,2,139.7119,25.706123,114.00577,0.1839938,6,7,3.8028417,41.457905,25.706123,30.368971,42.178898,41.457905,12.693563,13.01256,14.402822,15.966149,18.056334,24.122564,41.457905,0,True
37305,2,1000010020,deuteron,1,2,68.312828,68.312828,0,1,1,2,0.22154637,53.178368,68.312828,0,0,0,53.178368,15.134459,0,0,0,0,0,0,True
37307,1,2212,proton,0,2,146.37738,23.264065,123.11333,0.1589321,7,8,4.3089309,29.304337,23.264065,27.410793,37.35038,58.35215,11.545114,11.718951,12.357743,15.05305,17.032692,20.31769,29.047813,29.304337,True
37308,2,1000010020,deuteron,1,2,29.952988,29.952988,0,1,0,1,0,29.952988,29.952988,0,0,0,29.952988,0,0,0,0,0,0,0,True
37308,1,2212,proton,0,2,137.78156,25.328953,112.45261,0.18383414,6,7,3.7334919,34.946289,25.328953,30.995426,46.510887,34.946289,12.053366,13.275586,14.46242,16.533007,19.625317,26.885571,34.946289,0,True
37323,2,1000010020,deuteron,1,2,126.85307,52.123924,74.729156,0.41089997,3,4,1.6409717,44.693569,52.123924,74.729156,0,0,23.455523,28.668402,44.693569,30.035585,0,0,0,0,True
37326,1,2212,proton,0,2,134.26691,25.407707,108.8592,0.18923283,6,7,3.6610808,29.696508,25.407707,30.571899,48.59079,29.696508,11.868661,13.539046,14.669119,15.90278,20.156624,28.434164,29.696508,0,True
37334,2,1000010020,deuteron,1,2,77.416214,77.416214,0,1,1,2,0.47830099,40.387962,77.416214,0,0,0,40.387962,37.028252,0,0,0,0,0,0,True
37339,2,1000010020,deuteron,1,2,65.906097,65.906097,0,1,0,1,0,65.906097,65.906097,0,0,0,65.906097,0,0,0,0,0,0,0,True
37348,2,1000010020,deuteron,1,2,67.914291,67.914291,0,1,1,2,0.19416867,54.727463,67.914291,0,0,0,54.727463,13.186828,0,0,0,0,0,0,True
37349,2,1000010020,deuteron,1,2,82.442276,82.442276,0,1,1,2,0.5458411,45.000381,82.442276,0,0,0,37.441891,45.000381,0,0,0,0,0,0,True
37349,1,2212,proton,0,2,90.691788,40.154697,50.537086,0.44276002,3,4,1.5187856,36.808815,40.154697,50.537086,0,0,17.215755,22.938942,36.808815,13.72827,0,0,0,0,True
37350,2,1000010020,deuteron,1,2,53.732407,48.141113,5.5912929,0.89594185,2,3,0.687998,25.785202,48.141113,5.5912929,0,0,22.355909,25.785202,5.5912929,0,0,0,0,0,True
37372,2,1000010020,deuteron,1,2,91.858337,91.858337,0,1,1,2,0.65416628,60.09063,91.858337,0,0,0,31.767708,60.09063,0,0,0,0,0,0,True
37375,2,1000010020,deuteron,1,2,126.94022,51.679897,75.260315,0.40711996,3,4,1.6678611,42.419743,51.679897,75.260315,0,0,23.32246,28.357437,42.419743,32.840572,0,0,0,0,True
37381,2,1000010020,deuteron,1,2,89.664185,89.664185,0,1,1,2,0.6297012,56.461647,89.664185,0,0,0,33.202534,56.461647,0,0,0,0,0,0,True
37392,1,2212,proton,0,2,128.89305,26.946922,101.94613,0.2090642,5,6,3.1644998,38.672977,26.946922,36.028606,65.917526,0,13.128867,13.818056,16.364927,19.663679,27.244545,38.672977,0,0,True
37396,2,1000010020,deuteron,1,2,127.66426,50.23745,77.426804,0.39351225,3,4,1.7097507,41.189014,50.23745,77.426804,0,0,23.054808,27.182644,41.189014,36.237789,0,0,0,0,True
37398,2,1000010020,deuteron,1,2,33.106064,33.106064,0,1,1,2,0.3499845,21.519455,33.106064,0,0,0,21.519455,11.586609,0,0,0,0,0,0,True
37407,1,2212,proton,0,2,143.21738,25.048744,118.16864,0.17490017,6,7,3.9198389,47.991154,25.048744,29.201706,40.975777,47.991154,12.236241,12.812503,13.782381,15.419326,18.072033,22.903744,47.991154,0,True
37414,2,1000010020,deuteron,1,2,71.995575,71.995575,0,1,1,2,0.35416257,46.49744,71.995575,0,0,0,46.49744,25.498138,0,0,0,0,0,0,True
37426,1,2212,proton,0,2,112.78253,21.469254,91.313278,0.19035974,7,8,4.0132437,21.467682,21.469254,23.934978,28.765171,38.613129,11.059685,10.40957,12.16905,11.765929,14.393989,14.371181,17.145447,21.467682,True
37436,2,1000010020,deuteron,1,2,38.762253,38.762253,0,1,0,1,0,38.762253,38.762253,0,0,0,38.762253,0,0,0,0,0,0,0,True
37436,1,2212,proton,0,2,133.625,26.271179,107.35384,0.19660378,6,7,3.4973674,33.562767,26.271179,33.003429,54.958637,19.391769,12.437089,13.83409,15.256585,17.746843,21.39587,33.562767,19.391769,0,True
37443,1,2212,proton,0,2,48.169678,48.169678,0,1,1,2,0.060094185,45.27496,48.169678,0,0,0,45.27496,2.8947175,0,0,0,0,0,0,True
37446,2,1000010020,deuteron,1,2,120.28635,53.645042,66.641304,0.44597781,3,4,1.4605731,53.992657,53.645042,66.641304,0,0,23.889297,29.755743,53.992657,12.648648,0,0,0,0,True
37450,2,1000010020,deuteron,1,2,69.074387,69.074387,0,1,1,2,0.22670144,53.415127,69.074387,0,0,0,53.415127,15.659263,0,0,0,0,0,0,True
37453,2,1000010020,deuteron,1,2,71.12558,71.12558,0,1,1,2,0.2921356,50.347267,71.12558,0,0,0,50.347267,20.778313,0,0,0,0,0,0,True
37460,1,2212,proton,0,2,30.842094,30.842094,0,1,0,1,0,30.842094,30.842094,0,0,0,30.842094,0,0,0,0,0,0,0,True
37462,2,1000010020,deuteron,1,2,124.59172,53.553307,71.038414,0.42983037,3,4,1.5515504,49.14201,53.553307,71.038414,0,0,24.216211,29.337097,49.14201,21.896404,0,0,0,0,True
37465,1,2212,proton,0,2,136.07687,25.89529,110.18157,0.19029897,6,7,3.6392007,29.440042,25.89529,31.749561,48.99197,29.440042,12.517379,13.377913,15.06295,16.686611,19.952709,29.039261,29.440042,0,True
37469,1,2212,proton,0,2,146.08704,24.482431,121.60461,0.16758798,7,8,4.2332692,30.239023,24.482431,27.371857,37.688278,56.544476,11.972677,12.509754,12.945216,14.426641,17.26811,20.420166,30.239023,26.305452,True
37470,2,1000010020,deuteron,1,2,54.237495,54.237495,0,1,0,1,0,54.237495,54.237495,0,0,0,54.237495,0,0,0,0,0,0,0,True
37470,1,2212,proton,0,2,90.241913,39.787926,50.453987,0.44090295,3,4,1.4937924,38.266376,39.787926,50.453987,0,0,18.080822,21.707104,38.266376,12.18761,0,0,0,0,True
37472,2,1000010020,deuteron,1,2,76.750427,76.750427,0,1,1,2,0.4479124,42.372963,76.750427,0,0,0,42.372963,34.377468,0,0,0,0,0,0,True
37479,2,1000010020,deuteron,1,2,90.838768,90.838768,0,1,1,2,0.64192623,58.31179,90.838768,0,0,0,32.526978,58.31179,0,0,0,0,0,0,True
37479,1,2212,proton,0,2,39.708614,39.708614,0,1,0,1,0,39.708614,39.708614,0,0,0,39.708614,0,0,0,0,0,0,0,True
37484,2,1000010020,deuteron,1,2,57.031124,57.031124,0,1,0,1,0,57.031124,57.031124,0,0,0,57.031124,0,0,0,0,0,0,0,True
37485,1,2212,proton,0,2,95.248825,27.822521,67.426308,0.29210356,5,6,2.5607302,25.081421,27.822521,33.460312,33.965996,0,13.474453,14.348067,15.57102,17.889292,25.081421,8.884573,0,0,True
37486,2,1000010020,deuteron,1,2,76.928986,76.928986,0,1,1,2,0.46990564,40.779621,76.928986,0,0,0,40.779621,36.149364,0,0,0,0,0,0,True
37486,1,2212,proton,0,2,52.245926,52.245926,0,1,1,2,0.34557733,34.190918,52.245926,0,0,0,34.190918,18.055008,0,0,0,0,0,0,True
37489,2,1000010020,deuteron,1,2,129.71187,48.627739,81.084137,0.37489045,3,4,1.7935375,44.010757,48.627739,81.084137,0,0,22.163652,26.464088,37.073376,44.010757,0,0,0,0,True
37501,2,1000010020,deuteron,1,2,1.8255405,1.8255405,0,1,0,1,0,1.8255405,1.8255405,0,0,0,1.8255405,0,0,0,0,0,0,0,True
37516,2,1000010020,deuteron,1,2,78.296158,78.296158,0,1,1,2,0.50205344,39.308857,78.296158,0,0,0,38.987305,39.308857,0,0,0,0,0,0,True
37520,2,1000010020,deuteron,1,2,94.222672,94.222672,0,1,1,2,0.67778486,63.862698,94.222672,0,0,0,30.359974,63.862698,0,0,0,0,0,0,True
37540,2,1000010020,deuteron,1,2,123.80067,52.385551,71.415115,0.42314434,3,4,1.5761565,47.409981,52.385551,71.415115,0,0,24.091696,28.293854,47.409981,24.005136,0,0,0,0,True
37552,1,2212,proton,0,2,126.00407,22.860641,103.14343,0.18142781,7,8,4.1451859,26.797659,22.860641,25.58742,31.040438,46.515572,11.191164,11.669477,12.735566,12.851853,14.479185,16.561253,19.717915,26.797659,True
37561,2,1000010020,deuteron,1,2,54.615795,54.615795,0,1,0,1,0,54.615795,54.615795,0,0,0,54.615795,0,0,0,0,0,0,0,True
37561,1,2212,proton,0,2,13.953801,13.953801,0,1,0,1,0,13.953801,13.953801,0,0,0,13.953801,0,0,0,0,0,0,0,True
37562,2,1000010020,deuteron,1,2,132.0827,48.804459,83.278244,0.36949924,3,4,1.8090415,46.025467,48.804459,83.278244,0,0,22.443348,26.361111,37.252781,46.025467,0,0,0,0,True
37575,2,1000010020,deuteron,1,2,53.124374,53.124374,0,1,1,2,0.56322163,29.920795,53.124374,0,0,0,23.203581,29.920795,0,0,0,0,0,0,True
37575,1,2212,proton,0,2,28.865446,28.865446,0,1,0,1,0,28.865446,28.865446,0,0,0,28.865446,0,0,0,0,0,0,0,True
37576,2,1000010020,deuteron,1,2,63.762428,63.762428,0,1,0,1,0,63.762428,63.762428,0,0,0,63.762428,0,0,0,0,0,0,0,True
37579,1,2212,proton,0,2,53.327713,53.327713,0,1,1,2,0.36979946,33.607151,53.327713,0,0,0,33.607151,19.72056,0,0,0,0,0,0,True
37587,1,2212,proton,0,2,82.3694,39.70005,42.66935,0.4819757,2,3,1.3084769,42.66935,39.70005,42.66935,0,0,17.26029,22.43976,42.66935,0,0,0,0,0,True
37589,2,1000010020,deuteron,1,2,32.890919,32.890919,0,1,1,2,0.30641356,22.812695,32.890919,0,0,0,22.812695,10.078223,0,0,0,0,0,0,True
37592,2,1000010020,deuteron,1,2,26.273777,26.273777,0,1,1,2,0.11989524,23.123676,26.273777,0,0,0,23.123676,3.1501009,0,0,0,0,0,0,True
37600,1,2212,proton,0,2,30.94072,22.097858,8.8428602,0.7141999,2,3,0.9441548,11.527108,22.097858,8.8428602,0,0,10.570751,11.527108,8.8428602,0,0,0,0,0,True
37604,2,1000010020,deuteron,1,2,75.451096,75.451096,0,1,1,2,0.45129842,41.400131,75.451096,0,0,0,41.400131,34.050961,0,0,0,0,0,0,True
37604,1,2212,proton,0,2,53.49791,53.49791,0,1,1,2,0.36250222,34.104801,53.49791,0,0,0,34.104801,19.39311,0,0,0,0,0,0,True
37609,1,2212,proton,0,2,122.70847,22.22488,100.48359,0.18111937,7,8,4.124824,25.367998,22.22488,25.248642,30.854818,44.380127,10.911376,11.313503,12.378598,12.870044,14.452908,16.401911,19.012131,25.367998,True
37613,2,1000010020,deuteron,1,2,42.840416,42.840416,0,1,0,1,0,42.840416,42.840416,0,0,0,42.840416,0,0,0,0,0,0,0,True
37613,1,2212,proton,0,2,134.20587,26.758772,107.44711,0.199386,6,7,3.5157905,32.121307,26.758772,32.266041,53.529335,21.651733,12.892337,13.866435,14.97388,17.292162,21.40803,32.121307,21.651733,0,True
37616,2,1000010020,deuteron,1,2,128.59906,52.836246,75.762817,0.4108603,3,4,1.658923,42.823486,52.836246,75.762817,0,0,23.965273,28.870974,42.823486,32.939331,0,0,0,0,True
37627,1,2212,proton,0,2,121.03463,24.087803,96.946831,0.1990158,7,8,4.0121341,23.773718,24.087803,25.42979,29.604357,41.912678,11.903259,12.184544,12.137376,13.292414,14.000918,15.603438,18.13896,23.773718,True
37628,2,1000010020,deuteron,1,2,119.87457,55.039627,64.834946,0.45914346,2,3,1.3381523,64.834946,55.039627,64.834946,0,0,24.299097,30.740532,64.834946,0,0,0,0,0,True
37630,1,2212,proton,0,2,138.45357,25.318325,113.13524,0.1828651,6,7,3.7452216,36.993382,25.318325,31.332785,44.809074,36.993382,12.772041,12.546284,15.344005,15.98878,18.667004,26.142069,36.993382,0,True
37650,1,2212,proton,0,2,134.08456,25.960096,108.12447,0.19360988,6,7,3.5861225,30.789213,25.960096,31.397953,51.747818,24.978697,12.550205,13.409891,14.412752,16.985201,20.958607,30.789213,24.978697,0,True
37657,1,2212,proton,0,2,126.45862,27.497059,98.961563,0.21743919,5,6,3.1187165,36.395443,27.497059,36.105991,62.855572,0,13.037178,14.459881,16.207031,19.89896,26.460129,36.395443,0,0,True
37660,2,1000010020,deuteron,1,2,11.660585,11.660585,0,1,0,1,0,11.660585,11.660585,0,0,0,11.660585,0,0,0,0,0,0,0,True
37662,2,1000010020,deuteron,1,2,82.181274,82.181274,0,1,1,2,0.54859924,45.084587,82.181274,0,0,0,37.096687,45.084587,0,0,0,0,0,0,True
37670,2,1000010020,deuteron,1,2,29.832142,29.832142,0,1,1,2,0.25495121,22.2264,29.832142,0,0,0,22.2264,7.6057405,0,0,0,0,0,0,True
37679,2,1000010020,deuteron,1,2,59.895638,59.895638,0,1,0,1,0,59.895638,59.895638,0,0,0,59.895638,0,0,0,0,0,0,0,True
37679,1,2212,proton,0,2,62.488773,62.488773,0,1,1,2,0.58713824,36.689548,62.488773,0,0,0,25.799225,36.689548,0,0,0,0,0,0,True
37682,2,1000010020,deuteron,1,2,14.463487,14.463487,0,1,0,1,0,14.463487,14.463487,0,0,0,14.463487,0,0,0,0,0,0,0,True
37682,1,2212,proton,0,2,64.179977,64.179977,0,1,1,2,0.61006665,39.154064,64.179977,0,0,0,25.025913,39.154064,0,0,0,0,0,0,True
37685,2,1000010020,deuteron,1,2,122.40309,52.986214,69.416885,0.43288296,3,4,1.5080881,53.070694,52.986214,69.416885,0,0,23.57151,29.414701,53.070694,16.346188,0,0,0,0,True
37687,1,2212,proton,0,2,67.56974,27.230902,40.338844,0.40300438,4,5,1.8539622,18.209192,27.230902,33.878349,6.4604959,0,13.767036,13.463865,15.669155,18.209192,6.4604959,0,0,0,True
37690,2,1000010020,deuteron,1,2,74.992798,74.992798,0,1,1,2,0.43014705,42.734863,74.992798,0,0,0,42.734863,32.257931,0,0,0,0,0,0,True
37694,1,2212,proton,0,2,49.275944,22.453083,26.822863,0.45566013,4,5,1.6700796,13.348789,22.453083,24.919762,1.9031003,0,10.959057,11.494027,11.570972,13.348789,1.9031003,0,0,0,True
37695,1,2212,proton,0,2,128.31926,28.248974,100.07028,0.22014602,5,6,3.1715114,41.510056,28.248974,34.053352,66.01693,0,13.158353,15.09062,15.86248,18.190872,24.506876,41.510056,0,0,True
37696,2,1000010020,deuteron,1,2,71.661407,71.661407,0,1,1,2,0.35044152,46.548279,71.661407,0,0,0,46.548279,25.113132,0,0,0,0,0,0,True
37696,1,2212,proton,0,2,11.87101,0,11.87101,0,3,1,3,11.87101,0,11.87101,0,0,0,0,0,11.87101,0,0,0,0,True
37698,1,2212,proton,0,2,131.53278,26.436134,105.09663,0.20098515,5,6,3.2865171,48.636452,26.436134,34.413818,70.682816,0,12.205054,14.23108,16.5555,17.858316,22.046364,48.636452,0,0,True
37699,1,2212,proton,0,2,1.3641776,1.3641776,0,1,0,1,0,1.3641776,1.3641776,0,0,0,1.3641776,0,0,0,0,0,0,0,True
37702,1,2212,proton,0,2,24.558878,24.485054,0.073824257,0.99699402,2,3,0.50896543,12.351972,24.485054,0.073824257,0,0,12.133082,12.351972,0.073824257,0,0,0,0,0,True
37715,2,1000010020,deuteron,1,2,33.406487,33.406487,0,1,1,2,0.3522678,21.638458,33.406487,0,0,0,21.638458,11.768029,0,0,0,0,0,0,True
37716,1,2212,proton,0,2,121.70564,23.04171,98.66394,0.18932326,7,8,4.0703902,23.982433,23.04171,24.795712,31.176237,42.69199,11.878234,11.163475,11.458315,13.337398,14.718359,16.457878,18.709557,23.982433,True
37718,2,1000010020,deuteron,1,2,124.60235,53.910027,70.692322,0.43265659,3,4,1.5453918,49.162708,53.910027,70.692322,0,0,24.264826,29.645199,49.162708,21.52961,0,0,0,0,True
37722,1,2212,proton,0,2,133.15137,25.156311,107.99506,0.18893017,6,7,3.5256324,34.580845,25.156311,32.979481,56.271599,18.743973,11.736116,13.420195,15.046937,17.932545,21.690754,34.580845,18.743973,0,True
37740,2,1000010020,deuteron,1,2,67.198975,67.198975,0,1,1,2,0.1611535,56.369629,67.198975,0,0,0,56.369629,10.82935,0,0,0,0,0,0,True
37745,2,1000010020,deuteron,1,2,124.22701,54.227554,69.999451,0.43651986,3,4,1.5437865,47.860977,54.227554,69.999451,0,0,24.584961,29.642595,47.860977,22.138475,0,0,0,0,True
37748,1,2212,proton,0,2,146.86078,24.849762,122.01102,0.16920625,7,8,4.206605,30.33662,24.849762,27.786877,38.468109,55.756046,12.083304,12.766457,13.097188,14.689688,17.540844,20.927263,30.33662,25.419426,True
37753,2,1000010020,deuteron,1,2,81.531349,81.531349,0,1,1,2,0.53821921,43.881737,81.531349,0,0,0,37.649612,43.881737,0,0,0,0,0,0,True
37753,1,2212,proton,0,2,103.22305,33.463985,69.759064,0.324191,3,4,1.9711604,46.625622,33.463985,69.759064,0,0,16.138542,17.325443,23.133446,46.625622,0,0,0,0,True
37754,2,1000010020,deuteron,1,2,46.493099,46.493099,0,1,1,2,0.12321813,40.764305,46.493099,0,0,0,40.764305,5.7287927,0,0,0,0,0,0,True
37755,2,1000010020,deuteron,1,2,24.641678,24.641678,0,1,0,1,0,24.641678,24.641678,0,0,0,24.641678,0,0,0,0,0,0,0,True
37760,2,1000010020,deuteron,1,2,84.45118,84.45118,0,1,1,2,0.57859319,48.862877,84.45118,0,0,0,35.588303,48.862877,0,0,0,0,0,0,True
37760,1,2212,proton,0,2,42.673874,42.673874,0,1,0,1,0,42.673874,42.673874,0,0,0,42.673874,0,0,0,0,0,0,0,True
37762,1,2212,proton,0,2,22.510403,22.510403,0,1,1,2,0.42137229,13.025143,22.510403,0,0,0,13.025143,9.48526,0,0,0,0,0,0,True
37764,2,1000010020,deuteron,1,2,59.45813,59.45813,0,1,0,1,0,59.45813,59.45813,0,0,0,59.45813,0,0,0,0,0,0,0,True
37764,1,2212,proton,0,2,24.953934,24.953934,0,1,1,2,0.0033686433,24.869873,24.953934,0,0,0,24.869873,0.0840609,0,0,0,0,0,0,True
37782,1,2212,proton,0,2,131.41339,25.896549,105.51685,0.19706172,6,7,3.3843095,41.347805,25.896549,33.068733,64.367119,8.0809956,12.509695,13.386853,15.151714,17.917019,23.019316,41.347805,8.0809956,0,True
37783,1,2212,proton,0,2,142.80188,24.14263,118.65926,0.16906381,6,7,3.9244506,47.628777,24.14263,30.550386,40.480087,47.628777,11.631932,12.510697,14.387045,16.163342,17.528912,22.951178,47.628777,0,True
37791,2,1000010020,deuteron,1,2,60.463066,60.463066,0,1,0,1,0,60.463066,60.463066,0,0,0,60.463066,0,0,0,0,0,0,0,True
37793,2,1000010020,deuteron,1,2,22.833162,22.833162,0,1,0,1,0,22.833162,22.833162,0,0,0,22.833162,0,0,0,0,0,0,0,True
37798,2,1000010020,deuteron,1,2,70.302879,52.292812,18.010067,0.7438218,2,3,0.92425668,28.957769,52.292812,18.010067,0,0,23.335043,28.957769,18.010067,0,0,0,0,0,True
37805,2,1000010020,deuteron,1,2,63.640987,63.640987,0,1,0,1,0,63.640987,63.640987,0,0,0,63.640987,0,0,0,0,0,0,0,True
37808,2,1000010020,deuteron,1,2,46.81197,46.81197,0,1,1,2,0.19228461,37.810749,46.81197,0,0,0,37.810749,9.0012217,0,0,0,0,0,0,True
37808,1,2212,proton,0,2,95.171082,33.102608,62.068474,0.34782213,3,4,1.9067743,40.074806,33.102608,62.068474,0,0,15.844581,17.258028,21.993666,40.074806,0,0,0,0,True
37814,1,2212,proton,0,2,33.479069,21.803402,11.675664,0.65125471,3,4,1.0619944,11.716081,21.803402,11.675664,0,0,10.08732,11.716081,11.188486,0.48717749,0,0,0,0,True
37815,2,1000010020,deuteron,1,2,86.538231,86.538231,0,1,1,2,0.61712658,53.405045,86.538231,0,0,0,33.133186,53.405045,0,0,0,0,0,0,True
37815,1,2212,proton,0,2,51.381821,51.381821,0,1,1,2,0.27716359,37.140652,51.381821,0,0,0,37.140652,14.241171,0,0,0,0,0,0,True
37816,2,1000010020,deuteron,1,2,9.9422598,9.9422598,0,1,0,1,0,9.9422598,9.9422598,0,0,0,9.9422598,0,0,0,0,0,0,0,True
37816,1,2212,proton,0,2,56.216492,56.216492,0,1,1,2,0.45935768,30.393017,56.216492,0,0,0,30.393017,25.823477,0,0,0,0,0,0,True
37819,1,2212,proton,0,2,143.61029,23.673042,119.93725,0.16484225,7,8,4.1322031,35.005074,23.673042,28.593773,39.061897,52.281578,11.521915,12.151126,13.201722,15.392051,17.579281,21.482616,35.005074,17.276503,True
37822,2,1000010020,deuteron,1,2,86.356682,86.356682,0,1,1,2,0.60157549,51.950066,86.356682,0,0,0,34.406616,51.950066,0,0,0,0,0,0,True
37822,1,2212,proton,0,2,54.660355,54.660355,0,1,1,2,0.42640656,31.352823,54.660355,0,0,0,31.352823,23.307533,0,0,0,0,0,0,True
37835,1,2212,proton,0,2,36.886078,36.886078,0,1,0,1,0,36.886078,36.886078,0,0,0,36.886078,0,0,0,0,0,0,0,True
37837,2,1000010020,deuteron,1,2,95.104881,95.104881,0,1,1,2,0.6756326,64.255959,95.104881,0,0,0,30.848923,64.255959,0,0,0,0,0,0,True
37838,1,2212,proton,0,2,136.64287,25.171097,111.47177,0.18421084,6,7,3.743665,35.085819,25.171097,29.86632,46.519638,35.085819,12.155651,13.015446,14.42146,15.44486,19.76095,26.758686,35.085819,0,True
37856,2,1000010020,deuteron,1,2,134.03745,49.531181,84.506264,0.36953241,3,4,1.8176485,47.235558,49.531181,84.506264,0,0,22.146297,27.384884,37.270706,47.235558,0,0,0,0,True
