sample,run,event,amp_left,amp_right,peak_left,peak_right,area_left,area_right,tail_left,tail_right,raw_residual_ns
sample_iii,35,11971,1720.0,1104.5,7.0,8.0,12828.0,8502.0,0.36880261927034613,0.42884027287697013,5.539751552795032
sample_iii,35,11992,4134.5,2112.0,5.0,7.0,36914.0,15240.0,0.4521319824456846,0.3845800524934383,6.4900225432078145
sample_iii,35,12144,3320.5,1819.5,6.0,7.0,30257.0,13264.0,0.4056251445946393,0.3792219541616405,7.619043166588746
sample_iii,35,12180,1921.0,2214.5,6.0,6.0,14056.0,17363.0,0.2712009106431417,0.36560502217358753,5.0113008316166905
sample_iii,35,12320,2776.5,1720.0,6.0,7.0,20635.0,12996.0,0.33695178095468864,0.40327793167128345,5.424420560298572
sample_iii,35,12492,1493.0,2113.5,7.0,7.0,10838.0,15845.0,0.3558774681675586,0.42240454402019567,4.959570484160643
sample_iii,35,12611,1683.5,1897.5,6.0,7.0,11759.0,14906.0,0.27604388128242197,0.3712598953441567,2.6820104426873854
sample_iii,35,12743,3281.0,2032.0,4.0,6.0,28623.0,14178.0,0.28718163714495337,0.2520806883904641,5.2557371528513315
sample_iii,35,12753,2005.0,2253.0,6.0,7.0,14996.0,16784.0,0.30514803947719393,0.3455672068636797,3.7474218331248856
sample_iii,35,12776,2251.0,2088.0,7.0,7.0,15261.0,15470.0,0.3026014022672171,0.4023917259211377,4.6480572401522835
sample_iii,35,12834,2022.5,2615.0,7.0,7.0,14100.0,20065.0,0.2765957446808511,0.38111138798903565,4.874128054245745
sample_iii,35,12867,3019.5,1228.0,6.0,7.0,24448.0,9460.0,0.3654695680628272,0.41923890063424946,6.869289385078858
sample_iii,35,12876,2149.5,2522.5,6.0,7.0,15725.0,18861.0,0.3068998410174881,0.39017019246063306,7.271391068811333
sample_iii,35,12980,2027.5,1199.0,6.0,7.0,14528.0,8364.0,0.2946035242290749,0.3121712099473936,3.408984287025973
sample_iii,35,13008,2120.5,1413.0,6.0,7.0,15368.0,10085.0,0.2924908901613743,0.305106593951413,3.4587268058316774
sample_iii,35,13032,1626.0,2715.0,7.0,7.0,10990.0,20827.0,0.30145586897179255,0.3986171796226053,4.729621219002638
sample_iii,35,13144,2845.0,1779.5,6.0,7.0,21947.0,13515.0,0.2971248917847542,0.3522012578616352,3.8450500770415985
sample_iii,35,13164,3130.5,1621.5,6.0,7.0,26374.0,11923.0,0.38693410176689164,0.3993961251362912,6.3659353794317255
sample_iii,35,13183,2813.5,1925.5,7.0,6.0,20600.0,14363.0,0.18825242718446603,0.25391631274803317,2.8828553075810426
sample_iii,35,13216,1010.0,2309.0,6.0,6.0,7230.0,16854.0,0.23526970954356846,0.29286816186068587,4.806926406926408
sample_iii,35,13275,2967.5,1758.5,7.0,6.0,24830.0,12760.0,0.26327023761578733,0.25336990595611286,3.4034260147011857
sample_iii,35,13303,1715.0,1850.5,7.0,7.0,12161.0,13169.0,0.3358276457528164,0.37550307540435873,4.300770651618947
sample_iii,35,13315,3717.5,2295.5,5.0,7.0,33630.0,16750.0,0.3857270294380018,0.3392835820895522,5.429106975498726
sample_iii,35,13383,2117.5,1828.5,6.0,7.0,15604.0,13907.0,0.31575237118687516,0.361185014740778,2.8806115552240925
sample_iii,35,13448,2943.5,1211.0,6.0,7.0,23635.0,8594.0,0.3470700232705733,0.33919013265068654,4.628154509262004
sample_iii,35,13510,3561.0,1612.5,5.0,7.0,31900.0,11954.0,0.35815047021943575,0.3265852434331604,6.5289643463497455
sample_iii,35,13604,3404.5,2135.5,5.0,7.0,30344.0,16175.0,0.3671566042710256,0.36364760432766613,4.405258667737261
sample_iii,35,13954,3004.5,1601.0,8.0,7.0,24411.0,12136.0,0.299127442546393,0.339403427818062,4.485768500948769
sample_iii,35,13983,1499.0,2328.5,7.0,7.0,10725.0,17314.0,0.2975291375291375,0.3412845096453737,1.7059442499378221
sample_iii,35,14055,1454.5,1113.0,7.0,7.0,10616.0,7594.0,0.3571024868123587,0.3612062154332368,5.3283256291730865
sample_iii,35,14103,1905.0,2110.5,5.0,6.0,12285.0,14984.0,0.16336996336996337,0.2359183128670582,1.6099202546137867
sample_iii,35,14119,3832.5,1885.5,5.0,7.0,34721.0,14073.0,0.38434952910342446,0.33773893270802247,5.891930323498041
sample_iii,35,14133,3785.5,1245.5,6.0,8.0,33970.0,9036.0,0.45663821018545775,0.38280212483399734,5.213189387008235
sample_iii,35,14226,2043.0,1162.5,6.0,7.0,14265.0,8395.0,0.27430774623203646,0.31494937462775463,3.205399800007406
sample_iii,35,14282,2069.0,1234.5,7.0,7.0,15033.0,8964.0,0.34497438967604604,0.3613342257920571,4.234989767944711
sample_iii,35,14428,2742.5,1514.5,7.0,8.0,20963.0,11033.0,0.35247817583361163,0.3833046315598659,5.847804535846478
sample_iii,35,14499,1564.0,2299.5,6.0,7.0,11088.0,17815.0,0.28914141414141414,0.3959023294976144,4.647392987249553
sample_iii,35,14540,3171.5,2420.5,8.0,6.0,26633.0,18545.0,0.3060488867194833,0.33885144243731463,5.465002200381406
sample_iii,35,14560,2477.0,1370.5,7.0,7.0,18173.0,10113.0,0.35849887195289715,0.3849500642737071,4.1119091264236545
sample_iii,35,14583,3637.5,1937.0,5.0,7.0,32838.0,14671.0,0.379590718070528,0.35116897280348985,4.635997928176799
sample_iii,35,14626,1807.0,1860.0,7.0,8.0,13505.0,14177.0,0.40570159200296185,0.43083868237285744,1.1419976124154374
sample_iii,35,14699,2078.0,1267.5,6.0,7.0,15938.0,9439.0,0.3024846279332413,0.32937811208814494,3.74499941513627
sample_iii,35,14777,3081.0,1576.0,5.0,6.0,24818.0,11681.0,0.294665162382142,0.3261707045629655,4.590177471448076
sample_iii,35,14793,2866.0,1701.0,6.0,7.0,22267.0,12228.0,0.3504288857951228,0.35819430814524045,3.783345084214652
sample_iii,35,14812,1393.5,2829.5,6.0,6.0,9785.0,22483.0,0.24425140521205926,0.3387893074767602,4.330254594032034
sample_iii,35,14843,3050.0,1618.5,5.0,7.0,25003.0,12022.0,0.31576210854697434,0.3312260855098985,3.3278913554962273
sample_iii,35,14919,3171.0,1987.0,6.0,7.0,27899.0,14371.0,0.3772895085845371,0.3431215642613597,3.4041073095499073
sample_iii,35,14923,2684.0,2562.5,7.0,7.0,20384.0,20211.0,0.33688186813186816,0.38107961011330466,1.190948662835524
sample_iii,35,14967,1985.0,2170.0,6.0,7.0,14038.0,15830.0,0.2974782732582989,0.35754895767530004,3.1085691448400894
sample_iii,35,14993,1693.5,1971.0,7.0,7.0,12144.0,14219.0,0.347167325428195,0.4018566706519446,4.561604694055028
sample_iii,35,15093,3185.5,2259.5,6.0,7.0,26490.0,15498.0,0.3823707059267648,0.3665634275390373,6.474795658527256
sample_iii,35,15137,2221.5,1503.5,6.0,7.0,16992.0,10819.0,0.3127354048964218,0.3111193271097144,3.215779427359486
sample_iii,35,15235,2838.0,1566.0,7.0,7.0,22511.0,11580.0,0.35080627248900537,0.35345423143350607,2.710002079434396
sample_iii,35,15284,2317.5,1574.5,6.0,7.0,16783.0,11685.0,0.3154382410772806,0.3757809157038939,6.173463693927552
sample_iii,35,15340,2403.0,1748.0,7.0,8.0,17092.0,13858.0,0.3557219751930728,0.4255303795641507,2.6423289854662357
sample_iii,35,15450,3524.5,2292.0,5.0,6.0,32030.0,16535.0,0.36553231345613485,0.30752948291502874,5.000033573946617
sample_iii,35,15467,3346.0,1768.5,6.0,7.0,28464.0,12527.0,0.415893760539629,0.3840504510257843,4.8252473225732615
sample_iii,35,15531,1689.5,2613.5,6.0,6.0,12316.0,19805.0,0.27776875608963947,0.33239081040141377,2.6784808395720106
sample_iii,35,15625,1185.0,1034.0,3.0,4.0,-10850.0,1100.0,-13128.0,-2.8836363636363638,2.013944884110632
sample_iii,35,15708,2339.5,1209.5,6.0,7.0,16958.0,8330.0,0.2559853756339191,0.2897959183673469,7.162650052489845
sample_iii,35,15750,2402.5,1766.5,5.0,6.0,15731.0,12369.0,0.13889771788188926,0.20187565688414585,2.284802721175428
sample_iii,35,15771,1553.5,1891.0,6.0,7.0,11355.0,13287.0,0.27538529282254515,0.32211936479265446,4.670593012672409
sample_iii,35,15926,2772.5,1589.5,6.0,7.0,20542.0,11590.0,0.29826696524194335,0.34900776531492667,5.2706203048685865
sample_iii,35,15967,2483.5,1400.5,6.0,7.0,17839.0,10313.0,0.29962441840910364,0.3536313390865897,3.737523289032417
sample_iii,35,15970,2594.5,1436.5,6.0,7.0,18984.0,10886.0,0.331015592077539,0.38848061730663236,5.247178053735361
sample_iii,35,16017,3554.5,2230.5,5.0,6.0,31894.0,15998.0,0.3601304320561861,0.31653956744593076,5.869643362724474
sample_iii,35,16047,2051.5,1025.5,5.0,5.0,11771.0,7387.0,0.07246623056664685,0.21740896168945445,2.6244796129994086
sample_iii,35,16067,3181.0,1591.0,6.0,7.0,26945.0,11717.0,0.3546854704026721,0.3546983016130409,3.716803429467184
sample_iii,35,16089,3018.0,1601.5,4.0,6.0,24000.0,11518.0,0.22520833333333334,0.23267928459802048,2.8786361785379135
sample_iii,35,16179,2578.5,1584.5,7.0,8.0,19238.0,12314.0,0.3419794157396819,0.4200097450056846,4.116666151781331
sample_iii,35,16322,2820.5,1509.5,6.0,7.0,21940.0,11788.0,0.3097538742023701,0.3537495758398371,2.703471623970376
sample_iii,35,184,2194.5,1826.0,7.0,7.0,15561.0,13132.0,0.33236938500096397,0.3945324398416083,4.908541533409071
sample_iii,35,259,1193.0,1015.0,5.0,5.0,4873.0,6326.0,-0.21978247486148164,0.11207714195384129,2.852744028528843
sample_iii,35,294,2010.0,2409.5,6.0,6.0,14827.0,18106.0,0.27382477911917447,0.33055340771015135,4.731523572150664
sample_iii,35,298,1128.0,2019.5,6.0,7.0,7844.0,15511.0,0.24719530851606322,0.3559409451357101,3.9970481729397562
sample_iii,35,332,2374.5,1665.5,7.0,7.0,17212.0,11410.0,0.33255867999070415,0.35127081507449603,5.596211365902299
sample_iii,35,351,2649.5,1469.0,6.0,7.0,19377.0,11715.0,0.273210507302472,0.36867264191207855,5.232651124537373
sample_iii,35,380,3160.5,1755.0,9.0,7.0,26922.0,13012.0,0.3582943317732709,0.37849677221026745,5.2495826148835505
sample_iii,35,450,1338.5,1851.0,5.0,5.0,9115.0,12921.0,0.185957213384531,0.2140701184118876,1.98109557238406
sample_iii,35,459,1991.5,1902.0,6.0,7.0,14934.0,14433.0,0.32168206776483194,0.3423404697568073,1.6335008484532025
sample_iii,35,464,2464.0,1575.5,7.0,7.0,17737.0,10586.0,0.34250436939730505,0.3639712828263745,6.096528983865689
sample_iii,35,573,2519.0,1068.0,7.0,7.0,18472.0,7759.0,0.3728886964053703,0.4022425570305452,3.342526491682314
sample_iii,35,586,2939.0,2169.0,5.0,6.0,22704.0,15908.0,0.25303911205074,0.27237867739502136,3.1727561090225542
sample_iii,35,632,3264.5,1489.5,5.0,6.0,27991.0,10983.0,0.30081097495623593,0.28225439315305473,4.990932705379688
sample_iii,35,683,2095.5,1436.0,7.0,7.0,14864.0,10435.0,0.37123250807319697,0.41629132726401535,2.6659915529445755
sample_iii,35,872,3521.0,1139.0,6.0,8.0,31776.0,8479.0,0.4238104229607251,0.3771671187640052,5.983664666166547
sample_iii,35,924,2331.5,1062.0,6.0,7.0,18149.0,7995.0,0.3339026943633258,0.36973108192620385,4.450839140761623
sample_iii,35,928,3171.0,1317.0,6.0,8.0,25692.0,10451.0,0.4020706834812393,0.44713424552674386,3.5171927600227377
sample_iii,35,1051,2758.5,1122.0,7.0,8.0,20557.0,8327.0,0.3429488738629177,0.4092710459949562,6.240677414101938
sample_iii,35,1083,2158.0,1241.5,6.0,7.0,15057.0,9160.0,0.2801354851564057,0.30971615720524015,1.8731221967604839
sample_iii,35,1278,3517.5,1998.5,5.0,7.0,30719.0,14523.0,0.38585240404961096,0.3681746195689596,4.823511434121542
sample_iii,35,1399,1822.0,1051.0,6.0,6.0,13458.0,7635.0,0.2839203447763412,0.3094957432874918,3.086150809097475
sample_iii,35,1408,1829.5,2114.5,7.0,7.0,13422.0,15783.0,0.33698405602741766,0.4086675536970158,6.329134199988154
sample_iii,35,1577,2230.5,2061.0,6.0,6.0,16332.0,14979.0,0.32825128581925056,0.3427465117831631,1.788744596171
sample_iii,35,1619,2881.0,1120.5,7.0,7.0,21973.0,8307.0,0.23497019068857233,0.2614662332972192,3.8466564421745453
sample_iii,35,1653,2552.0,1527.5,6.0,8.0,18235.0,10674.0,0.33139566767205925,0.37802136031478356,6.335298611423184
sample_iii,35,1674,2177.0,1245.5,7.0,7.0,15962.0,8957.0,0.32946999122916926,0.35034051579770015,4.225176818904551
sample_iii,35,1758,4289.5,2016.5,5.0,7.0,39245.0,14970.0,0.46120524907631544,0.39559118236472945,7.359154559200583
sample_iii,35,1855,3974.0,2693.5,5.0,6.0,36322.0,19970.0,0.4066681350145917,0.33410115172759136,4.8017001114186435
sample_iii,35,1873,1711.5,1573.5,7.0,8.0,12732.0,11726.0,0.4154885328306629,0.5017908920347944,5.600901972445236
sample_iii,35,1917,1611.0,1858.0,4.0,4.0,110.0,5502.0,-55.18181818181818,-0.5797891675754271,0.6357691708322832
sample_iii,35,1920,2036.5,2551.5,7.0,8.0,14132.0,20224.0,0.33576280781205775,0.4436807753164557,5.282690730106651
sample_iii,35,1958,3065.5,1448.5,8.0,6.0,24939.0,10937.0,0.3030193672561049,0.3065740148121057,3.2450647967335335
sample_iii,35,1999,2198.0,2122.0,7.0,7.0,15862.0,15731.0,0.33904930021434876,0.41014557243659017,5.939221421926398
sample_iii,35,2017,3495.5,2042.0,5.0,7.0,33222.0,15091.0,0.41770513515140567,0.3604134914849911,4.180972744995167
sample_iii,35,2276,3319.5,1667.0,6.0,7.0,29767.0,12220.0,0.39406053683609366,0.36121112929623567,4.455038880734513
sample_iii,35,2339,3119.5,2075.5,4.0,6.0,25192.0,15384.0,0.23801206732295968,0.2622204888195528,3.814915692444238
sample_iii,35,2405,2577.0,1290.5,6.0,6.0,18391.0,9685.0,0.2797564025882225,0.3130614352090862,1.876163879532271
sample_iii,35,2412,1889.5,1270.0,6.0,7.0,14174.0,8564.0,0.33751940172146183,0.3406118636151331,7.042686754551156
sample_iii,35,2487,1306.5,2522.5,7.0,7.0,9566.0,18846.0,0.2879991637047878,0.35232940677066754,4.00203203122911
sample_iii,35,2524,1822.5,1408.5,6.0,6.0,13460.0,9726.0,0.3012630014858841,0.2955994242237302,2.3544010679162035
sample_iii,35,2568,2348.5,1506.0,7.0,7.0,17237.0,10964.0,0.33956024830306897,0.34439985406785845,1.8916522074416875
sample_iii,35,2579,2999.5,1558.0,8.0,7.0,23864.0,11334.0,0.3413090848139457,0.3641256396682548,5.011003219900246
sample_iii,35,2625,3350.5,1944.0,5.0,7.0,28195.0,13795.0,0.37201631494945914,0.3642624139180863,5.73127363308901
sample_iii,35,2663,1073.0,1291.5,3.0,4.0,-8489.0,-382.0,-10530.0,-5206.0,1.2220802099624315
sample_iii,35,2769,2066.5,1193.5,6.0,5.0,7647.0,6213.0,-0.44304956191970707,-0.0027361982938998875,2.74160577092832
sample_iii,35,2793,2470.5,1087.5,6.0,7.0,17837.0,7325.0,0.28569826764590456,0.24941979522184302,2.36732116308659
sample_iii,35,2827,2309.0,1043.0,6.0,7.0,16300.0,8224.0,0.3011042944785276,0.38910505836575876,2.6144210844916245
sample_iii,35,2969,2204.5,2147.5,7.0,7.0,15971.0,16025.0,0.3327280696261975,0.38889235569422775,4.374288653618265
sample_iii,35,3179,2384.5,2057.5,7.0,7.0,17768.0,15094.0,0.3438766321476812,0.38876374718431167,4.056776556776555
sample_iii,35,3288,1210.5,2245.0,6.0,7.0,8691.0,17204.0,0.2738465078817167,0.3672401767030923,3.773213046495485
sample_iii,35,3303,2810.0,1565.5,6.0,7.0,21047.0,12383.0,0.30536418491946593,0.3819752887022531,2.947055396150084
sample_iii,35,3508,1897.5,2385.0,6.0,6.0,13544.0,18568.0,0.26808919078558774,0.3414476518741922,3.1180179919585775
sample_iii,35,3513,2214.5,1189.5,6.0,7.0,16470.0,8596.0,0.32537947783849425,0.3592368543508609,7.174741008693019
sample_iii,35,3563,3389.0,2240.0,6.0,7.0,29175.0,15508.0,0.39770351328191944,0.3629094660820222,6.4734370924267495
sample_iii,35,3614,1364.0,2291.0,6.0,6.0,9761.0,17048.0,0.26851756992111464,0.34279680900985454,3.7155925574681277
sample_iii,35,3639,2625.5,1610.0,7.0,8.0,19635.0,12060.0,0.34789915966386553,0.42661691542288555,6.4882678764175665
sample_iii,35,3760,1514.0,1017.5,4.0,5.0,5001.0,5306.0,-0.45310937812437513,-0.029212212589521298,1.864592302240066
sample_iii,35,3806,2128.5,2182.0,7.0,7.0,16037.0,15686.0,0.3701440419030991,0.3946194058396022,5.81236629687065
sample_iii,35,3818,3019.5,1759.0,6.0,7.0,24599.0,13140.0,0.37379568275133135,0.4001522070015221,5.8837448529259575
sample_iii,35,3874,3782.0,1401.5,5.0,7.0,34123.0,10273.0,0.3875098906895642,0.3322301177844836,4.659165571616292
sample_iii,35,3942,3675.5,1757.5,5.0,7.0,33153.0,12578.0,0.3869936355684252,0.3316107489266974,5.463149460455803
sample_iii,35,3943,3114.0,1566.5,8.0,7.0,25703.0,11228.0,0.3549002062016107,0.34111150694691844,3.6778740802590306
sample_iii,35,3964,3251.5,1992.5,5.0,7.0,28093.0,14251.0,0.3673868935321966,0.35976422707178446,5.898787152994537
sample_iii,35,3992,2438.0,2376.0,6.0,6.0,16467.0,18145.0,0.2613104997874537,0.34450261780104713,1.928768261441526
sample_iii,35,4057,1465.5,1449.5,4.0,5.0,3898.0,6949.0,-0.6713699332991278,-0.0627428406965031,1.7710362863680942
sample_iii,35,4064,2661.0,1480.5,6.0,6.0,20603.0,11067.0,0.2923846041838567,0.30188849733441764,4.941891267684301
sample_iii,35,4069,2643.0,1372.5,7.0,7.0,19815.0,10001.0,0.38738329548321976,0.40375962403759624,2.7468377610330776
sample_iii,35,4086,1359.5,1901.5,7.0,7.0,10233.0,13231.0,0.33479917912635593,0.3373138840601617,3.131674791812884
sample_iii,35,4121,3525.0,1969.0,6.0,7.0,31010.0,14214.0,0.43660109642050954,0.39193752638243984,4.765986777668957
sample_iii,35,4155,1652.0,1030.0,6.0,6.0,11610.0,6597.0,0.2657192075796727,0.22298014248901016,2.4530302114194775
sample_iii,35,4453,3253.0,1755.5,6.0,7.0,26481.0,12958.0,0.3817076394395982,0.41657663219632657,5.964082395796396
sample_iii,35,4601,1478.0,2144.0,6.0,7.0,10165.0,15812.0,0.2549926217412691,0.34625600809511764,4.138323197671394
sample_iii,35,4771,1848.5,1380.0,11.0,12.0,12427.0,9471.0,0.8924116842359379,0.8916693063034526,1.5191859820339317
sample_iii,35,4800,1141.5,1070.0,4.0,5.0,4190.0,6257.0,-0.3539379474940334,0.08054978424164935,2.3040312587621337
sample_iii,35,4895,2594.0,1281.5,7.0,7.0,19627.0,9295.0,0.3639883833494676,0.36234534696073156,4.979810833475881
sample_iii,35,4932,1381.5,2467.5,7.0,7.0,9969.0,17853.0,0.34356505166014645,0.388562146417969,4.662155388471177
sample_iii,35,5063,2188.5,1039.0,6.0,7.0,15240.0,7698.0,0.268503937007874,0.32683813977656534,3.5520084289728047
sample_iii,35,5127,1475.5,2048.0,6.0,7.0,10451.0,15385.0,0.2785379389532102,0.37198570035749107,4.06720085470085
sample_iii,35,5252,1361.0,1302.0,3.0,4.0,-3222.0,2932.0,-7735.0,-0.9713506139154161,1.3859486009349347
sample_iii,35,5299,1037.0,1274.5,4.0,4.0,-2848.0,1972.0,-6008.0,-1.8225152129817443,0.46106170190677176
sample_iii,35,5415,3293.0,2245.5,5.0,6.0,27729.0,16208.0,0.3200259655955858,0.30497285291214216,4.042632759910244
sample_iii,36,5499,2043.5,2371.0,6.0,6.0,14142.0,17342.0,0.2787441663131099,0.3447699227309422,4.109858912140663
sample_iii,36,5516,1443.0,1840.0,17.0,17.0,3065.0,6047.0,1.000326264274062,0.577311063337192,-103.76495768711516
sample_iii,36,5517,2763.0,2033.0,6.0,7.0,20768.0,15473.0,0.2964175654853621,0.3603050475021004,3.92536461292854
sample_iii,36,5565,1948.0,1814.5,7.0,7.0,13792.0,13020.0,0.34585266821345706,0.39953917050691246,4.310409038978797
sample_iii,36,5634,2660.0,1558.5,6.0,7.0,19883.0,11659.0,0.30488356887793594,0.3613517454327129,4.971204799589145
sample_iii,36,5641,3114.0,2361.0,8.0,7.0,26652.0,16995.0,0.3628995947771274,0.35834068843777583,5.423670056307252
sample_iii,36,5705,2551.0,1337.0,6.0,7.0,18776.0,9832.0,0.3152428632296549,0.36126932465419037,5.259154298322734
sample_iii,36,5759,1487.5,1081.5,3.0,4.0,-3762.0,2908.0,-9363.0,-0.7218019257221459,1.6224743287299184
sample_iii,36,5801,3001.5,1714.5,4.0,6.0,21879.0,12415.0,0.1643128113716349,0.22561417639951672,3.101490415710135
sample_iii,36,5805,1614.0,1449.5,7.0,7.0,11626.0,11077.0,0.29261998967830727,0.37835153922542203,4.4616653574234135
sample_iii,36,5875,1670.0,2303.5,6.0,6.0,11902.0,16911.0,0.24810956141824902,0.3032937141505529,3.967200501906678
sample_iii,36,5966,2640.5,1154.0,6.0,7.0,20094.0,8345.0,0.291330745496168,0.29670461354104255,4.118535423974755
sample_iii,36,6038,1721.0,2071.5,7.0,7.0,12450.0,15381.0,0.34755020080321286,0.40218451336063976,5.023472028456105
sample_iii,36,6166,3662.0,1913.0,6.0,7.0,33620.0,13802.0,0.45401546698393813,0.3804521083900884,4.764655135041409
sample_iii,36,6191,1107.5,2119.0,6.0,6.0,7146.0,15798.0,0.18038063252169045,0.3188378275731105,3.4117916285262524
sample_iii,36,6344,2537.5,1868.5,7.0,8.0,19244.0,13406.0,0.4393577218873415,0.4824705355810831,5.875633528265105
sample_iii,36,6363,1058.5,2878.0,7.0,6.0,8125.0,23160.0,0.3219692307692308,0.3776770293609672,3.4250872798280128
sample_iii,36,6371,2890.0,1534.5,4.0,6.0,21341.0,10444.0,0.17018883838620497,0.18594408272692456,2.838505033117844
sample_iii,36,6398,3158.5,1199.5,8.0,7.0,26363.0,8813.0,0.340477183932026,0.31555656416657213,3.450395369691037
sample_iii,36,6448,3010.0,1484.0,6.0,7.0,24190.0,10588.0,0.35737908226539894,0.3434076312806951,2.6528957150176
sample_iii,36,6536,1483.5,1624.5,7.0,8.0,10836.0,12440.0,0.32382798080472497,0.39991961414790994,6.1978756884343085
sample_iii,36,6592,2514.5,1965.0,7.0,7.0,18200.0,14283.0,0.32582417582417583,0.370020303857733,3.9728266808094403
sample_iii,36,6645,1040.0,2541.5,5.0,5.0,4266.0,17469.0,-0.2011251758087201,0.1546167496708455,1.45692112765283
sample_iii,36,6711,1979.5,1172.5,7.0,7.0,13911.0,8462.0,0.31723096829846886,0.3521626093122193,4.023370482944948
sample_iii,36,6801,2734.0,1443.5,6.0,7.0,20406.0,10818.0,0.27952562971675,0.31577001294139395,4.04259785158661
sample_iii,36,6828,1768.0,1112.0,6.0,7.0,12971.0,8462.0,0.2926528409528949,0.3378633892696762,3.7374321349963324
sample_iii,36,6829,1466.0,2537.0,7.0,7.0,9894.0,19397.0,0.2811805134424904,0.40305201835335364,4.613477470818324
sample_iii,36,6929,3571.5,2100.5,5.0,6.0,32474.0,14928.0,0.3613352220237729,0.29856645230439444,5.476242352092623
sample_iii,36,6968,2625.0,1222.5,7.0,8.0,19102.0,8845.0,0.3466652706522877,0.39706048615036743,4.951293293905707
sample_iii,36,6973,3418.0,1366.0,6.0,7.0,30875.0,10363.0,0.4534736842105263,0.4115603589694104,5.243345792675605
sample_iii,36,7072,2961.5,1300.0,6.0,7.0,23328.0,9715.0,0.3183299039780521,0.3532681420483788,4.367397895487784
sample_iii,36,7078,2324.0,2890.5,6.0,8.0,18284.0,23170.0,0.34128199518704877,0.37867932671558047,4.824445729708884
sample_iii,36,7191,3248.5,1600.0,5.0,7.0,26778.0,11834.0,0.3090596758533124,0.31840459692411693,4.582619756111793
sample_iii,36,7215,3581.0,2218.5,5.0,7.0,30738.0,16231.0,0.3684364630099551,0.3479760951266096,4.9324660509566165
sample_iii,36,7247,1409.5,1908.5,4.0,5.0,3160.0,9353.0,-0.9439873417721519,-0.05527638190954774,1.6150415083902132
sample_iii,36,7249,2001.0,2073.5,6.0,7.0,14703.0,15796.0,0.3223831871046725,0.3611673841478855,2.008753011212427
sample_iii,36,7361,3584.0,1981.5,6.0,7.0,32666.0,14103.0,0.4576930141431458,0.3948805218747784,5.630041181482532
sample_iii,36,7381,1516.0,2158.5,7.0,7.0,10761.0,15712.0,0.2919802992286962,0.37200865580448067,5.559338208196749
sample_iii,36,7400,2665.0,1387.0,6.0,7.0,20205.0,10427.0,0.31165553080920566,0.347655126114894,3.398405218044598
sample_iii,36,7556,1180.5,2580.0,6.0,7.0,8345.0,19341.0,0.2787297783103655,0.3658032159660824,5.083776377987135
sample_iii,36,7597,2835.5,2040.0,6.0,7.0,21962.0,14375.0,0.36121482560786816,0.3972173913043478,5.5841750841750795
sample_iii,36,7615,2957.5,2311.5,6.0,7.0,23597.0,17191.0,0.36953850065686317,0.4024198708626607,5.234983284805352
sample_iii,36,7628,2708.5,1042.5,6.0,7.0,21081.0,7605.0,0.33921540723874577,0.35608152531229453,4.1683813306852
sample_iii,36,7731,2045.0,1463.5,7.0,7.0,14803.0,10857.0,0.3291900290481659,0.37422860827116144,3.7366255896442055
sample_iii,36,7872,3339.5,1310.5,5.0,7.0,29296.0,9782.0,0.3295671764063353,0.3128194643222245,5.393747381650606
sample_iii,36,7959,2771.0,1831.0,6.0,6.0,22109.0,13088.0,0.3007824867700936,0.28766809290953543,3.7968422589399182
sample_iii,36,7977,1848.5,1373.5,7.0,7.0,13735.0,10831.0,0.31576265016381505,0.34881359061951805,0.8696173291492357
sample_iii,36,8008,3297.0,1210.5,6.0,8.0,27181.0,9588.0,0.4264743754828741,0.4588026700041719,2.6704086571656944
sample_iii,36,8031,1872.5,2712.0,6.0,6.0,12646.0,20890.0,0.2715483156729401,0.3626615605552896,3.4550057966765735
sample_iii,36,8050,3300.0,1370.5,5.0,7.0,29426.0,10058.0,0.3554679535105009,0.29876715052694375,3.113984146223732
sample_iii,36,8150,1958.5,1065.5,6.0,7.0,14250.0,8134.0,0.3062456140350877,0.366978116547824,3.6590409766176606
sample_iii,36,8163,2074.0,1037.5,6.0,7.0,15003.0,8252.0,0.28214357128574286,0.3236791080950073,0.7974885607063413
sample_iii,36,8253,3289.5,2041.0,6.0,7.0,30022.0,15201.0,0.39620944640596895,0.35431879481613054,3.2446153094448107
sample_iii,36,8273,2884.5,1908.5,6.0,7.0,21439.0,13491.0,0.33392415691030364,0.3743977466459121,5.5591020704280325
sample_iii,36,8414,1169.5,2761.5,8.0,8.0,8860.0,21030.0,0.4433408577878104,0.4966714217784118,4.9722747840394845
sample_iii,36,8499,3424.5,1702.0,4.0,6.0,29903.0,11668.0,0.3008393806641474,0.22591703805279398,3.970762113889357
sample_iii,36,8534,3097.0,1983.5,5.0,6.0,25466.0,14523.0,0.29871200816775306,0.3185292294980376,4.834944059901609
sample_iii,36,8615,3845.0,1160.0,5.0,7.0,35612.0,8291.0,0.43437605301583737,0.33711253166083704,4.960689694498697
sample_iii,36,8672,2819.5,1988.5,7.0,8.0,20969.0,14911.0,0.4075540082979637,0.43652337200724295,1.6573746048786262
sample_iii,36,8937,2543.5,2045.5,6.0,7.0,19050.0,15338.0,0.3400524934383202,0.39607510757595515,5.608747345091892
sample_iii,36,8987,3376.0,2375.5,5.0,7.0,28769.0,18202.0,0.3584066182349056,0.3654543456762993,3.966822300804324
