method,run,sampling_phase_bin,n,bias_ns,sigma68_ns,rms_ns,pileup_false_positive_rate,pedestal_residual_adc,energy_scale_drift_log_adc,pid_boundary_movement
traditional_cfd_template_derivative,57,phase_q1,233,-0.0352255662788052,1.040317419022676,1.0664277590933595,0.40772532188841204,0.0,0.0,0.0
traditional_cfd_template_derivative,57,phase_q2,173,-0.065289303259727,1.0296471960324867,1.0703501240619164,0.37572254335260113,0.0,0.0,0.0
traditional_cfd_template_derivative,57,phase_q3,165,-0.0813484876722583,1.097609757053508,1.1197798928917324,0.38181818181818183,0.0,0.0,0.0
traditional_cfd_template_derivative,57,phase_q4,99,-0.0531678961978223,1.1231226957523326,1.118729486744415,0.26262626262626265,0.0,0.0,0.0
traditional_cfd_template_derivative,58,phase_q1,234,1.0274732027527786,0.5541376677694417,1.1627509453021516,0.4358974358974359,0.0,8.881784197001252e-16,0.0
traditional_cfd_template_derivative,58,phase_q2,179,0.8275434419782925,0.4829699821017024,0.9773566682953844,0.441340782122905,0.0,0.0,0.0
traditional_cfd_template_derivative,58,phase_q3,139,0.988683777109344,0.4668944370524955,1.0646889753092332,0.5107913669064749,0.0,0.0,0.0
traditional_cfd_template_derivative,58,phase_q4,102,0.8460733327578254,0.5056353383451553,0.992763524233383,0.43137254901960786,0.0,0.0,-2.168404344971009e-19
traditional_cfd_template_derivative,60,phase_q1,240,-0.32180143396194527,1.1584868908294912,1.0657412660941108,0.35833333333333334,0.0,0.0,-2.168404344971009e-19
traditional_cfd_template_derivative,60,phase_q2,175,-0.1645757203490712,1.140537492462937,1.0983401435331572,0.3942857142857143,0.0,0.0,0.0
traditional_cfd_template_derivative,60,phase_q3,179,-0.7411875593576802,1.1278085604906911,1.121609257452863,0.2849162011173184,0.0,0.0,0.0
traditional_cfd_template_derivative,60,phase_q4,126,-0.37044929974131247,1.125633130256706,1.062337430761994,0.1746031746031746,0.0,0.0,-8.673617379884035e-19
traditional_cfd_template_derivative,62,phase_q1,215,0.5838295890304712,0.8943084506267296,1.0429916333023501,0.33488372093023255,0.0,0.0,0.0
traditional_cfd_template_derivative,62,phase_q2,203,0.945850935962576,0.9058829920461882,1.0875424150076864,0.2561576354679803,0.0,0.0,0.0
traditional_cfd_template_derivative,62,phase_q3,182,0.13594324619510156,0.916765434880432,1.0390256013896395,0.2692307692307692,0.0,-4.440892098500626e-16,0.0
traditional_cfd_template_derivative,62,phase_q4,120,0.2813797627228203,0.8439245989624937,0.9372677267340979,0.2833333333333333,0.0,-4.440892098500626e-16,0.0
traditional_cfd_template_derivative,64,phase_q1,226,0.6786021523703978,0.3049556615758089,0.7888552783492131,0.33185840707964603,0.0,-4.440892098500626e-16,-2.168404344971009e-19
traditional_cfd_template_derivative,64,phase_q2,191,0.7178149683782312,0.3145515866598091,0.833529916535907,0.193717277486911,0.0,0.0,0.0
traditional_cfd_template_derivative,64,phase_q3,180,0.6262472151046885,0.35073392892721134,0.7254889865219357,0.19444444444444445,0.0,0.0,-4.336808689942018e-19
traditional_cfd_template_derivative,64,phase_q4,123,0.5543263891344736,0.3484320482875641,0.6576666962491843,0.21138211382113822,0.0,0.0,0.0
traditional_cfd_template_derivative,65,phase_q1,217,0.5853214552447286,0.6613766779340992,0.8832893678600917,0.3317972350230415,0.0,0.0,0.0
traditional_cfd_template_derivative,65,phase_q2,166,0.6428416030677053,0.572170377753569,0.8020066316688803,0.2469879518072289,0.0,0.0,0.0
traditional_cfd_template_derivative,65,phase_q3,145,0.5524261090667246,0.6932807358782731,0.9220116605499081,0.2482758620689655,0.0,0.0,0.0
traditional_cfd_template_derivative,65,phase_q4,117,0.3532082444273214,0.571274185998441,0.6354918447859665,0.2905982905982906,0.0,0.0,0.0
