method,n,harm_rate,flag_rate,precision,recall,f1,accepted_coverage,accepted_charge_bias_frac,accepted_charge_res68_frac,accepted_timing_abs68_ns,accepted_timing_tail_frac_gt5ns,calibration_ece,precision_ci95,recall_ci95,accepted_coverage_ci95,accepted_charge_res68_frac_ci95,accepted_timing_abs68_ns_ci95,accepted_timing_tail_frac_gt5ns_ci95,flag_rate_ci95,stave,run
cnn_1d,842,0.4679334916864608,0.7042755344418052,0.5345699831365935,0.8045685279187818,0.6423505572441742,0.29572446555819476,-0.037389049380528026,0.07584173945864682,0.13599315028643208,0.024096385542168676,0.23083114666497054,"[0.5345699831365935, 0.5345699831365935]","[0.8045685279187818, 0.8045685279187818]","[0.29572446555819476, 0.29572446555819476]","[0.07584173945864682, 0.07584173945864682]","[0.13599315028643208, 0.13599315028643208]","[0.024096385542168676, 0.024096385542168676]","[0.7042755344418052, 0.7042755344418052]",B4,65
wavegate_resnet,842,0.4679334916864608,0.7339667458432304,0.5145631067961165,0.8071065989847716,0.6284584980237155,0.2660332541567696,-0.042923559933279,0.07380653962711362,0.08330924550813477,0.008928571428571428,0.243956359274765,"[0.5145631067961165, 0.5145631067961165]","[0.8071065989847716, 0.8071065989847716]","[0.2660332541567696, 0.2660332541567696]","[0.07380653962711362, 0.07380653962711362]","[0.08330924550813477, 0.08330924550813477]","[0.008928571428571428, 0.008928571428571428]","[0.7339667458432304, 0.7339667458432304]",B4,65
shuffled_target_gbt,842,0.4679334916864608,0.0,0.0,0.0,0.0,1.0,0.013739225436662313,0.34881226663981335,0.25818213316272276,0.13657957244655583,0.13082675980477837,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.34881226663981335, 0.34881226663981335]","[0.25818213316272276, 0.25818213316272276]","[0.13657957244655583, 0.13657957244655583]","[0.0, 0.0]",B4,65
traditional_rule,285,0.5333333333333333,0.37543859649122807,0.8411214953271028,0.5921052631578947,0.694980694980695,0.624561403508772,0.013337092323866805,0.11253618746575063,0.07606168882243482,0.028089887640449437,0.1728070175438597,"[0.8411214953271028, 0.8411214953271028]","[0.5921052631578947, 0.5921052631578947]","[0.624561403508772, 0.624561403508772]","[0.11253618746575063, 0.11253618746575063]","[0.07606168882243482, 0.07606168882243482]","[0.028089887640449437, 0.028089887640449437]","[0.37543859649122807, 0.37543859649122807]",B6,58
ridge,285,0.5333333333333333,0.7649122807017544,0.6605504587155964,0.9473684210526315,0.7783783783783784,0.23508771929824562,0.006765377689252725,0.05933775103140771,0.04773734298358648,0.0,0.18369980893637003,"[0.6605504587155964, 0.6605504587155964]","[0.9473684210526315, 0.9473684210526315]","[0.23508771929824562, 0.23508771929824562]","[0.05933775103140771, 0.05933775103140771]","[0.04773734298358648, 0.04773734298358648]","[0.0, 0.0]","[0.7649122807017544, 0.7649122807017544]",B6,58
gradient_boosted_trees,285,0.5333333333333333,0.6491228070175439,0.7891891891891892,0.9605263157894737,0.8664688427299704,0.3508771929824561,0.011510277643146345,0.04589194814209219,0.055961780404828444,0.01,0.12259415987624128,"[0.7891891891891892, 0.7891891891891892]","[0.9605263157894737, 0.9605263157894737]","[0.3508771929824561, 0.3508771929824561]","[0.04589194814209219, 0.04589194814209219]","[0.055961780404828444, 0.055961780404828444]","[0.01, 0.01]","[0.6491228070175439, 0.6491228070175439]",B6,58
mlp,285,0.5333333333333333,0.5333333333333333,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.4666666666666667,0.021800184652088068,0.05318863397931819,0.0762412556768419,0.03007518796992481,0.034857372715239324,"[0.9473684210526315, 0.9473684210526315]","[0.9473684210526315, 0.9473684210526315]","[0.4666666666666667, 0.4666666666666667]","[0.05318863397931819, 0.05318863397931819]","[0.0762412556768419, 0.0762412556768419]","[0.03007518796992481, 0.03007518796992481]","[0.5333333333333333, 0.5333333333333333]",B6,58
cnn_1d,285,0.5333333333333333,0.8280701754385965,0.6186440677966102,0.9605263157894737,0.752577319587629,0.17192982456140352,-0.0016560114923075402,0.0642293615399162,0.11446603985914866,0.0,0.19995813746201366,"[0.6186440677966102, 0.6186440677966102]","[0.9605263157894737, 0.9605263157894737]","[0.17192982456140352, 0.17192982456140352]","[0.0642293615399162, 0.0642293615399162]","[0.11446603985914866, 0.11446603985914866]","[0.0, 0.0]","[0.8280701754385965, 0.8280701754385965]",B6,58
wavegate_resnet,285,0.5333333333333333,0.7157894736842105,0.7009803921568627,0.9407894736842105,0.8033707865168539,0.28421052631578947,0.009073512761592014,0.048217463254190136,0.048281427497852296,0.0,0.1450776462100054,"[0.7009803921568627, 0.7009803921568627]","[0.9407894736842105, 0.9407894736842105]","[0.28421052631578947, 0.28421052631578947]","[0.048217463254190136, 0.048217463254190136]","[0.048281427497852296, 0.048281427497852296]","[0.0, 0.0]","[0.7157894736842105, 0.7157894736842105]",B6,58
shuffled_target_gbt,285,0.5333333333333333,0.0,0.0,0.0,0.0,1.0,0.07424457454990012,0.4133663829762166,0.10351680668615218,0.10526315789473684,0.18483723797200194,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.4133663829762166, 0.4133663829762166]","[0.10351680668615218, 0.10351680668615218]","[0.10526315789473684, 0.10526315789473684]","[0.0, 0.0]",B6,58
traditional_rule,2366,0.4319526627218935,0.17075232459847844,0.7722772277227723,0.30528375733855184,0.4375876577840112,0.8292476754015216,0.01727153823936118,0.09359406574260175,0.09740376746681506,0.03618756371049949,0.11559594251901947,"[0.7722772277227723, 0.7722772277227723]","[0.30528375733855184, 0.30528375733855184]","[0.8292476754015216, 0.8292476754015216]","[0.09359406574260175, 0.09359406574260175]","[0.09740376746681506, 0.09740376746681506]","[0.03618756371049949, 0.03618756371049949]","[0.17075232459847844, 0.17075232459847844]",B6,59
ridge,2366,0.4319526627218935,0.7578191039729502,0.5521472392638037,0.9686888454011742,0.7033747779751333,0.24218089602704987,-0.002765326689199953,0.03941275251750659,0.06543164166406631,0.0034904013961605585,0.18645802096149625,"[0.5521472392638037, 0.5521472392638037]","[0.9686888454011742, 0.9686888454011742]","[0.24218089602704987, 0.24218089602704987]","[0.03941275251750659, 0.03941275251750659]","[0.06543164166406631, 0.06543164166406631]","[0.0034904013961605585, 0.0034904013961605585]","[0.7578191039729502, 0.7578191039729502]",B6,59
gradient_boosted_trees,2366,0.4319526627218935,0.5456466610312765,0.7389620449264136,0.9334637964774951,0.8249027237354085,0.4543533389687236,0.012067763006320516,0.04728990240822365,0.1037924767464881,0.05488372093023256,0.1292318357182836,"[0.7389620449264136, 0.7389620449264136]","[0.9334637964774951, 0.9334637964774951]","[0.4543533389687236, 0.4543533389687236]","[0.04728990240822365, 0.04728990240822365]","[0.1037924767464881, 0.1037924767464881]","[0.05488372093023256, 0.05488372093023256]","[0.5456466610312765, 0.5456466610312765]",B6,59
mlp,2366,0.4319526627218935,0.4835164835164835,0.8487762237762237,0.9500978473581213,0.8965835641735918,0.5164835164835165,0.016931148973192176,0.04752248836637092,0.1125781220580916,0.06137479541734861,0.049411485504472843,"[0.8487762237762237, 0.8487762237762237]","[0.9500978473581213, 0.9500978473581213]","[0.5164835164835165, 0.5164835164835165]","[0.04752248836637092, 0.04752248836637092]","[0.1125781220580916, 0.1125781220580916]","[0.06137479541734861, 0.06137479541734861]","[0.4835164835164835, 0.4835164835164835]",B6,59
cnn_1d,2366,0.4319526627218935,0.7874049027895181,0.5356951154052604,0.9765166340508806,0.6918544194107453,0.21259509721048184,-0.003848309093018541,0.03953823378983452,0.07562845841536472,0.003976143141153081,0.2491742964024677,"[0.5356951154052604, 0.5356951154052604]","[0.9765166340508806, 0.9765166340508806]","[0.21259509721048184, 0.21259509721048184]","[0.03953823378983452, 0.03953823378983452]","[0.07562845841536472, 0.07562845841536472]","[0.003976143141153081, 0.003976143141153081]","[0.7874049027895181, 0.7874049027895181]",B6,59
wavegate_resnet,2366,0.4319526627218935,0.6762468300929839,0.605,0.9471624266144814,0.7383676582761252,0.3237531699070161,0.005286518920273567,0.04102523247360682,0.06099843215431523,0.0013054830287206266,0.2070363869855931,"[0.605, 0.605]","[0.9471624266144814, 0.9471624266144814]","[0.3237531699070161, 0.3237531699070161]","[0.04102523247360682, 0.04102523247360682]","[0.06099843215431523, 0.06099843215431523]","[0.0013054830287206266, 0.0013054830287206266]","[0.6762468300929839, 0.6762468300929839]",B6,59
shuffled_target_gbt,2366,0.4319526627218935,0.0,0.0,0.0,0.0,1.0,0.03611508987722198,0.17954842531596205,0.17360517236166262,0.13989856297548606,0.08255965776696321,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.17954842531596205, 0.17954842531596205]","[0.17360517236166262, 0.17360517236166262]","[0.13989856297548606, 0.13989856297548606]","[0.0, 0.0]",B6,59
traditional_rule,2189,0.3851073549566012,0.22887163088168114,0.8263473053892215,0.49110320284697506,0.6160714285714285,0.7711283691183188,0.02056721953680018,0.06757606689970476,0.07848828809179027,0.029028436018957347,0.04476930105070807,"[0.8263473053892215, 0.8263473053892215]","[0.49110320284697506, 0.49110320284697506]","[0.7711283691183188, 0.7711283691183188]","[0.06757606689970476, 0.06757606689970476]","[0.07848828809179027, 0.07848828809179027]","[0.029028436018957347, 0.029028436018957347]","[0.22887163088168114, 0.22887163088168114]",B6,60
ridge,2189,0.3851073549566012,0.648698035632709,0.5535211267605634,0.9323843416370107,0.6946531153336278,0.351301964367291,0.001320095181384757,0.04669832246162412,0.06350388429495553,0.016905071521456438,0.22061326947316778,"[0.5535211267605634, 0.5535211267605634]","[0.9323843416370107, 0.9323843416370107]","[0.351301964367291, 0.351301964367291]","[0.04669832246162412, 0.04669832246162412]","[0.06350388429495553, 0.06350388429495553]","[0.016905071521456438, 0.016905071521456438]","[0.648698035632709, 0.648698035632709]",B6,60
gradient_boosted_trees,2189,0.3851073549566012,0.5084513476473276,0.7124887690925427,0.9406880189798339,0.810838445807771,0.4915486523526725,0.007612310054351116,0.042773150124676015,0.07253388231256963,0.02695167286245353,0.1363288452688788,"[0.7124887690925427, 0.7124887690925427]","[0.9406880189798339, 0.9406880189798339]","[0.4915486523526725, 0.4915486523526725]","[0.042773150124676015, 0.042773150124676015]","[0.07253388231256963, 0.07253388231256963]","[0.02695167286245353, 0.02695167286245353]","[0.5084513476473276, 0.5084513476473276]",B6,60
mlp,2189,0.3851073549566012,0.43261763362265876,0.839493136219641,0.9430604982206405,0.888268156424581,0.5673823663773413,0.015452568348585974,0.04501767638324693,0.08958905671131397,0.04911433172302738,0.05141651797970874,"[0.839493136219641, 0.839493136219641]","[0.9430604982206405, 0.9430604982206405]","[0.5673823663773413, 0.5673823663773413]","[0.04501767638324693, 0.04501767638324693]","[0.08958905671131397, 0.08958905671131397]","[0.04911433172302738, 0.04911433172302738]","[0.43261763362265876, 0.43261763362265876]",B6,60
cnn_1d,2189,0.3851073549566012,0.7236180904522613,0.5056818181818182,0.9501779359430605,0.6600741656365884,0.27638190954773867,-0.0007179762365225872,0.05199623906919155,0.13485191219067308,0.019834710743801654,0.24641443889072462,"[0.5056818181818182, 0.5056818181818182]","[0.9501779359430605, 0.9501779359430605]","[0.27638190954773867, 0.27638190954773867]","[0.05199623906919155, 0.05199623906919155]","[0.13485191219067308, 0.13485191219067308]","[0.019834710743801654, 0.019834710743801654]","[0.7236180904522613, 0.7236180904522613]",B6,60
wavegate_resnet,2189,0.3851073549566012,0.5847418912745546,0.603125,0.9157769869513642,0.7272727272727274,0.4152581087254454,0.002730500835767103,0.0460102439501942,0.06604909724674429,0.0044004400440044,0.19699009878445176,"[0.603125, 0.603125]","[0.9157769869513642, 0.9157769869513642]","[0.4152581087254454, 0.4152581087254454]","[0.0460102439501942, 0.0460102439501942]","[0.06604909724674429, 0.06604909724674429]","[0.0044004400440044, 0.0044004400440044]","[0.5847418912745546, 0.5847418912745546]",B6,60
shuffled_target_gbt,2189,0.3851073549566012,0.0,0.0,0.0,0.0,1.0,0.04280194260949268,0.17259985219465226,0.27626124756609155,0.15029693924166285,0.034910844986234243,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.17259985219465226, 0.17259985219465226]","[0.27626124756609155, 0.27626124756609155]","[0.15029693924166285, 0.15029693924166285]","[0.0, 0.0]",B6,60
traditional_rule,2490,0.40441767068273093,0.20481927710843373,0.8019607843137255,0.40615690168818275,0.5392221489782466,0.7951807228915663,0.02288070285458732,0.07604686998371676,0.08266370254285094,0.02878787878787879,0.07530120481927713,"[0.8019607843137255, 0.8019607843137255]","[0.40615690168818275, 0.40615690168818275]","[0.7951807228915663, 0.7951807228915663]","[0.07604686998371676, 0.07604686998371676]","[0.08266370254285094, 0.08266370254285094]","[0.02878787878787879, 0.02878787878787879]","[0.20481927710843373, 0.20481927710843373]",B6,61
ridge,2490,0.40441767068273093,0.6514056224899598,0.5709001233045623,0.9195630585898709,0.7044503613541271,0.3485943775100402,0.0052766722346663155,0.045353635774892445,0.0638729711110024,0.013824884792626729,0.18719773673747916,"[0.5709001233045623, 0.5709001233045623]","[0.9195630585898709, 0.9195630585898709]","[0.3485943775100402, 0.3485943775100402]","[0.045353635774892445, 0.045353635774892445]","[0.0638729711110024, 0.0638729711110024]","[0.013824884792626729, 0.013824884792626729]","[0.6514056224899598, 0.6514056224899598]",B6,61
gradient_boosted_trees,2490,0.40441767068273093,0.5236947791164659,0.723159509202454,0.9364448857994042,0.8160969277369104,0.47630522088353416,0.010290920991303434,0.043435488772826464,0.08121240413958267,0.03541315345699832,0.13453303449737508,"[0.723159509202454, 0.723159509202454]","[0.9364448857994042, 0.9364448857994042]","[0.47630522088353416, 0.47630522088353416]","[0.043435488772826464, 0.043435488772826464]","[0.08121240413958267, 0.08121240413958267]","[0.03541315345699832, 0.03541315345699832]","[0.5236947791164659, 0.5236947791164659]",B6,61
mlp,2490,0.40441767068273093,0.41726907630522087,0.9095283926852743,0.9384309831181727,0.9237536656891495,0.5827309236947791,0.017549628039634915,0.04678432917568021,0.08666933186408343,0.03859407305306685,0.015549773285690249,"[0.9095283926852743, 0.9095283926852743]","[0.9384309831181727, 0.9384309831181727]","[0.5827309236947791, 0.5827309236947791]","[0.04678432917568021, 0.04678432917568021]","[0.08666933186408343, 0.08666933186408343]","[0.03859407305306685, 0.03859407305306685]","[0.41726907630522087, 0.41726907630522087]",B6,61
cnn_1d,2490,0.40441767068273093,0.7558232931726908,0.5127523910733263,0.958291956305859,0.6680512287988923,0.24417670682730924,0.0006140396230947945,0.04902745081093635,0.1421404563363829,0.014802631578947368,0.23273854066269942,"[0.5127523910733263, 0.5127523910733263]","[0.958291956305859, 0.958291956305859]","[0.24417670682730924, 0.24417670682730924]","[0.04902745081093635, 0.04902745081093635]","[0.1421404563363829, 0.1421404563363829]","[0.014802631578947368, 0.014802631578947368]","[0.7558232931726908, 0.7558232931726908]",B6,61
wavegate_resnet,2490,0.40441767068273093,0.5899598393574297,0.6051735874744725,0.8828202581926514,0.7180936995153474,0.41004016064257026,0.00974954829509148,0.04789647316171265,0.0674950396354511,0.009794319294809012,0.18415755655983063,"[0.6051735874744725, 0.6051735874744725]","[0.8828202581926514, 0.8828202581926514]","[0.41004016064257026, 0.41004016064257026]","[0.04789647316171265, 0.04789647316171265]","[0.0674950396354511, 0.0674950396354511]","[0.009794319294809012, 0.009794319294809012]","[0.5899598393574297, 0.5899598393574297]",B6,61
shuffled_target_gbt,2490,0.40441767068273093,0.0,0.0,0.0,0.0,1.0,0.04300332153496259,0.14705675996695083,0.1849340958003865,0.14216867469879518,0.04979061526079391,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.14705675996695083, 0.14705675996695083]","[0.1849340958003865, 0.1849340958003865]","[0.14216867469879518, 0.14216867469879518]","[0.0, 0.0]",B6,61
traditional_rule,2342,0.4150298889837746,0.20068317677198974,0.7978723404255319,0.38580246913580246,0.5201109570041609,0.7993168232280102,0.023278476150387268,0.08034422956712717,0.08341879274547308,0.03205128205128205,0.08646456020495302,"[0.7978723404255319, 0.7978723404255319]","[0.38580246913580246, 0.38580246913580246]","[0.7993168232280102, 0.7993168232280102]","[0.08034422956712717, 0.08034422956712717]","[0.08341879274547308, 0.08341879274547308]","[0.03205128205128205, 0.03205128205128205]","[0.20068317677198974, 0.20068317677198974]",B6,62
ridge,2342,0.4150298889837746,0.7117847993168233,0.5464907018596281,0.9372427983539094,0.6904130352406214,0.2882152006831768,0.0002550419529235203,0.04667874022677437,0.06694062495258754,0.016296296296296295,0.19028951741761374,"[0.5464907018596281, 0.5464907018596281]","[0.9372427983539094, 0.9372427983539094]","[0.2882152006831768, 0.2882152006831768]","[0.04667874022677437, 0.04667874022677437]","[0.06694062495258754, 0.06694062495258754]","[0.016296296296296295, 0.016296296296296295]","[0.7117847993168233, 0.7117847993168233]",B6,62
gradient_boosted_trees,2342,0.4150298889837746,0.5307429547395388,0.7144006436041834,0.9135802469135802,0.8018058690744921,0.46925704526046114,0.012846754611530018,0.04851181838522619,0.08843394705916985,0.042766151046405826,0.11354138735239132,"[0.7144006436041834, 0.7144006436041834]","[0.9135802469135802, 0.9135802469135802]","[0.46925704526046114, 0.46925704526046114]","[0.04851181838522619, 0.04851181838522619]","[0.08843394705916985, 0.08843394705916985]","[0.042766151046405826, 0.042766151046405826]","[0.5307429547395388, 0.5307429547395388]",B6,62
mlp,2342,0.4150298889837746,0.47608881298035866,0.8286995515695067,0.9506172839506173,0.885481552467657,0.5239111870196413,0.015026507990858787,0.0462769336441471,0.10074887433569445,0.05541972290138549,0.05379582383279645,"[0.8286995515695067, 0.8286995515695067]","[0.9506172839506173, 0.9506172839506173]","[0.5239111870196413, 0.5239111870196413]","[0.0462769336441471, 0.0462769336441471]","[0.10074887433569445, 0.10074887433569445]","[0.05541972290138549, 0.05541972290138549]","[0.47608881298035866, 0.47608881298035866]",B6,62
cnn_1d,2342,0.4150298889837746,0.8146883005977796,0.4910901467505241,0.9639917695473251,0.6506944444444445,0.18531169940222034,-0.008668291005623458,0.05017965280069438,0.13972328728755853,0.01152073732718894,0.2476967115123795,"[0.4910901467505241, 0.4910901467505241]","[0.9639917695473251, 0.9639917695473251]","[0.18531169940222034, 0.18531169940222034]","[0.05017965280069438, 0.05017965280069438]","[0.13972328728755853, 0.13972328728755853]","[0.01152073732718894, 0.01152073732718894]","[0.8146883005977796, 0.8146883005977796]",B6,62
wavegate_resnet,2342,0.4150298889837746,0.48676345004269855,0.6271929824561403,0.73559670781893,0.6770833333333334,0.5132365499573015,0.02654755313302845,0.062124781987543856,0.06446574481917594,0.004991680532445923,0.13537171471666748,"[0.6271929824561403, 0.6271929824561403]","[0.73559670781893, 0.73559670781893]","[0.5132365499573015, 0.5132365499573015]","[0.062124781987543856, 0.062124781987543856]","[0.06446574481917594, 0.06446574481917594]","[0.004991680532445923, 0.004991680532445923]","[0.48676345004269855, 0.48676345004269855]",B6,62
shuffled_target_gbt,2342,0.4150298889837746,0.0,0.0,0.0,0.0,1.0,0.044957633976940733,0.17394819620960533,0.20142809171346607,0.14773697694278395,0.06784761585711277,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.17394819620960533, 0.17394819620960533]","[0.20142809171346607, 0.20142809171346607]","[0.14773697694278395, 0.14773697694278395]","[0.0, 0.0]",B6,62
traditional_rule,1152,0.4713541666666667,0.19618055555555555,0.8185840707964602,0.3406998158379374,0.48114434330299083,0.8038194444444444,0.023659543826713314,0.09982022484149383,0.09144398347377347,0.03455723542116631,0.1482204861111111,"[0.8185840707964602, 0.8185840707964602]","[0.3406998158379374, 0.3406998158379374]","[0.8038194444444444, 0.8038194444444444]","[0.09982022484149383, 0.09982022484149383]","[0.09144398347377347, 0.09144398347377347]","[0.03455723542116631, 0.03455723542116631]","[0.19618055555555555, 0.19618055555555555]",B6,63
ridge,1152,0.4713541666666667,0.7769097222222222,0.5865921787709497,0.9668508287292817,0.7301808066759389,0.2230902777777778,0.004980970198204762,0.0475802185188494,0.057781849907011365,0.007782101167315175,0.16130468564935857,"[0.5865921787709497, 0.5865921787709497]","[0.9668508287292817, 0.9668508287292817]","[0.2230902777777778, 0.2230902777777778]","[0.0475802185188494, 0.0475802185188494]","[0.057781849907011365, 0.057781849907011365]","[0.007782101167315175, 0.007782101167315175]","[0.7769097222222222, 0.7769097222222222]",B6,63
gradient_boosted_trees,1152,0.4713541666666667,0.5685763888888888,0.7770992366412214,0.9373848987108656,0.8497495826377296,0.4314236111111111,0.01704063179513817,0.04972917247207785,0.08425459785859137,0.0482897384305835,0.11098565099549973,"[0.7770992366412214, 0.7770992366412214]","[0.9373848987108656, 0.9373848987108656]","[0.4314236111111111, 0.4314236111111111]","[0.04972917247207785, 0.04972917247207785]","[0.08425459785859137, 0.08425459785859137]","[0.0482897384305835, 0.0482897384305835]","[0.5685763888888888, 0.5685763888888888]",B6,63
mlp,1152,0.4713541666666667,0.5034722222222222,0.9155172413793103,0.9779005524861878,0.9456812110418522,0.4965277777777778,0.019848697579088574,0.04760051851895677,0.09298491354054678,0.04895104895104895,0.029364531341084736,"[0.9155172413793103, 0.9155172413793103]","[0.9779005524861878, 0.9779005524861878]","[0.4965277777777778, 0.4965277777777778]","[0.04760051851895677, 0.04760051851895677]","[0.09298491354054678, 0.09298491354054678]","[0.04895104895104895, 0.04895104895104895]","[0.5034722222222222, 0.5034722222222222]",B6,63
cnn_1d,1152,0.4713541666666667,0.8142361111111112,0.5660980810234542,0.9779005524861878,0.7170830519918975,0.1857638888888889,-0.0005371165678290869,0.04864893183914212,0.1151094747730216,0.014018691588785047,0.2312362439632933,"[0.5660980810234542, 0.5660980810234542]","[0.9779005524861878, 0.9779005524861878]","[0.1857638888888889, 0.1857638888888889]","[0.04864893183914212, 0.04864893183914212]","[0.1151094747730216, 0.1151094747730216]","[0.014018691588785047, 0.014018691588785047]","[0.8142361111111112, 0.8142361111111112]",B6,63
wavegate_resnet,1152,0.4713541666666667,0.7282986111111112,0.6054827175208581,0.9355432780847146,0.735166425470333,0.2717013888888889,0.010592966781664666,0.051068943554218454,0.0833690798966813,0.006389776357827476,0.1917760644363524,"[0.6054827175208581, 0.6054827175208581]","[0.9355432780847146, 0.9355432780847146]","[0.2717013888888889, 0.2717013888888889]","[0.051068943554218454, 0.051068943554218454]","[0.0833690798966813, 0.0833690798966813]","[0.006389776357827476, 0.006389776357827476]","[0.7282986111111112, 0.7282986111111112]",B6,63
shuffled_target_gbt,1152,0.4713541666666667,0.0,0.0,0.0,0.0,1.0,0.046315489441046465,0.23197746425674584,0.17701456655438938,0.13975694444444445,0.12757362039502634,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.23197746425674584, 0.23197746425674584]","[0.17701456655438938, 0.17701456655438938]","[0.13975694444444445, 0.13975694444444445]","[0.0, 0.0]",B6,63
traditional_rule,763,0.49934469200524245,0.22018348623853212,0.8273809523809523,0.3648293963254593,0.5063752276867032,0.7798165137614679,0.014029230295142834,0.12451773554406326,0.11099880107577775,0.030252100840336135,0.1707077326343381,"[0.8273809523809523, 0.8273809523809523]","[0.3648293963254593, 0.3648293963254593]","[0.7798165137614679, 0.7798165137614679]","[0.12451773554406326, 0.12451773554406326]","[0.11099880107577775, 0.11099880107577775]","[0.030252100840336135, 0.030252100840336135]","[0.22018348623853212, 0.22018348623853212]",B6,64
ridge,763,0.49934469200524245,0.7706422018348624,0.6139455782312925,0.94750656167979,0.7450980392156863,0.22935779816513763,0.007917068513407316,0.04936993797035178,0.08207771516690485,0.02857142857142857,0.15437081307758665,"[0.6139455782312925, 0.6139455782312925]","[0.94750656167979, 0.94750656167979]","[0.22935779816513763, 0.22935779816513763]","[0.04936993797035178, 0.04936993797035178]","[0.08207771516690485, 0.08207771516690485]","[0.02857142857142857, 0.02857142857142857]","[0.7706422018348624, 0.7706422018348624]",B6,64
gradient_boosted_trees,763,0.49934469200524245,0.6277850589777195,0.7766179540709812,0.9763779527559056,0.8651162790697674,0.3722149410222805,0.013261823570065523,0.05064797989943974,0.17188822281823898,0.07746478873239436,0.13175206634382514,"[0.7766179540709812, 0.7766179540709812]","[0.9763779527559056, 0.9763779527559056]","[0.3722149410222805, 0.3722149410222805]","[0.05064797989943974, 0.05064797989943974]","[0.17188822281823898, 0.17188822281823898]","[0.07746478873239436, 0.07746478873239436]","[0.6277850589777195, 0.6277850589777195]",B6,64
mlp,763,0.49934469200524245,0.508519003931848,0.9072164948453608,0.9238845144356955,0.9154746423927178,0.49148099606815204,0.02349060514802532,0.05463493347624484,0.15655133240402544,0.09066666666666667,0.019185337023917427,"[0.9072164948453608, 0.9072164948453608]","[0.9238845144356955, 0.9238845144356955]","[0.49148099606815204, 0.49148099606815204]","[0.05463493347624484, 0.05463493347624484]","[0.15655133240402544, 0.15655133240402544]","[0.09066666666666667, 0.09066666666666667]","[0.508519003931848, 0.508519003931848]",B6,64
cnn_1d,763,0.49934469200524245,0.8872870249017037,0.5539143279172821,0.984251968503937,0.7088846880907373,0.1127129750982962,-0.008223104340928933,0.04941173084942967,0.21818920610556136,0.046511627906976744,0.22063173170092845,"[0.5539143279172821, 0.5539143279172821]","[0.984251968503937, 0.984251968503937]","[0.1127129750982962, 0.1127129750982962]","[0.04941173084942967, 0.04941173084942967]","[0.21818920610556136, 0.21818920610556136]","[0.046511627906976744, 0.046511627906976744]","[0.8872870249017037, 0.8872870249017037]",B6,64
wavegate_resnet,763,0.49934469200524245,0.7352555701179554,0.6506238859180036,0.958005249343832,0.7749469214437367,0.26474442988204455,0.013261823570065523,0.04483806459377131,0.07392728795706974,0.009900990099009901,0.1855732882065823,"[0.6506238859180036, 0.6506238859180036]","[0.958005249343832, 0.958005249343832]","[0.26474442988204455, 0.26474442988204455]","[0.04483806459377131, 0.04483806459377131]","[0.07392728795706974, 0.07392728795706974]","[0.009900990099009901, 0.009900990099009901]","[0.7352555701179554, 0.7352555701179554]",B6,64
shuffled_target_gbt,763,0.49934469200524245,0.0,0.0,0.0,0.0,1.0,0.03849790615595452,0.2509179894996632,0.1795613329091479,0.1349934469200524,0.14455241074765493,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.2509179894996632, 0.2509179894996632]","[0.1795613329091479, 0.1795613329091479]","[0.1349934469200524, 0.1349934469200524]","[0.0, 0.0]",B6,64
traditional_rule,323,0.5510835913312694,0.29721362229102166,0.84375,0.4550561797752809,0.5912408759124088,0.7027863777089783,0.01000551162674178,0.16239753792421324,0.1154548802570537,0.030837004405286344,0.20743034055727555,"[0.84375, 0.84375]","[0.4550561797752809, 0.4550561797752809]","[0.7027863777089783, 0.7027863777089783]","[0.16239753792421324, 0.16239753792421324]","[0.1154548802570537, 0.1154548802570537]","[0.030837004405286344, 0.030837004405286344]","[0.29721362229102166, 0.29721362229102166]",B6,65
ridge,323,0.5510835913312694,0.826625386996904,0.6479400749063671,0.9719101123595506,0.7775280898876405,0.17337461300309598,0.005499519986013827,0.04847053745977145,0.06091485858654129,0.03571428571428571,0.1661111246506127,"[0.6479400749063671, 0.6479400749063671]","[0.9719101123595506, 0.9719101123595506]","[0.17337461300309598, 0.17337461300309598]","[0.04847053745977145, 0.04847053745977145]","[0.06091485858654129, 0.06091485858654129]","[0.03571428571428571, 0.03571428571428571]","[0.826625386996904, 0.826625386996904]",B6,65
gradient_boosted_trees,323,0.5510835913312694,0.6749226006191951,0.7798165137614679,0.9550561797752809,0.8585858585858587,0.32507739938080493,0.010257034020900434,0.050316558707954054,0.1347107818941475,0.047619047619047616,0.11293506009832469,"[0.7798165137614679, 0.7798165137614679]","[0.9550561797752809, 0.9550561797752809]","[0.32507739938080493, 0.32507739938080493]","[0.050316558707954054, 0.050316558707954054]","[0.1347107818941475, 0.1347107818941475]","[0.047619047619047616, 0.047619047619047616]","[0.6749226006191951, 0.6749226006191951]",B6,65
