run,run_id,stack,raw_root_present,raw_archive_present,extracted_root_present,sorted_root_present,entries,trigger_summary,non_beam_trigger_entries,has_trigger_branch,root_status,trigger_mode_label,confidence_label,evidence_basis,file,path,bytes,sha256
47,run_0047,a,True,True,True,True,10982,1:10982,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0047.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0047.root,2725102,95c0b24c9978ea91c22606d309b6dd37aa4450b943b95cf14f6c5c73a21bd32b
47,run_0047,b,True,True,True,True,10970,1:10970,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0047.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0047.root,3098718,f73d9328de01147826d0c142caa38baa7d6577ce88b6c6566b57039919015bc3
48,run_0048,a,True,True,True,True,31671,1:31671,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0048.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0048.root,7883395,a0865b8b7247be879b2f3a1c542aa392587fafe3ebb1059379def5296aef2a38
48,run_0048,b,True,True,True,True,31713,1:31713,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0048.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0048.root,8995827,73de7b2c54394585869fce573aeeae1075af130741524484dd79a6823183eaf8
49,run_0049,a,True,True,True,True,32325,1:32325,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0049.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0049.root,8041307,f4517dbb6f46f61e4b0ff3c3f207a86e9dc8a03e27ab74511a0f02f159654574
49,run_0049,b,True,True,True,True,32354,1:32354,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0049.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0049.root,9203548,78de20d813d501dfc9881ec9ee7e8297a9c26929d6ed71400238ca4f29664744
50,run_0050,a,True,True,True,True,44824,1:44824,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0050.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0050.root,10925423,73be3ab5d4b080192c83fdf0600c5c5f4c48a6cafed7c1b2cb16b0c23690f7f9
50,run_0050,b,True,True,True,True,44804,1:44804,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0050.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0050.root,13217424,5fa46e1f0ab4eb605501ccf952bfca46eb46be2dffd66672beadd01305dfe799
51,run_0051,a,True,True,True,True,20566,1:20566,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0051.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0051.root,5005769,d08c3f5b1aa00d62377ddc5249612a79f523e3ab1379dc88cee13e35f2f2acd6
51,run_0051,b,True,True,True,True,20569,1:20569,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0051.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0051.root,6036876,6ffc099d12f495df759033caef8c53c05aa24acada928392afe796f3a72c011e
52,run_0052,a,True,True,True,True,10010,1:10010,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0052.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0052.root,2440882,8700c89383ef567249b3b1cdb2cbc19f33cc33509a19b24165c528f72e4e9f9a
52,run_0052,b,True,True,True,True,10005,1:10005,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0052.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0052.root,2941826,3305bb0a1604afe6c83783d0e5d576d729c217c203eedf3bc44f304dab5fe0af
53,run_0053,a,True,True,True,True,39621,1:39621,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0053.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0053.root,9656826,c93ca01697382bcb2680a433a48c41105943981e1a221c7f5349a8412e8ea874
53,run_0053,b,True,True,True,True,39612,1:39612,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0053.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0053.root,11713879,62307716ee4b31dc7ab0b114401e684508d6f18beb59721a50a9aeddf4feb43c
54,run_0054,a,True,True,True,True,37385,1:37385,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0054.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0054.root,9124046,36da35ade12ad942230e501b98394153b8983d53e0d922036535ec88f2d1830d
54,run_0054,b,True,True,True,True,37413,1:37413,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0054.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0054.root,11056922,445650d124d7758e8d3a69d2c3e215e9b95f3acccc213fd9c14bbabacc763e5c
55,run_0055,a,True,True,True,True,24409,1:24409,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0055.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0055.root,5958441,78451352fa3339abdd5db3e1c5b9a57ef7693bb87884aff4a4085135bb376227
55,run_0055,b,True,True,True,True,24416,1:24416,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0055.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0055.root,7153324,134da5c9a3acb056d5bbed66f057110c506c43d3e0524936906002e56d74007c
56,run_0056,a,True,True,True,True,51829,1:51829,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0056.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0056.root,12667291,76c7845d73fe994b35a3023e4450cfe16753bbdd723fec2e8dba15e84ec0ee6a
56,run_0056,b,True,True,True,True,51823,1:51823,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0056.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0056.root,15273160,4f99f5168a4c02c6d6c2984a53ce979dbfce7ce2790fed220d6957194135d3cb
57,run_0057,a,True,True,True,True,31275,1:31275,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0057.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0057.root,7791169,3fd411067fb6e9fa329a05463eadf54e663f9c6899c0f2570ca39bf083a78190
57,run_0057,b,True,True,True,True,31284,1:31284,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0057.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0057.root,8881910,ed7c738068ecb1f6b71ce76da170fc280262a84571fe2ba6129e5015b0b4de16
58,run_0058,a,True,True,True,True,34178,1:34178,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0058.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0058.root,8355851,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc
58,run_0058,b,True,True,True,True,34141,1:34141,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0058.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0058.root,9623179,d2324f6ffa4c05b387c18ff8b48b8589592a1bb9e30d9b3c67d7f5f3f1fe39a1
59,run_0059,a,True,True,True,True,42314,1:42314,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0059.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0059.root,10400361,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422
59,run_0059,b,True,True,True,True,42303,1:42303,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0059.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0059.root,12032616,64fced477c9c45f9726cde0d466c15a6d776b8bb1b22a0043510dc73c884ae0e
60,run_0060,a,True,True,True,True,36089,1:36089,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0060.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0060.root,8889565,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e
60,run_0060,b,True,True,True,True,36074,1:36074,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0060.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0060.root,10174098,f466b5af260d9fadba426280f6313bac1381c1441c569c7094a8a9d61373030d
61,run_0061,a,True,True,True,True,36550,1:36550,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0061.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0061.root,8999644,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6
61,run_0061,b,True,True,True,True,36535,1:36535,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0061.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0061.root,10362658,c57d1f18f79f11fb0d3a0bbbf42f978cff1ec704dc08337c600c17354099d61d
62,run_0062,a,True,True,True,True,37589,1:37589,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0062.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0062.root,9250458,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac
62,run_0062,b,True,True,True,True,37584,1:37584,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0062.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0062.root,10634393,2530c56acb462473c6b5c316c0689491ec044f01a8c623624eebafbd271fdfbe
63,run_0063,a,True,True,True,True,37040,1:37040,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0063.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0063.root,9118926,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b
63,run_0063,b,True,True,True,True,37030,1:37030,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0063.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0063.root,10494181,3fd42501e2c53a914b535616bc7bb7b8fb5554cd4f46d890023db6877a720a53
64,run_0064,a,True,True,True,True,35985,1:35985,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0064.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0064.root,8852963,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371
64,run_0064,b,True,True,True,True,35943,1:35943,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0064.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0064.root,10006223,e6661362dc89d934f42d1fa177bcb99e9c89e294b2f157a09ec1df4e50c89252
65,run_0065,a,True,True,True,True,38429,1:38429,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrda_run_0065.root,/home/billy/ccb-data/extracted/root/root/hrda_run_0065.root,9464668,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2
65,run_0065,b,True,True,True,True,38424,1:38424,0,True,populated,beam_trigger_only,high_direct_root_trigger,TRIGGER branch present; all populated entries equal beam trigger value,hrdb_run_0065.root,/home/billy/ccb-data/extracted/root/root/hrdb_run_0065.root,10600278,fd443fd416e8e64b25f4358754c1cc7042a8c3b61c5a13fd82276873807e07bb
