granularity,dimension,stratum,pair,method,method_label,sigma68_ci_low_ns,sigma68_ci_high_ns,bias_ci_low_ns,bias_ci_high_ns,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
pairwise,charge_bin,"charge[8000,14000)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.5594031711964984,1.0230085502379997,-0.49910326295722013,0.1229662761985252,293,-0.13882534748496725,-0.12150487299945212,0.7407411589279937,1.993877948735272,0.023890784982935155,0.0034129692832764505,0.0034129692832764505
pairwise,charge_bin,"charge[8000,14000)",B4-B6,mlp,MLP residual,0.7329656010866166,1.002912260770794,2.044950175729473,2.603300932136257,857,2.315028010384679,2.2985949464954984,0.8698452555907882,1.8137427883165376,0.019836639439906652,0.005834305717619603,0.002333722287047841
pairwise,charge_bin,"charge[8000,14000)",B4-B8,mlp,MLP residual,0.7748578840167262,1.087391185694675,1.686622492804025,2.6042069018230447,321,2.150770524948997,2.0623948716101665,0.9105807632484181,3.181907732462536,0.040498442367601244,0.012461059190031152,0.009345794392523364
pairwise,charge_bin,"charge[8000,14000)",B6-B8,mlp,MLP residual,0.7405699201106718,1.179113622182432,-0.5604235098808518,0.09581305826164223,293,-0.18863666975832463,-0.15437983671894528,0.8948871490333383,2.1134529430813163,0.023890784982935155,0.0034129692832764505,0.0034129692832764505
pairwise,charge_bin,"charge[8000,14000)",B4-B6,ridge,Ridge residual,0.7230125708302523,1.1622751776211826,1.794334494900762,2.4421938962566423,857,2.106567707189519,2.065793576634114,0.902061006451488,1.4978174192590907,0.029171528588098017,0.005834305717619603,0.002333722287047841
pairwise,charge_bin,"charge[8000,14000)",B4-B8,ridge,Ridge residual,0.7793385639639676,0.9884279313087463,1.0947641988836305,1.7905108905965448,321,1.5025830634164605,1.6493481848202194,0.8763237185143418,2.529510452382087,0.024922118380062305,0.012461059190031152,0.009345794392523364
pairwise,charge_bin,"charge[8000,14000)",B6-B8,ridge,Ridge residual,0.6460111400314863,0.8628612031298933,-0.94487404383107,-0.3259187955501403,293,-0.5372623849636624,-0.377247914834129,0.7542958960748476,2.0530762114776917,0.020477815699658702,0.0034129692832764505,0.0034129692832764505
pairwise,charge_bin,"charge[8000,14000)",B4-B6,traditional,S02/S03 analytic template-phase,0.4914915868381231,1.172804761999341,1.7797364125742072,2.522066928962494,857,2.092526881934268,2.085700285079554,0.9585834771041809,1.6125588797551316,0.046674445740956826,0.007001166861143524,0.002333722287047841
pairwise,charge_bin,"charge[8000,14000)",B4-B8,traditional,S02/S03 analytic template-phase,0.31549600859174354,0.9318339656785865,1.3789403389260189,2.120780939038797,321,1.8173871524208187,2.123298759028124,0.47486808580275186,2.6065669988048974,0.04361370716510903,0.009345794392523364,0.009345794392523364
pairwise,charge_bin,"charge[8000,14000)",B6-B8,traditional,S02/S03 analytic template-phase,0.23614955324999606,0.587076579096341,-0.6856354856224764,-0.06619694623783405,293,-0.2686466749912596,-0.0005211204613218001,0.3493042750255377,1.9823999413584856,0.027303754266211604,0.0034129692832764505,0.0034129692832764505
pairwise,peak_sample_bin,peakmax_10,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.7875751096446361,1.1468195435825643,1.8208905054445712,3.0080173975713946,223,2.413053666567376,2.1961629493755623,0.9991807694701866,2.830048328397607,0.03587443946188341,0.013452914798206279,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.9315300370514881,1.2812461312083345,1.3448922042038596,2.448588579550069,263,1.9357796109919057,1.8329047415218795,1.0934628941601934,3.62739128253263,0.026615969581749048,0.022813688212927757,0.019011406844106463
pairwise,peak_sample_bin,peakmax_10,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7156818286162564,1.1532471223719785,-0.768207968239826,0.2995967507223068,171,-0.23612644363375634,-0.31635497871084794,0.8973860386379504,3.393891707305058,0.03508771929824561,0.023391812865497075,0.017543859649122806
pairwise,peak_sample_bin,peakmax_10,B4-B6,cnn1d,1D-CNN residual,0.9118681801951642,1.3903548836708104,1.5915121815903397,3.0726139869721125,223,2.323764643899316,2.0824167831463143,1.217833349014383,2.9769885136200855,0.03587443946188341,0.013452914798206279,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,cnn1d,1D-CNN residual,1.0688139787379367,1.4300109312117075,1.0981429382979084,2.4581931385972933,263,1.8288464492056051,1.7794690582714523,1.2722034829561293,3.678111571845696,0.034220532319391636,0.022813688212927757,0.019011406844106463
pairwise,peak_sample_bin,peakmax_10,B6-B8,cnn1d,1D-CNN residual,0.7971092803111144,1.291291645832718,-0.754878607616761,0.3447386596036847,171,-0.2247858851048562,-0.26508640113517146,1.0707374017556843,3.3897893544875943,0.03508771929824561,0.029239766081871343,0.017543859649122806
pairwise,peak_sample_bin,peakmax_10,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.9735382419150974,1.617295141484638,1.5930450122824482,3.248291263591792,223,2.441575086445852,2.1305195807608612,1.398978562173531,2.852957685723078,0.03587443946188341,0.017937219730941704,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.021018294126327,1.3988083000927778,1.355722874203456,2.5164532076117134,263,1.9923577251423967,1.9479930573617352,1.2281137070979362,3.658920523411085,0.057034220532319393,0.026615969581749048,0.022813688212927757
pairwise,peak_sample_bin,peakmax_10,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9169807443576291,1.358621160274659,-0.49839404981458113,0.6218206425503313,171,0.04354021883552119,0.070641605280656,1.116233226206016,3.488943197809553,0.04093567251461988,0.023391812865497075,0.011695906432748537
pairwise,peak_sample_bin,peakmax_10,B4-B6,mlp,MLP residual,1.0044904428214627,1.452107928047138,1.4216110350003495,3.1625904867075594,223,2.3109705861484002,2.1093560795365605,1.2820421801709094,3.045473792222082,0.04484304932735426,0.017937219730941704,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,mlp,MLP residual,1.121218962288668,1.5931529613005608,1.3177567037957454,2.6936285233237625,263,1.986267621720673,1.7970328340078439,1.40196475515323,3.735553877623696,0.057034220532319393,0.030418250950570342,0.015209125475285171
pairwise,peak_sample_bin,peakmax_10,B6-B8,mlp,MLP residual,0.8827990143994883,1.4279542166488366,-0.4943090194386451,0.508388138684377,171,0.007056298822490204,-0.13769617987014726,1.161051799206045,3.333576057583669,0.04093567251461988,0.03508771929824561,0.017543859649122806
pairwise,peak_sample_bin,peakmax_10,B4-B6,ridge,Ridge residual,0.8632674337242353,1.5360965887817486,1.4468880009568426,3.2780049420773567,223,2.382988008186209,2.085331354576219,1.320382736496009,3.1784267365886922,0.05829596412556054,0.013452914798206279,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,ridge,Ridge residual,1.1222620224723632,1.7428548775387231,1.2090737719190454,2.471991383895651,263,1.8615550501551998,1.820706282523119,1.362039698335246,3.5765062647790216,0.07604562737642585,0.030418250950570342,0.019011406844106463
pairwise,peak_sample_bin,peakmax_10,B6-B8,ridge,Ridge residual,0.8689772174053217,1.363770747728452,-0.7282770743922679,0.4491711074741105,171,-0.14623199343491913,-0.24433635535879006,1.1328468560871412,3.493328646491096,0.06432748538011696,0.03508771929824561,0.011695906432748537
pairwise,peak_sample_bin,peakmax_10,B4-B6,traditional,S02/S03 analytic template-phase,1.1095164468839818,1.794666318051649,1.3391486589302615,3.5292026929559364,223,2.4939752259102694,2.139198384231406,1.665432706469118,3.3939685595324582,0.09417040358744394,0.03139013452914798,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,traditional,S02/S03 analytic template-phase,1.323990092035162,1.9289092501890541,0.692440198826452,2.6645073190842163,263,1.8224955735199204,1.8046607144771798,1.644382756183749,3.9273664196459226,0.11026615969581749,0.030418250950570342,0.019011406844106463
pairwise,peak_sample_bin,peakmax_10,B6-B8,traditional,S02/S03 analytic template-phase,0.9794168084955842,1.7352509409476709,-1.0417486949896,0.15961068980407986,171,-0.3120962670543301,-0.36425400130174523,1.3360323035139041,3.70715357253893,0.08771929824561403,0.03508771929824561,0.011695906432748537
pairwise,peak_sample_bin,peakmax_11,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.4723674873155154,1.2550680637359655,0.4521528636210946,3.7788204066711706,81,2.224096760967755,2.3036601605996196,0.7200441370074102,4.971688561742736,0.08641975308641975,0.06172839506172839,0.037037037037037035
pairwise,peak_sample_bin,peakmax_11,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.8189771792578893,1.3128250430224344,0.8277698309297217,2.4919974731919674,193,1.7771374436088405,1.9645484230575434,1.045604619979861,3.9115202268110103,0.03626943005181347,0.031088082901554404,0.02072538860103627
pairwise,peak_sample_bin,peakmax_11,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7049333485277983,1.143704566644518,-0.9852188458338721,-0.03322694658990995,186,-0.44418803811587787,-0.2956825006772057,0.9722155332565371,2.5220351747987966,0.026881720430107527,0.021505376344086023,0.010752688172043012
pairwise,peak_sample_bin,peakmax_11,B4-B6,cnn1d,1D-CNN residual,0.5462863651077928,1.616935423522441,0.6413930598933942,4.049186345292756,81,2.5332572944783633,2.436301055348096,1.1526159129192772,4.861723043127028,0.08641975308641975,0.04938271604938271,0.037037037037037035
pairwise,peak_sample_bin,peakmax_11,B4-B8,cnn1d,1D-CNN residual,0.8280959783757201,1.507150932073593,0.7084060847909895,2.7543136030717883,193,1.926567547479094,2.051058412506684,1.2318551296091602,3.891097435053237,0.04145077720207254,0.031088082901554404,0.02072538860103627
pairwise,peak_sample_bin,peakmax_11,B6-B8,cnn1d,1D-CNN residual,0.8356996109083996,1.2977227619122897,-1.1291788388061232,-0.13279551305777434,186,-0.46717521509049237,-0.21709961947007628,1.050214448946772,2.5296068283156696,0.043010752688172046,0.021505376344086023,0.005376344086021506
pairwise,peak_sample_bin,peakmax_11,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.7891541381032714,1.8579008495153626,0.7700987994551993,4.192063378136562,81,2.6716691614101653,2.5257541538252113,1.357047908907444,4.9970343423225145,0.12345679012345678,0.07407407407407407,0.04938271604938271
pairwise,peak_sample_bin,peakmax_11,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.8603556056802079,1.4717573690704449,0.5871503753797318,2.93956457263197,193,1.9800451146922184,2.038610636994747,1.2641005808045005,3.842358590433629,0.04145077720207254,0.031088082901554404,0.025906735751295335
pairwise,peak_sample_bin,peakmax_11,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9072395882286535,1.4340779906206913,-0.9984271400080376,-0.1487142639425779,186,-0.45263336256379133,-0.13421178143764934,1.099171858769185,2.422678181008293,0.026881720430107527,0.021505376344086023,0.005376344086021506
pairwise,peak_sample_bin,peakmax_11,B4-B6,mlp,MLP residual,0.8532929682335765,1.7087264624065839,0.9445089157171829,4.000061231997418,81,2.5640527207587733,2.4634358945473736,1.2307534793719492,5.092611568470289,0.08641975308641975,0.04938271604938271,0.037037037037037035
pairwise,peak_sample_bin,peakmax_11,B4-B8,mlp,MLP residual,1.0714633498597477,1.6290165360111872,0.845609606047542,2.715951730055763,193,1.9758959983454079,2.1670909069952984,1.4104706715581132,3.941492983878812,0.06217616580310881,0.031088082901554404,0.025906735751295335
pairwise,peak_sample_bin,peakmax_11,B6-B8,mlp,MLP residual,0.9790870366034339,1.3667436335116119,-0.8843955136059286,-0.04879005582813653,186,-0.364945409367179,-0.10949523504778824,1.179274854323775,2.3840876722212156,0.03763440860215054,0.016129032258064516,0.005376344086021506
pairwise,peak_sample_bin,peakmax_11,B4-B6,ridge,Ridge residual,0.5203462325014803,1.8987693091125075,1.4264619141876491,4.770177847048212,81,2.8152768971420863,2.443214188389234,1.343928142141451,5.069571133629394,0.07407407407407407,0.04938271604938271,0.037037037037037035
pairwise,peak_sample_bin,peakmax_11,B4-B8,ridge,Ridge residual,1.0460517006204277,1.915354598782114,0.9223631266721294,3.1425444147479125,193,2.1554304693263657,2.049620404141912,1.5385921551424175,4.054101035514336,0.07772020725388601,0.031088082901554404,0.02072538860103627
pairwise,peak_sample_bin,peakmax_11,B6-B8,ridge,Ridge residual,1.0144177266850367,1.384817685334891,-0.9880540331969877,-0.06689960572455132,186,-0.4013134260414925,-0.17161479665652735,1.2076927020753123,2.487948378660603,0.043010752688172046,0.010752688172043012,0.005376344086021506
pairwise,peak_sample_bin,peakmax_11,B4-B6,traditional,S02/S03 analytic template-phase,0.5451315059659863,2.1012273086976148,0.7166892984899752,4.8876814462242315,81,2.7940988100888853,2.1590020549993767,1.3339777326323283,5.388103450174935,0.1728395061728395,0.04938271604938271,0.04938271604938271
pairwise,peak_sample_bin,peakmax_11,B4-B8,traditional,S02/S03 analytic template-phase,1.0730038158679935,2.023828251612682,0.42826664784362173,2.604409944927259,193,1.7071950454769353,1.7630040786270058,1.6484680475331857,4.261197533284925,0.09844559585492228,0.031088082901554404,0.025906735751295335
pairwise,peak_sample_bin,peakmax_11,B6-B8,traditional,S02/S03 analytic template-phase,1.0369892965460628,1.4290751015541798,-1.4250907893554017,-0.4958652259226484,186,-0.8423331324930875,-0.43541365881756633,1.2755579845827747,2.5743187283598266,0.053763440860215055,0.010752688172043012,0.005376344086021506
pairwise,peak_sample_bin,peakmax_12,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.11388504505157471,0.3032617989430206,2.0904677844745385,2.383602045303839,41,2.240187949134233,2.2158847478987553,0.21028108962195946,0.349487370337118,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.241905926997217,0.955480841486162,-1.086952531181139,2.1552767734668006,64,1.1472077712256918,1.901208139995859,0.43142772893334635,5.812645844234435,0.015625,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.23033752590417864,0.8808214769016879,-2.8413442353539646,-0.24263606276014926,58,-1.0570277550482903,-0.28902935019688414,0.5701408841400009,4.665160302303011,0.017241379310344827,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,cnn1d,1D-CNN residual,0.18141476571567955,0.5922583386783654,2.0120999816323297,2.280572943977879,41,2.16090015410229,2.1817181172951763,0.2895550246305618,0.35244208521650083,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,cnn1d,1D-CNN residual,0.30360073317098485,1.4288040105309123,-0.8900284355888748,2.177632127576373,64,1.3505538225014222,2.0615028218489186,0.5820460233168023,4.401538573396147,0.015625,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,cnn1d,1D-CNN residual,0.3173878679885179,0.9485547418527417,-3.051529764027407,-0.16560672063251983,58,-0.972597631850669,-0.30102464462619594,0.5445153947371223,4.399360495760838,0.017241379310344827,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.18210748415237138,0.672324639949095,1.743872440893936,2.319518235224631,41,2.032305102235209,1.9793659985720353,0.3635611451327605,0.5818365137190146,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.38112164976725116,1.6921337834565917,-0.10788650849423069,2.533637421133114,64,1.7147260141686855,2.122562674158644,0.8913123951599934,3.686901241218323,0.03125,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.5836145132880095,1.117192578555677,-2.3370567063699954,0.036406626882232854,58,-0.7603855409904018,-0.14591162232765953,0.8169362940414271,3.940012390747411,0.034482758620689655,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,mlp,MLP residual,0.5401433212306151,1.274643025270668,1.5454501012174713,2.3003206363649706,41,1.9366483575427003,1.9012746873482769,0.8036271325600581,0.9105449242372395,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,mlp,MLP residual,0.602632814235626,1.7302957115625552,-0.5160736151099168,2.9171986609398695,64,1.7556727154020677,2.363008191980313,1.0832854933274247,4.774727642461541,0.0625,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,mlp,MLP residual,0.6008017107191093,1.4351856000003216,-2.8537810060671736,0.35285477780071073,58,-0.6195303077713528,0.06872050706342492,0.8868538959233916,4.664959041334876,0.034482758620689655,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,ridge,Ridge residual,0.2325916970522645,0.5592202561238852,1.6648853575062297,1.976761852421682,41,1.8387685276126042,1.8438066582261285,0.3494315330705233,0.3527377087272901,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,ridge,Ridge residual,0.4291644640995537,1.112987635491934,-0.596423903834749,2.080301968931933,64,1.2463056582797778,1.7382353983638268,0.6851481902111362,4.0859546916386025,0.015625,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,ridge,Ridge residual,0.3806488454246726,0.9098565057680577,-2.613238913258311,-0.13662344160745202,58,-0.9176674772311233,-0.32045129251816107,0.6524102865574337,4.2145085220665495,0.017241379310344827,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,traditional,S02/S03 analytic template-phase,0.065555827475869,0.17285646652678344,1.9355673472303558,2.1066991423621393,41,2.0429694563348155,2.0560496067969325,0.12149515215892293,0.14084305182425047,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,traditional,S02/S03 analytic template-phase,0.3206912979576237,1.2975421784279908,-0.5131626556098319,1.902320816596686,64,1.1600239072281222,1.8004010639598391,0.5038096996551957,3.781577124167846,0.03125,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,traditional,S02/S03 analytic template-phase,0.4927573046187097,1.0928434210253004,-2.8489130054668603,-0.3592172841796479,58,-1.1294482371423489,-0.31225347385473157,0.851429075373055,3.907492590318221,0.034482758620689655,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_13,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.14610436879488342,3.2583648657798876,1.9943071263660115,3.9909533235792014,56,2.871593881312886,2.174019013392254,0.2851989326961841,3.3622382488826212,0.08928571428571429,0.07142857142857142,0.03571428571428571
pairwise,peak_sample_bin,peakmax_13,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.19009691345287086,0.5981750050528517,0.6466038579112758,3.8374615498263878,51,2.1985838454684345,2.0013411781845036,0.3023060793681651,3.845268065850101,0.11764705882352941,0.09803921568627451,0.0392156862745098
pairwise,peak_sample_bin,peakmax_13,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.08617941587963741,0.2284653800371421,-2.559059710530828,-0.17119455911833992,50,-0.7384797109313114,-0.170884936107214,0.15285784244537354,3.488036401944399,0.02,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,cnn1d,1D-CNN residual,0.1336390005350077,3.97219423193871,2.1615363765787325,4.399010765213142,56,3.1022572745378745,2.4038869766356328,0.36045782266421167,3.7047851991407117,0.10714285714285714,0.07142857142857142,0.03571428571428571
pairwise,peak_sample_bin,peakmax_13,B4-B8,cnn1d,1D-CNN residual,0.21146800145292546,3.452978513725085,0.07568899388492016,4.144055180035881,51,2.34521024548103,2.02995078301052,0.36200986750004915,5.087289085729243,0.13725490196078433,0.09803921568627451,0.0784313725490196
pairwise,peak_sample_bin,peakmax_13,B6-B8,cnn1d,1D-CNN residual,0.13699562169120025,0.4638160268329564,-2.0231434178521206,-0.1108047437007725,50,-0.7251512206740481,-0.2662410043831329,0.3205617427244976,3.2398111183943556,0.02,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.13403076462992022,1.3781936523350569,1.8611514675826903,3.163535291560184,56,2.50047028643758,2.1745703250946207,0.4113614129467804,2.0740973645554472,0.08928571428571429,0.03571428571428571,0.017857142857142856
pairwise,peak_sample_bin,peakmax_13,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.32216284702590864,1.9839342745142436,0.549201396980567,3.58609307954505,51,2.3110232395193604,2.460448489795766,1.2644395353616105,3.526823039153264,0.09803921568627451,0.058823529411764705,0.0392156862745098
pairwise,peak_sample_bin,peakmax_13,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.38723374770370356,1.3483274234309104,-2.1233532655702856,0.9633070775587489,50,-0.08175661773938757,0.12537643705568513,1.1511695126336803,3.6449588802897526,0.04,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,mlp,MLP residual,0.380319902798209,2.5139388405738043,2.1790705054869046,4.258497965158922,56,3.0143984230710146,2.3755099835976665,0.6179067212723881,3.2549997172258354,0.125,0.08928571428571429,0.017857142857142856
pairwise,peak_sample_bin,peakmax_13,B4-B8,mlp,MLP residual,0.6151867871479482,2.4700540656499403,1.989254338028685,4.410675635687885,51,3.0575631524374236,2.7518418285808934,0.8963872348559079,3.3603134061529527,0.11764705882352941,0.09803921568627451,0.0392156862745098
pairwise,peak_sample_bin,peakmax_13,B6-B8,mlp,MLP residual,0.4840339678046868,1.1729473039185774,-0.5917777237257366,0.8320445556383766,50,0.19520042288826872,0.3455560709281684,0.882450682662048,1.7306172327654605,0.04,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,ridge,Ridge residual,0.22513789665299555,4.7874327962334124,2.0583579732086914,5.16659871402261,56,3.267768769838576,2.0782611733518195,0.45074741336751734,4.4377017793151685,0.10714285714285714,0.08928571428571429,0.07142857142857142
pairwise,peak_sample_bin,peakmax_13,B4-B8,ridge,Ridge residual,0.37404341402553837,6.246775036572464,-0.2512436744970703,4.773671694540487,51,2.2757412356445146,1.6915567971173573,0.6709357500076294,6.020110669563828,0.09803921568627451,0.09803921568627451,0.09803921568627451
pairwise,peak_sample_bin,peakmax_13,B6-B8,ridge,Ridge residual,0.2601606132473312,0.732043768763542,-2.8311717617157686,-0.04910021500501262,50,-0.9214649261183842,-0.3468325620710928,0.4554035016125362,4.307800541450584,0.02,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,traditional,S02/S03 analytic template-phase,0.05850629912741312,6.541499334264765,2.0786857170562505,5.479545603945225,56,3.48970078583122,2.0532420575680916,0.1804280901312324,5.024987755995302,0.08928571428571429,0.08928571428571429,0.07142857142857142
pairwise,peak_sample_bin,peakmax_13,B4-B8,traditional,S02/S03 analytic template-phase,0.22269768586192196,6.340683147988738,-0.04005136305009847,5.278670294857012,51,2.6456980899483042,1.8455189413845972,0.39630618327410616,6.740127000409852,0.09803921568627451,0.09803921568627451,0.09803921568627451
pairwise,peak_sample_bin,peakmax_13,B6-B8,traditional,S02/S03 analytic template-phase,0.2001803899378817,0.39897864440295167,-2.641704970322445,-0.12335432074382367,50,-0.8815563712927816,-0.30021416769548637,0.30898918520553414,4.202510395080672,0.02,0.02,0.02
pairwise,peak_sample_bin,peakmax_14,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.20824527740478516,4.4741321708206625,1.0322942690016645,4.078212520912261,37,2.3633671917469754,2.257526154152359,0.5357289664346534,3.291779438603645,0.16216216216216217,0.13513513513513514,0.05405405405405406
pairwise,peak_sample_bin,peakmax_14,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.11650341749191284,3.7587281530395775,-0.6531511129128205,3.1161055667129087,38,1.2226895203273036,1.9456104866021349,0.5123028901492684,5.139265427878851,0.10526315789473684,0.10526315789473684,0.07894736842105263
pairwise,peak_sample_bin,peakmax_14,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.09884626432048722,2.911864825090807,-2.6369493317908432,0.25744882472080965,34,-0.9608114308538513,-0.28823599292651636,0.20425440788269042,5.301353813917113,0.11764705882352941,0.11764705882352941,0.029411764705882353
pairwise,peak_sample_bin,peakmax_14,B4-B6,cnn1d,1D-CNN residual,0.2802623938226427,3.400999527012399,2.1250218579879787,4.88338675220024,37,3.03347786526477,2.3337812526745125,0.5151013225802317,3.3437145393946586,0.10810810810810811,0.08108108108108109,0.02702702702702703
pairwise,peak_sample_bin,peakmax_14,B4-B8,cnn1d,1D-CNN residual,0.25173020362854004,3.5763266838553456,-0.21223210176413262,4.088307620326491,38,1.9055828153644228,1.964553138346858,0.6514791452414211,5.593435581470052,0.18421052631578946,0.15789473684210525,0.05263157894736842
pairwise,peak_sample_bin,peakmax_14,B6-B8,cnn1d,1D-CNN residual,0.1971195909559108,3.229432416888152,-2.5877592707310777,0.43615347562632,34,-0.987760733092428,-0.34581255118122556,0.35512790041775133,5.294292895794227,0.11764705882352941,0.11764705882352941,0.029411764705882353
pairwise,peak_sample_bin,peakmax_14,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.3435404895000783,4.484829519786746,1.5479419487817185,3.892306393651704,37,2.5284250180584915,2.2915834189420963,0.8544397615651086,2.5807106521905894,0.16216216216216217,0.05405405405405406,0.05405405405405406
pairwise,peak_sample_bin,peakmax_14,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.4007068256286643,4.095379725235409,-0.15769892111237047,4.244131667418431,38,2.2209042887163837,2.4748449053671457,1.6726091425087373,5.288112717532224,0.23684210526315788,0.15789473684210525,0.07894736842105263
pairwise,peak_sample_bin,peakmax_14,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.3735433302542712,3.075390819707483,-2.0295889593038994,1.395943333068671,34,-0.0546168313635433,0.2645387223818716,0.9194940331421377,5.547455106419985,0.20588235294117646,0.11764705882352941,0.08823529411764706
pairwise,peak_sample_bin,peakmax_14,B4-B6,mlp,MLP residual,0.44167289962659345,2.877256729547055,1.3820147760486867,4.057045869054294,37,2.4812759949393204,2.4179824022414067,1.0275464695954935,2.629056227034487,0.16216216216216217,0.08108108108108109,0.02702702702702703
pairwise,peak_sample_bin,peakmax_14,B4-B8,mlp,MLP residual,0.7056575408681273,3.7657438335931803,0.10809597360596243,4.370178484152776,38,2.1096947122118466,2.806173785632609,1.6304672158160554,5.030854376001585,0.15789473684210525,0.10526315789473684,0.05263157894736842
pairwise,peak_sample_bin,peakmax_14,B6-B8,mlp,MLP residual,0.4876450124283735,2.777286112308502,-2.1919408947043135,1.2814549407765334,34,-0.1795183437079899,0.36802244981059573,0.9569174291962006,5.171326323410261,0.11764705882352941,0.08823529411764706,0.029411764705882353
pairwise,peak_sample_bin,peakmax_14,B4-B6,ridge,Ridge residual,0.3078332988032908,5.7384145610159205,1.683503934354439,5.022551436192131,37,3.2362886166900227,1.9373154588856352,0.5431444420178728,4.625797689836748,0.10810810810810811,0.10810810810810811,0.10810810810810811
pairwise,peak_sample_bin,peakmax_14,B4-B8,ridge,Ridge residual,0.433887996244153,5.320078377572106,0.6124565933987278,4.508991354448958,38,2.4686751522073096,1.687892824239512,0.7816911790677875,6.356655887238083,0.15789473684210525,0.15789473684210525,0.15789473684210525
pairwise,peak_sample_bin,peakmax_14,B6-B8,ridge,Ridge residual,0.4578464533432242,3.4342002879201634,-2.637910370104521,0.6953046227111511,34,-0.7292192490029692,-0.20600808495412082,0.6965632792251094,5.333619324762507,0.11764705882352941,0.11764705882352941,0.08823529411764706
pairwise,peak_sample_bin,peakmax_14,B4-B6,traditional,S02/S03 analytic template-phase,0.04434436080579975,6.676605076171605,1.9346427469795482,5.941307727769586,37,3.74490741928655,2.057299996641845,0.21187688534763338,5.175058716513913,0.10810810810810811,0.10810810810810811,0.10810810810810811
