granularity,dimension,stratum,pair,method,method_label,method_sigma68_ns,method_bias_ns,traditional_sigma68_ns,traditional_bias_ns,delta_sigma68_ns,delta_bias_ns
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,mlp,MLP residual,1.1596097367048581,2.1318180111656164,1.477118923679131,2.064158771395769,-0.3175091869742728,0.06765923976984745
pairwise,baseline_bin,"baseline_rms[0,8)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.203337042808247,2.1318249452522795,1.5181597886681426,2.1152097669127405,-0.31482274585989556,0.01661517833953896
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,mlp,MLP residual,1.3764473083160302,1.9280888307924777,1.6911188065216995,1.7140739357622414,-0.3146714982056693,0.2140148950302363
pairwise,q_template_bin,"q_template[0.12,0.2)",B4-B6,cnn1d,1D-CNN residual,1.3770558397949364,2.2758638623389555,1.6899736583998184,2.4389739154914825,-0.312917818604882,-0.1631100531525269
pairwise,q_template_bin,"q_template[0.08,0.12)",B6-B8,cnn1d,1D-CNN residual,1.1643251250297668,-0.3304436392189181,1.4763333225555613,-0.31619780763569655,-0.31200819752579445,-0.014245831583221569
pairwise,p09_anomaly_class,unassigned_common,B4-B8,cnn1d,1D-CNN residual,0.9695911757585203,1.9442582471251384,1.2809500868604902,1.8954746647773337,-0.3113589111019699,0.048783582347804666
pairwise,amplitude_bin,"amp_adc[1000,1500)",B6-B8,cnn1d,1D-CNN residual,0.44297558786517965,-2.117156784366064,0.7534555137001586,-1.8446006458834356,-0.31047992583497896,-0.2725561384826285
pairwise,peak_sample_bin,peakmax_9,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.1448051648003839,-0.0945125748235941,1.455088309816495,-0.205283168135226,-0.3102831450161112,0.11077059331163192
pairwise,peak_sample_bin,peakmax_12,B6-B8,cnn1d,1D-CNN residual,0.5445153947371223,-0.972597631850669,0.851429075373055,-1.1294482371423489,-0.3069136806359327,0.15685060529167982
pairwise,peak_sample_bin,peakmax_11,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.9722155332565371,-0.44418803811587787,1.2755579845827747,-0.8423331324930875,-0.3033424513262376,0.39814509437720963
pairwise,p09_anomaly_class,unassigned_common,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.799465230501918,-0.33306325836288414,1.101029584416756,-0.2907535236185203,-0.30156435391483793,-0.042309734744363836
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.7963121555185422,2.228389122433893,1.096361248734639,2.059786093346579,-0.30004909321609685,0.1686030290873144
pairwise,baseline_bin,"baseline_rms[0,8)",B4-B6,mlp,MLP residual,1.2181164781148057,2.2191998993879336,1.5181597886681426,2.1152097669127405,-0.3000433105533369,0.10399013247519306
pairwise,charge_bin,"charge[24000,40000)",B4-B8,mlp,MLP residual,1.179986619547087,1.9429721257001038,1.479584156880786,2.2170802466968667,-0.299597537333699,-0.27410812099676285
pairwise,charge_bin,"charge[24000,40000)",B6-B8,cnn1d,1D-CNN residual,0.9019233344035618,-0.41156275259782565,1.1989059032555063,-0.08521776804888255,-0.2969825688519445,-0.3263449845489431
pairwise,peak_sample_bin,peakmax_7,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.8964671006249944,2.4165232589767025,1.18619947819393,2.1508651816690985,-0.28973237756893566,0.26565807730760405
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.4019787885599029,1.8156035095704481,1.6911188065216995,1.7140739357622414,-0.28914001796179667,0.10152957380820671
pairwise,q_template_bin,"q_template[0.05,0.08)",B6-B8,mlp,MLP residual,1.1759143080735774,-0.3375554293669968,1.464068268160001,-0.30495817484146104,-0.2881539600864236,-0.032597254525535746
pairwise,peak_sample_bin,peakmax_8,B6-B8,mlp,MLP residual,1.0716467343011353,-0.4564797778559082,1.358746158491475,-0.31619259455409676,-0.28709942419033974,-0.14028718330181145
pairwise,peak_sample_bin,peakmax_10,B4-B8,ridge,Ridge residual,1.362039698335246,1.8615550501551998,1.644382756183749,1.8224955735199204,-0.2823430578485029,0.03905947663527942
pairwise,charge_bin,"charge[14000,24000)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.8185075655445964,1.830995943753888,1.1004150108512523,1.5259008586145653,-0.2819074453066559,0.3050950851393228
pairwise,peak_sample_bin,peakmax_12,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.5701408841400009,-1.0570277550482903,0.851429075373055,-1.1294482371423489,-0.28128819123305415,0.0724204820940586
pairwise,q_template_bin,"q_template[0.12,0.2)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.2413433505566238,-0.2623143962083299,1.5222328553157047,-0.29404177810305887,-0.2808895047590809,0.03172738189472896
pairwise,q_template_bin,"q_template[0.12,0.2)",B6-B8,mlp,MLP residual,1.2420941327254114,-0.24428006412885278,1.5222328553157047,-0.29404177810305887,-0.2801387225902934,0.04976171397420609
pairwise,all,all,B4-B8,cnn1d,1D-CNN residual,0.9256412132375966,1.8769820267955661,1.2029419536997943,1.8662540111588222,-0.27730074046219766,0.01072801563674397
pairwise,topology_atom,B4-B8,B4-B8,cnn1d,1D-CNN residual,0.9256412132375966,1.8769820267955661,1.2029419536997943,1.8662540111588222,-0.27730074046219766,0.01072801563674397
pairwise,charge_bin,"charge[14000,24000)",B4-B6,cnn1d,1D-CNN residual,1.0030976560368021,2.2714127465233283,1.2784054583390252,2.1130830351967935,-0.27530780230222307,0.15832971132653473
pairwise,q_template_bin,"q_template[0.08,0.12)",B6-B8,mlp,MLP residual,1.2025046659985053,-0.2867210895272385,1.4763333225555613,-0.31619780763569655,-0.273828656557056,0.029476718108458033
pairwise,saturation_flag,True,B6-B8,atom_gated_cnn,Atom-gated residual CNN,3.2826847441959943,-0.3572963583890346,3.5551850395827476,2.807557171651465,-0.27250029538675324,-3.1648535300405
pairwise,saturation_flag,False,B4-B8,cnn1d,1D-CNN residual,0.921778311729465,1.8675665168695434,1.1937261973448212,1.8529034895104408,-0.2719478856153562,0.014663027359102632
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,ridge,Ridge residual,1.420118444758686,1.727843878291665,1.6911188065216995,1.7140739357622414,-0.27100036176301345,0.01376994252942354
pairwise,topology_atom,B6-B8,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7543409494869628,-0.3650563411363956,1.0235967279550082,-0.3087176447883102,-0.2692557784680454,-0.056338696348085415
pairwise,all,all,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7543409494869628,-0.3650563411363956,1.0235967279550082,-0.3087176447883102,-0.2692557784680454,-0.056338696348085415
pairwise,saturation_flag,False,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7505771263435901,-0.36507058710524737,1.019112086227667,-0.31443857941067543,-0.26853495988407694,-0.050632007694571934
pairwise,baseline_bin,"baseline_rms[0,8)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.1066248064608915,-0.2288385387513131,1.3734984219507989,-0.27000005050034015,-0.2668736154899074,0.04116151174902705
pairwise,peak_sample_bin,peakmax_10,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.398978562173531,2.441575086445852,1.665432706469118,2.4939752259102694,-0.266454144295587,-0.05240013946441735
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,cnn1d,1D-CNN residual,1.2854286467742744,2.3275611750601093,1.551643272756376,2.197977326788424,-0.26621462598210166,0.12958384827168512
pairwise,peak_sample_bin,peakmax_10,B6-B8,cnn1d,1D-CNN residual,1.0707374017556843,-0.2247858851048562,1.3360323035139041,-0.3120962670543301,-0.2652949017582198,0.08731038194947388
pairwise,p09_anomaly_class,unassigned_common,B4-B6,cnn1d,1D-CNN residual,0.9968901566419565,2.301558122988274,1.258774229647033,2.191424877644143,-0.26188407300507655,0.1101332453441306
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.7754878038818841,1.85950367923168,1.033877393284935,1.6882555293534127,-0.2583895894030509,0.1712481498782672
pairwise,peak_sample_bin,peakmax_14,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.20425440788269042,-0.9608114308538513,0.4540500154180934,-0.5604713846794583,-0.249795607535403,-0.400340046174393
pairwise,amplitude_bin,"amp_adc[1500,2500)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.6563440549118027,-0.2554016402202524,0.9053421224466761,-0.32794358562600284,-0.2489980675348734,0.07254194540575043
pairwise,charge_bin,"charge[8000,14000)",B4-B6,cnn1d,1D-CNN residual,0.7097320832455792,2.2576176269550183,0.9585834771041809,2.092526881934268,-0.24885139385860167,0.16509074502075016
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,mlp,MLP residual,1.3134682504688837,2.223257579175093,1.562247473457005,2.2489556471230356,-0.24877922298812138,-0.025698067947942604
pairwise,q_template_bin,"q_template[0.08,0.12)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.228190078951441,-0.273623929177237,1.4763333225555613,-0.31619780763569655,-0.2481432436041202,0.04257387845845956
pairwise,topology_atom,B4-B6,B4-B6,cnn1d,1D-CNN residual,0.9536087123917784,2.266510113934778,1.1969860563877206,2.1749716559471324,-0.24337734399594224,0.09153845798764548
pairwise,all,all,B4-B6,cnn1d,1D-CNN residual,0.9536087123917784,2.266510113934778,1.1969860563877206,2.1749716559471324,-0.24337734399594224,0.09153845798764548
pairwise,peak_sample_bin,peakmax_10,B4-B8,mlp,MLP residual,1.40196475515323,1.986267621720673,1.644382756183749,1.8224955735199204,-0.24241800103051903,0.16377204820075253
pairwise,saturation_flag,False,B4-B6,cnn1d,1D-CNN residual,0.9542651975632137,2.2598382984203855,1.1964312612817998,2.16676362876139,-0.24216606371858607,0.09307466965899547
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B8,cnn1d,1D-CNN residual,0.7921001197429427,1.8962359586301825,1.033877393284935,1.6882555293534127,-0.2417772735419923,0.20798042927676974
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B8,ridge,Ridge residual,1.1241359468386363,1.9883787613887691,1.3654248539754554,1.8859717099398974,-0.24128890713681916,0.10240705144887174
pairwise,q_template_bin,"q_template[0.12,0.2)",B4-B6,mlp,MLP residual,1.4490199477902626,2.192226836042203,1.6899736583998184,2.4389739154914825,-0.24095371060955584,-0.24674707944927965
pairwise,p09_anomaly_class,unassigned_common,B6-B8,cnn1d,1D-CNN residual,0.861299814293971,-0.35896509949983174,1.101029584416756,-0.2907535236185203,-0.23972977012278496,-0.06821157588131144
pairwise,charge_bin,"charge[24000,40000)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9606486402438823,-0.37202045829211366,1.1989059032555063,-0.08521776804888255,-0.23825726301162398,-0.28680269024323113
pairwise,peak_sample_bin,peakmax_11,B4-B8,mlp,MLP residual,1.4104706715581132,1.9758959983454079,1.6484680475331857,1.7071950454769353,-0.23799737597507242,0.2687009528684725
pairwise,peak_sample_bin,peakmax_8,B4-B6,cnn1d,1D-CNN residual,1.2323199973725298,2.3156060836148655,1.469259988236703,2.199788888235506,-0.23693999086417317,0.11581719537935964
pairwise,q_template_bin,"q_template[0.05,0.08)",B4-B6,ridge,Ridge residual,1.5686268876598788,2.2785134409280023,1.8050568256077177,2.0841504851127626,-0.23642993794783895,0.19436295581523977
pairwise,charge_bin,"charge[14000,24000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7586901387869174,-0.33901376057642496,0.994539923132386,-0.5127747432807356,-0.23584978434546866,0.17376098270431062
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.3272276218908883,2.2060893906113823,1.562247473457005,2.2489556471230356,-0.23501985156611682,-0.04286625651165332
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.2632407278305628,1.9371719372859013,1.4969759557276197,1.943074618844607,-0.2337352278970568,-0.005902681558705769
pairwise,p09_anomaly_class,unassigned_common,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0485375231142402,1.9203946010683457,1.2809500868604902,1.8954746647773337,-0.23241256374624997,0.024919936291011968
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,cnn1d,1D-CNN residual,1.5375200010914682,2.7857979037400615,1.7669186547955151,2.769118073713853,-0.22939865370404688,0.016679830026208542
pairwise,amplitude_bin,"amp_adc[1500,2500)",B6-B8,cnn1d,1D-CNN residual,0.6775982196055509,-0.2692989267555895,0.9053421224466761,-0.32794358562600284,-0.22774390284112522,0.05864465887041337
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B6,cnn1d,1D-CNN residual,0.8701516969010724,2.2562057955835884,1.096361248734639,2.059786093346579,-0.2262095518335666,0.19641970223700955
pairwise,peak_sample_bin,peakmax_11,B6-B8,cnn1d,1D-CNN residual,1.050214448946772,-0.46717521509049237,1.2755579845827747,-0.8423331324930875,-0.22534353563600273,0.37515791740259513
pairwise,peak_sample_bin,peakmax_9,B4-B8,ridge,Ridge residual,1.565271176258671,2.0977229905260653,1.7885089531086436,2.094187343725125,-0.22323777684997248,0.0035356468009402064
pairwise,peak_sample_bin,peakmax_8,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.246827298834865,2.2187822175057046,1.469259988236703,2.199788888235506,-0.22243268940183802,0.0189933292701987
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B8,cnn1d,1D-CNN residual,0.9482100714448605,1.8507917459456575,1.170081256499017,1.7633905887659544,-0.2218711850541566,0.08740115717970309
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7726261062035527,-0.390534913511875,0.9944885471779894,-0.41312280186486244,-0.22186244097443675,0.022587888352987417
pairwise,baseline_bin,"baseline_rms[0,8)",B6-B8,mlp,MLP residual,1.151746810860287,-0.19745057172445518,1.3734984219507989,-0.27000005050034015,-0.22175161109051178,0.07254947877588497
pairwise,peak_sample_bin,peakmax_10,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.116233226206016,0.04354021883552119,1.3360323035139041,-0.3120962670543301,-0.21979907730788817,0.35563648588985125
pairwise,peak_sample_bin,peakmax_8,B4-B6,mlp,MLP residual,1.2542348389314415,2.2568192855018703,1.469259988236703,2.199788888235506,-0.2150251493052615,0.057030397266364385
pairwise,topology_atom,B6-B8,B6-B8,cnn1d,1D-CNN residual,0.8086521376233397,-0.38952808713921205,1.0235967279550082,-0.3087176447883102,-0.21494459033166857,-0.08081044235090185
pairwise,all,all,B6-B8,cnn1d,1D-CNN residual,0.8086521376233397,-0.38952808713921205,1.0235967279550082,-0.3087176447883102,-0.21494459033166857,-0.08081044235090185
pairwise,saturation_flag,False,B6-B8,cnn1d,1D-CNN residual,0.8076958608140765,-0.3916410909257462,1.019112086227667,-0.31443857941067543,-0.2114162254135905,-0.07720251151507079
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,mlp,MLP residual,1.3435392857229793,2.3047162180265692,1.551643272756376,2.197977326788424,-0.20810398703339672,0.10673889123814506
pairwise,p09_anomaly_class,unassigned_common,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0508806679299814,2.193480974430128,1.258774229647033,2.191424877644143,-0.20789356171705164,0.002056096785984618
pairwise,peak_sample_bin,peakmax_7,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7950113636716907,-0.4103479430728831,1.0021158689266727,-0.18247892366445295,-0.20710450525498203,-0.22786901940843013
pairwise,charge_bin,"charge[14000,24000)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0714067694664204,2.1871789928227634,1.2784054583390252,2.1130830351967935,-0.20699868887260475,0.07409595762596988
pairwise,p09_anomaly_class,pileup_or_long_tail,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.8640942770884679,-1.2596765860435095,1.070937528202494,-1.3842419454907304,-0.20684325111402613,0.12456535944722091
pairwise,charge_bin,"charge[14000,24000)",B4-B6,mlp,MLP residual,1.071929227678563,2.249722175127864,1.2784054583390252,2.1130830351967935,-0.20647623066046217,0.13663913993107046
pairwise,peak_sample_bin,peakmax_10,B6-B8,ridge,Ridge residual,1.1328468560871412,-0.14623199343491913,1.3360323035139041,-0.3120962670543301,-0.20318544742676292,0.16586427361941095
pairwise,peak_sample_bin,peakmax_7,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.9270904307851333,1.928142533931571,1.1263957824950017,1.9139373241225948,-0.1993053517098684,0.014205209808976216
pairwise,peak_sample_bin,peakmax_12,B6-B8,ridge,Ridge residual,0.6524102865574337,-0.9176674772311233,0.851429075373055,-1.1294482371423489,-0.1990187888156213,0.21178075991122558
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,mlp,MLP residual,1.1112317133543723,-0.25300379034139114,1.3094416705500285,-0.28313457125420827,-0.19820995719565615,0.030130780912817123
pairwise,peak_sample_bin,peakmax_9,B4-B6,ridge,Ridge residual,1.5657129157624015,2.204964160130695,1.7628920206734036,2.0430670349474798,-0.1971791049110021,0.16189712518321508
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.571008186350565,2.540083155383919,1.7669186547955151,2.769118073713853,-0.1959104684449502,-0.22903491832993383
pairwise,q_template_bin,"q_template[0.08,0.12)",B4-B8,ridge,Ridge residual,1.497352504176866,1.9424800209581492,1.6925286486980502,1.7942013915876416,-0.19517614452118415,0.14827862937050762
pairwise,p09_anomaly_class,unassigned_common,B4-B6,mlp,MLP residual,1.0673905320289663,2.2814705132425317,1.258774229647033,2.191424877644143,-0.19138369761806673,0.09004563559838852
pairwise,baseline_bin,"baseline_rms[0,8)",B4-B8,ridge,Ridge residual,1.377662928821342,1.9719228885131859,1.568813686366227,1.9513402281233871,-0.19115075754488497,0.020582660389798724
pairwise,q_template_bin,"q_template[0.08,0.12)",B4-B6,ridge,Ridge residual,1.6685326737614656,2.3655972950051165,1.8570204789603602,2.281051860711621,-0.18848780519889452,0.0845454342934957
pairwise,charge_bin,"charge[14000,24000)",B6-B8,cnn1d,1D-CNN residual,0.8066080955672399,-0.3596724444328417,0.994539923132386,-0.5127747432807356,-0.18793182756514615,0.1531022988478939
pairwise,peak_sample_bin,peakmax_7,B4-B6,cnn1d,1D-CNN residual,0.998915849546035,2.3756517755571473,1.18619947819393,2.1508651816690985,-0.18728362864789505,0.2247865938880489
pairwise,q_template_bin,"q_template[0.05,0.08)",B4-B8,ridge,Ridge residual,1.51912762763772,1.8789160484236709,1.7047114775021037,1.799493638573107,-0.1855838498643838,0.07942240985056381
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,mlp,MLP residual,1.3123872644412735,1.991325734416936,1.4969759557276197,1.943074618844607,-0.18458869128634614,0.04825111557232886
pairwise,charge_bin,"charge[14000,24000)",B4-B8,cnn1d,1D-CNN residual,0.9168915152597206,1.843468559183231,1.1004150108512523,1.5259008586145653,-0.1835234955915317,0.3175677005686657
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.9317669728096112,-0.36623161652192276,1.1147444286839474,-0.335309642849255,-0.18297745587433623,-0.030921973672667746
pairwise,charge_bin,"charge[24000,40000)",B6-B8,mlp,MLP residual,1.0168880337938542,-0.3152499821580932,1.1989059032555063,-0.08521776804888255,-0.1820178694616521,-0.23003221410921065
pairwise,q_template_bin,"q_template[0.12,0.2)",B4-B8,ridge,Ridge residual,1.6893221844806678,2.1973678571229613,1.8709799654936932,2.276180187172975,-0.18165778101302532,-0.07881233005001365
pairwise,peak_sample_bin,peakmax_11,B4-B6,cnn1d,1D-CNN residual,1.1526159129192772,2.5332572944783633,1.3339777326323283,2.7940988100888853,-0.1813618197130511,-0.26084151561052193
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,mlp,MLP residual,1.5864751579903142,2.6311431013018383,1.7669186547955151,2.769118073713853,-0.1804434968052009,-0.13797497241201473
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B6,cnn1d,1D-CNN residual,1.1013222786049606,2.2786972063797086,1.2816384631446285,2.275204481454824,-0.1803161845396679,0.003492724924884616
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,ridge,Ridge residual,1.297030117633608,2.2502298574192454,1.477118923679131,2.064158771395769,-0.1800888060455228,0.18607108602347644
pairwise,peak_sample_bin,peakmax_11,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.099171858769185,-0.45263336256379133,1.2755579845827747,-0.8423331324930875,-0.1763861258135897,0.38969976992929617
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,cnn1d,1D-CNN residual,0.818185220300197,-0.4175117299335881,0.9944885471779894,-0.41312280186486244,-0.17630332687779238,-0.0043889280687256504
pairwise,peak_sample_bin,peakmax_4,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.3033696133225158,1.77256775571434,0.47847210850491784,2.0463967429250753,-0.17510249518240206,-0.27382898721073534
pairwise,peak_sample_bin,peakmax_10,B6-B8,mlp,MLP residual,1.161051799206045,0.007056298822490204,1.3360323035139041,-0.3120962670543301,-0.17498050430785916,0.3191525658768203
pairwise,p09_anomaly_class,unassigned_common,B4-B8,mlp,MLP residual,1.107242990739222,2.015348428968877,1.2809500868604902,1.8954746647773337,-0.1737070961212681,0.11987376419154305
pairwise,baseline_bin,"baseline_rms[0,8)",B4-B6,ridge,Ridge residual,1.3518933267508406,2.2125233981516508,1.5181597886681426,2.1152097669127405,-0.166266461917302,0.09731363123891024
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.1433658409815481,-0.2344999250381905,1.3094416705500285,-0.28313457125420827,-0.16607582956848033,0.04863464621601776
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,ridge,Ridge residual,1.386788906026795,2.200372831149455,1.551643272756376,2.197977326788424,-0.16485436672958098,0.0023955043610306426
pairwise,baseline_bin,"baseline_rms[0,8)",B6-B8,ridge,Ridge residual,1.2091423291779506,-0.29331400653801365,1.3734984219507989,-0.27000005050034015,-0.16435609277284824,-0.0233139560376735
pairwise,charge_bin,"charge[24000,40000)",B4-B8,ridge,Ridge residual,1.3163594551178384,2.0720688471807662,1.479584156880786,2.2170802466968667,-0.16322470176294757,-0.14501139951610043
pairwise,q_template_bin,"q_template[0.12,0.2)",B6-B8,ridge,Ridge residual,1.362298101342497,-0.32758892023225245,1.5222328553157047,-0.29404177810305887,-0.15993475397320767,-0.033547142129193575
pairwise,p09_anomaly_class,pileup_or_long_tail,B4-B6,cnn1d,1D-CNN residual,0.07561778860671864,2.3998639797580226,0.2317808178886055,2.2234557056326834,-0.15616302928188686,0.17640827412533922
pairwise,peak_sample_bin,peakmax_13,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.15285784244537354,-0.7384797109313114,0.30898918520553414,-0.8815563712927816,-0.1561313427601606,0.14307666036147026
pairwise,peak_sample_bin,peakmax_8,B4-B8,ridge,Ridge residual,1.3675544147968206,1.8185281408498524,1.5230864686527628,1.7623558977121605,-0.15553205385594215,0.05617224313769187
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,1.089222333514306,2.0668696122006263,1.2423999297307302,1.93178848716381,-0.15317759621642413,0.13508112503681624
pairwise,charge_bin,"charge[24000,40000)",B4-B6,ridge,Ridge residual,1.433264427185057,2.65993958485567,1.5847031692802336,2.839277172243117,-0.1514387420951766,-0.17933758738744698
pairwise,peak_sample_bin,peakmax_7,B4-B8,cnn1d,1D-CNN residual,0.978884789326619,1.9250457773284266,1.1263957824950017,1.9139373241225948,-0.14751099316838268,0.01110845320583187
pairwise,peak_sample_bin,peakmax_15,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.18645626308623917,-0.38633480340161497,0.3338992852714924,-0.3702785251748093,-0.1474430221852532,-0.016056278226805665
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0952592725693013,1.859322806739149,1.2423999297307302,1.93178848716381,-0.14714065716142888,-0.07246568042466106
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.4057637753774674,2.2228831956447643,1.551643272756376,2.197977326788424,-0.1458794973789086,0.024905868856340163
pairwise,p09_anomaly_class,unassigned_common,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9557374319288058,-0.2764938081823701,1.101029584416756,-0.2907535236185203,-0.14529215248795013,0.014259715436150178
pairwise,all,all,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0616426314944503,1.893280291824182,1.2029419536997943,1.8662540111588222,-0.14129932220534402,0.027026280665359836
pairwise,topology_atom,B4-B8,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0616426314944503,1.893280291824182,1.2029419536997943,1.8662540111588222,-0.14129932220534402,0.027026280665359836
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,cnn1d,1D-CNN residual,1.1030056802184003,2.0028432374921037,1.2423999297307302,1.93178848716381,-0.13939424951232993,0.07105475032829367
pairwise,q_template_bin,"q_template[0.08,0.12)",B6-B8,ridge,Ridge residual,1.339729554380179,-0.31107553019311773,1.4763333225555613,-0.31619780763569655,-0.13660376817538222,0.005122277442578815
pairwise,saturation_flag,False,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0614269221284753,2.17020334052451,1.1964312612817998,2.16676362876139,-0.13500433915332444,0.003439711763119746
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.9621789853770941,2.1882079356870556,1.096361248734639,2.059786093346579,-0.1341822633575449,0.12842184234047682
pairwise,all,all,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0632228630016043,2.176859689237417,1.1969860563877206,2.1749716559471324,-0.1337631933861163,0.0018880332902844188
pairwise,topology_atom,B4-B6,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0632228630016043,2.176859689237417,1.1969860563877206,2.1749716559471324,-0.1337631933861163,0.0018880332902844188
pairwise,saturation_flag,False,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.060843671495007,1.8851759346726866,1.1937261973448212,1.8529034895104408,-0.1328825258498143,0.03227244516224581
pairwise,all,all,B4-B6,mlp,MLP residual,1.0652950233908562,2.258667554352814,1.1969860563877206,2.1749716559471324,-0.13169103299686435,0.08369589840568148
pairwise,topology_atom,B4-B6,B4-B6,mlp,MLP residual,1.0652950233908562,2.258667554352814,1.1969860563877206,2.1749716559471324,-0.13169103299686435,0.08369589840568148
pairwise,saturation_flag,False,B4-B6,mlp,MLP residual,1.0650070447603797,2.2517959528979876,1.1964312612817998,2.16676362876139,-0.1314242165214201,0.08503232413659756
pairwise,amplitude_bin,"amp_adc[1500,2500)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.7781602034089342,-0.13442914382317703,0.9053421224466761,-0.32794358562600284,-0.1271819190377419,0.19351444180282582
pairwise,charge_bin,"charge[8000,14000)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.8317915134858441,2.202534024881613,0.9585834771041809,2.092526881934268,-0.12679196361833678,0.11000714294734504
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,ridge,Ridge residual,1.1842651390551164,-0.3334598371055001,1.3094416705500285,-0.28313457125420827,-0.12517653149491204,-0.05032526585129182
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,ridge,Ridge residual,1.4372569404019502,2.275456782858076,1.562247473457005,2.2489556471230356,-0.12499053305505492,0.026501135735040204
