model,alpha,fold,sigma68_ns,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,alpha_global,alpha_dev,n_pair_residuals
hierarchical_shrinkage,,2,1.5188436920384014,,,,,,,1.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.6827032820346413,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,2.0790960703327843,,,,,,,1.0,1000.0,3018.0
hierarchical_shrinkage,,1,1.4249969168702545,,,,,,,1.0,1000.0,3534.0
hierarchical_shrinkage,,2,1.4914223305870347,,,,,,,1.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.6651717725966912,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0838960771994453,,,,,,,1.0,10000.0,3018.0
hierarchical_shrinkage,,1,1.401331144776664,,,,,,,1.0,10000.0,3534.0
hierarchical_shrinkage,,2,1.4628012757690927,,,,,,,1.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.649342832581734,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.4170079247000975,,,,,,,10.0,10.0,3018.0
hierarchical_shrinkage,,1,1.0698862950956967,,,,,,,10.0,10.0,3534.0
hierarchical_shrinkage,,2,1.1316225711942984,,,,,,,10.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.2061722636633643,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,1.99214241160669,,,,,,,10.0,100.0,3018.0
hierarchical_shrinkage,,1,1.3874495985704913,,,,,,,10.0,100.0,3534.0
hierarchical_shrinkage,,2,1.4688944855592578,,,,,,,10.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.6161621652454798,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,2.078885697654898,,,,,,,10.0,1000.0,3018.0
hierarchical_shrinkage,,1,1.4080418001753663,,,,,,,10.0,1000.0,3534.0
hierarchical_shrinkage,,2,1.4921008148740986,,,,,,,10.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.6596761042347878,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,2.090845594657714,,,,,,,10.0,10000.0,3018.0
hierarchical_shrinkage,,1,1.3943940769512262,,,,,,,10.0,10000.0,3534.0
hierarchical_shrinkage,,2,1.4659313903364968,,,,,,,10.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.6503903539818123,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.5536852068372096,,,,,,,100.0,10.0,3018.0
hierarchical_shrinkage,,1,1.848356351883941,,,,,,,100.0,10.0,3534.0
hierarchical_shrinkage,,2,2.0372249730471674,,,,,,,100.0,10.0,4710.0
hierarchical_shrinkage,,-1,1.8130888439227728,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.3830991220646212,,,,,,,100.0,100.0,3018.0
hierarchical_shrinkage,,1,1.0221843317562056,,,,,,,100.0,100.0,3534.0
hierarchical_shrinkage,,2,1.078828452549831,,,,,,,100.0,100.0,4710.0
hierarchical_shrinkage,,-1,1.161370635456886,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.9666127686302655,,,,,,,100.0,1000.0,3018.0
hierarchical_shrinkage,,1,1.2825098132301724,,,,,,,100.0,1000.0,3534.0
hierarchical_shrinkage,,2,1.3912313271350985,,,,,,,100.0,1000.0,4710.0
hierarchical_shrinkage,,-1,1.5467846363318454,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0517262046631317,,,,,,,100.0,10000.0,3018.0
hierarchical_shrinkage,,1,1.3340323000565395,,,,,,,100.0,10000.0,3534.0
hierarchical_shrinkage,,2,1.4227121642020668,,,,,,,100.0,10000.0,4710.0
hierarchical_shrinkage,,-1,1.6028235563072462,,,,,,,100.0,10000.0,0.0
