event_id,source_run,current_class,stave,amplitude_adc,peak_sample,amplitude_bin,peak_phase_bin,traditional_template_delta_sse,ridge_linear_classifier,gradient_boosted_trees,mlp_dense_waveform,random_filter_1d_cnn,hybrid_template_residual_stack
real:high:63:391,63,high,B2,5036.0,7,mid,core,0.999999999884461,0.5005824460343354,0.31277315437088177,0.5922585721963487,0.4328965287228085,0.5905814360162338
real:high:63:392,63,high,B6,2785.0,8,low,core,0.9999999998250567,0.3195143095335677,0.07593170832619128,0.18683102467291537,0.1192584460644713,0.17536753038136538
real:high:63:393,63,high,B2,6077.5,5,high,early,0.9999999993650656,0.5624927978158119,0.7652296151621626,0.6752366593279556,0.41109560190641264,0.5030907029627982
real:high:63:394,63,high,B4,2465.0,4,low,early,0.0,0.17011912993996342,0.014267548319759786,0.039757951815751605,0.0014853766927074973,0.04761189146266969
real:high:63:395,63,high,B8,2692.5,7,low,core,0.9999999997304359,0.31744138942637457,0.012006781701211187,0.22891327591504568,0.09524834908074178,0.25945020536451
real:high:63:396,63,high,B2,2427.5,8,low,core,0.999999999411572,0.2737390366366684,0.24272289347990045,0.16553032740486287,0.09264033488123331,0.14113271900319224
real:high:63:397,63,high,B6,2440.0,11,low,late,0.999999999715843,0.3325322645852823,0.08973455694532369,0.21125568860175498,0.18460001857778835,0.18517672705298224
real:high:63:398,63,high,B6,2022.0,9,low,core,0.9999999995406015,0.23763146766190485,0.10815317353449375,0.15693519133026881,0.07980297752364056,0.13942434042035481
real:high:63:399,63,high,B2,2001.5,4,low,early,0.0,0.07387701162838392,0.011581980396384932,0.005338307641255404,0.0003401748651979935,0.04552837120174611
real:high:63:400,63,high,B8,3153.5,8,mid,core,0.9999999997430975,0.4540636727154456,0.3580852392180645,0.38331881550486235,0.2581624837048726,0.23382610426133815
real:high:63:401,63,high,B4,2274.0,7,low,core,0.9999999996473028,0.22637978961328148,0.03927651917652664,0.15006618130991925,0.05561432248207595,0.18391679214160503
real:high:63:402,63,high,B2,7828.0,6,high,core,0.9999999988689459,0.5919311194176605,0.6976904288345073,0.533190452052546,0.3539500909499273,0.5260971543915347
real:high:63:403,63,high,B4,3128.0,4,mid,early,0.0,0.2829371888581094,0.10919879476064658,0.0793973090781022,0.0026699911800826203,0.09406406388859524
real:high:63:404,63,high,B6,1932.0,9,low,core,0.9999999996691565,0.234375712656694,0.23116159278464052,0.13880678012928305,0.06675860045238066,0.2051968911278595
real:high:63:405,63,high,B6,3090.0,8,mid,core,0.9999999998115984,0.38288865141414685,0.1210593885756923,0.2912487661930745,0.12790235892052004,0.13236364686735752
real:high:63:406,63,high,B6,3162.5,8,mid,core,0.99999999975957,0.4397167617899609,0.2679468155942062,0.3461609076212854,0.1903899955669232,0.21224509744206005
real:high:63:407,63,high,B2,7124.5,7,high,core,0.9999999996497263,0.5016596694450266,0.512004947984418,0.43604436786959244,0.30921378100661495,0.5306076812370177
real:high:63:408,63,high,B4,3490.5,8,mid,core,0.9999999996352953,0.5078666341804878,0.34851346263302324,0.4956718417574754,0.27250294804244257,0.3165723199028559
real:high:63:409,63,high,B8,3300.0,5,mid,early,0.9999999996735481,0.4312055151963616,0.14634770469363467,0.18231714356600182,0.022163982125517807,0.17660776183281449
real:high:63:410,63,high,B8,2612.5,9,low,core,0.9999999997953415,0.3458128188049832,0.16273108817764823,0.2420401928981729,0.18693327325227113,0.1815673579039727
real:high:63:411,63,high,B6,2604.5,8,low,core,0.9999999997977189,0.3138275810784256,0.1584253483451491,0.19256500458545972,0.11358771821178518,0.2459250456645786
real:high:63:412,63,high,B8,4094.5,4,mid,early,0.9999999997427983,0.4903904498524914,0.7418967668497566,0.1578331847496846,0.02994491777338786,0.38841307783886575
real:high:63:413,63,high,B2,3825.0,6,mid,core,0.9999999998351372,0.41955865265411635,0.08568697826476228,0.3605842607733736,0.10835089732289514,0.24294100186157602
real:high:63:414,63,high,B8,1639.0,9,low,core,0.9999999996827115,0.22393543504303826,0.04105254806464408,0.13669344121410637,0.07223191226047117,0.19129619275661391
real:high:63:415,63,high,B8,2857.0,8,low,core,0.9999999997397387,0.41466024650255745,0.12101800291432152,0.32402957535969684,0.21024671899766534,0.21722112630757856
real:high:63:416,63,high,B2,2913.5,7,low,core,0.9999999996622132,0.27435002153826366,0.01010248408622625,0.17295916396532127,0.058473255608925336,0.11772346931494526
real:high:63:417,63,high,B4,2004.5,9,low,core,0.9999999996970891,0.27225176587056765,0.08055996381183651,0.17825809850943844,0.09184965357208585,0.13829451935844153
real:high:63:418,63,high,B8,3215.5,9,mid,core,0.9999999995530873,0.44741212954899734,0.16607014798239778,0.43512174221836386,0.36800731320934427,0.2105937743127365
real:high:63:419,63,high,B4,3746.5,5,mid,early,0.9999999999368673,0.5120939005176975,0.511168078563914,0.6017450164900409,0.16718487688118813,0.35733397037709624
real:high:63:420,63,high,B6,3630.0,8,mid,core,0.9999999995704063,0.4882249288141104,0.3089306013176977,0.39856964051641336,0.2094013902482824,0.26558242757310135
real:high:63:421,63,high,B8,3258.5,7,mid,core,0.999999999952279,0.4469125687895247,0.39944834527339224,0.43228205128969915,0.25238723622820103,0.321827503405151
real:high:63:422,63,high,B2,1891.5,4,low,early,0.0,0.08400463909176813,0.03114607605999421,0.016373557989199004,0.0006485276752057104,0.06379628381949976
real:high:63:423,63,high,B8,2723.5,9,low,core,0.9999999997371437,0.3449033635223778,0.1716511966932293,0.24371380014672134,0.15005842220688778,0.16825781031371906
real:high:63:424,63,high,B8,2253.5,7,low,core,0.9999999997543764,0.2526824423544225,0.03773908541603027,0.16317330002367567,0.06720437870832692,0.29988917255028075
real:high:63:425,63,high,B2,5614.0,7,mid,core,0.9999999998688756,0.49957765152509875,0.6274919059097245,0.5757945269778044,0.4924587587523507,0.6805370140317218
real:high:63:426,63,high,B4,2308.0,8,low,core,0.999999999798517,0.2964585419525682,0.18252047968680862,0.17825024926724217,0.10779318667565702,0.30246975780835383
real:high:63:427,63,high,B4,1596.5,9,low,core,0.999999999766338,0.23637996725599686,0.04888474119963667,0.15217136276015208,0.09096773897232789,0.13464572389214496
real:high:63:428,63,high,B6,4133.5,7,mid,core,0.9999999999177489,0.5317305715612809,0.25660030313071946,0.6445701589855641,0.4819593070853586,0.5233091347605228
real:high:63:429,63,high,B2,5218.5,10,mid,late,1.0,0.5574015669050925,0.8851644727848789,0.6085415047975166,0.9374858279934773,0.9057033532199595
real:high:63:430,63,high,B4,5234.5,6,mid,core,0.9999999998332337,0.5237530978585171,0.2787611220430359,0.6588797345577072,0.6596998570213572,0.4794492491692245
real:high:63:431,63,high,B4,3395.5,8,mid,core,0.9999999993519871,0.5381084565416804,0.5834143414694484,0.574555572518733,0.36123202451928627,0.33678990430659406
real:high:63:432,63,high,B8,3388.0,8,mid,core,0.9999999997046776,0.4901267607595444,0.33306432452131324,0.43641909812569435,0.25816875286374713,0.2820262544874338
real:high:63:433,63,high,B2,7333.5,6,high,core,0.9999999993797785,0.5446221432099472,0.26437202909674484,0.4663675896652686,0.2756944689877438,0.5405990409089552
real:high:63:434,63,high,B8,1751.0,9,low,core,0.9999999998394998,0.23018413260911053,0.05833001200601478,0.13357335592101618,0.07066771330281213,0.15846184469754285
real:high:63:435,63,high,B6,1569.5,9,low,core,0.9999999997605755,0.20853201262674181,0.0784597136790546,0.13346654628864593,0.06488206351298957,0.17752692618782506
real:high:63:436,63,high,B8,2850.5,7,low,core,0.9999999999087649,0.34839858298345355,0.09991082096885012,0.26986015006212927,0.1641840018434654,0.15627596798165086
real:high:63:437,63,high,B8,4480.0,5,mid,early,0.9999999997311986,0.557938725712551,0.36962905850702094,0.6670865752914845,0.30740016438601075,0.39846966015623797
real:high:63:438,63,high,B6,2538.0,8,low,core,0.999999999697073,0.2706126516189139,0.07905112683384788,0.164404918890532,0.09098003747847058,0.14693628317284357
real:high:63:439,63,high,B4,3914.0,7,mid,core,0.9999999994515877,0.5520799849056006,0.19112734775528623,0.6050922492243198,0.3943267604831389,0.30796345806281633
real:high:63:440,63,high,B8,2368.0,9,low,core,0.9999999997967963,0.32049582042838204,0.15098662347861647,0.20590270600465416,0.1503848621035626,0.2393225006241257
real:high:63:441,63,high,B6,3052.0,8,mid,core,0.9999999997743858,0.3744921329194412,0.09353660231967725,0.264447856068176,0.12114586604399681,0.18161600116694274
real:high:63:442,63,high,B4,3392.5,7,mid,core,0.9999999998324699,0.454725185816962,0.07964628286959555,0.4489004081708428,0.22710081969886053,0.20779210927533887
real:high:63:443,63,high,B4,2671.5,4,low,early,0.0,0.22795417641576646,0.03329654355560985,0.0454660820162627,0.0018459796269919713,0.05689451351950337
real:high:63:444,63,high,B4,4351.5,6,mid,core,0.9999999998386623,0.591979536570691,0.2532978040663671,0.6725620143701878,0.40417374482768964,0.36790918198416533
real:high:63:445,63,high,B2,1732.0,8,low,core,0.9999999995692993,0.18581592636760372,0.03397943885007901,0.10350422273849315,0.0389163916714021,0.11897541608666806
real:high:63:446,63,high,B6,3733.0,8,mid,core,0.9999999994547548,0.5339745665594456,0.3309705715022913,0.5071563619822665,0.2732416766128312,0.37231045080332487
real:high:63:447,63,high,B8,2702.0,10,low,late,0.9999999996125849,0.3880579682393596,0.12505814888899092,0.30049396995365935,0.2314243781598596,0.2183876627966575
real:high:63:448,63,high,B8,3131.0,8,mid,core,0.999999999743225,0.4520757103440735,0.2517492786040311,0.3838129587721535,0.2418528610072963,0.2661565155602411
real:high:63:449,63,high,B4,1583.5,4,low,early,0.0,0.04154453881387901,0.00616398313101957,0.0024938360024200344,0.00018865143734674193,0.04155331720223821
real:high:63:450,63,high,B8,3078.5,11,mid,late,0.9999999997083354,0.4796439817222231,0.3682086161197925,0.40670670079120447,0.3088471653220347,0.27920603123881926
real:high:63:451,63,high,B6,2761.0,9,low,core,0.9999999997040798,0.35286741221353124,0.15688077936954092,0.26232606468909714,0.13384752034070033,0.16115717022214948
real:high:63:452,63,high,B6,2291.0,9,low,core,0.9999999997795359,0.2683609830781148,0.07998569366336764,0.15732145478498546,0.09076223229049611,0.1138776841590222
real:high:63:453,63,high,B4,2800.0,8,low,core,0.9999999995582485,0.3585259856060937,0.07774093554507137,0.26074819751819084,0.18489768601425818,0.16362837557292498
real:high:63:454,63,high,B2,2604.0,8,low,core,0.999999999542275,0.2829458874919048,0.08608326007767267,0.18175033019643463,0.10301733758000672,0.15978186387267007
real:high:63:455,63,high,B6,1811.0,5,low,early,0.999999999652425,0.11338389545944318,0.015393904154278026,0.03323426252755271,0.0018458065637670324,0.06210494931442872
real:high:63:456,63,high,B6,2528.0,9,low,core,0.9999999995477062,0.29266708334574726,0.1370489932272098,0.19635119837852316,0.09874047247260859,0.13498548840612215
real:high:63:457,63,high,B8,3396.5,7,mid,core,0.9999999999322673,0.5134040899054381,0.3230770058228121,0.5752747788985825,0.34658718614096035,0.36305325116611165
real:high:63:458,63,high,B6,3199.0,11,mid,late,0.9999999994630693,0.49786933087068963,0.32769780645666835,0.44301861044090074,0.34012012922336793,0.31701512689983624
real:high:63:459,63,high,B2,3017.5,8,mid,core,0.9999999997457113,0.3473180756536132,0.1508832357782934,0.2063905713986734,0.14839830367532894,0.21892983744784775
real:high:63:460,63,high,B6,3068.0,8,mid,core,0.9999999994425767,0.43065161474951597,0.3200020391459482,0.3331680822829574,0.18670003770353433,0.20613026100383314
real:high:63:461,63,high,B4,5277.0,7,mid,core,0.999999999818968,0.47613512314083883,0.2669049860032279,0.505381590422549,0.5391041726559624,0.5897537474210754
real:high:63:462,63,high,B2,3036.0,7,mid,core,0.9999999997580138,0.3116820601187264,0.21287260210718317,0.18871933041788444,0.08225688700507512,0.18969796163247069
real:high:63:463,63,high,B4,4626.0,11,mid,late,0.999999999291084,0.39375790429466545,0.34326632867451656,0.4692685225826826,0.20134479776385503,0.24524821565433505
real:high:63:464,63,high,B8,1658.0,9,low,core,0.9999999997176381,0.2226150020879228,0.06235550508975936,0.13523568758896945,0.06999020796782487,0.1894280893313294
real:high:63:465,63,high,B2,2644.5,8,low,core,0.9999999996521813,0.3068344861535463,0.19322862733661036,0.18051325719837322,0.14858929235317267,0.37760144117626776
real:high:63:466,63,high,B8,6304.5,9,high,core,0.9999999995543831,0.4540213956884437,0.21293278277772154,0.33351280162552177,0.22373722326859716,0.3992729916247471
real:high:63:467,63,high,B8,1967.0,9,low,core,0.9999999997498972,0.2659885945396483,0.12326873105895661,0.18908654020409518,0.10599226174191094,0.15216841339642007
real:high:63:468,63,high,B6,2641.5,6,low,core,0.9999999995702968,0.26678070287659167,0.01670112615765859,0.19164667205392485,0.029972309736939987,0.14850354110208805
real:high:63:469,63,high,B2,2049.5,7,low,core,0.9999999997029234,0.21412961224758215,0.029899693307829513,0.13066363604230033,0.042895717059210525,0.11388596951251564
real:high:63:470,63,high,B6,1744.0,8,low,core,0.9999999997630676,0.19917609782485787,0.03638272086151281,0.12213184271514335,0.053094971620013046,0.1982042771247432
real:high:63:471,63,high,B2,3077.0,8,mid,core,0.9999999994963478,0.32341301252704463,0.1045197392738624,0.21802291080940808,0.1299361037845175,0.168475917708149
real:high:63:472,63,high,B4,4604.0,5,mid,early,0.9999999996786101,0.5692070105070082,0.8583608625764214,0.4218792512146486,0.10003133529582127,0.4756681655352679
real:high:63:473,63,high,B2,9130.0,6,sat,core,0.9999999996756265,0.583193977341739,0.35486352276134603,0.4498730188595838,0.28937093821864013,0.49470948954689486
real:high:63:474,63,high,B8,2900.0,11,low,late,0.9999999997697636,0.4394970629272305,0.309054923580183,0.3307713525102688,0.24445278180075458,0.19886068361983636
real:high:63:475,63,high,B2,6065.5,7,high,core,0.9999999998481813,0.5426514996914815,0.3609704549047119,0.5810896960802372,0.5018046843229389,0.45455949914021176
real:high:63:476,63,high,B8,3041.5,8,mid,core,0.999999999794758,0.38275697146832416,0.02435344422597127,0.2268849929574959,0.07706338623850138,0.21518197613964696
real:high:63:477,63,high,B6,3882.0,4,mid,early,0.9999999998836226,0.4491644879238506,0.38119027951543305,0.1260300621549533,0.012377055407076015,0.25160874503117164
real:high:63:478,63,high,B2,4875.0,7,mid,core,0.9999999997936317,0.5706922570093619,0.1547204255709052,0.6970104655051949,0.5859052830077209,0.48994933722340345
real:high:63:479,63,high,B2,1595.5,8,low,core,0.9999999996249239,0.18383650253125575,0.03392469190659231,0.11028494682456876,0.03876441132895669,0.08336641790743231
real:high:63:480,63,high,B4,1786.0,4,low,early,0.0,0.07084751261942916,0.010602813590221718,0.007081355050539161,0.0005130145191267521,0.06509208195293255
real:high:63:481,63,high,B4,1729.0,8,low,core,0.9999999996001958,0.21163280276583027,0.02881375635687344,0.13862571581990799,0.05792923584144607,0.12998650851553611
real:high:63:482,63,high,B2,2741.5,8,low,core,0.9999999996666039,0.31518537644206546,0.1518862581330338,0.17188342637467657,0.11481488590194812,0.24854045811857542
real:high:63:483,63,high,B8,2864.0,7,low,core,0.9999999997509345,0.3501492403472678,0.03128106747090379,0.25629808402790505,0.11410188360875498,0.11916159224148676
real:high:63:484,63,high,B4,1870.0,7,low,core,0.9999999996509956,0.18846646247238477,0.01142684894235336,0.1434695035646005,0.026406433823135383,0.08971394818486744
real:high:63:485,63,high,B4,3157.0,11,mid,late,0.9999999997486176,0.49424464838941584,0.35188526224180133,0.4702486391791753,0.33382666157296187,0.2806114193944269
real:high:63:486,63,high,B6,3536.0,10,mid,late,0.9999999995815623,0.49891360234167254,0.25888659540766956,0.6802628468306636,0.3706563249568881,0.2136768547090553
real:high:63:487,63,high,B8,1792.5,9,low,core,0.999999999896028,0.269208020442128,0.05876076248315206,0.17529397475063677,0.10169959522917826,0.22489853667496668
real:high:63:488,63,high,B4,2404.5,4,low,early,0.0,0.16992707466992787,0.013340335555177881,0.02989681677176334,0.0012859211900258492,0.036001967792293664
real:high:63:489,63,high,B2,7835.0,6,high,core,0.9999999995097419,0.5532790394537684,0.6509819374452177,0.4460744357930593,0.22384072353627957,0.49767367515086836
real:high:63:490,63,high,B6,2698.5,10,low,late,0.9999999996064298,0.34208895966042013,0.07914519924048183,0.26593426969455314,0.14655012102183188,0.12359726855326786
real:high:63:491,63,high,B2,2503.0,7,low,core,0.9999999996446083,0.24632699637545946,0.05012671006630729,0.14113691816362378,0.051153599357366256,0.12510669597006402
real:high:63:492,63,high,B4,3458.0,4,mid,early,0.9999999997121595,0.43014504388814967,0.19195526002732294,0.15221290086152697,0.007426271395745862,0.18084831520883685
real:high:63:493,63,high,B8,2507.0,10,low,late,0.9999999997785622,0.36666811239621744,0.23041800350766375,0.27659436066736043,0.21897404899799322,0.308789266020148
real:high:63:494,63,high,B6,2911.5,12,low,late,0.9999999996634792,0.3965071633962904,0.06571150011680753,0.270737006156194,0.22896104234270512,0.10310359492429386
real:high:63:495,63,high,B6,3588.5,8,mid,core,0.99999999980835,0.5215448380814867,0.32574063996043706,0.5404760319635898,0.3101235852420375,0.33337263598080746
real:high:63:496,63,high,B4,3614.0,6,mid,core,0.9999999997160488,0.45277863174634636,0.08030562548477398,0.4722292631858032,0.1618919417542995,0.21709895777443577
real:high:63:497,63,high,B8,2702.5,10,low,late,0.9999999997632812,0.39574934977756404,0.24984760594008978,0.2994279974167569,0.2502362308972775,0.30393576242420833
real:high:63:498,63,high,B8,2909.0,8,low,core,0.99999999974586,0.38541049600883914,0.026803887677412704,0.2970992367804615,0.10664281924046096,0.1685780050159186
real:high:63:499,63,high,B4,2529.5,9,low,core,0.9999999997511818,0.35094692179365794,0.07371057405488118,0.2359652879514804,0.16654627606735453,0.24653890851359014
real:high:65:0,65,high,B6,3367.0,7,mid,core,0.9999999998185469,0.42371913178393134,0.038652211231913994,0.4003149040671748,0.1968773678753075,0.2380762950109088
real:high:65:1,65,high,B8,2716.5,7,low,core,0.9999999997597936,0.2669441263765812,0.04576229401940894,0.06870097551113452,0.0067052216142438345,0.11347791660841183
real:high:65:2,65,high,B2,4733.5,7,mid,core,0.9999999999361253,0.5631539373827961,0.20832456783366624,0.668431244560055,0.506298743478271,0.42359701635731234
real:high:65:3,65,high,B2,3955.5,7,mid,core,0.9999999996857861,0.4963245665338233,0.16119285987300502,0.5031350208112328,0.2482211688823852,0.3771835588462388
real:high:65:4,65,high,B4,1699.0,10,low,late,0.999999999648965,0.3071561934689626,0.15131148924829496,0.19540471168664578,0.15261361614868552,0.23427511499730724
real:high:65:5,65,high,B6,2049.0,11,low,late,0.9999999996864629,0.28677437612121626,0.15599103438880146,0.12627940555319808,0.1350538386691792,0.170401984111443
real:high:65:6,65,high,B2,3202.5,8,mid,core,0.9999999996497473,0.38436028940908884,0.03867264973085093,0.31434394054686793,0.18887989148955256,0.1923390354967131
real:high:65:7,65,high,B6,2778.0,9,low,core,0.9999999997070915,0.3582053378437848,0.13496661716650207,0.2506343651850583,0.16449424373914034,0.15617407471310668
real:high:65:8,65,high,B4,3176.0,6,mid,core,0.9999999996563671,0.4156087166465083,0.07055120132777346,0.39071258921798496,0.09969747829491515,0.11107938654310993
real:high:65:9,65,high,B2,5604.0,7,mid,core,0.9999999998766808,0.5311242383471233,0.7103735869012066,0.6296577784262504,0.5798125024961702,0.6510056868144114
real:high:65:10,65,high,B2,4942.0,7,mid,core,0.9999999999944675,0.5536767690814604,0.2257246138168933,0.6806990546314823,0.5997432371487164,0.5822653637844956
real:high:65:11,65,high,B4,1913.0,8,low,core,0.9999999996925346,0.2064214814551981,0.15231418471631916,0.1160134134964356,0.04931218134793662,0.12868604875671893
real:high:65:12,65,high,B2,2008.0,8,low,core,0.999999999735747,0.2777453752447132,0.10686086202672682,0.1761523381004926,0.10054847803673209,0.20649030726619091
real:high:65:13,65,high,B2,4568.0,7,mid,core,0.9999999998692506,0.5349947408818171,0.6009799992171299,0.5667180572477799,0.3393371856712728,0.5854451070026114
real:high:65:14,65,high,B6,3167.0,4,mid,early,0.9999999996397699,0.28963376283735387,0.10961457877501288,0.0667920455571759,0.0028147697923279714,0.08993703667352745
real:high:65:15,65,high,B2,6733.0,6,high,core,0.9999999994937445,0.514785810314775,0.4890730858922578,0.5140414340472264,0.3529027904169024,0.4741744010792526
real:high:65:16,65,high,B6,4247.5,12,mid,late,0.9999999997787248,0.3568595943136428,0.28728154564730934,0.29488847170400745,0.1257046541411069,0.18263380417876604
real:high:65:17,65,high,B2,2357.0,8,low,core,0.9999999996899296,0.28814733280384264,0.20158706377252228,0.1725825297698358,0.10563272070219834,0.2879335824707391
real:high:65:18,65,high,B4,3795.5,7,mid,core,0.9999999998839997,0.5297503776807344,0.5848778441196707,0.5751846269216877,0.3772263721767458,0.44841262497845835
real:high:65:19,65,high,B4,1676.0,8,low,core,0.9999999997626694,0.18822992963776325,0.027891441599180923,0.11216071246068487,0.04229764298055812,0.11154406599118684
real:high:65:20,65,high,B4,3236.5,8,mid,core,0.9999999996913077,0.48065206616113315,0.47650620588037246,0.44758523693517793,0.28556165203595574,0.33337263598080746
real:high:65:21,65,high,B4,2385.5,7,low,core,0.999999999641471,0.23118962273457883,0.02521748068985808,0.14257060810054148,0.04071968157157306,0.09976978512187921
real:high:65:22,65,high,B8,4443.0,8,mid,core,0.999999998840477,0.5412820201189484,0.4856452992252835,0.5866050893089266,0.6137951245228572,0.5858594823629435
real:high:65:23,65,high,B8,3186.0,8,mid,core,0.999999999632777,0.47420094227260357,0.4214783688710057,0.4372680898660612,0.28242781377874315,0.3755987214659044
real:high:65:24,65,high,B4,2767.5,5,low,early,0.9999999995994769,0.2821891242813727,0.03730591714641943,0.07527356529527884,0.008995011267335018,0.10016303227889099
real:high:65:25,65,high,B6,2480.5,5,low,early,0.9999999996497804,0.2004917474482118,0.014086046935104261,0.05424601322346945,0.003927461506920665,0.05253909468992663
real:high:65:26,65,high,B8,3037.5,10,mid,late,0.9999999999458494,0.4520698303523183,0.29404162766272696,0.408563681741253,0.28101204941599883,0.20484364225208032
real:high:65:27,65,high,B4,5007.5,7,mid,core,0.9999999997183021,0.5200235326407383,0.589267901677768,0.6319041791225698,0.6219354985175964,0.5840407288336296
real:high:65:28,65,high,B6,3115.5,5,mid,early,0.9999999994978808,0.34635081468469964,0.02852955852201538,0.1472174183900918,0.02006016022053849,0.11142932197713047
real:high:65:29,65,high,B2,4609.5,6,mid,core,0.999999999918218,0.5818018756336478,0.3225068413575519,0.6268444476096542,0.28657329826596795,0.2816146156389922
real:high:65:30,65,high,B4,2223.0,7,low,core,0.9999999998791196,0.2786353895948664,0.10539851642309724,0.1806877645520695,0.09632438793800449,0.2919750423720647
real:high:65:31,65,high,B8,1916.5,8,low,core,0.9999999998617453,0.24707669595000112,0.0721562584355569,0.1502423034900067,0.07428039727203196,0.13829451935844153
real:high:65:32,65,high,B8,3674.0,7,mid,core,0.9999999999272127,0.5374835685388794,0.24349085800261092,0.5959648856152359,0.4145566106808853,0.39263438597501227
real:high:65:33,65,high,B2,3709.0,7,mid,core,0.9999999997147986,0.46355373309951153,0.5577804991860739,0.4464168016716325,0.20431949591501217,0.282765502910254
real:high:65:34,65,high,B6,3056.0,8,mid,core,0.9999999997951625,0.3817984959220887,0.1080037484515765,0.2842721496458451,0.1327976486277793,0.16202302904727825
real:high:65:35,65,high,B6,2041.0,8,low,core,0.9999999996723699,0.2264253588711313,0.09600470974030509,0.119266500441212,0.04593740239643146,0.15846184469754285
real:high:65:36,65,high,B8,3050.5,10,mid,late,0.9999999999528076,0.4325196106352429,0.03525292257414059,0.3627146606675984,0.2592578009850403,0.20514909981896626
real:high:65:37,65,high,B2,3933.0,6,mid,core,0.9999999993501679,0.4920112119475037,0.09431088654363252,0.5245155657567777,0.2185318684405091,0.21365136997183945
real:high:65:38,65,high,B4,2682.0,8,low,core,0.9999999996026055,0.304826722089304,0.18610262403795672,0.18651268772377058,0.10608833225607513,0.164656045467898
real:high:65:39,65,high,B2,4434.5,9,mid,core,0.9999999999168683,0.5007072766302368,0.6931813016143128,0.5681302915744473,0.5218094907014595,0.4172409366503506
real:high:65:40,65,high,B4,2611.5,8,low,core,0.9999999996506287,0.2778363277003877,0.04332336475838654,0.15391540193128245,0.08997469886257826,0.12850312694256333
real:high:65:41,65,high,B8,1975.0,9,low,core,0.9999999998220822,0.2878176180201679,0.12034759199007697,0.2159602181396794,0.13259012181029534,0.1453897722365145
real:high:65:42,65,high,B8,4715.5,5,mid,early,0.9999999996925633,0.5815452756753816,0.7525885196310402,0.6404763440121415,0.2591732367582086,0.5431560616070891
real:high:65:43,65,high,B6,2343.5,4,low,early,0.0,0.14794218345792712,0.020818442068669497,0.035634175731932026,0.0014996141755905866,0.03334256578878418
real:high:65:44,65,high,B2,6052.5,6,high,core,0.0,0.6088590002209197,0.8375460094116783,0.607312456579412,0.8913155378000602,0.8210785017164763
real:high:65:45,65,high,B4,4690.5,7,mid,core,0.9999999999194373,0.5003545896688969,0.28647644043875314,0.5900225744482458,0.4960748691831971,0.6225924187223735
real:high:65:46,65,high,B2,3848.5,9,mid,core,0.9999999996621504,0.49079263454808986,0.29645610357358493,0.5815068043846191,0.3725976626545289,0.24959420004432606
real:high:65:47,65,high,B4,2243.5,6,low,core,0.9999999996315818,0.20194505578907343,0.009561002017663522,0.11268884606312318,0.01656341564919486,0.1405490155974887
real:high:65:48,65,high,B6,2155.0,9,low,core,0.9999999998326191,0.26230644199065595,0.11701331401588691,0.159550157112487,0.08461421957378493,0.19312459593704506
real:high:65:49,65,high,B4,2665.0,8,low,core,0.9999999997562693,0.32222607306080103,0.34708815181492736,0.1974522946614107,0.15469494705662173,0.24915869229784743
real:high:65:50,65,high,B2,6429.0,6,high,core,0.9999999996247421,0.5407259865376988,0.43039811383945425,0.5902156406062782,0.45008429138208306,0.5222866518498843
real:high:65:51,65,high,B8,3403.5,8,mid,core,0.9999999995974682,0.5042977310195474,0.24797488565942144,0.47778076319830676,0.294181101366333,0.304841669831607
real:high:65:52,65,high,B4,4083.5,5,mid,early,0.999999999727681,0.5370126266552449,0.6136323831008564,0.3855361874619689,0.08903472448093243,0.3220816442437384
real:high:65:53,65,high,B2,5637.0,7,mid,core,0.9999999998903286,0.532777220896737,0.37913454843254185,0.6066590098239557,0.5593931237731704,0.5943049659462196
real:high:65:54,65,high,B4,4551.5,7,mid,core,0.9999999998755756,0.5259747025879886,0.29817354256541484,0.6540118744525557,0.5836574210227193,0.5224655874889276
real:high:65:55,65,high,B2,2605.5,8,low,core,0.9999999995514715,0.2935728392031166,0.11288549542017341,0.17644313954451066,0.10264901761455003,0.24854045811857542
real:high:65:56,65,high,B2,2796.5,7,low,core,0.9999999996356125,0.2654186050109666,0.08877809799389268,0.1437986028615967,0.06020095332186842,0.1206747572667078
real:high:65:57,65,high,B2,1624.0,8,low,core,0.9999999997394947,0.1988025236747935,0.08356786233025441,0.12802294125872504,0.05459859431353827,0.2044121919750178
real:high:65:58,65,high,B8,4465.0,5,mid,early,0.9999999998010183,0.5510843872193407,0.6340326411534882,0.6204124247964252,0.24418418532925298,0.5223052122148513
real:high:65:59,65,high,B6,5478.0,6,mid,core,0.9999999999197414,0.5078638613410156,0.4529853901969363,0.6181261804913896,0.4659549876124127,0.5413970490062928
real:high:65:60,65,high,B6,1667.5,10,low,late,0.9999999996374721,0.2593976178275129,0.046658606549208365,0.14901148876385348,0.10854016571583926,0.11915199104341305
real:high:65:61,65,high,B2,3196.0,8,mid,core,0.9999999996154376,0.3736377324017725,0.05846490376426364,0.2900675138219356,0.16646889806706136,0.1486671132394182
real:high:65:62,65,high,B6,2784.0,7,low,core,0.9999999997871826,0.2790957140084526,0.1260381836571902,0.15754118774623907,0.07901297902773907,0.13064589567740317
real:high:65:63,65,high,B6,1549.5,7,low,core,0.9999999997248488,0.17610170889845478,0.06990087067704966,0.11734851723488939,0.034801383746384806,0.08002290056040211
