match_stratum,run,b2_charge_bin,total_charge_bin,event_current_bin,b2_saturated,pileup_width_bin,max_depth_stave,topology_code,available_rows,low_rows,high_rows,low_threshold,high_threshold
39|7|7|3|1|1|1|0,39,7,7,3,1,1,1,0,267,67,67,0.003340996685437858,0.00879929680377245
39|3|3|3|1|1|1|0,39,3,3,3,1,1,1,0,225,57,57,0.005851264577358961,0.015657493844628334
39|7|6|3|1|1|1|0,39,7,6,3,1,1,1,0,52,13,13,0.0033240406191907823,0.008031736360862851
39|5|5|3|1|1|1|0,39,5,5,3,1,1,1,0,322,81,81,0.004573001526296139,0.011801112443208694
39|6|5|3|1|1|1|0,39,6,5,3,1,1,1,0,55,14,14,0.0027846547309309244,0.008845891803503036
39|3|3|3|0|1|1|0,39,3,3,3,0,1,1,0,141,36,36,0.005428881850093603,0.017902731895446777
39|0|0|3|0|1|1|0,39,0,0,3,0,1,1,0,170,43,43,0.022062248550355434,0.05791310407221317
39|1|1|3|0|1|1|0,39,1,1,3,0,1,1,0,338,85,85,0.013913470087572932,0.03536693938076496
39|1|1|3|0|0|1|0,39,1,1,3,0,0,1,0,29,8,8,0.01603109762072563,0.04079829901456833
39|2|1|3|0|1|1|0,39,2,1,3,0,1,1,0,40,10,10,0.0059566188137978315,0.01596720307134092
39|6|6|3|1|1|1|0,39,6,6,3,1,1,1,0,313,79,79,0.0037136550527065992,0.009595239534974098
39|4|3|3|1|1|1|0,39,4,3,3,1,1,1,0,57,15,15,0.005248504690825939,0.011507968418300152
39|5|4|3|1|1|1|0,39,5,4,3,1,1,1,0,60,15,15,0.0036755718756467104,0.010218098759651184
39|3|2|3|0|1|1|0,39,3,2,3,0,1,1,0,55,14,14,0.005533675197511911,0.015016509220004082
40|6|6|0|1|1|1|0,40,6,6,0,1,1,1,0,316,79,79,0.003939179703593254,0.010355949867516756
40|1|1|0|0|1|1|0,40,1,1,0,0,1,1,0,339,85,85,0.015600570943206549,0.04021407105028629
40|7|6|0|1|1|1|0,40,7,6,0,1,1,1,0,73,19,19,0.003359885886311531,0.008603732101619244
40|5|5|0|1|1|1|0,40,5,5,0,1,1,1,0,341,86,86,0.00488219503313303,0.012716598808765411
40|4|4|0|1|1|1|0,40,4,4,0,1,1,1,0,313,79,79,0.005374931264668703,0.014265487901866436
40|7|7|0|1|1|1|0,40,7,7,0,1,1,1,0,364,91,91,0.003949960810132325,0.008931032847613096
40|5|4|0|1|1|1|0,40,5,4,0,1,1,1,0,60,15,15,0.004489522019866854,0.012385120382532477
40|6|5|0|1|1|1|0,40,6,5,0,1,1,1,0,71,18,18,0.0033789698500186205,0.009047224652022123
40|2|2|0|0|1|1|0,40,2,2,0,0,1,1,0,341,86,86,0.009194474667310715,0.02392655424773693
40|0|0|0|0|1|1|0,40,0,0,0,0,1,1,0,161,41,41,0.020490767434239388,0.05625707656145096
40|4|3|0|1|1|1|0,40,4,3,0,1,1,1,0,76,19,19,0.005060174269601703,0.012539014918729663
40|0|0|0|0|0|1|0,40,0,0,0,0,0,1,0,227,57,57,0.053054092451930046,0.19422315806150436
40|2|1|0|0|1|1|0,40,2,1,0,0,1,1,0,40,10,10,0.009916678303852677,0.023189058527350426
40|3|3|0|0|1|1|0,40,3,3,0,0,1,1,0,252,63,63,0.006867040181532502,0.017887585796415806
40|3|2|0|0|1|1|0,40,3,2,0,0,1,1,0,52,13,13,0.005533341667614877,0.01925301644951105
40|3|3|0|1|1|1|0,40,3,3,0,1,1,1,0,99,25,25,0.005947127705439925,0.01834382675588131
40|4|3|1|1|1|1|0,40,4,3,1,1,1,1,0,62,16,16,0.0044471294386312366,0.013255275087431073
40|5|4|1|1|1|1|0,40,5,4,1,1,1,1,0,84,21,21,0.003591415355913341,0.010599350789561868
40|7|7|1|1|1|1|0,40,7,7,1,1,1,1,0,334,84,84,0.0034002549946308136,0.009113594656810164
40|3|3|1|1|1|1|0,40,3,3,1,1,1,1,0,113,29,29,0.006558823399245739,0.016048485413193703
40|4|4|1|1|1|1|0,40,4,4,1,1,1,1,0,356,89,89,0.005488519556820393,0.014133441960439086
40|2|2|1|0|1|1|0,40,2,2,1,0,1,1,0,327,82,82,0.008555325213819742,0.022612160071730614
40|3|3|1|0|1|1|0,40,3,3,1,0,1,1,0,221,56,56,0.0067443097941577435,0.018846286460757256
40|5|5|1|1|1|1|0,40,5,5,1,1,1,1,0,322,81,81,0.004426299827173352,0.01157886441797018
40|0|0|1|0|0|1|0,40,0,0,1,0,0,1,0,214,54,54,0.046732195653021336,0.1807238943874836
40|6|6|1|1|1|1|0,40,6,6,1,1,1,1,0,356,89,89,0.0032983400160446763,0.009894033893942833
40|0|0|1|0|1|1|0,40,0,0,1,0,1,1,0,171,43,43,0.023134874179959297,0.05744487792253494
40|1|1|1|0|1|1|0,40,1,1,1,0,1,1,0,343,86,86,0.01360567519441247,0.0359521247446537
40|2|1|1|0|1|1|0,40,2,1,1,0,1,1,0,29,8,8,0.006695487070828676,0.02558320388197899
40|6|5|1|1|1|1|0,40,6,5,1,1,1,1,0,71,18,18,0.0028576734475791454,0.009164018090814352
40|3|2|1|0|1|1|0,40,3,2,1,0,1,1,0,59,15,15,0.007139033172279596,0.017481541261076927
40|7|6|1|1|1|1|0,40,7,6,1,1,1,1,0,59,15,15,0.002436462906189263,0.007844703970476985
40|4|4|2|1|1|1|0,40,4,4,2,1,1,1,0,355,89,89,0.005303544458001852,0.012933636084198952
40|2|2|2|0|1|1|0,40,2,2,2,0,1,1,0,352,88,88,0.009084949269890785,0.024489673785865307
40|6|6|2|1|1|1|0,40,6,6,2,1,1,1,0,358,90,90,0.003452842414844781,0.010264118667691946
40|3|3|2|0|1|1|0,40,3,3,2,0,1,1,0,218,55,55,0.008072011405602098,0.020000185817480087
40|0|0|2|0|1|1|0,40,0,0,2,0,1,1,0,174,44,44,0.021248881239444017,0.05566743481904268
40|1|1|2|0|1|1|0,40,1,1,2,0,1,1,0,322,81,81,0.015674912370741367,0.037082684226334095
40|7|7|2|1|1|1|0,40,7,7,2,1,1,1,0,342,86,86,0.0032835477613843977,0.009348779683932662
40|5|5|2|1|1|1|0,40,5,5,2,1,1,1,0,362,91,91,0.004217825713567436,0.012304672738537192
40|5|4|2|1|1|1|0,40,5,4,2,1,1,1,0,54,14,14,0.005812005139887333,0.01053234189748764
40|7|6|2|1|1|1|0,40,7,6,2,1,1,1,0,58,15,15,0.002556721097789705,0.008087819442152977
40|0|0|2|0|0|1|0,40,0,0,2,0,0,1,0,232,58,58,0.048900614492595196,0.1710115671157837
40|3|3|2|1|1|1|0,40,3,3,2,1,1,1,0,112,28,28,0.006858638720586896,0.016857653856277466
40|6|5|2|1|1|1|0,40,6,5,2,1,1,1,0,61,16,16,0.0036425970029085875,0.00829798262566328
40|2|1|2|0|1|1|0,40,2,1,2,0,1,1,0,46,12,12,0.00901091773994267,0.0203834380954504
40|4|3|2|1|1|1|0,40,4,3,2,1,1,1,0,67,17,17,0.005452080862596631,0.015687787905335426
40|3|2|2|0|1|1|0,40,3,2,2,0,1,1,0,43,11,11,0.007325720973312855,0.015588731970638037
40|6|6|3|1|1|1|0,40,6,6,3,1,1,1,0,343,86,86,0.003923187265172601,0.010144947096705437
40|4|4|3|1|1|1|0,40,4,4,3,1,1,1,0,346,87,87,0.0051378600765019655,0.014914280967786908
40|0|0|3|0|0|1|0,40,0,0,3,0,0,1,0,233,59,59,0.042635176330804825,0.16511304676532745
40|2|2|3|0|1|1|0,40,2,2,3,0,1,1,0,326,82,82,0.008940658066421747,0.02408552262932062
40|7|7|3|1|1|1|0,40,7,7,3,1,1,1,0,302,76,76,0.0033462773426435888,0.009362410753965378
40|1|1|3|0|1|1|0,40,1,1,3,0,1,1,0,345,87,87,0.013767602853477001,0.04007968306541443
40|3|3|3|0|1|1|0,40,3,3,3,0,1,1,0,235,59,59,0.007026773877441883,0.017118893563747406
40|3|3|3|1|1|1|0,40,3,3,3,1,1,1,0,102,26,26,0.006004771683365107,0.014024524250999093
40|5|5|3|1|1|1|0,40,5,5,3,1,1,1,0,349,88,88,0.004215585067868233,0.011780382134020329
40|4|3|3|1|1|1|0,40,4,3,3,1,1,1,0,59,15,15,0.005127980373799801,0.01452509593218565
40|0|0|3|0|1|1|0,40,0,0,3,0,1,1,0,177,45,45,0.02453538402915001,0.058735691010951996
40|6|5|3|1|1|1|0,40,6,5,3,1,1,1,0,67,17,17,0.003103414783254266,0.009071459528058767
40|5|4|3|1|1|1|0,40,5,4,3,1,1,1,0,71,18,18,0.003927349112927914,0.009707527700811625
40|3|2|3|0|1|1|0,40,3,2,3,0,1,1,0,59,15,15,0.005870264722034335,0.017250968143343925
40|2|1|3|0|1|1|0,40,2,1,3,0,1,1,0,37,10,10,0.009699673391878605,0.018961211666464806
40|7|6|3|1|1|1|0,40,7,6,3,1,1,1,0,64,16,16,0.002687198983039707,0.007093277992680669
41|0|0|0|0|1|1|0,41,0,0,0,0,1,1,0,234,59,59,0.020663744769990444,0.060795835219323635
41|4|4|0|1|1|1|0,41,4,4,0,1,1,1,0,383,96,96,0.005099516594782472,0.015109211206436157
41|7|7|0|1|1|1|0,41,7,7,0,1,1,1,0,310,78,78,0.003455575439147651,0.008861023234203458
41|3|3|0|1|1|1|0,41,3,3,0,1,1,1,0,278,70,70,0.0061000765999779105,0.015669012675061822
41|5|5|0|1|1|1|0,41,5,5,0,1,1,1,0,362,91,91,0.004626673297025263,0.011071166023612022
41|6|6|0|1|1|1|0,41,6,6,0,1,1,1,0,332,83,83,0.0036530010984279215,0.01011219248175621
41|4|3|0|1|1|1|0,41,4,3,0,1,1,1,0,62,16,16,0.003763687564060092,0.013096104608848691
41|7|6|0|1|1|1|0,41,7,6,0,1,1,1,0,51,13,13,0.002926041604951024,0.006346709560602903
41|6|5|0|1|1|1|0,41,6,5,0,1,1,1,0,57,15,15,0.0025699760299175978,0.005987029522657394
41|2|2|0|0|1|1|0,41,2,2,0,0,1,1,0,414,104,104,0.008567390963435173,0.02135299053043127
41|1|1|0|0|1|1|0,41,1,1,0,0,1,1,0,385,97,97,0.01129111461341381,0.03536267951130867
41|5|4|0|1|1|1|0,41,5,4,0,1,1,1,0,70,18,18,0.003622148127760738,0.010477506555616856
41|0|0|0|0|0|1|0,41,0,0,0,0,0,1,0,260,65,65,0.04995240829885006,0.18018731474876404
41|3|3|0|0|1|1|0,41,3,3,0,0,1,1,0,116,29,29,0.006470032851211727,0.018765066750347614
41|3|2|0|0|1|1|0,41,3,2,0,0,1,1,0,57,15,15,0.0044380673207342625,0.012426229193806648
41|2|1|0|0|1|1|0,41,2,1,0,0,1,1,0,53,14,14,0.010387877933681011,0.024303244426846504
41|1|1|1|0|1|1|0,41,1,1,1,0,1,1,0,352,88,88,0.01202365499921143,0.034196799620985985
41|5|5|1|1|1|1|0,41,5,5,1,1,1,1,0,364,91,91,0.004274181555956602,0.011635866714641452
41|3|3|1|0|1|1|0,41,3,3,1,0,1,1,0,118,30,30,0.0068893557181581855,0.018144527915865183
41|4|3|1|1|1|1|0,41,4,3,1,1,1,1,0,71,18,18,0.0037235250929370522,0.012608041055500507
41|6|6|1|1|1|1|0,41,6,6,1,1,1,1,0,421,106,106,0.004102081526070833,0.010105078108608723
41|7|6|1|1|1|1|0,41,7,6,1,1,1,1,0,83,21,21,0.0022431426914408803,0.007385116769000888
41|3|3|1|1|1|1|0,41,3,3,1,1,1,1,0,216,54,54,0.006371382973156869,0.015024338150396943
41|7|7|1|1|1|1|0,41,7,7,1,1,1,1,0,454,114,114,0.0032267040805891156,0.008213178720325232
41|5|4|1|1|1|1|0,41,5,4,1,1,1,1,0,65,17,17,0.003346329089254141,0.008933520875871181
41|2|2|1|0|1|1|0,41,2,2,1,0,1,1,0,350,88,88,0.008440280333161354,0.020741942338645458
41|4|4|1|1|1|1|0,41,4,4,1,1,1,1,0,390,98,98,0.005113973398692906,0.014240215066820383
41|0|0|1|0|0|1|0,41,0,0,1,0,0,1,0,234,59,59,0.04875174257904291,0.18322130292654037
41|6|5|1|1|1|1|0,41,6,5,1,1,1,1,0,65,17,17,0.00429040752351284,0.009456024505198002
41|3|2|1|0|1|1|0,41,3,2,1,0,1,1,0,53,14,14,0.0067498935386538506,0.014944002032279968
41|0|0|1|0|1|1|0,41,0,0,1,0,1,1,0,184,46,46,0.019306897651404142,0.054367405362427235
41|2|1|1|0|1|1|0,41,2,1,1,0,1,1,0,31,8,8,0.009449282195419073,0.019760495983064175
41|2|2|2|0|1|1|0,41,2,2,2,0,1,1,0,363,91,91,0.008441125508397818,0.021577417850494385
41|1|1|2|0|1|1|0,41,1,1,2,0,1,1,0,415,104,104,0.013184458948671818,0.03608302026987076
41|0|0|2|0|1|1|0,41,0,0,2,0,1,1,0,173,44,44,0.020954184234142303,0.05446552112698555
41|7|7|2|1|1|1|0,41,7,7,2,1,1,1,0,315,79,79,0.003581270226277411,0.0090275714173913
41|6|6|2|1|1|1|0,41,6,6,2,1,1,1,0,390,98,98,0.0035277450224384665,0.009628558065742254
41|0|0|2|0|0|1|0,41,0,0,2,0,0,1,0,229,58,58,0.05167322978377342,0.1734016388654709
41|5|5|2|1|1|1|0,41,5,5,2,1,1,1,0,413,104,104,0.004356163088232279,0.011857295408844948
41|7|6|2|1|1|1|0,41,7,6,2,1,1,1,0,64,16,16,0.0026611255016177893,0.0068090338027104735
41|6|5|2|1|1|1|0,41,6,5,2,1,1,1,0,73,19,19,0.002763106022030115,0.008547800593078136
41|4|4|2|1|1|1|0,41,4,4,2,1,1,1,0,373,94,94,0.004622343461960554,0.013433732092380524
41|3|3|2|0|1|1|0,41,3,3,2,0,1,1,0,161,41,41,0.0067563545890152454,0.01734837144613266
41|3|3|2|1|1|1|0,41,3,3,2,1,1,1,0,270,68,68,0.005774902063421905,0.01624830672517419
41|2|1|2|0|1|1|0,41,2,1,2,0,1,1,0,35,9,9,0.008371761534363031,0.020422646775841713
41|4|3|2|1|1|1|0,41,4,3,2,1,1,1,0,75,19,19,0.005566706880927086,0.01315627433359623
41|3|2|2|0|1|1|0,41,3,2,2,0,1,1,0,59,15,15,0.0075685319025069475,0.016906260512769222
41|5|4|2|1|1|1|0,41,5,4,2,1,1,1,0,62,16,16,0.005886899190954864,0.01265935879200697
41|3|3|3|0|1|1|0,41,3,3,3,0,1,1,0,129,33,33,0.007135154213756323,0.018695585429668427
41|0|0|3|0|0|1|0,41,0,0,3,0,0,1,0,239,60,60,0.041657570749521255,0.20354153960943222
41|7|7|3|1|1|1|0,41,7,7,3,1,1,1,0,411,103,103,0.003074564039707184,0.008608050644397736
41|1|1|3|0|1|1|0,41,1,1,3,0,1,1,0,356,89,89,0.013837312813848257,0.03741733077913523
41|6|6|3|1|1|1|0,41,6,6,3,1,1,1,0,391,98,98,0.0043534759897738695,0.009267429355531931
41|5|4|3|1|1|1|0,41,5,4,3,1,1,1,0,81,21,21,0.004181326366961002,0.010883047245442867
41|4|4|3|1|1|1|0,41,4,4,3,1,1,1,0,388,97,97,0.0049832124495878816,0.01397979911416769
41|5|5|3|1|1|1|0,41,5,5,3,1,1,1,0,395,99,99,0.003762135747820139,0.011255467776209116
41|3|3|3|1|1|1|0,41,3,3,3,1,1,1,0,242,61,61,0.0054818077478557825,0.016166857443749905
41|2|2|3|0|1|1|0,41,2,2,3,0,1,1,0,361,91,91,0.00800059549510479,0.021700620651245117
41|0|0|3|0|1|1|0,41,0,0,3,0,1,1,0,184,46,46,0.021367274224758148,0.06220611464232206
41|6|5|3|1|1|1|0,41,6,5,3,1,1,1,0,68,17,17,0.003130466502625495,0.00938464468345046
41|2|1|3|0|1|1|0,41,2,1,3,0,1,1,0,39,10,10,0.008971362840384245,0.021171243861317635
41|7|6|3|1|1|1|0,41,7,6,3,1,1,1,0,74,19,19,0.0036495934473350644,0.008525654673576355
41|4|3|3|1|1|1|0,41,4,3,3,1,1,1,0,58,15,15,0.004271556623280048,0.012870636070147157
41|3|2|3|0|1|1|0,41,3,2,3,0,1,1,0,65,17,17,0.008230587467551231,0.018687110394239426
42|7|7|0|1|1|1|0,42,7,7,0,1,1,1,0,485,122,122,0.003143344074487686,0.008890220895409584
42|1|1|0|0|1|1|0,42,1,1,0,0,1,1,0,418,105,105,0.01046891137957573,0.030111837200820446
42|6|6|0|1|1|1|0,42,6,6,0,1,1,1,0,478,120,120,0.003633845190051943,0.009232013253495097
42|5|4|0|1|1|1|0,42,5,4,0,1,1,1,0,62,16,16,0.0030329281580634415,0.007997948210686445
42|5|5|0|1|1|1|0,42,5,5,0,1,1,1,0,483,121,121,0.004100829362869263,0.010433036368340254
42|0|0|0|0|1|1|0,42,0,0,0,0,1,1,0,255,64,64,0.0209635179489851,0.05055641196668148
42|4|4|0|1|1|1|0,42,4,4,0,1,1,1,0,426,107,107,0.004166690865531564,0.011779610067605972
42|0|0|0|0|0|1|0,42,0,0,0,0,0,1,0,220,55,55,0.04309234768152237,0.18898675963282585
42|2|2|0|0|1|1|0,42,2,2,0,0,1,1,0,359,90,90,0.006627966184169054,0.018855050206184387
42|3|2|0|1|1|1|0,42,3,2,0,1,1,1,0,53,14,14,0.007852180860936642,0.014532814733684063
42|2|2|0|1|1|1|0,42,2,2,0,1,1,1,0,90,23,23,0.007122825249098241,0.01675933925434947
42|4|3|0|1|1|1|0,42,4,3,0,1,1,1,0,58,15,15,0.004143508849665523,0.010707099689170718
42|3|3|0|1|1|1|0,42,3,3,0,1,1,1,0,404,101,101,0.005157316918484867,0.014816660899668932
42|6|5|0|1|1|1|0,42,6,5,0,1,1,1,0,75,19,19,0.003377301385626197,0.007648049155250192
42|7|6|0|1|1|1|0,42,7,6,0,1,1,1,0,84,21,21,0.0028770157950930297,0.007186595699749887
42|3|2|1|1|1|1|0,42,3,2,1,1,1,1,0,68,17,17,0.005667665624059737,0.014559834962710738
42|1|1|1|0|1|1|0,42,1,1,1,0,1,1,0,476,119,119,0.012439681682735682,0.02920104516670108
42|3|3|1|1|1|1|0,42,3,3,1,1,1,1,0,459,115,115,0.005409094970673323,0.014021959155797958
42|6|6|1|1|1|1|0,42,6,6,1,1,1,1,0,394,99,99,0.003679972607642412,0.009255619253963232
42|6|5|1|1|1|1|0,42,6,5,1,1,1,1,0,65,17,17,0.002538417000323534,0.006423261947929859
42|7|7|1|1|1|1|0,42,7,7,1,1,1,1,0,390,98,98,0.0032529904856346548,0.008507257793098688
42|2|2|1|0|1|1|0,42,2,2,1,0,1,1,0,380,95,95,0.007833848125301301,0.022321703378111124
42|0|0|1|0|0|1|0,42,0,0,1,0,0,1,0,251,63,63,0.04236146993935108,0.19559476524591446
42|5|5|1|1|1|1|0,42,5,5,1,1,1,1,0,457,115,115,0.00451074680313468,0.010691508650779724
42|2|2|1|1|1|1|0,42,2,2,1,1,1,1,0,114,29,29,0.007971191313117743,0.016933729872107506
42|7|6|1|1|1|1|0,42,7,6,1,1,1,1,0,64,16,16,0.0025390933151356876,0.006343387416563928
42|0|0|1|0|1|1|0,42,0,0,1,0,1,1,0,270,68,68,0.0214665406383574,0.05561668053269386
42|2|1|1|0|1|1|0,42,2,1,1,0,1,1,0,35,9,9,0.006500867661088705,0.016328818164765835
42|4|4|1|1|1|1|0,42,4,4,1,1,1,1,0,444,111,111,0.0043736385414376855,0.011608259752392769
42|4|3|1|1|1|1|0,42,4,3,1,1,1,1,0,63,16,16,0.003960456000640988,0.009266350418329239
42|1|1|1|1|0|1|0,42,1,1,1,1,0,1,0,29,8,8,0.01491762325167656,0.028617698699235916
42|5|4|1|1|1|1|0,42,5,4,1,1,1,1,0,63,16,16,0.0028785417089238763,0.008352214470505714
42|4|4|2|1|1|1|0,42,4,4,2,1,1,1,0,452,113,113,0.00419241504278034,0.011655137408524752
42|1|1|2|0|1|1|0,42,1,1,2,0,1,1,0,343,86,86,0.011328847613185644,0.031067432835698128
42|2|2|2|0|1|1|0,42,2,2,2,0,1,1,0,258,65,65,0.006930709583684802,0.01930172648280859
42|0|0|2|0|0|1|0,42,0,0,2,0,0,1,0,223,56,56,0.05236445181071758,0.1941499412059784
42|5|4|2|1|1|1|0,42,5,4,2,1,1,1,0,73,19,19,0.0035142158158123493,0.008692888543009758
42|6|6|2|1|1|1|0,42,6,6,2,1,1,1,0,601,151,151,0.003490719012916088,0.010159237310290337
42|7|6|2|1|1|1|0,42,7,6,2,1,1,1,0,93,24,24,0.002314613666385412,0.00634962972253561
42|7|7|2|1|1|1|0,42,7,7,2,1,1,1,0,595,149,149,0.0030339425429701805,0.008020149543881416
42|5|5|2|1|1|1|0,42,5,5,2,1,1,1,0,475,119,119,0.0036215661093592644,0.010205236729234457
42|3|2|2|1|1|1|0,42,3,2,2,1,1,1,0,60,15,15,0.004272778052836657,0.011618883814662695
42|2|2|2|1|1|1|0,42,2,2,2,1,1,1,0,79,20,20,0.0063648647628724575,0.018273514695465565
42|3|3|2|1|1|1|0,42,3,3,2,1,1,1,0,401,101,101,0.005562889855355024,0.014485767111182213
42|6|5|2|1|1|1|0,42,6,5,2,1,1,1,0,91,23,23,0.0037263419944792986,0.007251219125464559
42|0|0|2|0|1|1|0,42,0,0,2,0,1,1,0,178,45,45,0.02041050186380744,0.05731133557856083
42|4|3|2|1|1|1|0,42,4,3,2,1,1,1,0,58,15,15,0.004548709141090512,0.009877045406028628
42|2|1|2|0|1|1|0,42,2,1,2,0,1,1,0,29,8,8,0.009275361895561218,0.015840692445635796
42|3|2|3|1|1|1|0,42,3,2,3,1,1,1,0,52,13,13,0.004988407948985696,0.012318240944296122
42|5|5|3|1|1|1|0,42,5,5,3,1,1,1,0,383,96,96,0.004059234634041786,0.0100279008038342
42|4|4|3|1|1|1|0,42,4,4,3,1,1,1,0,485,122,122,0.004450622946023941,0.01248280331492424
42|7|7|3|1|1|1|0,42,7,7,3,1,1,1,0,262,66,66,0.004088958725333214,0.00923882401548326
42|2|2|3|1|1|1|0,42,2,2,3,1,1,1,0,120,30,30,0.006109361071139574,0.01766000408679247
42|0|0|3|0|0|1|0,42,0,0,3,0,0,1,0,265,67,67,0.0494699664413929,0.18619367480278015
42|3|3|3|1|1|1|0,42,3,3,3,1,1,1,0,541,136,136,0.005366381723433733,0.014052375219762325
42|6|6|3|1|1|1|0,42,6,6,3,1,1,1,0,311,78,78,0.003717951592989266,0.0098807611502707
42|4|3|3|1|1|1|0,42,4,3,3,1,1,1,0,74,19,19,0.004258410888724029,0.012459953082725406
42|5|4|3|1|1|1|0,42,5,4,3,1,1,1,0,64,16,16,0.002690267108846456,0.009867012035101652
42|1|1|3|0|1|1|0,42,1,1,3,0,1,1,0,533,134,134,0.010622297413647175,0.03095388412475586
42|2|2|3|0|1|1|0,42,2,2,3,0,1,1,0,399,100,100,0.0075315076392143965,0.019833642058074474
42|0|0|3|0|1|1|0,42,0,0,3,0,1,1,0,325,82,82,0.018153846263885498,0.05149678513407707
42|6|5|3|1|1|1|0,42,6,5,3,1,1,1,0,33,9,9,0.003231086302548647,0.008568242192268372
42|2|1|3|0|1|1|0,42,2,1,3,0,1,1,0,48,12,12,0.006480508949607611,0.015470788581296802
42|7|6|3|1|1|1|0,42,7,6,3,1,1,1,0,58,15,15,0.002090045833028853,0.0059762499295175076
44|1|1|0|0|1|1|0,44,1,1,0,0,1,1,0,46,12,12,0.012340718181803823,0.029504807200282812
44|6|6|0|1|1|1|0,44,6,6,0,1,1,1,0,47,12,12,0.003707457333803177,0.010718573816120625
44|7|7|0|1|1|1|0,44,7,7,0,1,1,1,0,41,11,11,0.002672449452802539,0.009105262346565723
44|5|5|0|1|1|1|0,44,5,5,0,1,1,1,0,63,16,16,0.005163487046957016,0.012154117692261934
44|2|2|0|0|1|1|0,44,2,2,0,0,1,1,0,50,13,13,0.007297721691429615,0.02568731503561139
44|0|0|0|0|1|1|0,44,0,0,0,0,1,1,0,32,8,8,0.019167290534824133,0.054707884788513184
44|4|4|0|1|1|1|0,44,4,4,0,1,1,1,0,45,12,12,0.004791059996932745,0.013695456087589264
44|2|2|1|0|1|1|0,44,2,2,1,0,1,1,0,40,10,10,0.008351233205758035,0.024331622291356325
44|4|4|1|1|1|1|0,44,4,4,1,1,1,1,0,57,15,15,0.004551634658128023,0.013781566172838211
44|3|3|1|1|1|1|0,44,3,3,1,1,1,1,0,35,9,9,0.006987007334828377,0.01588063547387719
44|1|1|1|0|1|1|0,44,1,1,1,0,1,1,0,49,13,13,0.010935732163488865,0.035836219787597656
44|7|7|1|1|1|1|0,44,7,7,1,1,1,1,0,42,11,11,0.004499744507484138,0.009383150143548846
44|5|5|1|1|1|1|0,44,5,5,1,1,1,1,0,50,13,13,0.003831990179605782,0.011659928364679217
44|0|0|1|0|0|1|0,44,0,0,1,0,0,1,0,29,8,8,0.06836192309856415,0.1802894026041031
44|6|6|1|1|1|1|0,44,6,6,1,1,1,1,0,65,17,17,0.004905495792627335,0.013144809752702713
44|4|4|2|1|1|1|0,44,4,4,2,1,1,1,0,42,11,11,0.0062799223233014345,0.012754566967487335
44|1|1|2|0|1|1|0,44,1,1,2,0,1,1,0,53,14,14,0.013242676854133606,0.037699103355407715
44|2|2|2|0|1|1|0,44,2,2,2,0,1,1,0,51,13,13,0.009358451701700687,0.025283685885369778
44|5|5|2|1|1|1|0,44,5,5,2,1,1,1,0,45,12,12,0.004886634182184935,0.011221203953027725
44|7|7|2|1|1|1|0,44,7,7,2,1,1,1,0,52,13,13,0.0042315974133089185,0.009959636954590678
44|3|3|2|1|1|1|0,44,3,3,2,1,1,1,0,38,10,10,0.006012364872731268,0.014386425958946347
44|0|0|2|0|1|1|0,44,0,0,2,0,1,1,0,33,9,9,0.025783101096749306,0.05104103311896324
44|6|6|2|1|1|1|0,44,6,6,2,1,1,1,0,29,8,8,0.0032858902122825384,0.008402213454246521
44|1|1|3|0|1|1|0,44,1,1,3,0,1,1,0,42,11,11,0.0100329730194062,0.027477192226797342
44|4|4|3|1|1|1|0,44,4,4,3,1,1,1,0,56,14,14,0.004721083212643862,0.01222459226846695
44|0|0|3|0|0|1|0,44,0,0,3,0,0,1,0,41,11,11,0.0682501494884491,0.20739686489105225
44|6|6|3|1|1|1|0,44,6,6,3,1,1,1,0,53,14,14,0.0028621077071875334,0.010962220840156078
44|5|5|3|1|1|1|0,44,5,5,3,1,1,1,0,43,11,11,0.0029732565162703395,0.009974292945116758
44|3|3|3|1|1|1|0,44,3,3,3,1,1,1,0,36,9,9,0.004641768289729953,0.015969708561897278
44|7|7|3|1|1|1|0,44,7,7,3,1,1,1,0,55,14,14,0.0026352640707045794,0.007896859664469957
44|2|2|3|0|1|1|0,44,2,2,3,0,1,1,0,42,11,11,0.007522535044699907,0.022562982514500618
45|5|5|0|1|1|1|0,45,5,5,0,1,1,1,0,567,142,142,0.004079901147633791,0.011152606457471848
45|6|6|0|1|1|1|0,45,6,6,0,1,1,1,0,539,135,135,0.0038304468616843224,0.009389500599354506
45|0|0|0|0|1|1|0,45,0,0,0,0,1,1,0,332,83,83,0.02455695252865553,0.05843194108456373
45|4|4|0|1|1|1|0,45,4,4,0,1,1,1,0,611,153,153,0.004531210055574775,0.012380236759781837
45|3|3|0|1|1|1|0,45,3,3,0,1,1,1,0,600,150,150,0.005688379402272403,0.014784868573769927
45|5|4|0|1|1|1|0,45,5,4,0,1,1,1,0,81,21,21,0.002435354283079505,0.009036681614816189
45|7|7|0|1|1|1|0,45,7,7,0,1,1,1,0,552,138,138,0.003240360296331346,0.009036379866302013
45|2|2|0|0|1|1|0,45,2,2,0,0,1,1,0,629,158,158,0.007883715443313122,0.020206958055496216
45|2|1|0|0|1|1|0,45,2,1,0,0,1,1,0,47,12,12,0.0051887009758502245,0.01575564779341221
45|7|6|0|1|1|1|0,45,7,6,0,1,1,1,0,82,21,21,0.002552267222199589,0.006720866891555488
