block,threshold_MeV,stave,hit_events,edep_sum_MeV,edep_mean_MeV
25,15.0,B6,650,17499.377350969124,22.12756921211803
25,15.0,B8,550,15538.804414829357,26.932905506880395
24,20.0,B2,1442,69131.248525353,39.81325940640611
24,20.0,B4,383,30278.815147574227,45.74049021233238
24,20.0,B6,355,16294.173070606343,24.38923476328209
24,20.0,B8,320,14612.385790973301,32.188647043457856
25,20.0,B2,1290,64438.70903363226,40.38767240794196
25,20.0,B4,357,29546.225650648805,45.9153531156696
25,20.0,B6,401,17499.377350969124,24.787690103397185
25,20.0,B8,333,15538.804414829357,32.51596921035923
24,25.0,B2,1039,69131.248525353,46.343697823787934
24,25.0,B4,377,30278.815147574227,46.10497300505096
24,25.0,B6,90,16294.173070606343,30.79100127170279
24,25.0,B8,252,14612.385790973301,34.94753131345563
25,25.0,B2,943,64438.70903363226,46.807457257328316
25,25.0,B4,344,29546.225650648805,46.78813304177774
25,25.0,B6,102,17499.377350969124,32.48824072669398
25,25.0,B8,274,15538.804414829357,34.75807047200525
24,30.0,B2,1016,69131.248525353,46.79091940590402
24,30.0,B4,370,30278.815147574227,46.44574924961519
24,30.0,B6,22,16294.173070606343,43.04973481709181
24,30.0,B8,189,14612.385790973301,37.20337946751018
25,30.0,B2,922,64438.70903363226,47.25446943593028
25,30.0,B4,338,29546.225650648805,47.1151405960906
25,30.0,B6,40,17499.377350969124,42.23004030326113
25,30.0,B8,197,15538.804414829357,37.378021083046995
24,40.0,B2,650,69131.248525353,53.14883939338774
24,40.0,B4,234,30278.815147574227,51.69192868076772
24,40.0,B6,11,16294.173070606343,50.2648568387935
24,40.0,B8,55,14612.385790973301,44.21341399048826
25,40.0,B2,610,64438.70903363226,53.267932161572354
25,40.0,B4,224,29546.225650648805,52.41183948369993
25,40.0,B6,18,17499.377350969124,51.30688012626977
25,40.0,B8,56,15538.804414829357,46.23306849276816
24,50.0,B2,366,69131.248525353,59.70790039692881
24,50.0,B4,111,30278.815147574227,59.83492236713649
24,50.0,B6,3,16294.173070606343,62.94846947234239
24,50.0,B8,1,14612.385790973301,69.5814698944192
25,50.0,B2,359,64438.70903363226,59.44959902346157
25,50.0,B4,98,29546.225650648805,62.89035172595483
25,50.0,B6,7,17499.377350969124,61.7956178028632
25,50.0,B8,7,15538.804414829357,57.786817938526724
26,0.0,B2,2419,68163.79671758396,28.178502156917716
26,0.0,B4,1301,29342.393989462435,22.553723281677506
26,0.0,B6,868,16862.363026583047,19.4266855144966
26,0.0,B8,609,15963.168277792734,26.212098978313193
27,0.0,B2,2385,66056.16527488477,27.69650535634581
27,0.0,B4,1328,28257.573600674456,21.27829337400185
27,0.0,B6,953,18360.776880792073,19.266292634619173
27,0.0,B8,659,16294.657763727339,24.726339550420846
26,1.0,B2,2414,68163.79671758396,28.235873718424262
26,1.0,B4,1288,29342.393989462435,22.77850142077462
26,1.0,B6,860,16862.363026583047,19.604619867150603
26,1.0,B8,606,15963.168277792734,26.339491582257534
27,1.0,B2,2378,66056.16527488477,27.777007542036706
27,1.0,B4,1319,28257.573600674456,21.420370575005226
27,1.0,B6,937,18360.776880792073,19.590685997374937
27,1.0,B8,650,16294.657763727339,25.064746114005704
26,2.0,B2,2409,68163.79671758396,28.291308560464927
26,2.0,B4,1281,29342.393989462435,22.89559237082458
26,2.0,B6,857,16862.363026583047,19.668141287744486
26,2.0,B8,604,15963.168277792734,26.421723103656458
27,2.0,B2,2375,66056.16527488477,27.810389050716086
27,2.0,B4,1315,28257.573600674456,21.48195195450463
27,2.0,B6,934,18360.776880792073,19.649264426913366
27,2.0,B8,649,16294.657763727339,25.101604276206128
26,5.0,B2,2403,68163.79671758396,28.352210514002525
26,5.0,B4,1275,29342.393989462435,22.98638827462534
26,5.0,B6,854,16862.363026583047,19.72973059204951
26,5.0,B8,595,15963.168277792734,26.77573853441392
27,5.0,B2,2369,66056.16527488477,27.871761529916068
27,5.0,B4,1309,28257.573600674456,21.564268762184508
27,5.0,B6,924,18360.776880792073,19.829983300785695
27,5.0,B8,639,16294.657763727339,25.44528050614777
26,10.0,B2,2372,68163.79671758396,28.617818067668612
26,10.0,B4,1265,29342.393989462435,23.11275333127529
26,10.0,B6,844,16862.363026583047,19.87746266421703
26,10.0,B8,576,15963.168277792734,27.410902461057884
27,10.0,B2,2349,66056.16527488477,28.036310695796658
27,10.0,B4,1304,28257.573600674456,21.619263751490575
27,10.0,B6,915,18360.776880792073,19.944632541617842
27,10.0,B8,627,16294.657763727339,25.780705702608984
26,15.0,B2,1390,68163.79671758396,40.270442679567005
26,15.0,B4,697,29342.393989462435,31.141978318096
26,15.0,B6,637,16862.363026583047,21.764893141942824
26,15.0,B8,558,15963.168277792734,27.881813713802618
27,15.0,B2,1315,66056.16527488477,40.610347585822524
27,15.0,B4,672,28257.573600674456,29.663234005299646
27,15.0,B6,657,18360.776880792073,22.238565185687403
27,15.0,B8,594,16294.657763727339,26.517433730959088
26,20.0,B2,1380,68163.79671758396,40.436990372147854
26,20.0,B4,370,29342.393989462435,44.622213560990645
26,20.0,B6,354,16862.363026583047,24.762952578847816
26,20.0,B8,362,15963.168277792734,33.04377846174617
27,20.0,B2,1307,66056.16527488477,40.74916058258637
27,20.0,B4,322,28257.573600674456,44.61511585142044
27,20.0,B6,409,18360.776880792073,24.916714314233865
27,20.0,B8,332,16294.657763727339,32.99253174006311
26,25.0,B2,1005,68163.79671758396,46.96027357566542
26,25.0,B4,364,29342.393989462435,44.99222058308643
26,25.0,B6,105,16862.363026583047,30.644501908111533
26,25.0,B8,299,15963.168277792734,35.48943543765065
27,25.0,B2,980,66056.16527488477,46.64803031456382
27,25.0,B4,311,28257.573600674456,45.3717138716189
27,25.0,B6,105,18360.776880792073,32.8007921602837
27,25.0,B8,267,16294.657763727339,35.65898451786782
26,30.0,B2,985,68163.79671758396,47.362828958862956
26,30.0,B4,354,29342.393989462435,45.491686412546606
26,30.0,B6,27,16862.363026583047,42.827358861148646
26,30.0,B8,237,15963.168277792734,37.558724078319855
27,30.0,B2,962,66056.16527488477,47.01874349525628
27,30.0,B4,304,28257.573600674456,45.78174615381232
27,30.0,B6,30,18360.776880792073,48.32751608745124
27,30.0,B8,202,16294.657763727339,38.16566079252856
26,40.0,B2,667,68163.79671758396,52.78257895028131
26,40.0,B4,214,29342.393989462435,51.06432732294256
26,40.0,B6,15,16862.363026583047,49.06322065499822
26,40.0,B8,83,15963.168277792734,44.505347449399615
27,40.0,B2,628,66056.16527488477,52.95331432734965
27,40.0,B4,205,28257.573600674456,50.201922427287194
27,40.0,B6,20,18360.776880792073,54.6649435921846
27,40.0,B8,72,16294.657763727339,44.97376973293328
26,50.0,B2,385,68163.79671758396,59.023936297928714
26,50.0,B4,93,29342.393989462435,59.789612749538946
26,50.0,B6,6,16862.363026583047,55.47242334481655
26,50.0,B8,3,15963.168277792734,53.89682503277057
27,50.0,B2,359,66056.16527488477,59.11938410204673
27,50.0,B4,75,28257.573600674456,60.780600869627776
27,50.0,B6,12,18360.776880792073,60.22998499364284
27,50.0,B8,3,16294.657763727339,58.56080655998818
28,0.0,B2,2396,66968.87053145697,27.95027985453128
28,0.0,B4,1329,29095.41037386129,21.892709084921965
28,0.0,B6,917,18174.23430307818,19.81923042865669
28,0.0,B8,635,16355.58141944781,25.756821132988676
29,0.0,B2,2359,64782.019754305074,27.461644660578667
29,0.0,B4,1341,31213.33684677445,23.276164688124126
29,0.0,B6,882,16888.91397736829,19.14842854576904
29,0.0,B8,646,16776.54732685942,25.96988750287836
28,1.0,B2,2395,66968.87053145697,27.96162301054186
28,1.0,B4,1314,29095.41037386129,22.13822732218915
28,1.0,B6,905,18174.23430307818,20.079132161786347
28,1.0,B8,628,16355.58141944781,26.03971606553527
29,1.0,B2,2354,64782.019754305074,27.51970663435226
29,1.0,B4,1334,31213.33684677445,23.396059880163705
29,1.0,B6,876,16888.91397736829,19.27500689168569
29,1.0,B8,643,16776.54732685942,26.089638396075333
28,2.0,B2,2392,66968.87053145697,27.994851897157154
28,2.0,B4,1311,29095.41037386129,22.18491439319545
28,2.0,B6,904,18174.23430307818,20.099948625296815
28,2.0,B8,624,16355.58141944781,26.19740916556502
29,2.0,B2,2351,64782.019754305074,27.553158934913444
29,2.0,B4,1329,31213.33684677445,23.47815942918226
29,2.0,B6,875,16888.91397736829,19.295412356889734
29,2.0,B8,636,16776.54732685942,26.359535702242518
28,5.0,B2,2381,66968.87053145697,28.10907534511517
28,5.0,B4,1301,29095.41037386129,22.33111902828325
28,5.0,B6,895,18174.23430307818,20.26564253441342
28,5.0,B8,618,16355.58141944781,26.422666934189515
29,5.0,B2,2347,64782.019754305074,27.59332878140936
29,5.0,B4,1320,31213.33684677445,23.616551488736853
29,5.0,B6,867,16888.91397736829,19.441525115370787
29,5.0,B8,626,16776.54732685942,26.724714136699884
28,10.0,B2,2355,66968.87053145697,28.32738768337958
28,10.0,B4,1286,29095.41037386129,22.496602954408853
28,10.0,B6,891,18174.23430307818,20.32136081452162
28,10.0,B8,597,16355.58141944781,27.060848477483116
29,10.0,B2,2318,64782.019754305074,27.828732299165548
29,10.0,B4,1309,31213.33684677445,23.757563984293277
29,10.0,B6,859,16888.91397736829,19.548780856820116
29,10.0,B8,615,16776.54732685942,27.083290609515334
28,15.0,B2,1358,66968.87053145697,40.2536816875856
28,15.0,B4,677,29095.41037386129,30.77531111998937
28,15.0,B6,670,18174.23430307818,22.379832551726977
28,15.0,B8,571,16355.58141944781,27.711122966361994
29,15.0,B2,1362,64782.019754305074,38.91332046306799
29,15.0,B4,698,31213.33684677445,32.96851066384431
29,15.0,B6,631,16888.91397736829,21.528075217866796
29,15.0,B8,593,16776.54732685942,27.634220320175228
28,20.0,B2,1343,66968.87053145697,40.510096424072934
28,20.0,B4,353,29095.41037386129,44.417631793845004
28,20.0,B6,407,18174.23430307818,25.227340010891382
28,20.0,B8,362,16355.58141944781,33.14743954435342
29,20.0,B2,1354,64782.019754305074,39.04098925299407
29,20.0,B4,402,31213.33684677445,45.48327811014761
29,20.0,B6,346,16888.91397736829,24.479176163176458
29,20.0,B8,380,16776.54732685942,32.86861784703766
28,25.0,B2,999,66968.87053145697,46.53917651815115
28,25.0,B4,337,29095.41037386129,45.4471557246993
28,25.0,B6,110,18174.23430307818,33.56341506494009
28,25.0,B8,297,16355.58141944781,35.64298696742104
29,25.0,B2,935,64782.019754305074,46.25848364798189
29,25.0,B4,393,31213.33684677445,46.004741447988565
29,25.0,B6,90,16888.91397736829,31.423517581914915
29,25.0,B8,308,16776.54732685942,35.52970344881788
28,30.0,B2,979,66968.87053145697,46.92999388061914
28,30.0,B4,331,29095.41037386129,45.76943975464556
28,30.0,B6,40,18174.23430307818,46.19800464840047
28,30.0,B8,219,16355.58141944781,38.60615278359734
29,30.0,B2,916,64782.019754305074,46.65755561350752
29,30.0,B4,387,31213.33684677445,46.309571299340014
29,30.0,B6,27,16888.91397736829,43.05618122952146
29,30.0,B8,236,16776.54732685942,37.825827721808125
28,40.0,B2,631,66968.87053145697,53.11932626678469
28,40.0,B4,203,29095.41037386129,51.52566797131212
28,40.0,B6,22,18174.23430307818,54.81273533782408
28,40.0,B8,85,16355.58141944781,45.05414031868941
29,40.0,B2,604,64782.019754305074,52.37533353998817
29,40.0,B4,239,31213.33684677445,52.18921433117299
29,40.0,B6,13,16888.91397736829,52.78921747380113
29,40.0,B8,78,16776.54732685942,44.583124938801575
28,50.0,B2,353,66968.87053145697,59.80556633091732
28,50.0,B4,87,29095.41037386129,61.030263088756016
28,50.0,B6,11,18174.23430307818,65.43023117723618
28,50.0,B8,7,16355.58141944781,57.53433209657237
29,50.0,B2,342,64782.019754305074,58.630609305424315
29,50.0,B4,104,31213.33684677445,61.937985657337066
29,50.0,B6,5,16888.91397736829,67.32016606283932
29,50.0,B8,7,16776.54732685942,51.95428801270001
30,0.0,B2,2428,69253.72502568737,28.522950999047517
30,0.0,B4,1328,30374.517432471286,22.872377584692234
30,0.0,B6,887,17479.295724007698,19.706083116130433
30,0.0,B8,618,15933.905625830579,25.78301881202359
31,0.0,B2,2320,64826.419029320525,27.942421995396778
31,0.0,B4,1275,28538.052195807715,22.38278603592762
31,0.0,B6,855,16483.353534656846,19.27877606392614
31,0.0,B8,610,15689.595342202974,25.72064810197209
30,1.0,B2,2423,69253.72502568737,28.580776311165604
30,1.0,B4,1314,30374.517432471286,23.11276790736816
30,1.0,B6,880,17479.295724007698,19.860613477829727
30,1.0,B8,612,15933.905625830579,26.033031605119387
31,1.0,B2,2313,64826.419029320525,28.026194393261907
31,1.0,B4,1264,28538.052195807715,22.57431933006709
31,1.0,B6,847,16483.353534656846,19.456960436637093
31,1.0,B8,607,15689.595342202974,25.846781996082548
30,2.0,B2,2422,69253.72502568737,28.59201849356072
30,2.0,B4,1310,30374.517432471286,23.179194061600754
30,2.0,B6,877,17479.295724007698,19.92371671787472
30,2.0,B8,611,15933.905625830579,26.073245951015394
31,2.0,B2,2311,64826.419029320525,28.049143191310858
31,2.0,B4,1258,28538.052195807715,22.674696511385648
31,2.0,B6,843,16483.353534656846,19.54292668044033
31,2.0,B8,604,15689.595342202974,25.967992659400064
30,5.0,B2,2415,69253.72502568737,28.663567848516703
30,5.0,B4,1303,30374.517432471286,23.285595553850555
30,5.0,B6,867,17479.295724007698,20.11536888628403
30,5.0,B8,600,15933.905625830579,26.492126801771427
31,5.0,B2,2304,64826.419029320525,28.124581064820706
31,5.0,B4,1256,28538.052195807715,22.70581728428976
31,5.0,B6,840,16483.353534656846,19.60359002350511
31,5.0,B8,594,15689.595342202974,26.347633601571165
30,10.0,B2,2391,69253.72502568737,28.86554067217372
30,10.0,B4,1297,30374.517432471286,23.35849413414425
30,10.0,B6,858,17479.295724007698,20.245722307246535
30,10.0,B8,584,15933.905625830579,27.005721721478725
31,10.0,B2,2283,64826.419029320525,28.303990237243944
31,10.0,B4,1244,28538.052195807715,22.856652925802486
31,10.0,B6,834,16483.353534656846,19.686917077260794
31,10.0,B8,572,15689.595342202974,27.07382796364331
30,15.0,B2,1416,69253.72502568737,40.40761821719292
30,15.0,B4,720,30374.517432471286,31.48348230489784
30,15.0,B6,665,17479.295724007698,22.03677248786048
30,15.0,B8,547,15933.905625830579,28.009757445364997
31,15.0,B2,1346,64826.419029320525,39.60663641433125
31,15.0,B4,660,28538.052195807715,31.345076566619923
31,15.0,B6,608,16483.353534656846,21.770722269849724
31,15.0,B8,552,15689.595342202974,27.592858010288836
30,20.0,B2,1403,69253.72502568737,40.61185157789759
30,20.0,B4,387,30374.517432471286,44.933121713933595
30,20.0,B6,378,17479.295724007698,25.163385784386765
30,20.0,B8,354,15933.905625830579,33.264651997909944
31,20.0,B2,1335,64826.419029320525,39.787623037347146
31,20.0,B4,362,28538.052195807715,44.045590191153224
31,20.0,B6,342,16483.353534656846,24.690255421666603
31,20.0,B8,343,15689.595342202974,33.20358144471592
30,25.0,B2,1024,69253.72502568737,47.14340298798186
30,25.0,B4,377,30374.517432471286,45.51835724573011
30,25.0,B6,95,17479.295724007698,33.77588036130179
30,25.0,B8,287,15933.905625830579,35.93486439634131
31,25.0,B2,956,64826.419029320525,46.48750324778525
31,25.0,B4,357,28538.052195807715,44.342564018231045
31,25.0,B6,85,16483.353534656846,32.09385628005479
31,25.0,B8,281,15689.595342202974,35.62110886570138
30,30.0,B2,1010,69253.72502568737,47.42575188384404
30,30.0,B4,367,30374.517432471286,46.00477877297149
30,30.0,B6,36,17479.295724007698,46.40944198792672
30,30.0,B8,223,15933.905625830579,38.28611085307248
31,30.0,B2,939,64826.419029320525,46.84143837287831
31,30.0,B4,350,28538.052195807715,44.675187219676594
31,30.0,B6,23,16483.353534656846,47.12943409696001
31,30.0,B8,219,15689.595342202974,37.82733636263402
30,40.0,B2,675,69253.72502568737,53.20259187350477
30,40.0,B4,225,30374.517432471286,51.78103328703219
30,40.0,B6,25,17479.295724007698,51.20491581130884
30,40.0,B8,81,15933.905625830579,43.947986840916094
31,40.0,B2,615,64826.419029320525,52.70674455399509
31,40.0,B4,210,28538.052195807715,49.87375195020061
31,40.0,B6,13,16483.353534656846,57.03624008095013
31,40.0,B8,73,15689.595342202974,44.711900939001254
30,50.0,B2,414,69253.72502568737,58.72165569086195
30,50.0,B4,112,30374.517432471286,59.635659842029476
30,50.0,B6,9,17479.295724007698,62.66840605564117
30,50.0,B8,1,15933.905625830579,55.141132468201846
31,50.0,B2,350,64826.419029320525,58.68959515713974
31,50.0,B4,79,28538.052195807715,59.69441749268831
31,50.0,B6,9,16483.353534656846,62.68795519375164
31,50.0,B8,4,15689.595342202974,57.374283732187855
32,0.0,B2,2335,65790.7067462049,28.17589154013058
32,0.0,B4,1309,29446.676916978075,22.495551502657047
32,0.0,B6,879,17386.034311056384,19.779333687208627
32,0.0,B8,613,15694.827685905602,25.603307807350085
33,0.0,B2,2350,65848.04830416606,28.020446086879176
33,0.0,B4,1284,28805.8332638649,22.4344495824493
33,0.0,B6,876,16881.05221220162,19.270607548175363
33,0.0,B8,624,15991.636530780532,25.627622645481622
32,1.0,B2,2334,65790.7067462049,28.187856225093782
32,1.0,B4,1295,29446.676916978075,22.736853613812077
32,1.0,B6,873,17386.034311056384,19.91222297974843
32,1.0,B8,606,15694.827685905602,25.89675710509037
33,1.0,B2,2348,65848.04830416606,28.04425605675739
33,1.0,B4,1271,28805.8332638649,22.66089280636535
33,1.0,B6,870,16881.05221220162,19.401554828214746
33,1.0,B8,617,15991.636530780532,25.91498417908216
32,2.0,B2,2329,65790.7067462049,28.24541995915325
32,2.0,B4,1290,29446.676916978075,22.818741544308544
32,2.0,B6,870,17386.034311056384,19.975398385119156
32,2.0,B8,602,15694.827685905602,26.058930790427922
33,2.0,B2,2348,65848.04830416606,28.04425605675739
33,2.0,B4,1268,28805.8332638649,22.710494179476306
33,2.0,B6,865,16881.05221220162,19.505399759371244
33,2.0,B8,613,15991.636530780532,26.074020126489344
32,5.0,B2,2322,65790.7067462049,28.319012154433484
32,5.0,B4,1284,29446.676916978075,22.91174938464886
32,5.0,B6,868,17386.034311056384,20.0119613618834
32,5.0,B8,600,15694.827685905602,26.133460987779735
33,5.0,B2,2336,65848.04830416606,28.17184996164045
33,5.0,B4,1258,28805.8332638649,22.863762876494594
33,5.0,B6,857,16881.05221220162,19.65423206462835
33,5.0,B8,603,15991.636530780532,26.45643863441033
32,10.0,B2,2292,65790.7067462049,28.573393387320507
32,10.0,B4,1279,29446.676916978075,22.971597030276815
32,10.0,B6,857,17386.034311056384,20.172690397724807
32,10.0,B8,581,15694.827685905602,26.73628003874938
33,10.0,B2,2312,65848.04830416606,28.378846025629123
33,10.0,B4,1250,28805.8332638649,22.97269839180057
33,10.0,B6,846,16881.05221220162,19.806817803242723
33,10.0,B8,586,15991.636530780532,27.014801274300606
32,15.0,B2,1332,65790.7067462049,40.43047826861126
32,15.0,B4,690,29446.676916978075,31.22317122387846
32,15.0,B6,655,17386.034311056384,22.046388562313872
32,15.0,B8,550,15694.827685905602,27.512159376946375
33,15.0,B2,1338,65848.04830416606,40.23876730038788
33,15.0,B4,677,28805.8332638649,31.193858643038947
33,15.0,B6,638,16881.05221220162,21.67219555959848
33,15.0,B8,558,15991.636530780532,27.717812266418896
32,20.0,B2,1323,65790.7067462049,40.58658063664279
32,20.0,B4,372,29446.676916978075,44.285140552248954
32,20.0,B6,382,17386.034311056384,24.925841999478596
32,20.0,B8,343,15694.827685905602,33.11715552023647
33,20.0,B2,1325,65848.04830416606,40.46227853495719
33,20.0,B4,356,28805.8332638649,45.01991066661035
33,20.0,B6,384,16881.05221220162,24.106890086135493
33,20.0,B8,354,15991.636530780532,33.18607047134978
32,25.0,B2,959,65790.7067462049,47.26202099569444
32,25.0,B4,358,29446.676916978075,45.1366454596663
32,25.0,B6,101,17386.034311056384,32.81378002513506
32,25.0,B8,284,15694.827685905602,35.470555574623404
33,25.0,B2,972,65848.04830416606,46.796101407784946
33,25.0,B4,348,28805.8332638649,45.554353918094456
33,25.0,B6,100,16881.05221220162,29.83100700409902
33,25.0,B8,288,15991.636530780532,35.69861006380718
32,30.0,B2,936,65790.7067462049,47.75882929239469
32,30.0,B4,339,29446.676916978075,46.135416879907126
32,30.0,B6,42,17386.034311056384,41.74833783780397
32,30.0,B8,218,15694.827685905602,37.878466682257695
33,30.0,B2,956,65848.04830416606,47.109262154230414
33,30.0,B4,336,28805.8332638649,46.20180022582184
33,30.0,B6,25,16881.05221220162,40.2530382773073
33,30.0,B8,211,15991.636530780532,38.49642824741165
32,40.0,B2,647,65790.7067462049,53.016464065006375
32,40.0,B4,213,29446.676916978075,51.568379439344206
32,40.0,B6,22,17386.034311056384,50.346563906767365
32,40.0,B8,81,15694.827685905602,44.031684159160505
33,40.0,B2,608,65848.04830416606,53.483614647331954
33,40.0,B4,226,28805.8332638649,50.82753770355831
33,40.0,B6,9,16881.05221220162,52.40010082641983
33,40.0,B8,84,15991.636530780532,44.873761773697815
32,50.0,B2,379,65790.7067462049,59.07087587035174
32,50.0,B4,99,29446.676916978075,59.76152360917906
32,50.0,B6,8,17386.034311056384,60.455070631016895
32,50.0,B8,2,15694.827685905602,56.40825986746816
33,50.0,B2,351,65848.04830416606,59.77018436805228
33,50.0,B4,90,28805.8332638649,60.067479696038944
33,50.0,B6,5,16881.05221220162,58.60309543039036
33,50.0,B8,5,15991.636530780532,53.11865681124884
34,0.0,B2,2424,67745.99468765518,27.948017610418805
34,0.0,B4,1339,29536.39124717275,22.058544620741415
34,0.0,B6,908,18046.877057227965,19.875415261264283
34,0.0,B8,621,15736.195796458385,25.340089849369384
35,0.0,B2,2346,65250.29154950932,27.813423507889734
35,0.0,B4,1306,30137.08325756516,23.075867731673167
35,0.0,B6,871,16668.056354329066,19.13668927018262
35,0.0,B8,641,16468.649276018117,25.692120555410487
34,1.0,B2,2417,67745.99468765518,28.027812123131085
34,1.0,B4,1328,29536.39124717275,22.238320966648683
34,1.0,B6,903,18046.877057227965,19.98402295702307
34,1.0,B8,618,15736.195796458385,25.461512793865822
35,1.0,B2,2343,65250.29154950932,27.848856627894477
35,1.0,B4,1298,30137.08325756516,23.21502858104249
35,1.0,B6,859,16668.056354329066,19.399056269721434
35,1.0,B8,633,16468.649276018117,26.013221556190498
34,2.0,B2,2416,67745.99468765518,28.03891991776409
34,2.0,B4,1326,29536.39124717275,22.26991796073067
34,2.0,B6,899,18046.877057227965,20.065747215931562
34,2.0,B8,615,15736.195796458385,25.577078079131432
35,2.0,B2,2339,65250.29154950932,27.894095786386373
35,2.0,B4,1294,30137.08325756516,23.28233896784875
35,2.0,B6,858,16668.056354329066,19.42022133471405
35,2.0,B8,632,16468.649276018117,26.052285012895823
34,5.0,B2,2410,67745.99468765518,28.100925895066318
34,5.0,B4,1319,29536.39124717275,22.371320659853794
34,5.0,B6,896,18046.877057227965,20.121308952494747
34,5.0,B8,606,15736.195796458385,25.91425122716024
35,5.0,B2,2327,65250.29154950932,28.01996320244335
35,5.0,B4,1289,30137.08325756516,23.36121839722093
35,5.0,B6,849,16668.056354329066,19.59258478905163
35,5.0,B8,623,16468.649276018117,26.381871117637118
34,10.0,B2,2385,67745.99468765518,28.30647162253383
34,10.0,B4,1305,29536.39124717275,22.529044790211273
34,10.0,B6,888,18046.877057227965,20.233699591537352
34,10.0,B8,586,15736.195796458385,26.53029803519888
35,10.0,B2,2305,65250.29154950932,28.20888575199913
35,10.0,B4,1280,30137.08325756516,23.47527836438507
35,10.0,B6,846,16668.056354329066,19.638709233639332
35,10.0,B8,602,16468.649276018117,27.01796280255171
34,15.0,B2,1383,67745.99468765518,40.037148564240695
34,15.0,B4,701,29536.39124717275,30.540106196231434
34,15.0,B6,676,18046.877057227965,22.175650480153173
34,15.0,B8,562,15736.195796458385,27.10991564440467
35,15.0,B2,1362,65250.29154950932,39.43884376638637
35,15.0,B4,661,30137.08325756516,33.07475106986271
35,15.0,B6,626,16668.056354329066,21.586587299553223
35,15.0,B8,583,16468.649276018117,27.463591763130065
34,20.0,B2,1375,67745.99468765518,40.16575965187665
34,20.0,B4,358,29536.39124717275,44.553248539298274
34,20.0,B6,420,18046.877057227965,24.79016292051003
34,20.0,B8,349,15736.195796458385,32.48902554328772
35,20.0,B2,1356,65250.29154950932,39.534504879783995
35,20.0,B4,391,30137.08325756516,44.99274939821752
35,20.0,B6,334,16668.056354329066,24.752481291885424
35,20.0,B8,367,16468.649276018117,32.836401096480834
34,25.0,B2,1011,67745.99468765518,46.36580289932763
34,25.0,B4,355,29536.39124717275,44.745672525064585
34,25.0,B6,111,18046.877057227965,32.09974300387273
34,25.0,B8,282,15736.195796458385,35.02253277875251
35,25.0,B2,956,65250.29154950932,46.46583298774564
35,25.0,B4,385,30137.08325756516,45.33079624928523
35,25.0,B6,83,16668.056354329066,33.14789884455833
35,25.0,B8,306,16468.649276018117,34.99363275439726
34,30.0,B2,984,67745.99468765518,46.898950316428355
34,30.0,B4,342,29536.39124717275,45.41418794511892
34,30.0,B6,33,18046.877057227965,45.71047738741899
34,30.0,B8,204,15736.195796458385,37.84620462332255
35,30.0,B2,939,65250.29154950932,46.82698051114584
35,30.0,B4,377,30137.08325756516,45.69132942514786
35,30.0,B6,26,16668.056354329066,47.73477104599461
35,30.0,B8,232,16468.649276018117,37.27021228083349
34,40.0,B2,647,67745.99468765518,52.75802761039343
34,40.0,B4,205,29536.39124717275,51.13889538121462
34,40.0,B6,20,18046.877057227965,53.66525960977195
34,40.0,B8,71,15736.195796458385,45.05412363661654
35,40.0,B2,619,65250.29154950932,52.623114217554594
35,40.0,B4,238,30137.08325756516,50.87203620953892
35,40.0,B6,17,16668.056354329066,54.72642844183582
35,40.0,B8,70,16468.649276018117,44.37584592330916
34,50.0,B2,359,67745.99468765518,59.34719518099331
34,50.0,B4,92,29536.39124717275,59.127381372368184
34,50.0,B6,10,18046.877057227965,63.15521671730479
34,50.0,B8,2,15736.195796458385,60.0092666426188
35,50.0,B2,355,65250.29154950932,58.75950771551094
35,50.0,B4,102,30137.08325756516,60.1546112619254
35,50.0,B6,6,16668.056354329066,72.06211245695896
35,50.0,B8,1,16468.649276018117,54.434481339913695
36,0.0,B2,2285,65204.631216114445,28.535943639437395
36,0.0,B4,1219,27410.542093501113,22.486088673913958
36,0.0,B6,820,15741.05966567043,19.196414226427354
36,0.0,B8,601,15571.151011623653,25.908737124165814
37,0.0,B2,2426,68199.0896694705,28.111743474637468
37,0.0,B4,1327,30125.406298482638,22.701888695164005
37,0.0,B6,862,16930.78014564966,19.641276271055286
37,0.0,B8,605,15839.39716029113,26.18082175254732
36,1.0,B2,2281,65204.631216114445,28.585313344418836
36,1.0,B4,1210,27410.542093501113,22.650630061147986
36,1.0,B6,814,15741.05966567043,19.33653252628703
36,1.0,B8,597,15571.151011623653,26.079435161960888
37,1.0,B2,2423,68199.0896694705,28.14610805004312
37,1.0,B4,1317,30125.406298482638,22.871886521521336
37,1.0,B6,855,16930.78014564966,19.79855615860762
37,1.0,B8,598,15839.39716029113,26.48318513516987
36,2.0,B2,2278,65204.631216114445,28.620865514033035
36,2.0,B4,1200,27410.542093501113,22.827338211205266
36,2.0,B6,814,15741.05966567043,19.33653252628703
36,2.0,B8,591,15571.151011623653,26.33019772444147
37,2.0,B2,2420,68199.0896694705,28.17932580361092
37,2.0,B4,1309,30125.406298482638,23.00284363069747
37,2.0,B6,853,16930.78014564966,19.841629703820907
37,2.0,B8,597,15839.39716029113,26.524894740419523
36,5.0,B2,2266,65204.631216114445,28.752560950041406
36,5.0,B4,1195,27410.542093501113,22.91006566051506
36,5.0,B6,807,15741.05966567043,19.478334143799895
36,5.0,B8,585,15571.151011623653,26.557948026331122
37,5.0,B2,2409,68199.0896694705,28.293383860754556
37,5.0,B4,1299,30125.406298482638,23.154719513246036
