definition_id,fold,test_runs,train_n,test_n,test_clean,test_violating,qonly_selected_columns,traditional_selected_columns
cfd20_ds2_loose_qnone_ambas_violating,5,"37,42,45,49,51,54,63,64",12281,3073,1752,1321,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambexclude,1,"36,48,49,57,61",5393,1342,1195,147,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambexclude,2,"31,33,42,51,59",5396,1339,972,367,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambexclude,3,"34,40,47,54,62,65",5393,1342,1058,284,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambexclude,4,"35,39,50,53,55,56,60",5370,1365,971,394,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambexclude,5,"32,37,41,44,45,52,58,63,64",5388,1347,920,427,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds2_loose_qtight_ambas_violating,1,"31,49,51,57,59",7010,1740,1036,704,q_all_max,active_downstream_span_ns
cfd20_ds2_loose_qtight_ambas_violating,2,"32,48,50,52,53,62",7003,1747,982,765,q_all_max,active_downstream_span_ns
cfd20_ds2_loose_qtight_ambas_violating,3,"34,40,46,47,56,58,61",7010,1740,1179,561,q_all_max,active_downstream_span_ns
cfd20_ds2_loose_qtight_ambas_violating,4,"39,41,44,45,55,60,65",7009,1741,1082,659,q_all_max,active_downstream_span_ns
cfd20_ds2_loose_qtight_ambas_violating,5,"33,35,36,37,42,54,63,64",6968,1782,837,945,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qnone_ambexclude,1,"32,44,48,61",1749,439,366,73,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_strict_qnone_ambexclude,2,"31,33,49,54,57,59",1752,436,210,226,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_strict_qnone_ambexclude,3,"41,45,52,53,62,65",1749,439,261,178,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_strict_qnone_ambexclude,4,"34,36,37,42,47,55,58,60",1749,439,269,170,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_strict_qnone_ambexclude,5,"35,39,40,50,51,56,63,64",1753,435,182,253,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_strict_qnone_ambas_violating,1,"31,33,52,61",4229,1061,354,707,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_strict_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,262,797,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_strict_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,261,800,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_strict_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,212,843,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_strict_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,199,855,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambexclude,1,"41,47,52,54,58,61",841,210,134,76,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambexclude,2,"32,39,40,44,53,59",842,209,60,149,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambexclude,3,"34,49,55,56,62,65",838,213,73,140,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambexclude,4,"35,37,45,48,50,57,63",841,210,45,165,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambexclude,5,"31,33,36,42,51,60,64",842,209,78,131,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,127,472,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,72,530,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,61,538,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,72,530,q_all_max,active_downstream_span_ns
cfd20_ds3_strict_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,58,539,q_all_max,active_downstream_span_ns
cfd20_ds3_app_a_qnone_ambexclude,1,"51,61",2441,611,563,48,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qnone_ambexclude,2,"36,50,53,55,57,62,65",2435,617,458,159,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qnone_ambexclude,3,"32,40,42,44,49,58,59",2443,609,433,176,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qnone_ambexclude,4,"34,35,41,45,47,48,60",2443,609,482,127,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qnone_ambexclude,5,"31,33,37,39,52,54,56,63,64",2446,606,332,274,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qnone_ambas_violating,1,"31,33,52,61",4229,1061,580,481,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_app_a_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,473,586,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_app_a_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,457,604,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_app_a_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,403,652,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_app_a_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,355,699,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_app_a_qtight_ambexclude,1,"31,32,57,61",1257,316,268,48,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qtight_ambexclude,2,"33,34,47,49,59,65",1259,314,174,140,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qtight_ambexclude,3,"36,37,39,41,42,44,62",1259,314,211,103,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qtight_ambexclude,4,"35,50,51,54,56,58,60",1257,316,199,117,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qtight_ambexclude,5,"40,45,48,52,53,55,63,64",1260,313,139,174,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_app_a_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,265,334,q_all_max,active_downstream_span_ns
cfd20_ds3_app_a_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,189,413,q_all_max,active_downstream_span_ns
cfd20_ds3_app_a_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,186,413,q_all_max,active_downstream_span_ns
cfd20_ds3_app_a_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,213,389,q_all_max,active_downstream_span_ns
cfd20_ds3_app_a_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,138,459,q_all_max,active_downstream_span_ns
cfd20_ds3_loose_qnone_ambexclude,1,"35,36,61",3179,802,765,37,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambexclude,2,"41,50,52,55,57,60",3184,797,682,115,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambexclude,3,"31,39,40,44,48,54,59",3186,795,628,167,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambexclude,4,"33,34,42,47,51,58,62",3185,796,636,160,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambexclude,5,"32,37,45,49,53,56,63,64,65",3190,791,540,251,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambas_violating,1,"31,33,52,61",4229,1061,777,284,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,705,354,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,655,406,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,600,455,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,514,540,q_downstream_mean,active_downstream_span_ns
cfd20_ds3_loose_qtight_ambexclude,1,"35,42,47,54,61",1728,435,380,55,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qtight_ambexclude,2,"33,44,51,58,59,65",1732,431,304,127,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qtight_ambexclude,3,"32,34,37,49,55,62",1734,429,317,112,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qtight_ambexclude,4,"36,39,41,52,53,57,60",1726,437,352,85,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qtight_ambexclude,5,"31,40,45,48,50,56,63,64",1732,431,261,170,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd20_ds3_loose_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,389,210,q_all_max,active_downstream_span_ns
cfd20_ds3_loose_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,317,285,q_all_max,active_downstream_span_ns
cfd20_ds3_loose_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,320,279,q_all_max,active_downstream_span_ns
cfd20_ds3_loose_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,344,258,q_all_max,active_downstream_span_ns
cfd20_ds3_loose_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,244,353,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qnone_ambexclude,1,"32,35,41,61",5961,1487,1239,248,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qnone_ambexclude,2,"31,39,47,52,53,59,65",5960,1488,891,597,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qnone_ambexclude,3,"45,51,54,57,58,62",5945,1503,976,527,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qnone_ambexclude,4,"33,40,44,48,55,56,60",5971,1477,968,509,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qnone_ambexclude,5,"34,36,37,42,49,50,63,64",5955,1493,704,789,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qnone_ambas_violating,1,"32,33,35,57,61",12285,3069,1258,1811,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_strict_qnone_ambas_violating,2,"34,40,44,47,48,50,59",12281,3073,880,2193,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_strict_qnone_ambas_violating,3,"39,46,52,53,55,62,65",12287,3067,921,2146,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_strict_qnone_ambas_violating,4,"31,36,41,56,58,60",12282,3072,974,2098,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_strict_qnone_ambas_violating,5,"37,42,45,49,51,54,63,64",12281,3073,745,2328,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambexclude,1,"32,39,42,49,61",2968,752,518,234,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambexclude,2,"31,45,51,59,65",2974,746,356,390,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qtight_ambexclude,3,"35,40,47,50,54,55,62",2974,746,340,406,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambexclude,4,"33,34,36,41,48,56,60",2983,737,340,397,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambexclude,5,"37,44,52,53,57,58,63,64",2981,739,247,492,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_strict_qtight_ambas_violating,1,"31,49,51,57,59",7010,1740,331,1409,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambas_violating,2,"32,48,50,52,53,62",7003,1747,320,1427,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambas_violating,3,"34,40,46,47,56,58,61",7010,1740,530,1210,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambas_violating,4,"39,41,44,45,55,60,65",7009,1741,361,1380,q_all_max,active_downstream_span_ns
cfd25_ds2_strict_qtight_ambas_violating,5,"33,35,36,37,42,54,63,64",6968,1782,259,1523,q_all_max,active_downstream_span_ns
cfd25_ds2_app_a_qnone_ambexclude,1,"31,52,54,61",7954,1997,1738,259,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qnone_ambexclude,2,"34,35,40,50,58,59",7960,1991,1440,551,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qnone_ambexclude,3,"32,49,51,53,62,65",7957,1994,1591,403,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qnone_ambexclude,4,"36,39,41,47,56,57,60",7968,1983,1621,362,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qnone_ambexclude,5,"33,37,42,44,45,48,55,63,64",7965,1986,1271,715,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qnone_ambas_violating,1,"32,33,35,57,61",12285,3069,1886,1183,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_app_a_qnone_ambas_violating,2,"34,40,44,47,48,50,59",12281,3073,1403,1670,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_app_a_qnone_ambas_violating,3,"39,46,52,53,55,62,65",12287,3067,1510,1557,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_app_a_qnone_ambas_violating,4,"31,36,41,56,58,60",12282,3072,1584,1488,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_app_a_qnone_ambas_violating,5,"37,42,45,49,51,54,63,64",12281,3073,1278,1795,q_downstream_mean,active_downstream_span_ns
cfd25_ds2_app_a_qtight_ambexclude,1,"32,36,42,58,61",4199,1066,881,185,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qtight_ambexclude,2,"31,41,51,52,59,65",4218,1047,719,328,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qtight_ambexclude,3,"33,39,40,47,53,62",4224,1041,695,346,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qtight_ambexclude,4,"37,44,45,48,49,54,60",4224,1041,730,311,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qtight_ambexclude,5,"34,35,50,55,56,57,63,64",4195,1070,552,518,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_app_a_qtight_ambas_violating,1,"31,49,51,57,59",7010,1740,695,1045,q_all_max,active_downstream_span_ns
cfd25_ds2_app_a_qtight_ambas_violating,2,"32,48,50,52,53,62",7003,1747,680,1067,q_all_max,active_downstream_span_ns
cfd25_ds2_app_a_qtight_ambas_violating,3,"34,40,46,47,56,58,61",7010,1740,897,843,q_all_max,active_downstream_span_ns
cfd25_ds2_app_a_qtight_ambas_violating,4,"39,41,44,45,55,60,65",7009,1741,741,1000,q_all_max,active_downstream_span_ns
cfd25_ds2_app_a_qtight_ambas_violating,5,"33,35,36,37,42,54,63,64",6968,1782,564,1218,q_all_max,active_downstream_span_ns
cfd25_ds2_loose_qnone_ambexclude,1,"35,54,58,61",9975,2515,2280,235,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambexclude,2,"34,40,42,51,53,59",9976,2514,1986,528,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambexclude,3,"31,33,44,47,50,62,65",10016,2474,2048,426,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambexclude,4,"32,36,39,41,56,60",9972,2518,2177,341,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambexclude,5,"37,45,48,49,52,55,57,63,64",10021,2469,1877,592,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambas_violating,1,"32,33,35,57,61",12285,3069,2373,696,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambas_violating,2,"34,40,44,47,48,50,59",12281,3073,1971,1102,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambas_violating,3,"39,46,52,53,55,62,65",12287,3067,2059,1008,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambas_violating,4,"31,36,41,56,58,60",12282,3072,2185,887,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qnone_ambas_violating,5,"37,42,45,49,51,54,63,64",12281,3073,1780,1293,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambexclude,1,"35,48,49,57,61",5519,1374,1229,145,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambexclude,2,"31,33,47,51,53,59",5517,1376,985,391,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambexclude,3,"34,39,40,44,62,65",5527,1366,1119,247,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambexclude,4,"32,36,41,45,50,54,60",5489,1404,1070,334,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambexclude,5,"37,42,52,55,56,58,63,64",5520,1373,897,476,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambas_violating,1,"31,49,51,57,59",7010,1740,1069,671,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambas_violating,2,"32,48,50,52,53,62",7003,1747,1020,727,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambas_violating,3,"34,40,46,47,56,58,61",7010,1740,1207,533,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambas_violating,4,"39,41,44,45,55,60,65",7009,1741,1126,615,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds2_loose_qtight_ambas_violating,5,"33,35,36,37,42,54,63,64",6968,1782,878,904,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qnone_ambexclude,1,"32,49,61",1694,422,355,67,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_strict_qnone_ambexclude,2,"33,39,50,52,59,65",1691,425,203,222,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_strict_qnone_ambexclude,3,"31,42,44,45,48,53,62",1691,425,241,184,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_strict_qnone_ambexclude,4,"34,36,41,47,55,56,57,60",1692,424,251,173,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_strict_qnone_ambexclude,5,"35,37,40,51,54,58,63,64",1696,420,171,249,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_strict_qnone_ambas_violating,1,"31,33,52,61",4229,1061,340,721,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_strict_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,249,810,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_strict_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,237,824,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_strict_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,210,845,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_strict_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,185,869,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambexclude,1,"32,34,49,57,61",826,207,130,77,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambexclude,2,"40,44,48,53,58,59",825,208,65,143,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambexclude,3,"41,47,52,54,55,56,62",826,207,68,139,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambexclude,4,"35,37,42,45,51,60,65",827,206,76,130,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambexclude,5,"31,33,36,39,50,63,64",828,205,45,160,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,131,468,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,64,538,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,65,534,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,68,534,q_all_max,active_downstream_span_ns
cfd25_ds3_strict_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,56,541,q_all_max,active_downstream_span_ns
cfd25_ds3_app_a_qnone_ambexclude,1,"44,61",2389,593,560,33,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qnone_ambexclude,2,"31,33,36,41,57,62,65",2383,599,453,146,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qnone_ambexclude,3,"32,40,47,48,50,58,59",2388,594,410,184,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qnone_ambexclude,4,"34,39,42,45,51,52,60",2382,600,452,148,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qnone_ambexclude,5,"35,37,49,53,54,55,56,63,64",2386,596,337,259,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qnone_ambas_violating,1,"31,33,52,61",4229,1061,580,481,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_app_a_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,451,608,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_app_a_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,450,611,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_app_a_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,384,671,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_app_a_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,347,707,q_downstream_mean,active_downstream_span_ns
cfd25_ds3_app_a_qtight_ambexclude,1,"36,44,49,55,61",1228,309,267,42,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qtight_ambexclude,2,"34,42,48,52,58,59",1230,307,173,134,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qtight_ambexclude,3,"37,39,40,51,57,62",1228,309,199,110,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qtight_ambexclude,4,"31,33,47,50,56,60,65",1231,306,189,117,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qtight_ambexclude,5,"32,35,41,45,53,54,63,64",1231,306,137,169,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_app_a_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,265,334,q_all_max,active_downstream_span_ns
cfd25_ds3_app_a_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,185,417,q_all_max,active_downstream_span_ns
cfd25_ds3_app_a_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,177,422,q_all_max,active_downstream_span_ns
cfd25_ds3_app_a_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,196,406,q_all_max,active_downstream_span_ns
