feature,coefficient,heldout_run,variant,alpha
B4_log_amp,-0.5817677171580405,60,S02h ML bin+current/rate,100.0
B4_log_amp2,-0.26039808071182596,60,S02h ML bin+current/rate,100.0
B4_inv_amp,-2.599242060779721,60,S02h ML bin+current/rate,100.0
B4_peak_sample,0.7239543961424113,60,S02h ML bin+current/rate,100.0
B4_area_over_amp,1.5352085420156505,60,S02h ML bin+current/rate,100.0
B4_template_sse,0.1609306721703722,60,S02h ML bin+current/rate,100.0
B6_intercept,0.3874779620131903,60,S02h ML bin+current/rate,100.0
B6_log_amp,0.3481175491026421,60,S02h ML bin+current/rate,100.0
B6_log_amp2,0.3116055765971752,60,S02h ML bin+current/rate,100.0
B6_inv_amp,0.6984014054446037,60,S02h ML bin+current/rate,100.0
B6_peak_sample,-0.3293582904493628,60,S02h ML bin+current/rate,100.0
B6_area_over_amp,-0.06079835648809151,60,S02h ML bin+current/rate,100.0
B6_template_sse,0.2595103536922326,60,S02h ML bin+current/rate,100.0
B8_intercept,0.5006709562955002,60,S02h ML bin+current/rate,100.0
B8_log_amp,0.27454905211109726,60,S02h ML bin+current/rate,100.0
B8_log_amp2,0.016278557976547252,60,S02h ML bin+current/rate,100.0
B8_inv_amp,0.7231088046347053,60,S02h ML bin+current/rate,100.0
B8_peak_sample,-0.3015400472775763,60,S02h ML bin+current/rate,100.0
B8_area_over_amp,-0.38455439423779914,60,S02h ML bin+current/rate,100.0
B8_template_sse,0.2647371096809191,60,S02h ML bin+current/rate,100.0
bin_0,0.03284339426991068,60,S02h ML bin+current/rate,100.0
bin_1,0.2992834584077098,60,S02h ML bin+current/rate,100.0
bin_2,-0.006895405544237397,60,S02h ML bin+current/rate,100.0
bin_3,-0.325270748012937,60,S02h ML bin+current/rate,100.0
bin_missing,0.0,60,S02h ML bin+current/rate,100.0
B4_current_nA_z,0.0,60,S02h ML bin+current/rate,100.0
B4_trigger_entry_density_z,-0.004697129544503445,60,S02h ML bin+current/rate,100.0
B4_entries_per_eventno_z,-0.0046971295445025025,60,S02h ML bin+current/rate,100.0
B4_selected_multiplicity_per_event_z,-0.11740999096095794,60,S02h ML bin+current/rate,100.0
B4_downstream_allhit_fraction_z,0.20644840456233574,60,S02h ML bin+current/rate,100.0
B6_current_nA_z,0.0,60,S02h ML bin+current/rate,100.0
B6_trigger_entry_density_z,0.015396410400328388,60,S02h ML bin+current/rate,100.0
B6_entries_per_eventno_z,0.015396410400328627,60,S02h ML bin+current/rate,100.0
B6_selected_multiplicity_per_event_z,0.05054608061574636,60,S02h ML bin+current/rate,100.0
B6_downstream_allhit_fraction_z,-0.0720487874232365,60,S02h ML bin+current/rate,100.0
B8_current_nA_z,0.0,60,S02h ML bin+current/rate,100.0
B8_trigger_entry_density_z,0.016661268716157022,60,S02h ML bin+current/rate,100.0
B8_entries_per_eventno_z,0.016661268716156898,60,S02h ML bin+current/rate,100.0
B8_selected_multiplicity_per_event_z,0.0843399531510333,60,S02h ML bin+current/rate,100.0
B8_downstream_allhit_fraction_z,-0.13029911186073073,60,S02h ML bin+current/rate,100.0
intercept,0.0,61,S02h ML binned residual,1.0
B4_intercept,-3.827499575372122,61,S02h ML binned residual,1.0
B4_log_amp,-2.7181289015011654,61,S02h ML binned residual,1.0
B4_log_amp2,-1.7006951505282266,61,S02h ML binned residual,1.0
B4_inv_amp,-3.5045431284064037,61,S02h ML binned residual,1.0
B4_peak_sample,0.6575824650725558,61,S02h ML binned residual,1.0
B4_area_over_amp,3.647561478376373,61,S02h ML binned residual,1.0
B4_template_sse,0.9399171857562484,61,S02h ML binned residual,1.0
B6_intercept,-1.6931132985532256,61,S02h ML binned residual,1.0
B6_log_amp,-1.2829202193409728,61,S02h ML binned residual,1.0
B6_log_amp2,-0.4140856074584087,61,S02h ML binned residual,1.0
B6_inv_amp,1.190237354524783,61,S02h ML binned residual,1.0
B6_peak_sample,-0.7760721143373135,61,S02h ML binned residual,1.0
B6_area_over_amp,-0.38163130052644945,61,S02h ML binned residual,1.0
B6_template_sse,0.3061272681739584,61,S02h ML binned residual,1.0
B8_intercept,5.520612873907152,61,S02h ML binned residual,1.0
B8_log_amp,0.3911373571771579,61,S02h ML binned residual,1.0
B8_log_amp2,-5.3795945608576705,61,S02h ML binned residual,1.0
B8_inv_amp,-0.39966481923080677,61,S02h ML binned residual,1.0
B8_peak_sample,-1.1330223615895578,61,S02h ML binned residual,1.0
B8_area_over_amp,-2.996275428320168,61,S02h ML binned residual,1.0
B8_template_sse,-0.16556927340266892,61,S02h ML binned residual,1.0
bin_0,-0.25108332739948086,61,S02h ML binned residual,1.0
bin_1,0.392711512320025,61,S02h ML binned residual,1.0
bin_2,0.1311208358675725,61,S02h ML binned residual,1.0
bin_3,-0.2725054934455991,61,S02h ML binned residual,1.0
bin_missing,0.0,61,S02h ML binned residual,1.0
intercept,0.0,61,S02h ML bin-dropout,1.0
B4_intercept,-2.7234271077145724,61,S02h ML bin-dropout,1.0
B4_log_amp,-4.826998451836594,61,S02h ML bin-dropout,1.0
B4_log_amp2,-7.91177290602797,61,S02h ML bin-dropout,1.0
B4_inv_amp,-5.477635572250772,61,S02h ML bin-dropout,1.0
B4_peak_sample,0.6489891368110589,61,S02h ML bin-dropout,1.0
B4_area_over_amp,3.529369641870778,61,S02h ML bin-dropout,1.0
B4_template_sse,0.9161774366496351,61,S02h ML bin-dropout,1.0
B6_intercept,-0.9403990842476226,61,S02h ML bin-dropout,1.0
B6_log_amp,-3.1969291466122325,61,S02h ML bin-dropout,1.0
B6_log_amp2,-5.82485499586176,61,S02h ML bin-dropout,1.0
B6_inv_amp,-0.6049657837387594,61,S02h ML bin-dropout,1.0
B6_peak_sample,-0.8172082024601307,61,S02h ML bin-dropout,1.0
B6_area_over_amp,-1.2101827816571806,61,S02h ML bin-dropout,1.0
B6_template_sse,0.09468101286541986,61,S02h ML bin-dropout,1.0
B8_intercept,3.6638261920564106,61,S02h ML bin-dropout,1.0
B8_log_amp,-2.6270422268556697,61,S02h ML bin-dropout,1.0
B8_log_amp2,-10.042844496722429,61,S02h ML bin-dropout,1.0
B8_inv_amp,-1.690933606032144,61,S02h ML bin-dropout,1.0
B8_peak_sample,-0.8190675049772962,61,S02h ML bin-dropout,1.0
B8_area_over_amp,-1.8134931027511578,61,S02h ML bin-dropout,1.0
B8_template_sse,0.06391471934533233,61,S02h ML bin-dropout,1.0
intercept,0.0,61,S02h ML shuffled-bin,1.0
B4_intercept,-2.7229935282111386,61,S02h ML shuffled-bin,1.0
B4_log_amp,-4.826824511465624,61,S02h ML shuffled-bin,1.0
B4_log_amp2,-7.910440252865512,61,S02h ML shuffled-bin,1.0
B4_inv_amp,-5.478052172721174,61,S02h ML shuffled-bin,1.0
B4_peak_sample,0.650502449738488,61,S02h ML shuffled-bin,1.0
B4_area_over_amp,3.527196441945093,61,S02h ML shuffled-bin,1.0
B4_template_sse,0.9146549131724356,61,S02h ML shuffled-bin,1.0
B6_intercept,-0.938286672146124,61,S02h ML shuffled-bin,1.0
B6_log_amp,-3.1975692407000333,61,S02h ML shuffled-bin,1.0
B6_log_amp2,-5.828906404675781,61,S02h ML shuffled-bin,1.0
B6_inv_amp,-0.6054230796200132,61,S02h ML shuffled-bin,1.0
B6_peak_sample,-0.816983821426483,61,S02h ML shuffled-bin,1.0
B6_area_over_amp,-1.2069506625336148,61,S02h ML shuffled-bin,1.0
B6_template_sse,0.09569234747317967,61,S02h ML shuffled-bin,1.0
B8_intercept,3.661280200451606,61,S02h ML shuffled-bin,1.0
B8_log_amp,-2.627695452841788,61,S02h ML shuffled-bin,1.0
B8_log_amp2,-10.042055536229691,61,S02h ML shuffled-bin,1.0
B8_inv_amp,-1.689974677984059,61,S02h ML shuffled-bin,1.0
B8_peak_sample,-0.8187350885400904,61,S02h ML shuffled-bin,1.0
B8_area_over_amp,-1.8111654781045328,61,S02h ML shuffled-bin,1.0
B8_template_sse,0.06374634532325199,61,S02h ML shuffled-bin,1.0
bin_0,0.0162690849504913,61,S02h ML shuffled-bin,1.0
bin_1,0.010695622744787367,61,S02h ML shuffled-bin,1.0
bin_2,-0.017880075884268355,61,S02h ML shuffled-bin,1.0
bin_3,-0.009081045496057902,61,S02h ML shuffled-bin,1.0
bin_missing,0.0,61,S02h ML shuffled-bin,1.0
intercept,0.0,61,S02h ML shuffled-target,100.0
B4_intercept,-0.042682089828035966,61,S02h ML shuffled-target,100.0
B4_log_amp,-0.06166432411302116,61,S02h ML shuffled-target,100.0
B4_log_amp2,-0.08629613310206322,61,S02h ML shuffled-target,100.0
B4_inv_amp,-0.013650642666426696,61,S02h ML shuffled-target,100.0
B4_peak_sample,-0.06191658291521454,61,S02h ML shuffled-target,100.0
B4_area_over_amp,-0.03894789029636877,61,S02h ML shuffled-target,100.0
B4_template_sse,0.08963422983085217,61,S02h ML shuffled-target,100.0
B6_intercept,-0.003080276840149523,61,S02h ML shuffled-target,100.0
B6_log_amp,-0.0270725959489312,61,S02h ML shuffled-target,100.0
B6_log_amp2,-0.0495314430897421,61,S02h ML shuffled-target,100.0
B6_inv_amp,0.21927998139490298,61,S02h ML shuffled-target,100.0
B6_peak_sample,-0.07077697117883387,61,S02h ML shuffled-target,100.0
B6_area_over_amp,-0.3124645267238446,61,S02h ML shuffled-target,100.0
B6_template_sse,-0.1347846908181652,61,S02h ML shuffled-target,100.0
B8_intercept,0.04576236666815274,61,S02h ML shuffled-target,100.0
B8_log_amp,0.031343184188593505,61,S02h ML shuffled-target,100.0
B8_log_amp2,0.016666011534637724,61,S02h ML shuffled-target,100.0
B8_inv_amp,0.05375108548154936,61,S02h ML shuffled-target,100.0
B8_peak_sample,-0.18504873707084896,61,S02h ML shuffled-target,100.0
B8_area_over_amp,-0.19897376938758465,61,S02h ML shuffled-target,100.0
B8_template_sse,-0.1258845068682119,61,S02h ML shuffled-target,100.0
bin_0,-0.05554134860761904,61,S02h ML shuffled-target,100.0
bin_1,-0.05635310110994598,61,S02h ML shuffled-target,100.0
bin_2,0.03358800307782059,61,S02h ML shuffled-target,100.0
bin_3,0.07827354155300323,61,S02h ML shuffled-target,100.0
bin_missing,0.0,61,S02h ML shuffled-target,100.0
intercept,0.0,61,S02h ML bin+current/rate,10.0
B4_intercept,-2.031581017645784,61,S02h ML bin+current/rate,10.0
B4_log_amp,-1.5978204201520718,61,S02h ML bin+current/rate,10.0
B4_log_amp2,-1.1567881357855936,61,S02h ML bin+current/rate,10.0
B4_inv_amp,-3.5327637374683643,61,S02h ML bin+current/rate,10.0
B4_peak_sample,0.6677147883901305,61,S02h ML bin+current/rate,10.0
B4_area_over_amp,3.35746890266959,61,S02h ML bin+current/rate,10.0
B4_template_sse,0.8474830305487825,61,S02h ML bin+current/rate,10.0
B6_intercept,-0.10686114224733383,61,S02h ML bin+current/rate,10.0
B6_log_amp,-0.13377629935642013,61,S02h ML bin+current/rate,10.0
B6_log_amp2,-0.10096206960071478,61,S02h ML bin+current/rate,10.0
B6_inv_amp,1.2269561300251561,61,S02h ML bin+current/rate,10.0
B6_peak_sample,-0.7549111035344134,61,S02h ML bin+current/rate,10.0
B6_area_over_amp,-0.3120303231940168,61,S02h ML bin+current/rate,10.0
B6_template_sse,0.31672479019049665,61,S02h ML bin+current/rate,10.0
B8_intercept,2.1384421598877403,61,S02h ML bin+current/rate,10.0
B8_log_amp,0.7644346590726565,61,S02h ML bin+current/rate,10.0
B8_log_amp2,-0.8602764548509414,61,S02h ML bin+current/rate,10.0
B8_inv_amp,0.5833460673866352,61,S02h ML bin+current/rate,10.0
B8_peak_sample,-0.9935273998070617,61,S02h ML bin+current/rate,10.0
B8_area_over_amp,-2.3433978580576067,61,S02h ML bin+current/rate,10.0
B8_template_sse,-0.029264949179666704,61,S02h ML bin+current/rate,10.0
bin_0,-0.17010384921991054,61,S02h ML bin+current/rate,10.0
bin_1,0.42032062600042086,61,S02h ML bin+current/rate,10.0
bin_2,0.10696027433840179,61,S02h ML bin+current/rate,10.0
bin_3,-0.3569115042560402,61,S02h ML bin+current/rate,10.0
bin_missing,0.0,61,S02h ML bin+current/rate,10.0
B4_current_nA_z,0.0,61,S02h ML bin+current/rate,10.0
B4_trigger_entry_density_z,0.04701914822468027,61,S02h ML bin+current/rate,10.0
B4_entries_per_eventno_z,0.04701914822468705,61,S02h ML bin+current/rate,10.0
B4_selected_multiplicity_per_event_z,-0.02145251436536149,61,S02h ML bin+current/rate,10.0
B4_downstream_allhit_fraction_z,-0.03121331724320449,61,S02h ML bin+current/rate,10.0
B6_current_nA_z,0.0,61,S02h ML bin+current/rate,10.0
B6_trigger_entry_density_z,-0.019316316364765464,61,S02h ML bin+current/rate,10.0
B6_entries_per_eventno_z,-0.019316316364769184,61,S02h ML bin+current/rate,10.0
B6_selected_multiplicity_per_event_z,-0.03528510108744698,61,S02h ML bin+current/rate,10.0
B6_downstream_allhit_fraction_z,0.06266945513141131,61,S02h ML bin+current/rate,10.0
B8_current_nA_z,0.0,61,S02h ML bin+current/rate,10.0
B8_trigger_entry_density_z,0.006436660270544054,61,S02h ML bin+current/rate,10.0
B8_entries_per_eventno_z,0.0064366602705414775,61,S02h ML bin+current/rate,10.0
B8_selected_multiplicity_per_event_z,0.05565556324173362,61,S02h ML bin+current/rate,10.0
B8_downstream_allhit_fraction_z,-0.08043628863439882,61,S02h ML bin+current/rate,10.0
intercept,0.0,62,S02h ML binned residual,1.0
B4_intercept,-3.239448788374084,62,S02h ML binned residual,1.0
B4_log_amp,-1.6594147534191708,62,S02h ML binned residual,1.0
B4_log_amp2,-0.2209453006379225,62,S02h ML binned residual,1.0
B4_inv_amp,-3.006098450845034,62,S02h ML binned residual,1.0
B4_peak_sample,0.6612378834800571,62,S02h ML binned residual,1.0
B4_area_over_amp,2.880383772402242,62,S02h ML binned residual,1.0
B4_template_sse,0.5365770131725834,62,S02h ML binned residual,1.0
B6_intercept,-1.1183583834115585,62,S02h ML binned residual,1.0
B6_log_amp,-0.7049832561188458,62,S02h ML binned residual,1.0
B6_log_amp2,0.12464037920621741,62,S02h ML binned residual,1.0
B6_inv_amp,1.3573917221258105,62,S02h ML binned residual,1.0
B6_peak_sample,-0.6389950531910213,62,S02h ML binned residual,1.0
B6_area_over_amp,0.21357681499415487,62,S02h ML binned residual,1.0
B6_template_sse,0.4898237556883402,62,S02h ML binned residual,1.0
B8_intercept,4.357807171804373,62,S02h ML binned residual,1.0
B8_log_amp,0.49498315415542143,62,S02h ML binned residual,1.0
B8_log_amp2,-3.7614502180684948,62,S02h ML binned residual,1.0
B8_inv_amp,0.08099642564161981,62,S02h ML binned residual,1.0
B8_peak_sample,-0.8500724181766844,62,S02h ML binned residual,1.0
B8_area_over_amp,-1.683288967351348,62,S02h ML binned residual,1.0
B8_template_sse,0.22071956318507732,62,S02h ML binned residual,1.0
bin_0,-0.18299259063573187,62,S02h ML binned residual,1.0
bin_1,0.40154244002336165,62,S02h ML binned residual,1.0
bin_2,0.10047310865176738,62,S02h ML binned residual,1.0
bin_3,-0.3187929729727396,62,S02h ML binned residual,1.0
bin_missing,0.0,62,S02h ML binned residual,1.0
intercept,0.0,62,S02h ML bin-dropout,0.01
B4_intercept,-9.219485336880362,62,S02h ML bin-dropout,0.01
B4_log_amp,9.402730946912872,62,S02h ML bin-dropout,0.01
B4_log_amp2,-15.297848980375855,62,S02h ML bin-dropout,0.01
B4_inv_amp,-5.358171546121663,62,S02h ML bin-dropout,0.01
B4_peak_sample,0.6326861077118195,62,S02h ML bin-dropout,0.01
B4_area_over_amp,2.842070518334993,62,S02h ML bin-dropout,0.01
B4_template_sse,0.559332720704676,62,S02h ML bin-dropout,0.01
B6_intercept,3.3644058518503077,62,S02h ML bin-dropout,0.01
B6_log_amp,-5.565951867556504,62,S02h ML bin-dropout,0.01
B6_log_amp2,-8.583171974820344,62,S02h ML bin-dropout,0.01
B6_inv_amp,-1.3667854863149531,62,S02h ML bin-dropout,0.01
B6_peak_sample,-0.6506075616037938,62,S02h ML bin-dropout,0.01
B6_area_over_amp,-0.32142446802711905,62,S02h ML bin-dropout,0.01
B6_template_sse,0.34734631500656626,62,S02h ML bin-dropout,0.01
B8_intercept,5.855079489863488,62,S02h ML bin-dropout,0.01
B8_log_amp,-9.62899181116474,62,S02h ML bin-dropout,0.01
B8_log_amp2,-7.193817785127941,62,S02h ML bin-dropout,0.01
B8_inv_amp,-1.635459584905367,62,S02h ML bin-dropout,0.01
B8_peak_sample,-0.5665434303440373,62,S02h ML bin-dropout,0.01
B8_area_over_amp,-0.6124175335808936,62,S02h ML bin-dropout,0.01
B8_template_sse,0.40884785785322564,62,S02h ML bin-dropout,0.01
intercept,0.0,62,S02h ML shuffled-bin,0.1
B4_intercept,-2.924777098543828,62,S02h ML shuffled-bin,0.1
B4_log_amp,-3.549767667532466,62,S02h ML shuffled-bin,0.1
B4_log_amp2,-9.296465517648091,62,S02h ML shuffled-bin,0.1
B4_inv_amp,-5.496211883794044,62,S02h ML shuffled-bin,0.1
B4_peak_sample,0.6288954407884471,62,S02h ML shuffled-bin,0.1
B4_area_over_amp,2.8579831103733144,62,S02h ML shuffled-bin,0.1
B4_template_sse,0.5654960302645383,62,S02h ML shuffled-bin,0.1
B6_intercept,0.9935996762583468,62,S02h ML shuffled-bin,0.1
B6_log_amp,-3.7815087420966744,62,S02h ML shuffled-bin,0.1
B6_log_amp2,-8.874818627043236,62,S02h ML shuffled-bin,0.1
B6_inv_amp,-1.2285569151020903,62,S02h ML shuffled-bin,0.1
B6_peak_sample,-0.6573664425293236,62,S02h ML shuffled-bin,0.1
B6_area_over_amp,-0.3505349133407714,62,S02h ML shuffled-bin,0.1
B6_template_sse,0.34104149730732214,62,S02h ML shuffled-bin,0.1
B8_intercept,1.9311774243050883,62,S02h ML shuffled-bin,0.1
B8_log_amp,-4.214078878527738,62,S02h ML shuffled-bin,0.1
B8_log_amp2,-9.54100986104075,62,S02h ML shuffled-bin,0.1
B8_inv_amp,-1.5406044426134555,62,S02h ML shuffled-bin,0.1
B8_peak_sample,-0.569401830862973,62,S02h ML shuffled-bin,0.1
B8_area_over_amp,-0.6276518051043365,62,S02h ML shuffled-bin,0.1
B8_template_sse,0.4054218847754893,62,S02h ML shuffled-bin,0.1
bin_0,0.034064042672495465,62,S02h ML shuffled-bin,0.1
bin_1,0.014926118034687985,62,S02h ML shuffled-bin,0.1
bin_2,-0.06438333266560103,62,S02h ML shuffled-bin,0.1
bin_3,0.015409757293149353,62,S02h ML shuffled-bin,0.1
bin_missing,0.0,62,S02h ML shuffled-bin,0.1
intercept,0.0,62,S02h ML shuffled-target,0.1
B4_intercept,3.421769924297696,62,S02h ML shuffled-target,0.1
B4_log_amp,2.36542334625629,62,S02h ML shuffled-target,0.1
B4_log_amp2,0.05191103179771089,62,S02h ML shuffled-target,0.1
B4_inv_amp,0.05464362011824577,62,S02h ML shuffled-target,0.1
B4_peak_sample,0.002501517616626804,62,S02h ML shuffled-target,0.1
B4_area_over_amp,-0.21821621875437358,62,S02h ML shuffled-target,0.1
B4_template_sse,-0.026914326678231855,62,S02h ML shuffled-target,0.1
B6_intercept,-3.1444905291230865,62,S02h ML shuffled-target,0.1
B6_log_amp,0.8784279501026142,62,S02h ML shuffled-target,0.1
B6_log_amp2,6.7143230664176885,62,S02h ML shuffled-target,0.1
B6_inv_amp,1.5263766445937765,62,S02h ML shuffled-target,0.1
B6_peak_sample,0.09074136498637163,62,S02h ML shuffled-target,0.1
B6_area_over_amp,-0.1806946581178923,62,S02h ML shuffled-target,0.1
B6_template_sse,-0.14492147971465585,62,S02h ML shuffled-target,0.1
B8_intercept,-0.2772793963782336,62,S02h ML shuffled-target,0.1
B8_log_amp,1.0441674086395447,62,S02h ML shuffled-target,0.1
B8_log_amp2,3.7084492569551593,62,S02h ML shuffled-target,0.1
B8_inv_amp,0.8416900343946495,62,S02h ML shuffled-target,0.1
B8_peak_sample,0.04727657882566669,62,S02h ML shuffled-target,0.1
B8_area_over_amp,0.46785863621318613,62,S02h ML shuffled-target,0.1
B8_template_sse,0.16416133090321425,62,S02h ML shuffled-target,0.1
bin_0,0.027277861181844706,62,S02h ML shuffled-target,0.1
bin_1,0.06237235582436192,62,S02h ML shuffled-target,0.1
bin_2,0.01602986072288206,62,S02h ML shuffled-target,0.1
bin_3,-0.10561966064105648,62,S02h ML shuffled-target,0.1
bin_missing,0.0,62,S02h ML shuffled-target,0.1
intercept,0.0,62,S02h ML bin+current/rate,100.0
B4_intercept,-0.8804265771828022,62,S02h ML bin+current/rate,100.0
B4_log_amp,-0.5581802642162161,62,S02h ML bin+current/rate,100.0
B4_log_amp2,-0.2368825817454824,62,S02h ML bin+current/rate,100.0
B4_inv_amp,-2.994579426832058,62,S02h ML bin+current/rate,100.0
B4_peak_sample,0.7216315422767517,62,S02h ML bin+current/rate,100.0
B4_area_over_amp,1.6673892947647149,62,S02h ML bin+current/rate,100.0
B4_template_sse,0.0698899345313947,62,S02h ML bin+current/rate,100.0
B6_intercept,0.3468405303760644,62,S02h ML bin+current/rate,100.0
B6_log_amp,0.23897169708674385,62,S02h ML bin+current/rate,100.0
B6_log_amp2,0.13819114340596053,62,S02h ML bin+current/rate,100.0
B6_inv_amp,1.2670386607694575,62,S02h ML bin+current/rate,100.0
B6_peak_sample,-0.566565171707756,62,S02h ML bin+current/rate,100.0
B6_area_over_amp,0.16123110585771921,62,S02h ML bin+current/rate,100.0
B6_template_sse,0.47549396803553223,62,S02h ML bin+current/rate,100.0
B8_intercept,0.5335860468072039,62,S02h ML bin+current/rate,100.0
B8_log_amp,0.33447647659486274,62,S02h ML bin+current/rate,100.0
B8_log_amp2,0.11687052742307014,62,S02h ML bin+current/rate,100.0
B8_inv_amp,0.9833899171411564,62,S02h ML bin+current/rate,100.0
B8_peak_sample,-0.5403515545160688,62,S02h ML bin+current/rate,100.0
B8_area_over_amp,-0.37567156901296206,62,S02h ML bin+current/rate,100.0
B8_template_sse,0.4899515016285958,62,S02h ML bin+current/rate,100.0
bin_0,-0.13971859701642556,62,S02h ML bin+current/rate,100.0
bin_1,0.4052068562553815,62,S02h ML bin+current/rate,100.0
bin_2,0.07213241903545317,62,S02h ML bin+current/rate,100.0
bin_3,-0.3373730307526639,62,S02h ML bin+current/rate,100.0
bin_missing,0.0,62,S02h ML bin+current/rate,100.0
B4_current_nA_z,0.0,62,S02h ML bin+current/rate,100.0
B4_trigger_entry_density_z,0.004658176055571727,62,S02h ML bin+current/rate,100.0
B4_entries_per_eventno_z,0.004658176055572378,62,S02h ML bin+current/rate,100.0
B4_selected_multiplicity_per_event_z,-0.011666616591903078,62,S02h ML bin+current/rate,100.0
B4_downstream_allhit_fraction_z,0.12096215328425447,62,S02h ML bin+current/rate,100.0
B6_current_nA_z,0.0,62,S02h ML bin+current/rate,100.0
B6_trigger_entry_density_z,0.010881929880312642,62,S02h ML bin+current/rate,100.0
B6_entries_per_eventno_z,0.010881929880312549,62,S02h ML bin+current/rate,100.0
B6_selected_multiplicity_per_event_z,-0.04407038083285613,62,S02h ML bin+current/rate,100.0
B6_downstream_allhit_fraction_z,-0.014612090781494698,62,S02h ML bin+current/rate,100.0
B8_current_nA_z,0.0,62,S02h ML bin+current/rate,100.0
B8_trigger_entry_density_z,0.0296797706713055,62,S02h ML bin+current/rate,100.0
B8_entries_per_eventno_z,0.02967977067130529,62,S02h ML bin+current/rate,100.0
B8_selected_multiplicity_per_event_z,0.0558322682486926,62,S02h ML bin+current/rate,100.0
B8_downstream_allhit_fraction_z,-0.13235515357618804,62,S02h ML bin+current/rate,100.0
intercept,0.0,63,S02h ML binned residual,10.0
B4_intercept,-2.0190932335623715,63,S02h ML binned residual,10.0
B4_log_amp,-1.269291201204714,63,S02h ML binned residual,10.0
B4_log_amp2,-0.43262231112441624,63,S02h ML binned residual,10.0
B4_inv_amp,-3.377785999805262,63,S02h ML binned residual,10.0
B4_peak_sample,0.5205315847013183,63,S02h ML binned residual,10.0
B4_area_over_amp,2.9077002760473563,63,S02h ML binned residual,10.0
B4_template_sse,0.6410192677177817,63,S02h ML binned residual,10.0
B6_intercept,-0.0718922780486803,63,S02h ML binned residual,10.0
B6_log_amp,-0.08869751178419066,63,S02h ML binned residual,10.0
B6_log_amp2,-0.03867527425587772,63,S02h ML binned residual,10.0
B6_inv_amp,1.1657728719720666,63,S02h ML binned residual,10.0
B6_peak_sample,-0.6577230783148967,63,S02h ML binned residual,10.0
B6_area_over_amp,-0.12590006570512927,63,S02h ML binned residual,10.0
B6_template_sse,0.42412699317153424,63,S02h ML binned residual,10.0
B8_intercept,2.090985511630432,63,S02h ML binned residual,10.0
B8_log_amp,0.6508181863135862,63,S02h ML binned residual,10.0
B8_log_amp2,-1.0501243677615018,63,S02h ML binned residual,10.0
B8_inv_amp,0.46227661054165037,63,S02h ML binned residual,10.0
B8_peak_sample,-0.6752829874954445,63,S02h ML binned residual,10.0
B8_area_over_amp,-1.8210724041044763,63,S02h ML binned residual,10.0
B8_template_sse,0.04011186705129468,63,S02h ML binned residual,10.0
bin_0,-0.1022488737093332,63,S02h ML binned residual,10.0
bin_1,0.403259868888711,63,S02h ML binned residual,10.0
bin_2,0.073631450665424,63,S02h ML binned residual,10.0
bin_3,-0.37446563009422856,63,S02h ML binned residual,10.0
bin_missing,0.0,63,S02h ML binned residual,10.0
intercept,0.0,63,S02h ML bin-dropout,1.0
B4_intercept,-3.5100712307222475,63,S02h ML bin-dropout,1.0
B4_log_amp,-4.40333622255914,63,S02h ML bin-dropout,1.0
B4_log_amp2,-5.928213393930826,63,S02h ML bin-dropout,1.0
B4_inv_amp,-4.924671336294641,63,S02h ML bin-dropout,1.0
B4_peak_sample,0.4974003714380702,63,S02h ML bin-dropout,1.0
B4_area_over_amp,2.9176836571578137,63,S02h ML bin-dropout,1.0
B4_template_sse,0.6450155468507494,63,S02h ML bin-dropout,1.0
B6_intercept,-0.039262668513559806,63,S02h ML bin-dropout,1.0
B6_log_amp,-2.9225747564385274,63,S02h ML bin-dropout,1.0
B6_log_amp2,-6.262811246892678,63,S02h ML bin-dropout,1.0
B6_inv_amp,-0.5723443150784928,63,S02h ML bin-dropout,1.0
B6_peak_sample,-0.6901803885300908,63,S02h ML bin-dropout,1.0
B6_area_over_amp,-0.9592375261494894,63,S02h ML bin-dropout,1.0
B6_template_sse,0.21815590096441353,63,S02h ML bin-dropout,1.0
B8_intercept,3.549333899521526,63,S02h ML bin-dropout,1.0
B8_log_amp,-2.5841434735468436,63,S02h ML bin-dropout,1.0
B8_log_amp2,-9.77967677718065,63,S02h ML bin-dropout,1.0
B8_inv_amp,-1.574466364172491,63,S02h ML bin-dropout,1.0
B8_peak_sample,-0.5019827767034616,63,S02h ML bin-dropout,1.0
B8_area_over_amp,-1.2524763768436193,63,S02h ML bin-dropout,1.0
B8_template_sse,0.13770848497208632,63,S02h ML bin-dropout,1.0
intercept,0.0,63,S02h ML shuffled-bin,0.1
B4_intercept,-4.904628608544528,63,S02h ML shuffled-bin,0.1
B4_log_amp,-4.260968790914218,63,S02h ML shuffled-bin,0.1
B4_log_amp2,-7.012236059974852,63,S02h ML shuffled-bin,0.1
B4_inv_amp,-5.165763374195979,63,S02h ML shuffled-bin,0.1
B4_peak_sample,0.4921787017888621,63,S02h ML shuffled-bin,0.1
B4_area_over_amp,2.9843470524737747,63,S02h ML shuffled-bin,0.1
B4_template_sse,0.6785073772975052,63,S02h ML shuffled-bin,0.1
B6_intercept,1.1616795221059915,63,S02h ML shuffled-bin,0.1
B6_log_amp,-4.05332626531953,63,S02h ML shuffled-bin,0.1
B6_log_amp2,-8.477469818588496,63,S02h ML shuffled-bin,0.1
B6_inv_amp,-1.1955150109595245,63,S02h ML shuffled-bin,0.1
