run,stack,file,sha256,entries,branches,trigger_summary,trigger_mode,beam_state,nonbeam_trigger_entries,mirror
58,A,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,34178,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:34178,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
58,B,data/root/root/hrdb_run_0058.root,d2324f6ffa4c05b387c18ff8b48b8589592a1bb9e30d9b3c67d7f5f3f1fe39a1,34141,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:34141,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
59,A,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,42314,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:42314,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
59,B,data/root/root/hrdb_run_0059.root,64fced477c9c45f9726cde0d466c15a6d776b8bb1b22a0043510dc73c884ae0e,42303,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:42303,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
60,A,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,36089,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:36089,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
60,B,data/root/root/hrdb_run_0060.root,f466b5af260d9fadba426280f6313bac1381c1441c569c7094a8a9d61373030d,36074,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:36074,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
61,A,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,36550,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:36550,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
61,B,data/root/root/hrdb_run_0061.root,c57d1f18f79f11fb0d3a0bbbf42f978cff1ec704dc08337c600c17354099d61d,36535,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:36535,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
62,A,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,37589,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37589,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
62,B,data/root/root/hrdb_run_0062.root,2530c56acb462473c6b5c316c0689491ec044f01a8c623624eebafbd271fdfbe,37584,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37584,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
63,A,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,37040,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37040,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
63,B,data/root/root/hrdb_run_0063.root,3fd42501e2c53a914b535616bc7bb7b8fb5554cd4f46d890023db6877a720a53,37030,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37030,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
64,A,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,35985,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:35985,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
64,B,data/root/root/hrdb_run_0064.root,e6661362dc89d934f42d1fa177bcb99e9c89e294b2f157a09ec1df4e50c89252,35943,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:35943,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
65,A,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,38429,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:38429,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
65,B,data/root/root/hrdb_run_0065.root,fd443fd416e8e64b25f4358754c1cc7042a8c3b61c5a13fd82276873807e07bb,38424,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:38424,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
