method,current_stratum,saturation_bin,amp_bin_label,peak_phase_bin,q_proxy_bin,n,n_runs,q_delta,tail_delta,live10_delta_ns,live20_delta_ns,timing_delta_ns,secondary_error_delta,action_label,reason
control_gated_cnn_gbt_ensemble,high_20nA,saturated_proxy,a6800_10000,nominal,q_high,19,6,-0.04156513092318556,-0.05865820994985249,-5.7894736842105265,-5.7894736842105265,-1.6442498225188487,-0.04059778497812126,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,saturated_proxy,a6800_10000,nominal,q_low,3,3,-0.00787040401323169,-0.011208335403352976,-10.0,-10.0,1.8203849598525517,0.007814294713263151,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,saturated_proxy,a6800_10000,nominal,q_mid,67,12,-0.006442403978454741,-0.009180081982758657,-10.0,-10.0,1.6612722175976995,0.004506851476068312,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,high_20nA,saturated_proxy,a6800_10000,very_late,q_high,5,3,-0.0779587938939156,-0.1128075366068368,-10.0,-10.0,0.8528955200391275,-0.014349507103708114,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,saturated_proxy,a6800_10000,very_late,q_mid,2,2,-0.02191244810819626,-0.04746729135513306,-5.0,-5.0,1.888767998634775,0.01400139173788531,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,late,q_mid,2,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1500_2200,early,q_low,35,12,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1500_2200,late,q_mid,3,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,early,q_high,39,11,-0.00858381703400459,-0.0036393219138508483,-2.5641025641025643,-1.794871794871795,0.16578187774387088,-0.0018392737173233704,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,early,q_low,5,4,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,late,q_mid,29,11,0.00841087039684917,0.01211880502244536,7.586206896551724,16.896551724137932,0.4104613006488038,0.021363016388610885,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,very_late,q_low,183,12,-0.06223946486774474,-0.19532297378762814,3.879781420765027,27.650273224043715,0.11977027193622784,0.0301226075412039,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,early,q_high,16,10,-0.02473078080220148,-0.0237998328386591,-0.625,-5.0,0.0967476134027287,-0.02204384415085374,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,late,q_low,1,1,-0.010019651614129543,-0.013591523874889721,0.0,0.0,0.27300542926300686,-0.012903870136465045,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,nominal,q_mid,30,10,0.001983711189206909,0.0026529297614708925,-0.6666666666666666,0.6666666666666666,0.31685355344938454,0.0160729352389708,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,late,q_high,11,9,-0.01558400696531974,-0.02282298728665777,-3.6363636363636362,-3.6363636363636362,0.11054330813579276,-0.005691647895820074,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,nominal,q_high,21,11,-0.013070876776639904,-0.019652769340710616,2.857142857142857,1.9047619047619047,0.058343583592236826,0.0012707688024512392,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,nominal,q_low,40,12,-0.002780589527067016,-0.0039972883687975505,-10.0,-10.0,0.21262844128105396,-0.012292672863257888,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,very_late,q_high,9,7,-0.012902910372619833,-0.023126276223031067,-8.88888888888889,-8.88888888888889,0.1317850937737111,-0.002338026240755834,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,very_late,q_mid,28,8,-0.021189145107564967,-0.03775860469137866,-10.0,-8.214285714285714,0.2548012675275172,-0.03775048600123943,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a4700_6800,late,q_low,26,2,0.006800493158029216,0.00892368999867763,-10.0,-10.0,2.9295857469064117,-0.015247500684325548,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a4700_6800,late,q_mid,4,2,0.0011232957225658152,0.0016366657490531592,-10.0,-10.0,1.7375472200070519,-0.0105674150329245,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a4700_6800,nominal,q_low,19,2,0.001052138237023132,0.00026670962637453764,-10.0,-10.0,2.2603518290917357,-0.013990017566713808,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a4700_6800,nominal,q_mid,1,1,-0.0013313819380367511,-0.0016161234428485232,-10.0,-10.0,0.916543941261847,0.003350588136892929,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,late,q_high,11,2,-0.07481166339892754,-0.108188682884881,-10.0,-10.0,2.7975058716880223,-0.036416394132391984,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,late,q_low,18,2,-0.0022170435077224684,-0.004349731503098401,-10.0,-10.0,2.792151252739137,0.0008494808483908742,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,late,q_mid,7,2,0.0007858109981322489,0.00017391841907005701,-10.0,-10.0,3.2971303753599144,0.00026801488637305727,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,nominal,q_high,1,1,-0.07070634996189791,-0.10110254585742952,-10.0,-10.0,0.9312477701219946,-0.023174130823832323,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,nominal,q_low,18,2,-0.0033310135960384134,-0.006112728802556241,-10.0,-10.0,2.737635577939927,0.0011959965252267895,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,nominal,q_mid,1,1,0.009442385286092758,0.012530043864479432,10.0,10.0,1.0939494829791174,-0.005173443297816022,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,boundary,a6800_10000,very_late,q_high,1,1,-0.06937650591135025,-0.10157541795210404,-10.0,-10.0,0.30542163973413583,-0.05075941343148463,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,saturated_proxy,a6800_10000,late,q_high,5,2,-0.04687612810555627,-0.07274987471826148,-4.0,-4.0,1.5499332888602009,-0.08365589912500197,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,saturated_proxy,a6800_10000,late,q_mid,32,2,0.012404083791539854,0.015806223048264546,-5.0,-5.0,2.6419174618991663,0.04442076683398709,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,saturated_proxy,a6800_10000,nominal,q_high,4,2,-0.024043308461413667,-0.03776515399416288,-2.5,-2.5,-1.6886974118875497,-0.08007841655194622,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,saturated_proxy,a6800_10000,nominal,q_mid,13,2,0.006138671801648865,0.005918387972857229,-5.384615384615385,-5.384615384615385,2.364235825649052,0.040259401806706854,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,early,q_high,9,2,-0.0014949689308802288,0.0062378614376752805,-1.1111111111111112,-1.1111111111111112,0.074203599283609,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,early,q_low,7,2,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,late,q_high,44,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,nominal,q_high,1,1,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,very_late,q_high,16,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,very_late,q_low,3,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1000_1500,very_late,q_mid,5,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,early,q_high,6,2,-0.005217588196198146,-0.0029206719153966657,0.0,-1.6666666666666667,0.004918669907314488,-0.006267654216346429,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,early,q_low,1,1,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,nominal,q_high,4,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,very_late,q_high,12,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,very_late,q_low,7,1,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,very_late,q_mid,14,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,early,q_high,2,1,-0.006724056787788868,0.00024124750724205564,0.0,-5.0,0.04545213740819953,-0.001206209245449008,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,late,q_mid,2,2,0.016953981074038893,0.023652267472987827,5.0,20.0,0.11718066254268411,0.028125421224445987,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,nominal,q_high,5,2,0.01094720856670071,0.01604597717523575,2.0,24.0,0.027785550783235635,0.010096557715713047,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,very_late,q_high,16,2,0.02139608705146398,0.029561362478698634,-0.625,21.25,1.4193907332885107,0.034055430721247115,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,very_late,q_low,7,2,-0.14393188754717512,-0.3052832126617432,4.285714285714286,25.714285714285715,0.5808229261919147,0.0756777100822817,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a2200_3200,very_late,q_mid,14,2,0.03447452118919102,0.05822414949840044,2.142857142857143,22.857142857142858,1.628728178959195,0.0498917805306622,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,early,q_high,1,1,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,late,q_mid,11,2,0.013904090599719693,0.01964715435413372,-10.0,0.0,1.3718457148237064,-0.00969243550731353,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,nominal,q_high,19,2,0.015646502214135032,0.019951695686284146,-1.5789473684210527,0.0,1.376539542866997,0.004990431124815583,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,nominal,q_mid,1,1,0.0035317855722763955,0.0036097317934036246,-10.0,0.0,0.9329818261188505,-0.009621928209551905,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,very_late,q_high,6,2,0.024190770149724483,0.035513210601427335,-10.0,0.0,2.14081899448206,-0.0013705511752189435,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,very_late,q_low,6,2,-0.15896669195757976,-0.1722163234438215,-10.0,0.0,2.1793729008777043,0.01213044071303071,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a3200_4700,very_late,q_mid,2,1,0.0032958388328552246,0.0019165022032601592,-10.0,0.0,3.1505699983366298,-0.012250097742646016,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,early,q_high,1,1,-0.08106322586536407,-0.08673552824900702,-10.0,-10.0,0.3702779987724458,-0.08087387993763806,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,late,q_low,10,2,0.004722513444721699,0.005699383484368974,-10.0,-10.0,3.125426642815892,-0.010790798368440848,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,late,q_mid,27,2,0.007901523842834093,0.010873668747468026,-10.0,-10.0,2.6018022945507613,-0.00795163999406572,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,nominal,q_low,10,2,0.002460467946880004,0.0020787138181428116,-10.0,-10.0,2.6061802852664604,-0.011031964432035694,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,nominal,q_mid,16,2,0.006848960163016968,0.008303249775706671,-6.25,-7.5,2.4608063129205506,0.0028593284081238086,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a4700_6800,very_late,q_low,2,1,-0.16220786174138385,-0.812664657831192,-10.0,-10.0,6.00751035327131,-0.006870894712014269,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,late,q_high,8,3,0.002270906396648463,0.003029326072488075,5.0,5.0,0.9449464707711147,0.014195524677426862,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,late,q_low,166,7,-0.009851977864367029,-0.014735440941484644,-10.0,-10.0,1.054486502848076,-0.02493832336290055,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,late,q_mid,15,7,-0.0072785027566201555,-0.010716157129617652,-10.0,-10.0,1.3586126812916797,-0.01596628701065651,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,nominal,q_high,10,5,0.005945505010073676,0.008250108203635767,10.0,10.0,0.5280987411648388,-0.006119773009458979,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,nominal,q_low,14,6,-0.004435304411444343,-0.006513522937893867,-10.0,-10.0,0.7658242736777544,-0.009073407777622253,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,nominal,q_mid,13,5,0.007435236275786054,0.00962386038374795,6.923076923076923,6.923076923076923,1.041569694068215,0.011850367572478196,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,very_late,q_high,10,6,-0.005395568084775229,-0.007669562830791603,-2.0,-2.0,1.1533656188591972,0.01432377785448478,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a4700_6800,very_late,q_low,26,6,-0.017307509500851904,-0.028662548080468787,-10.0,-10.0,1.100768992447105,-0.02460371999541148,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,early,q_high,1,1,-0.00017248882966882512,0.03084655220691974,10.0,10.0,0.3844946597654353,0.06126656417446699,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,late,q_high,6,3,-0.046781708650729247,-0.06773790869957362,-3.3333333333333335,-3.3333333333333335,0.940726912285604,-0.009079084869568174,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,late,q_low,202,7,-0.010842574593399339,-0.01611335840732297,-9.603960396039604,-9.603960396039604,0.8870805239190691,-0.010752811392305417,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,late,q_mid,37,7,-0.01023606133292403,-0.015184605556839956,-10.0,-10.0,0.9734446662228675,-0.012496350262778382,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,nominal,q_high,11,5,0.0043050077629280615,0.004919707091277709,8.181818181818182,8.181818181818182,0.056634844721849896,-0.00448962075845411,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,nominal,q_low,8,3,-0.006540631183751804,-0.009570399962478514,-10.0,-10.0,0.6441436387432214,-0.0028083463184098954,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,nominal,q_mid,3,2,0.007509322206982795,0.009920663880900694,10.0,10.0,1.2384849674027858,0.005545651936929426,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,very_late,q_high,11,5,-0.060647672192988764,-0.09114964045736448,-8.181818181818182,-8.181818181818182,0.645727138814055,-0.016340092130414822,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,very_late,q_low,22,6,0.0031651603951551727,0.013424201812017896,-7.7272727272727275,-8.181818181818182,1.1717042162890032,0.006910964854381182,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,boundary,a6800_10000,very_late,q_mid,2,2,-0.001671160389850667,-0.0006478362613254185,-10.0,-10.0,1.0368839089703674,0.020872074987447434,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a10000_15000,early,q_high,1,1,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a10000_15000,nominal,q_high,5,3,0.003671345815939059,-0.013600628845619434,-10.0,-10.0,1.368356031445023,0.042739149806943225,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,early,q_low,1,1,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,late,q_high,41,7,-0.049946281570800465,-0.07292390477241181,-9.024390243902438,-9.024390243902438,0.23665915235241616,-0.03814281774201887,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,late,q_low,7,3,-0.007170962490642271,-0.01093628187764646,-10.0,-10.0,1.7594104938985453,0.0015907051736502745,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,late,q_mid,108,7,-0.006927488963156886,-0.010646830198452228,-10.0,-10.0,1.9009412617742856,0.00034570932937931715,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,nominal,q_high,13,6,-0.019587446564631496,-0.028606865577091127,0.7692307692307693,0.7692307692307693,0.1935772136984572,-0.017558786500276473,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,nominal,q_mid,3,2,-0.0013223588466644287,-0.0026827291306904233,-3.3333333333333335,-3.3333333333333335,1.8843657329247836,-0.0014103044565392242,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,very_late,q_high,15,7,-0.07075976738547968,-0.10558708357088493,-10.0,-10.0,1.3793445223664877,-0.019829310506281925,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,very_late,q_low,2,2,0.08380770683288571,0.38017338514328003,-10.0,-10.0,1.9150181761655283,0.040270429597830226,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,saturated_proxy,a6800_10000,very_late,q_mid,5,3,-0.007959543193380037,-0.012227041992274198,-10.0,-10.0,1.9186346796341134,0.007816957994396806,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a1000_1500,late,q_mid,3,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a1000_1500,very_late,q_low,43,7,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a1500_2200,early,q_low,2,1,,,,,,,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a1500_2200,late,q_mid,2,2,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a2200_3200,early,q_high,28,7,-0.003136309562250972,-0.00030198756728198504,-1.0714285714285714,-2.142857142857143,0.1454415703825058,0.0017232520701943716,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a2200_3200,late,q_mid,11,7,0.008209329873859656,0.011916199207983235,5.454545454545454,23.636363636363637,0.6613821608455541,0.025134579467787563,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a2200_3200,very_late,q_low,30,7,0.011876623407758857,0.0501942757765452,4.666666666666667,24.666666666666668,0.2081156428210901,0.046073290106911115,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a3200_4700,early,q_high,8,4,-0.008253091014921665,-0.006905722718399305,-3.75,-1.25,0.17729330207669036,-0.0028913135949514644,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a3200_4700,nominal,q_mid,12,7,-0.0014363239501036847,-0.0009221291870006122,1.6666666666666667,1.6666666666666667,0.31230944402200794,0.027250662908112913,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,early,q_high,2,1,-0.039882592856884,-0.04276534227224496,-5.0,-10.0,0.28612646923636076,-0.036304681428876204,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,late,q_high,10,5,-0.0013853854444973608,-0.0017108881950274215,-4.0,-4.0,0.44414360727673596,0.005228009590639996,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,late,q_low,123,7,-0.0047596188771340826,-0.0073577853337748935,-10.0,-10.0,0.5716804053560249,-0.030259053264520764,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,late,q_mid,276,7,-0.002443989643426922,-0.0040443666524723745,-10.0,-10.0,0.6108519575869006,-0.022645250617958985,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,nominal,q_high,18,7,0.0029102185077575665,0.0050867759049511895,7.777777777777778,6.666666666666667,0.3192902966782363,0.01996917598937063,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,nominal,q_low,6,5,-0.0020330708985235174,-0.0032448110998504697,-10.0,-10.0,0.6114743412906343,-0.012485491718466163,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,very_late,q_high,10,6,0.010823245424078125,0.016040274038876128,-6.0,-6.0,0.4236903856312959,0.011887389983949309,diagnostic_only,low_support
control_gated_cnn_gbt_ensemble,sample_ii,unsaturated,a4700_6800,very_late,q_mid,62,7,-0.006520991762112911,-0.01104274013990997,-10.0,-10.0,0.7007349150287534,-0.03624138625565155,diagnostic_only,reconstruction_gain_control_failure
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,early,q_high,187,12,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,early,q_low,130,12,,,,,,,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,very_late,q_high,190,12,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,very_late,q_low,164,12,-0.003377891168361757,0.0,0.0,0.0,0.001417956297528137,0.00010416425237620772,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1000_1500,very_late,q_mid,180,12,-0.0034563737445407446,0.0,0.0,-0.05555555555555555,-0.0006414455147071655,-4.630832655504797e-05,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1500_2200,very_late,q_high,152,12,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1500_2200,very_late,q_low,148,12,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a1500_2200,very_late,q_mid,266,12,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,late,q_high,357,12,0.005378467083218119,0.0075401655466737156,3.669467787114846,23.277310924369747,0.3965172127821881,0.019319157878690933,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,nominal,q_high,104,12,0.0018591084317367403,0.00436135630926514,2.019230769230769,8.653846153846153,0.49640992741597184,-0.0029990516283757776,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,very_late,q_high,166,12,0.011272301285114942,0.016642746337753544,4.036144578313253,19.93975903614458,0.4617158667404266,0.01655784305300515,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a2200_3200,very_late,q_mid,394,12,0.020369957182358452,0.03586892734952666,4.2639593908629445,26.091370558375633,0.5172853496966551,0.03324573073953389,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,late,q_high,411,12,0.007212998519369143,0.01020203707250225,-5.839416058394161,-1.9708029197080292,0.32516469238767887,-0.007346685929139684,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,late,q_mid,198,12,0.006944361242328624,0.009866619667960236,-5.707070707070707,-0.9090909090909091,0.24576785223518555,-0.0030608062325598504,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,nominal,q_high,134,12,0.004782196852649195,0.006405019325906695,0.5970149253731343,-0.8955223880597015,0.26834653987304813,0.010594647849695295,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a3200_4700,very_late,q_high,111,12,0.0029464861771232678,0.002939549878883036,-8.558558558558559,-4.414414414414415,0.44783153332927955,-0.030638297474906147,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,high_20nA,unsaturated,a4700_6800,nominal,q_mid,88,12,0.0014131928857585247,0.0015591239329538196,-6.136363636363637,-5.568181818181818,0.21765545919767096,0.010108179586695212,veto,no_tail_reconstruction_gain
control_gated_cnn_gbt_ensemble,low_2nA,unsaturated,a1500_2200,late,q_high,47,2,0.0,0.0,0.0,0.0,0.0,0.0,veto,no_tail_reconstruction_gain
