method,sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,delta_ci_low,delta_ci_high,n_events,n_pair_residuals,full_rms_ns,target_variant,diagnosis_family,feature_family,variant_seed,heldout_run
traditional_same_event_permute,3.2627670336142156,2.8299602460116144,3.6233883038610193,-0.0019899025258438563,-0.1854522210183771,0.1490678806292625,64,192,4.097782181418256,traditional_same_event_permute,same-event target algebra,traditional,186441226,57
ml_ae_same_event_permute,3.300407970629633,2.877635579024918,3.647686141889253,0.03565103448957352,-0.07338327514845863,0.14817325147921914,64,192,4.104694851870581,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441226,57
traditional_same_event_permute,3.211601939022243,2.7596667467671785,3.5760168358933244,-0.05315499711781646,-0.17298458211142592,0.10249480440392998,64,192,3.995890129967675,traditional_same_event_permute,same-event target algebra,traditional,186441323,57
ml_ae_same_event_permute,3.2584636600390064,2.789529691380274,3.5534422557523264,-0.006293276101053014,-0.08922862746798992,0.05004743436881149,64,192,4.022326344014652,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441323,57
traditional_same_event_permute,3.4426480087709415,2.9727776265296315,3.7008493774740465,0.177891072630882,-0.015407653222849904,0.30525063629437366,64,192,4.2283232870535565,traditional_same_event_permute,same-event target algebra,traditional,186441420,57
ml_ae_same_event_permute,3.378268289219588,2.969375859434429,3.7149666220974176,0.11351135307952864,0.022900171181710283,0.25676885231211777,64,192,4.1780023693182455,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441420,57
traditional_same_event_permute,3.205238629319072,2.7199716426849,3.4996080423878007,-0.059518306820987465,-0.26999711902873214,0.06991540060291006,64,192,3.9738009981022553,traditional_same_event_permute,same-event target algebra,traditional,186441517,57
ml_ae_same_event_permute,3.2051776198372215,2.763898639488509,3.5569393074208047,-0.05957931630283797,-0.15212284628085965,0.03329300190258283,64,192,3.9743612297884927,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441517,57
traditional_same_event_permute,3.1688194930180886,2.7046746519637512,3.4993153920027593,-0.09593744312197083,-0.2795576294430662,0.07982882775702753,64,192,3.9215884966985195,traditional_same_event_permute,same-event target algebra,traditional,186441614,57
ml_ae_same_event_permute,3.1873770885914547,2.7415690192469455,3.5104618084393406,-0.07737984754860472,-0.14626370778073958,-0.0359988447106442,64,192,3.92501203314334,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441614,57
traditional_same_event_permute,3.1817649392783656,2.760634501509367,3.5123720064726696,-0.0829919968616939,-0.1855240191939175,0.06449470416484805,64,192,3.869528966926523,traditional_same_event_permute,same-event target algebra,traditional,186441711,57
ml_ae_same_event_permute,3.1435852667667703,2.7197814551666433,3.6010292808188695,-0.12117166937328916,-0.18927950662372572,0.02428643546758937,64,192,3.8861749640276924,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441711,57
traditional_same_event_permute,3.2874482693709433,2.7490441996292154,3.6118156749173047,0.022691333230883792,-0.12955297663033064,0.152533343453326,64,192,4.009799818786431,traditional_same_event_permute,same-event target algebra,traditional,186441808,57
ml_ae_same_event_permute,3.25111078136414,2.7971492001560425,3.5961178872950788,-0.013646154775919683,-0.08023597062565367,0.1148071613207462,64,192,4.00885231251664,ml_ae_same_event_permute,same-event target algebra,ml_ae,186441808,57
traditional_same_event_sign_flip,3.152675707340235,2.724068296839957,3.4615664032339155,-0.1120812287998243,-0.30273968506157173,0.07408651609184787,64,192,3.9655732157187167,traditional_same_event_sign_flip,same-event target algebra,traditional,186441228,57
ml_ae_same_event_sign_flip,3.276860763177276,2.81017845226918,3.552002378836255,0.012103827037216686,-0.08396496472106595,0.0974426331657,64,192,3.976258097100133,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441228,57
traditional_same_event_sign_flip,3.159367485512341,2.749891691260782,3.5715114737283407,-0.10538945062771843,-0.21228511375607714,0.04764392737020568,64,192,3.932638944442201,traditional_same_event_sign_flip,same-event target algebra,traditional,186441325,57
ml_ae_same_event_sign_flip,3.1501277916207915,2.7136517523429413,3.5118202643687746,-0.11462914451926798,-0.17906508175283925,-0.0046666714007150235,64,192,3.9424621161760007,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441325,57
traditional_same_event_sign_flip,3.4372008196264456,2.9506890541221886,3.7246204917112484,0.17244388348638617,0.039448178081474126,0.33832720463262506,64,192,4.144689608646681,traditional_same_event_sign_flip,same-event target algebra,traditional,186441422,57
ml_ae_same_event_sign_flip,3.4250224993753435,2.9349596931948327,3.790195479402785,0.16026556323528407,0.07851153565198198,0.2867084692584272,64,192,4.144675398222893,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441422,57
traditional_same_event_sign_flip,3.2089017320498794,2.7950635865400644,3.6357378817709964,-0.05585520409018008,-0.13341627108195744,0.12228539702541125,64,192,4.059455102291237,traditional_same_event_sign_flip,same-event target algebra,traditional,186441519,57
ml_ae_same_event_sign_flip,3.2552026779182985,2.7568190497457308,3.6322068203135824,-0.009554258221760925,-0.10934692427330997,0.10658517616293296,64,192,4.053942256810557,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441519,57
traditional_same_event_sign_flip,3.1832031846117963,2.7439213953243473,3.5256041187737104,-0.08155375152826316,-0.22616229327302145,0.08908732198893661,64,192,3.866294024916085,traditional_same_event_sign_flip,same-event target algebra,traditional,186441616,57
ml_ae_same_event_sign_flip,3.1343953064903602,2.7040375107479044,3.5165547942714674,-0.13036162964969922,-0.21706535996946882,0.03752630588811326,64,192,3.8325496316507417,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441616,57
traditional_same_event_sign_flip,3.1643187697231747,2.835397991377394,3.6021073076315204,-0.10043816641688474,-0.26438113105734073,0.15163956505919807,64,192,4.037921852899592,traditional_same_event_sign_flip,same-event target algebra,traditional,186441713,57
ml_ae_same_event_sign_flip,3.182877374410328,2.7619075385071343,3.4833841647082107,-0.08187956172973143,-0.18954931347491283,0.07046955562224853,64,192,3.995949818404002,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441713,57
traditional_same_event_sign_flip,3.3439336566142726,2.7949769529546002,3.6900662316951864,0.07917672047421309,-0.10899375448914989,0.2482123040782234,64,192,4.016782147035444,traditional_same_event_sign_flip,same-event target algebra,traditional,186441810,57
ml_ae_same_event_sign_flip,3.2901547651927174,2.85170574616763,3.741246968976673,0.025397829052657972,-0.017102857879363005,0.15315129946591854,64,192,4.033322765961213,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441810,57
traditional_per_run_stave_shuffle,2.1048483874836745,1.8520053240580652,2.356375358478927,-1.159908548656385,-1.6456992187240935,-0.4795090153434256,64,192,2.7129340362881256,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441229,57
ml_ae_per_run_stave_shuffle,2.0875904937274754,1.8311887612747024,2.371764440216309,-1.177166442412584,-1.6872935240943743,-0.533417130618705,64,192,2.700262827478388,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441229,57
traditional_per_run_stave_shuffle,2.098717556297779,1.846142789055492,2.3301997011937194,-1.1660393798422803,-1.6699562335858387,-0.5625275451761008,64,192,2.705494973905612,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441326,57
ml_ae_per_run_stave_shuffle,2.0866964758069813,1.8151175562217807,2.3248283187806438,-1.1780604603330782,-1.6866035145811697,-0.5356051606353828,64,192,2.7030115316083765,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441326,57
traditional_per_run_stave_shuffle,2.076724237799646,1.7872318554222584,2.3397629099165105,-1.1880326983404133,-1.680541601915481,-0.528740692712543,64,192,2.712164020844941,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441423,57
ml_ae_per_run_stave_shuffle,2.154151112485677,1.8563279519534688,2.3200908827518973,-1.1106058236543825,-1.5918198348683972,-0.5406989450007683,64,192,2.7378096258580866,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441423,57
traditional_per_run_stave_shuffle,2.0449891490864753,1.7847281852017056,2.293948504261017,-1.2197677870535841,-1.6879714858427628,-0.5498568959132989,64,192,2.689744393306269,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441520,57
ml_ae_per_run_stave_shuffle,2.0508372644145787,1.7730144630445226,2.287972107022434,-1.2139196717254808,-1.6890771131240683,-0.5596766480539115,64,192,2.6772981653229495,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441520,57
traditional_per_run_stave_shuffle,2.113043793626128,1.8352343684810348,2.3368985391667945,-1.1517131425139313,-1.7413640091833535,-0.5168330773835277,64,192,2.7215400289118024,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441617,57
ml_ae_per_run_stave_shuffle,2.138719537630377,1.8607939636532316,2.319900650354266,-1.1260373985096823,-1.723108822786249,-0.4785445948231915,64,192,2.7214328925329423,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441617,57
traditional_per_run_stave_shuffle,2.0930625587751353,1.8526753601133732,2.347883165596335,-1.1716943773649242,-1.7071458171447658,-0.5426817861424093,64,192,2.717587460563321,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441714,57
ml_ae_per_run_stave_shuffle,2.0962465915155417,1.8456180179225259,2.3740297630483296,-1.1685103446245177,-1.7367974816965737,-0.5242725379320987,64,192,2.704533676978201,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441714,57
traditional_per_run_stave_shuffle,2.0422083499956116,1.8265572153067442,2.321068863271096,-1.2225485861444478,-1.6796474762784204,-0.570643944528519,64,192,2.6928360819969632,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441811,57
ml_ae_per_run_stave_shuffle,2.0797359362316152,1.834122416064143,2.3182905888609593,-1.1850209999084442,-1.691679657463248,-0.6318196518568369,64,192,2.6959166386838564,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441811,57
traditional_per_run_stave_amp_shuffle,2.0326258537846815,1.7950792297210485,2.2463508830030277,-1.232131082355378,-1.716147701851271,-0.6734315049747241,64,192,2.6266682444249736,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441233,57
ml_ae_per_run_stave_amp_shuffle,1.9869027659666556,1.7690236663252095,2.241571303237677,-1.2778541701734039,-1.7476902830431318,-0.6800550799132389,64,192,2.5898566257547224,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441233,57
traditional_per_run_stave_amp_shuffle,2.0234136960580935,1.793093054495755,2.264272664830747,-1.241343240081966,-1.741709983865724,-0.6733314564150519,64,192,2.6288797478631762,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441330,57
ml_ae_per_run_stave_amp_shuffle,2.023135082044009,1.7736695548988057,2.2627247117438363,-1.2416218540960506,-1.7652951507510475,-0.6558658908930388,64,192,2.6088521249966115,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441330,57
traditional_per_run_stave_amp_shuffle,2.048242678344248,1.8070121471553013,2.2557790091468037,-1.2165142577958115,-1.7883330504244013,-0.5827369786421599,64,192,2.637652716386227,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441427,57
ml_ae_per_run_stave_amp_shuffle,2.041265621997719,1.779888842005284,2.2901398956181533,-1.2234913141423402,-1.7984711288578858,-0.5598202691205582,64,192,2.615046813625242,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441427,57
traditional_per_run_stave_amp_shuffle,2.0021009292078062,1.7728272960339708,2.2528950896735185,-1.2626560069322532,-1.7131793140911382,-0.6614758018887422,64,192,2.6166439746860837,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441524,57
ml_ae_per_run_stave_amp_shuffle,2.016394541754725,1.769310611452162,2.2453948115860234,-1.2483623943853344,-1.723504179589741,-0.6080220153293462,64,192,2.5987489386991536,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441524,57
traditional_per_run_stave_amp_shuffle,1.9908244483548425,1.7686207845580615,2.199772015053155,-1.273932487785217,-1.786655862025915,-0.6073001247309765,64,192,2.620619054886998,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441621,57
ml_ae_per_run_stave_amp_shuffle,1.9946387419173133,1.7568275217781884,2.2575265802300426,-1.2701181942227462,-1.7872496123160138,-0.5774067029942317,64,192,2.6069810300073986,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441621,57
traditional_per_run_stave_amp_shuffle,2.0326876717805864,1.755153939604759,2.2434877453774207,-1.232069264359473,-1.7377517738039574,-0.6403656447224118,64,192,2.6172666320247915,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441718,57
ml_ae_per_run_stave_amp_shuffle,2.008451911024753,1.771699631251391,2.2698039010588973,-1.2563050251153065,-1.7537161983428469,-0.6100161758040131,64,192,2.6130691198529727,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441718,57
traditional_per_run_stave_amp_shuffle,2.0635759473961603,1.7994345264395777,2.2838691412133096,-1.2011809887438991,-1.686684975281635,-0.5937251018782121,64,192,2.615475716888798,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441815,57
ml_ae_per_run_stave_amp_shuffle,1.962120346866849,1.726057551304811,2.2728973196923725,-1.3026365892732104,-1.7825752989346941,-0.5898026424874702,64,192,2.574371629518353,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441815,57
traditional_train_run_stave_mean,2.1002240125465392,1.8268172220736751,2.3094967128962307,-1.1645329235935202,-1.6974029439217322,-0.4908944178598916,64,192,2.7036370372506213,traditional_train_run_stave_mean,train-run-only target,traditional,186441228,57
ml_ae_train_run_stave_mean,2.0964932701618957,1.829558623462917,2.316867385506635,-1.1682636659781638,-1.6971553897854834,-0.49559992319961954,64,192,2.702183154392744,ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186441228,57
CFD20,3.1468037098479296,2.9787495728254325,3.3284247753769174,0.0,0.0,0.0,210,630,6.883883817243844,CFD20,baseline,timing,-1,64
traditional_nominal,2.0043403324651705,1.8364932068507682,2.1287545249701743,-1.142463377382759,-1.4247294827852865,-0.9093757946070747,210,630,5.702641479244249,traditional_nominal,nominal,traditional,-1,64
ml_ae_nominal,1.9443527396154423,1.825384694825533,2.0360093079282198,-1.2024509702324873,-1.4496600605940935,-0.9835616202309707,210,630,5.5473206012045235,ml_ae_nominal,nominal,ml_ae,-1,64
traditional_event_block_shuffle,2.1432757902145396,2.0292978996270605,2.286388046568752,-1.00352791963339,-1.2346726855134351,-0.7339592107784028,210,630,5.807202566656882,traditional_event_block_shuffle,event/block composition,traditional,186511227,64
ml_ae_event_block_shuffle,2.1303126591444017,2.005731230258943,2.2724423018007287,-1.0164910507035279,-1.2459163228215662,-0.751305965656415,210,630,5.802129438994296,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511227,64
traditional_event_block_shuffle,2.15629325091839,1.9932349275821195,2.2816130244817594,-0.9905104589295397,-1.280740705102663,-0.7357140135974911,210,630,5.803179916966746,traditional_event_block_shuffle,event/block composition,traditional,186511324,64
ml_ae_event_block_shuffle,2.136691797094345,1.991610197654247,2.2730093538407217,-1.0101119127535845,-1.2829601202471865,-0.7436917989272627,210,630,5.809885731515658,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511324,64
traditional_event_block_shuffle,2.142391945451497,1.98412504109782,2.274379771934986,-1.0044117643964325,-1.2628175106068802,-0.7982579833110811,210,630,5.785991267207096,traditional_event_block_shuffle,event/block composition,traditional,186511421,64
ml_ae_event_block_shuffle,2.124127539843321,1.9950764460742456,2.274455742892206,-1.0226761700046088,-1.2419673325875977,-0.7805938408222479,210,630,5.796571706224837,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511421,64
traditional_event_block_shuffle,2.1052996602281966,1.993382844774544,2.2378937410276176,-1.041504049619733,-1.2659380657801622,-0.8106609088264385,210,630,5.798026245835851,traditional_event_block_shuffle,event/block composition,traditional,186511518,64
ml_ae_event_block_shuffle,2.1220377987623227,2.000454343544485,2.253392170842738,-1.0247659110856069,-1.252010643865286,-0.7886150161372714,210,630,5.7919758333740265,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511518,64
traditional_event_block_shuffle,2.1497263278198253,2.006513012968421,2.27092668797481,-0.9970773820281043,-1.2327379343365275,-0.7841273872144521,210,630,5.812828387634208,traditional_event_block_shuffle,event/block composition,traditional,186511615,64
ml_ae_event_block_shuffle,2.1266239561271676,1.9978358312289717,2.2670761130149213,-1.020179753720762,-1.2334406203635062,-0.7784998027457908,210,630,5.805135790356735,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511615,64
traditional_event_block_shuffle,2.159843770861627,1.9976075821295391,2.2696188828617334,-0.9869599389863026,-1.239093188340824,-0.7567763450755944,210,630,5.793996233324995,traditional_event_block_shuffle,event/block composition,traditional,186511712,64
ml_ae_event_block_shuffle,2.1294625774025917,1.997505014387287,2.255618986169248,-1.0173411324453379,-1.2505966499333794,-0.7756473675973746,210,630,5.797475900629129,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511712,64
traditional_event_block_shuffle,2.1498895850405098,2.002007096895695,2.279685479579571,-0.9969141248074198,-1.2284282580870387,-0.7472908870029779,210,630,5.806124224035997,traditional_event_block_shuffle,event/block composition,traditional,186511809,64
ml_ae_event_block_shuffle,2.1376804929971716,1.9843526544421923,2.263561002762496,-1.009123216850758,-1.2342622551327118,-0.7583201746489421,210,630,5.810651961397264,ml_ae_event_block_shuffle,event/block composition,ml_ae,186511809,64
traditional_row_shuffle,3.140230072064326,2.9701203316908362,3.363567617744208,-0.0065736377836036475,-0.06157690621411804,0.08338136157616637,210,630,6.873637913057358,traditional_row_shuffle,global row target distribution,traditional,186511219,64
ml_ae_row_shuffle,3.1919850320071,2.985472943918947,3.3534122174792738,0.04518132215917037,-0.03378864835493057,0.09265765845382544,210,630,6.8921228607647755,ml_ae_row_shuffle,global row target distribution,ml_ae,186511219,64
traditional_row_shuffle,3.2484682397284375,3.048168196978904,3.4140221566203968,0.10166452988050789,0.017623107598325142,0.15384588270622584,210,630,6.963659973543845,traditional_row_shuffle,global row target distribution,traditional,186511316,64
ml_ae_row_shuffle,3.2332947093695426,3.1049934945841384,3.4375359987347833,0.08649099952161299,0.052480783865650346,0.14747413527308886,210,630,6.938120627299603,ml_ae_row_shuffle,global row target distribution,ml_ae,186511316,64
traditional_row_shuffle,3.193374605026247,3.001463824307803,3.3601811825572256,0.04657089517831725,-0.027073917454864233,0.0980111552686891,210,630,6.945406282006303,traditional_row_shuffle,global row target distribution,traditional,186511413,64
ml_ae_row_shuffle,3.205855368582607,3.0203802530462855,3.3991945923883464,0.059051658734677215,0.001010585113310403,0.1155757563943969,210,630,6.9194375181227015,ml_ae_row_shuffle,global row target distribution,ml_ae,186511413,64
traditional_row_shuffle,3.047226907746791,2.8491564793402615,3.21653332002419,-0.09957680210113873,-0.16378861313176435,-0.0484541753511117,210,630,6.807782620052801,traditional_row_shuffle,global row target distribution,traditional,186511510,64
ml_ae_row_shuffle,3.032381394691765,2.855539451216865,3.237689517414137,-0.11442231515616452,-0.14248496346455092,-0.06514281355622205,210,630,6.814495784162846,ml_ae_row_shuffle,global row target distribution,ml_ae,186511510,64
traditional_row_shuffle,3.2026464907713272,3.031594367926449,3.3772196994689585,0.05584278092339767,0.00406349260080451,0.102875994811108,210,630,6.948155560384629,traditional_row_shuffle,global row target distribution,traditional,186511607,64
ml_ae_row_shuffle,3.167436463646592,3.00038316954605,3.3351322249853737,0.020632753798662584,-0.023349926049289316,0.05289164006828334,210,630,6.923685159791263,ml_ae_row_shuffle,global row target distribution,ml_ae,186511607,64
traditional_row_shuffle,3.398730175729916,3.200215499982238,3.5268676924132993,0.2519264658819864,0.16191483271713705,0.30703739856506895,210,630,6.904927811580201,traditional_row_shuffle,global row target distribution,traditional,186511704,64
ml_ae_row_shuffle,3.345846145508888,3.179936227489076,3.5148560065178662,0.19904243566095836,0.14800673135823872,0.2583579465945755,210,630,6.923022609821706,ml_ae_row_shuffle,global row target distribution,ml_ae,186511704,64
traditional_row_shuffle,3.1319718733429918,2.945684879019857,3.308654826006666,-0.014831836504937801,-0.09372608203115194,0.028704789141193027,210,630,6.795629095100963,traditional_row_shuffle,global row target distribution,traditional,186511801,64
ml_ae_row_shuffle,3.1431753289029007,2.9848240848243917,3.3741213186360266,-0.0036283809450288196,-0.03217867767640461,0.05928485659499715,210,630,6.8244543143557435,ml_ae_row_shuffle,global row target distribution,ml_ae,186511801,64
traditional_same_event_permute,3.147000427216289,2.9501079422306717,3.3292336133324056,0.00019671736835924492,-0.08215772744794277,0.06943717058934368,210,630,7.023978580867186,traditional_same_event_permute,same-event target algebra,traditional,186511226,64
ml_ae_same_event_permute,3.1874213737082493,2.9971072740275226,3.3375702853868714,0.04061766386031973,-0.06825892221927449,0.09471782603410528,210,630,7.0861939527763536,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511226,64
traditional_same_event_permute,3.0439387044179456,2.8592957078039225,3.232546769317685,-0.102865005429984,-0.1931559108067976,-0.007001219608614047,210,630,6.894469940093097,traditional_same_event_permute,same-event target algebra,traditional,186511323,64
ml_ae_same_event_permute,3.0521692397686833,2.860045090341944,3.202996170786862,-0.0946344700792463,-0.15047529518572025,-0.035969200336119694,210,630,6.827449991631583,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511323,64
traditional_same_event_permute,3.1198436970189953,2.9083388319571304,3.2825031634720307,-0.026960012828934232,-0.10366313123346234,0.04350028252759964,210,630,6.898530719726245,traditional_same_event_permute,same-event target algebra,traditional,186511420,64
ml_ae_same_event_permute,3.082328104810714,2.9130863983330793,3.2784028339351283,-0.06447560503721572,-0.12002979683403411,0.01183605999901829,210,630,6.742332791936216,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511420,64
traditional_same_event_permute,3.2614948518574227,3.054299475782037,3.4443724382612855,0.11469114200949315,0.027396558492627655,0.18347931588855484,210,630,6.975893729950574,traditional_same_event_permute,same-event target algebra,traditional,186511517,64
ml_ae_same_event_permute,3.283777214772999,3.066428055747487,3.4850536313406453,0.13697350492506954,0.06881110209626867,0.1864240793702457,210,630,7.064783985240721,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511517,64
traditional_same_event_permute,3.1518648036402452,2.995685254002269,3.322496394494341,0.005061093792315674,-0.07832446716473777,0.12222479074968264,210,630,6.900896536506623,traditional_same_event_permute,same-event target algebra,traditional,186511614,64
ml_ae_same_event_permute,3.251254484045395,3.08056711671874,3.4696303650717426,0.10445077419746562,0.07412908283604766,0.1935002750378742,210,630,7.011189644298922,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511614,64
traditional_same_event_permute,3.1183557611778387,2.953896830417216,3.302868996933103,-0.028447948670090817,-0.07974880564016926,0.029416571947137822,210,630,6.9256995362580245,traditional_same_event_permute,same-event target algebra,traditional,186511711,64
ml_ae_same_event_permute,3.141921404004096,2.97947158471688,3.3212470600162183,-0.004882305843833645,-0.06606784503302605,0.05281793380482299,210,630,6.979920203979617,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511711,64
traditional_same_event_permute,3.1252585431188304,2.895285298592597,3.3150343997001652,-0.02154516672909912,-0.11387507941058728,0.0678160735648321,210,630,6.943464916910416,traditional_same_event_permute,same-event target algebra,traditional,186511808,64
ml_ae_same_event_permute,3.1449172528088094,2.9641018744457495,3.3261173595234057,-0.0018864570391201596,-0.04782494365605285,0.07655364734027438,210,630,6.88045254784188,ml_ae_same_event_permute,same-event target algebra,ml_ae,186511808,64
traditional_same_event_sign_flip,3.2637941349744803,3.07911234442466,3.428281500490431,0.11699042512655078,0.010774207538044922,0.1869387300122967,210,630,6.875866707926622,traditional_same_event_sign_flip,same-event target algebra,traditional,186511228,64
ml_ae_same_event_sign_flip,3.2504598536211264,3.111108436252762,3.4333445980615913,0.10365614377319687,0.03994149022372063,0.15481536260652418,210,630,6.758901731929313,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511228,64
traditional_same_event_sign_flip,3.21046272341162,3.0061268751973516,3.3287643911084146,0.06365901356369053,-0.062383643703043626,0.14135157016637043,210,630,6.931028720045291,traditional_same_event_sign_flip,same-event target algebra,traditional,186511325,64
ml_ae_same_event_sign_flip,3.1670761663708094,2.974379255481394,3.3747438114525754,0.02027245652287979,-0.06429381301286748,0.074498807983424,210,630,6.995466074233918,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511325,64
traditional_same_event_sign_flip,3.136223487854002,2.9519254361588323,3.2936696370160674,-0.010580221993927719,-0.11002964257924078,0.06374917166628855,210,630,6.932438075301742,traditional_same_event_sign_flip,same-event target algebra,traditional,186511422,64
ml_ae_same_event_sign_flip,3.1874273156988626,3.0122406104986075,3.3715043774131455,0.04062360585093305,-0.021488851221792983,0.10704760347052691,210,630,7.067765584751363,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511422,64
traditional_same_event_sign_flip,3.225247437490226,3.028652240087746,3.377147530756891,0.07844372764229623,-0.037086961836301134,0.16266529679305344,210,630,7.033984463683164,traditional_same_event_sign_flip,same-event target algebra,traditional,186511519,64
ml_ae_same_event_sign_flip,3.3065310919526225,3.0852176587967874,3.45164910322994,0.15972738210469295,0.04506477423361406,0.21650822363835445,210,630,7.159120240167934,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511519,64
traditional_same_event_sign_flip,3.17584466546774,2.9642174278409037,3.3256901801112124,0.02904095561981057,-0.09808569211576039,0.13430116479224213,210,630,6.885181414742984,traditional_same_event_sign_flip,same-event target algebra,traditional,186511616,64
ml_ae_same_event_sign_flip,3.1565572851765147,2.996778852987595,3.351903930095306,0.009753575328585118,-0.03810163109677095,0.08239673572960213,210,630,6.778690896644949,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511616,64
traditional_same_event_sign_flip,3.164367985913297,2.93394204325799,3.38487127012387,0.01756427606536759,-0.12749438148780606,0.17118870355399024,210,630,7.015597356124729,traditional_same_event_sign_flip,same-event target algebra,traditional,186511713,64
ml_ae_same_event_sign_flip,3.261070438513416,3.0862121416255843,3.457906764256515,0.11426672866548637,0.07412705066268195,0.16603187805481592,210,630,6.918869985593483,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511713,64
traditional_same_event_sign_flip,3.2461144110262423,3.05687157752491,3.4349214264569143,0.09931070117831275,0.03332397602610227,0.1537776823135305,210,630,6.910628192803673,traditional_same_event_sign_flip,same-event target algebra,traditional,186511810,64
ml_ae_same_event_sign_flip,3.2324372582937757,3.071054817149163,3.492753611791179,0.08563354844584614,0.04146296258767242,0.17954558567548567,210,630,6.99217500320174,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511810,64
traditional_per_run_stave_shuffle,2.1387318643927564,1.9784051535168679,2.2860010433113227,-1.0080718454551731,-1.27617537282703,-0.7639396444685734,210,630,5.791876783854538,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511229,64
ml_ae_per_run_stave_shuffle,2.110887593193055,1.9682453198748855,2.282823118129493,-1.0359161166548745,-1.2877831041051753,-0.7907610158182693,210,630,5.777292064969859,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511229,64
traditional_per_run_stave_shuffle,2.1370596307516085,1.9871852939099073,2.28307104377821,-1.009744079096321,-1.2633911649318357,-0.7788871399897357,210,630,5.8029288368048215,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511326,64
