dimension,stratum,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
charge_bin,"charge[1000,4000)",ridge,Ridge residual scale model,60,0.5055634995011147,0.5026701062905587,0.87169415831917,0.848246583118035,0.0,0.9518690881848682,0.6,1.0,0.08268949213700005,0.050000000000000044,0.07980684764110003,0.06515681289830799,,,,,,,,,,
charge_bin,"charge[1000,4000)",traditional,S02/S03/S04 atom robust-width baseline,60,1.297862333243906,1.8003279154374852,1.0061114869503969,0.8940325892006931,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.3660228254703334,0.6166666666666667,0.49134474606850004,1.765616942651459,,,,,,,,,,
charge_bin,"charge[14000,24000)",cnn1d,1D-CNN residual scale model,5990,1.3455049248875741,1.6945362530467456,1.559161926374658,2.252776084922575,0.007512520868113523,0.9501535501522522,0.4524207011686144,0.9442404006677796,0.23026879096838565,0.0057595993322203665,0.1393330599249274,0.1063019750183203,,,,,,,,,,
charge_bin,"charge[14000,24000)",gradient_boosted_trees,HistGradientBoosting residual scale model,5990,1.3769081876010931,1.6862227621112034,1.5148987230850472,2.1749591953781917,0.009348914858096828,0.9858691878239737,0.4931552587646077,0.8784641068447412,0.18953423337239234,0.07153589315525877,0.13335643221207263,0.10213934272893752,,,,,,,,,,
charge_bin,"charge[14000,24000)",mlp,MLP residual scale model,5990,1.3662430629893079,1.6166322911589965,1.6034145007689193,2.1892626923263823,0.008347245409015025,0.9540660706936245,0.5202003338898163,0.8864774624373957,0.16248915824718368,0.06352253756260429,0.11918915148083288,0.09778369414924909,,,,,,,,,,
charge_bin,"charge[14000,24000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,5990,1.335654866286198,1.6815794483225766,1.5331001231816004,2.1790157090502844,0.007178631051752922,0.8294975356411126,0.6464106844741235,0.9681135225375626,0.0362788076628765,0.0181135225375626,0.048978465073466294,0.0684683149081982,,,,,,,,,,
charge_bin,"charge[14000,24000)",ridge,Ridge residual scale model,5990,1.2877076030399608,1.5113839960995925,1.5583063711724794,2.3250234517093764,0.010350584307178631,0.9616756582539544,0.47178631051752923,0.8766277128547579,0.2109031816194708,0.07337228714524202,0.1434565991569808,0.1165141024169348,,,,,,,,,,
charge_bin,"charge[14000,24000)",traditional,S02/S03/S04 atom robust-width baseline,5990,1.1514774331806779,1.4684624659965415,1.543294096733852,2.4350762322202217,0.013856427378964942,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2673305605844124,0.2675292153589315,0.2674298879716719,0.4605768965907845,,,,,,,,,,
charge_bin,"charge[24000,40000)",cnn1d,1D-CNN residual scale model,3624,0.8996888508754936,0.8896899964902047,1.5424867664452473,2.557382416912027,0.021799116997792495,1.1537505878087373,0.47240618101545256,0.9122516556291391,0.21028331112154747,0.03774834437086083,0.13629507719432782,0.13451933012386835,,,,,,,,,,
charge_bin,"charge[24000,40000)",gradient_boosted_trees,HistGradientBoosting residual scale model,3624,0.8424979117565705,0.8055761562010737,1.6379130992906146,2.3669697658837845,0.02566225165562914,1.3048860298175906,0.5035871964679912,0.831953642384106,0.17910229566900882,0.118046357615894,0.14857432664245143,0.1876522524362362,,,,,,,,,,
charge_bin,"charge[24000,40000)",mlp,MLP residual scale model,3624,0.8673243905873969,0.7830877585837115,1.6935088799812412,2.495653373363804,0.021799116997792495,1.2894452452663265,0.4980684326710817,0.8463024282560706,0.18462105946591834,0.10369757174392935,0.14415931560492384,0.1804807980202745,,,,,,,,,,
charge_bin,"charge[24000,40000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,3624,0.8544363169540191,0.8188702940347774,1.5526248683459372,2.531638275283633,0.018211920529801324,1.0478770883537236,0.6004415011037527,0.9420529801324503,0.08224799103324731,0.007947019867549643,0.05770788072633665,0.048944994995214305,,,,,,,,,,
charge_bin,"charge[24000,40000)",ridge,Ridge residual scale model,3624,1.097845068439194,0.95756313647518,1.7269656971348821,2.829788765151938,0.02924944812362031,1.217959313581356,0.5077262693156733,0.8369205298013245,0.1749632228213267,0.11307947019867548,0.1440213465100011,0.16250583827783982,,,,,,,,,,
charge_bin,"charge[24000,40000)",traditional,S02/S03/S04 atom robust-width baseline,3624,1.2354465957091416,1.137440927426244,1.7752475548945676,3.007242040194987,0.030629139072847682,1.9618561757251736,0.39403973509933776,0.6669426048565121,0.28864975703766227,0.2830573951434878,0.28585357609057505,0.45485422599922465,,,,,,,,,,
charge_bin,"charge[4000,8000)",cnn1d,1D-CNN residual scale model,285,1.2607002820034263,1.9546800993857405,1.2359075277002205,3.37807792962709,0.010526315789473684,0.8395836799499881,0.42105263157894735,0.9543859649122807,0.2616368605580527,0.004385964912280715,0.15160790396323687,0.14451176237089555,,,,,,,,,,
charge_bin,"charge[4000,8000)",gradient_boosted_trees,HistGradientBoosting residual scale model,285,1.619514415645035,2.074198329606752,1.2021436401034302,3.3454855339426843,0.010526315789473684,0.49638550447362917,0.519298245614035,0.9333333333333333,0.163391246522965,0.016666666666666607,0.10301141273516669,0.19667095536279228,,,,,,,,,,
charge_bin,"charge[4000,8000)",mlp,MLP residual scale model,285,1.668296805671063,2.012471499836621,1.3215496028733151,3.345651763774012,0.02456140350877193,0.509427803497571,0.5614035087719298,0.9368421052631579,0.12128598336507024,0.013157894736842035,0.11507000553583685,0.18502152003504452,,,,,,,,,,
charge_bin,"charge[4000,8000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,285,1.271450216015856,1.938026013767903,1.2287935903784133,3.394902497301738,0.017543859649122806,0.7658884719276896,0.6596491228070176,0.9614035087719298,0.023040369329982435,0.01140350877192986,0.11445034903191403,0.09575143880153418,,,,,,,,,,
charge_bin,"charge[4000,8000)",ridge,Ridge residual scale model,285,1.2156009612571217,1.78194848104107,1.1405334921051773,3.1716815726847334,0.014035087719298246,0.6181566321185964,0.5157894736842106,0.968421052631579,0.16690001845278946,0.018421052631579005,0.129409300090893,0.17414343476416627,,,,,,,,,,
charge_bin,"charge[4000,8000)",traditional,S02/S03/S04 atom robust-width baseline,285,1.4065144178340636,2.1107105326161246,1.2660451706576048,3.240680485252717,0.010526315789473684,7.372129540526859,0.14385964912280702,0.2,0.538829843014193,0.75,0.6444149215070964,2.0763435762620372,,,,,,,,,,
charge_bin,"charge[40000,80000)",cnn1d,1D-CNN residual scale model,30,1.8804802270140948,0.5871516156335659,4.8510187365713175,8.902630851096086,0.3333333333333333,2.0846844251250523,0.4,0.6333333333333333,0.282689492137,0.31666666666666665,0.2996780794018334,0.4959296658326381,,,,,,,,,,
charge_bin,"charge[40000,80000)",gradient_boosted_trees,HistGradientBoosting residual scale model,30,2.1619520364030578,1.7126332166664682,4.56458454410279,7.591244183502961,0.3,1.9020213959796215,0.5,0.7,0.18268949213700003,0.25,0.2564735143077667,0.39779610060609705,,,,,,,,,,
charge_bin,"charge[40000,80000)",mlp,MLP residual scale model,30,2.343745683273345,1.5456359867424077,5.650895840988243,9.98866386726068,0.36666666666666664,1.6447869139222302,0.43333333333333335,0.6333333333333333,0.24935615880366668,0.31666666666666665,0.35326894921370006,0.39101967215156586,,,,,,,,,,
charge_bin,"charge[40000,80000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,30,2.2932195476101525,1.2753721165796108,3.6783956645461124,8.968320738613297,0.26666666666666666,1.6468778454913016,0.5,0.8333333333333334,0.18268949213700003,0.11666666666666659,0.1898068476411,0.2840102129840171,,,,,,,,,,
charge_bin,"charge[40000,80000)",ridge,Ridge residual scale model,30,3.0271675360855155,1.571963398022337,6.602684110946087,9.986116399814605,0.4,1.5942675038820786,0.5,0.7,0.18268949213700003,0.25,0.2564735143077667,0.3208576275817113,,,,,,,,,,
charge_bin,"charge[40000,80000)",traditional,S02/S03/S04 atom robust-width baseline,30,3.562689020053014,1.5765187579925914,6.492592572886215,10.009406605430389,0.3333333333333333,9.133472017836088,0.06666666666666667,0.2,0.6160228254703334,0.75,0.6830114127351667,2.545626564010397,,,,,,,,,,
charge_bin,"charge[8000,14000)",cnn1d,1D-CNN residual scale model,1471,1.5885474641339603,1.9570850275931373,1.3460997850676715,2.1258987925366757,0.006118286879673691,0.7863271707626112,0.42420122365737595,0.964649898028552,0.2584882684796241,0.0146498980285521,0.14717411384552243,0.15849627739777186,,,,,,,,,,
charge_bin,"charge[8000,14000)",gradient_boosted_trees,HistGradientBoosting residual scale model,1471,1.7084618844807735,2.0417222654947977,1.354356399663522,2.112652236076957,0.007477906186267845,0.6586906598692437,0.5390890550645819,0.9177430319510537,0.1436004370724181,0.03225696804894629,0.09754800915483583,0.15367868860173914,,,,,,,,,,
charge_bin,"charge[8000,14000)",mlp,MLP residual scale model,1471,1.730652797524527,1.9981587556959963,1.4049738753187169,2.438977452551817,0.009517335146159076,0.7011300244767911,0.5438477226376615,0.8980285520054385,0.13884176949933857,0.05197144799456144,0.12807594920893847,0.15443978555651186,,,,,,,,,,
charge_bin,"charge[8000,14000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1471,1.6083182667005458,1.9171719654125496,1.32382727913322,2.414546167004788,0.006118286879673691,0.6765141414616889,0.6485384092454113,0.9809653297076818,0.03415108289158875,0.030965329707681843,0.06755832760692897,0.11404014968612768,,,,,,,,,,
charge_bin,"charge[8000,14000)",ridge,Ridge residual scale model,1471,1.4481591067385262,1.7257747194824162,1.3279465556816288,2.1403812752863427,0.009517335146159076,0.7933473065664018,0.44119646498980286,0.9170632222977566,0.24149302714719717,0.03293677770224335,0.13769076918202822,0.15469331686626672,,,,,,,,,,
charge_bin,"charge[8000,14000)",traditional,S02/S03/S04 atom robust-width baseline,1471,1.562177660076352,2.008788701089564,1.238845681835671,2.150832367144067,0.009517335146159076,7.473081021355483,0.29503738953093134,0.4418762746430999,0.3876521026060687,0.5081237253569,0.4478879139814843,1.954186190824984,,,,,,,,,,
peak_sample_bin,peakmax_10,cnn1d,1D-CNN residual scale model,657,1.4674569401670743,1.489616229301447,1.5644264326251487,3.5159898716952838,0.0213089802130898,0.9040127874152201,0.4018264840182648,0.8995433789954338,0.2808630081187352,0.05045662100456616,0.17349847514003733,0.15020132921202967,1.3773543365356695,1.748730338165841,0.7052762647123104,1.1572686989366938,0.3332378454961225,0.48876658541564094,0.861273768040802,0.9320457194929725,0.11336400445374216,0.21683218078521935
peak_sample_bin,peakmax_10,gradient_boosted_trees,HistGradientBoosting residual scale model,657,1.6505374881694292,1.58067622963884,1.6500191138304932,3.4366787941384493,0.0228310502283105,0.9539887481983303,0.4687975646879756,0.817351598173516,0.2138919274490244,0.13264840182648396,0.17327016463775416,0.14145543642873304,1.3143988408565668,1.8571118327739358,0.7629421076954295,1.1818593169634568,0.34434115377752095,0.6004429375039951,0.7069245786818378,0.9223021308980213,0.07408092458319479,0.25738804849658736
peak_sample_bin,peakmax_10,mlp,MLP residual scale model,657,1.584412087744096,1.50685369455001,1.7004056769784712,3.379901591936251,0.0258751902587519,0.973247422297991,0.4581430745814307,0.832572298325723,0.2245464175555693,0.11742770167427696,0.1709870596149231,0.1349284391366946,1.4008237424560912,1.8317694660883863,0.8332495315511804,1.1178028893234306,0.3618073319567294,0.579050751162968,0.7801137177477111,0.896877182239125,0.08546509002824673,0.19462768778573003
peak_sample_bin,peakmax_10,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,657,1.5311180287585526,1.5243589139882374,1.5124208963294479,3.4593754124158647,0.0213089802130898,0.7096685829472512,0.5814307458143074,0.9421613394216134,0.1012587463226926,0.007838660578386558,0.07235692262862178,0.11794643664561244,1.2895086522444748,1.6802260784504277,0.49331006552204987,0.9860301289704171,0.4750591070034729,0.6710012647233609,0.9160151131625968,0.9677771808824038,0.04917915793042583,0.20521107255602475
peak_sample_bin,peakmax_10,ridge,Ridge residual scale model,657,1.515964700252461,1.4508771845020974,1.7124772271026414,3.570394446264841,0.030441400304414,0.9834727008878736,0.487062404870624,0.8569254185692542,0.195627087266376,0.09307458143074576,0.14435083434856089,0.11239495053945225,1.437595391524543,1.9786267319930106,0.8436690346025832,1.1493396255439359,0.36188567150481804,0.6130558652297782,0.7865712104451335,0.9245263110632184,0.05718867021338115,0.20043604132038173
peak_sample_bin,peakmax_10,traditional,S02/S03/S04 atom robust-width baseline,657,1.4948315822639902,1.5066314234817355,2.019113192407704,3.8591107144023935,0.0334855403348554,1.3908891185453485,0.426179604261796,0.7503805175038052,0.256509887875204,0.19961948249619477,0.2280646851856994,0.2687707935256117,1.5983332309214011,2.290634719084063,1.0391273955377087,1.6652367672072594,0.2807506154161752,0.5771947706779472,0.595091100898623,0.8912637895502484,0.08294601198793675,0.43179467607850136
peak_sample_bin,peakmax_11,cnn1d,1D-CNN residual scale model,460,1.0795351365896655,1.276373637637743,1.7227568699271028,3.74945049092634,0.03260869565217391,1.0750328627191448,0.44782608695652176,0.908695652173913,0.23486340518047827,0.04130434782608694,0.1480838765032826,0.12482112305724816,1.3693456799473127,2.0767351483394676,0.9269461032087527,1.2762491832900853,0.34065658370407426,0.5721554341226471,0.8719553424011321,0.943812375249501,0.06304421786889798,0.2063412464093173
peak_sample_bin,peakmax_11,gradient_boosted_trees,HistGradientBoosting residual scale model,460,1.116012011812716,1.2711712203394931,1.813362159575619,3.810942309673038,0.030434782608695653,1.3168679821814369,0.45869565217391306,0.8260869565217391,0.22399383996308697,0.12391304347826082,0.1739534417206739,0.20968207683586465,1.4570752622880532,2.2500217066101666,0.8604801297504051,1.5523100709053284,0.3522243375297121,0.6181631483200999,0.7344783420073487,0.9327193475815523,0.059509469857139036,0.3342599333614134
peak_sample_bin,peakmax_11,mlp,MLP residual scale model,460,1.1801589673538553,1.191582038836085,1.829905010421227,3.993592308472838,0.030434782608695653,1.288267800166122,0.4673913043478261,0.7782608695652173,0.21529818778917392,0.17173913043478262,0.1982851085106652,0.21839755672518596,1.4387465745291896,2.167638373134376,0.8677239208942125,1.5392269071546345,0.33580731691551935,0.6214404894327029,0.6535718122659464,0.9163734567901234,0.06738288182169758,0.36197103461513835
peak_sample_bin,peakmax_11,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,460,1.0546777838508703,1.2348075553346618,1.695097462820251,3.8888444223155596,0.03260869565217391,1.0384872350607157,0.5565217391304348,0.9195652173913044,0.12616775300656524,0.030434782608695587,0.08830126780763044,0.07084775962090174,1.420925198994317,1.850750506150941,0.8753480634370202,1.165049032086356,0.4381270600744285,0.6736275224635971,0.8888320318989865,0.9494024276377218,0.041071344925845805,0.1289307148877721
peak_sample_bin,peakmax_11,ridge,Ridge residual scale model,460,1.2378053486257774,1.3405937017421294,1.8728988473224104,3.975184421990111,0.03260869565217391,1.155784258368121,0.4717391304347826,0.8630434782608696,0.21095036170221743,0.08695652173913038,0.14895344172067393,0.1506611458825357,1.479908233170588,2.4009841793731757,0.8966177518914878,1.3844625403890047,0.3608044188411127,0.648146099217785,0.7764811764811764,0.9395823107129709,0.04728465944767556,0.26496971369339123
peak_sample_bin,peakmax_11,traditional,S02/S03/S04 atom robust-width baseline,460,0.8676884451098605,0.8727077265291001,1.9869509017367788,4.188280014922888,0.030434782608695653,1.4923878890623636,0.4260869565217391,0.7673913043478261,0.2566025356152609,0.18260869565217386,0.2196056156337174,0.28780118399087895,1.4772877098722967,2.5418879620903834,1.093729286762123,2.00194413058072,0.3375223371324047,0.5212427172751405,0.6399976619320791,0.8920795372087398,0.12317815334131627,0.48565610975454493
peak_sample_bin,peakmax_12,cnn1d,1D-CNN residual scale model,163,0.6705520204522923,1.61812754216605,1.4349178530708584,4.070825704786367,0.012269938650306749,1.1768433425456666,0.4294478527607362,0.9263803680981595,0.2532416393762638,0.023619631901840465,0.15622204668199696,0.15248166512644196,1.2352471386993507,1.580280155662582,0.8544489581543823,1.3648523353884339,0.3227709877780004,0.5347628323560125,0.8430013343499809,0.9797397260273972,0.09254933793481233,0.24724550513083252
peak_sample_bin,peakmax_12,gradient_boosted_trees,HistGradientBoosting residual scale model,163,0.8978347797199658,1.607654022372884,1.5416053339540894,3.615380883318854,0.012269938650306749,0.9049965355447211,0.6012269938650306,0.9263803680981595,0.08146249827196939,0.023619631901840465,0.08150576913278834,0.07039784094046926,1.145200916161807,1.8322530283752654,0.6046507034196491,1.1605418655620847,0.4438024475524475,0.7953125,0.8798654263005781,0.9730432646823375,0.04102928468633007,0.16523465406189086
peak_sample_bin,peakmax_12,mlp,MLP residual scale model,163,0.9629791741273951,1.5258810468830717,1.5988198399439764,4.1342709135673426,0.012269938650306749,0.8816794734372702,0.5276073619631901,0.8588957055214724,0.1550821301738099,0.09110429447852753,0.14303186263291717,0.1268847034619961,1.21310362811399,1.8682976029137721,0.6704036728480923,1.1572211934467425,0.34464779740370294,0.6809452177817692,0.7654562178072112,0.9254958960328317,0.09447416524191318,0.2453531773361933
peak_sample_bin,peakmax_12,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,163,0.6501189448633874,1.7290623330054302,1.297439323143412,4.339704800941497,0.012269938650306749,0.9749573045020226,0.6687116564417178,0.9570552147239264,0.013977835695282215,0.007055214723926451,0.07705903913950614,0.03078369626417306,1.1882098218167059,1.4129746009461588,0.6316796642389978,1.130442853657326,0.5892756570713392,0.7674668435013262,0.8831628303495311,1.0,0.027989200583658502,0.1399762005972281
peak_sample_bin,peakmax_12,ridge,Ridge residual scale model,163,0.6253258853154012,1.4388351543468758,1.2730728821798978,3.7783054515261814,0.012269938650306749,0.9200526220101002,0.4785276073619632,0.9570552147239264,0.20416188477503683,0.007055214723926451,0.11923583048248161,0.10260007699283617,1.1048677035696441,1.4752519265672672,0.7401349148508126,1.2647015200370872,0.39570749018423435,0.5833679042167725,0.9053953604757279,1.0,0.08021769438213466,0.19000653215389773
peak_sample_bin,peakmax_12,traditional,S02/S03/S04 atom robust-width baseline,163,0.567455705632341,1.6469033704885732,1.3303881078353614,3.572520038532467,0.018404907975460124,7.556628135597919,0.26993865030674846,0.3987730061349693,0.41275084183025157,0.5512269938650307,0.4819889178476411,2.0006487222852107,1.086915655160614,1.6216149190307234,6.580420849523898,8.667923281776437,0.2137155504783664,0.3234457555477281,0.3076567317574512,0.47890109400083236,1.7464563126366475,2.267743645781812
peak_sample_bin,peakmax_13,cnn1d,1D-CNN residual scale model,157,1.4706332572972978,1.9248960754928528,1.405241446466704,4.610369178651188,0.07006369426751592,1.0118387104669166,0.4394904458598726,0.9681528662420382,0.2431990462771274,0.018152866242038268,0.14214092441244908,0.10383288684963285,1.314788688784247,1.5622045612046715,0.8537034656129452,1.3566076018579536,0.3494389960106383,0.5503804347826087,0.906518780620577,1.0,0.08372947743437716,0.214945295775603
peak_sample_bin,peakmax_13,gradient_boosted_trees,HistGradientBoosting residual scale model,157,1.6077322209690963,2.047153477745283,1.4333775415041978,3.298527229496558,0.050955414012738856,0.7267696335766484,0.5796178343949044,0.8789808917197452,0.10307165774209559,0.0710191082802547,0.10426790690681847,0.13789725983813012,1.0996293352097697,1.7789948229207226,0.3726886298067489,1.097928051116757,0.4703837164004675,0.7439404594467884,0.7963042353462931,1.0,0.07704274673149122,0.21679054391867297
peak_sample_bin,peakmax_13,mlp,MLP residual scale model,157,2.2315587765359095,2.189128889935972,1.6235959250804817,3.286621038532479,0.07643312101910828,0.7089808069053118,0.554140127388535,0.8535031847133758,0.128549364748465,0.09649681528662413,0.13696019666565287,0.16325639244885753,1.218821412852648,2.065949716799412,0.36663397784757107,1.1243661898924062,0.39292899408284027,0.7265084473049075,0.7722008010521282,0.9473983990147783,0.0950522901783686,0.23556475196791607
peak_sample_bin,peakmax_13,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,157,1.4365877884475569,1.8754757784781475,1.2898241703319335,4.063065810876873,0.06369426751592357,0.8303664361502655,0.6815286624203821,0.9426751592356688,0.001160829716617906,0.007324840764331153,0.08507444030651913,0.06579841865930067,1.2014920612526498,1.4127575470170266,0.7121883022999037,1.0997428723026705,0.5665101629823904,0.7902043753598157,0.8716314412444045,1.0,0.03791857748709796,0.1332100676707432
peak_sample_bin,peakmax_13,ridge,Ridge residual scale model,157,1.6113643636256543,1.6033263348517437,1.3142983544780333,5.279404986083789,0.07006369426751592,0.8977248512596957,0.4968152866242038,0.9363057324840764,0.1858742055127962,0.013694267515923508,0.12783478588771024,0.10741960191418357,1.1465475475961062,1.5769910290270586,0.7188069957657327,1.2030638769614583,0.36114163614163614,0.6760408990420043,0.8608117776554761,1.0,0.08498114744668574,0.20772830401840758
peak_sample_bin,peakmax_13,traditional,S02/S03/S04 atom robust-width baseline,157,1.8234141912692565,1.8743492645505029,1.2464592028612045,5.73834420766443,0.07006369426751592,8.890366037885384,0.17834394904458598,0.31210191082802546,0.5043455430924141,0.6378980891719745,0.5711218161321943,2.400932871570492,1.1045441527238924,1.3849821345964932,7.981409784083678,9.834434459320274,0.12466183574879228,0.2562153846153846,0.22348157583813322,0.4146438235939442,2.13002067914218,2.659125645522152
peak_sample_bin,peakmax_14,cnn1d,1D-CNN residual scale model,109,1.4437565732156288,1.9566580395280084,1.5220194398859983,5.271933454711569,0.13761467889908258,1.154553621741604,0.3761467889908257,0.944954128440367,0.3065427031461743,0.005045871559632986,0.18652823230703217,0.16316760718861084,1.2083711564356543,3.737430203970164,0.6381722068511809,1.3252277609105463,0.1836267605633803,0.5275043808411213,0.8714645272927481,1.0,0.08691460568262414,0.26355351453672266
peak_sample_bin,peakmax_14,gradient_boosted_trees,HistGradientBoosting residual scale model,109,1.6358013091337318,2.0730772082393827,1.634722538137313,4.756006842969218,0.11926605504587157,0.8530204368240409,0.5321100917431193,0.8440366972477065,0.15057940039388074,0.10596330275229349,0.1282713515730872,0.13294840447380513,1.1216271448463775,3.2390170670813023,0.4689678031513819,1.2307932593207886,0.37725448220497726,0.6660456730769225,0.7028298100080278,0.937232545045045,0.09473027484751717,0.2478347040360256
peak_sample_bin,peakmax_14,mlp,MLP residual scale model,109,1.5248054876776833,2.104177537357984,1.9015572860374,4.477140894213186,0.08256880733944955,0.9954353834177014,0.5137614678899083,0.8165137614678899,0.16892802424709175,0.13348623853211006,0.16020558251791284,0.1167961154698533,1.3292146851423492,3.0509922322497243,0.6082125428385569,1.2938679185822615,0.2803333333333333,0.6722465034965035,0.6556620209059233,0.9263041631265929,0.08257132003525056,0.2960891536741676
peak_sample_bin,peakmax_14,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,109,1.1891897429830256,1.8867727660117168,1.4797839391329084,4.864228413723987,0.09174311926605505,0.9285731742520225,0.6330275229357798,0.8990825688073395,0.049661969201220235,0.050917431192660456,0.08892880428842662,0.06523375760757122,1.2429358294506392,2.6753799913687195,0.7977886625455106,1.4042004777672792,0.4860346471710108,0.7636093073593072,0.8144816053511705,0.988027108433735,0.045127871338319185,0.19527461680780994
peak_sample_bin,peakmax_14,ridge,Ridge residual scale model,109,1.7317331629872141,1.342059384159498,1.244539986499802,5.7507236132543245,0.12844036697247707,0.8313293370867857,0.5596330275229358,0.8807339449541285,0.12305646461406428,0.06926605504587147,0.15314898777466515,0.1285355425869538,0.892330151419521,4.903915872556343,0.43336902647853465,1.9928929368863042,0.4108636363636364,0.7446509009009007,0.7895698924731183,1.0,0.06503925282253945,0.40880574437913203
peak_sample_bin,peakmax_14,traditional,S02/S03/S04 atom robust-width baseline,109,2.160877859461517,1.8791787702486853,1.2526329208146143,6.225095383691104,0.12844036697247707,9.257907169633038,0.26605504587155965,0.3302752293577982,0.4166344462654404,0.6197247706422018,0.5181796084538212,2.4531114987486253,1.0105702362719426,6.158048187554263,6.350974517789334,16.22140482343182,0.1905542807406235,0.3890617222498755,0.24544025157232705,0.4800080128205128,1.6761771882881593,4.225609834017741
peak_sample_bin,peakmax_15,cnn1d,1D-CNN residual scale model,111,0.805111743235002,1.9762961722317984,1.5720875355432893,4.953559049843346,0.12612612612612611,1.1366894754769568,0.35135135135135137,0.9009009009009009,0.33133814078564866,0.04909909909909904,0.21003843976219372,0.18179128878097456,1.3309910961106326,2.4527237417001397,0.8283505009713733,1.4415236740971924,0.2220975047679593,0.4704031943903389,0.8084975619666802,0.9654356060606061,0.11210649216595242,0.3054364722623549
peak_sample_bin,peakmax_15,gradient_boosted_trees,HistGradientBoosting residual scale model,111,1.3684351503329053,2.0236524457920666,1.877680915952643,4.033421669380405,0.11711711711711711,0.8932585920848104,0.5675675675675675,0.9279279279279279,0.11512192456943249,0.02207207207207207,0.08013601789720275,0.08101785561347423,1.4583133904604746,2.2559155392752137,0.5418446385267827,1.1297860907775799,0.36031244874528456,0.6843770736562705,0.8417682926829267,0.9878048780487805,0.043598840447611885,0.2515010142392744
peak_sample_bin,peakmax_15,mlp,MLP residual scale model,111,1.4784982009048446,2.2887470670857084,1.9911911763753825,5.01598157157663,0.13513513513513514,0.9379327528020928,0.4954954954954955,0.8738738738738738,0.18719399664150455,0.07612612612612613,0.13166006138381534,0.1142618578373383,1.434870599539807,2.80462520345489,0.5339267555233369,1.3088200624064696,0.3219758064516129,0.6325200200200198,0.7817288306451613,0.9436215785882174,0.07180363307051454,0.2465408608184975
peak_sample_bin,peakmax_15,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,111,0.782578690558569,1.85437123512844,1.5321122030331193,4.425170889067195,0.10810810810810811,1.0338957615756788,0.5945945945945946,0.9459459459459459,0.0880948975424054,0.004054054054054013,0.0678011635997793,0.04846146919297936,1.3707844148129904,3.0015880596742712,0.8416912712499094,1.221314565404503,0.4505348887216428,0.7275996464159433,0.8725887323943662,1.0,0.03303292544463517,0.15686118143508604
peak_sample_bin,peakmax_15,ridge,Ridge residual scale model,111,0.9412827778309893,1.477351858383173,1.54480239508659,5.0370109164771515,0.10810810810810811,1.0781723272194892,0.5495495495495496,0.8648648648648649,0.13313994258745043,0.08513513513513504,0.1263764637723108,0.10570596717859637,1.172619214246919,1.9126060091575283,0.6402476862935368,1.7120779694850847,0.30246753246753244,0.7963064599866497,0.7736479842674533,0.9617436743674367,0.046594573267378994,0.36221281095059427
peak_sample_bin,peakmax_15,traditional,S02/S03/S04 atom robust-width baseline,111,1.1885695443279396,1.8757259828437896,1.263427819673127,5.648259730909536,0.10810810810810811,9.150877140001052,0.14414414414414414,0.22522522522522523,0.5385453479928559,0.7247747747747747,0.6316600613838153,2.5114643310381246,1.1005862849075994,1.4372134035851678,8.285056352833987,9.607092066435033,0.07732905982905983,0.19616623711340206,0.15979949874686716,0.2992338709677419,2.2840955386986104,2.653554250083867
peak_sample_bin,peakmax_16,cnn1d,1D-CNN residual scale model,114,1.4809908984303322,1.798405857737201,1.3166443187791788,1.6756078233520226,0.017543859649122806,0.9762311003867605,0.543859649122807,0.9385964912280702,0.138829843014193,0.011403508771929749,0.11148758257462284,0.07137245849349626,1.142782059246255,1.668187466798118,0.6466061249558861,1.2371803592025523,0.4240694993412385,0.6462967914438502,0.8650091102338293,1.0,0.05922430728840696,0.1811133429972638
peak_sample_bin,peakmax_16,gradient_boosted_trees,HistGradientBoosting residual scale model,114,2.0128393348483105,1.9223274981663825,1.662947390120747,2.6818102132084034,0.05263157894736842,0.6368993549707996,0.543859649122807,0.8947368421052632,0.138829843014193,0.05526315789473679,0.10932720220885091,0.16663021203674527,1.2017953002333563,2.4554788062122763,0.3745101826175695,1.1140245680297434,0.40277984765689684,0.6894301470588234,0.7982203389830509,0.9856203396851698,0.11638792394313022,0.2480076153440656
