feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector,stratum_train_runs,heldout_stratum
B6_area_over_amp,-0.35882414987493805,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_template_sse,-0.07757618624092671,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_intercept,-21.290262212714794,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_log_amp,13.112280624787283,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_log_amp2,-17.118868258203396,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_inv_amp,-1.6318268590593978,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_peak_sample,0.7792261614281172,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_area_over_amp,1.3450484437585049,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_template_sse,0.2988912538185585,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_trigger_entry_density_z_p1,14.220847090060587,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_entries_per_eventno_z_p1,14.220847078400833,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_selected_multiplicity_per_event_z_p1,-6.5868379740845455,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_downstream_allhit_fraction_z_p1,6.844137665483982,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_trigger_entry_density_z_p1,-6.202551869879767,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_entries_per_eventno_z_p1,-6.202551880067764,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_selected_multiplicity_per_event_z_p1,2.8757418138013304,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_downstream_allhit_fraction_z_p1,-2.977660749239317,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_trigger_entry_density_z_p1,-8.020658663527273,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_entries_per_eventno_z_p1,-8.020658689595578,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_selected_multiplicity_per_event_z_p1,3.7170057943546126,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_downstream_allhit_fraction_z_p1,-3.854913947604662,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_trigger_entry_density_z_p2,18.168483484354155,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_entries_per_eventno_z_p2,18.168483480284596,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_selected_multiplicity_per_event_z_p2,9.349395026238385,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B4_downstream_allhit_fraction_z_p2,-0.18819912490342136,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_trigger_entry_density_z_p2,-7.930943027578854,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_entries_per_eventno_z_p2,-7.930943038721172,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_selected_multiplicity_per_event_z_p2,-4.088047400032507,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B6_downstream_allhit_fraction_z_p2,0.06658676656289135,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_trigger_entry_density_z_p2,-10.236016011984145,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_entries_per_eventno_z_p2,-10.236016004065034,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_selected_multiplicity_per_event_z_p2,-5.26444247716199,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
B8_downstream_allhit_fraction_z_p2,0.1115738919076245,s02e_global_timewalk_drift2,template_phase,2,7509,2424,60,median_first4,59 61 62,high_rate
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,-32.26609185148416,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,27.077323978711334,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,-24.552101683862908,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,-5.371538946768519,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6277311245436387,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,3.576413995872771,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,1.0070409621280971,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,9.225318738167609,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,-40.73430327237939,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,8.43356384416795,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.6891128164268285,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,-0.8223094785310923,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,-1.1496672339278697,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.14700635678165005,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,23.040773280105842,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-59.96021450240508,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,14.556749996396237,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-2.8279741655060113,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,-0.6319513261877695,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,-1.6424038868704955,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.021544090304711997,s02e_binned_timewalk_drift0,s02b_template,0,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,-32.90441293384082,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,28.13903301433885,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,-24.8074107199004,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,-5.32718845531027,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6231014404497295,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,3.5717776932646523,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,1.0071213839366528,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,10.52616250311012,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,-42.072122248635,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,8.730304094011546,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.7395509722529348,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,-0.8204719576401034,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,-1.1601727071834704,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.13987853780082649,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,22.378250565536653,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-58.85662529944938,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,14.268996091078282,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-2.779990780780217,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,-0.6313859069286976,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,-1.6385029075285804,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.02776463703456517,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,0.0816111227828259,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,0.055794222106513414,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,-0.038940053793711356,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,0.010973263745467665,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,-0.009642133932393805,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,-0.07390427197235389,s02e_binned_timewalk_drift1,s02b_template,1,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,-21.209916642704872,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,32.887746389286654,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,-26.905135640430355,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,-5.249956984152944,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6233480372103616,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,3.5704940452570906,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,1.006250203536827,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,6.833802672100187,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,-43.643949902668126,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,9.43178246849605,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.762881846962717,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,-0.8204079201849866,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,-1.1600294772111885,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.13990529321487918,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,14.376113932012016,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-61.881877247035334,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,15.6453003953725,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-2.818482282595034,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,-0.6306573553167857,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,-1.6346769299783614,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.028471100041602058,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,-9.786670277662816,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,-4.577435706051199,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,3.141016207902178,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,1.4939633722359202,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,6.669044917151203,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,3.07499837634876,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p2,-11.308226883324384,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p2,-7.69554053204639,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p2,3.653138845714774,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p2,2.4694954419253525,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p2,7.6410467338083645,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p2,5.221783719070618,s02e_binned_timewalk_drift2,s02b_template,2,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,42.392547753994236,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,-159.61942199640987,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,85.81076116137169,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,0.9927271801833502,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6806607842495941,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,-1.2114342959061026,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,-0.5860755629054879,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,-27.95291383988082,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,10.813143962611717,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,-10.299391147284522,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.1361306920530752,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,0.16965609183089667,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,0.30246537776786014,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.10227498817805154,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,-14.43963416594619,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-6.273443237900981,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,-7.981915341456998,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-1.918029874071766,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,0.7567570308146463,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,1.2490938662775535,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.23206587640609888,s02e_global_timewalk_drift0,template_phase,0,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,42.41430446370542,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,-160.5079786514631,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,86.18970403816694,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,0.9923980330405062,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6817237576260093,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,-1.2032715202709212,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,-0.5872170815939857,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,-27.305863444455685,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,9.38479353475472,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,-9.939280842324495,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.1865547986039178,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,0.17126911289053823,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,0.2914875273482451,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.09560232754253155,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,-15.108441302083305,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-6.054748080588706,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,-8.023843517611821,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-1.9062546966892004,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,0.7569366240076265,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,1.2502686307744484,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.23387727429445593,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,0.02288265196485029,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,0.04104474746583302,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,-0.0394148527561595,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,0.0060759905510328885,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
