feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector,stratum_train_runs,heldout_stratum
B4_trigger_entry_density_z_p2,3.2247405010605075,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B4_entries_per_eventno_z_p2,3.22474050314108,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B4_selected_multiplicity_per_event_z_p2,4.53396529944995,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B4_downstream_allhit_fraction_z_p2,3.6816912210928834,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B6_trigger_entry_density_z_p2,-1.7728032088605206,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B6_entries_per_eventno_z_p2,-1.772803208177631,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B6_selected_multiplicity_per_event_z_p2,-2.5171955331147484,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B6_downstream_allhit_fraction_z_p2,-2.0294742983469773,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B8_trigger_entry_density_z_p2,-1.4511013453434114,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B8_entries_per_eventno_z_p2,-1.451101346618395,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B8_selected_multiplicity_per_event_z_p2,-2.0523265097807757,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
B8_downstream_allhit_fraction_z_p2,-1.6533681784321834,s02e_global_timewalk_drift2,template_phase,2,3597,219,58,median_first4,59 63 65,low_rate
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_intercept,-116.4513164203222,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp,245.45153319434098,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp2,-116.78393739199805,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_inv_amp,-3.0371656494245185,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_peak_sample,0.06226248653223179,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_area_over_amp,3.539093543856791,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_template_sse,0.9535632829078985,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_intercept,71.6438706275877,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp,-69.18506223121483,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp2,18.34301651610069,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_inv_amp,-1.8805930599502232,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_peak_sample,-0.8740570067751687,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_area_over_amp,-0.668440644165238,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_template_sse,0.45594957819359366,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_intercept,44.80744809191355,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp,-12.811856112341632,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp2,-9.756000574621499,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_inv_amp,-2.8532354280042806,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_peak_sample,-0.7410790368129515,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_area_over_amp,-2.062080033002007,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_template_sse,0.12365576288142198,s02e_binned_timewalk_drift0,s02b_template,0,7644,2289,59,median_first4,60 61 62,mid_rate
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_intercept,-118.03519497690539,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp,248.72950795900564,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp2,-117.51166051342047,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_inv_amp,-3.029118570554703,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_peak_sample,0.015853622728757687,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_area_over_amp,3.31246221270498,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_template_sse,0.9041624961386596,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_intercept,72.64634336290452,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp,-69.39834090030959,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp2,18.290487743639883,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_inv_amp,-1.9053922595169037,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_peak_sample,-0.8714661359803508,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_area_over_amp,-0.6593920821102023,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_template_sse,0.45724883779800873,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_intercept,45.38885393358616,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp,-12.659423083476206,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp2,-9.77866690731405,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_inv_amp,-2.846475086327895,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_peak_sample,-0.739207168028683,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_area_over_amp,-2.058023407149225,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_template_sse,0.1250306299621708,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_trigger_entry_density_z_p1,-0.03882622574059929,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_entries_per_eventno_z_p1,-0.03882622558465498,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_selected_multiplicity_per_event_z_p1,0.14552647747264646,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B4_downstream_allhit_fraction_z_p1,0.0035155439769153558,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_trigger_entry_density_z_p1,0.021804211720626538,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_entries_per_eventno_z_p1,0.021804211686767872,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_selected_multiplicity_per_event_z_p1,-0.03717447184363942,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B6_downstream_allhit_fraction_z_p1,-0.014956181486247985,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_trigger_entry_density_z_p1,0.023255681297153562,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_entries_per_eventno_z_p1,0.02325568134404986,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_selected_multiplicity_per_event_z_p1,0.04252168492827438,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
B8_downstream_allhit_fraction_z_p1,-0.03989271553123353,s02e_binned_timewalk_drift1,s02b_template,1,7644,2289,59,median_first4,60 61 62,mid_rate
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_intercept,-51.30638898293282,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp,275.8052821480079,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp2,-129.493520424301,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_inv_amp,-2.5944281175722494,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_peak_sample,0.017651048357939552,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_area_over_amp,3.3078911004360676,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_template_sse,0.9000453046521436,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_intercept,31.77512686890012,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp,-86.84294097767403,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp2,26.09193008784329,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_inv_amp,-2.1560059457908203,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_peak_sample,-0.8708286606461385,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_area_over_amp,-0.6564745263393645,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_template_sse,0.4578863277503948,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_intercept,19.531264733720068,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp,-22.178606431475448,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp2,-5.435030563058036,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_inv_amp,-2.9639896291389274,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_peak_sample,-0.7371133386170116,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_area_over_amp,-2.046537108126932,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_template_sse,0.127222746102894,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_trigger_entry_density_z_p1,-17.22861940577862,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_entries_per_eventno_z_p1,-17.228619464706004,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_selected_multiplicity_per_event_z_p1,-4.148282253860916,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_downstream_allhit_fraction_z_p1,21.58409408506514,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_trigger_entry_density_z_p1,10.667681202618398,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_entries_per_eventno_z_p1,10.667681191642046,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_selected_multiplicity_per_event_z_p1,2.5978050015552943,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_downstream_allhit_fraction_z_p1,-13.37304600292053,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_trigger_entry_density_z_p1,6.5635612115909545,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_entries_per_eventno_z_p1,6.563561214608458,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_selected_multiplicity_per_event_z_p1,1.63090263327966,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_downstream_allhit_fraction_z_p1,-8.23758520080303,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_trigger_entry_density_z_p2,-26.251459451722095,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_entries_per_eventno_z_p2,-26.251459439228693,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_selected_multiplicity_per_event_z_p2,-25.31937695687754,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B4_downstream_allhit_fraction_z_p2,-33.452308316173195,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_trigger_entry_density_z_p2,16.259606267929172,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_entries_per_eventno_z_p2,16.259606257705315,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_selected_multiplicity_per_event_z_p2,15.656257071653528,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B6_downstream_allhit_fraction_z_p2,20.729075592569508,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_trigger_entry_density_z_p2,9.990157138128476,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_entries_per_eventno_z_p2,9.990157138688812,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_selected_multiplicity_per_event_z_p2,9.588779732153153,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
B8_downstream_allhit_fraction_z_p2,12.75202242183773,s02e_binned_timewalk_drift2,s02b_template,2,7644,2289,59,median_first4,60 61 62,mid_rate
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_intercept,59.310970469374155,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp,-196.89315706588147,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_log_amp2,104.43796007636249,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_inv_amp,1.1075086990116016,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_peak_sample,0.5385057595197302,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_area_over_amp,-0.11886055415650856,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B4_template_sse,-0.22877433468070454,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_intercept,-19.56258980334198,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp,-10.13497678385091,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_log_amp2,1.4139178403799086,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_inv_amp,-0.8619862734017341,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_peak_sample,0.19564215107817892,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_area_over_amp,0.05267029875357416,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B6_template_sse,0.03725715731190622,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_intercept,-39.748381926317386,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp,37.30355156169421,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_log_amp2,-27.495456529267713,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_inv_amp,-1.2423429668902988,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_peak_sample,0.6972152367445691,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_area_over_amp,0.9867113770365009,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
B8_template_sse,0.21772402453644218,s02e_global_timewalk_drift0,template_phase,0,7644,2289,59,median_first4,60 61 62,mid_rate
