method,base_method,drift_order,fold,heldout_runs,sigma68_ns,n_pair_residuals,heldout_run,selector,stratum_train_runs,heldout_stratum
s02e_binned_timewalk_drift2,s02b_template,2,2,58,36.0079574055975,270,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,0,59,1.8297280996964616,2700,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,1,63,1.8425057451379794,1323,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,2,58,1.7563928726074844,270,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,0,59,21.751699640664924,2700,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,1,63,19.125231505268523,1323,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,2,58,132.12732384834536,270,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,0,59,5.411372289150597,2700,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,1,63,13.045212041888801,1323,65,dynamic_range,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,2,58,11.842887810378055,270,65,dynamic_range,58 59 63,low_rate
