event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,mean_peak_sample,delta_area_over_amp,mean_area_over_amp,delta_positive_area_over_amp,mean_positive_area_over_amp,max_tail_area_frac,delta_tail_area_frac,max_width20_samples,delta_width20_samples,max_width50_samples,max_pretrigger_abs_adc,delta_pretrigger_abs_adc,max_pretrigger_ptp_adc,max_late_abs_adc,delta_late_abs_adc,most_negative_postpeak_adc,has_pretrigger_anomaly,has_late_anomaly,centered_residual_ns,tail_abs_gt_threshold
48:66766:11693:66746,48,B6-B8,B6,B8,1.771249466950934,1.771249466950934,9.0,9.0,9.0,9.0,0.006488824801730353,0.006488824801730353,-0.9865316234914134,7.23561914106675,0.0,17.0,-0.23071154278888195,1.9142022025408,-0.16724588245334093,1.9855695886671896,0.0,0.0,3.0,-1.0,2.0,19.5,-7.5,29.0,3721.5,-2334.5,0.0,False,True,1.1238329899538932,False
48:66998:11905:66978,48,B4-B6,B4,B6,-4.858141276904092,4.858141276904092,0.0,0.0,0.0,0.0,0.0,0.0,-0.3060484940677579,7.363913501405819,-1.0,8.5,0.3864293973772135,7.096576043226422,0.3887361327959633,7.1023979450160954,0.5252455027374642,0.07846575008489948,10.0,0.0,8.0,9.0,3.0,15.0,936.0,-312.0,0.0,False,True,-0.29068868098991274,False
48:66998:11905:66978,48,B4-B8,B4,B8,-3.7810080663596892,3.7810080663596892,0.0,0.0,0.0,0.0,0.0,0.0,-0.2910035464425009,7.363913501405819,-1.0,8.5,-0.08082537182904659,7.330203427829552,-0.07764157152431128,7.335586797176234,0.5252455027374642,0.05448714798168014,11.0,-1.0,8.0,9.0,0.0,16.0,1087.0,-463.0,0.0,False,True,-0.00995922142686112,False
48:66998:11905:66978,48,B6-B8,B6,B8,1.0771332105444031,1.0771332105444031,0.0,0.0,0.0,0.0,0.0,0.0,0.015044947625256988,7.65491704784832,0.0,9.0,-0.4672547692062601,7.1369887291409455,-0.4663777043202746,7.1412187307782515,0.47075835475578404,-0.023978602103219337,11.0,-1.0,8.0,9.0,-3.0,16.0,1087.0,-151.0,0.0,False,True,0.4297167335473624,False
48:67006:11912:66986,48,B4-B6,B4,B6,-1.5301388660433197,1.5301388660433197,496.4975000000004,496.4975000000004,1218.5,1940.5024999999996,0.4619828934341559,0.7670758577274158,-0.3984150447093757,7.371174780350858,0.0,4.0,-4.002762034672274,3.142079789762955,-0.713958430221016,6.1312946069896395,0.5285421212022534,-0.1090817777844284,9.0,-1.0,6.0,2144.5,-650.0,2902.0,1097.5,522.0,-1097.5,True,True,3.03731372987086,False
48:67006:11912:66986,48,B4-B8,B4,B8,-2.3000285833417173,2.3000285833417173,629.0424999999996,629.0424999999996,1218.5,1807.9575000000004,0.528380777751712,0.7670758577274158,-0.4410010579349475,7.371174780350858,-3.0,5.5,-5.206739980357146,3.7440687626053912,-1.3344110709675983,6.44152092736293,0.419460343417825,0.21413422550270111,9.0,-1.0,7.0,2063.5,-569.0,2738.0,1097.5,727.0,-1097.5,True,True,1.4710202615911108,False
48:67006:11912:66986,48,B6-B8,B6,B8,-0.7698897172983976,0.7698897172983976,132.54499999999916,132.54499999999916,722.0024999999996,1311.46,0.06639788431755617,0.30509296429325994,-0.04258601322557176,7.769589825060233,-3.0,5.5,-1.2039779456848727,5.745449779941528,-0.6204526407465822,6.798500142473438,0.5285421212022534,0.3232160032871295,9.0,0.0,7.0,2144.5,81.0,2902.0,575.5,205.0,-575.5,True,True,-1.4173061942954384,False
48:67074:11973:67054,48,B4-B6,B4,B6,-10.676354731227413,10.676354731227413,0.0,0.0,0.0,0.0,0.0,0.0,0.64960409592533,7.7406644019172415,-2.0,7.0,2.8062635138345797,8.274815097500152,2.804774059206933,8.281464889542569,0.7069984520849946,0.21885428515486494,13.0,3.0,12.0,24.0,16.0,26.0,2940.0,2163.0,0.0,False,True,-6.108902135313233,True
48:67074:11973:67054,48,B4-B8,B4,B8,-5.622193416718886,5.622193416718886,0.0,0.0,0.0,0.0,0.0,0.0,0.2674521175490785,8.122816380293493,-1.0,6.5,0.8442920094849597,9.255800849674962,0.8430743557093248,9.262314741291373,0.7069984520849946,0.05791657622477775,13.0,0.0,12.0,24.0,3.5,26.0,2940.0,1290.5,0.0,False,True,-1.8511445717860582,False
48:67074:11973:67054,48,B6-B8,B6,B8,5.0541613145085265,5.0541613145085265,0.0,0.0,0.0,0.0,0.0,0.0,-0.3821519783762515,7.7406644019172415,1.0,7.5,-1.96197150434962,7.852669092757672,-1.961699703497608,7.859927711687908,0.6490818758602168,-0.1609377089300872,13.0,-3.0,8.0,20.5,-12.5,25.0,1649.5,-872.5,0.0,False,True,4.406744837511486,False
48:67486:12359:67466,48,B4-B6,B4,B6,-3.9945255188119404,3.9945255188119404,12.649999999999636,12.649999999999636,12.649999999999636,12.649999999999636,0.007485207100591501,0.007485207100591501,0.3890424516238946,7.044032897274685,-1.0,16.5,0.2774967055114854,3.4103640732797604,0.38801064571974875,3.493568641637167,0.0,0.0,4.0,0.0,4.0,7.0,2.0,10.0,1690.0,545.0,0.0,False,True,0.5729270771022392,False
48:67486:12359:67466,48,B4-B8,B4,B8,-4.13889675072835,4.13889675072835,12.649999999999636,12.649999999999636,12.649999999999636,12.649999999999636,0.007485207100591501,0.007485207100591501,-0.6831924144515256,7.43307534889858,0.0,16.0,0.3619578330556674,3.368133509507669,0.46651347159188816,3.4543172287010973,0.0,0.0,4.0,0.0,4.0,7.0,4.5,8.0,3347.5,-1657.5,0.0,False,True,-0.3678479057955215,False
48:67486:12359:67466,48,B6-B8,B6,B8,-0.14437123191640922,0.14437123191640922,0.0,0.0,0.0,0.0,0.0,0.0,-1.0722348660754202,7.044032897274685,1.0,16.5,0.084461127544182,3.2293851567519267,0.07850282587213941,3.260311905841223,0.0,0.0,4.0,0.0,3.0,5.0,2.5,10.0,3347.5,-2202.5,0.0,False,True,-0.79178770891345,False
48:67577:12443:67557,48,B4-B6,B4,B6,-1.4710772701536214,1.4710772701536214,234.42500000000018,234.42500000000018,655.0,1075.5749999999998,0.20331977078882635,0.4040715607649599,-0.2563708107655742,7.3914152346753585,-1.0,4.5,-2.4034405233223257,4.0641508600572145,-0.8355392160471373,5.73115640629624,0.4279577383025659,0.03904297351448949,8.0,0.0,6.0,1437.0,-65.0,2052.0,557.0,204.0,-557.0,True,True,3.096375325760558,False
48:67577:12443:67557,48,B4-B8,B4,B8,1.280489431256509,1.280489431256509,-703.5,703.5,1358.5,2013.5,-0.007595105901706756,0.4116666666666667,-0.7105654971778339,7.3914152346753585,1.0,3.5,-3.853326977361524,4.789094087076814,-2.3529768380909646,6.489875217318154,0.6962330526898296,-0.2682753143872637,12.0,-4.0,8.0,3300.0,-1928.0,4708.0,557.0,53.0,-557.0,True,True,5.051538276189337,True
48:67577:12443:67557,48,B6-B8,B6,B8,2.7515667014101304,2.7515667014101304,-937.9250000000002,937.9250000000002,1358.5,1779.0749999999998,-0.2109148766905331,0.4116666666666667,-0.4541946864122597,7.647786045440933,2.0,4.0,-1.4498864540391985,5.990814348737977,-1.5174376220438273,6.907644825341722,0.6962330526898296,-0.3073182879017532,12.0,-4.0,8.0,3300.0,-1863.0,4708.0,504.0,-151.0,-471.0,True,True,2.1041502244130896,False
48:69985:14648:69965,48,B4-B6,B4,B6,-1.0845759497725602,1.0845759497725602,307.3175000000001,307.3175000000001,704.7250000000004,1102.1325000000006,0.163347861318909,0.3084135667396063,-0.18133682013141517,7.734558844354756,0.0,4.0,-1.5179329231204246,6.029863616921262,-0.632124487250505,6.958075372728096,0.6009032743695898,-0.05777880971913185,9.0,0.0,7.0,2241.5,-189.5,2791.0,585.0,290.5,-585.0,True,True,3.4828766461416194,False
48:69985:14648:69965,48,B4-B8,B4,B8,-1.2525821386853515,1.2525821386853515,343.09000000000015,343.09000000000015,704.7250000000004,1066.3600000000006,0.18332363246080996,0.3084135667396063,-0.23514473892389987,7.734558844354756,0.0,4.0,-2.4399295482017314,6.490861929461916,-1.3839294513191547,7.333977854762422,0.6457785631168383,-0.1026540984663804,10.0,-1.0,8.0,2222.0,-170.0,2791.0,585.0,224.0,-585.0,True,True,2.5184667062474766,False
48:69985:14648:69965,48,B6-B8,B6,B8,-0.1680061889127913,0.1680061889127913,35.772500000000036,35.772500000000036,397.40750000000025,759.0425000000005,0.019975771141900966,0.1450657054206973,-0.0538079187924847,7.915895664486171,0.0,4.0,-0.9219966250813068,7.2498283910221275,-0.7518049640686497,7.650040098387674,0.6457785631168383,-0.044875288747248554,10.0,-1.0,8.0,2241.5,19.5,2680.0,361.0,-66.5,-294.5,True,True,-0.815422665909832,False
48:70039:14700:70018,48,B4-B6,B4,B6,-5.799450450946495,5.799450450946495,0.0,0.0,0.0,0.0,0.0,0.0,0.025770194329937546,7.96311205897929,-1.0,8.5,0.5607888859167485,7.4851298190029425,0.568451652357858,7.494532232864166,0.6002879078694817,0.09908064497591407,11.0,1.0,8.0,31.0,23.0,40.0,1516.0,39.0,0.0,False,True,-1.231997855032315,False
48:70039:14700:70018,48,B4-B8,B4,B8,-5.2722993392800035,5.2722993392800035,0.0,0.0,0.0,0.0,0.0,0.0,-0.38835897767956506,7.988882253309227,0.0,8.0,-0.6659069391431478,8.09847773153289,-0.6565847849513835,8.107050451518786,0.6762684124386252,-0.07598050456914351,11.0,0.0,10.0,31.0,4.0,40.0,3091.0,-1575.0,0.0,False,True,-1.5012504943471754,False
48:70039:14700:70018,48,B6-B8,B6,B8,0.5271511116664911,0.5271511116664911,0.0,0.0,0.0,0.0,0.0,0.0,-0.4141291720095026,7.96311205897929,1.0,8.5,-1.2266958250598963,7.818083288574517,-1.2250364373092415,7.822824625339857,0.6762684124386252,-0.17506114954505758,11.0,-1.0,10.0,27.0,-19.0,36.0,3091.0,-1614.0,0.0,False,True,-0.12026536533054966,False
48:70794:15401:70773,48,B4-B6,B4,B6,-5.781400441054444,5.781400441054444,0.0,0.0,0.0,0.0,0.0,0.0,-0.23615040162336154,7.795234929002173,0.0,12.0,-0.027816798596322023,6.306742007205903,-0.02584508645745398,6.313581521811923,0.49732702786059424,-0.08609680168723827,9.0,1.0,7.0,15.0,-7.0,26.0,2917.0,-911.0,0.0,False,True,-1.2139478451402645,False
48:70794:15401:70773,48,B4-B8,B4,B8,-5.013335766849778,5.013335766849778,0.0,0.0,0.0,0.0,0.0,0.0,-0.30644281845239885,7.795234929002173,0.0,12.0,-0.6395701508070193,6.612618683311252,-0.6326541466062556,6.6169860518863235,0.531543741529314,-0.12031351535595808,9.0,1.0,7.0,9.0,-1.0,11.0,3204.0,-1198.0,0.0,False,True,-1.24228692191695,False
48:70794:15401:70773,48,B6-B8,B6,B8,0.7680646742046662,0.7680646742046662,0.0,0.0,0.0,0.0,0.0,0.0,-0.07029241682903731,8.031385330625534,0.0,12.0,-0.6117533522106973,6.626527082609414,-0.6068090601488016,6.629908595115051,0.531543741529314,-0.03421671366871981,8.0,0.0,7.0,15.0,6.0,26.0,3204.0,-287.0,0.0,False,True,0.12064819720762543,False
48:71153:15739:71132,48,B4-B6,B4,B6,-5.100717301786233,5.100717301786233,0.0,0.0,0.0,0.0,0.0,0.0,-0.13599861584961914,7.958227192322312,2.0,7.0,-0.010674549963610502,8.132699066444367,-0.011807100716021424,8.133965131883553,0.6418923988894725,-0.2682376421094466,12.0,-1.0,8.0,153.0,135.5,155.0,927.5,-167.5,0.0,False,True,-0.5332647058720532,False
48:71153:15739:71132,48,B4-B8,B4,B8,-5.066375815133846,5.066375815133846,0.0,0.0,0.0,0.0,0.0,0.0,-0.3755238146312685,7.958227192322312,2.0,7.0,-0.9605978336275616,8.607660708276342,-0.9620609851651558,8.609092074108121,0.676528130287648,-0.30287337350762217,13.0,-2.0,10.0,153.0,136.0,155.0,2094.0,-1334.0,0.0,False,True,-1.2953269702010175,False
48:71153:15739:71132,48,B6-B8,B6,B8,0.03434148665238723,0.03434148665238723,0.0,0.0,0.0,0.0,0.0,0.0,-0.23952519878164935,8.094225808171931,0.0,6.0,-0.9499232836639511,8.612997983258147,-0.9502538844491344,8.614995624466133,0.676528130287648,-0.03463573139817555,13.0,-1.0,10.0,17.5,0.5,25.0,2094.0,-1166.5,0.0,False,True,-0.6130749903446535,False
48:71524:16080:71502,48,B4-B6,B4,B6,-3.6810144567757064,3.6810144567757064,0.0,0.0,0.0,0.0,0.0,0.0,-0.07883346667634061,7.914617709040679,0.0,8.0,-0.05632914267879929,7.579334161982674,-0.052853432771254205,7.590023207613697,0.5925893074927379,-0.05272267948461962,11.0,-1.0,7.0,16.0,2.5,23.0,1440.5,-251.5,0.0,False,True,0.8864381391384732,False
48:71524:16080:71502,48,B4-B8,B4,B8,-3.6765751183469817,3.6765751183469817,0.0,0.0,0.0,0.0,0.0,0.0,-0.25386870808600204,7.914617709040679,0.0,8.0,-1.1721079823649472,8.137223581825747,-1.1642175150095255,8.145705248732833,0.6411655784036644,-0.10129895039554615,12.0,-2.0,9.0,16.0,2.0,25.0,2602.0,-1413.0,0.0,False,True,0.09447372658584641,False
48:71524:16080:71502,48,B6-B8,B6,B8,0.004439338428724682,0.004439338428724682,0.0,0.0,0.0,0.0,0.0,0.0,-0.17503524140966142,7.99345117571702,0.0,8.0,-1.1157788396861479,8.165388153165148,-1.1113640822382713,8.17213196511846,0.6411655784036644,-0.04857627091092653,12.0,-1.0,9.0,14.0,-0.5,25.0,2602.0,-1161.5,0.0,False,True,-0.6429771385683161,False
48:71742:16278:71720,48,B4-B6,B4,B6,-2.3101334107456637,2.3101334107456637,0.0,0.0,0.0,0.0,0.0,0.0,-0.2880564941084245,7.756409362140481,0.0,15.0,0.17095701182075196,4.325568379124948,0.1176762715108648,4.354777792311363,0.22358786610878661,-0.025343783842585593,5.0,0.0,5.0,7.5,-4.0,13.0,3115.5,-780.0,0.0,False,True,2.257319185168516,False
48:71742:16278:71720,48,B4-B8,B4,B8,-2.5908579950007606,2.5908579950007606,0.0,0.0,0.0,0.0,0.0,0.0,-0.24175800894442556,7.756409362140481,0.0,15.0,0.06443400892169127,4.378829880574479,0.06565828812730956,4.38078678400314,0.2279053583855254,-0.02966127611932437,5.0,0.0,5.0,3.5,1.0,5.0,2974.5,-639.0,0.0,False,True,1.1801908499320675,False
48:71742:16278:71720,48,B6-B8,B6,B8,-0.28072458425509694,0.28072458425509694,0.0,0.0,0.0,0.0,0.0,0.0,0.046298485163998926,7.998167371084906,0.0,15.0,-0.10652300289906069,4.293351374664102,-0.05201798338355523,4.321948648247708,0.2279053583855254,-0.004317492276738777,5.0,0.0,4.0,7.5,5.0,13.0,3115.5,141.0,0.0,False,True,-0.9281410612521377,False
48:72317:428:72295,48,B4-B6,B4,B6,-5.911631398144969,5.911631398144969,0.0,0.0,0.0,0.0,0.0,0.0,-0.16451842561835495,7.890956716138919,0.0,8.0,-0.2688739188290086,7.814451929474385,-0.267955042296359,7.81586374869309,0.5810638127945053,-0.09528967267952915,12.0,0.0,8.0,11.0,2.0,15.0,1539.0,-513.0,0.0,False,True,-1.3441788022307897,False
48:72317:428:72295,48,B4-B8,B4,B8,-4.531040808711296,4.531040808711296,0.0,0.0,0.0,0.0,0.0,0.0,-0.21299117985019134,7.890956716138919,1.0,7.5,-1.1495631336751861,8.254796536897473,-1.149808918379784,8.256790686734803,0.7060646531059517,-0.22029051299097557,12.0,0.0,9.0,11.0,4.5,15.0,1908.5,-882.5,0.0,False,True,-0.759991963778468,False
48:72317:428:72295,48,B6-B8,B6,B8,1.3805905894336732,1.3805905894336732,0.0,0.0,0.0,0.0,0.0,0.0,-0.04847275423183639,8.055475141757274,1.0,7.5,-0.8806892148461776,8.389233496311977,-0.8818538760834249,8.390768207882981,0.7060646531059517,-0.12500084031144643,12.0,0.0,9.0,9.0,2.5,11.0,1908.5,-369.5,0.0,False,True,0.7331741124366324,False
48:73134:1205:73112,48,B4-B6,B4,B6,-4.393644745017873,4.393644745017873,0.0,0.0,0.0,0.0,0.0,0.0,-0.06877087126403936,8.056268226103706,0.0,6.0,0.042497822537448826,8.377482254472751,0.04397753426935047,8.381183318511638,0.6660526409012009,-0.03557436526041724,12.0,0.0,8.0,51.5,42.5,62.0,1097.0,-179.5,0.0,False,True,0.17380785089630635,False
48:73134:1205:73112,48,B4-B8,B4,B8,-6.783322224452917,6.783322224452917,0.0,0.0,0.0,0.0,0.0,0.0,0.49332727284874256,7.562940953254963,-1.0,6.5,0.8274139404881629,7.9850241954973935,0.8240606281248786,7.991141771583873,0.6304782756407836,0.0657244020633806,12.0,1.0,8.0,51.5,37.0,62.0,917.5,343.0,0.0,False,True,-3.0122733795200887,False
48:73134:1205:73112,48,B6-B8,B6,B8,-2.3896774794350435,2.3896774794350435,0.0,0.0,0.0,0.0,0.0,0.0,0.5620981441127819,7.562940953254963,-1.0,6.5,0.784916117950714,7.963775284228669,0.7800830938555281,7.969153004449199,0.6660526409012009,0.10129876732379783,12.0,1.0,8.0,14.5,-5.5,25.0,1097.0,522.5,0.0,False,True,-3.0370939564320842,False
48:73622:1655:73600,48,B4-B6,B4,B6,-3.0912375690607803,3.0912375690607803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0641570185578022,7.738052297689316,-1.0,16.5,0.5531632237172439,3.318708401224675,0.5148529756697049,3.340044074746918,0.0,0.0,4.0,0.0,3.0,10.0,-5.0,18.0,2445.0,-152.0,0.0,False,True,1.4762150268533993,False
48:73622:1655:73600,48,B4-B8,B4,B8,-2.0826826051113017,2.0826826051113017,0.0,0.0,0.0,0.0,0.0,0.0,-0.3758234776762164,7.738052297689316,0.0,16.0,0.20645934981035197,3.492060338178121,0.20594488508513908,3.494498120039201,0.0,0.0,4.0,0.0,3.0,20.5,-15.5,27.0,3339.5,-1046.5,0.0,False,True,1.6883662398215264,False
48:73622:1655:73600,48,B6-B8,B6,B8,1.0085549639494786,1.0085549639494786,0.0,0.0,0.0,0.0,0.0,0.0,-0.3116664591184142,7.802209316247118,1.0,16.5,-0.34670387390689195,3.215478726319499,-0.3089080905845658,3.2370716322043487,0.0,0.0,4.0,0.0,3.0,20.5,-10.5,27.0,3339.5,-894.5,0.0,False,True,0.3611384869524379,False
48:74984:2915:74962,48,B4-B6,B4,B6,-4.669540001817452,4.669540001817452,0.0,0.0,0.0,0.0,0.0,0.0,0.18725983843453786,7.61085279039525,0.0,7.0,0.2673659780341371,7.294653766629748,0.27220949236869796,7.297570818497375,0.509440486893976,-0.042781186302848495,11.0,1.0,7.0,50.0,21.0,59.0,520.0,52.0,0.0,False,True,-0.10208740590327281,False
48:74984:2915:74962,48,B4-B8,B4,B8,-4.75801703140111,4.75801703140111,0.0,0.0,0.0,0.0,0.0,0.0,0.4812322809079994,7.3168803479217885,0.0,7.0,0.16479405042913697,7.3459397304322485,0.15484538854347285,7.356252870409988,0.506483426171126,-0.039824125579998426,11.0,1.0,7.0,50.0,27.5,59.0,520.0,179.5,0.0,False,True,-0.9869681864682818,False
48:74984:2915:74962,48,B6-B8,B6,B8,-0.08847702958365744,0.08847702958365744,0.0,0.0,0.0,0.0,0.0,0.0,0.29397244247346155,7.3168803479217885,0.0,7.0,-0.10257192760500011,7.21225674141518,-0.11736410382522511,7.22014812422564,0.509440486893976,0.002957060722850069,10.0,0.0,7.0,29.0,6.5,30.0,468.0,127.5,0.0,False,True,-0.7358935065806982,False
48:75195:3118:75173,48,B4-B6,B4,B6,-2.5907041128308066,2.5907041128308066,370.27250000000004,370.27250000000004,564.0225,757.7725,0.16941515001557894,0.2687741243745533,0.0733571595011373,7.576097340623111,-1.0,4.5,-1.1083444218397753,5.128391891644215,-0.1532625868294204,6.021830245046829,0.5,0.05987218298015473,9.0,0.0,7.0,1653.5,665.5,2249.0,466.5,314.5,-466.5,True,True,1.976748483083373,False
48:75195:3118:75173,48,B4-B8,B4,B8,-1.859653474386949,1.859653474386949,318.1125000000002,318.1125000000002,564.0225,809.9324999999999,0.15730086961480721,0.2687741243745533,-0.04993490613248852,7.649454500124248,-1.0,4.5,-1.6429154054044126,5.395677383426533,-0.6377566240705104,6.264077263667374,0.5,0.05116375154937336,9.0,0.0,7.0,1653.5,308.5,2249.0,466.5,320.5,-466.5,True,True,1.911395370545879,False
48:75195:3118:75173,48,B6-B8,B6,B8,0.7310506384438575,0.7310506384438575,-52.159999999999854,52.159999999999854,245.90999999999985,439.65999999999985,-0.012114280400771726,0.11147325475974608,-0.12329206563362582,7.576097340623111,0.0,5.0,-0.5345709835646373,5.949849594346421,-0.48449403724108997,6.340708557082084,0.44883624845062664,-0.008708431430781371,9.0,0.0,7.0,1345.0,-357.0,1624.0,152.0,6.0,-152.0,True,False,0.08363416144681679,False
48:75505:3415:75483,48,B4-B6,B4,B6,-1.9325271317829475,1.9325271317829475,89.60249999999996,89.60249999999996,100.60249999999996,111.60249999999996,0.04996773382729809,0.05826962061975092,0.26450838489601747,7.189922170745808,0.0,5.0,-0.8867863329125889,7.140757776939932,-0.7768859454999477,7.23495325366512,0.574992574992575,-0.07526752106084617,10.0,-1.0,7.0,895.5,379.5,1022.0,171.0,-95.5,-9.5,True,False,2.634925464131232,False
48:75505:3415:75483,48,B4-B8,B4,B8,-2.436091255839944,2.436091255839944,90.26249999999982,90.26249999999982,100.60249999999996,110.94250000000011,0.05543207945619435,0.05826962061975092,-0.7466810888009325,7.454430555641825,0.0,5.0,-3.1555442808445733,8.275136750905924,-3.0396038793482996,8.366312220589297,0.6763081193615544,-0.17658306542982566,15.0,-6.0,9.0,1249.0,-353.5,1314.0,1382.0,-1306.5,-9.5,True,True,1.334957589092884,False
48:75505:3415:75483,48,B6-B8,B6,B8,-0.5035641240569966,0.5035641240569966,0.6599999999998545,0.6599999999998545,11.0,21.340000000000146,0.005464345628896259,0.00830188679245283,-1.01118947369695,7.189922170745808,0.0,5.0,-2.2687579479319844,8.718529917362218,-2.262717933848352,8.754755193339271,0.6763081193615544,-0.1013155443689795,15.0,-5.0,9.0,1249.0,-733.0,1314.0,1382.0,-1211.0,0.0,True,True,-1.1509806010540373,False
48:75870:3754:75848,48,B4-B6,B4,B6,-4.655396302038497,4.655396302038497,0.0,0.0,0.0,0.0,0.0,0.0,-0.07154442760592072,7.871883340270452,0.0,8.0,0.17956917394187943,7.322384018789121,0.18502246772753228,7.334343620227402,0.5563183445299857,-0.06282852712327269,10.0,0.0,8.0,20.5,6.5,38.0,1191.0,-207.5,0.0,False,True,-0.08794370612431734,False
48:75870:3754:75848,48,B4-B8,B4,B8,-3.566830985439317,3.566830985439317,0.0,0.0,0.0,0.0,0.0,0.0,-0.2547826154018278,7.871883340270452,0.0,8.0,-1.3434854962355045,8.083911353877813,-1.3357467719250904,8.094728240053714,0.6172506283844195,-0.12376081097770641,12.0,-2.0,8.0,20.5,13.0,38.0,2118.5,-1135.0,0.0,False,True,0.2042178594935109,False
48:75870:3754:75848,48,B6-B8,B6,B8,1.0885653165991798,1.0885653165991798,0.0,0.0,0.0,0.0,0.0,0.0,-0.18323818779590706,7.943427767876373,0.0,8.0,-1.523054670177384,7.994126766906874,-1.5207692396526227,8.002217006189948,0.6172506283844195,-0.06093228385443372,12.0,-2.0,8.0,14.0,6.5,21.0,2118.5,-927.5,0.0,False,True,0.441148839602139,False
48:76019:3894:75997,48,B4-B6,B4,B6,-5.553175640444721,5.553175640444721,0.0,0.0,0.0,0.0,0.0,0.0,-0.07558567445654596,7.847762537473608,-1.0,7.5,-0.2355467488998757,7.480415031347164,-0.23869378323733859,7.483551659105968,0.5130803926771027,0.04000566907817016,11.0,-1.0,8.0,11.0,-8.0,20.0,974.0,-334.0,0.0,False,True,-0.9857230445305412,False
48:76019:3894:75997,48,B4-B8,B4,B8,-3.1833846534231824,3.1833846534231824,0.0,0.0,0.0,0.0,0.0,0.0,-0.4526418682664275,7.847762537473608,0.0,7.0,-1.739110113509036,8.232196713651744,-1.7405287397806841,8.23446913737764,0.6442197478303586,-0.13113935515325592,13.0,-3.0,9.0,9.5,-6.5,13.0,2784.5,-2144.5,0.0,False,True,0.5876641915096457,False
48:76019:3894:75997,48,B6-B8,B6,B8,2.3697909870215383,2.3697909870215383,0.0,0.0,0.0,0.0,0.0,0.0,-0.37705619380988153,7.923348211930154,1.0,7.5,-1.5035633646091604,8.349970088101681,-1.5018349565433455,8.353816028996311,0.6442197478303586,-0.17114502423142608,13.0,-2.0,9.0,11.0,1.5,20.0,2784.5,-1810.5,0.0,False,True,1.7223745100244976,False
48:76979:4788:76957,48,B4-B6,B4,B6,-5.930842910685527,5.930842910685527,0.0,0.0,0.0,0.0,0.0,0.0,-0.0304611405970876,7.8580608894435695,0.0,8.0,0.3813859387307126,7.429109776718573,0.37942701024330194,7.433570192422344,0.4846570163399539,-0.03234854348353583,11.0,1.0,7.0,12.5,-4.0,20.0,914.5,-31.0,0.0,False,True,-1.3633903147713475,False
48:76979:4788:76957,48,B4-B8,B4,B8,-5.581179487313989,5.581179487313989,0.0,0.0,0.0,0.0,0.0,0.0,-0.24027795674548713,7.8580608894435695,1.0,7.5,-1.5325695166897928,8.386087504428826,-1.5315216552540578,8.389044525171025,0.6808743895551643,-0.22856591669874626,12.0,-1.0,9.0,8.5,1.5,13.0,1859.0,-975.5,0.0,False,True,-1.8101306423811607,False
48:76979:4788:76957,48,B6-B8,B6,B8,0.34966342337153833,0.34966342337153833,0.0,0.0,0.0,0.0,0.0,0.0,-0.20981681614839953,7.888522030040657,1.0,7.5,-1.9139554554205054,8.19539453506347,-1.9109486654973598,8.199331020049375,0.6808743895551643,-0.19621737321521043,12.0,-2.0,9.0,12.5,5.5,20.0,1859.0,-944.5,0.0,False,True,-0.2977530536255024,False
48:77089:4889:77067,48,B4-B6,B4,B6,-1.7801677504929536,1.7801677504929536,342.3225000000002,342.3225000000002,774.96,1207.5974999999999,0.27035771713601275,0.4464055299539171,-0.34739192061088975,7.459914766241105,0.0,4.0,-3.1322393125530326,4.190543619410157,-1.0171321450839388,5.973427823694044,0.5562949245111272,-0.11853799397460352,9.0,-1.0,7.0,1833.5,-373.5,2303.0,788.0,443.5,-788.0,True,True,2.787284845421226,False
48:77089:4889:77067,48,B4-B8,B4,B8,-0.2882886227607102,0.2882886227607102,104.90250000000015,104.90250000000015,774.96,1445.0175,0.19158236965728276,0.4464055299539171,-0.4150144549297572,7.459914766241105,0.0,4.0,-4.054792617965428,4.651820272116355,-2.0394166287680626,6.484570065536105,0.5893069808691246,-0.15155005033260094,10.0,-2.0,7.0,2541.5,-1081.5,3251.0,788.0,331.5,-788.0,True,True,3.482760222172118,False
48:77089:4889:77067,48,B6-B8,B6,B8,1.4918791277322434,1.4918791277322434,-237.42000000000007,237.42000000000007,670.0574999999999,1102.6949999999997,-0.07877534747873002,0.2548231602966343,-0.06762253431886744,7.8073066868519945,0.0,4.0,-0.9225533054123956,6.217939928392871,-1.0222844836841238,6.993136138078075,0.5893069808691246,-0.03301205635799742,10.0,-1.0,7.0,2541.5,-708.0,3251.0,456.5,-112.0,-456.5,True,True,0.8444626507352027,False
48:77279:5065:77257,48,B4-B6,B4,B6,-6.411495080302174,6.411495080302174,0.0,0.0,0.0,0.0,0.0,0.0,-0.22166735471202514,8.087640287778983,0.0,14.0,0.8077767662051825,4.730449151480871,0.8139179720741607,4.738445256200853,0.3792926995678872,-0.0052336722050003726,6.0,1.0,5.0,9.5,-5.5,14.0,4060.5,-807.5,0.0,False,True,-1.8440424843879946,False
