stave,amp_bin,amp_low_adc,amp_high_adc,n_train,source,heldout_run,template_kind
B4,4,4700.0,6800.0,25,stave_fallback,36,local_half_run
B4,5,6800.0,10000.0,2,stave_fallback,36,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,36,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,36,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,36,local_half_run
B6,0,1000.0,1500.0,4,stave_fallback,36,local_half_run
B6,1,1500.0,2200.0,16,stave_fallback,36,local_half_run
B6,2,2200.0,3200.0,21,stave_fallback,36,local_half_run
B6,3,3200.0,4700.0,22,stave_fallback,36,local_half_run
B6,4,4700.0,6800.0,2,stave_fallback,36,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,36,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,36,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,36,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,36,local_half_run
B8,0,1000.0,1500.0,8,stave_fallback,36,local_half_run
B8,1,1500.0,2200.0,7,stave_fallback,36,local_half_run
B8,2,2200.0,3200.0,3,stave_fallback,36,local_half_run
B8,3,3200.0,4700.0,9,stave_fallback,36,local_half_run
B8,4,4700.0,6800.0,2,stave_fallback,36,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,36,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,36,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,36,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,36,local_half_run
B2,0,1000.0,1500.0,25845,stave_amp_bin,37,external_other_runs
B2,1,1500.0,2200.0,31048,stave_amp_bin,37,external_other_runs
B2,2,2200.0,3200.0,55520,stave_amp_bin,37,external_other_runs
B2,3,3200.0,4700.0,94726,stave_amp_bin,37,external_other_runs
B2,4,4700.0,6800.0,153562,stave_amp_bin,37,external_other_runs
B2,5,6800.0,10000.0,195747,stave_amp_bin,37,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,37,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,37,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,37,external_other_runs
B4,0,1000.0,1500.0,3117,stave_amp_bin,37,external_other_runs
B4,1,1500.0,2200.0,5106,stave_amp_bin,37,external_other_runs
B4,2,2200.0,3200.0,13621,stave_amp_bin,37,external_other_runs
B4,3,3200.0,4700.0,10432,stave_amp_bin,37,external_other_runs
B4,4,4700.0,6800.0,2653,stave_amp_bin,37,external_other_runs
B4,5,6800.0,10000.0,190,stave_amp_bin,37,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,37,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,37,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,37,external_other_runs
B6,0,1000.0,1500.0,1827,stave_amp_bin,37,external_other_runs
B6,1,1500.0,2200.0,3152,stave_amp_bin,37,external_other_runs
B6,2,2200.0,3200.0,6804,stave_amp_bin,37,external_other_runs
B6,3,3200.0,4700.0,5100,stave_amp_bin,37,external_other_runs
B6,4,4700.0,6800.0,624,stave_amp_bin,37,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,37,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,37,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,37,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,37,external_other_runs
B8,0,1000.0,1500.0,774,stave_amp_bin,37,external_other_runs
B8,1,1500.0,2200.0,860,stave_amp_bin,37,external_other_runs
B8,2,2200.0,3200.0,2254,stave_amp_bin,37,external_other_runs
B8,3,3200.0,4700.0,2519,stave_amp_bin,37,external_other_runs
B8,4,4700.0,6800.0,663,stave_amp_bin,37,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,37,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,37,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,37,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,37,external_other_runs
B2,0,1000.0,1500.0,809,stave_amp_bin,37,local_half_run
B2,1,1500.0,2200.0,876,stave_amp_bin,37,local_half_run
B2,2,2200.0,3200.0,1500,stave_amp_bin,37,local_half_run
B2,3,3200.0,4700.0,2702,stave_amp_bin,37,local_half_run
B2,4,4700.0,6800.0,2779,stave_amp_bin,37,local_half_run
B2,5,6800.0,10000.0,2673,stave_amp_bin,37,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,37,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,37,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,37,local_half_run
B4,0,1000.0,1500.0,68,stave_amp_bin,37,local_half_run
B4,1,1500.0,2200.0,62,stave_amp_bin,37,local_half_run
B4,2,2200.0,3200.0,156,stave_amp_bin,37,local_half_run
B4,3,3200.0,4700.0,184,stave_amp_bin,37,local_half_run
B4,4,4700.0,6800.0,36,stave_amp_bin,37,local_half_run
B4,5,6800.0,10000.0,3,stave_fallback,37,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,37,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,37,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,37,local_half_run
B6,0,1000.0,1500.0,35,stave_amp_bin,37,local_half_run
B6,1,1500.0,2200.0,39,stave_amp_bin,37,local_half_run
B6,2,2200.0,3200.0,77,stave_amp_bin,37,local_half_run
B6,3,3200.0,4700.0,68,stave_amp_bin,37,local_half_run
B6,4,4700.0,6800.0,8,stave_fallback,37,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,37,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,37,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,37,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,37,local_half_run
B8,0,1000.0,1500.0,24,stave_fallback,37,local_half_run
B8,1,1500.0,2200.0,8,stave_fallback,37,local_half_run
B8,2,2200.0,3200.0,22,stave_fallback,37,local_half_run
B8,3,3200.0,4700.0,30,stave_amp_bin,37,local_half_run
B8,4,4700.0,6800.0,4,stave_fallback,37,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,37,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,37,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,37,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,37,local_half_run
B2,0,1000.0,1500.0,26504,stave_amp_bin,39,external_other_runs
B2,1,1500.0,2200.0,31735,stave_amp_bin,39,external_other_runs
B2,2,2200.0,3200.0,56663,stave_amp_bin,39,external_other_runs
B2,3,3200.0,4700.0,96801,stave_amp_bin,39,external_other_runs
B2,4,4700.0,6800.0,155889,stave_amp_bin,39,external_other_runs
B2,5,6800.0,10000.0,198640,stave_amp_bin,39,external_other_runs
B2,6,10000.0,15000.0,18,stave_fallback,39,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,39,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,39,external_other_runs
B4,0,1000.0,1500.0,3152,stave_amp_bin,39,external_other_runs
B4,1,1500.0,2200.0,5159,stave_amp_bin,39,external_other_runs
B4,2,2200.0,3200.0,13714,stave_amp_bin,39,external_other_runs
B4,3,3200.0,4700.0,10543,stave_amp_bin,39,external_other_runs
B4,4,4700.0,6800.0,2694,stave_amp_bin,39,external_other_runs
B4,5,6800.0,10000.0,191,stave_amp_bin,39,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,39,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,39,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,39,external_other_runs
B6,0,1000.0,1500.0,1851,stave_amp_bin,39,external_other_runs
B6,1,1500.0,2200.0,3166,stave_amp_bin,39,external_other_runs
B6,2,2200.0,3200.0,6841,stave_amp_bin,39,external_other_runs
B6,3,3200.0,4700.0,5171,stave_amp_bin,39,external_other_runs
B6,4,4700.0,6800.0,628,stave_amp_bin,39,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,39,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,39,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,39,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,39,external_other_runs
B8,0,1000.0,1500.0,796,stave_amp_bin,39,external_other_runs
B8,1,1500.0,2200.0,859,stave_amp_bin,39,external_other_runs
B8,2,2200.0,3200.0,2258,stave_amp_bin,39,external_other_runs
B8,3,3200.0,4700.0,2539,stave_amp_bin,39,external_other_runs
B8,4,4700.0,6800.0,671,stave_amp_bin,39,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,39,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,39,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,39,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,39,external_other_runs
B2,0,1000.0,1500.0,500,stave_amp_bin,39,local_half_run
B2,1,1500.0,2200.0,604,stave_amp_bin,39,local_half_run
B2,2,2200.0,3200.0,948,stave_amp_bin,39,local_half_run
B2,3,3200.0,4700.0,1679,stave_amp_bin,39,local_half_run
B2,4,4700.0,6800.0,1618,stave_amp_bin,39,local_half_run
B2,5,6800.0,10000.0,1252,stave_amp_bin,39,local_half_run
B2,6,10000.0,15000.0,2,stave_fallback,39,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,39,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,39,local_half_run
B4,0,1000.0,1500.0,47,stave_amp_bin,39,local_half_run
B4,1,1500.0,2200.0,26,stave_fallback,39,local_half_run
B4,2,2200.0,3200.0,113,stave_amp_bin,39,local_half_run
B4,3,3200.0,4700.0,114,stave_amp_bin,39,local_half_run
B4,4,4700.0,6800.0,33,stave_amp_bin,39,local_half_run
B4,5,6800.0,10000.0,1,stave_fallback,39,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,39,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,39,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,39,local_half_run
B6,0,1000.0,1500.0,15,stave_fallback,39,local_half_run
B6,1,1500.0,2200.0,20,stave_fallback,39,local_half_run
B6,2,2200.0,3200.0,51,stave_amp_bin,39,local_half_run
B6,3,3200.0,4700.0,35,stave_amp_bin,39,local_half_run
B6,4,4700.0,6800.0,6,stave_fallback,39,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,39,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,39,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,39,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,39,local_half_run
B8,0,1000.0,1500.0,5,stave_fallback,39,local_half_run
B8,1,1500.0,2200.0,11,stave_fallback,39,local_half_run
B8,2,2200.0,3200.0,14,stave_fallback,39,local_half_run
B8,3,3200.0,4700.0,12,stave_fallback,39,local_half_run
B8,4,4700.0,6800.0,3,stave_fallback,39,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,39,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,39,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,39,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,39,local_half_run
B2,0,1000.0,1500.0,26410,stave_amp_bin,40,external_other_runs
B2,1,1500.0,2200.0,31620,stave_amp_bin,40,external_other_runs
B2,2,2200.0,3200.0,56459,stave_amp_bin,40,external_other_runs
B2,3,3200.0,4700.0,96542,stave_amp_bin,40,external_other_runs
B2,4,4700.0,6800.0,155842,stave_amp_bin,40,external_other_runs
B2,5,6800.0,10000.0,198958,stave_amp_bin,40,external_other_runs
B2,6,10000.0,15000.0,18,stave_fallback,40,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,40,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,40,external_other_runs
B4,0,1000.0,1500.0,3163,stave_amp_bin,40,external_other_runs
B4,1,1500.0,2200.0,5133,stave_amp_bin,40,external_other_runs
B4,2,2200.0,3200.0,13699,stave_amp_bin,40,external_other_runs
B4,3,3200.0,4700.0,10553,stave_amp_bin,40,external_other_runs
B4,4,4700.0,6800.0,2672,stave_amp_bin,40,external_other_runs
B4,5,6800.0,10000.0,189,stave_amp_bin,40,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,40,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,40,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,40,external_other_runs
B6,0,1000.0,1500.0,1845,stave_amp_bin,40,external_other_runs
B6,1,1500.0,2200.0,3171,stave_amp_bin,40,external_other_runs
B6,2,2200.0,3200.0,6845,stave_amp_bin,40,external_other_runs
B6,3,3200.0,4700.0,5132,stave_amp_bin,40,external_other_runs
B6,4,4700.0,6800.0,627,stave_amp_bin,40,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,40,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,40,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,40,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,40,external_other_runs
B8,0,1000.0,1500.0,790,stave_amp_bin,40,external_other_runs
B8,1,1500.0,2200.0,861,stave_amp_bin,40,external_other_runs
B8,2,2200.0,3200.0,2258,stave_amp_bin,40,external_other_runs
B8,3,3200.0,4700.0,2537,stave_amp_bin,40,external_other_runs
B8,4,4700.0,6800.0,669,stave_amp_bin,40,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,40,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,40,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,40,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,40,external_other_runs
B2,0,1000.0,1500.0,521,stave_amp_bin,40,local_half_run
B2,1,1500.0,2200.0,637,stave_amp_bin,40,local_half_run
B2,2,2200.0,3200.0,1002,stave_amp_bin,40,local_half_run
B2,3,3200.0,4700.0,1850,stave_amp_bin,40,local_half_run
B2,4,4700.0,6800.0,1630,stave_amp_bin,40,local_half_run
B2,5,6800.0,10000.0,1141,stave_amp_bin,40,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,40,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,40,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,40,local_half_run
B4,0,1000.0,1500.0,34,stave_amp_bin,40,local_half_run
B4,1,1500.0,2200.0,42,stave_amp_bin,40,local_half_run
B4,2,2200.0,3200.0,118,stave_amp_bin,40,local_half_run
B4,3,3200.0,4700.0,116,stave_amp_bin,40,local_half_run
B4,4,4700.0,6800.0,38,stave_amp_bin,40,local_half_run
B4,5,6800.0,10000.0,4,stave_fallback,40,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,40,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,40,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,40,local_half_run
B6,0,1000.0,1500.0,25,stave_fallback,40,local_half_run
B6,1,1500.0,2200.0,25,stave_fallback,40,local_half_run
B6,2,2200.0,3200.0,47,stave_amp_bin,40,local_half_run
B6,3,3200.0,4700.0,45,stave_amp_bin,40,local_half_run
B6,4,4700.0,6800.0,7,stave_fallback,40,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,40,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,40,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,40,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,40,local_half_run
B8,0,1000.0,1500.0,12,stave_fallback,40,local_half_run
B8,1,1500.0,2200.0,8,stave_fallback,40,local_half_run
B8,2,2200.0,3200.0,17,stave_fallback,40,local_half_run
B8,3,3200.0,4700.0,16,stave_fallback,40,local_half_run
B8,4,4700.0,6800.0,6,stave_fallback,40,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,40,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,40,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,40,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,40,local_half_run
B2,0,1000.0,1500.0,26388,stave_amp_bin,41,external_other_runs
B2,1,1500.0,2200.0,31565,stave_amp_bin,41,external_other_runs
B2,2,2200.0,3200.0,56465,stave_amp_bin,41,external_other_runs
B2,3,3200.0,4700.0,96374,stave_amp_bin,41,external_other_runs
B2,4,4700.0,6800.0,155519,stave_amp_bin,41,external_other_runs
B2,5,6800.0,10000.0,198130,stave_amp_bin,41,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,41,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,41,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,41,external_other_runs
B4,0,1000.0,1500.0,3163,stave_amp_bin,41,external_other_runs
B4,1,1500.0,2200.0,5132,stave_amp_bin,41,external_other_runs
B4,2,2200.0,3200.0,13702,stave_amp_bin,41,external_other_runs
B4,3,3200.0,4700.0,10507,stave_amp_bin,41,external_other_runs
B4,4,4700.0,6800.0,2667,stave_amp_bin,41,external_other_runs
B4,5,6800.0,10000.0,187,stave_amp_bin,41,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,41,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,41,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,41,external_other_runs
B6,0,1000.0,1500.0,1854,stave_amp_bin,41,external_other_runs
B6,1,1500.0,2200.0,3177,stave_amp_bin,41,external_other_runs
B6,2,2200.0,3200.0,6850,stave_amp_bin,41,external_other_runs
B6,3,3200.0,4700.0,5129,stave_amp_bin,41,external_other_runs
B6,4,4700.0,6800.0,622,stave_amp_bin,41,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,41,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,41,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,41,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,41,external_other_runs
B8,0,1000.0,1500.0,787,stave_amp_bin,41,external_other_runs
B8,1,1500.0,2200.0,860,stave_amp_bin,41,external_other_runs
B8,2,2200.0,3200.0,2262,stave_amp_bin,41,external_other_runs
B8,3,3200.0,4700.0,2529,stave_amp_bin,41,external_other_runs
B8,4,4700.0,6800.0,666,stave_amp_bin,41,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,41,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,41,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,41,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,41,external_other_runs
B2,0,1000.0,1500.0,563,stave_amp_bin,41,local_half_run
B2,1,1500.0,2200.0,643,stave_amp_bin,41,local_half_run
B2,2,2200.0,3200.0,1081,stave_amp_bin,41,local_half_run
B2,3,3200.0,4700.0,1904,stave_amp_bin,41,local_half_run
B2,4,4700.0,6800.0,1809,stave_amp_bin,41,local_half_run
B2,5,6800.0,10000.0,1509,stave_amp_bin,41,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,41,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,41,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,41,local_half_run
B4,0,1000.0,1500.0,34,stave_amp_bin,41,local_half_run
B4,1,1500.0,2200.0,48,stave_amp_bin,41,local_half_run
B4,2,2200.0,3200.0,117,stave_amp_bin,41,local_half_run
B4,3,3200.0,4700.0,139,stave_amp_bin,41,local_half_run
B4,4,4700.0,6800.0,35,stave_amp_bin,41,local_half_run
B4,5,6800.0,10000.0,4,stave_fallback,41,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,41,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,41,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,41,local_half_run
B6,0,1000.0,1500.0,22,stave_fallback,41,local_half_run
B6,1,1500.0,2200.0,17,stave_fallback,41,local_half_run
B6,2,2200.0,3200.0,52,stave_amp_bin,41,local_half_run
B6,3,3200.0,4700.0,50,stave_amp_bin,41,local_half_run
B6,4,4700.0,6800.0,7,stave_fallback,41,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,41,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,41,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,41,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,41,local_half_run
B8,0,1000.0,1500.0,11,stave_fallback,41,local_half_run
B8,1,1500.0,2200.0,10,stave_fallback,41,local_half_run
B8,2,2200.0,3200.0,16,stave_fallback,41,local_half_run
B8,3,3200.0,4700.0,23,stave_fallback,41,local_half_run
B8,4,4700.0,6800.0,5,stave_fallback,41,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,41,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,41,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,41,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,41,local_half_run
B2,0,1000.0,1500.0,26493,stave_amp_bin,42,external_other_runs
B2,1,1500.0,2200.0,31682,stave_amp_bin,42,external_other_runs
B2,2,2200.0,3200.0,56686,stave_amp_bin,42,external_other_runs
B2,3,3200.0,4700.0,96521,stave_amp_bin,42,external_other_runs
B2,4,4700.0,6800.0,155149,stave_amp_bin,42,external_other_runs
B2,5,6800.0,10000.0,195898,stave_amp_bin,42,external_other_runs
B2,6,10000.0,15000.0,18,stave_fallback,42,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,42,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,42,external_other_runs
B4,0,1000.0,1500.0,3176,stave_amp_bin,42,external_other_runs
B4,1,1500.0,2200.0,5136,stave_amp_bin,42,external_other_runs
B4,2,2200.0,3200.0,13679,stave_amp_bin,42,external_other_runs
B4,3,3200.0,4700.0,10547,stave_amp_bin,42,external_other_runs
B4,4,4700.0,6800.0,2675,stave_amp_bin,42,external_other_runs
B4,5,6800.0,10000.0,192,stave_amp_bin,42,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,42,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,42,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,42,external_other_runs
B6,0,1000.0,1500.0,1852,stave_amp_bin,42,external_other_runs
B6,1,1500.0,2200.0,3176,stave_amp_bin,42,external_other_runs
B6,2,2200.0,3200.0,6840,stave_amp_bin,42,external_other_runs
B6,3,3200.0,4700.0,5128,stave_amp_bin,42,external_other_runs
B6,4,4700.0,6800.0,627,stave_amp_bin,42,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,42,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,42,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,42,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,42,external_other_runs
B8,0,1000.0,1500.0,784,stave_amp_bin,42,external_other_runs
B8,1,1500.0,2200.0,864,stave_amp_bin,42,external_other_runs
B8,2,2200.0,3200.0,2256,stave_amp_bin,42,external_other_runs
B8,3,3200.0,4700.0,2542,stave_amp_bin,42,external_other_runs
B8,4,4700.0,6800.0,669,stave_amp_bin,42,external_other_runs
B8,5,6800.0,10000.0,20,stave_fallback,42,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,42,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,42,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,42,external_other_runs
B2,0,1000.0,1500.0,502,stave_amp_bin,42,local_half_run
B2,1,1500.0,2200.0,609,stave_amp_bin,42,local_half_run
B2,2,2200.0,3200.0,932,stave_amp_bin,42,local_half_run
B2,3,3200.0,4700.0,1883,stave_amp_bin,42,local_half_run
B2,4,4700.0,6800.0,2022,stave_amp_bin,42,local_half_run
B2,5,6800.0,10000.0,2620,stave_amp_bin,42,local_half_run
B2,6,10000.0,15000.0,1,stave_fallback,42,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,42,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,42,local_half_run
B4,0,1000.0,1500.0,28,stave_fallback,42,local_half_run
B4,1,1500.0,2200.0,47,stave_amp_bin,42,local_half_run
B4,2,2200.0,3200.0,129,stave_amp_bin,42,local_half_run
B4,3,3200.0,4700.0,115,stave_amp_bin,42,local_half_run
B4,4,4700.0,6800.0,40,stave_amp_bin,42,local_half_run
B4,5,6800.0,10000.0,1,stave_fallback,42,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,42,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,42,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,42,local_half_run
B6,0,1000.0,1500.0,21,stave_fallback,42,local_half_run
B6,1,1500.0,2200.0,25,stave_fallback,42,local_half_run
B6,2,2200.0,3200.0,56,stave_amp_bin,42,local_half_run
B6,3,3200.0,4700.0,54,stave_amp_bin,42,local_half_run
B6,4,4700.0,6800.0,11,stave_fallback,42,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,42,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,42,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,42,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,42,local_half_run
B8,0,1000.0,1500.0,9,stave_fallback,42,local_half_run
B8,1,1500.0,2200.0,6,stave_fallback,42,local_half_run
B8,2,2200.0,3200.0,20,stave_fallback,42,local_half_run
B8,3,3200.0,4700.0,17,stave_fallback,42,local_half_run
B8,4,4700.0,6800.0,3,stave_fallback,42,local_half_run
B8,5,6800.0,10000.0,1,stave_fallback,42,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,42,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,42,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,42,local_half_run
B2,0,1000.0,1500.0,27349,stave_amp_bin,44,external_other_runs
B2,1,1500.0,2200.0,32704,stave_amp_bin,44,external_other_runs
B2,2,2200.0,3200.0,58315,stave_amp_bin,44,external_other_runs
B2,3,3200.0,4700.0,99748,stave_amp_bin,44,external_other_runs
B2,4,4700.0,6800.0,158627,stave_amp_bin,44,external_other_runs
B2,5,6800.0,10000.0,200777,stave_amp_bin,44,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,44,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,44,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,44,external_other_runs
B4,0,1000.0,1500.0,3218,stave_amp_bin,44,external_other_runs
B4,1,1500.0,2200.0,5212,stave_amp_bin,44,external_other_runs
B4,2,2200.0,3200.0,13912,stave_amp_bin,44,external_other_runs
B4,3,3200.0,4700.0,10749,stave_amp_bin,44,external_other_runs
B4,4,4700.0,6800.0,2737,stave_amp_bin,44,external_other_runs
B4,5,6800.0,10000.0,195,stave_amp_bin,44,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,44,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,44,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,44,external_other_runs
B6,0,1000.0,1500.0,1884,stave_amp_bin,44,external_other_runs
B6,1,1500.0,2200.0,3211,stave_amp_bin,44,external_other_runs
B6,2,2200.0,3200.0,6930,stave_amp_bin,44,external_other_runs
B6,3,3200.0,4700.0,5222,stave_amp_bin,44,external_other_runs
B6,4,4700.0,6800.0,639,stave_amp_bin,44,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,44,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,44,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,44,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,44,external_other_runs
B8,0,1000.0,1500.0,808,stave_amp_bin,44,external_other_runs
