pool,method,run,n_pairs,robust_width_ns,full_rms_ns,cfd_fraction,gate_family
fixed_efficiency_cfd0.35,cnn_1d,62,232,42.61560362401842,41.01003947776301,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,63,234,33.833068707765094,36.760206819915936,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,65,238,35.670089606079586,40.8804350623887,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,58,214,16.040784170818455,22.41404973630764,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,59,262,18.6297068970084,26.5209393192487,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,60,222,18.480427839394565,25.98839571078144,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,61,225,22.76859191036538,27.0943933905718,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,62,232,18.042943005556516,23.905371960732776,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,63,234,17.09936578062367,23.283124830514343,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gated_residual_cnn_new,65,238,15.97781422836557,23.577604714538726,0.35,fixed_efficiency
