benchmark_role,heldout_run,method,target,metric,value,heldout_rows
forbidden_all_data_guard,42,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4252644874813092,18112
forbidden_all_data_guard,42,forbidden all-data AE latent distance,manual_flag,purity,0.9453953180212014,18112
forbidden_all_data_guard,42,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.25148149458002333,18112
forbidden_all_data_guard,42,forbidden all-data AE latent distance,peak_group,purity,0.7530366607773852,18112
forbidden_all_data_guard,44,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4162203716995641,2038
forbidden_all_data_guard,44,forbidden all-data AE latent distance,manual_flag,purity,0.9371933267909716,2038
forbidden_all_data_guard,44,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.30646348121829325,2038
forbidden_all_data_guard,44,forbidden all-data AE latent distance,peak_group,purity,0.7968596663395485,2038
forbidden_all_data_guard,45,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.42877062802065213,24333
forbidden_all_data_guard,45,forbidden all-data AE latent distance,manual_flag,purity,0.9398758887108043,24333
forbidden_all_data_guard,45,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.2677848187088985,24333
forbidden_all_data_guard,45,forbidden all-data AE latent distance,peak_group,purity,0.7580240825216784,24333
forbidden_all_data_guard,46,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.38794258407126614,687
forbidden_all_data_guard,46,forbidden all-data AE latent distance,manual_flag,purity,0.9796215429403202,687
forbidden_all_data_guard,46,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.1761822629768238,687
forbidden_all_data_guard,46,forbidden all-data AE latent distance,peak_group,purity,0.7641921397379913,687
forbidden_all_data_guard,47,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.38533057627007916,5276
forbidden_all_data_guard,47,forbidden all-data AE latent distance,manual_flag,purity,0.9761182714177407,5276
forbidden_all_data_guard,47,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.1593353712691361,5276
forbidden_all_data_guard,47,forbidden all-data AE latent distance,peak_group,purity,0.763267626990144,5276
forbidden_all_data_guard,48,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4169546161102969,14000
forbidden_all_data_guard,48,forbidden all-data AE latent distance,manual_flag,purity,0.9454285714285714,14000
forbidden_all_data_guard,48,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.2831772723884974,14000
forbidden_all_data_guard,48,forbidden all-data AE latent distance,peak_group,purity,0.7916428571428571,14000
forbidden_all_data_guard,49,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.41406911426291726,14815
forbidden_all_data_guard,49,forbidden all-data AE latent distance,manual_flag,purity,0.9446506918663516,14815
forbidden_all_data_guard,49,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.2815600112220592,14815
forbidden_all_data_guard,49,forbidden all-data AE latent distance,peak_group,purity,0.7931825852176848,14815
forbidden_all_data_guard,50,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4103946236285591,35217
forbidden_all_data_guard,50,forbidden all-data AE latent distance,manual_flag,purity,0.978504699434932,35217
forbidden_all_data_guard,50,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.15341840863881143,35217
forbidden_all_data_guard,50,forbidden all-data AE latent distance,peak_group,purity,0.7316068943975921,35217
forbidden_all_data_guard,51,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.40308004398942704,14740
forbidden_all_data_guard,51,forbidden all-data AE latent distance,manual_flag,purity,0.9726594301221166,14740
forbidden_all_data_guard,51,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.19197008589454384,14740
forbidden_all_data_guard,51,forbidden all-data AE latent distance,peak_group,purity,0.7312075983717775,14740
forbidden_all_data_guard,52,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4037527113589368,7152
forbidden_all_data_guard,52,forbidden all-data AE latent distance,manual_flag,purity,0.9739932885906041,7152
forbidden_all_data_guard,52,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.18041142533898655,7152
forbidden_all_data_guard,52,forbidden all-data AE latent distance,peak_group,purity,0.7340604026845637,7152
forbidden_all_data_guard,53,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.3052386007155391,32200
forbidden_all_data_guard,53,forbidden all-data AE latent distance,manual_flag,purity,0.9841925465838509,32200
forbidden_all_data_guard,53,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.17390251305553378,32200
forbidden_all_data_guard,53,forbidden all-data AE latent distance,peak_group,purity,0.8081677018633541,32200
forbidden_all_data_guard,54,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.2897688430386852,30440
forbidden_all_data_guard,54,forbidden all-data AE latent distance,manual_flag,purity,0.9840341655716163,30440
forbidden_all_data_guard,54,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.1651161654326497,30440
forbidden_all_data_guard,54,forbidden all-data AE latent distance,peak_group,purity,0.8105124835742444,30440
forbidden_all_data_guard,55,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.39022855218960145,17387
forbidden_all_data_guard,55,forbidden all-data AE latent distance,manual_flag,purity,0.9717029964916317,17387
forbidden_all_data_guard,55,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.19726394776235753,17387
forbidden_all_data_guard,55,forbidden all-data AE latent distance,peak_group,purity,0.7303732673836775,17387
forbidden_all_data_guard,56,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.3951311494239402,40148
forbidden_all_data_guard,56,forbidden all-data AE latent distance,manual_flag,purity,0.975689947195377,40148
forbidden_all_data_guard,56,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.15114167026380101,40148
forbidden_all_data_guard,56,forbidden all-data AE latent distance,peak_group,purity,0.6987147554050015,40148
forbidden_all_data_guard,57,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4229476439778481,13833
forbidden_all_data_guard,57,forbidden all-data AE latent distance,manual_flag,purity,0.9405045904720596,13833
forbidden_all_data_guard,57,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.294025131452034,13833
forbidden_all_data_guard,57,forbidden all-data AE latent distance,peak_group,purity,0.7979469384804453,13833
forbidden_all_data_guard,58,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.2805834216535444,16781
forbidden_all_data_guard,58,forbidden all-data AE latent distance,manual_flag,purity,0.9789643048686014,16781
forbidden_all_data_guard,58,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.24731124236116062,16781
forbidden_all_data_guard,58,forbidden all-data AE latent distance,peak_group,purity,0.9621595852452178,16781
forbidden_all_data_guard,59,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.37201271601579855,21377
forbidden_all_data_guard,59,forbidden all-data AE latent distance,manual_flag,purity,0.9430696543013519,21377
forbidden_all_data_guard,59,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.27061803079780555,21377
forbidden_all_data_guard,59,forbidden all-data AE latent distance,peak_group,purity,0.8249520512700566,21377
forbidden_all_data_guard,60,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.4114065812638663,17029
forbidden_all_data_guard,60,forbidden all-data AE latent distance,manual_flag,purity,0.9406894121792236,17029
forbidden_all_data_guard,60,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.3204081634525115,17029
forbidden_all_data_guard,60,forbidden all-data AE latent distance,peak_group,purity,0.8158435609842034,17029
forbidden_all_data_guard,61,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.38289276891950946,18965
forbidden_all_data_guard,61,forbidden all-data AE latent distance,manual_flag,purity,0.9386237806485631,18965
forbidden_all_data_guard,61,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.29216884899395096,18965
forbidden_all_data_guard,61,forbidden all-data AE latent distance,peak_group,purity,0.8130239915634063,18965
forbidden_all_data_guard,62,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.3887827041129134,19089
forbidden_all_data_guard,62,forbidden all-data AE latent distance,manual_flag,purity,0.9471423332809471,19089
forbidden_all_data_guard,62,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.2967373871876129,19089
forbidden_all_data_guard,62,forbidden all-data AE latent distance,peak_group,purity,0.8313688511708314,19089
forbidden_all_data_guard,63,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.3581730103607478,18817
forbidden_all_data_guard,63,forbidden all-data AE latent distance,manual_flag,purity,0.9504703193920391,18817
forbidden_all_data_guard,63,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.2678394763146443,18817
forbidden_all_data_guard,63,forbidden all-data AE latent distance,peak_group,purity,0.8591167561247808,18817
forbidden_all_data_guard,64,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.3782554663037467,14630
forbidden_all_data_guard,64,forbidden all-data AE latent distance,manual_flag,purity,0.9512645249487355,14630
forbidden_all_data_guard,64,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.3011563965394752,14630
forbidden_all_data_guard,64,forbidden all-data AE latent distance,peak_group,purity,0.8720437457279563,14630
forbidden_all_data_guard,65,forbidden all-data AE latent distance,manual_flag,adjusted_mutual_info,0.391400767518088,13038
forbidden_all_data_guard,65,forbidden all-data AE latent distance,manual_flag,purity,0.9556680472465102,13038
forbidden_all_data_guard,65,forbidden all-data AE latent distance,peak_group,adjusted_mutual_info,0.32464282977546044,13038
forbidden_all_data_guard,65,forbidden all-data AE latent distance,peak_group,purity,0.8880963337935266,13038
