event_id,run,pair,pair_code,stave_a,stave_b,residual_ns,max_pre_abs_adc,max_pre_ptp_adc,max_pre_rms_adc,max_abs_pre_slope_adc_per_sample,mean_pre_mean_adc,abs_delta_pre_mean_adc,abs_delta_pre_slope_adc_per_sample,max_pre_last_minus_first_adc,abs_delta_pre_last_minus_first_adc,min_amplitude_adc,max_peak_sample
59:427199:10503:38187,59,B6-B8,2,B6,B8,-0.4971933508311466,5.5,6.0,2.48746859276655,0.8999999999999996,-0.625,1.25,0.5,2.0,1.0,2470.5,9.0
59:427200:10504:38188,59,B4-B6,0,B4,B6,-4.316107784195069,7.5,10.0,4.14578098794425,2.5,-0.25,2.0,4.0,10.0,16.0,1184.5,9.0
59:427200:10504:38188,59,B4-B8,1,B4,B8,-4.373218760544368,4.5,6.0,2.48746859276655,1.5000000000000002,0.0,1.5,2.4,6.0,7.0,1256.5,9.0
59:427200:10504:38188,59,B6-B8,2,B6,B8,-0.0571109763492998,7.5,10.0,4.14578098794425,2.5,-1.0,0.5,1.6,10.0,9.0,1184.5,9.0
59:427283:10582:38271,59,B4-B6,0,B4,B6,-5.383484347816697,13.5,23.0,8.381527307120106,4.199999999999998,-1.25,0.5,0.1999999999999997,12.0,1.0,1810.0,9.0
59:427283:10582:38271,59,B4-B8,1,B4,B8,-3.3015373738913283,13.0,20.0,7.262919523166975,4.199999999999998,0.0,3.0,2.3999999999999977,12.0,6.0,1810.0,8.0
59:427283:10582:38271,59,B6-B8,2,B6,B8,2.081946973925369,13.5,23.0,8.381527307120106,3.999999999999999,0.25,2.5,2.199999999999998,11.0,5.0,2048.5,9.0
59:427355:10648:38343,59,B4-B6,0,B4,B6,-4.831328703192206,9.5,13.0,4.949747468305833,4.200000000000001,-1.25,0.5,3.800000000000002,13.0,13.0,1989.5,8.0
59:427355:10648:38343,59,B4-B8,1,B4,B8,-1.3591832735100835,9.5,13.0,4.949747468305833,4.200000000000001,0.0,3.0,2.200000000000001,13.0,6.0,1989.5,8.0
59:427355:10648:38343,59,B6-B8,2,B6,B8,3.472145429682122,8.0,10.0,3.905124837953327,2.0,0.25,2.5,1.6000000000000003,7.0,7.0,2211.0,8.0
59:427412:10696:38400,59,B4-B6,0,B4,B6,-2.078792821829502,1388.0,1597.0,653.5313209785741,520.0999999999999,259.0,71.5,195.79999999999995,1595.0,561.0,2628.5,7.0
59:427412:10696:38400,59,B4-B8,1,B4,B8,-2.1898281520906373,1388.0,1597.0,653.5313209785741,520.0999999999999,278.125,33.25,156.3,1595.0,422.0,2725.0,7.0
59:427412:10696:38400,59,B6-B8,2,B6,B8,-0.1110353302611351,1109.5,1173.0,492.0807860504208,363.7999999999999,242.375,38.25,39.49999999999994,1173.0,139.0,2628.5,6.0
59:427529:10803:38517,59,B4-B6,0,B4,B6,-6.1980988260747765,14.5,27.0,12.549900398011133,9.800000000000002,1.0,1.0,6.000000000000004,24.0,13.0,2654.5,9.0
59:427529:10803:38517,59,B4-B8,1,B4,B8,-4.889707173808567,13.0,18.0,7.0,5.6000000000000005,-0.25,3.5,1.8000000000000012,16.0,5.0,2822.0,9.0
59:427529:10803:38517,59,B6-B8,2,B6,B8,1.3083916522662091,14.5,27.0,12.549900398011133,9.800000000000002,-0.75,2.5,4.200000000000002,24.0,8.0,2654.5,8.0
59:427543:10816:38531,59,B4-B6,0,B4,B6,-3.1840175909903508,1487.0,1990.0,798.9699618884305,678.4,247.375,2.75,222.5000000000001,1990.0,585.0,1956.0,6.0
59:427543:10816:38531,59,B4-B8,1,B4,B8,-3.8690920416868337,1487.0,1990.0,798.9699618884305,678.4,255.25,18.5,247.79999999999995,1990.0,640.0,1956.0,7.0
59:427543:10816:38531,59,B6-B8,2,B6,B8,-0.685074450696483,1204.0,1405.0,568.7017561956354,455.8999999999999,256.625,15.75,25.29999999999984,1405.0,55.0,2477.0,7.0
59:427559:10832:38547,59,B4-B6,0,B4,B6,-5.3794176329815215,27.0,31.0,12.376893794486564,7.7,1.625,8.25,11.1,27.0,39.0,1714.0,9.0
59:427559:10832:38547,59,B4-B8,1,B4,B8,-6.137382873952795,27.0,31.0,12.376893794486564,7.7,3.25,5.0,4.4,27.0,18.0,2003.0,8.0
59:427559:10832:38547,59,B6-B8,2,B6,B8,-0.7579652409712736,14.0,18.0,6.98212002188447,3.399999999999999,-0.875,3.25,6.699999999999999,12.0,21.0,1714.0,9.0
59:427651:10922:38639,59,B4-B6,0,B4,B6,-5.962654073199524,19.5,28.0,10.328964130056798,4.699999999999998,1.875,1.75,5.899999999999998,18.0,20.0,1449.0,9.0
59:427651:10922:38639,59,B4-B8,1,B4,B8,-4.36308733066371,18.0,25.0,9.496709956611287,7.299999999999998,1.875,1.75,8.499999999999998,21.0,23.0,1449.0,9.0
59:427651:10922:38639,59,B6-B8,2,B6,B8,1.5995667425358135,19.5,28.0,10.328964130056798,7.299999999999998,2.75,0.0,2.6,21.0,3.0,1535.5,9.0
59:427820:11078:38808,59,B4-B6,0,B4,B6,-5.32139964637711,27.5,36.0,13.589977924926885,10.700000000000005,1.875,5.75,7.700000000000003,36.0,27.0,2674.5,8.0
59:427820:11078:38808,59,B4-B8,1,B4,B8,-4.984325961319364,15.5,18.0,7.224091638399945,5.1,-2.125,2.25,2.1,18.0,9.0,2819.5,8.0
59:427820:11078:38808,59,B6-B8,2,B6,B8,0.3370736850577458,27.5,36.0,13.589977924926885,10.700000000000005,0.75,8.0,5.600000000000003,36.0,18.0,2674.5,8.0
59:427898:11152:38886,59,B4-B6,0,B4,B6,-3.3654134702506937,27.5,36.0,13.953046262375826,9.900000000000002,2.25,5.0,17.000000000000004,36.0,56.0,1771.5,8.0
59:427898:11152:38886,59,B4-B8,1,B4,B8,-3.251830340235408,26.0,32.0,12.36931687685298,9.6,-2.625,4.75,16.700000000000003,32.0,52.0,1771.5,8.0
59:427898:11152:38886,59,B6-B8,2,B6,B8,0.1135831300152858,27.5,36.0,13.953046262375826,9.900000000000002,-0.125,9.75,0.3000000000000007,36.0,4.0,1972.5,8.0
59:427955:11204:38943,59,B4-B6,0,B4,B6,-4.020923542527903,175.5,189.0,78.15689348995392,50.79999999999999,27.375,26.25,32.3,173.0,109.0,2298.5,7.0
59:427955:11204:38943,59,B4-B8,1,B4,B8,-3.64994848457129,175.5,189.0,78.15689348995392,50.79999999999999,21.0,39.0,45.79999999999999,173.0,151.0,2298.5,7.0
59:427955:11204:38943,59,B6-B8,2,B6,B8,0.3709750579566133,61.0,65.0,27.123559869604136,18.5,7.875,12.75,13.5,64.0,42.0,2753.0,6.0
59:427988:11235:38976,59,B4-B6,0,B4,B6,-4.467825956489122,19.5,22.0,8.870597499605086,6.300000000000002,-2.125,4.25,1.900000000000002,20.0,9.0,1827.5,9.0
59:427988:11235:38976,59,B4-B8,1,B4,B8,-3.483480977867778,10.5,16.0,6.299801584177076,4.4,-0.625,1.25,6.6999999999999975,11.0,18.0,2131.0,11.0
59:427988:11235:38976,59,B6-B8,2,B6,B8,0.984344978621344,19.5,22.0,8.870597499605086,6.300000000000002,-2.75,3.0,8.6,20.0,27.0,1827.5,11.0
59:428005:11250:38993,59,B4-B6,0,B4,B6,3.903737021957248,7.5,12.0,4.322904116447646,3.7,0.25,2.0,4.6000000000000005,12.0,13.0,1606.0,9.0
59:428005:11250:38993,59,B4-B8,1,B4,B8,6.464511635537576,7.5,12.0,4.322904116447646,3.7,-0.5,0.5,2.000000000000001,12.0,7.0,3672.0,9.0
59:428005:11250:38993,59,B6-B8,2,B6,B8,2.560774613580328,6.0,7.0,2.7726341266023544,1.6999999999999995,0.5,1.5,2.6,5.0,6.0,1606.0,8.0
59:428019:11263:39007,59,B4-B6,0,B4,B6,-4.208997911835006,933.5,1193.0,483.5219746816064,404.8,164.125,8.75,157.29999999999998,1193.0,412.0,1560.5,6.0
59:428019:11263:39007,59,B4-B8,1,B4,B8,-0.6707719252611923,2716.0,2963.0,1227.7862955335509,937.1,392.875,448.75,532.3,2963.0,1770.0,1560.5,5.0
59:428019:11263:39007,59,B6-B8,2,B6,B8,3.538225986573813,2716.0,2963.0,1227.7862955335509,937.1,388.5,457.5,689.5999999999999,2963.0,2182.0,2093.0,6.0
59:428121:11361:39109,59,B4-B6,0,B4,B6,-5.8352131772555325,8.0,13.0,4.656984002549289,1.4,0.375,0.75,0.1000000000000005,7.0,7.0,1916.0,10.0
59:428121:11361:39109,59,B4-B8,1,B4,B8,-4.814322694732034,15.0,26.0,10.173494974687902,7.999999999999998,-0.125,1.75,9.299999999999995,21.0,21.0,1980.0,9.0
59:428121:11361:39109,59,B6-B8,2,B6,B8,1.020890482523498,15.0,26.0,10.173494974687902,7.999999999999998,-0.5,1.0,9.4,21.0,28.0,1916.0,10.0
59:428266:11494:39254,59,B4-B6,0,B4,B6,53.925741697416974,643.5,1165.0,438.5424722874627,391.2,25.0,11.0,132.8,1165.0,398.0,1126.5,8.0
59:428266:11494:39254,59,B4-B8,1,B4,B8,-1.8251267542710323,422.5,767.0,289.70243354172914,258.4,10.875,17.25,243.3,767.0,723.0,2456.5,8.0
59:428266:11494:39254,59,B6-B8,2,B6,B8,-55.75086845168801,643.5,1165.0,438.5424722874627,391.2,16.375,28.25,376.1,1165.0,1121.0,1126.5,8.0
59:428315:11536:39303,59,B4-B6,0,B4,B6,-4.639913322610063,20.5,29.0,11.629703349613008,9.6,0.75,4.5,12.0,27.0,36.0,1926.5,8.0
59:428315:11536:39303,59,B4-B8,1,B4,B8,-3.372149224671439,8.5,11.0,4.183300132670378,2.400000000000001,-0.625,1.75,3.3000000000000007,9.0,10.0,1926.5,7.0
59:428315:11536:39303,59,B6-B8,2,B6,B8,1.267764097938624,20.5,29.0,11.629703349613008,9.6,1.625,2.75,8.7,27.0,26.0,2601.5,8.0
59:428333:11553:39321,59,B4-B6,0,B4,B6,-6.900676606240374,19.0,29.0,10.520812706250409,7.100000000000002,-0.75,3.0,10.800000000000002,20.0,30.0,2262.5,9.0
59:428333:11553:39321,59,B4-B8,1,B4,B8,-5.8852557634232525,20.0,32.0,12.24744871391589,10.8,-0.625,2.75,14.5,32.0,42.0,2262.5,11.0
59:428333:11553:39321,59,B6-B8,2,B6,B8,1.0154208428171216,20.0,32.0,12.24744871391589,10.8,-2.125,0.25,3.6999999999999966,32.0,12.0,2520.0,11.0
59:428334:11554:39322,59,B4-B6,0,B4,B6,-5.560944457486272,16.5,30.0,12.214233500306108,9.7,-0.5,0.5,13.8,25.0,35.0,1813.0,9.0
59:428334:11554:39322,59,B4-B8,1,B4,B8,-4.712790397490799,23.0,30.0,12.214233500306108,9.7,1.625,4.75,0.1000000000000032,30.0,5.0,2096.5,11.0
59:428334:11554:39322,59,B6-B8,2,B6,B8,0.8481540599954727,23.0,30.0,11.532562594670797,9.599999999999998,1.875,4.25,13.699999999999998,30.0,40.0,1813.0,11.0
59:428407:11620:39395,59,B4-B6,0,B4,B6,-4.577076551086378,25.5,31.0,12.17579566188592,8.799999999999999,1.125,7.75,1.8999999999999977,31.0,11.0,1488.5,7.0
59:428407:11620:39395,59,B4-B8,1,B4,B8,-3.190743063612551,33.5,45.0,17.449928366615147,14.8,5.25,0.5,23.6,45.0,76.0,1488.5,7.0
59:428407:11620:39395,59,B6-B8,2,B6,B8,1.3863334874738271,33.5,45.0,17.449928366615147,14.8,1.375,8.25,21.700000000000003,45.0,65.0,1898.5,7.0
59:428409:11622:39397,59,B4-B6,0,B4,B6,-5.710352201257862,7.0,10.0,3.9370039370059056,3.0,0.25,1.5,5.399999999999999,8.0,13.0,2030.0,8.0
59:428409:11622:39397,59,B4-B8,1,B4,B8,-3.1906872498570635,8.5,16.0,6.49519052838329,4.900000000000001,-0.375,0.25,7.900000000000001,12.0,20.0,2030.0,8.0
59:428409:11622:39397,59,B6-B8,2,B6,B8,2.5196649514007987,8.5,16.0,6.49519052838329,4.900000000000001,0.375,1.25,2.500000000000002,12.0,7.0,2409.0,8.0
59:428507:11714:39495,59,B4-B6,0,B4,B6,-2.045928283154595,1017.5,1232.0,501.34787074445626,410.8999999999999,201.125,0.75,102.29999999999995,1232.0,259.0,1809.5,5.0
59:428507:11714:39495,59,B4-B8,1,B4,B8,-0.4685493782368866,2342.5,2535.0,1053.6315769755574,797.8000000000001,369.125,336.75,386.90000000000015,2532.0,1300.0,1809.5,5.0
59:428507:11714:39495,59,B6-B8,2,B6,B8,1.5773789049177085,2342.5,2535.0,1053.6315769755574,797.8000000000001,369.5,336.0,489.2000000000001,2532.0,1559.0,2074.0,5.0
59:428598:11795:39586,59,B4-B6,0,B4,B6,-6.1521809597390416,10.0,20.0,8.631338250816034,6.8,-0.75,1.5,8.6,17.0,23.0,2210.0,8.0
59:428598:11795:39586,59,B4-B8,1,B4,B8,-6.010291743344382,26.5,44.0,17.383541066192468,15.3,-1.125,2.25,22.1,44.0,61.0,2210.0,7.0
59:428598:11795:39586,59,B6-B8,2,B6,B8,0.1418892163946594,26.5,44.0,17.383541066192468,15.3,-1.875,0.75,13.5,44.0,38.0,2407.0,8.0
59:428610:11806:39598,59,B4-B6,0,B4,B6,-4.151591093117403,8.5,11.0,4.183300132670378,3.1,-0.875,1.25,5.299999999999999,9.0,17.0,1800.0,9.0
59:428610:11806:39598,59,B4-B8,1,B4,B8,-2.3681752954753392,21.5,22.0,9.390819985496474,6.300000000000001,-2.75,5.0,3.200000000000001,21.0,12.0,1800.0,9.0
59:428610:11806:39598,59,B6-B8,2,B6,B8,1.783415797642064,21.5,22.0,9.390819985496474,6.300000000000001,-3.375,3.75,8.5,21.0,29.0,1961.5,9.0
59:428619:11815:39607,59,B4-B6,0,B4,B6,-4.200964859183543,18.0,35.0,15.417117110536587,13.1,-0.625,0.75,7.1,35.0,19.0,2620.0,13.0
59:428619:11815:39607,59,B4-B8,1,B4,B8,-2.967618852034107,10.0,16.0,7.14142842854285,6.0,-0.625,0.75,2.1000000000000014,16.0,8.0,2620.0,13.0
59:428619:11815:39607,59,B6-B8,2,B6,B8,1.2333460071494358,18.0,35.0,15.417117110536587,13.1,-0.25,0.0,9.2,35.0,27.0,3162.0,13.0
59:428630:11826:39618,59,B4-B6,0,B4,B6,-3.4329539596227434,24.0,24.0,10.392304845413264,7.199999999999998,2.0,8.0,4.800000000000001,24.0,20.0,2828.0,8.0
59:428630:11826:39618,59,B4-B8,1,B4,B8,-4.945856202115756,24.0,24.0,10.392304845413264,7.199999999999998,3.0,6.0,6.799999999999998,24.0,23.0,2828.0,8.0
59:428630:11826:39618,59,B6-B8,2,B6,B8,-1.5129022424930127,13.0,18.0,6.708203932499369,2.399999999999998,-1.0,2.0,1.9999999999999971,4.0,3.0,3047.0,8.0
59:428632:11828:39620,59,B4-B6,0,B4,B6,-4.319062470943749,28.5,45.0,16.224980739587952,9.599999999999996,-1.375,3.25,10.899999999999997,27.0,31.0,2069.5,8.0
59:428632:11828:39620,59,B4-B8,1,B4,B8,-3.4365309829059854,6.0,8.0,3.0,2.000000000000001,-0.375,1.25,0.7000000000000008,6.0,2.0,2639.5,11.0
59:428632:11828:39620,59,B6-B8,2,B6,B8,0.8825314880377633,28.5,45.0,16.224980739587952,9.599999999999996,-2.0,2.0,11.599999999999998,27.0,33.0,2069.5,11.0
59:428729:11916:39717,59,B4-B6,0,B4,B6,-3.139988357377881,368.5,382.0,161.7194716167475,115.29999999999995,80.625,16.25,27.09999999999998,377.0,81.0,1571.5,6.0
59:428729:11916:39717,59,B4-B8,1,B4,B8,-4.058420420420422,368.5,382.0,161.7194716167475,115.29999999999995,64.0,49.5,68.19999999999999,377.0,220.0,1571.5,6.0
59:428729:11916:39717,59,B6-B8,2,B6,B8,-0.9184320630425412,300.0,310.0,131.44105142610508,88.19999999999999,55.875,33.25,41.1,296.0,139.0,1956.0,6.0
59:428788:11973:39776,59,B4-B6,0,B4,B6,-6.491456330485782,23.5,26.0,10.59186008215743,7.900000000000001,-2.375,5.75,10.500000000000002,26.0,38.0,1442.5,9.0
59:428788:11973:39776,59,B4-B8,1,B4,B8,-6.249631985109261,23.5,26.0,10.59186008215743,7.900000000000001,-3.125,4.25,9.1,26.0,30.0,1442.5,9.0
59:428788:11973:39776,59,B6-B8,2,B6,B8,0.2418243453765214,7.5,13.0,5.612486080160912,2.6000000000000005,-0.25,1.5,1.4000000000000008,12.0,8.0,2030.5,9.0
59:428823:12005:39811,59,B4-B6,0,B4,B6,-5.295868827413102,19.0,27.0,10.034316120194738,8.500000000000002,-0.75,4.0,12.600000000000003,27.0,41.0,1701.5,9.0
59:428823:12005:39811,59,B4-B8,1,B4,B8,-3.621402252701678,9.5,14.0,5.11737237261468,4.100000000000001,1.5,0.5,3.0000000000000027,14.0,13.0,1701.5,9.0
59:428823:12005:39811,59,B6-B8,2,B6,B8,1.674466574711424,19.0,27.0,10.034316120194738,8.500000000000002,-0.5,4.5,9.6,27.0,28.0,2494.0,9.0
59:428898:12075:39886,59,B4-B6,0,B4,B6,-4.025564082075896,7.0,10.0,4.02336923485777,2.100000000000001,0.875,0.25,2.5000000000000004,9.0,7.0,1752.5,8.0
59:428898:12075:39886,59,B4-B8,1,B4,B8,-3.2801822127240925,6.5,10.0,4.02336923485777,2.100000000000001,0.75,0.0,2.8000000000000016,9.0,10.0,1752.5,11.0
59:428898:12075:39886,59,B6-B8,2,B6,B8,0.7453818693518031,7.0,10.0,3.741657386773941,0.7000000000000005,0.875,0.25,0.3000000000000009,2.0,3.0,2184.0,11.0
59:429033:12203:40021,59,B4-B6,0,B4,B6,-7.134282522338076,165.0,170.0,72.20110802473879,50.39999999999999,19.25,41.5,54.99999999999999,166.0,176.0,2457.0,7.0
59:429033:12203:40021,59,B4-B8,1,B4,B8,-5.981411697866321,165.0,170.0,72.20110802473879,50.39999999999999,21.0,38.0,46.39999999999999,166.0,150.0,2457.0,7.0
59:429033:12203:40021,59,B6-B8,2,B6,B8,1.152870824471755,12.0,17.0,6.96419413859206,4.6,0.25,3.5,8.6,16.0,26.0,2809.5,7.0
59:429117:12280:40105,59,B4-B6,0,B4,B6,-5.540263559662513,8.0,15.0,5.717298313014636,4.1,0.375,0.25,4.9,10.0,13.0,2936.0,10.0
59:429117:12280:40105,59,B4-B8,1,B4,B8,-5.606666313138,19.5,37.0,14.71393896956216,10.999999999999996,0.0,1.0,10.199999999999996,27.0,24.0,2944.0,10.0
59:429117:12280:40105,59,B6-B8,2,B6,B8,-0.0664027534754865,19.5,37.0,14.71393896956216,10.999999999999996,-0.125,0.75,15.099999999999996,27.0,37.0,2936.0,8.0
59:429179:12337:40167,59,B4-B6,0,B4,B6,-0.4886509601083695,1679.0,2731.0,1076.0314528395534,946.1,53.625,206.25,166.70000000000016,2731.0,466.0,1072.5,4.0
59:429179:12337:40167,59,B4-B8,1,B4,B8,1.039516990674887,2259.0,4255.0,1804.4027232023343,1557.6999999999998,-57.625,16.25,778.2999999999998,4255.0,1990.0,1072.5,4.0
59:429179:12337:40167,59,B6-B8,2,B6,B8,1.5281679507832564,2259.0,4255.0,1804.4027232023343,1557.6999999999998,45.5,222.5,611.5999999999997,4255.0,1524.0,1770.0,4.0
59:429232:12388:40220,59,B4-B6,0,B4,B6,-6.256192583410321,264.0,269.0,115.05732267005,79.3,39.125,51.25,61.5,263.0,205.0,1898.0,7.0
59:429232:12388:40220,59,B4-B8,1,B4,B8,-3.6049199717428486,264.0,269.0,115.05732267005,79.3,45.25,39.0,40.4,263.0,140.0,1898.0,6.0
59:429232:12388:40220,59,B6-B8,2,B6,B8,2.6512726116674727,114.0,125.0,51.54306451890496,38.9,19.625,12.25,21.100000000000005,123.0,65.0,2153.5,7.0
59:429315:12463:40303,59,B4-B6,0,B4,B6,-3.736169040326345,9.0,16.0,6.689544080129826,5.799999999999998,-0.375,0.25,10.299999999999995,16.0,31.0,2366.0,8.0
59:429315:12463:40303,59,B4-B8,1,B4,B8,-6.012688496088089,8.0,15.0,5.3091901453988255,4.599999999999999,0.125,0.75,9.099999999999998,15.0,28.0,2366.0,8.0
59:429315:12463:40303,59,B6-B8,2,B6,B8,-2.2765194557617434,9.0,16.0,6.689544080129826,5.799999999999998,0.0,1.0,1.1999999999999993,16.0,3.0,2487.5,8.0
59:429336:12484:40324,59,B4-B6,0,B4,B6,-4.665910695742475,21.0,33.0,13.47915056670857,11.1,1.5,1.5,15.8,30.0,41.0,1545.5,9.0
59:429336:12484:40324,59,B4-B8,1,B4,B8,-4.833858245776973,21.0,33.0,13.47915056670857,11.1,1.25,2.0,14.6,30.0,41.0,1695.0,10.0
59:429336:12484:40324,59,B6-B8,2,B6,B8,-0.1679475500344978,9.5,16.0,6.53356717268599,4.699999999999999,0.5,0.5,1.1999999999999984,11.0,0.0,1545.5,10.0
59:429443:12583:40431,59,B4-B6,0,B4,B6,-5.965362792683187,19.0,32.0,13.06713434537198,10.6,1.125,0.75,7.1,28.0,17.0,2530.0,8.0
59:429443:12583:40431,59,B4-B8,1,B4,B8,-5.317365326223808,7.0,11.0,4.02336923485777,3.5,0.25,1.0,2.4000000000000004,11.0,6.0,2867.0,8.0
59:429443:12583:40431,59,B6-B8,2,B6,B8,0.6479974664593797,19.0,32.0,13.06713434537198,10.6,0.625,1.75,9.5,28.0,23.0,2530.0,8.0
59:429532:12668:40520,59,B4-B6,0,B4,B6,-6.961217689995713,11.0,16.0,6.5,2.200000000000001,0.625,1.75,1.1000000000000012,7.0,3.0,1645.0,10.0
59:429532:12668:40520,59,B4-B8,1,B4,B8,-5.093706998246454,10.5,18.0,6.49519052838329,5.7,-0.5,0.5,4.6000000000000005,18.0,14.0,1784.5,11.0
59:429532:12668:40520,59,B6-B8,2,B6,B8,1.86751069174926,11.0,18.0,6.5,5.7,0.375,2.25,3.499999999999999,18.0,11.0,1645.0,11.0
59:429537:12672:40525,59,B4-B6,0,B4,B6,-4.596866821785923,12.5,15.0,5.958187643906492,1.1999999999999986,1.25,2.5,1.7999999999999985,3.0,0.0,2031.5,9.0
59:429537:12672:40525,59,B4-B8,1,B4,B8,-2.4854953011970125,17.5,22.0,8.437268515343103,5.499999999999999,-1.625,3.25,4.300000000000001,17.0,14.0,2704.5,8.0
59:429537:12672:40525,59,B6-B8,2,B6,B8,2.1113715205889108,17.5,22.0,8.437268515343103,5.499999999999999,-0.375,5.75,6.099999999999999,17.0,14.0,2031.5,9.0
59:429543:12678:40531,59,B4-B6,0,B4,B6,-4.591746281223692,26.0,32.0,12.549900398011133,10.2,3.0,4.0,14.599999999999998,32.0,40.0,1879.0,7.0
59:429543:12678:40531,59,B4-B8,1,B4,B8,-5.433541219018622,26.0,32.0,12.549900398011133,10.2,1.875,6.25,4.099999999999997,32.0,10.0,2324.0,10.0
59:429543:12678:40531,59,B6-B8,2,B6,B8,-0.8417949377949299,13.5,22.0,8.073877630977572,6.100000000000002,-0.125,2.25,10.5,22.0,30.0,1879.0,10.0
59:429674:12795:40662,59,B4-B6,0,B4,B6,-5.253616824826871,17.0,25.0,9.781998773256923,7.899999999999997,0.0,4.5,3.1999999999999966,22.0,8.0,2095.5,8.0
59:429674:12795:40662,59,B4-B8,1,B4,B8,-3.4587062667062654,17.0,25.0,9.781998773256923,7.899999999999997,-0.375,3.75,4.299999999999996,22.0,10.0,2177.0,7.0
59:429674:12795:40662,59,B6-B8,2,B6,B8,1.7949105581206055,13.5,18.0,6.759252917297888,4.7,1.875,0.75,1.0999999999999996,14.0,2.0,2095.5,8.0
59:429682:12800:40670,59,B4-B6,0,B4,B6,-5.340206108093156,11.5,12.0,5.068283733178324,3.5000000000000004,-1.5,2.5,6.4,12.0,21.0,1364.0,9.0
59:429682:12800:40670,59,B4-B8,1,B4,B8,-3.2748862524474878,10.0,14.0,5.361902647381804,4.199999999999998,0.625,1.75,7.099999999999998,12.0,21.0,1364.0,8.0
59:429682:12800:40670,59,B6-B8,2,B6,B8,2.0653198556456687,11.5,14.0,5.361902647381804,4.199999999999998,-0.625,4.25,0.699999999999998,12.0,0.0,1398.5,9.0
59:429698:12815:40686,59,B4-B6,0,B4,B6,-4.747418391911403,22.5,28.0,10.779030568655047,7.499999999999997,-2.25,4.0,6.599999999999998,23.0,19.0,1512.5,9.0
59:429698:12815:40686,59,B4-B8,1,B4,B8,-2.35491675313272,5.0,9.0,4.264680527307995,3.3,-0.25,0.0,2.4,8.0,4.0,1805.5,8.0
59:429698:12815:40686,59,B6-B8,2,B6,B8,2.3925016387786826,22.5,28.0,10.779030568655047,7.499999999999997,-2.25,4.0,4.1999999999999975,23.0,15.0,1512.5,9.0
59:429704:12821:40692,59,B4-B6,0,B4,B6,0.0222967633459454,1600.5,1911.0,778.2329342812471,639.6,254.5,136.0,6.2000000000000455,1911.0,41.0,2430.5,16.0
59:429704:12821:40692,59,B4-B8,1,B4,B8,-0.7309208002063841,1308.0,1870.0,741.0258092671266,639.6,208.875,44.75,178.30000000000007,1870.0,482.0,2211.5,16.0
59:429704:12821:40692,59,B6-B8,2,B6,B8,-0.7532175635523295,1600.5,1911.0,778.2329342812471,633.4,276.875,91.25,172.10000000000002,1911.0,523.0,2211.5,5.0
59:429822:12931:40810,59,B4-B6,0,B4,B6,-4.331207404544102,9.5,11.0,4.387482193696061,2.4000000000000004,-0.75,2.5,1.1999999999999995,7.0,6.0,2537.5,16.0
59:429822:12931:40810,59,B4-B8,1,B4,B8,-2.326309430682329,5.5,9.0,3.391164991562634,3.0,0.0,1.0,5.4,9.0,16.0,2537.5,16.0
59:429822:12931:40810,59,B6-B8,2,B6,B8,2.004897973861773,9.5,11.0,4.387482193696061,3.0,-1.25,1.5,4.200000000000001,9.0,10.0,3160.5,15.0
59:429867:12974:40855,59,B4-B6,0,B4,B6,-4.449543157998456,40.5,48.0,19.13602623325961,15.3,3.375,9.75,19.1,48.0,59.0,3274.0,7.0
59:429867:12974:40855,59,B4-B8,1,B4,B8,-4.222918503328529,12.5,22.0,8.1967981553775,7.300000000000001,-0.375,2.25,3.5000000000000004,22.0,11.0,3274.0,7.0
59:429867:12974:40855,59,B6-B8,2,B6,B8,0.2266246546699264,40.5,48.0,19.13602623325961,15.3,4.5,7.5,22.6,48.0,70.0,3532.5,7.0
59:429922:13023:40910,59,B4-B6,0,B4,B6,-5.319711272661998,15.5,28.0,11.255554184490428,9.9,-0.875,0.25,9.3,28.0,23.0,2270.5,9.0
59:429922:13023:40910,59,B4-B8,1,B4,B8,-4.575753538392966,7.5,11.0,4.380353866983808,3.7,-0.875,0.25,3.1,10.0,5.0,2270.5,8.0
59:429922:13023:40910,59,B6-B8,2,B6,B8,0.7439577342690313,15.5,28.0,11.255554184490428,9.9,-0.75,0.0,6.2,28.0,18.0,2916.5,9.0
59:430205:13275:41193,59,B4-B6,0,B4,B6,-5.896416207096273,11.5,13.0,5.244044240850758,3.800000000000001,-0.5,4.0,6.800000000000001,12.0,21.0,2114.5,9.0
59:430205:13275:41193,59,B4-B8,1,B4,B8,-3.0543759855146675,20.0,23.0,9.283722313813572,7.1,-1.375,5.75,4.1,22.0,13.0,2114.5,9.0
59:430205:13275:41193,59,B6-B8,2,B6,B8,2.8420402215816054,20.0,23.0,9.283722313813572,7.1,-3.375,1.75,10.9,22.0,34.0,2186.5,9.0
59:430274:13335:41262,59,B4-B6,0,B4,B6,-0.3816488303140311,734.0,893.0,361.3442783551443,296.5,139.25,9.0,31.60000000000008,893.0,93.0,1274.0,6.0
59:430274:13335:41262,59,B4-B8,1,B4,B8,0.5411250089415809,2856.0,3185.0,1311.4681420072698,1020.5,387.75,488.0,723.9999999999999,3185.0,2292.0,1274.0,5.0
59:430274:13335:41262,59,B6-B8,2,B6,B8,0.922773839255612,2856.0,3185.0,1311.4681420072698,1020.5,383.25,497.0,755.5999999999999,3185.0,2385.0,1284.5,6.0
