run,eventno,stave,target_sample,target_adc,pre_mean,pre_median,pre_std,pre_slope,pre0,pre1,pre2,pre3,stave_code
58,390991,B6,7,30.5,2.75,0.0,6.533566951751709,16.0,-2.5,-2.5,2.5,13.5,2
60,466911,B6,8,-31.5,-1.0,0.0,7.2284159660339355,-4.0,7.5,-11.5,-3.5,3.5,2
62,538976,B2,9,52.5,0.5,0.0,1.8708287477493286,1.0,-1.5,0.5,3.5,-0.5,0
59,424405,B8,8,-22.0,0.0,0.0,7.211102485656738,-20.0,10.0,2.0,-2.0,-10.0,3
51,174142,B4,5,-8.5,-1.0,0.0,3.7749171257019043,-9.0,2.5,2.5,-2.5,-6.5,1
51,173942,B8,4,9.0,1.5,0.0,5.220153331756592,-2.0,1.0,10.0,-4.0,-1.0,3
51,174552,B6,5,-9.0,0.5,0.0,2.9580399990081787,2.0,-1.0,5.0,-3.0,1.0,2
51,177098,B6,5,-19.0,-0.75,0.0,5.402545928955078,-8.0,-1.0,6.0,1.0,-9.0,2
48,66587,B6,6,7.5,-1.25,0.0,7.258615493774414,-9.0,7.5,-12.5,1.5,-1.5,2
65,648940,B4,8,25.0,-2.25,0.0,7.224091529846191,-3.0,5.0,-2.0,-14.0,2.0,1
55,284974,B8,6,-5.0,1.0,0.0,5.099019527435303,4.0,-5.0,1.0,9.0,-1.0,3
62,538141,B8,6,-1.0,1.5,0.0,3.8405728340148926,2.0,-2.0,8.0,0.0,0.0,3
62,538990,B8,5,8.5,0.0,0.0,1.1180340051651,-1.0,1.5,-0.5,-1.5,0.5,3
58,390517,B6,9,-1.0,-0.5,0.0,2.291287899017334,-1.0,2.0,-1.0,-4.0,1.0,2
58,389740,B4,7,8.5,-0.25,0.0,2.7726340293884277,5.0,-2.5,-3.5,2.5,2.5,1
44,1924,B8,6,-46.0,-1.0,0.0,7.141428470611572,4.0,-10.0,6.0,6.0,-6.0,3
52,195145,B8,4,-19.5,1.0,0.0,10.356157302856445,-29.0,16.5,1.5,-1.5,-12.5,3
50,129295,B6,8,-13.0,-0.75,0.0,4.86698055267334,-6.0,-2.0,2.0,5.0,-8.0,2
62,539573,B2,5,-29.0,-0.25,0.0,5.356071472167969,-15.0,7.0,1.0,-1.0,-8.0,0
52,196657,B8,8,19.5,-0.25,0.0,2.7726340293884277,-6.0,2.5,-2.5,2.5,-3.5,3
62,538226,B6,7,-36.0,-4.5,0.0,12.359207153320312,-32.0,7.0,-3.0,3.0,-25.0,2
53,206539,B2,6,4.5,-0.25,0.0,5.309190273284912,-12.0,5.5,4.5,-4.5,-6.5,0
52,196550,B6,4,17.0,-1.25,0.0,8.042854309082031,21.0,-13.0,4.0,-4.0,8.0,2
48,66624,B2,8,74.5,0.5,0.0,9.40744400024414,-25.0,13.5,4.5,-4.5,-11.5,0
58,389489,B2,5,-11.5,0.0,0.0,4.924428939819336,13.0,-6.5,-2.5,2.5,6.5,0
55,282154,B4,5,-2.5,0.75,0.0,4.380353927612305,-10.0,6.5,3.5,-3.5,-3.5,1
44,1439,B6,9,-5.5,-0.25,0.0,6.37867546081543,10.0,-9.5,8.5,-0.5,0.5,2
65,649201,B6,7,-7.0,-0.75,0.0,4.86698055267334,10.0,-8.0,5.0,-2.0,2.0,2
44,1904,B8,9,-1.5,-2.25,0.0,4.205650806427002,10.0,-9.5,-0.5,0.5,0.5,3
63,577606,B8,7,-13.5,-0.75,0.0,7.8859052658081055,-18.0,7.5,6.5,-6.5,-10.5,3
49,98761,B8,7,-3.0,0.0,0.0,3.605551242828369,4.0,1.0,-5.0,-1.0,5.0,3
51,177623,B8,5,-24.0,1.5,0.0,11.521718978881836,-30.0,18.0,6.0,-6.0,-12.0,3
48,65863,B8,5,6.5,1.0,0.0,2.692582368850708,2.0,-1.5,-0.5,5.5,0.5,3
61,501985,B6,5,-26.0,-2.25,0.0,9.229707717895508,-19.0,2.0,8.0,-2.0,-17.0,2
50,131942,B6,9,13.5,0.25,0.0,4.322904109954834,-10.0,5.5,3.5,-3.5,-4.5,2
54,245618,B2,5,-3.0,3.0,0.0,11.224971771240234,-24.0,21.0,3.0,-9.0,-3.0,0
52,196436,B2,8,9.0,0.25,0.0,4.815340042114258,11.0,-5.0,-4.0,4.0,6.0,0
59,423872,B4,8,-19.0,-2.25,0.0,4.548351287841797,9.0,-10.0,1.0,1.0,-1.0,1
44,1711,B8,5,-20.0,-2.5,0.0,6.3442888259887695,-15.0,2.0,-2.0,3.0,-13.0,3
50,129771,B6,5,-7.5,-1.25,0.0,5.214163303375244,-8.0,-1.5,1.5,4.5,-9.5,2
56,308839,B2,5,3.5,0.25,0.0,1.4790199995040894,-1.0,-0.5,0.5,2.5,-1.5,0
47,54996,B4,6,-25.5,0.25,0.0,9.9592924118042,-28.0,14.5,1.5,-1.5,-13.5,1
52,196485,B8,6,19.0,2.25,0.0,5.165994644165039,12.0,-1.0,1.0,-2.0,11.0,3
50,131913,B6,4,2.0,-1.0,0.0,7.280109882354736,14.0,-12.0,-2.0,8.0,2.0,2
53,208091,B8,6,-0.5,-0.5,0.0,1.8708287477493286,-5.0,1.5,0.5,-0.5,-3.5,3
53,206243,B6,5,2.5,-0.25,0.0,6.37867546081543,-8.0,8.5,-0.5,-9.5,0.5,2
54,249677,B8,4,-5.0,0.5,0.0,2.291287899017334,-1.0,-1.0,1.0,4.0,-2.0,3
55,284852,B2,7,20.0,-0.25,0.0,2.586019992828369,-2.0,3.0,-1.0,-4.0,1.0,0
51,176504,B6,7,-24.5,4.75,0.0,18.471261978149414,-50.0,34.5,3.5,-3.5,-15.5,2
51,174437,B8,7,-4.0,-0.5,0.0,1.658312439918518,0.0,1.0,-3.0,-1.0,1.0,3
56,308988,B6,7,8.0,0.5,0.0,4.5,-3.0,-2.0,2.0,7.0,-5.0,2
60,466498,B4,8,-13.5,1.25,0.0,5.402545928955078,-12.0,9.5,2.5,-4.5,-2.5,1
59,423946,B2,5,27.0,0.25,0.0,1.785357117652893,-3.0,3.0,-2.0,0.0,0.0,0
58,390409,B4,6,9.0,-0.5,0.0,1.658312439918518,0.0,1.0,-1.0,-3.0,1.0,1
61,502431,B6,4,1.0,0.75,0.0,3.960744857788086,4.0,-4.0,0.0,7.0,0.0,2
59,423784,B6,4,-0.5,2.0,0.0,7.017834186553955,13.0,0.5,-5.5,-0.5,13.5,2
50,130585,B2,5,3.0,-0.75,0.0,7.98044490814209,21.0,-12.0,-4.0,4.0,9.0,0
58,390911,B6,8,24.5,-2.0,0.0,7.433034420013428,-17.0,3.5,5.5,-3.5,-13.5,2
47,54806,B2,5,-0.5,-2.0,0.0,5.024937629699707,-2.0,2.5,-0.5,-10.5,0.5,0
58,390985,B6,6,-15.5,1.0,0.0,6.8007354736328125,-7.0,-0.5,0.5,11.5,-7.5,2
60,466951,B8,9,11.5,-2.25,0.0,5.4486236572265625,14.0,-11.5,-0.5,0.5,2.5,3
44,1576,B8,7,-253.5,-2.25,0.0,44.211849212646484,-114.0,52.5,25.5,-25.5,-61.5,3
45,4558,B8,7,16.5,-0.5,0.0,6.123724460601807,17.0,-9.5,-1.5,1.5,7.5,3
49,96951,B6,5,21.5,0.25,0.0,2.8613808155059814,-3.0,-0.5,0.5,4.5,-3.5,2
59,424514,B2,6,8.0,1.25,0.0,6.139014720916748,17.0,-6.0,0.0,0.0,11.0,0
45,5900,B2,7,-1.5,-2.0,0.0,4.387482166290283,-10.0,0.5,1.5,-0.5,-9.5,0
57,357652,B4,4,-15.5,-0.25,0.0,6.299801349639893,-14.0,6.5,5.5,-5.5,-7.5,1
53,205586,B2,9,8.5,2.0,0.0,6.3442888259887695,-17.0,12.5,-0.5,0.5,-4.5,0
65,648767,B6,6,-2.0,0.5,0.0,7.088723659515381,-11.0,11.0,-9.0,0.0,0.0,2
48,65244,B2,8,-3.0,0.5,0.0,0.8660253882408142,-2.0,2.0,0.0,0.0,0.0,0
46,53760,B6,4,-18.0,-0.75,0.0,7.98044490814209,-19.0,8.0,6.0,-6.0,-11.0,2
46,53505,B4,4,3.5,-0.75,0.0,4.4370598793029785,6.0,-7.5,4.5,1.5,-1.5,1
58,389653,B2,8,7.0,0.25,0.0,2.8613808155059814,-2.0,4.0,-3.0,-2.0,2.0,0
45,5388,B2,5,41.0,1.75,0.0,4.2646803855896,-9.0,9.0,0.0,-2.0,0.0,0
48,65054,B2,6,-6.0,0.0,0.0,8.746427536010742,-24.0,12.0,3.0,-3.0,-12.0,0
50,128989,B2,7,-7.0,-1.25,0.0,11.94518756866455,27.0,-16.0,-10.0,10.0,11.0,0
57,358720,B6,9,35.5,0.5,0.0,15.79556941986084,37.0,-17.5,-12.5,12.5,19.5,2
59,423471,B4,5,33.0,3.0,0.0,8.8034086227417,-22.0,17.0,4.0,-4.0,-5.0,1
54,245798,B6,4,-2.0,1.75,0.0,4.4930500984191895,7.0,2.0,-2.0,-2.0,9.0,2
56,308947,B4,6,55.0,1.5,0.0,5.361902713775635,-8.0,10.0,-2.0,-4.0,2.0,1
60,466479,B2,4,-10.5,-3.0,0.0,14.465476036071777,30.0,-25.5,-4.5,13.5,4.5,0
46,52767,B8,6,9.0,0.0,0.0,1.5811388492584229,-3.0,2.0,1.0,-2.0,-1.0,3
57,359266,B6,8,-6.5,-1.25,0.0,16.648948669433594,34.0,-23.5,-10.5,18.5,10.5,2
52,197891,B8,4,7.5,0.0,0.0,1.8027756214141846,-2.0,2.5,-2.5,-0.5,0.5,3
62,539717,B8,7,-11.5,2.5,0.0,8.455767631530762,11.0,4.5,-5.5,-4.5,15.5,3
53,205955,B8,8,6.5,-0.25,0.0,3.3447721004486084,8.0,-4.5,-2.5,2.5,3.5,3
65,649186,B2,5,22.5,4.0,0.0,8.440971374511719,19.0,-0.5,-2.5,0.5,18.5,0
46,53461,B6,9,21.0,5.25,0.0,17.56950569152832,42.0,-10.0,-11.0,10.0,32.0,2
55,282760,B6,4,-7.0,-0.75,0.0,2.9474565982818604,-3.0,-2.0,2.0,2.0,-5.0,2
56,309074,B6,9,-22.0,-0.25,0.0,1.299038052558899,-2.0,1.0,-2.0,1.0,-1.0,2
51,173980,B2,8,-42.0,1.5,0.0,11.800423622131348,-30.0,18.0,7.0,-7.0,-12.0,0
50,132738,B8,9,4.0,0.5,0.0,7.632168769836426,7.0,4.0,-4.0,-9.0,11.0,3
46,52844,B2,8,16.0,0.25,0.0,1.785357117652893,-2.0,0.0,3.0,0.0,-2.0,0
62,538721,B8,7,-4.0,-0.25,0.0,2.586019992828369,-5.0,1.0,3.0,-1.0,-4.0,3
60,467028,B2,5,11.5,1.25,0.0,13.007209777832031,30.0,-12.5,-10.5,10.5,17.5,0
65,649220,B8,6,7.0,1.75,0.0,6.977643013000488,-12.0,13.0,-1.0,-6.0,1.0,3
55,282267,B2,9,-21.0,-0.25,0.0,9.093266487121582,25.0,-13.0,-3.0,3.0,12.0,0
50,132671,B8,7,-0.5,-1.0,0.0,3.3541018962860107,2.0,0.5,-0.5,-6.5,2.5,3
56,306154,B4,5,-21.5,-1.5,0.0,8.215838432312012,21.0,-13.5,-4.5,4.5,7.5,1
48,66003,B4,9,-10.5,-1.0,0.0,7.2284159660339355,-15.0,3.5,7.5,-3.5,-11.5,1
45,5700,B2,8,1.5,1.0,0.0,3.7749171257019043,-9.0,6.5,-2.5,2.5,-2.5,0
57,357800,B6,9,-13.0,-0.5,0.0,5.722761631011963,-14.0,6.0,4.0,-4.0,-8.0,2
65,649288,B8,9,-13.5,0.5,0.0,12.50999641418457,31.0,-14.5,-8.5,8.5,16.5,3
65,649651,B6,5,-4.5,1.25,0.0,7.258615493774414,-20.0,12.5,1.5,-1.5,-7.5,2
52,195805,B6,9,-19.5,-5.25,0.0,11.344051361083984,-28.0,3.5,2.5,-2.5,-24.5,2
56,306447,B6,7,-6.0,0.5,0.0,5.123475551605225,9.0,-5.0,-4.0,7.0,4.0,2
55,285039,B4,9,26.5,-1.75,0.0,12.557368278503418,-25.0,4.5,13.5,-4.5,-20.5,1
52,195675,B6,9,23.5,1.5,0.0,4.527692794799805,6.0,2.5,-2.5,-2.5,8.5,2
55,282098,B4,8,24.5,6.5,0.0,16.5378360748291,40.0,-6.5,-7.5,6.5,33.5,1
44,1798,B4,4,-11.0,-3.25,0.0,6.8693156242370605,14.0,-15.0,1.0,2.0,-1.0,1
52,194419,B2,6,-29.0,1.0,0.0,6.4031243324279785,-14.0,10.0,4.0,-6.0,-4.0,0
63,576456,B8,5,33.5,1.75,0.0,12.316147804260254,30.0,-11.5,-8.5,8.5,18.5,3
57,359338,B8,5,-27.0,0.25,0.0,10.353139877319336,-29.0,15.0,2.0,-2.0,-14.0,3
52,197644,B4,5,-20.0,-0.25,0.0,3.269174098968506,-3.0,4.0,-5.0,-1.0,1.0,1
59,423682,B2,5,70.5,7.5,0.0,26.31539535522461,54.0,-3.5,-20.5,3.5,50.5,0
45,5261,B6,4,7.0,0.25,0.0,4.815340042114258,2.0,4.0,-4.0,-5.0,6.0,2
47,55974,B4,9,-0.5,0.25,0.0,1.4790199995040894,4.0,-1.5,0.5,-0.5,2.5,1
62,538658,B8,9,41.0,0.25,0.0,2.8613808155059814,-1.0,-2.0,4.0,2.0,-3.0,3
59,424436,B2,7,-33.0,-1.5,0.0,17.06604766845703,-46.0,20.0,7.0,-7.0,-26.0,0
51,175415,B6,6,-15.0,0.5,0.0,4.5552167892456055,-10.0,6.0,4.0,-4.0,-4.0,2
60,466414,B8,5,-10.0,-0.5,0.0,4.153311729431152,3.0,-6.0,4.0,3.0,-3.0,3
45,6329,B6,4,-23.0,1.25,0.0,6.179603576660156,-7.0,1.0,11.0,-1.0,-6.0,2
44,201,B8,7,-37.0,0.5,0.0,3.570714235305786,0.0,-3.0,5.0,3.0,-3.0,3
63,577460,B8,4,40.0,0.75,0.0,14.271912574768066,35.0,-16.0,-10.0,10.0,19.0,3
55,285219,B4,4,9.5,0.5,0.0,7.516648292541504,21.0,-9.5,-1.5,1.5,11.5,1
52,197718,B2,4,-5.5,0.0,0.0,2.692582368850708,-3.0,1.5,-3.5,3.5,-1.5,0
61,502750,B4,9,13.5,0.5,0.0,3.9370038509368896,-6.0,6.5,-0.5,-4.5,0.5,1
47,54291,B4,8,-15.0,5.5,0.0,15.435349464416504,-40.0,31.0,4.0,-4.0,-9.0,1
63,577716,B4,6,34.0,0.0,0.0,1.0,2.0,-1.0,-1.0,1.0,1.0,1
63,577286,B4,9,-10.5,1.75,0.0,4.710361003875732,-12.0,9.5,1.5,-1.5,-2.5,1
65,649962,B2,8,13.0,0.0,0.0,6.0,-12.0,6.0,6.0,-6.0,-6.0,0
60,466081,B2,7,-39.0,-1.25,0.0,4.815340042114258,-8.0,-1.0,4.0,1.0,-9.0,0
52,197086,B8,4,21.0,-0.25,0.0,12.376893997192383,35.0,-18.0,0.0,0.0,17.0,3
65,649367,B6,6,12.0,1.5,0.0,6.020797252655029,7.0,-5.0,-2.0,11.0,2.0,2
48,66772,B2,9,19.5,0.75,0.0,4.322904109954834,-5.0,0.5,7.5,-0.5,-4.5,0
58,389287,B6,9,30.0,-0.25,0.0,1.785357117652893,0.0,0.0,2.0,-3.0,0.0,2
45,6565,B4,4,-74.5,2.5,0.0,25.932605743408203,3.0,-24.5,34.5,21.5,-21.5,1
44,767,B4,8,-30.5,-0.5,0.0,14.404860496520996,-37.0,17.5,8.5,-8.5,-19.5,1
45,5617,B8,7,-0.5,1.75,0.0,4.602988243103027,1.0,-0.5,9.5,-2.5,0.5,3
46,53844,B2,8,33.5,2.75,0.0,6.299801349639893,14.0,-0.5,-2.5,0.5,13.5,0
49,97838,B4,6,-13.5,-0.25,0.0,0.829156219959259,-2.0,0.5,-0.5,0.5,-1.5,1
44,393,B2,4,-3.5,-5.0,0.0,14.361406326293945,33.0,-28.5,-4.5,8.5,4.5,0
61,501912,B4,5,5.0,0.5,0.0,3.2015621662139893,-3.0,5.0,-3.0,-2.0,2.0,1
65,650032,B8,8,-4.5,-1.0,0.0,4.8218255043029785,-13.0,4.5,1.5,-1.5,-8.5,3
62,539628,B2,5,-15.5,-1.5,0.0,7.77817440032959,-21.0,7.5,2.5,-2.5,-13.5,0
61,502143,B4,8,70.0,5.25,0.0,15.562374114990234,37.0,-7.0,-9.0,7.0,30.0,1
47,54607,B2,5,-9.0,-2.25,0.0,7.119515419006348,13.0,-14.0,5.0,1.0,-1.0,0
59,423520,B4,6,5.0,-0.5,0.0,3.8405728340148926,8.0,-6.0,-2.0,4.0,2.0,1
55,284660,B6,4,11.5,3.25,0.0,7.790218353271484,-3.0,-0.5,16.5,0.5,-3.5,2
48,66649,B2,9,22.0,2.75,0.0,6.139014720916748,-11.0,13.0,-2.0,-2.0,2.0,0
63,575861,B8,6,-4.5,0.5,0.0,3.9370038509368896,6.0,0.5,-0.5,-4.5,6.5,3
46,52865,B8,5,19.5,-2.0,0.0,6.422616481781006,6.0,-1.5,-12.5,1.5,4.5,3
56,306223,B6,5,-16.5,0.5,0.0,3.674234628677368,5.0,-2.5,-3.5,5.5,2.5,2
57,358862,B2,4,23.0,-1.0,0.0,4.41588020324707,5.0,-1.0,1.0,-8.0,4.0,0
49,97593,B4,7,1.0,2.5,0.0,7.158910751342773,11.0,3.0,-3.0,-4.0,14.0,1
61,502945,B2,6,-44.5,-2.25,0.0,13.497685432434082,-36.0,13.5,5.5,-5.5,-22.5,0
56,308433,B8,6,-4.0,0.0,0.0,7.280109882354736,4.0,-9.0,5.0,9.0,-5.0,3
56,308436,B2,8,7.0,3.75,0.0,21.252941131591797,51.0,-18.0,-15.0,15.0,33.0,0
49,97413,B6,5,-19.0,1.25,0.0,4.322904109954834,-6.0,8.0,-2.0,-3.0,2.0,2
55,283377,B2,7,6.0,1.0,0.0,4.84768009185791,5.0,3.0,-3.0,-4.0,8.0,0
55,285044,B6,9,-7.5,2.25,0.0,4.815340042114258,-2.0,0.5,-0.5,10.5,-1.5,2
65,650315,B2,9,-44.0,7.25,0.0,18.34904670715332,-47.0,38.0,4.0,-4.0,-9.0,0
57,358189,B2,5,4.5,2.25,0.0,6.759253025054932,-13.0,13.5,-0.5,-4.5,0.5,0
58,390268,B4,4,3.5,0.0,0.0,1.1180340051651,-2.0,1.5,0.5,-1.5,-0.5,1
51,174611,B6,5,0.0,1.5,0.0,7.952986717224121,-22.0,14.0,1.0,-1.0,-8.0,2
46,53181,B8,8,34.5,0.75,0.0,4.023369312286377,1.0,-3.5,2.5,6.5,-2.5,3
57,358423,B8,7,-54.5,2.75,0.0,14.972891807556152,-38.0,24.5,8.5,-8.5,-13.5,3
59,423498,B8,5,15.0,0.5,0.0,2.291287899017334,-3.0,4.0,-2.0,-1.0,1.0,3
55,284492,B8,5,-17.5,0.25,0.0,7.8541388511657715,-22.0,11.5,-1.5,1.5,-10.5,3
44,1457,B2,8,-1073.0,-18.75,0.0,83.87006378173828,-148.0,-5.0,78.0,5.0,-153.0,0
56,306403,B6,8,1.0,-0.75,0.0,3.3447721004486084,2.0,-1.0,3.0,-6.0,1.0,2
54,245772,B8,8,-0.5,4.75,0.0,12.275484085083008,25.0,0.5,-6.5,-0.5,25.5,3
54,246525,B6,8,-13.5,-1.0,0.0,3.5,-9.0,2.5,1.5,-1.5,-6.5,2
49,98150,B2,9,-88.0,-7.5,0.0,24.874685287475586,-30.0,-15.0,15.0,15.0,-45.0,0
55,283778,B8,7,30.0,-1.75,0.0,13.160072326660156,29.0,-19.0,-10.0,12.0,10.0,3
48,65089,B8,5,0.5,0.5,0.0,6.123724460601807,-17.0,9.5,1.5,-1.5,-7.5,3
61,503018,B6,9,45.5,0.25,0.0,3.5619516372680664,-1.0,0.5,-4.5,5.5,-0.5,2
46,52507,B2,6,7.5,0.25,0.0,4.918078899383545,10.0,-3.5,-5.5,3.5,6.5,0
63,576241,B6,9,19.5,0.0,0.0,3.640054941177368,9.0,-4.5,2.5,-2.5,4.5,2
56,308988,B6,8,5.0,0.5,0.0,4.5,-3.0,-2.0,2.0,7.0,-5.0,2
65,649467,B4,6,-5.5,-5.25,0.0,11.25555419921875,26.0,-24.5,-1.5,3.5,1.5,1
58,390994,B8,7,11.0,4.75,0.0,14.359230041503906,33.0,-5.0,-9.0,5.0,28.0,3
58,390194,B2,6,-12.0,-3.0,0.0,6.442049503326416,-15.0,1.0,-1.0,2.0,-14.0,0
49,98681,B4,7,24.5,-0.25,0.0,1.4790199995040894,1.0,0.5,-0.5,-2.5,1.5,1
59,423820,B6,5,47.0,7.0,0.0,13.928388595581055,32.0,-1.0,-3.0,1.0,31.0,2
60,466714,B8,6,67.0,-1.5,0.0,8.381526947021484,1.0,6.0,-13.0,-6.0,7.0,3
55,284385,B8,8,-11.0,-2.0,0.0,8.154753684997559,-19.0,5.0,6.0,-5.0,-14.0,3
48,66494,B8,8,-16.5,-6.25,0.0,15.022899627685547,38.0,-31.5,-3.5,3.5,6.5,3
45,5677,B2,4,1.5,2.0,0.0,16.830032348632812,-30.0,27.5,2.5,-19.5,-2.5,0
59,423637,B8,8,-37.5,-2.0,0.0,5.7662811279296875,-2.0,3.5,-11.5,-1.5,1.5,3
65,650169,B4,9,-9.0,3.0,0.0,5.196152210235596,12.0,0.0,0.0,0.0,12.0,1
58,390311,B6,9,5.0,-0.5,0.0,4.27200174331665,-7.0,0.0,5.0,0.0,-7.0,2
60,466134,B6,5,-18.0,0.75,0.0,8.898736000061035,-23.0,13.0,5.0,-5.0,-10.0,2
59,423724,B2,8,20.5,-1.25,0.0,8.166241645812988,-2.0,7.5,-5.5,-12.5,5.5,0
59,423877,B4,5,10.5,0.75,0.0,5.309190273284912,14.0,-5.5,-2.5,2.5,8.5,1
44,1764,B8,9,8.5,2.5,0.0,6.123724460601807,-15.0,12.5,2.5,-2.5,-2.5,3
65,649599,B6,4,5.0,0.5,0.0,6.689544200897217,-14.0,9.0,5.0,-7.0,-5.0,2
45,5883,B6,4,-7.0,-2.5,0.0,4.924428939819336,1.0,0.0,-11.0,0.0,1.0,2
50,132738,B6,9,-7.0,3.5,0.0,12.835497856140137,-32.0,23.0,7.0,-7.0,-9.0,2
59,423796,B8,6,-8.0,-1.0,0.0,4.41588020324707,-2.0,1.0,-8.0,4.0,-1.0,3
46,53143,B6,8,-40.5,0.5,0.0,12.980754852294922,-22.0,5.5,18.5,-5.5,-16.5,2
58,389104,B6,6,3.0,1.25,0.0,10.709224700927734,29.0,-12.0,-4.0,4.0,17.0,2
58,389534,B2,8,24.0,0.0,0.0,5.147815227508545,5.0,-7.0,2.0,7.0,-2.0,0
46,53050,B6,5,32.0,0.5,0.0,4.769696235656738,-4.0,7.0,-3.0,-5.0,3.0,2
57,357785,B8,4,-13.5,2.0,0.0,6.422616481781006,-17.0,12.5,1.5,-1.5,-4.5,3
49,96653,B8,4,13.0,-0.25,0.0,6.8693156242370605,11.0,-2.0,-10.0,2.0,9.0,3
50,130820,B4,5,0.0,1.5,0.0,6.020797252655029,-16.0,11.0,2.0,-2.0,-5.0,1
54,246327,B4,8,5.0,0.0,0.0,1.4142135381698608,-2.0,2.0,-2.0,0.0,0.0,1
49,96738,B8,5,2.0,-5.25,0.0,11.712706565856934,22.0,-25.0,3.0,4.0,-3.0,3
54,247551,B6,9,5.0,-0.75,0.0,3.960744857788086,-7.0,0.0,0.0,4.0,-7.0,2
61,501995,B8,9,4.5,-1.75,0.0,4.602988243103027,-12.0,2.5,-0.5,0.5,-9.5,3
59,424211,B4,8,-4.5,0.5,0.0,3.391165018081665,-3.0,1.5,5.5,-3.5,-1.5,1
61,503063,B8,9,-11.5,0.75,0.0,2.9474565982818604,-8.0,5.5,-0.5,0.5,-2.5,3
57,359253,B4,7,-12.5,-1.75,0.0,16.39168930053711,42.0,-24.5,-9.5,9.5,17.5,1
55,284795,B2,6,-8.5,1.5,0.0,5.522680282592773,-10.0,10.5,-0.5,-4.5,0.5,0
60,466605,B6,9,0.0,0.0,0.0,3.8078866004943848,-7.0,5.0,2.0,-5.0,-2.0,2
55,284929,B6,9,14.0,2.75,0.0,7.292975902557373,16.0,-1.0,-4.0,1.0,15.0,2
52,195678,B2,7,-25.5,-0.75,0.0,5.5845770835876465,14.0,-8.5,-3.5,3.5,5.5,0
47,54035,B4,8,31.5,2.75,0.0,11.233321189880371,24.0,-3.5,-9.5,3.5,20.5,1
56,309096,B2,4,-21.5,-1.5,0.0,9.974968910217285,-20.0,3.5,10.5,-3.5,-16.5,0
62,539523,B6,9,17.5,-1.75,0.0,3.960744857788086,1.0,0.5,-0.5,-8.5,1.5,2
53,209396,B2,8,20.5,4.25,0.0,9.496709823608398,20.0,0.5,-3.5,-0.5,20.5,0
51,177704,B6,6,34.0,-3.25,0.0,10.940177917480469,26.0,-20.0,-6.0,7.0,6.0,2
50,132597,B4,9,-13.0,1.75,0.0,4.96865177154541,-13.0,10.0,1.0,-1.0,-3.0,1
62,539195,B8,4,-1.5,1.25,0.0,6.299801349639893,-16.0,10.5,3.5,-3.5,-5.5,3
53,208053,B2,4,-13.5,-2.25,0.0,9.470348358154297,18.0,-17.5,-0.5,8.5,0.5,0
44,14,B6,7,38.5,-3.25,0.0,6.533566951751709,-1.0,0.5,-14.5,1.5,-0.5,2
56,307524,B6,6,3.0,0.0,0.0,3.8078866004943848,-3.0,5.0,-5.0,-2.0,2.0,2
47,55967,B6,6,2.0,-0.5,0.0,1.658312439918518,-2.0,1.0,1.0,-3.0,-1.0,2
48,66291,B2,9,22.0,0.0,0.0,0.7071067690849304,-1.0,0.0,1.0,0.0,-1.0,0
47,55953,B6,6,-6.0,0.75,0.0,6.057020664215088,-13.0,9.0,-6.0,4.0,-4.0,2
57,358008,B2,7,-13.5,0.0,0.0,3.640054941177368,-9.0,4.5,2.5,-2.5,-4.5,0
52,197718,B6,6,-5.0,0.75,0.0,11.409974098205566,-29.0,16.0,7.0,-7.0,-13.0,2
51,176267,B4,7,-3.0,-1.0,0.0,16.83745765686035,44.0,-24.0,-9.0,9.0,20.0,1
52,195930,B8,5,1.0,0.25,0.0,3.191786289215088,9.0,-4.0,0.0,0.0,5.0,3
46,53862,B8,5,-9.0,-3.0,0.0,6.442049503326416,-16.0,2.0,1.0,-1.0,-14.0,3
55,283507,B6,6,15.0,0.5,0.0,4.330127239227295,-6.0,1.0,7.0,-1.0,-5.0,2
61,502139,B2,5,14.0,-0.75,0.0,5.539629936218262,15.0,-9.0,-2.0,2.0,6.0,0
51,174054,B4,5,2.0,-0.75,0.0,6.684871196746826,3.0,4.0,-4.0,-10.0,7.0,1
62,538479,B6,6,-47.5,-2.0,0.0,9.912114143371582,15.0,-17.5,2.5,9.5,-2.5,2
57,359363,B8,4,-6.0,-0.25,0.0,4.815340042114258,-5.0,-2.0,6.0,2.0,-7.0,3
60,465632,B2,4,-1.5,-2.0,0.0,5.024937629699707,2.0,0.5,-10.5,-0.5,2.5,0
56,308577,B8,4,-5.5,-3.0,0.0,5.5,-13.0,0.5,-0.5,0.5,-12.5,3
60,467059,B4,8,-4.0,-2.5,0.0,8.440971374511719,3.0,3.0,-3.0,-16.0,6.0,1
50,132345,B8,4,-2.5,-1.25,0.0,7.258615493774414,20.0,-12.5,-1.5,1.5,7.5,3
57,358083,B2,8,-4.5,0.25,0.0,3.0310888290405273,-2.0,-1.5,1.5,4.5,-3.5,0
57,357828,B2,4,0.5,-0.75,0.0,6.495190620422363,18.0,-10.5,1.5,-1.5,7.5,0
61,503066,B4,7,26.5,1.75,0.0,10.108783721923828,-16.0,17.5,-1.5,-10.5,1.5,1
53,206584,B4,8,-12.5,0.75,0.0,3.1124749183654785,-1.0,-1.5,1.5,5.5,-2.5,1
44,1359,B8,6,42.0,1.5,0.0,4.092676162719727,-4.0,2.0,8.0,-2.0,-2.0,3
51,176649,B2,7,7.5,-2.0,0.0,7.017834186553955,-14.0,0.5,5.5,-0.5,-13.5,0
