feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,method,alpha,heldout_run
waveform_norm_12,-0.5828418456272807,-0.18633541468735593,ml_family_ridge,100.0,65
waveform_norm_9,0.6018443368068698,0.1697848486958576,ml_family_ridge,100.0,65
waveform_norm_1,-1.5537489290495157,-0.1528188257262297,ml_family_ridge,100.0,65
waveform_norm_2,-1.3088256706430381,-0.12907855950717392,ml_family_ridge,100.0,65
waveform_norm_0,0.6637684657912063,0.11918183169391451,ml_family_ridge,100.0,65
family_log_amp_median,-0.7268917281845493,-0.11177452810937921,ml_family_ridge,100.0,65
family_target_iqr_ns,0.9088446111983995,0.10330423887718355,ml_family_ridge,100.0,65
area_over_amp,0.03731628386330124,0.07431250182298724,ml_family_ridge,100.0,65
family_log_support,-0.4985156166781357,-0.06168936779761465,ml_family_ridge,100.0,65
waveform_norm_11,-0.19384739453503874,-0.060428727161389126,ml_family_ridge,100.0,65
log_amp,-0.09099618078457397,-0.0298189119271413,ml_family_ridge,100.0,65
waveform_norm_4,-0.0622691614927493,-0.02275905954576594,ml_family_ridge,100.0,65
waveform_norm_15,0.013478729703216084,0.0038880984569220484,ml_family_ridge,100.0,65
waveform_norm_8,-0.00787265283606348,-0.0021434743890410947,ml_family_ridge,100.0,65
waveform_norm_6,0.0062646068121853,0.0020836236872245825,ml_family_ridge,100.0,65
family_peak_median,0.0,0.0,ml_family_ridge,100.0,65
