dropout_like_location,stave,amp_bin_label,peak_region,q_template_bin,saturation_proxy,lowering_proxy,p09_taxon_proxy,n_raw_pulses,n_candidates,candidate_fraction,median_notch_deficit_frac,median_q_template_score,median_pileup_score
leading_edge,B2,1000_2000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,20,20,1.0,0.22960525417872568,0.48125712679072563,0.30576064549107257
leading_edge,B4,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,20,20,1.0,0.17801908843007402,0.24047835573620985,0.5693936545191827
leading_edge,B6,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,20,20,1.0,0.10452819018287064,0.6041681391487512,0.3782332110501617
leading_edge,B2,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,18,18,1.0,0.0854631226809954,0.11433338477453506,0.4523316846060327
leading_edge,B4,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,18,18,1.0,0.2842468436268607,0.5650918487369609,0.3810284783455751
trailing_sample,B2,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,18,18,1.0,0.14878922816793314,0.29201667177341617,0.33110346858422246
trailing_sample,B2,ge7000,central,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,18,18,1.0,0.9023415375468862,0.47782681170727925,0.6705172533586582
trailing_sample,B2,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,17,17,1.0,0.111031582714503,0.19426123695910175,0.3943949024521171
trailing_sample,B4,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,17,17,1.0,0.11556251334234682,0.23839570839186555,0.5705073971193544
leading_edge,B4,ge7000,central,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,16,16,1.0,0.2131997820059216,0.11752338814041022,0.5588871834117165
leading_edge,B6,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,16,16,1.0,0.2423405438275011,0.3626557766147885,0.5148155392359963
leading_edge,B8,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,16,16,1.0,0.10252399109145917,0.6517852644969078,0.3775312421105781
trailing_sample,B2,5000_7000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,16,16,1.0,1.481718946612336,1.104919691028303,0.5812777969484698
leading_edge,B4,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,15,15,1.0,0.3242553191489362,0.6587192487866074,0.4328753730026019
trailing_sample,B2,1000_2000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,15,15,1.0,0.2193877551020408,0.7007374410967222,0.18851489325393267
trailing_sample,B2,2000_3000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,15,15,1.0,0.14672091910004786,0.48569218426956184,0.22820983521645882
trailing_sample,B8,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,15,15,1.0,0.09783746076037671,0.4032588549384103,0.6997821343480173
leading_edge,B2,2000_3000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,14,14,1.0,0.09537351822036257,0.11975428704249177,0.5532746841442233
leading_edge,B6,2000_3000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,14,14,1.0,0.09972573363431152,0.12453541572490986,0.5968227827142054
trailing_sample,B4,ge7000,central,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,14,14,1.0,0.10695820708590904,0.07886859568732658,0.5324929084356497
leading_edge,B2,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,13,13,1.0,0.28822495606326887,0.39310624749722817,0.21871235719365845
leading_edge,B2,2000_3000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,13,13,1.0,0.2578836720392432,0.46487829424262156,0.2316126698377357
leading_edge,B4,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,13,13,1.0,0.23347439077776155,0.2362710343719866,0.5889358404742224
leading_edge,B4,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,13,13,1.0,0.2635695187165775,0.1588518303521675,0.5807262795544619
leading_edge,B8,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,13,13,1.0,0.192551840880237,0.4195806024719506,0.4238184716718435
trailing_sample,B2,3000_5000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,13,13,1.0,0.17618751940391184,0.5544014587540776,0.11497317765856736
trailing_sample,B2,5000_7000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,13,13,1.0,0.10172872340425532,0.17414109466001654,0.5616916406513927
trailing_sample,B6,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,13,13,1.0,0.08371289461284749,0.08890900229662486,0.6353254098825215
leading_edge,B2,5000_7000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,12,12,1.0,0.1638520400306881,0.2987528034390141,0.362794725809843
leading_edge,B4,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,12,12,1.0,0.2340105673468343,0.2832910399367637,0.5033414866725706
leading_edge,B4,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,12,12,1.0,0.24613938717589293,0.48077714882777844,0.3722277731587289
leading_edge,B6,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,12,12,1.0,0.09415763127284812,0.2893854136329004,0.5798962318412028
leading_edge,B8,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,12,12,1.0,0.10024828911378066,0.2470135358767434,0.663320128865611
trailing_sample,B8,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,12,12,1.0,0.13522053382782043,0.3880369923490279,0.6050427124911124
leading_edge,B2,1000_2000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,11,11,1.0,0.2915876027830487,0.3513334746405643,0.41689871793207967
trailing_sample,B2,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,11,11,1.0,0.08729792147806005,0.1381806716428127,0.6154502336376232
trailing_sample,B2,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,11,11,1.0,0.09008728179551122,0.28620476080983515,0.3932430954998863
trailing_sample,B2,ge7000,central,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,11,11,1.0,0.1359977796280877,0.17779319149117098,0.41975635744409734
leading_edge,B2,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,10,10,1.0,0.21837783857567467,0.4745453919170781,0.4119110423483413
leading_edge,B2,3000_5000,central,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,10,10,1.0,1.7754262358053867,1.1424648120392336,0.39221734593357194
leading_edge,B2,5000_7000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,10,10,1.0,0.2673836499712148,0.5963857878797569,0.36807663120823997
trailing_sample,B6,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,10,10,1.0,0.08583108972439582,0.17961909495368483,0.6309452153465744
leading_edge,B2,ge7000,central,q_low,amp_ge_7000,negative_prepeak,saturation_edge,8,8,1.0,0.1265880434545295,0.12770711953550207,0.48877008081966844
leading_edge,B4,3000_5000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,8,8,1.0,0.32000661333739006,0.5648230808590782,0.30189543687508
leading_edge,B8,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,8,8,1.0,0.08481552615511659,0.12149566171511111,0.47929907277858363
trailing_sample,B2,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,8,8,1.0,0.19136592491286952,0.5377768694424887,0.1423594502844489
trailing_sample,B2,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,8,8,1.0,0.1347689674343624,0.3703072348372961,0.34344517548833453
leading_edge,B4,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,7,7,1.0,0.1512334644261709,0.2878789488619204,0.3548091783928305
leading_edge,B4,3000_5000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,7,7,1.0,0.1847355936933166,0.3749858101359819,0.40541142641012107
leading_edge,B8,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,7,7,1.0,0.08635224424698108,0.5502437250195651,0.3874928658887777
leading_edge,B8,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,7,7,1.0,0.2609462032010153,0.14961344640914434,0.569436716522802
trailing_sample,B2,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,7,7,1.0,0.8684440559440559,0.47512167854924775,0.5452648128232843
trailing_sample,B6,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,7,7,1.0,0.08906675749318801,0.36324308795213034,0.6969143115766003
trailing_sample,B6,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,7,7,1.0,0.10183371906711768,0.37851448733590315,0.6165910558433565
leading_edge,B2,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,6,6,1.0,0.21531058908682615,0.35807239927756607,0.3672258858555356
leading_edge,B4,1000_2000,late,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,6,6,1.0,0.5775258386742883,1.1861872807730147,0.31942257054321543
leading_edge,B4,3000_5000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,6,6,1.0,0.2254277709362883,0.11401649544375944,0.6209946682936073
leading_edge,B6,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,6,6,1.0,0.10115264182105776,0.21264198662162132,0.5245859255439058
leading_edge,B6,ge7000,central,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,6,6,1.0,0.23647079259941817,0.06944263656654087,0.5812540048071414
trailing_sample,B2,1000_2000,central,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,6,6,1.0,0.16020241347114594,1.1527248000195502,0.22401957164077296
trailing_sample,B4,2000_3000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,6,6,1.0,0.2884547507636518,1.1745493975797696,0.0
leading_edge,B4,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,5,5,1.0,0.2566903331512835,0.3704446577259463,0.4859803115057765
leading_edge,B4,2000_3000,central,q_high,amp_lt_7000,quiet_prepeak,ordinary,5,5,1.0,0.10888926230885565,0.4220488947900402,0.6420265128551385
leading_edge,B6,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,5,5,1.0,0.1500487567040468,0.2854491215022346,0.5216616241350022
trailing_sample,B4,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,5,5,1.0,0.08420195439739414,0.541566249963425,0.4860665047593835
trailing_sample,B4,ge7000,early,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,5,5,1.0,0.11197237685857234,0.10917070101791286,0.5542543016595743
leading_edge,B2,ge7000,late,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,4,4,1.0,0.20007129678016405,0.2695235337137559,0.3471901629231132
leading_edge,B4,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.10981170130822271,0.25451714805094827,0.5396807158130779
leading_edge,B4,ge7000,late,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,4,4,1.0,0.24306375097846633,0.37010356644397113,0.4581960805922214
leading_edge,B6,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.12642140572583332,0.5521762000872553,0.3978339618615324
leading_edge,B6,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.22337603768092884,0.5365092024902335,0.39680754001018603
leading_edge,B6,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,4,4,1.0,0.1914155542866215,0.29309338985736066,0.3790529968475909
leading_edge,B6,3000_5000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.28642363214476857,0.6000282753231376,0.3343404444065469
trailing_sample,B2,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.11141638504487131,0.6590775072344488,0.39301500435413783
trailing_sample,B2,3000_5000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,4,4,1.0,0.11703276706267024,0.11400426468537941,0.6135665866108473
trailing_sample,B2,3000_5000,early,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,4,4,1.0,1.7947775746877421,1.181950729495948,0.633164599840792
trailing_sample,B2,3000_5000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,4,4,1.0,0.10966729419259134,0.12357951048595334,0.6890543700548177
trailing_sample,B4,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,4,4,1.0,0.08161169971971674,0.1005358565917715,0.6452075217330533
trailing_sample,B4,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,4,4,1.0,0.08138635130374025,0.2526643460651511,0.631751484739073
leading_edge,B2,2000_3000,central,q_high,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.1500167056465085,0.43872098080696875,0.6073910351313921
leading_edge,B2,2000_3000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.12918752406623027,0.1309950001475514,0.6088583792694864
leading_edge,B2,2000_3000,late,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,3,3,1.0,0.4416891726000491,1.137199770945701,0.3182425616068969
leading_edge,B2,5000_7000,central,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,3,3,1.0,1.5589192387338526,1.140970218420662,0.3152648822568181
leading_edge,B2,5000_7000,central,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,3,3,1.0,1.5085314685314686,1.0648784399838958,0.35328686637483797
leading_edge,B4,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.08267716535433071,0.3125241197017136,0.6083544273386488
leading_edge,B4,1000_2000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.2606965174129353,0.3755059648819527,0.5110174431792407
leading_edge,B6,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.10182063385030343,0.5666355116678804,0.5131508144750988
leading_edge,B6,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.08648111332007952,0.4258244163127547,0.31576539772343915
leading_edge,B6,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.17778814745683622,0.49278657057669073,0.4310139380760305
leading_edge,B6,3000_5000,central,q_high,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.1953262191003647,0.421174159026236,0.6822886194300357
leading_edge,B6,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.2292873331654495,0.1854898664825865,0.6446072295920506
leading_edge,B6,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.08685518955873213,0.09090362335525351,0.44964153832800924
leading_edge,B6,5000_7000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.20338665918233698,0.12791172268808645,0.6706435578158878
leading_edge,B8,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.09561897836756954,0.38741593584398665,0.48326226157887303
leading_edge,B8,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.10637767812655705,0.5967563589538878,0.41626144263197745
trailing_sample,B2,5000_7000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.1669036334913112,0.10730219010434848,0.5198630469407218
trailing_sample,B2,5000_7000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.1273747841105354,0.13053401283443483,0.6291229319258946
trailing_sample,B2,ge7000,central,q_low,amp_ge_7000,negative_prepeak,saturation_edge,3,3,1.0,0.16747181964573268,0.09931289630060604,0.491327212197311
trailing_sample,B2,ge7000,early,q_low,amp_ge_7000,negative_prepeak,saturation_edge,3,3,1.0,0.12135036496350365,0.13191288938415835,0.5011384715124716
trailing_sample,B4,1000_2000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,3,3,1.0,0.1167531504818384,0.5839716360450875,0.25729749191483625
trailing_sample,B4,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,3,3,1.0,0.11663505824979681,0.27601703766081703,0.5080010741852283
trailing_sample,B6,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,3,3,1.0,0.09052031361368496,0.5115473932266369,0.5306645024468475
leading_edge,B2,3000_5000,early,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,2,2,1.0,1.9710293465987592,1.1733004106682148,0.3562915306460538
leading_edge,B2,3000_5000,late,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,2,2,1.0,0.4180117248003745,1.1569274033094399,0.4987763843795904
leading_edge,B2,5000_7000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.12927890057332198,0.12837966667007017,0.46422923111662073
leading_edge,B4,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.34307134637514386,0.3940224524275718,0.5020523142325608
leading_edge,B4,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.08690341170339944,0.2729182303652967,0.6132885230364293
leading_edge,B4,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.2600420803203007,0.46063742572955607,0.5367862895429668
leading_edge,B6,1000_2000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.41098535286284954,0.7942799216906218,0.4514012915872435
leading_edge,B6,1000_2000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,2,2,1.0,0.15817718374744566,1.4034909779206979,0.3408047570565171
leading_edge,B6,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,2,2,1.0,0.25337588234754516,0.46622581740037194,0.40250052745664683
leading_edge,B8,1000_2000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.13154570441180033,0.603985507126775,0.3606904301401496
leading_edge,B8,2000_3000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.1493199461343473,0.11955383291979899,0.6397788143670019
leading_edge,B8,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.0936712020313649,0.18850585964724856,0.4805418741811439
leading_edge,B8,ge7000,late,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,2,2,1.0,0.2055677430219212,0.30421561889591653,0.3383257106847022
trailing_sample,B2,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.09781542237545796,0.6291784550726863,0.5409870065915651
trailing_sample,B2,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.08685056819414194,0.5210284101503707,0.5105408853347078
trailing_sample,B2,5000_7000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.8240220799619036,0.6892759664023199,0.40074092761541913
trailing_sample,B2,5000_7000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.15860627748163372,0.47716283716660024,0.3350057580910407
trailing_sample,B2,ge7000,late,q_high,amp_ge_7000,negative_prepeak,saturation_edge,2,2,1.0,1.887237134143732,0.49822305782252807,0.43550298542158644
trailing_sample,B4,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.11324127267251963,0.2906347901399853,0.7160574352490621
trailing_sample,B4,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.11691633144362201,0.7806330922334368,0.4463261192029434
trailing_sample,B4,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.10915346680352557,0.323877492756136,0.39912740700695004
trailing_sample,B4,5000_7000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,2,2,1.0,0.12083768807340844,0.4596620569957989,0.4691884528251162
trailing_sample,B4,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2,2,1.0,0.12147361099034866,0.2091738923327115,0.3582078812931781
leading_edge,B2,1000_2000,early,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,1,1,1.0,0.5612575127138234,1.1451326156607966,0.2570060631383211
leading_edge,B2,1000_2000,late,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,1,1,1.0,0.7963212202781517,1.5585609772114208,0.028140545721299422
leading_edge,B2,ge7000,late,q_high,amp_ge_7000,negative_prepeak,saturation_edge,1,1,1.0,0.26758049546655244,0.44048173994383877,0.2573287601083362
leading_edge,B4,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.14998249912495626,0.3744708899160007,0.371968102047891
leading_edge,B4,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.19044710481309554,0.4839723285185463,0.31841200669688663
leading_edge,B4,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.27285018929150895,0.16058690599167433,0.6262958850060729
leading_edge,B6,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.24650801862390068,0.40294320749481904,0.5963283663240049
leading_edge,B6,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.08145634063560629,0.2836376248469669,0.5827494791311179
leading_edge,B6,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.24878048780487805,0.20947096952101849,0.6503401988249602
leading_edge,B6,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.14580001881290566,0.20792687292789852,0.4390625346132955
leading_edge,B6,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.2558817405788049,0.21086416557709453,0.6180180173710538
leading_edge,B6,ge7000,late,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.22439678284182304,0.40320070978490663,0.33824565201942003
leading_edge,B8,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.30243046855424704,0.7649940271234915,0.4523226276511769
leading_edge,B8,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.15121733303551485,0.3466332311553561,0.5632067319828894
leading_edge,B8,3000_5000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.2769155566418184,0.1124947379716737,0.6225964029548652
leading_edge,B8,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.23605506764775694,0.25018024417614526,0.4401321679572233
leading_edge,B8,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.2340702210663199,0.5167283332518585,0.5253289276411838
leading_edge,B8,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.2614158335584977,0.27405611507232647,0.5784083085940175
leading_edge,B8,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.21024277618414608,0.19195483015826398,0.6488744329992471
leading_edge,B8,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.2560872624912034,0.4169129214980715,0.39585326949292693
trailing_sample,B2,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.3805740645822655,0.3840495292289377,0.22814353438220264
trailing_sample,B2,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.33578431372549017,0.35853210953804215,0.25740447903628294
trailing_sample,B2,3000_5000,late,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,1,1,1.0,4.636092912447886,1.3865753527050002,0.28987432132653146
trailing_sample,B2,ge7000,central,q_high,amp_ge_7000,negative_prepeak,saturation_edge,1,1,1.0,2.188046137714086,0.4778939459696102,0.4933267574127756
trailing_sample,B2,ge7000,late,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,1,1,1.0,0.10933100951870224,0.32457619648221486,0.29797730886356033
trailing_sample,B4,1000_2000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.12934631432545202,0.7716335201124862,0.35277403780201333
trailing_sample,B4,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.1544885177453027,0.4462243201213825,0.29846909311682673
trailing_sample,B4,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.08785714285714286,0.40925110526082215,0.5019674565377318
trailing_sample,B4,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.08504898480761039,0.29574056140266003,0.399969836429129
trailing_sample,B4,5000_7000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.12501885085205852,0.11351999618972095,0.5684558954209862
trailing_sample,B4,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.12625918351889723,0.21520106163080907,0.45371450621132126
trailing_sample,B4,ge7000,late,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.15078599007170435,0.29461006469866163,0.3085509461479966
trailing_sample,B6,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.09046875,0.38760712219692683,0.6016246545956951
trailing_sample,B8,2000_3000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,1,1,1.0,0.2231345085728085,1.2020056107951853,0.0
trailing_sample,B8,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.08086297760210803,0.0909095289593271,0.6357248803160025
trailing_sample,B8,3000_5000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.08517699115044247,0.4200984663639002,0.7192666309390519
trailing_sample,B8,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,1,1,1.0,0.0810507768700945,0.5418055697752783,0.4859174793164988
trailing_sample,B8,5000_7000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,1,1,1.0,0.11388502088720907,0.42476416707560444,0.5502961032401017
trailing_sample,B8,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.13864249903586578,0.14690009642088178,0.5060509850751636
trailing_sample,B8,ge7000,early,q_high,amp_ge_7000,negative_prepeak,saturation_edge,1,1,1.0,0.13994691439946916,0.4983165832421457,0.7271782676563161
trailing_sample,B8,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,1,1.0,0.15846925176112203,0.3424072615998308,0.5596345951953381
none,B2,1000_2000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,214,0,0.0,0.008435856433151414,0.4593496360145519,0.37459889261056084
none,B2,1000_2000,central,q_high,amp_lt_7000,quiet_prepeak,ordinary,12668,0,0.0,0.0,0.42548499375258175,0.5313022011427095
none,B2,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,298,0,0.0,0.005483302570167209,0.38966599178781053,0.45999395312486724
none,B2,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,18673,0,0.0,0.0,0.40266427616196043,0.5108148941563049
none,B2,1000_2000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,5763,0,0.0,0.0,1.8937065918303584,0.0
none,B2,1000_2000,early,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,100,0,0.0,0.0,1.8439286340423333,0.004443419850671861
none,B2,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,3242,0,0.0,0.0,0.5545503495209042,0.43597990256723645
none,B2,1000_2000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,382,0,0.0,0.0,0.42131612419552744,0.5643152797194944
