run,event_index,eventno,evt,stave,taxon,broad_source,amplitude_adc,q_template_rmse,width_half,area_norm,charge_score,baseline_score,pileup_score,timing_score,baseline_lowering_score,label_broad_veto_like,label_broad_charge_outlier,label_broad_downstream_risk,prop_baseline_lowering,traditional_robust_broad_veto_score,ridge_scalar_score,gradient_boosted_trees_score,mlp_scalar_nn_score,cnn1d_waveform_nn_score,hybrid_gated_cnn_tabular_score
37,42301,662131,995,B2,novel_broad_template_mismatch,broad_width,7674.0,0.2186786,13,9.351837,1.5820507638668837,2.2932685822204237,4.208749347631136,0.0,-1.0226150224322572,False,False,False,False,0.06474507,0.38930646,0.009490312,0.657016,0.75299424,0.7120407
64,35464,648148,3179,B2,novel_broad_template_mismatch,broad_width,7387.0,0.21756476,13,9.46839,1.7225099335108953,2.1540188770381588,2.743956036112124,0.0,-2.1540188770381588,False,False,False,False,0.06422431,0.38762042,0.0076579144,0.561638,0.7538558,0.77135867
49,21009,117640,9485,B2,unassigned_common,not_broad_rule,1120.0,0.29037064,7,6.9598217,1.3005830690734816,17.266963442600836,1.1651376704334175,0.0,-11.401069611797931,False,False,False,False,0.11103344,0.38643485,0.009490312,0.31728914,0.48433882,0.0
49,10459,107085,87,B2,novel_broad_template_mismatch,broad_width,6919.0,0.16222693,13,9.874548,2.2119730467308703,0.3698820293903909,3.2915852252908335,0.0,0.3698820293903909,False,False,False,False,0.06627627,0.38632917,0.009490312,0.4579422,0.8007598,1.0
60,17682,483138,13443,B2,novel_broad_template_mismatch,broad_width,3527.0,0.39926076,13,11.72668,4.443989524452958,37.72796699781987,1.684809490132523,0.0,-37.72796699781987,False,False,False,False,0.1951468,0.38463858,0.009490312,0.64342344,1.0,0.18937397
40,12835,713516,16188,B2,novel_broad_template_mismatch,broad_width,7209.5,0.1533208,13,9.444621,1.6938652962388145,8.442013376674804,1.7745027720907531,0.0,-8.442013376674804,False,False,False,False,0.059247553,0.3834916,0.0076579144,0.5717672,0.7675163,0.85115695
62,21538,559605,2388,B2,unassigned_common,not_broad_rule,1037.5,0.07346491,7,6.966747,1.2922375774368577,0.021757766434728876,0.5181930872350117,0.0,-0.021757766434728876,False,False,False,False,0.011698764,0.38196608,0.0076579144,0.09162526,0.47490534,0.22964483
58,24251,413249,13890,B2,unassigned_common,not_broad_rule,1075.5,0.09087403,7,6.7986984,1.4947538068008945,0.718006292346053,0.7930237791917883,0.0,0.718006292346053,False,False,False,False,0.017613571,0.38067642,0.0076579144,0.09488443,0.45669213,0.23460625
40,23005,723689,9299,B2,novel_broad_template_mismatch,broad_width,6667.0,0.124864556,13,9.905954,2.2498211126369916,5.918112470246254,1.8220619580792046,0.0,-5.918112470246254,False,False,False,False,0.0661689,0.37983915,0.009490312,0.9881374,0.80457985,0.5944537
64,31006,643690,15368,B2,unassigned_common,not_broad_rule,1193.0,0.12629862,7,7.262364,0.9359874278746776,0.7615218252155107,1.1831916890560636,0.0,0.7615218252155107,False,False,False,False,0.025286434,0.37801683,0.009490312,0.115438744,0.51208913,0.31102434
57,29123,386776,5568,B2,unassigned_common,not_broad_rule,1078.0,0.17926398,6,6.8042674,1.4880425903288068,4.5865371644408475,0.9378751923186601,0.0,-0.7397640587807818,False,False,False,False,0.049914487,0.37692344,0.009490312,0.14745618,0.46121386,0.08542949
64,22879,635562,7814,B2,unassigned_common,not_broad_rule,7936.0,0.4420173,6,6.4023438,1.972403478096631,1.3489815189531904,1.7052760172782069,0.0,1.044372788866986,False,False,False,False,0.10996144,0.37409133,0.015488424,0.5252282,0.6361882,0.8919204
37,30579,650406,6990,B2,unassigned_common,not_broad_rule,9582.0,0.39316258,4,5.8822794,2.5991365109032425,11.292280779624287,0.07023135502818015,0.0,-11.292280779624287,False,False,False,False,0.09747788,0.37163532,0.5445726,0.3640559,0.5379202,0.8629923
40,14547,715230,1428,B2,novel_broad_template_mismatch,broad_width,6873.5,0.24421707,13,8.971703,1.1239480349047832,1.6318324826046657,5.970264810107249,0.0,-1.6318324826046657,False,False,False,False,0.057831284,0.3686597,0.0076579144,0.40157422,0.7140034,0.81051064
64,22696,635379,7651,B2,unassigned_common,not_broad_rule,1039.0,0.073118195,7,6.763234,1.5374920561283247,0.26979630379063807,0.6747778075431546,0.0,0.0870310657389155,False,False,False,False,0.013019674,0.36853838,0.0076579144,0.10236404,0.45253348,0.14082144
37,40426,660256,15645,B2,novel_broad_template_mismatch,broad_width,7701.0,0.16141577,14,9.506687,1.768661542359192,3.5900314617302644,2.407129480614823,0.0,-3.5900314617302644,False,False,False,False,0.06984155,0.36828017,0.9809111,0.39798662,0.76974803,0.9857849
65,4442,653069,7344,B2,unassigned_common,not_broad_rule,1234.5,0.13827686,7,7.1219125,1.1052463874962641,1.6187778227438285,1.1501972534903147,0.0,1.1966771539100882,False,False,False,False,0.030138172,0.3663569,0.015488424,0.11317915,0.5011835,0.3331677
42,11286,778588,11248,B2,novel_broad_template_mismatch,broad_width,6529.5,0.14674227,14,10.120224,2.508038887192302,3.568273695295536,1.9230863504982143,0.0,-3.568273695295536,False,False,False,False,0.07653209,0.3658238,1.0,0.58168715,0.8261193,0.80085355
64,28739,641423,13259,B2,unassigned_common,not_broad_rule,8742.0,0.23721382,7,6.8695946,1.4093163836422329,0.9138261902586128,0.7793780457682797,0.0,0.9138261902586128,False,False,False,False,0.052891437,0.3648885,0.0076579144,0.49870458,0.49387386,0.8695979
42,1999,769300,2604,B2,unassigned_common,not_broad_rule,1012.0,0.32607076,6,6.2045455,2.210771475222767,17.941454202077434,0.5972278580703209,0.0,-11.923256006231425,False,False,False,False,0.12545298,0.36323234,0.0076579144,0.20788462,0.41396296,0.0
40,11368,712049,14818,B2,novel_broad_template_mismatch,broad_width,6205.5,0.17352399,14,10.423173,2.8731246960125367,15.752622898743708,1.7577170895107281,0.0,-15.752622898743708,False,False,False,False,0.07755816,0.36302203,0.026729599,0.45303407,0.861975,0.867918
57,7780,365431,2141,B2,unassigned_common,not_broad_rule,2342.0,0.37633365,3,1.7207515,7.61422159529251,15.378389316066372,-2.5639078939919893,-2.8527139445479754,10.117361392148927,False,False,False,False,0.1529221,0.36298108,0.3684831,0.0,0.12142202,0.50203073
37,21780,641606,15166,B2,novel_broad_template_mismatch,broad_width,7422.5,0.18771966,14,9.690671,1.9903816541858286,7.267093989199445,2.597209709726231,0.0,-7.267093989199445,False,False,False,False,0.07140674,0.3626182,0.17592818,0.3984769,0.7903767,0.99061954
52,4714,199079,3091,B2,novel_broad_template_mismatch,broad_width,7179.0,0.13606253,13,9.010169,1.170304215468472,5.113075112161286,1.64318821903515,0.0,-5.113075112161286,False,False,False,False,0.066346094,0.3613189,0.0076579144,0.6525101,0.7251853,0.84946406
40,30797,731481,151,B2,novel_broad_template_mismatch,broad_width,6747.5,0.19936208,13,9.924564,2.272248148896315,1.2140833670578715,4.1942913511004525,0.0,0.4351553286945775,False,False,False,False,0.066057526,0.3612596,0.009490312,0.39329776,0.8180744,1.0
40,32034,732718,1304,B2,novel_broad_template_mismatch,broad_width,7334.0,0.21072844,13,9.067222,1.2390587003089855,0.021757766434728876,2.708926795904002,0.0,0.021757766434728876,False,False,False,False,0.058858793,0.36104745,0.0076579144,0.56013274,0.7151847,0.7666126
57,11757,369410,5860,B2,unassigned_common,not_broad_rule,9603.0,0.06992658,6,6.9970846,1.2556772789863362,0.40469445568595713,-0.4971915596457778,0.0,0.2828509636514754,False,False,False,False,0.0103604095,0.36066547,0.0958232,0.4303485,0.51196486,0.79163975
42,11036,778338,11014,B2,unassigned_common,not_broad_rule,8933.5,0.40994233,6,6.1983547,2.2182320217984257,14.92582777422401,0.32638974376659735,0.0,-14.92582777422401,False,False,False,False,0.09921389,0.3592174,0.2523168,0.50483817,0.5855143,0.8596994
42,20289,787593,3273,B2,unassigned_common,not_broad_rule,5310.5,1.0270863,2,-1.3467658,11.310907195580567,72.305409415891,-0.10519789733825793,0.0,16.492386957524488,False,False,False,False,0.4836506,0.35835153,0.3684831,0.0,0.14500962,0.35723287
52,9249,203614,7302,B2,novel_broad_template_mismatch,broad_width,6583.5,0.12363671,13,9.8850155,2.2245875363271774,4.025186790424843,1.405793115459735,0.0,-4.025186790424843,False,False,False,False,0.06733212,0.3578103,0.009490312,0.48082164,0.79826355,0.8680972
37,41706,661536,451,B2,novel_broad_template_mismatch,broad_width,3400.5,0.33965456,13,11.737097,4.456543102246367,0.348124262955662,3.5098339944313217,0.0,0.348124262955662,False,False,False,False,0.09481654,0.35778967,0.010103773,0.85928744,0.9756384,0.5399331
52,7484,201849,5673,B2,novel_broad_template_mismatch,broad_width,7764.0,0.110209554,13,8.234416,0.23543905883020055,0.47867086156403527,1.8020817011245314,0.0,0.47867086156403527,False,False,False,False,0.053167585,0.35744348,0.0076579144,0.66899353,0.64032435,0.85342354
58,18846,407831,8852,B2,unassigned_common,not_broad_rule,1009.0,0.06079815,6,6.628345,1.700047844232923,0.41339756225984864,0.7016511605501814,0.0,0.41339756225984864,False,False,False,False,0.010659622,0.35737252,0.0076579144,0.032753665,0.43943337,0.14758615
52,6781,201146,5012,B2,novel_delayed_peak,broad_width,7654.0,0.23278338,13,9.2927885,1.5108908374515642,0.47867086156403527,4.774310728440325,0.0,0.47867086156403527,False,False,False,False,0.061084297,0.35680628,0.009490312,0.70028394,0.7511432,0.6662623
40,20660,721344,7142,B2,unassigned_common,not_broad_rule,8862.5,0.40876466,6,6.266968,2.1355459732838566,14.164305949008499,0.1502831454045386,0.0,-14.164305949008499,False,False,False,False,0.099520296,0.3551414,0.2523168,0.49907887,0.5961819,0.8663785
37,21111,640937,14551,B2,unassigned_common,not_broad_rule,1051.0,0.05274483,7,6.891532,1.3828795119053658,2.697963037906381,0.3284316993309857,0.0,-0.5004286279987642,False,False,False,False,0.012723424,0.3534552,0.0076579144,0.067304045,0.46615493,0.20130093
49,5483,102107,11815,B2,novel_broad_template_mismatch,broad_width,6410.0,0.15647729,13,9.698128,1.9993678690321774,0.30460873008620426,1.8529600729164442,0.0,0.30460873008620426,False,False,False,False,0.06524344,0.35345414,0.009490312,0.5722506,0.7773748,0.83681995
42,10550,777852,10559,B2,unassigned_common,not_broad_rule,1327.5,0.17962396,8,7.4764595,0.6779793967916089,3.7771482530689333,1.0200413966073443,0.0,-1.414254818257377,False,False,False,False,0.04457055,0.35329038,0.009490312,0.22880931,0.5319344,0.18259273
62,9530,547597,8081,B2,unassigned_common,not_broad_rule,1242.5,0.1740341,7,6.8346076,1.4514794186800355,0.19581989791255988,0.5094194195884929,0.0,0.19581989791255988,False,False,False,False,0.037513148,0.35239118,0.0076579144,0.060238075,0.4631236,0.33669788
49,18913,115544,7551,B2,novel_broad_template_mismatch,broad_width,4281.5,0.27064213,14,12.375569,5.225970652935403,7.267093989199445,2.7960380623160885,0.0,-7.267093989199445,False,False,False,False,0.087519415,0.3520984,0.085906215,1.0,1.0,0.0
42,27723,795029,10181,B2,novel_broad_template_mismatch,broad_width,6820.0,0.14770341,13,9.904547,2.2481247763902577,0.174062131477831,1.8585048009171337,0.0,0.174062131477831,False,False,False,False,0.066156015,0.35160732,0.009490312,0.685329,0.7999005,0.776174
57,20557,378210,14041,B2,unassigned_common,not_broad_rule,9477.5,0.0697543,6,7.051438,1.1901758292043456,0.5395926075812761,-0.4276450219209226,0.0,0.0870310657389155,False,False,False,False,0.010415612,0.35097137,0.0958232,0.4233135,0.5203293,0.79655904
57,151,357802,11368,B2,unassigned_common,not_broad_rule,1080.5,0.063950695,7,6.922721,1.3452934816796345,0.6092174601724085,0.8456957946414961,0.0,0.6092174601724085,False,False,False,False,0.010407761,0.35040003,0.009490312,0.1301283,0.47454873,0.2020133
49,4094,100717,10510,B2,unassigned_common,not_broad_rule,8930.0,0.40812448,5,6.011982,2.4428310782714497,13.759611493322543,0.2374495430682233,0.0,-9.247050734759773,False,False,False,False,0.13572028,0.35031873,0.2523168,0.44133592,0.57197744,0.87439984
40,4232,704911,8117,B4,unassigned_common,not_broad_rule,1563.0,0.31637642,7,6.960333,1.2999670553687057,0.6744907594765952,4.40378281018891,0.0,0.6744907594765952,False,False,False,False,0.07410352,0.35015407,0.009490312,0.08452584,0.47765133,0.6080223
49,14729,111358,3576,B2,novel_broad_template_mismatch,broad_width,8060.0,0.1257902,13,8.872457,1.0043459859963566,0.40469445568595713,2.474643280149077,0.0,-0.0,False,False,False,False,0.057349727,0.3499869,0.0076579144,0.42651498,0.70792854,0.9414688
60,10916,476372,7112,B2,unassigned_common,not_broad_rule,8782.5,0.06251792,7,7.8836327,0.18729230111718181,0.5395926075812761,0.3007954943410117,0.0,-0.30460873008620426,False,False,False,False,0.004564677,0.3488538,0.0076579144,0.4569885,0.6039584,0.8283555
65,7377,656004,10077,B2,unassigned_common,not_broad_rule,1023.5,0.07888301,7,6.3947244,1.9815856450636224,1.0008572559975284,0.2632069849463736,0.0,1.0008572559975284,False,False,False,False,0.015889194,0.34856603,0.0076579144,0.08008012,0.41746518,0.1293389
37,12494,632320,6540,B2,novel_broad_template_mismatch,broad_width,2927.0,0.32478932,13,11.023232,3.596260425778681,0.32636649652093314,3.5668450349331198,0.0,0.32636649652093314,False,False,False,False,0.08741793,0.34832326,0.009490312,0.3847291,0.90716743,0.67274326
37,18979,638805,12565,B2,novel_broad_template_mismatch,broad_width,6943.0,0.14326279,14,9.882761,2.2218706400620833,6.244478966767188,1.2142963285363444,0.0,-6.244478966767188,False,False,False,False,0.07265508,0.34790015,0.20029354,0.4201243,0.80653226,0.96091056
57,9971,367622,4213,B2,unassigned_common,not_broad_rule,1243.5,0.123896435,7,7.010052,1.2400499537051968,0.718006292346053,1.0621713543520024,0.0,0.718006292346053,False,False,False,False,0.025583992,0.3457884,0.009490312,0.10780296,0.486629,0.31415704
49,6971,103595,13218,B2,unassigned_common,not_broad_rule,8874.0,0.4129823,6,6.2679734,2.134334058262054,19.255623294735056,0.518535805229631,0.0,-19.255623294735056,False,False,False,False,0.1001535,0.34558806,0.2523168,0.510286,0.59373206,0.8379598
42,7512,774813,7736,B2,unassigned_common,not_broad_rule,9547.0,0.080535114,5,6.9505606,1.3117437203553455,0.7615218252155107,-0.3169417994092935,0.0,0.7615218252155107,False,False,False,False,0.012881936,0.34544826,0.76865023,0.36717555,0.5091399,0.80606323
57,30993,388646,7299,B2,novel_broad_template_mismatch,broad_width,5766.0,0.15193368,13,10.607701,3.095501046319448,6.205314987184676,1.6435937369877254,0.0,-3.4159693302524334,False,False,False,False,0.08133942,0.3450681,0.009490312,0.4206256,0.8799166,0.89124936
49,8896,105521,14990,B2,novel_delayed_peak,broad_width,2966.0,0.35738385,13,10.327376,2.7576795903320477,0.718006292346053,4.891320116143913,0.0,-0.718006292346053,False,False,False,False,0.09015933,0.34468648,0.010103773,0.4239369,0.8452898,0.61634177
37,19848,639674,13377,B2,unassigned_common,not_broad_rule,9004.5,0.09607932,7,7.6955967,0.41389570068932763,8.15916241302333,0.04511438779424956,0.0,-8.15916241302333,False,False,False,False,0.012558302,0.34455422,1.0,0.49987915,0.5898365,0.81084454
37,19528,639354,13078,B2,novel_broad_template_mismatch,broad_width,7600.5,0.15758602,13,9.128741,1.3131964093904887,0.19581989791255988,3.098663004370627,0.0,0.19581989791255988,False,False,False,False,0.05872728,0.34410602,0.0076579144,0.41004702,0.7334892,0.95939374
52,3323,197688,1802,B2,novel_broad_template_mismatch,broad_width,7433.0,0.12703726,13,8.905691,1.0443972203204916,9.312324034063959,0.8198123318143511,0.0,-9.312324034063959,False,False,False,False,0.056424703,0.34391525,0.0076579144,0.67152035,0.71463645,0.85706687
37,25571,645398,2313,B2,novel_broad_template_mismatch,broad_width,3584.5,0.34350613,13,12.169061,4.977105713323127,28.241580832278082,1.9294296778478637,0.0,-28.241580832278082,False,False,False,False,0.1337175,0.34382316,0.009490312,0.6398615,1.0,0.25955677
37,20209,640035,13715,B2,unassigned_common,not_broad_rule,9349.0,0.09886588,5,7.478661,0.6753262855276626,6.222721200332459,-0.1020812512095238,0.0,-6.222721200332459,False,False,False,False,0.014187956,0.3429083,1.0,0.4158383,0.5678348,0.80207616
58,27165,416163,219,B4,novel_broad_template_mismatch,broad_width,4370.5,0.30554107,14,11.997712,4.7706124029415955,7.375882821373089,3.338092671617123,0.0,-7.375882821373089,False,False,False,False,0.086876035,0.3426757,0.085906215,0.379641,1.0,0.8018416
57,13172,370825,7169,B2,unassigned_common,not_broad_rule,8989.5,0.41059092,5,6.1891103,2.2293725606925405,17.64554857856512,0.43478170322729787,0.0,-17.64554857856512,False,False,False,False,0.101441905,0.34225896,0.2523168,0.4422278,0.5832101,0.85111195
57,18663,376316,12304,B2,unassigned_common,not_broad_rule,1802.0,0.51888096,7,6.269145,2.132922168642059,0.5395926075812761,11.367729219423333,0.0,0.23933543078201763,False,False,False,False,0.12774472,0.34216046,0.009490312,0.12403526,0.3962797,0.8442086
64,23731,636414,8602,B2,unassigned_common,not_broad_rule,9213.5,0.18194538,6,6.7823305,1.514478887426024,0.522186394433493,0.37713640522849967,0.0,0.522186394433493,False,False,False,False,0.038381524,0.34202513,0.86354953,0.41504607,0.4963863,0.79024947
40,28277,728961,14200,B2,novel_broad_template_mismatch,broad_width,5243.5,0.18720776,13,10.428531,2.8795813471196845,0.10878883217364438,1.7498350105557954,0.0,0.10878883217364438,False,False,False,False,0.06851064,0.34139645,0.009490312,0.46182796,0.8465596,0.8518581
57,3911,361562,14917,B2,novel_broad_template_mismatch,broad_width,6539.0,0.15345286,14,9.897385,2.239493688847595,10.378454589365674,1.385283531104067,0.0,-10.378454589365674,False,False,False,False,0.07644449,0.34126338,0.20029354,0.4552689,0.8066776,0.8660879
42,4741,772042,5168,B2,novel_broad_template_mismatch,broad_width,6495.5,0.13071929,13,9.717034,2.0221523311537872,0.8093889113719143,1.4645635975598905,0.0,-0.30460873008620426,False,False,False,False,0.06429264,0.3409037,0.009490312,0.5297652,0.78432536,0.82404697
62,7179,545246,5891,B4,novel_broad_template_mismatch,broad_width,4878.0,0.2696469,14,11.398934,4.04902130455459,4.242764454772131,2.4022296963238388,0.0,-4.242764454772131,False,False,False,False,0.08263479,0.340487,0.47377646,0.58878714,0.957054,0.7272581
42,12349,779651,12227,B2,unassigned_common,not_broad_rule,1168.0,0.06319894,7,7.060787,1.1789088695872358,0.32636649652093314,1.279015727335906,0.0,0.32636649652093314,False,False,False,False,0.010712619,0.34025368,0.009490312,0.14289571,0.48332223,0.2215628
49,21136,117767,9607,B2,unassigned_common,not_broad_rule,9160.0,0.0818913,6,7.276529,0.9189171824324446,0.21757766434728876,-0.2464415283181004,0.0,0.21757766434728876,False,False,False,False,0.010915887,0.34013852,0.0463998,0.40729645,0.54213065,0.81766325
40,31380,732064,699,B2,unassigned_common,not_broad_rule,8883.0,0.07646308,7,7.59338,0.5370777546171145,2.1322611106034297,0.2891739619371735,0.0,-2.1322611106034297,False,False,False,False,0.011277338,0.34006494,0.35842636,0.845998,0.58189625,0.44660974
42,12886,780188,12736,B2,unassigned_common,not_broad_rule,8728.5,0.4128384,6,6.340494,2.046938837815919,17.01457335195798,0.3590806042558943,0.0,-17.01457335195798,False,False,False,False,0.10127046,0.33983743,0.0076579144,0.49781567,0.60383016,0.85080814
57,21701,379354,15091,B2,novel_broad_template_mismatch,broad_width,4543.5,0.19783825,13,10.774293,3.2962617515528034,4.199248921902673,2.1155317674299208,0.0,-4.199248921902673,False,False,False,False,0.069836535,0.33907795,0.009490312,0.41038495,0.8870016,0.77747726
40,1228,701906,5341,B2,novel_broad_template_mismatch,broad_width,7230.0,0.24461311,14,10.124205,2.5128359789903145,26.93611484619435,1.5397983442371992,0.0,-26.93611484619435,False,False,False,False,0.08261438,0.33880657,0.20029354,0.66791195,0.83597153,0.7538444
49,784,97406,7403,B2,novel_broad_template_mismatch,broad_width,3822.0,0.28421333,14,11.49372,4.163248174177127,36.96209361931742,1.6163172119235765,0.0,-32.41907198774603,False,False,False,False,0.17724837,0.33831206,0.08240961,0.48817095,0.9641005,0.5685178
57,24096,381749,919,B2,unassigned_common,not_broad_rule,9261.5,0.120100945,6,7.309723,0.8789147924785576,7.223578456329987,-0.6234301274914368,0.0,-7.223578456329987,False,False,False,False,0.020327935,0.3382927,0.122814015,0.44686323,0.55426615,0.7800213
37,9827,629652,4079,B2,novel_broad_template_mismatch,broad_width,4943.0,0.16640507,13,10.956909,3.516333796863304,1.6535902490393946,1.6543945728739915,0.0,-1.6535902490393946,False,False,False,False,0.07081822,0.33812138,0.009490312,0.40879324,0.9154637,0.8452581
57,17990,375643,11683,B2,unassigned_common,not_broad_rule,9579.0,0.13288683,5,7.3914814,0.7803870780934075,15.535045234396417,-0.556084301863476,0.0,-15.535045234396417,False,False,False,False,0.024220912,0.3380179,0.49581066,0.4031135,0.56077653,0.7654773
37,30975,650802,7360,B2,novel_broad_template_mismatch,broad_width,5827.0,0.18632221,14,10.680625,3.1833818372698137,13.75090838674865,1.76837222675715,0.0,-13.75090838674865,False,False,False,False,0.07883595,0.33725613,0.026729599,0.48265684,0.8916237,0.8375265
37,39235,659064,14529,B6,unassigned_common,not_broad_rule,1430.5,0.266117,7,7.2121644,0.9964831916657139,0.23933543078201763,0.4705152732221242,0.0,0.23933543078201763,False,False,False,False,0.058647376,0.33717167,0.0076579144,0.1609221,0.5039693,0.3243446
62,23087,561154,3830,B8,novel_broad_template_mismatch,broad_width,5812.5,0.3018726,13,9.150108,1.3389460121059826,7.332367288503631,0.38471282300382104,0.0,-7.332367288503631,False,False,False,False,0.06880783,0.3370844,0.0076579144,0.64231795,0.7388573,0.8481441
37,29773,649600,6230,B2,novel_broad_template_mismatch,broad_width,7160.5,0.13510263,13,9.533413,1.8008689454611335,3.916397958251198,1.040596595263247,0.0,-3.916397958251198,False,False,False,False,0.06816076,0.3366548,0.0076579144,0.7785363,0.7729172,0.5523089
58,1754,390691,9224,B2,novel_broad_template_mismatch,broad_width,3985.0,0.28590932,13,10.732749,3.2461968466881594,0.19581989791255988,2.9117204077087213,0.0,0.19581989791255988,False,False,False,False,0.0747503,0.33531472,0.009490312,0.32202983,0.88388216,0.82318115
64,816,613498,3631,B2,novel_broad_template_mismatch,broad_width,6821.5,0.1423753,13,9.783039,2.101695100782979,2.5456586728632784,0.9512633750957775,0.0,-2.5456586728632784,False,False,False,False,0.0632351,0.3340517,0.009490312,0.7483614,0.78898734,0.49778262
42,22743,790047,5553,B2,novel_broad_template_mismatch,broad_width,4936.0,0.18715659,13,10.890802,3.436668054349017,15.817896198047894,1.3686538797813934,0.0,-15.817896198047894,False,False,False,False,0.069730476,0.33403292,0.009490312,0.42936173,0.9123595,0.74520314
42,12902,780204,12751,B2,novel_broad_template_mismatch,broad_width,6809.0,0.14460082,14,9.555148,1.82706216998641,8.50728667597899,0.9569130029512417,0.0,-8.50728667597899,False,False,False,False,0.07119686,0.3334173,0.20029354,0.5035404,0.7763035,0.9081635
62,33980,572047,14018,B2,unassigned_common,not_broad_rule,9302.5,0.15350047,8,8.210051,0.20607612199564787,35.83504131799846,-0.25357869691987117,0.0,-35.83504131799846,False,False,False,False,0.044453666,0.33209035,1.0,0.4912326,0.63869274,0.7989081
40,1567,702245,5658,B2,novel_broad_template_mismatch,broad_width,7211.0,0.24966764,14,9.5552635,1.8272012327817047,15.665591833004791,2.8368314598748787,0.0,-15.665591833004791,False,False,False,False,0.07768123,0.33199283,0.17592818,0.5316158,0.7717419,0.7350279
40,3009,703688,6994,B2,novel_broad_template_mismatch,broad_width,5520.5,0.15101388,14,10.552304,3.028741710343656,5.113075112161286,1.5422883854005378,0.0,-5.113075112161286,False,False,False,False,0.07760646,0.33189714,0.17170984,0.4366557,0.870863,0.8946634
65,6814,655441,9553,B2,novel_broad_template_mismatch,broad_width,5869.0,0.17168376,13,9.712047,2.0161416004150223,0.8050373580849685,3.0935586100316983,0.0,0.8050373580849685,False,False,False,False,0.061813805,0.33124617,0.0076579144,0.38068423,0.78745025,0.8853456
42,25146,792452,7779,B2,unassigned_common,not_broad_rule,9478.5,0.0481699,6,7.0758038,1.1608123177301428,0.4569130951293064,-0.5421481453229521,0.0,0.4569130951293064,False,False,False,False,0.004165403,0.33115783,0.0958232,0.3934001,0.525497,0.7543411
37,26417,646244,3097,B2,novel_broad_template_mismatch,broad_width,3061.0,0.3460206,13,9.587717,1.8663112073591765,3.024329534427314,5.439045346773699,0.0,-3.024329534427314,False,False,False,False,0.08436874,0.3300797,0.009490312,0.5569357,0.771677,0.44440645
37,41216,661046,16375,B2,novel_broad_template_mismatch,broad_width,6093.5,0.12574811,13,9.806679,2.1301834360702663,0.6309752266071375,1.7635793938882343,0.0,0.6309752266071375,False,False,False,False,0.065530226,0.32943672,0.009490312,0.43979043,0.7943915,0.9064539
37,18530,638356,12149,B2,novel_broad_template_mismatch,broad_width,4768.5,0.23762786,14,11.677676,4.384934956904065,14.773523409180907,1.865091768020395,0.0,-14.773523409180907,False,False,False,False,0.08393339,0.3287376,0.026729599,0.77810645,0.9899532,0.38876894
57,6643,364294,1069,B2,novel_broad_template_mismatch,broad_width,5557.0,0.1433291,13,10.200647,2.604957610557515,0.7615218252155107,1.6133119056509624,0.0,0.7615218252155107,False,False,False,False,0.06703846,0.3276751,0.009490312,0.4516198,0.8352534,0.8542333
42,28074,795380,10506,B2,unassigned_common,not_broad_rule,7148.0,0.4996102,5,5.159765,3.4698437252611707,70.01214083367059,1.12800191412558,0.0,17.58027527926093,False,False,False,False,0.3137697,0.32754624,0.58274454,0.68959,0.5926062,0.9049659
52,1645,196009,230,B2,unassigned_common,not_broad_rule,8745.5,0.08785849,7,7.733006,0.36881349622963916,4.438584352684691,-0.0533113497797718,0.0,-4.438584352684691,False,False,False,False,0.011282314,0.32739967,0.0076579144,0.47511992,0.5945683,0.8044689
65,31860,680487,132,B6,unassigned_common,not_broad_rule,1307.5,0.30243132,7,7.082218,1.153082265158645,8.267951245196974,0.6373376063162388,0.0,-8.267951245196974,False,False,False,False,0.068823926,0.3273217,0.0076579144,0.15815465,0.48639688,0.09244852
49,9000,105625,15088,B2,novel_broad_template_mismatch,broad_width,5659.0,0.15728812,14,10.440184,2.8936243908858357,7.267093989199445,1.4429110399937408,0.0,-7.267093989199445,False,False,False,False,0.07679569,0.3270992,0.026729599,0.45477653,0.8634002,0.8852422
37,30578,650405,6989,B2,unassigned_common,not_broad_rule,8991.5,0.076439805,6,7.534338,0.6082296360773343,2.9372984686883985,0.039911424127204276,0.0,-2.9372984686883985,False,False,False,False,0.008406267,0.32662714,0.35842636,0.44367805,0.5757815,0.8127642
57,11345,368997,5476,B2,novel_broad_template_mismatch,broad_width,6744.0,0.153529,13,9.305456,1.5261567143928676,0.7615218252155107,1.746243201468914,0.0,0.7615218252155107,False,False,False,False,0.06144139,0.32633182,0.009490312,0.58044904,0.73402166,0.7941972
37,16713,636539,10472,B2,unassigned_common,not_broad_rule,9383.0,0.13252671,6,7.46158,0.6959110270691583,17.689064111434575,-0.6296381943127529,0.0,-17.689064111434575,False,False,False,False,0.024152655,0.3261487,0.122814015,0.44491902,0.56826484,0.76497096
37,9628,629453,3889,B2,novel_broad_template_mismatch,broad_width,4030.0,0.24245943,13,11.299503,3.9291962954619724,15.378389316066372,3.689375553359002,0.0,4.3080377540763175,False,False,False,False,0.109318554,0.32559842,0.00067095837,0.55329645,0.9406736,0.75084215
49,18588,115219,7246,B4,novel_broad_template_mismatch,broad_width,5275.5,0.2350347,13,9.444792,1.6940710172335065,4.3297955205110465,0.8575995909774511,0.0,-4.3297955205110465,False,False,False,False,0.061342463,0.32558104,0.009490312,0.59953356,0.76186204,0.82265705
