run_family,saturation_depth_bin,amplitude_bin,q_template_shift_bin,lowering_bin,dropout_anomaly_taxon,topology,traditional_action_band,rows,runs,mean_amp_adc,median_duplicate_residual_frac,median_q_template_shift_if_accepted,corrected_timing_tail_fraction,obs_timing_tail_fraction,oracle_accept_fraction,timing_tail_delta_if_accepted
high-knee,above_knee,8-9k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,27,10,8113.944444444444,-0.6917151537615771,0.0,0.6296296296296297,0.6296296296296297,0.0,0.0
high-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,20,10,9275.7,-0.38441512107127096,0.0,0.5,0.5,0.0,0.0
high-knee,deep_above_knee,9-11k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,19,11,9289.526315789473,0.16364089215143007,-0.034749962985380134,0.0,0.0,0.0,0.0
high-knee,below_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,central_peak,veto,15,5,7072.666666666667,-0.2609474781189033,0.0,0.2,0.2,0.0,0.0
high-knee,above_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,8,4,7605.0625,0.22278809262654325,-0.038461538461538436,0.0,0.0,0.0,0.0
high-knee,below_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,central_peak,veto,7,3,7081.214285714285,0.33840550515176815,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,central_peak,veto,7,1,7924.285714285715,0.18891620965351338,-0.038461538461538436,0.0,0.0,0.0,0.0
high-knee,near_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,7,5,7225.642857142857,0.2611564638598898,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,near_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,7,3,7178.214285714285,-0.4032845733051259,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
high-knee,above_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,6,4,7647.333333333333,-0.4152214285557391,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0
high-knee,below_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,6,3,7067.083333333333,-0.7240933084709671,0.0,0.5,0.5,0.0,0.0
high-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,5,5,8650.8,-0.36599652075909883,0.0,0.6,0.6,0.0,0.0
high-knee,near_knee,7-8k,gt0.035,gt3pct,regular_edge,central_peak,veto,5,3,7421.3,0.1738157342988539,-0.036831061582668245,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,central_peak,veto,4,1,7905.375,-0.17612078910707607,0.0,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,late_peak,veto,3,3,8509.666666666666,0.2760320634753403,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,gt11k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,3,3,12468.166666666666,-0.9897884569851519,0.0,1.0,1.0,0.0,0.0
high-knee,above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,2,2,8190.5,0.27769077931133124,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,2,1,8137.25,-0.476421811858801,0.0,1.0,1.0,0.0,0.0
high-knee,deep_above_knee,7-8k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,2,1,7910.25,0.1853989892631211,-0.038461538461538436,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,8-9k,0.015-0.035,gt3pct,duplicate_peak,central_peak,veto,2,2,8479.25,0.16286629288613802,-0.034591151182974955,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,9-11k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,2,2,9391.0,0.251272929464253,-0.03846153846153849,0.0,0.0,0.0,0.0
high-knee,above_knee,7-8k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,1,1,7950.5,0.16220656512384263,-0.03445587125193772,0.0,0.0,0.0,0.0
high-knee,above_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,1,1,7531.5,-0.4290923791395232,0.0,0.0,0.0,0.0,0.0
high-knee,above_knee,8-9k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,1,1,8420.0,0.16418895776117182,-0.03486229003300678,0.0,0.0,0.0,0.0
high-knee,above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,1,1,8210.0,-0.5896708985978449,0.0,1.0,1.0,0.0,0.0
high-knee,below_knee,7-8k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,1,1,7110.0,0.16454651763709216,-0.03493555849201535,0.0,0.0,0.0,0.0
high-knee,below_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,1,1,7045.5,0.28473463309284014,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,below_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,1,1,7073.5,-0.4516640811125648,0.0,1.0,1.0,0.0,0.0
high-knee,deep_above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,1,1,8177.0,0.20548490197273242,-0.038461538461538436,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,8-9k,gt0.035,gt3pct,regular_edge,early_peak,veto,1,1,8979.5,0.17151825513698238,-0.036361934314201094,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,8-9k,gt0.035,gt3pct,regular_edge,late_peak,veto,1,1,8437.5,0.16491210080876856,-0.0350104595232712,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,1,1,8677.5,-0.27754029652509454,0.0,0.0,0.0,0.0,0.0
high-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,1,1,9178.5,-0.39220013312316787,0.0,1.0,1.0,0.0,0.0
high-knee,near_knee,7-8k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,1,1,7397.5,0.3852571860297351,-0.03846153846153855,0.0,0.0,0.0,0.0
high-knee,near_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,late_peak,veto,1,1,7270.0,0.8529606648407037,-0.038461538461538436,0.0,0.0,0.0,0.0
high-knee,near_knee,7-8k,lt0.005,lt0.5pct,regular_edge,central_peak,veto,1,1,7339.0,0.011231667142497268,-0.0024648761443012424,0.0,1.0,0.0,-1.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,regular_edge,central_peak,veto,9560,18,7467.620292887029,0.005745876677255157,-0.0012624969555025678,0.0035564853556485356,0.0035564853556485356,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,regular_edge,central_peak,veto,6892,18,8467.910040626813,0.006434147547661041,-0.0014135116171779538,0.004933255948926291,0.004933255948926291,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,regular_edge,central_peak,veto,3019,18,9297.058297449486,0.0030421287175202705,-0.0006688206973514133,0.000662471016893011,0.000662471016893011,0.0,0.0
low-knee,deep_above_knee,7-8k,0.005-0.015,0.5-1.5pct,regular_edge,central_peak,veto,2141,18,7490.299159271369,0.029391537306334738,-0.00642459588249078,0.02148528724894909,0.02148528724894909,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,central_peak,veto,1958,18,7482.05924412666,-0.09795266664072298,0.0,0.015832482124616958,0.015832482124616958,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,negative_dropout,central_peak,veto,1524,18,8470.269028871391,-0.08214282791990758,0.0,0.006561679790026247,0.006561679790026247,0.0,0.0
low-knee,deep_above_knee,8-9k,0.005-0.015,0.5-1.5pct,regular_edge,central_peak,veto,1384,18,8448.296604046243,0.028498366298237657,-0.006230577106183688,0.015173410404624277,0.015173410404624277,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,central_peak,veto,804,18,8473.023631840795,0.2017714132289575,-0.038461538461538436,0.013681592039800995,0.014925373134328358,0.0,-0.0012437810945273627
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,regular_edge,central_peak,veto,736,14,8514.341711956522,0.17304337889531574,-0.03667340360720173,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,negative_dropout,central_peak,veto,696,18,9298.984913793103,-0.07511939513319069,0.0,0.0028735632183908046,0.0028735632183908046,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,444,18,7450.816441441441,-0.6915979229196294,0.0,0.11261261261261261,0.11261261261261261,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,central_peak,veto,376,18,7545.523936170212,0.3410856053807312,-0.03846153846153855,0.0026595744680851063,0.0026595744680851063,0.0,0.0
low-knee,deep_above_knee,9-11k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,334,14,9261.54491017964,0.15039289042684095,-0.03202678360068989,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,gt0.035,gt3pct,positive_residual_outlier,central_peak,veto,334,18,9302.70508982036,0.25290093801762104,-0.038461538461538436,0.008982035928143712,0.008982035928143712,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,318,16,7469.735849056604,-0.010247903939218674,0.0,0.0031446540880503146,0.0031446540880503146,0.0,0.0
low-knee,deep_above_knee,9-11k,0.005-0.015,0.5-1.5pct,regular_edge,central_peak,veto,304,18,9244.666118421053,0.02605486901659136,-0.005699401806115834,0.003289473684210526,0.003289473684210526,0.0,0.0
low-knee,deep_above_knee,9-11k,0.015-0.035,1.5-3pct,regular_edge,central_peak,veto,300,13,9335.988333333333,0.11850886976846528,-0.02540947661170101,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,273,14,8758.46336996337,0.15944925510123192,-0.033890013879220304,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,252,15,8472.944444444445,-0.009161289343748838,0.0,0.003968253968253968,0.003968253968253968,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,236,18,8476.625,-0.629719834275547,0.0,0.09745762711864407,0.09745762711864407,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,1.5-3pct,regular_edge,central_peak,veto,184,16,8676.421195652174,0.09126368531106692,-0.019682813216787443,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,gt0.035,gt3pct,regular_edge,central_peak,veto,127,16,9278.669291338583,0.1707584582456304,-0.03620668916176162,0.023622047244094488,0.023622047244094488,0.0,0.0
low-knee,deep_above_knee,7-8k,0.005-0.015,0.5-1.5pct,duplicate_peak,central_peak,veto,79,15,7452.715189873417,0.02836583749203765,-0.006201782124588662,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,duplicate_peak,central_peak,veto,79,16,9281.822784810127,-0.021934555389235583,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.005-0.015,0.5-1.5pct,regular_edge,late_peak,veto,56,16,7337.089285714285,0.04647081790710838,-0.010120116115015898,0.5892857142857143,0.5892857142857143,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,54,16,9356.00925925926,-0.5932499005114369,0.0,0.2037037037037037,0.2037037037037037,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,42,14,8306.345238095239,0.17316937100426527,-0.03669912464758923,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,1.5-3pct,regular_edge,late_peak,veto,38,15,7405.776315789473,0.09714064584262475,-0.020923778789805614,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.005-0.015,0.5-1.5pct,duplicate_peak,central_peak,veto,29,9,8417.465517241379,0.028000843565376195,-0.00612247003274613,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,27,12,7693.111111111111,0.18780583090973804,-0.038461538461538436,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,25,10,7439.08,0.27652851124332417,-0.038461538461538436,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,0.5-1.5pct,regular_edge,central_peak,veto,24,14,7449.854166666667,0.022773094853127944,-0.004985105086269981,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,regular_edge,central_peak,veto,21,7,7855.523809523809,0.1762594909456845,-0.03732955650996239,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,1.5-3pct,regular_edge,central_peak,veto,19,13,7382.710526315789,0.09308315698176912,-0.02006734944352795,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.005-0.015,0.5-1.5pct,regular_edge,late_peak,veto,19,13,8287.473684210527,0.03878920089685107,-0.008461417638999658,0.5789473684210527,0.5789473684210527,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,regular_edge,late_peak,veto,18,9,7561.694444444444,0.01649938039334155,-0.0036167348812775613,0.1111111111111111,0.1111111111111111,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,regular_edge,late_peak,veto,18,10,8509.055555555555,0.011341675363428453,-0.002488946566090444,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,1.5-3pct,regular_edge,early_peak,veto,13,8,8433.884615384615,0.10935961666306111,-0.023493873837771018,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,regular_edge,late_peak,veto,12,8,9338.625,-0.001430164504350194,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,11,9,7393.272727272727,-0.42240900784685065,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,gt3pct,duplicate_peak,central_peak,veto,10,6,8749.15,0.1562964388527276,-0.03324204857888535,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,negative_dropout,late_peak,veto,9,7,7434.611111111111,-0.11581320061938943,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,gt0.035,gt3pct,duplicate_peak,central_peak,veto,8,5,9291.375,0.18531214065283458,-0.03846153846153849,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,gt3pct,regular_edge,central_peak,veto,7,7,7435.857142857143,0.14752962234066244,-0.03143620712659956,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,1.5-3pct,regular_edge,late_peak,veto,7,7,8403.357142857143,0.09537481266754934,-0.020551243173944744,0.8571428571428571,0.8571428571428571,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,early_peak,veto,7,5,8352.07142857143,0.3150137882537142,-0.038461538461538436,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,7,4,8345.857142857143,-0.3136115665380367,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,0.5-1.5pct,regular_edge,central_peak,veto,7,4,9321.07142857143,0.02280003377740177,-0.004990972675002481,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,0.015-0.035,1.5-3pct,duplicate_peak,central_peak,veto,6,5,9448.25,0.11242142703176224,-0.02413392384383295,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.005-0.015,0.5-1.5pct,regular_edge,early_peak,veto,5,5,8565.7,0.03792970253964654,-0.008275479533762842,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,gt3pct,regular_edge,early_peak,veto,5,3,8205.7,0.14833786165192767,-0.03160298726192978,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,positive_residual_outlier,late_peak,veto,5,5,8482.7,0.4150772640123583,-0.038461538461538436,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,9-11k,0.005-0.015,0.5-1.5pct,duplicate_peak,central_peak,veto,5,3,9181.5,0.025742666002120492,-0.005631493197799986,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,1.5-3pct,duplicate_peak,central_peak,veto,4,4,8423.25,0.12546714792299074,-0.02685920033282896,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,0.5-1.5pct,regular_edge,central_peak,veto,4,4,8625.75,0.02277983516687594,-0.004986573185591092,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,negative_dropout,late_peak,veto,4,3,8715.875,-0.1700071118708621,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,0.005-0.015,0.5-1.5pct,regular_edge,late_peak,veto,4,3,9300.0,0.03877684126111344,-0.00845815805703759,0.5,0.5,0.0,0.0
low-knee,deep_above_knee,9-11k,0.005-0.015,1.5-3pct,regular_edge,central_peak,veto,4,4,9163.125,0.06878776969155145,-0.014907706367498497,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,gt11k,lt0.005,lt0.5pct,negative_dropout,early_peak,veto,4,4,12846.75,-0.9889266155938723,0.0,0.5,0.5,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,regular_edge,early_peak,veto,3,2,7586.5,-0.02541901878104903,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,regular_edge,early_peak,veto,3,3,8300.5,0.005403925462848104,-0.0011874518835035541,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,0.015-0.035,gt3pct,duplicate_peak,central_peak,veto,3,3,9248.833333333334,0.15244163399120264,-0.032448915039495096,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,duplicate_peak,early_peak,veto,3,3,9174.833333333334,-0.5091744135473113,0.0,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,1.5-3pct,duplicate_peak,central_peak,veto,2,2,7590.25,0.09185658229027088,-0.019794903886704907,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,regular_edge,late_peak,veto,2,1,8229.5,0.16871352824389116,-0.03578861014628071,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,duplicate_peak,late_peak,veto,2,2,8248.75,0.0133240955145301,-0.0029207805317316704,0.5,0.5,0.0,0.0
low-knee,deep_above_knee,7-8k,0.005-0.015,0.5-1.5pct,duplicate_peak,late_peak,veto,1,1,7891.5,0.04485571450976721,-0.009771826297012787,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.005-0.015,1.5-3pct,regular_edge,central_peak,veto,1,1,7794.0,0.06836322264010614,-0.014817061721173586,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,1.5-3pct,regular_edge,early_peak,veto,1,1,7098.0,0.1346548494739891,-0.028771731194981,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,gt3pct,duplicate_peak,central_peak,veto,1,1,7992.0,0.16231700588268935,-0.034478522186698446,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,0.015-0.035,gt3pct,regular_edge,early_peak,veto,1,1,7826.5,0.14805852095901773,-0.03154535182154139,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,duplicate_peak,early_peak,veto,1,1,7272.5,0.24457176264559222,-0.03846153846153855,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,7-8k,gt0.035,gt3pct,positive_residual_outlier,late_peak,veto,1,1,7871.5,0.45956959557889987,-0.03846153846153855,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,7-8k,lt0.005,lt0.5pct,duplicate_peak,late_peak,veto,1,1,7543.5,0.017322655139741974,-0.0037965156697735702,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.005-0.015,1.5-3pct,regular_edge,central_peak,veto,1,1,8896.0,0.06832126349428741,-0.014808102153939018,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,0.015-0.035,gt3pct,regular_edge,late_peak,veto,1,1,8539.0,0.1389763723107492,-0.02966771732798823,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,gt0.035,gt3pct,regular_edge,early_peak,veto,1,1,8039.0,0.17307552194175502,-0.03667996589396716,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,8-9k,lt0.005,lt0.5pct,flat_plateau,central_peak,veto,1,1,8076.0,0.0005567113403362998,-0.000122461496219195,0.0,0.0,0.0,0.0
low-knee,deep_above_knee,9-11k,0.015-0.035,1.5-3pct,regular_edge,late_peak,veto,1,1,9004.5,0.07711800507516414,-0.016682919355441306,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,9-11k,gt0.035,gt3pct,positive_residual_outlier,late_peak,veto,1,1,9152.0,0.39732311375092316,-0.038461538461538436,1.0,1.0,0.0,0.0
low-knee,deep_above_knee,9-11k,lt0.005,lt0.5pct,flat_plateau,central_peak,veto,1,1,9127.5,-0.29276827123468807,0.0,0.0,0.0,0.0,0.0
